CHILDCODE	MOVEIDR4	YRMOVER4	MTHSTYR4	WHMOVER4	TYPKEBR4	RSNMVR41	RSNMVR42	KNWANYR4	KNWBSTR4
131035	1	2013	6	4	6	1	88	1	5
131036	1	2013	3	4	6	1	88	1	4
131038	1	2013	2	4	6	1	88	1	4
131039	1	2013	4	2	1	12	88	1	3
131039	2	2012	4	2	2	1	88	0	 
131040	1	2011	23	3	3	5	88	0	 
131043	1	2010	30	2	3	5	88	0	 
131043	2	2013	7	4	6	1	88	1	2
131044	1	2010	40	4	4	5	88	0	 
131047	1	2009	48	2	1	12	88	0	 
131048	1	2011	12	5	6	1	88	1	4
131048	2	2012	14	5	1	1	88	1	2
131050	1	2009	10	2	1	5	88	1	5
131050	2	2011	20	2	3	5	88	0	 
131050	3	2013	13	3	3	5	88	0	 
141002	1	2013	3	3	4	5	88	1	4
141012	1	2013	7	3	1	5	88	0	 
141012	2	2012	10	3	1	5	88	0	 
141012	3	2011	10	3	4	5	88	0	 
141012	4	2010	10	3	4	5	88	0	 
141013	1	2013	6	3	2	5	88	0	 
141014	1	2012	9	3	1	5	88	0	 
141014	2	2011	9	3	1	5	88	0	 
141014	3	2010	5	3	1	5	88	0	 
141015	1	 	 	 	 	 	 	 	 
141016	1	2013	6	1	3	12	88	0	 
141020	1	2013	6	3	6	5	88	0	 
141020	2	2012	10	3	6	5	88	0	 
141027	1	2013	8	3	6	5	88	0	 
141027	2	2012	10	3	6	5	88	0	 
141028	1	2013	3	3	6	5	88	0	 
141030	1	2011	3	3	6	5	88	0	 
141030	2	2010	6	3	6	5	88	0	 
141032	1	2013	10	3	4	5	88	0	 
141032	2	2012	10	3	4	5	88	0	 
141043	1	2013	8	3	6	5	88	1	4
141043	2	2012	10	3	6	5	88	1	4
141043	3	2011	10	3	6	5	88	1	4
141043	4	2010	10	2	6	5	88	1	4
141047	1	2013	8	2	2	5	88	0	 
141047	2	2012	10	2	2	5	88	0	 
141047	3	2011	10	2	2	5	88	0	 
141050	1	2012	10	3	6	5	88	1	4
141050	2	2013	8	3	6	5	88	1	4
151001	1	2010	10	1	2	5	88	1	5
151001	2	2011	10	3	3	5	88	1	5
151001	3	2012	10	3	3	5	88	0	 
151001	4	2013	4	3	3	5	88	1	5
151002	1	2013	7	3	6	5	88	1	5
151002	2	2012	10	3	6	5	88	1	5
151002	3	2011	10	3	4	5	88	0	 
151002	4	2010	10	3	4	5	88	0	 
151004	1	2013	5	3	1	5	88	1	4
151004	2	2012	10	3	1	5	88	1	4
151004	3	2011	10	3	1	5	88	1	4
151007	1	2010	35	3	1	12	88	0	 
151010	1	2010	10	1	2	5	88	1	5
151011	1	2013	6	2	2	5	88	1	5
151011	2	2012	9	2	2	5	88	1	5
151011	3	2011	9	2	2	5	88	1	5
151011	4	2010	9	2	2	5	88	1	5
151012	1	2010	10	2	2	5	88	0	 
151012	2	2009	10	2	2	5	88	0	 
151014	1	2011	31	3	1	12	88	1	4
151015	1	2013	8	3	4	6	88	0	 
151015	2	2012	10	3	4	5	88	0	 
151015	3	2011	10	3	4	5	88	0	 
151015	4	2010	10	3	4	5	88	0	 
151016	1	2013	2	4	7	6	88	1	4
151018	1	2012	18	3	2	12	88	1	4
151019	1	2013	7	3	3	5	88	1	5
151019	2	2012	10	3	3	5	88	1	5
151020	1	2013	7	3	6	5	88	0	 
151020	2	2012	9	3	6	5	88	0	 
151024	1	2010	9	2	2	5	88	0	 
151027	1	2013	9	2	1	12	88	0	 
151028	1	2011	9	3	4	5	88	1	5
151028	2	2012	9	3	4	5	88	1	5
151028	3	2013	9	2	1	12	88	0	 
151031	1	2013	12	2	2	1	88	1	4
151031	2	2012	12	2	2	1	88	1	4
151031	3	2011	12	2	2	1	88	1	4
151033	1	2013	7	2	1	5	88	1	4
151035	1	2013	2	2	3	1	88	0	 
151036	1	2012	10	3	2	5	88	0	 
151038	1	2012	10	3	2	5	88	1	5
151038	2	2010	10	2	4	5	88	0	 
151039	1	2011	20	3	4	5	88	0	 
151040	1	2013	4	3	3	6	88	1	5
151040	2	2012	10	3	6	5	88	1	5
151040	3	2011	10	3	6	5	88	1	5
151040	4	2010	10	2	2	5	88	1	5
151044	1	2010	10	3	2	5	88	0	 
151044	2	2011	10	3	2	5	88	0	 
151045	1	2010	9	3	3	5	88	1	5
151045	2	2011	9	3	3	5	88	1	5
151046	1	2013	6	2	4	5	88	0	 
151046	2	2012	9	2	2	5	88	0	 
151046	3	2011	9	2	2	5	88	0	 
151046	4	2009	9	2	1	5	88	0	 
161004	1	2011	0	3	6	2	10	0	 
161006	1	2013	6	3	4	9	88	0	 
161008	1	2012	3	2	2	5	88	1	5
161008	2	2011	9	2	2	5	88	1	5
161008	3	2010	9	2	2	5	88	1	5
161009	1	2013	7	2	2	5	88	1	4
161009	2	2012	10	2	2	5	88	1	4
161009	3	2011	10	2	2	5	88	1	4
161009	4	2010	10	2	2	5	88	1	4
161010	1	2010	9	2	2	5	88	1	5
161012	1	2009	4	3	4	12	21	1	4
161012	2	2010	9	3	4	21	88	1	4
161012	3	2011	8	3	4	21	88	1	4
161012	4	2012	12	3	4	21	88	1	4
161012	5	2013	3	3	4	21	88	1	4
161013	1	2013	2	2	2	6	88	0	 
161013	2	2010	10	2	2	5	88	0	 
161014	1	2012	0	3	4	5	88	0	 
161015	1	2013	3	2	3	5	88	0	 
161015	2	2012	10	2	3	5	88	0	 
161015	3	2011	10	2	3	5	88	0	 
161015	4	2010	10	2	3	5	88	0	 
161016	1	2010	10	2	1	5	88	0	 
161017	1	2013	7	1	2	5	88	1	4
161018	1	2013	3	1	1	16	88	1	1
161019	1	2011	3	2	2	5	88	0	 
161019	2	2010	9	2	2	5	88	0	 
161019	3	2009	9	2	2	5	88	1	4
161021	1	2012	9	2	2	5	88	0	 
161021	2	2011	9	2	2	5	88	0	 
161021	3	2010	9	2	2	5	88	0	 
161021	4	2009	9	2	2	5	88	0	 
161022	1	2011	26	3	1	12	88	1	4
161024	1	2010	32	3	2	12	88	1	3
161025	1	2013	6	1	2	5	88	1	5
161025	2	2012	10	1	2	5	88	1	5
161025	3	2011	10	1	2	5	88	1	5
161025	4	2010	10	1	2	5	88	1	5
161026	1	2011	29	3	1	12	88	0	 
161027	1	2013	3	3	3	5	88	0	 
161027	2	2012	10	3	2	5	88	1	5
161027	3	2011	10	3	2	5	88	1	5
161027	4	2010	10	2	2	5	88	1	5
161028	1	2013	6	3	1	5	88	0	 
161028	2	2012	6	3	4	6	88	1	4
161028	3	2011	10	3	4	5	88	1	4
161029	1	2010	10	1	2	5	88	1	4
161030	1	2009	10	1	1	5	88	0	 
161030	2	2010	10	1	1	5	88	0	 
161030	3	2011	10	1	1	5	88	0	 
161030	4	2012	10	1	1	5	88	0	 
161030	5	2013	3	1	2	5	88	1	4
161031	1	2010	36	1	1	23	88	1	1
161032	1	2011	2	3	1	12	88	0	 
161033	4	2010	10	1	1	5	88	1	4
161034	1	2011	34	2	2	12	88	0	 
161035	1	2011	23	3	4	12	88	0	 
161036	1	2012	2	3	4	24	88	1	2
161037	1	2010	39	3	1	12	88	1	4
161038	1	2011	3	2	2	5	88	0	 
161038	2	2010	7	2	2	5	88	0	 
161039	1	2012	16	3	4	5	88	1	4
161041	1	2013	3	2	3	5	88	0	 
161041	2	2012	10	2	2	5	88	0	 
161041	3	2011	10	2	2	5	88	0	 
161043	1	2013	7	3	2	5	88	0	 
161043	2	2012	10	3	2	5	88	0	 
161043	3	2011	10	2	2	5	88	0	 
161043	4	2010	10	2	2	5	88	0	 
161045	1	2010	10	2	2	5	88	0	 
161046	1	2013	3	3	4	5	88	0	 
161046	2	2012	10	3	4	5	88	0	 
161047	1	2013	7	3	4	5	88	1	4
161047	2	2012	10	3	4	5	88	1	4
161047	3	2011	10	3	4	5	88	1	4
161048	1	 	 	 	 	 	 	 	 
161048	2	 	 	 	 	 	 	 	 
161049	1	2013	3	3	4	5	88	0	 
161049	2	2012	10	3	4	5	88	0	 
161049	3	2011	10	3	4	5	88	0	 
161050	1	2013	3	3	4	38	88	1	2
171002	1	2011	31	3	6	12	88	1	2
171002	2	2010	3	3	3	6	88	1	2
171003	2	2011	10	3	3	5	88	1	4
171003	3	2010	10	3	3	5	88	1	4
171003	4	2009	10	3	3	5	88	1	4
171004	1	2011	28	2	1	12	88	1	4
171004	2	2012	3	2	1	25	88	1	1
171005	2	2011	10	2	1	1	88	1	4
171005	3	2012	10	2	1	1	88	1	4
171005	4	2013	6	2	1	1	88	1	4
171006	1	2010	6	1	1	12	88	1	4
171009	1	2012	2	1	1	28	14	1	4
171010	1	2011	12	3	6	5	10	1	5
171010	2	2012	12	3	6	5	10	1	5
171011	1	2013	2	3	6	1	38	1	5
171011	2	2012	2	3	6	1	19	1	5
171012	1	2013	2	3	7	1	88	1	5
171012	2	2011	27	3	6	1	88	1	5
171013	1	2011	23	2	1	12	21	1	4
171015	1	2012	15	3	1	12	26	1	4
171016	1	2012	3	3	6	1	10	1	2
171020	1	2013	12	3	6	9	8	1	4
171021	1	2012	8	2	2	1	77	1	4
171025	1	2012	10	2	4	5	38	1	5
171027	1	2013	0	2	4	5	88	1	5
171029	1	2011	5	2	1	25	88	1	1
171029	2	2010	0	2	1	12	88	0	 
171031	1	2011	6	3	4	1	88	1	5
171031	2	2012	11	3	4	1	88	1	5
171033	1	2013	5	2	1	12	88	1	3
171033	2	2012	12	2	1	12	88	1	3
171036	1	2013	8	3	3	1	27	0	 
171036	2	2012	5	2	1	23	88	1	4
171037	1	2013	3	1	1	5	88	0	 
171037	2	2012	10	1	1	5	88	0	 
171037	3	2012	2	3	2	23	88	1	1
171037	4	2011	10	1	1	5	88	0	 
171037	5	2011	2	3	2	23	88	1	1
171037	6	2010	10	1	1	5	88	0	 
171037	7	2010	2	3	2	23	88	1	1
171039	1	2012	5	3	1	25	88	1	1
171039	2	2011	23	3	6	1	38	0	 
171039	3	2010	3	2	1	12	88	0	 
171040	1	2010	6	2	1	25	88	1	1
171041	1	2013	4	3	1	12	88	1	4
171042	1	2011	9	2	4	5	88	1	5
171042	2	2010	9	2	4	5	88	1	5
171047	1	2013	3	2	1	1	88	1	5
171047	2	2013	9	2	1	1	88	1	5
171047	3	2012	9	2	1	1	88	1	5
171047	4	2011	12	2	2	22	88	1	2
171049	1	2013	5	3	1	12	88	1	4
171050	1	2011	3	2	1	5	88	1	4
181001	1	2012	3	3	6	24	88	1	4
181001	2	2011	4	3	6	24	88	1	4
181002	1	2010	38	2	1	12	88	0	 
181002	2	2012	3	2	1	25	29	1	1
181005	1	2013	2	3	4	5	88	1	5
181005	2	2012	10	2	4	5	88	1	5
181005	3	2011	10	2	4	5	88	1	5
181005	4	2010	10	2	4	5	88	1	5
181006	1	2012	17	3	6	12	88	1	5
181008	1	2013	8	3	4	1	88	1	2
181008	2	2012	10	3	4	1	88	1	6
181008	3	2011	3	3	4	1	88	1	2
181010	1	2013	0	2	1	12	88	0	 
181011	1	2011	6	3	6	1	88	1	5
181012	1	2011	23	3	6	1	38	1	5
181013	1	2011	6	3	4	1	88	1	4
181013	2	2010	10	3	4	1	88	1	4
181014	1	2011	12	2	1	23	88	1	5
181014	2	2010	12	2	1	23	88	1	5
181015	1	2011	11	3	3	12	88	0	 
181015	2	2013	5	3	1	25	88	1	7
181016	1	2011	15	2	1	23	27	1	1
181016	2	2012	11	2	1	12	21	1	4
181017	1	2010	6	4	8	6	88	1	1
181018	1	2013	4	3	6	1	11	1	4
181019	1	2012	19	2	1	12	88	0	 
181020	1	2013	10	3	4	1	88	1	4
181021	1	2013	8	3	5	5	88	0	 
181021	2	2012	10	3	5	5	88	0	 
181021	3	2011	10	2	4	5	88	1	5
181021	4	2010	10	2	4	5	88	1	5
181023	1	2012	3	2	4	5	88	1	4
181023	2	2011	9	2	4	5	88	1	4
181023	3	2010	6	2	4	5	88	1	4
181024	1	2012	6	3	6	1	88	1	2
181024	2	2011	12	3	6	1	88	1	2
181024	3	2010	3	3	6	1	88	1	2
181025	1	2013	4	3	6	6	88	1	5
181033	1	2010	10	4	6	23	1	1	4
181033	2	2011	6	4	6	23	1	1	4
181035	1	2013	4	3	6	1	88	1	4
181035	2	2012	4	3	6	1	88	1	4
181037	1	2010	35	2	1	12	21	1	5
181038	1	2010	40	2	1	12	88	0	 
181040	1	2012	22	2	1	12	88	0	 
181043	2	2013	8	3	4	21	88	0	 
181047	2	2012	6	2	1	1	88	1	5
181047	3	2011	5	2	2	1	88	1	4
181049	1	2013	4	2	4	5	88	1	5
181049	2	2012	10	2	4	5	88	0	 
181050	1	2010	48	3	1	5	38	1	4
191001	1	2011	30	2	3	12	88	1	4
191002	1	2013	5	2	3	5	37	1	4
191002	2	2012	10	2	3	5	37	1	4
191004	1	2013	3	2	1	23	1	1	5
191005	1	2012	3	2	2	1	10	0	 
191005	2	2011	3	2	2	1	6	0	 
191006	1	2013	7	2	1	25	88	1	1
191006	2	2012	12	2	2	12	88	0	 
191007	1	2013	3	2	1	23	5	1	2
191007	2	2012	3	2	1	23	5	1	5
191010	1	2012	12	2	1	25	88	1	1
191010	2	2010	3	2	1	25	88	1	1
191010	3	2009	32	2	3	12	88	0	 
191011	1	2012	6	4	1	1	88	1	4
191011	2	2011	4	2	1	1	88	0	 
191011	3	2010	4	2	1	1	88	1	4
191016	1	2013	5	2	3	5	37	1	5
191016	2	2012	10	2	3	5	29	1	5
191016	3	2011	10	2	3	5	88	0	 
191017	1	2012	6	4	4	1	88	1	4
191017	2	2010	16	3	2	1	88	1	4
191018	1	2011	18	4	8	1	10	1	4
191019	1	2012	3	5	1	25	88	1	1
191019	3	2010	24	4	4	1	88	0	 
191019	4	2009	27	4	4	12	88	1	3
191020	1	2010	48	4	6	1	88	1	5
191022	1	2010	17	1	1	12	88	1	4
191023	1	2012	3	2	3	5	88	1	5
191023	2	2011	6	2	3	5	88	1	5
191024	1	2013	10	1	1	12	21	0	 
191025	1	2013	7	4	1	1	10	1	1
191025	2	2012	12	2	1	1	88	1	5
191025	3	2011	12	4	1	1	88	1	1
191027	1	2013	5	2	3	5	88	1	5
191027	2	2012	10	2	3	5	88	1	5
191027	3	2011	10	2	2	5	24	1	5
191027	4	2010	10	2	2	5	88	1	5
191029	1	2010	10	3	4	5	38	1	5
191029	2	2011	10	3	4	5	38	1	5
191030	1	2011	9	3	4	5	38	1	5
191030	2	2010	9	3	4	5	38	1	5
191031	1	2013	7	2	3	5	88	1	5
191031	2	2012	10	2	3	5	88	1	5
191031	3	2011	10	2	3	5	88	1	5
191031	4	2010	10	2	3	5	88	1	5
191032	1	2013	9	3	6	5	88	1	4
191032	2	2012	6	3	6	5	88	1	4
191032	3	2012	4	2	3	5	88	0	 
191032	4	2011	10	2	3	5	88	0	 
191032	5	2010	6	2	3	5	88	0	 
191033	1	2012	4	1	1	20	1	1	2
191034	1	2013	11	2	2	1	5	1	5
191034	2	2012	9	2	2	1	5	1	5
191039	1	2013	6	3	6	5	88	1	5
191039	2	2012	10	3	6	5	88	1	5
191039	3	2011	6	3	6	5	88	1	5
191039	4	2011	4	2	3	5	88	1	5
191039	5	2010	8	2	3	5	88	1	5
191040	1	2011	3	2	1	25	88	1	3
191041	1	2012	6	3	6	38	1	1	5
191041	2	2011	6	3	6	38	1	1	5
191042	1	2011	32	2	1	12	21	1	4
191044	1	2010	48	2	3	5	23	1	4
191045	1	2013	10	3	2	5	88	0	 
191045	2	2012	5	3	2	5	88	0	 
191045	3	2012	3	3	6	5	88	0	 
191045	4	2011	10	3	6	5	88	0	 
191045	5	2010	7	3	6	5	88	0	 
191046	1	2013	8	1	1	12	21	1	2
191047	4	2010	46	2	1	1	88	1	2
191049	1	2013	2	3	4	1	88	1	6
191049	2	2012	2	3	4	1	88	1	6
191049	3	2011	2	3	4	1	88	1	6
191049	4	2010	2	3	4	1	88	1	6
191050	1	2011	12	4	8	21	1	1	5
191050	2	2010	10	4	8	1	21	1	5
201013	1	2009	30	3	3	5	88	1	4
201020	1	2010	0	3	1	5	88	0	 
201027	1	2011	28	2	3	24	11	1	4
