round	childid	s_math	sibid	yc
5	IN020040	585.512451171875	3	1
4	IN020041	497.978149414063	3	1
5	IN020041	455.529510498047	3	1
4	IN020042	563.086791992188	3	1
4	IN020046	445.305480957031	3	1
5	IN020046	458.010101318359	3	1
4	IN020047	472.329467773438	3	1
5	IN020047	533.957641601563	3	1
4	IN020050	357.225708007813	3	1
5	IN020050	503.134399414063	3	1
4	IN020054	533.558227539063	3	1
5	IN020054	500.820648193359	3	1
4	IN020059	410.514038085938	3	1
5	IN020059	441.814544677734	3	1
5	IN020060	411.537902832031	3	1
4	IN020065	402.871215820313	3	1
5	IN020065	501.3515625	3	1
4	IN020069	336.195739746094	3	1
5	IN020069	354.368896484375	3	1
4	IN020072	595.623352050781	3	1
5	IN020072	585.785522460938	3	1
4	IN020081	410.246154785156	3	1
5	IN020081	567.403930664063	3	1
4	IN020086	481.483856201172	3	1
5	IN020086	447.183471679688	3	1
4	IN020087	483.213714599609	3	1
5	IN020087	484.846527099609	3	1
4	IN020093	244.790878295898	3	1
5	IN020093	327.799194335938	3	1
5	IN020099	318.387542724609	3	1
4	IN030007	364.765960693359	3	1
4	IN030015	474.722869873047	3	1
5	IN030015	617.404418945313	3	1
4	IN030017	548.539794921875	3	1
5	IN030017	595.314025878906	3	1
4	IN030022	484.457763671875	3	1
5	IN030022	542.846862792969	3	1
4	IN030036	454.959259033203	3	1
4	IN030038	565.665466308594	3	1
5	IN030038	571.348205566406	3	1
4	IN030039	556.582458496094	3	1
5	IN030039	670.686645507813	3	1
4	IN030042	439.483917236328	3	1
5	IN030042	601.266845703125	3	1
4	IN030051	692.2509765625	3	1
4	IN030060	411.469787597656	3	1
4	IN030061	345.8154296875	3	1
5	IN030061	395.740753173828	3	1
4	IN030066	382.823150634766	3	1
5	IN030066	509.958648681641	3	1
4	IN030073	363.175262451172	3	1
5	IN030073	538.192199707031	3	1
4	IN030076	361.369140625	3	1
5	IN030076	454.670776367188	3	1
4	IN030079	275.856201171875	3	1
5	IN030079	324.134307861328	3	1
4	IN030083	529.495849609375	3	1
5	IN030083	626.023620605469	3	1
4	IN030091	622.425415039063	3	1
5	IN030091	707.600830078125	3	1
4	IN030095	336.575225830078	3	1
5	IN030095	489.653961181641	3	1
4	IN030096	470.479370117188	3	1
5	IN030096	567.051879882813	3	1
4	IN040020	448.812072753906	3	1
5	IN040020	461.398986816406	3	1
4	IN040025	475.753845214844	3	1
5	IN040025	406.030609130859	3	1
4	IN040034	539.213806152344	3	1
5	IN040034	402.718902587891	3	1
4	IN040036	485.568298339844	3	1
5	IN040036	570.097290039063	3	1
4	IN040059	652.972229003906	3	1
5	IN040059	609.224792480469	3	1
4	IN040061	406.610717773438	3	1
5	IN040061	484.745819091797	3	1
4	IN040062	288.390533447266	3	1
5	IN040062	485.421752929688	3	1
4	IN040064	515.038757324219	3	1
5	IN040064	653.718688964844	3	1
4	IN040071	560.730712890625	3	1
5	IN040071	566.350036621094	3	1
5	IN040074	471.432464599609	3	1
4	IN040079	659.268188476563	3	1
4	IN040083	391.547607421875	3	1
5	IN040083	391.815368652344	3	1
5	IN040084	279.420623779297	3	1
5	IN040093	497.717498779297	3	1
4	IN050002	512.3388671875	3	1
5	IN050002	480.429443359375	3	1
4	IN050006	517.11865234375	3	1
5	IN050006	621.075317382813	3	1
4	IN050009	262.445159912109	3	1
5	IN050009	355.590545654297	3	1
4	IN050015	642.612121582031	3	1
4	IN050016	401.062957763672	3	1
5	IN050016	418.469360351563	3	1
4	IN050019	566.613891601563	3	1
5	IN050019	510.187103271484	3	1
4	IN050023	315.273986816406	3	1
5	IN050023	564.852966308594	3	1
4	IN050040	380.792846679688	3	1
5	IN050040	459.359649658203	3	1
4	IN050049	499.725524902344	3	1
5	IN050049	536.288146972656	3	1
4	IN050050	250.058609008789	3	1
5	IN050050	550.814880371094	3	1
4	IN050067	670.493774414063	3	1
5	IN050067	686.311950683594	3	1
4	IN050068	419.094207763672	3	1
5	IN050068	473.630096435547	3	1
4	IN050077	202.821899414063	3	1
5	IN050077	477.34619140625	3	1
4	IN050086	457.956909179688	3	1
5	IN050086	436.417144775391	3	1
4	IN050092	592.241821289063	3	1
5	IN050096	578.164489746094	3	1
4	IN060003	480.692077636719	3	1
5	IN060003	525.346130371094	3	1
4	IN060010	522.699035644531	3	1
5	IN060010	451.394866943359	3	1
4	IN060014	246.110946655273	3	1
5	IN060014	461.206604003906	3	1
4	IN060015	457.842895507813	3	1
5	IN060015	474.777587890625	3	1
4	IN060019	479.734466552734	3	1
5	IN060019	474.096771240234	3	1
4	IN060022	561.324645996094	3	1
5	IN060022	571.101501464844	3	1
4	IN060034	525.311462402344	3	1
4	IN060035	449.117370605469	3	1
5	IN060035	414.079742431641	3	1
4	IN060038	485.634429931641	3	1
5	IN060038	420.424285888672	3	1
4	IN060039	518.428588867188	3	1
4	IN060045	380.585693359375	3	1
5	IN060045	421.860198974609	3	1
4	IN060067	384.616882324219	3	1
4	IN060068	379.269012451172	3	1
4	IN060084	468.588195800781	3	1
5	IN060084	453.001037597656	3	1
4	IN060097	472.306274414063	3	1
5	IN060097	492.263427734375	3	1
4	IN060099	304.868804931641	3	1
5	IN060099	477.312622070313	3	1
4	IN070017	497.815582275391	3	1
5	IN070017	524.25341796875	3	1
4	IN070020	198.652542114258	3	1
5	IN070020	437.290557861328	3	1
4	IN070034	209.62760925293	3	1
5	IN070034	476.656494140625	3	1
4	IN070047	457.586242675781	3	1
5	IN070047	487.227386474609	3	1
4	IN070063	465.864044189453	3	1
5	IN070063	445.609344482422	3	1
5	IN070067	377.981018066406	3	1
4	IN070094	496.135559082031	3	1
5	IN070094	546.123596191406	3	1
5	IN070097	223.91911315918	3	1
4	IN070100	392.2080078125	3	1
5	IN070100	510.624816894531	3	1
4	IN080001	399.860992431641	3	1
4	IN080005	468.838562011719	3	1
5	IN080005	584.406555175781	3	1
4	IN080012	552.062377929688	3	1
5	IN080012	581.150268554688	3	1
5	IN080017	235.879837036133	3	1
5	IN080026	531.651794433594	3	1
4	IN080027	451.828399658203	3	1
5	IN080027	509.25390625	3	1
5	IN080046	248.485565185547	3	1
4	IN080048	214.284149169922	3	1
5	IN080048	422.572967529297	3	1
4	IN080049	358.072235107422	3	1
5	IN080049	363.126037597656	3	1
5	IN080051	228.300109863281	3	1
5	IN080062	395.480865478516	3	1
4	IN080063	544.212524414063	3	1
5	IN080063	500.509674072266	3	1
4	IN080064	338.343658447266	3	1
5	IN080064	375.807037353516	3	1
4	IN080069	290.024963378906	3	1
5	IN080069	447.390106201172	3	1
4	IN080074	563.839172363281	3	1
5	IN080074	502.237274169922	3	1
4	IN080076	432.974914550781	3	1
5	IN080076	492.936218261719	3	1
4	IN080082	619.579895019531	3	1
5	IN080082	731.418334960938	3	1
4	IN080084	394.930908203125	3	1
5	IN080084	462.039093017578	3	1
4	IN080099	200.611358642578	3	1
5	IN080099	256.214324951172	3	1
4	IN090014	433.541656494141	3	1
5	IN090014	205.726272583008	3	1
5	IN090018	245.365753173828	3	1
4	IN090033	474.935516357422	3	1
5	IN090033	558.90380859375	3	1
4	IN090038	256.913177490234	3	1
5	IN090038	433.757446289063	3	1
4	IN090044	487.876281738281	3	1
5	IN090044	500.889282226563	3	1
4	IN090045	242.288528442383	3	1
5	IN090045	593.848693847656	3	1
4	IN090050	411.877838134766	3	1
5	IN090059	236.380798339844	3	1
4	IN090061	189.576171875	3	1
5	IN090061	352.938751220703	3	1
4	IN090066	358.480377197266	3	1
5	IN090066	541.621887207031	3	1
4	IN090068	265.042694091797	3	1
5	IN090068	478.810180664063	3	1
4	IN090078	195.403732299805	3	1
4	IN090082	205.666168212891	3	1
5	IN090082	464.979675292969	3	1
4	IN100005	681.690490722656	3	1
5	IN100005	433.338134765625	3	1
4	IN100009	438.322937011719	3	1
5	IN100009	550.361083984375	3	1
4	IN100016	530.432250976563	3	1
5	IN100016	546.905639648438	3	1
4	IN100021	334.983520507813	3	1
5	IN100021	403.459350585938	3	1
4	IN100032	526.612731933594	3	1
4	IN100034	634.255859375	3	1
5	IN100034	580.137023925781	3	1
4	IN100035	665.08447265625	3	1
4	IN100037	474.679138183594	3	1
5	IN100037	474.855987548828	3	1
4	IN100039	392.936309814453	3	1
5	IN100039	410.03173828125	3	1
4	IN100042	203.508224487305	3	1
5	IN100042	336.4921875	3	1
4	IN100044	604.113586425781	3	1
5	IN100044	629.343872070313	3	1
4	IN100050	402.042724609375	3	1
5	IN100050	485.281982421875	3	1
4	IN100052	554.021606445313	3	1
5	IN100052	529.548706054688	3	1
4	IN100069	375.06396484375	3	1
5	IN100069	566.243591308594	3	1
4	IN100070	547.612365722656	3	1
5	IN100070	540.468383789063	3	1
4	IN100071	627.810852050781	3	1
5	IN100071	638.837280273438	3	1
4	IN100072	628.559814453125	3	1
5	IN100072	797.61181640625	3	1
4	IN100074	572.563232421875	3	1
5	IN100074	584.573181152344	3	1
4	IN100075	532.113159179688	3	1
5	IN100075	522.385131835938	3	1
4	IN100082	531.363220214844	3	1
5	IN100082	538.990417480469	3	1
4	IN100083	185.899017333984	3	1
5	IN100083	368.729034423828	3	1
4	IN100084	482.606170654297	3	1
5	IN100084	479.962646484375	3	1
4	IN100093	424.512725830078	3	1
4	IN100094	486.213531494141	3	1
5	IN100094	556.65283203125	3	1
4	IN100097	392.277008056641	3	1
5	IN100097	548.697875976563	3	1
4	IN100098	285.365905761719	3	1
5	IN100098	455.148712158203	3	1
4	IN110001	466.694641113281	3	1
5	IN110001	522.576416015625	3	1
4	IN110002	584.519287109375	3	1
5	IN110002	589.591674804688	3	1
4	IN110011	553.804138183594	3	1
5	IN110011	547.588745117188	3	1
4	IN110015	495.583862304688	3	1
5	IN110015	442.948486328125	3	1
4	IN110030	519.000305175781	3	1
5	IN110030	578.850769042969	3	1
4	IN110033	312.477294921875	3	1
5	IN110033	219.839935302734	3	1
5	IN110053	418.426666259766	3	1
4	IN110060	577.405517578125	3	1
5	IN110060	611.239929199219	3	1
4	IN110063	528.299255371094	3	1
5	IN110082	396.699340820313	3	1
5	IN110084	255.407745361328	3	1
4	IN120001	246.143508911133	3	1
5	IN120001	329.999450683594	3	1
4	IN120002	433.289520263672	3	1
5	IN120002	480.597381591797	3	1
4	IN120003	540.394348144531	3	1
5	IN120003	522.020690917969	3	1
4	IN120004	598.396240234375	3	1
5	IN120016	366.559722900391	3	1
5	IN120017	247.095367431641	3	1
4	IN120019	198.49348449707	3	1
5	IN120019	338.468536376953	3	1
4	IN120024	551.567687988281	3	1
4	IN120041	500.682006835938	3	1
5	IN120041	258.695373535156	3	1
4	IN120045	484.921905517578	3	1
5	IN120045	529.913513183594	3	1
4	IN120050	407.423675537109	3	1
5	IN120050	466.894897460938	3	1
4	IN120063	405.414154052734	3	1
5	IN120063	480.365936279297	3	1
4	IN120068	545.282348632813	3	1
5	IN120068	527.503479003906	3	1
4	IN120072	277.188781738281	3	1
5	IN120072	486.56884765625	3	1
4	IN120076	561.288452148438	3	1
5	IN120076	498.927856445313	3	1
4	IN120078	423.025604248047	3	1
4	IN120079	441.361785888672	3	1
5	IN120079	518.437255859375	3	1
5	IN120080	240.158142089844	3	1
4	IN120083	580.004272460938	3	1
4	IN120092	524.1103515625	3	1
4	IN120096	615.013488769531	3	1
4	IN130007	512.127868652344	3	1
5	IN130007	521.10205078125	3	1
4	IN130029	329.778778076172	3	1
5	IN130029	437.296142578125	3	1
4	IN130055	528.09033203125	3	1
4	IN130058	382.098114013672	3	1
5	IN130058	328.500183105469	3	1
4	IN130073	508.403015136719	3	1
5	IN130073	485.416381835938	3	1
4	IN130075	479.189270019531	3	1
5	IN130075	521.677429199219	3	1
5	IN130088	500.990234375	3	1
4	IN130095	333.253784179688	3	1
5	IN130095	380.987854003906	3	1
4	IN130101	588.225280761719	3	1
5	IN130101	674.710693359375	3	1
4	IN140006	387.592163085938	3	1
5	IN140006	440.492523193359	3	1
4	IN140013	389.804473876953	3	1
5	IN140013	454.246826171875	3	1
4	IN140014	505.546722412109	3	1
5	IN140014	568.487060546875	3	1
4	IN140016	503.045593261719	3	1
5	IN140016	489.981109619141	3	1
4	IN140020	545.953430175781	3	1
5	IN140020	509.661834716797	3	1
4	IN140021	307.75439453125	3	1
5	IN140021	424.345153808594	3	1
4	IN140031	358.723358154297	3	1
5	IN140031	519.329833984375	3	1
4	IN140041	241.077423095703	3	1
5	IN140041	357.120880126953	3	1
4	IN140042	328.013610839844	3	1
5	IN140042	359.623992919922	3	1
4	IN140047	363.067657470703	3	1
5	IN140047	495.499450683594	3	1
4	IN140055	395.178161621094	3	1
5	IN140055	380.58544921875	3	1
4	IN140059	432.058898925781	3	1
5	IN140059	547.953796386719	3	1
4	IN140062	376.617218017578	3	1
5	IN140062	218.762847900391	3	1
4	IN140067	501.326019287109	3	1
5	IN140067	432.4140625	3	1
4	IN140068	267.517517089844	3	1
5	IN140068	433.064208984375	3	1
4	IN140079	623.101684570313	3	1
5	IN140079	640.0947265625	3	1
4	IN140084	662.527038574219	3	1
5	IN140084	734.610717773438	3	1
4	IN140087	455.981109619141	3	1
5	IN140087	481.285339355469	3	1
4	IN140088	728.217102050781	3	1
5	IN140088	737.213317871094	3	1
4	IN140094	475.557464599609	3	1
5	IN140094	232.341720581055	3	1
4	IN140096	557.884094238281	3	1
5	IN140096	659.930725097656	3	1
4	IN150002	516.166809082031	3	1
5	IN150002	427.935882568359	3	1
4	IN150004	532.150512695313	3	1
5	IN150004	576.409790039063	3	1
4	IN150009	435.030670166016	3	1
5	IN150009	428.716766357422	3	1
4	IN150012	349.708618164063	3	1
5	IN150012	376.448272705078	3	1
5	IN150013	362.837097167969	3	1
4	IN150014	509.613220214844	3	1
5	IN150014	537.938110351563	3	1
4	IN150015	341.721862792969	3	1
5	IN150015	246.515472412109	3	1
4	IN150020	542.059631347656	3	1
5	IN150020	689.950256347656	3	1
4	IN150021	461.935028076172	3	1
4	IN150024	461.608764648438	3	1
5	IN150024	473.365966796875	3	1
4	IN150025	408.705291748047	3	1
5	IN150025	508.665374755859	3	1
4	IN150027	578.141906738281	3	1
5	IN150027	561.931701660156	3	1
4	IN150028	353.893981933594	3	1
5	IN150028	495.411285400391	3	1
4	IN150029	446.128326416016	3	1
5	IN150029	501.469665527344	3	1
4	IN150031	516.334655761719	3	1
5	IN150031	487.896423339844	3	1
4	IN150033	325.825622558594	3	1
5	IN150033	404.540191650391	3	1
4	IN150036	597.066162109375	3	1
5	IN150036	549.118286132813	3	1
4	IN150037	330.427429199219	3	1
5	IN150037	471.145782470703	3	1
4	IN150038	407.255615234375	3	1
5	IN150038	443.824890136719	3	1
4	IN150044	240.431167602539	3	1
5	IN150044	222.640380859375	3	1
4	IN150046	379.842132568359	3	1
5	IN150046	481.058776855469	3	1
4	IN150047	231.759338378906	3	1
5	IN150047	357.558471679688	3	1
5	IN150052	244.847244262695	3	1
4	IN150056	467.080383300781	3	1
5	IN150056	249.843200683594	3	1
4	IN150068	640.484191894531	3	1
5	IN150068	495.038177490234	3	1
4	IN150070	485.149841308594	3	1
5	IN150070	516.99267578125	3	1
4	IN150072	490.519775390625	3	1
5	IN150072	417.113739013672	3	1
4	IN150077	644.168884277344	3	1
5	IN150077	452.389282226563	3	1
5	IN150078	399.101379394531	3	1
5	IN150085	485.952911376953	3	1
4	IN150089	296.729248046875	3	1
5	IN150089	404.378631591797	3	1
4	IN150091	332.234802246094	3	1
5	IN150091	442.893493652344	3	1
4	IN150094	342.805572509766	3	1
5	IN150094	503.901641845703	3	1
4	IN150095	472.215728759766	3	1
5	IN150095	645.035583496094	3	1
4	IN150097	242.498947143555	3	1
5	IN150097	470.265716552734	3	1
4	IN150098	339.644317626953	3	1
5	IN150098	325.182220458984	3	1
5	IN160008	376.318267822266	3	1
4	IN160009	486.943206787109	3	1
5	IN160009	389.566375732422	3	1
4	IN160010	534.92236328125	3	1
5	IN160010	464.095733642578	3	1
4	IN160011	307.688018798828	3	1
4	IN160012	500.992614746094	3	1
5	IN160012	479.307250976563	3	1
5	IN160015	439.575531005859	3	1
4	IN160017	311.838592529297	3	1
5	IN160017	409.820343017578	3	1
4	IN160020	280.832122802734	3	1
5	IN160020	378.485748291016	3	1
4	IN160022	250.891479492188	3	1
5	IN160022	353.795166015625	3	1
5	IN160026	405.547027587891	3	1
5	IN160029	459.362152099609	3	1
5	IN160035	316.852081298828	3	1
4	IN160038	254.678833007813	3	1
5	IN160038	363.468078613281	3	1
4	IN160045	650.087890625	3	1
5	IN160045	479.763519287109	3	1
4	IN160049	547.809143066406	3	1
5	IN160049	406.428009033203	3	1
4	IN160052	446.604949951172	3	1
4	IN160055	301.753997802734	3	1
5	IN160055	401.253570556641	3	1
4	IN160065	206.793350219727	3	1
4	IN160067	305.498748779297	3	1
5	IN160067	225.271743774414	3	1
4	IN160071	404.646270751953	3	1
5	IN160071	336.389251708984	3	1
5	IN160077	365.027984619141	3	1
4	IN160080	282.514129638672	3	1
5	IN160080	396.321746826172	3	1
4	IN160091	198.822875976563	3	1
5	IN160091	389.725677490234	3	1
4	IN160093	343.262969970703	3	1
5	IN160093	460.655426025391	3	1
4	IN170005	542.046813964844	3	1
5	IN170005	613.514343261719	3	1
5	IN170008	322.712188720703	3	1
4	IN170031	540.338134765625	3	1
5	IN170031	704.040161132813	3	1
4	IN170032	346.577667236328	3	1
5	IN170032	437.944793701172	3	1
4	IN170033	247.774185180664	3	1
5	IN170033	420.702850341797	3	1
4	IN170035	333.418975830078	3	1
5	IN170035	364.130096435547	3	1
4	IN180003	342.238739013672	3	1
5	IN180003	323.682830810547	3	1
4	IN180013	325.522766113281	3	1
5	IN180013	523.611022949219	3	1
4	IN180018	475.243988037109	3	1
5	IN180018	517.143615722656	3	1
4	IN180022	432.214569091797	3	1
5	IN180022	472.757537841797	3	1
4	IN180024	412.431793212891	3	1
5	IN180024	558.067932128906	3	1
4	IN180030	442.876739501953	3	1
5	IN180030	466.61083984375	3	1
4	IN180035	336.596527099609	3	1
5	IN180035	452.277893066406	3	1
4	IN180044	209.482330322266	3	1
5	IN180044	304.773590087891	3	1
4	IN180048	381.447601318359	3	1
4	IN180060	414.904693603516	3	1
5	IN180060	477.045501708984	3	1
4	IN190011	329.258636474609	3	1
4	IN190032	415.935455322266	3	1
5	IN190032	392.368316650391	3	1
4	IN190054	555.459899902344	3	1
5	IN190054	573.911193847656	3	1
5	IN190069	426.279296875	3	1
5	IN200001	240.937164306641	3	1
4	IN200004	553.660766601563	3	1
5	IN200004	653.167602539063	3	1
4	IN200007	502.693420410156	3	1
5	IN200007	616.074340820313	3	1
4	IN200008	594.992126464844	3	1
5	IN200008	359.036956787109	3	1
4	IN200010	200.080322265625	3	1
4	IN200011	377.306945800781	3	1
5	IN200011	480.273254394531	3	1
4	IN200014	285.112945556641	3	1
5	IN200014	224.549072265625	3	1
4	IN200016	211.690368652344	3	1
5	IN200016	222.85578918457	3	1
4	IN200018	497.970611572266	3	1
5	IN200018	566.580078125	3	1
5	IN200024	298.488891601563	3	1
4	IN200026	343.827178955078	3	1
5	IN200026	414.709686279297	3	1
4	IN200031	431.839080810547	3	1
5	IN200031	409.891967773438	3	1
4	IN200032	410.411590576172	3	1
5	IN200032	471.348937988281	3	1
4	IN200033	365.875244140625	3	1
5	IN200033	575.52685546875	3	1
4	IN200035	310.958129882813	3	1
5	IN200035	344.157470703125	3	1
4	IN200039	346.449279785156	3	1
5	IN200039	231.909622192383	3	1
4	IN200040	701.177062988281	3	1
5	IN200040	658.43408203125	3	1
4	IN200041	357.217803955078	3	1
5	IN200041	407.804534912109	3	1
4	IN200042	471.189361572266	3	1
5	IN200042	484.5732421875	3	1
4	IN200044	507.134155273438	3	1
5	IN200044	540.971252441406	3	1
4	IN200045	479.126281738281	3	1
5	IN200045	428.272918701172	3	1
5	IN200050	565.2939453125	3	1
4	IN200053	399.725341796875	3	1
5	IN200053	493.678161621094	3	1
4	IN200057	399.957061767578	3	1
5	IN200057	519.554138183594	3	1
4	IN200058	516.693725585938	3	1
5	IN200058	593.912536621094	3	1
4	IN200060	396.921173095703	3	1
5	IN200060	384.006713867188	3	1
4	IN200067	303.054016113281	3	1
5	IN200067	480.170928955078	3	1
4	IN200070	447.364074707031	3	1
5	IN200070	447.170288085938	3	1
4	IN200071	496.010192871094	3	1
5	IN200071	487.287384033203	3	1
4	IN200079	381.705108642578	3	1
4	IN200085	443.784912109375	3	1
5	IN200085	218.568710327148	3	1
4	IN200091	200.171752929688	3	1
5	IN200091	252.931701660156	3	1
4	IN010003	282.381378173828	4	1
5	IN010003	382.123809814453	4	1
4	IN010004	639.29443359375	4	1
5	IN010004	684.63623046875	4	1
4	IN010008	438.845428466797	4	1
5	IN010008	623.670349121094	4	1
4	IN010011	351.144287109375	4	1
5	IN010011	386.934387207031	4	1
4	IN010014	559.157531738281	4	1
5	IN010014	598.239685058594	4	1
4	IN010016	331.722686767578	4	1
5	IN010016	399.556640625	4	1
4	IN010019	551.23681640625	4	1
5	IN010019	658.09716796875	4	1
4	IN010021	238.879409790039	4	1
5	IN010021	422.266632080078	4	1
4	IN010023	510.874176025391	4	1
5	IN010023	602.446594238281	4	1
4	IN010030	328.874908447266	4	1
5	IN010030	386.274993896484	4	1
4	IN010043	426.503845214844	4	1
5	IN010043	480.4443359375	4	1
4	IN010051	341.925109863281	4	1
5	IN010051	397.037017822266	4	1
4	IN010070	684.911743164063	4	1
5	IN010070	770.7158203125	4	1
4	IN010084	392.469390869141	4	1
5	IN010084	394.011138916016	4	1
4	IN010095	396.770111083984	4	1
5	IN010095	541.176513671875	4	1
4	IN020004	550.059387207031	4	1
5	IN020004	692.442626953125	4	1
4	IN020048	439.947937011719	4	1
5	IN020048	421.453155517578	4	1
4	IN020051	420.605133056641	4	1
5	IN020051	495.061584472656	4	1
4	IN020056	516.3994140625	4	1
5	IN020056	575.78857421875	4	1
4	IN020066	465.259490966797	4	1
5	IN020066	371.778839111328	4	1
4	IN020076	492.018829345703	4	1
5	IN020076	559.487670898438	4	1
4	IN020083	560.919372558594	4	1
5	IN020083	459.906280517578	4	1
5	IN020092	428.398040771484	4	1
4	IN030005	294.730346679688	4	1
5	IN030005	453.961730957031	4	1
4	IN030011	378.72607421875	4	1
5	IN030011	551.992797851563	4	1
4	IN030037	611.943786621094	4	1
5	IN030037	546.637390136719	4	1
4	IN030067	412.003570556641	4	1
5	IN030067	511.855072021484	4	1
4	IN030071	271.375	4	1
5	IN030071	230.713562011719	4	1
4	IN030084	484.422576904297	4	1
5	IN030084	516.134643554688	4	1
4	IN040004	355.914031982422	4	1
5	IN040004	465.154266357422	4	1
4	IN040009	335.360382080078	4	1
5	IN040009	282.145904541016	4	1
4	IN040013	372.201141357422	4	1
5	IN040013	462.33154296875	4	1
4	IN040017	456.546997070313	4	1
5	IN040017	470.452301025391	4	1
4	IN040021	506.667877197266	4	1
5	IN040021	523.197082519531	4	1
4	IN040023	456.924682617188	4	1
5	IN040023	389.835388183594	4	1
4	IN040035	438.243438720703	4	1
5	IN040035	775.741882324219	4	1
4	IN040037	433.898345947266	4	1
5	IN040037	367.405853271484	4	1
5	IN040042	457.919342041016	4	1
5	IN040043	235.361328125	4	1
4	IN040049	482.723022460938	4	1
5	IN040049	544.796264648438	4	1
4	IN040050	520.229614257813	4	1
5	IN040050	308.435729980469	4	1
5	IN040055	392.955200195313	4	1
4	IN040057	419.832275390625	4	1
5	IN040057	522.565368652344	4	1
4	IN040058	251.530212402344	4	1
5	IN040058	234.919219970703	4	1
4	IN040066	394.914276123047	4	1
5	IN040066	552.229858398438	4	1
4	IN040068	431.250183105469	4	1
5	IN040068	373.633453369141	4	1
4	IN040073	478.303558349609	4	1
5	IN040073	550.416076660156	4	1
4	IN040076	550.543579101563	4	1
5	IN040076	496.854064941406	4	1
4	IN040077	582.40771484375	4	1
5	IN040077	466.146942138672	4	1
4	IN040081	476.573699951172	4	1
5	IN040081	442.875366210938	4	1
4	IN040086	664.420715332031	4	1
5	IN040086	705.492980957031	4	1
4	IN040090	342.922943115234	4	1
5	IN040090	331.004150390625	4	1
4	IN040092	409.668670654297	4	1
5	IN040092	525.446350097656	4	1
4	IN040097	262.974945068359	4	1
5	IN040097	531.923645019531	4	1
4	IN050007	346.756866455078	4	1
4	IN050013	435.391357421875	4	1
5	IN050013	332.15478515625	4	1
4	IN050014	439.295074462891	4	1
5	IN050014	525.831359863281	4	1
4	IN050022	207.82536315918	4	1
5	IN050022	391.062408447266	4	1
5	IN050024	223.200210571289	4	1
4	IN050028	499.648132324219	4	1
4	IN050029	534.989624023438	4	1
5	IN050029	526.195678710938	4	1
4	IN050031	261.36181640625	4	1
5	IN050031	399.236145019531	4	1
4	IN050034	301.077667236328	4	1
4	IN050042	432.260528564453	4	1
5	IN050042	391.834045410156	4	1
4	IN050048	468.428253173828	4	1
5	IN050048	620.922485351563	4	1
4	IN050053	306.398010253906	4	1
5	IN050053	351.864044189453	4	1
4	IN050054	482.359558105469	4	1
5	IN050054	512.127014160156	4	1
4	IN050056	531.168334960938	4	1
5	IN050056	577.91650390625	4	1
4	IN050058	387.446380615234	4	1
5	IN050058	502.977600097656	4	1
4	IN050059	693.775207519531	4	1
5	IN050059	724.963256835938	4	1
4	IN050066	456.885467529297	4	1
5	IN050066	566.963439941406	4	1
4	IN050069	322.709686279297	4	1
5	IN050069	457.706176757813	4	1
4	IN050084	439.929992675781	4	1
4	IN050088	543.563049316406	4	1
5	IN050090	447.064056396484	4	1
4	IN060004	513.151733398438	4	1
5	IN060004	566.408264160156	4	1
4	IN060005	474.238037109375	4	1
4	IN060012	393.332702636719	4	1
5	IN060012	526.955261230469	4	1
4	IN060017	609.933654785156	4	1
4	IN060018	468.666961669922	4	1
4	IN060024	552.715698242188	4	1
5	IN060024	549.246948242188	4	1
4	IN060030	242.870910644531	4	1
5	IN060030	475.644409179688	4	1
5	IN060034	626.202758789063	4	1
4	IN060040	554.655944824219	4	1
5	IN060040	514.526794433594	4	1
4	IN060041	547.492004394531	4	1
5	IN060041	412.445037841797	4	1
4	IN060044	360.090515136719	4	1
5	IN060044	557.947692871094	4	1
4	IN060046	488.920928955078	4	1
5	IN060046	556.959289550781	4	1
4	IN060048	302.075866699219	4	1
5	IN060048	404.250396728516	4	1
4	IN060050	484.430450439453	4	1
5	IN060050	584.539367675781	4	1
4	IN060053	484.000885009766	4	1
4	IN060064	313.092254638672	4	1
5	IN060064	357.269805908203	4	1
4	IN060072	350.198944091797	4	1
5	IN060072	381.390258789063	4	1
5	IN060073	457.534576416016	4	1
4	IN060080	447.857788085938	4	1
5	IN060080	414.0068359375	4	1
5	IN060094	374.136657714844	4	1
4	IN070033	278.595275878906	4	1
5	IN070033	516.252746582031	4	1
5	IN070040	380.717193603516	4	1
4	IN070042	444.215423583984	4	1
5	IN070042	501.709991455078	4	1
5	IN070048	230.271438598633	4	1
4	IN070053	340.017913818359	4	1
5	IN070053	495.447845458984	4	1
4	IN070055	342.477691650391	4	1
5	IN070055	448.257263183594	4	1
4	IN070059	497.34765625	4	1
5	IN070059	533.681335449219	4	1
4	IN070061	535.816101074219	4	1
5	IN070061	542.993286132813	4	1
4	IN070062	452.028930664063	4	1
5	IN070062	473.302856445313	4	1
4	IN070093	406.188018798828	4	1
5	IN070093	499.343658447266	4	1
4	IN070098	424.366577148438	4	1
5	IN070098	381.432708740234	4	1
4	IN070099	306.250213623047	4	1
4	IN080011	430.191772460938	4	1
5	IN080011	507.203033447266	4	1
4	IN080014	191.638916015625	4	1
5	IN080014	502.658843994141	4	1
4	IN080018	651.111083984375	4	1
5	IN080018	499.136627197266	4	1
4	IN080022	415.960998535156	4	1
5	IN080022	371.304931640625	4	1
4	IN080028	506.2470703125	4	1
5	IN080028	683.848449707031	4	1
