sibid	childid	round	theta_eap	ppvt_score	yc	country	group	language
4	ET130045	4	.965812027454376	3.38670015335083	1	1	5	1
4	ET130045	5	1.27216994762421	3.87905120849609	1	1	6	1
17	ET130051	4	-1.01614999771118	.201467424631119	1	1	5	1
17	ET130051	5	.955506026744843	3.37013721466064	1	1	6	1
16	ET130052	4	-.00306485989131033	1.82960760593414	1	1	5	1
16	ET130052	5	.515200972557068	2.66251826286316	1	1	6	1
15	ET130054	4	.968654990196228	3.39126920700073	1	1	5	1
15	ET130054	5	2.1573600769043	5.30165004730225	1	1	6	1
4	ET130055	4	.173350006341934	2.11312580108643	1	1	5	1
4	ET130055	5	.962247014045715	3.38097071647644	1	1	6	1
16	ET130058	4	.259943008422852	2.25229048728943	1	1	5	1
16	ET130058	5	1.0373500585556	3.50166964530945	1	1	6	1
16	ET130064	4	-.0782651975750923	1.70875227451324	1	1	5	1
16	ET130064	5	.340846985578537	2.38231205940247	1	1	6	1
17	ET130068	4	-.173513993620872	1.55567693710327	1	1	5	1
15	ET130071	3	.322012007236481	2.35204219818115	1	1	4	1
15	ET130071	4	.565456986427307	2.74328517913818	1	1	5	1
15	ET130071	5	1.22625005245209	3.80525302886963	1	1	6	1
11	ET130075	4	-1.17843997478485	-.0593505650758743	1	1	5	1
3	ET130080	3	1.37636005878448	4.04649639129639	1	1	4	1
3	ET130080	4	1.0657000541687	3.54723119735718	1	1	5	1
3	ET130080	5	2.24685001373291	5.44547033309937	1	1	6	1
3	ET130085	4	-.531921982765198	.979675531387329	1	1	5	1
3	ET130085	5	.46747300028801	2.58581399917603	1	1	6	1
16	ET130094	4	.00433913990855217	1.84150660037994	1	1	5	1
16	ET130094	5	.0551844984292984	1.92322075366974	1	1	6	1
15	ET130097	4	-.603302001953125	.864959955215454	1	1	5	1
15	ET130097	5	.251053005456924	2.23800325393677	1	1	6	1
4	ET130098	4	-.319415986537933	1.32119619846344	1	1	5	1
4	ET130098	5	.118840999901295	2.02552390098572	1	1	6	1
5	ET130099	4	.0103297997266054	1.85113430023193	1	1	5	1
5	ET130099	5	.895600974559784	3.27386331558228	1	1	6	1
4	ET130100	4	.596453011035919	2.79309916496277	1	1	5	1
4	ET130100	5	.293568998575211	2.30633115768433	1	1	6	1
8	ET140002	3	-.936641991138458	.3292455971241	1	1	4	1
6	ET140004	3	.320066004991531	2.3489146232605	1	1	4	1
6	ET140004	4	1.24698996543884	3.83858418464661	1	1	5	1
6	ET140004	5	1.36840999126434	4.03371953964233	1	1	6	1
17	ET140006	3	-1.59419000148773	-.727506935596466	1	1	4	1
17	ET140006	4	-.380428999662399	1.22314155101776	1	1	5	1
17	ET140006	5	.531915009021759	2.68937945365906	1	1	6	1
15	ET140007	3	.652531981468201	2.88322448730469	1	1	4	1
15	ET140011	3	.486454010009766	2.61631870269775	1	1	4	1
15	ET140011	4	.530013978481293	2.68632435798645	1	1	5	1
15	ET140011	5	.964564979076385	3.3846960067749	1	1	6	1
7	ET140012	3	-.0901701971888542	1.6896196603775	1	1	4	1
7	ET140012	4	.47375300526619	2.59590673446655	1	1	5	1
7	ET140012	5	1.14681005477905	3.67758417129517	1	1	6	1
7	ET140014	3	-.999913990497589	.227560490369797	1	1	4	1
7	ET140014	4	.568657994270325	2.74842953681946	1	1	5	1
7	ET140014	5	1.40738999843597	4.09636497497559	1	1	6	1
4	ET140015	3	-1.50144994258881	-.57846337556839	1	1	4	1
7	ET140015	4	-.165922999382019	1.56787645816803	1	1	5	1
7	ET140015	5	.296698004007339	2.31135964393616	1	1	6	1
16	ET140016	3	.0484017990529537	1.91232025623322	1	1	4	1
16	ET140016	4	.187490999698639	2.13585186004639	1	1	5	1
16	ET140016	5	1.47906994819641	4.2115626335144	1	1	6	1
16	ET140018	3	-2.09977006912231	-1.54003024101257	1	1	4	1
16	ET140018	4	-.208148002624512	1.50001621246338	1	1	5	1
16	ET140018	5	.98189902305603	3.41255378723145	1	1	6	1
7	ET140020	3	1.04085004329681	3.50729465484619	1	1	4	1
5	ET140023	3	1.58792996406555	4.38651275634766	1	1	4	1
7	ET140026	3	.690035998821259	2.9434974193573	1	1	4	1
5	ET140028	3	-.383711010217667	1.2178670167923	1	1	4	1
5	ET140028	4	.480280011892319	2.60639643669128	1	1	5	1
5	ET140028	5	1.19087994098663	3.74840927124023	1	1	6	1
15	ET140029	3	1.07560002803802	3.56314158439636	1	1	4	1
15	ET140029	4	.786957979202271	3.09926199913025	1	1	5	1
15	ET140029	5	1.04089999198914	3.50737476348877	1	1	6	1
5	ET140030	3	1.58448004722595	4.38096809387207	1	1	4	1
5	ET140030	4	.408973008394241	2.49179816246033	1	1	5	1
5	ET140030	5	1.42425000667572	4.12346076965332	1	1	6	1
7	ET140031	3	-.958157002925873	.294668585062027	1	1	4	1
7	ET140031	4	.589184999465942	2.781418800354	1	1	5	1
4	ET140034	3	.886768996715546	3.25966930389404	1	1	4	1
4	ET140034	4	1.2545200586319	3.85068607330322	1	1	5	1
15	ET140036	3	.278831005096436	2.28264546394348	1	1	4	1
4	ET140037	3	1.36942005157471	4.03534317016602	1	1	4	1
4	ET140037	4	1.82476997375488	4.76714086532593	1	1	5	1
3	ET140038	3	.938899993896484	3.34344959259033	1	1	4	1
15	ET140041	3	.401517003774643	2.47981548309326	1	1	4	1
15	ET140041	4	.568104028701782	2.74753928184509	1	1	5	1
15	ET140041	5	.474539011716843	2.59716987609863	1	1	6	1
15	ET140042	3	.787000000476837	3.09932947158813	1	1	4	1
15	ET140042	4	.849020004272461	3.19900250434875	1	1	5	1
15	ET140042	5	1.35347998142242	4.00972557067871	1	1	6	1
5	ET140043	3	-2.4142599105835	-2.04545021057129	1	1	4	1
5	ET140043	4	-.859869003295898	.452628314495087	1	1	5	1
5	ET140043	5	.53787100315094	2.69895148277283	1	1	6	1
7	ET140044	3	-1.68971002101898	-.881018221378326	1	1	4	1
7	ET140044	4	.279881000518799	2.28433299064636	1	1	5	1
7	ET140044	5	1.38289999961853	4.0570068359375	1	1	6	1
4	ET140045	3	1.01224005222321	3.4613151550293	1	1	4	1
8	ET140046	3	.794848024845123	3.11194205284119	1	1	4	1
15	ET140050	3	.70202898979187	2.96277165412903	1	1	4	1
15	ET140050	4	2.24493002891541	5.44238471984863	1	1	5	1
15	ET140051	3	.0228496007621288	1.87125504016876	1	1	4	1
15	ET140052	3	1.43480002880096	4.14041566848755	1	1	4	1
15	ET140052	4	.999544978141785	3.44091272354126	1	1	5	1
15	ET140052	5	1.55382001399994	4.33169412612915	1	1	6	1
15	ET140053	3	.262791007757187	2.25686740875244	1	1	4	1
15	ET140053	4	.503261983394623	2.6433310508728	1	1	5	1
15	ET140053	5	1.04881000518799	3.52008724212646	1	1	6	1
4	ET140056	3	-.449160009622574	1.11268317699432	1	1	4	1
4	ET140056	4	.4218730032444	2.5125298500061	1	1	5	1
4	ET140056	5	.844700992107391	3.19206142425537	1	1	6	1
15	ET140057	3	1.49331998825073	4.23446416854858	1	1	4	1
15	ET140057	4	.259184986352921	2.25107216835022	1	1	5	1
15	ET140057	5	.55697500705719	2.72965383529663	1	1	6	1
15	ET140059	3	1.03878998756409	3.50398373603821	1	1	4	1
15	ET140059	4	1.07247996330261	3.55812740325928	1	1	5	1
15	ET140059	5	.887488007545471	3.26082468032837	1	1	6	1
11	ET140061	3	.85607898235321	3.21034693717957	1	1	4	1
11	ET140061	4	.539349973201752	2.70132827758789	1	1	5	1
11	ET140061	5	.745307981967926	3.03232574462891	1	1	6	1
8	ET140062	3	1.07603001594543	3.56383275985718	1	1	4	1
8	ET140062	4	1.05315005779266	3.52706217765808	1	1	5	1
8	ET140062	5	1.23872005939484	3.82529354095459	1	1	6	1
8	ET140065	3	-.713463008403778	.687918961048126	1	1	4	1
8	ET140065	4	.574679970741272	2.75810766220093	1	1	5	1
8	ET140065	5	1.28328001499176	3.89690637588501	1	1	6	1
13	ET140068	3	.485482007265091	2.61475658416748	1	1	4	1
13	ET140068	4	1.08843994140625	3.5837767124176	1	1	5	1
13	ET140068	5	1.24925005435944	3.84221649169922	1	1	6	1
8	ET140069	3	.526385009288788	2.68049216270447	1	1	4	1
8	ET140070	3	-1.31707000732422	-.282144397497177	1	1	4	1
8	ET140070	4	.130000993609428	2.04345917701721	1	1	5	1
8	ET140070	5	.377595990896225	2.44137167930603	1	1	6	1
6	ET140072	3	-.356279999017715	1.26195168495178	1	1	4	1
6	ET140072	4	.268595010042191	2.26619505882263	1	1	5	1
6	ET140072	5	.496282011270523	2.63211345672607	1	1	6	1
7	ET140073	3	-.155797004699707	1.58415007591248	1	1	4	1
7	ET140073	4	1.001620054245	3.44424772262573	1	1	5	1
7	ET140073	5	1.02504003047943	3.48188614845276	1	1	6	1
8	ET140074	3	-1.42037999629974	-.448175013065338	1	1	4	1
8	ET140074	4	.0962259024381638	1.98917889595032	1	1	5	1
8	ET140074	5	.894532978534698	3.27214694023132	1	1	6	1
15	ET140075	3	1.36641001701355	4.03050565719604	1	1	4	1
15	ET140075	4	.481404006481171	2.60820269584656	1	1	5	1
15	ET140075	5	.917213976383209	3.30859780311584	1	1	6	1
7	ET140076	3	.346033006906509	2.39064645767212	1	1	4	1
7	ET140078	3	-2.55855989456177	-2.27735638618469	1	1	4	1
7	ET140078	4	.466767996549606	2.58468103408813	1	1	5	1
7	ET140078	5	.628347992897034	2.84435796737671	1	1	6	1
5	ET140079	3	.0153011996299028	1.85912382602692	1	1	4	1
5	ET140079	4	.643860995769501	2.86928915977478	1	1	5	1
5	ET140079	5	.866591989994049	3.2272424697876	1	1	6	1
15	ET140080	3	.598558008670807	2.79648232460022	1	1	4	1
15	ET140080	4	.855386972427368	3.20923495292664	1	1	5	1
15	ET140080	5	1.27329003810883	3.88085150718689	1	1	6	1
6	ET140081	3	.0563479997217655	1.92509067058563	1	1	4	1
15	ET140082	3	.740891993045807	3.02522873878479	1	1	4	1
15	ET140082	4	1.02691996097565	3.48490738868713	1	1	5	1
15	ET140082	5	1.30178999900818	3.92665410041809	1	1	6	1
8	ET140083	3	1.32330000400543	3.96122288703918	1	1	4	1
6	ET140084	3	-.586463987827301	.892020463943481	1	1	4	1
6	ET140084	4	.335247009992599	2.37331223487854	1	1	5	1
6	ET140084	5	1.24974000453949	3.84300398826599	1	1	6	1
3	ET140086	3	1.29785001277924	3.92032194137573	1	1	4	1
5	ET140091	3	1.32969999313354	3.97150850296021	1	1	4	1
5	ET140091	4	.710965991020203	2.97713422775269	1	1	5	1
5	ET140091	5	1.39435994625092	4.07542419433594	1	1	6	1
7	ET140095	3	-1.2532399892807	-.179562479257584	1	1	4	1
7	ET140095	4	.528675019741058	2.68417263031006	1	1	5	1
7	ET140095	5	.938754022121429	3.3432149887085	1	1	6	1
6	ET140096	3	1.05095994472504	3.5235424041748	1	1	4	1
6	ET140096	4	1.08492994308472	3.57813596725464	1	1	5	1
6	ET140096	5	1.54607999324799	4.31925535202026	1	1	6	1
15	ET140099	3	.588669002056122	2.78058958053589	1	1	4	1
15	ET140099	4	.621315002441406	2.83305525779724	1	1	5	1
15	ET140099	5	1.04800999164581	3.51880145072937	1	1	6	1
15	ET150075	3	.240375995635986	2.22084403038025	1	1	4	1
17	ET160004	3	-2.28286004066467	-1.83427608013153	1	1	4	1
3	PE011003	3	-1.31387996673584	.178910806775093	1	3	16	5
3	PE011004	3	-.779576003551483	.847686111927032	1	3	16	5
5	PE011006	3	-2.47072005271912	-1.26907777786255	1	3	16	5
16	PE011011	3	-1.636549949646	-.224967360496521	1	3	16	5
7	PE011013	3	-1.53030002117157	-.0919769108295441	1	3	16	5
16	PE011014	3	-1.37031996250153	.108266241848469	1	3	16	5
11	PE011016	3	-.942900002002716	.64325737953186	1	3	16	5
3	PE011019	3	-.977319002151489	.600175976753235	1	3	16	5
4	PE011022	3	-.959132015705109	.622940182685852	1	3	16	5
7	PE011032	3	-.380041003227234	1.34777438640594	1	3	16	5
3	PE011041	3	-2.40847992897034	-1.19117331504822	1	3	16	5
6	PE011044	3	-1.40403997898102	.0660597160458565	1	3	16	5
4	PE011047	3	.0163180995732546	1.84388732910156	1	3	16	5
3	PE011054	3	-.208260998129845	1.56278717517853	1	3	16	5
3	PE011056	3	-.456699997186661	1.25182211399078	1	3	16	5
18	PE011061	3	-.792747974395752	.831199049949646	1	3	16	5
3	PE011063	3	-2.31607007980347	-1.07550621032715	1	3	16	5
16	PE011066	3	-1.37657999992371	.100430704653263	1	3	16	5
3	PE011067	3	-1.5008100271225	-.0550650022923946	1	3	16	5
5	PE011074	3	-1.13428997993469	.403699219226837	1	3	16	5
6	PE011079	3	-1.48766005039215	-.0386054962873459	1	3	16	5
3	PE011080	3	-.518989026546478	1.17385649681091	1	3	16	5
16	PE011086	3	-.409162014722824	1.31132423877716	1	3	16	5
15	PE011093	3	-.573893010616302	1.1051344871521	1	3	16	5
5	PE011095	3	-.912595987319946	.681188225746155	1	3	16	5
19	PE011099	3	-1.06677997112274	.488199859857559	1	3	16	5
9	PE011100	3	-1.53471994400024	-.0975092202425003	1	3	16	5
16	PE021006	3	-1.66763997077942	-.263881981372833	1	3	16	5
3	PE021007	3	-3.03555989265442	-1.97607409954071	1	3	16	5
4	PE021012	3	-3.207200050354	-2.19091200828552	1	3	16	5
17	PE021014	3	-2.16472005844116	-.886065065860748	1	3	16	5
3	PE021020	3	-3.09921002388	-2.05574345588684	1	3	16	5
4	PE021026	3	-3.03293991088867	-1.97279477119446	1	3	16	5
16	PE021036	3	-1.27848994731903	.223207637667656	1	3	16	5
5	PE021040	3	-2.29559993743896	-1.04988420009613	1	3	16	5
16	PE021042	3	-1.4998699426651	-.0538883209228516	1	3	16	5
4	PE021043	3	-.340066999197006	1.39780879020691	1	3	16	5
16	PE021046	3	-1.96451997756958	-.63547945022583	1	3	16	5
15	PE021050	3	-.814893007278442	.803480625152588	1	3	16	5
4	PE021051	3	-.509078979492188	1.18626058101654	1	3	16	5
5	PE021057	3	-2.86571002006531	-1.76347708702087	1	3	16	5
17	PE021059	3	-.396254003047943	1.32748091220856	1	3	16	5
7	PE021062	3	-1.33519005775452	.152237489819527	1	3	16	5
16	PE021066	3	-1.61285996437073	-.195315182209015	1	3	16	5
16	PE021069	3	-1.29581999778748	.201516032218933	1	3	16	5
7	PE021073	3	-.936114013195038	.651751279830933	1	3	16	5
3	PE021074	3	-2.0450599193573	-.736289381980896	1	3	16	5
16	PE021075	3	-1.27909004688263	.222456499934196	1	3	16	5
3	PE021077	3	-3.13473010063171	-2.10020303726196	1	3	16	5
3	PE021080	3	-1.61010003089905	-.191860646009445	1	3	16	5
16	PE021087	3	-1.26546001434326	.239516884088516	1	3	16	5
4	PE021089	3	-1.8949099779129	-.54835033416748	1	3	16	5
17	PE021091	3	-2.85351991653442	-1.7482191324234	1	3	16	5
4	PE021096	3	-.290176004171371	1.46025621891022	1	3	16	5
10	PE021099	3	-2.1446099281311	-.860893666744232	1	3	16	5
17	PE031002	3	-2.8825900554657	-1.78460550308228	1	3	16	5
16	PE031004	3	-2.30047011375427	-1.0559800863266	1	3	16	5
16	PE031006	3	-2.50483989715576	-1.3117847442627	1	3	16	5
6	PE031011	3	-1.63129997253418	-.218396097421646	1	3	16	5
16	PE031021	3	-1.97476005554199	-.648296713829041	1	3	16	5
5	PE031022	3	-1.13059997558594	.408317923545837	1	3	16	5
16	PE031023	3	-.970941007137299	.608159184455872	1	3	16	5
5	PE031026	3	-1.22601997852325	.288883030414581	1	3	16	5
4	PE031029	3	.121338002383709	1.97533822059631	1	3	16	5
8	PE031044	3	-.69990998506546	.947402119636536	1	3	16	5
22	PE031047	3	-2.23249006271362	-.970891118049622	1	3	16	5
16	PE031048	3	-2.91405010223389	-1.82398319244385	1	3	16	5
16	PE031062	3	-2.25321006774902	-.996825814247131	1	3	16	5
16	PE031069	3	-2.31978988647461	-1.08016216754913	1	3	16	5
3	PE031075	3	-1.78130996227264	-.406159937381744	1	3	16	5
16	PE031076	3	-1.43272995948792	.0301491636782885	1	3	16	5
16	PE031080	3	-1.35666000843048	.125364065170288	1	3	16	5
5	PE031081	3	-.808108985424042	.81197202205658	1	3	16	5
16	PE031085	3	-1.93631994724274	-.600182175636292	1	3	16	5
17	PE031086	3	-2.22266006469727	-.958587110042572	1	3	16	5
16	PE031088	3	-2.41803002357483	-1.20312690734863	1	3	16	5
6	PE031090	3	-2.43095993995667	-1.21931099891663	1	3	16	5
16	PE031092	3	-2.8359899520874	-1.7262772321701	1	3	16	5
3	PE031097	3	-2.08805990219116	-.790111362934113	1	3	16	5
16	PE031100	3	-.400148004293442	1.32260692119598	1	3	16	5
16	PE041004	3	-2.13385009765625	-.847425878047943	1	3	16	5
16	PE041007	3	-.579109013080597	1.09860575199127	1	3	16	5
6	PE041010	3	-.594178974628448	1.07974302768707	1	3	16	5
10	PE041012	3	-1.30148994922638	.194419085979462	1	3	16	5
5	PE041013	3	-1.20139002799988	.319711714982986	1	3	16	5
16	PE041014	3	-.598703980445862	1.07407915592194	1	3	16	5
5	PE041019	3	-1.5239599943161	-.0840412527322769	1	3	16	5
16	PE041020	3	-2.24025988578796	-.980616390705109	1	3	16	5
17	PE041021	3	-3.12318992614746	-2.08575844764709	1	3	16	5
17	PE041023	3	-2.58155989646912	-1.40781331062317	1	3	16	5
16	PE041024	3	-3.19144010543823	-2.17118549346924	1	3	16	5
3	PE041025	3	-2.52062010765076	-1.33153653144836	1	3	16	5
4	PE041030	3	-2.79798007011414	-1.67870116233826	1	3	16	5
16	PE041032	3	-2.87212991714478	-1.77151274681091	1	3	16	5
9	PE041034	3	-2.05045008659363	-.743036091327667	1	3	16	5
16	PE041039	3	-2.24197006225586	-.982756972312927	1	3	16	5
6	PE041041	3	-1.98030996322632	-.655243396759033	1	3	16	5
16	PE041046	3	-1.91506004333496	-.573571681976318	1	3	16	5
3	PE041047	3	-1.65129995346069	-.243429586291313	1	3	16	5
16	PE041050	3	-1.69409000873566	-.296988844871521	1	3	16	5
16	PE041052	3	-2.35238003730774	-1.1209545135498	1	3	16	5
3	PE041053	3	-.568574011325836	1.11179220676422	1	3	16	5
16	PE041055	3	-2.66992998123169	-1.51842403411865	1	3	16	5
3	PE041064	3	-1.99662005901337	-.675658345222473	1	3	16	5
16	PE041071	3	-2.67866992950439	-1.52936363220215	1	3	16	5
16	PE041074	3	-2.01935005187988	-.704108953475952	1	3	16	5
7	PE041079	3	-2.15846991539001	-.878241896629333	1	3	16	5
16	PE041080	3	-2.82309007644653	-1.71013081073761	1	3	16	5
16	PE041085	3	-1.81921005249023	-.45359855890274	1	3	16	5
16	PE041089	3	-2.26605010032654	-1.01289737224579	1	3	16	5
16	PE041092	3	-1.98804998397827	-.664931416511536	1	3	16	5
17	PE041097	3	-1.96633005142212	-.637745082378387	1	3	16	5
21	PE041099	3	-2.09658002853394	-.800775825977325	1	3	16	5
16	PE041101	3	-2.26012992858887	-1.00548720359802	1	3	16	5
17	PE051003	3	-2.97459006309509	-1.89975965023041	1	3	16	5
17	PE051004	3	-.928296029567719	.661536872386932	1	3	16	5
5	PE051008	3	-1.78190994262695	-.406910926103592	1	3	16	5
15	PE051010	3	-1.31623005867004	.175969257950783	1	3	16	5
16	PE051015	3	-1.26385998725891	.241519600152969	1	3	16	5
3	PE051017	3	-2.56534004211426	-1.38751137256622	1	3	16	5
3	PE051031	3	-1.3654899597168	.114311836659908	1	3	16	5
3	PE051034	3	-2.32631993293762	-1.08833563327789	1	3	16	5
3	PE051039	3	-.418033987283707	1.30021941661835	1	3	16	5
7	PE051051	3	-2.0263500213623	-.712870657444	1	3	16	5
16	PE051052	3	-1.8172299861908	-.451120167970657	1	3	16	5
16	PE051058	3	-2.04584002494812	-.737265825271606	1	3	16	5
8	PE051078	3	-1.15128004550934	.382433176040649	1	3	16	5
16	PE051082	3	-2.0666298866272	-.763287961483002	1	3	16	5
16	PE051083	3	-1.98468995094299	-.660725712776184	1	3	16	5
16	PE051084	3	-.695132970809937	.953381359577179	1	3	16	5
4	PE051087	3	-2.29196000099182	-1.04532814025879	1	3	16	5
17	PE051089	3	-2.59444999694824	-1.42394757270813	1	3	16	5
3	PE061003	3	-.909201979637146	.685436427593231	1	3	16	5
11	PE061006	3	-1.3842099905014	.0908804312348366	1	3	16	5
15	PE061009	3	-.769928991794586	.859760999679565	1	3	16	5
17	PE061011	3	-1.89175999164581	-.544407546520233	1	3	16	5
6	PE061013	3	-1.55089998245239	-.117761380970478	1	3	16	5
16	PE061033	3	-.0245756004005671	1.79270172119141	1	3	16	5
3	PE061034	3	-2.54843997955322	-1.36635792255402	1	3	16	5
4	PE061037	3	-.553785026073456	1.13030314445496	1	3	16	5
17	PE061043	3	-1.52720999717712	-.088109202682972	1	3	16	5
3	PE061044	3	-1.25156998634338	.256902694702148	1	3	16	5
18	PE061049	3	-.197488993406296	1.57627022266388	1	3	16	5
6	PE061050	3	-2.36020994186401	-1.13075494766235	1	3	16	5
16	PE061059	3	-1.22724997997284	.287343442440033	1	3	16	5
3	PE061085	3	-1.29229998588562	.205921947956085	1	3	16	5
8	PE061087	3	-1.24273002147675	.267967462539673	1	3	16	5
5	PE061094	3	-1.00794994831085	.561835944652557	1	3	16	5
3	PE061100	3	-1.43298995494843	.0298237334936857	1	3	16	5
3	PE071013	3	.0438469983637333	1.87834465503693	1	3	16	5
4	PE071026	3	-.963702023029327	.617220044136047	1	3	16	5
3	PE071044	3	-1.63179004192352	-.219009503722191	1	3	16	5
16	PE071049	3	-1.56218004226685	-.131880357861519	1	3	16	5
4	PE071053	3	-.84161502122879	.770033359527588	1	3	16	5
3	PE071059	3	-.721912980079651	.919861495494843	1	3	16	5
3	PE071071	3	-.584231019020081	1.09219467639923	1	3	16	5
5	PE071082	3	-1.51250994205475	-.0697095021605492	1	3	16	5
3	PE071088	3	-3.05562996864319	-2.00119519233704	1	3	16	5
5	PE071089	3	-.0175285991281271	1.80152225494385	1	3	16	5
6	PE071092	3	-1.22412002086639	.29126113653183	1	3	16	5
10	PE071101	3	-1.53461003303528	-.0973716452717781	1	3	16	5
4	PE071102	3	-1.48371005058289	-.0336613766849041	1	3	16	5
3	PE081010	3	-1.62715005874634	-.213201746344566	1	3	16	5
16	PE081012	3	-.925355970859528	.665216863155365	1	3	16	5
10	PE081014	3	-1.51321995258331	-.0705982074141502	1	3	16	5
8	PE081017	3	-.371717005968094	1.35819327831268	1	3	16	5
18	PE081020	3	-.998593986034393	.573546588420868	1	3	16	5
10	PE081029	3	-1.45345997810364	.00420190254226327	1	3	16	5
8	PE081042	3	-1.02483999729156	.540695130825043	1	3	16	5
3	PE081043	3	-1.11082005500793	.433075964450836	1	3	16	5
16	PE081051	3	-.889267027378082	.710388481616974	1	3	16	5
3	PE081054	3	-.681491017341614	.970456659793854	1	3	16	5
7	PE081056	3	-1.09915995597839	.447670638561249	1	3	16	5
8	PE081059	3	-2.05082988739014	-.743511497974396	1	3	16	5
6	PE081061	3	-1.09829998016357	.448747038841248	1	3	16	5
4	PE081062	3	-1.52098000049591	-.0803112685680389	1	3	16	5
5	PE081063	3	-.870151996612549	.734314322471619	1	3	16	5
6	PE081064	3	-.596873998641968	1.07636976242065	1	3	16	5
10	PE081078	3	-.754281997680664	.879345953464508	1	3	16	5
16	PE081080	3	-1.41483998298645	.0525416098535061	1	3	16	5
6	PE081089	3	-.849023997783661	.760759711265564	1	3	16	5
17	PE081096	3	.313542991876602	2.21591663360596	1	3	16	5
3	PE081098	3	-1.65189003944397	-.244168177247047	1	3	16	5
4	PE081102	3	-.0476770997047424	1.76378619670868	1	3	16	5
16	PE091001	3	-1.51890003681183	-.077707827091217	1	3	16	5
4	PE091002	3	-2.72383999824524	-1.58590185642242	1	3	16	5
17	PE091004	3	-2.96182990074158	-1.88378798961639	1	3	16	5
16	PE091007	3	-1.47502994537354	-.0227967016398907	1	3	16	5
9	PE091013	3	-.948961973190308	.635669767856598	1	3	16	5
16	PE091020	3	-1.77473998069763	-.397936463356018	1	3	16	5
5	PE091023	3	-.736966013908386	.901019990444183	1	3	16	5
4	PE091034	3	-1.80114996433258	-.43099319934845	1	3	16	5
16	PE091037	3	-1.3289999961853	.159985437989235	1	3	16	5
16	PE091038	3	-.628084003925323	1.03730487823486	1	3	16	5
3	PE091042	3	-1.48456001281738	-.0347252562642097	1	3	16	5
4	PE091046	3	-2.09614992141724	-.800237476825714	1	3	16	5
16	PE091060	3	-1.67640995979309	-.27485916018486	1	3	16	5
11	PE091062	3	-.984860002994537	.590737104415894	1	3	16	5
6	PE091063	3	-1.47310996055603	-.0203935019671917	1	3	16	5
3	PE091064	3	-2.84571003913879	-1.73844361305237	1	3	16	5
16	PE091067	3	-1.54437005519867	-.109588027000427	1	3	16	5
3	PE091069	3	-1.01995003223419	.546815752983093	1	3	16	5
3	PE091077	3	-1.45422005653381	.00325053092092276	1	3	16	5
5	PE091078	3	-2.76784992218018	-1.64098799228668	1	3	16	5
6	PE091089	3	-1.62270998954773	-.20764422416687	1	3	16	5
4	PE091091	3	-1.37203001976013	.106125801801682	1	3	16	5
3	PE091093	3	-2.01408004760742	-.697512626647949	1	3	16	5
8	PE101002	3	-.87820702791214	.724232017993927	1	3	16	5
3	PE101005	3	-.938462018966675	.648812294006348	1	3	16	5
4	PE101006	3	-.355278998613358	1.37876832485199	1	3	16	5
16	PE101007	3	-.180134996771812	1.59799182415009	1	3	16	5
6	PE101012	3	-2.40300011634827	-1.18431437015533	1	3	16	5
17	PE101014	3	-.807080984115601	.813258767127991	1	3	16	5
16	PE101020	3	-.840165972709656	.771847069263458	1	3	16	5
4	PE101032	3	-2.06303000450134	-.758782088756561	1	3	16	5
3	PE101033	3	-.560679018497467	1.12167406082153	1	3	16	5
16	PE101034	3	-1.22259998321533	.293163746595383	1	3	16	5
5	PE101036	3	-.292695999145508	1.4571019411087	1	3	16	5
7	PE101046	3	-1.05936002731323	.497487217187881	1	3	16	5
3	PE101048	3	-2.01834988594055	-.702857077121735	1	3	16	5
3	PE101058	3	-1.10890996456146	.435466766357422	1	3	16	5
16	PE101060	3	-1.26479995250702	.240343064069748	1	3	16	5
7	PE101064	3	-1.67724001407623	-.27589812874794	1	3	16	5
3	PE101066	3	-1.930379986763	-.592747271060944	1	3	16	5
16	PE101067	3	-1.26350998878479	.241957679390907	1	3	16	5
7	PE101070	3	-.118931002914906	1.67459940910339	1	3	16	5
7	PE101071	3	-1.92684996128082	-.588328838348389	1	3	16	5
8	PE101079	3	-1.57045996189117	-.142244130373001	1	3	16	5
16	PE101087	3	-.820405006408691	.796581387519836	1	3	16	5
16	PE101089	3	-.181269004940987	1.5965723991394	1	3	16	5
16	PE101095	3	-1.23252999782562	.280734598636627	1	3	16	5
8	PE101098	3	-1.70729994773865	-.313523411750793	1	3	16	5
16	PE111002	3	-2.31904006004333	-1.0792236328125	1	3	16	5
17	PE111003	3	-1.64723002910614	-.238335356116295	1	3	16	5
10	PE111006	3	-1.05603003501892	.501655280590057	1	3	16	5
7	PE111007	3	-1.61056995391846	-.19244883954525	1	3	16	5
4	PE111008	3	-.437617987394333	1.2757066488266	1	3	16	5
4	PE111009	3	-.178169995546341	1.6004513502121	1	3	16	5
17	PE111013	3	-2.96970009803772	-1.89363896846771	1	3	16	5
17	PE111014	3	-2.26219010353088	-1.00806593894958	1	3	16	5
18	PE111015	3	-1.72658002376556	-.337655812501907	1	3	16	5
16	PE111017	3	-2.6815299987793	-1.53294348716736	1	3	16	5
7	PE111027	3	-.934894979000092	.653277099132538	1	3	16	5
16	PE111037	3	-1.51631999015808	-.0744784474372864	1	3	16	5
16	PE111038	3	-2.32953000068665	-1.0923535823822	1	3	16	5
5	PE111044	3	-1.49038994312286	-.0420224368572235	1	3	16	5
6	PE111047	3	-1.05877995491028	.498213291168213	1	3	16	5
