childid	round	yc	theta_eap	read_score	country	group	language
IN071023	4	0	.673849999904633	1.02542459964752	2	9	4
IN071024	4	0	-.652824997901917	-.500025391578674	2	9	4
IN071025	4	0	-.667532026767731	-.516936004161835	2	9	4
IN071026	4	0	.0657545030117035	.326218456029892	2	9	4
IN071027	4	0	-.385149002075195	-.192243665456772	2	9	4
IN071028	4	0	-.412088006734848	-.223218932747841	2	9	4
IN071030	4	0	.567646980285645	.903309226036072	2	9	4
IN071031	4	0	1.32902002334595	1.7787584066391	2	9	4
IN071032	4	0	.183560997247696	.461675822734833	2	9	4
IN071033	4	0	.452167987823486	.770528078079224	2	9	4
IN071034	4	0	-.584089994430542	-.420991867780685	2	9	4
IN071035	4	0	.124029003083706	.393224209547043	2	9	4
IN071036	4	0	-.14606399834156	.0826633125543594	2	9	4
IN071038	4	0	.17569300532341	.452628999948502	2	9	4
IN071039	4	0	-.811743021011353	-.682754039764404	2	9	4
IN071040	4	0	-.152584001421928	.0751664191484451	2	9	4
IN071041	4	0	-1.54219996929169	-1.5226548910141	2	9	4
IN071042	4	0	1.5306099653244	2.01055240631104	2	9	4
IN071043	4	0	.13774499297142	.408995240926743	2	9	4
IN071044	4	0	1.417760014534	1.88079416751862	2	9	4
IN071045	4	0	-1.55429005622864	-1.53655648231506	2	9	4
IN071046	4	0	1.4750599861145	1.94667935371399	2	9	4
IN071047	4	0	.757943987846375	1.12211835384369	2	9	4
IN071048	4	0	1.58238005638123	2.07007908821106	2	9	4
IN071049	4	0	.182464003562927	.460414469242096	2	9	4
IN071050	4	0	.733659982681274	1.09419584274292	2	9	4
IN080001	4	1	-.0662399977445602	.174447298049927	2	11	4
IN080001	5	1	.240086004137993	.526669979095459	2	12	4
IN080002	4	1	.700941026210785	1.05657458305359	2	11	4
IN080002	5	1	 	 	2	12	7
IN080003	4	1	-.149342000484467	.078894168138504	2	11	4
IN080003	5	1	.407391995191574	.71904331445694	2	12	4
IN080004	4	1	.603057026863098	.944024741649628	2	11	4
IN080004	5	1	 	 	2	12	7
IN080005	4	1	1.0772500038147	1.4892657995224	2	11	4
IN080005	5	1	1.36705005168915	1.82248640060425	2	12	4
IN080006	4	1	1.4838399887085	1.95677495002747	2	11	4
IN080006	5	1	-.115295998752117	.118041262030602	2	12	4
IN080007	4	1	-.149641007184982	.078550361096859	2	11	4
IN080007	5	1	.694514989852905	1.04918575286865	2	12	4
IN080008	4	1	.535570025444031	.866426169872284	2	11	4
IN080008	5	1	 	 	2	12	7
IN080009	4	1	1.15583002567291	1.57961940765381	2	11	4
IN080009	5	1	1.24707996845245	1.68454122543335	2	12	4
IN080010	4	1	.0769812986254692	.339127361774445	2	11	4
IN080010	5	1	.295610010623932	.590513110160828	2	12	4
IN080011	4	1	.260634988546371	.550297796726227	2	11	4
IN080011	5	1	1.46149003505707	1.93107628822327	2	12	4
IN080012	4	1	1.20402002334595	1.63502967357635	2	11	4
IN080012	5	1	1.28726005554199	1.73074150085449	2	12	4
IN080013	4	1	-.0565588995814323	.185578912496567	2	11	4
IN080013	5	1	.703918993473053	1.05999875068665	2	12	4
IN080014	4	1	.421748995780945	.735551416873932	2	11	4
IN080014	5	1	.117036998271942	.385184586048126	2	12	4
IN080015	4	1	-.193985998630524	.0275611840188503	2	11	4
IN080015	5	1	.0449348017573357	.302279353141785	2	12	4
IN080016	4	1	.609445989131927	.95137095451355	2	11	4
IN080016	5	1	 	 	2	12	7
IN080017	4	1	1.05666995048523	1.46560227870941	2	11	4
IN080017	5	1	.830725014209747	1.20580410957336	2	12	4
IN080018	4	1	.763307988643646	1.12828600406647	2	11	4
IN080018	5	1	.566785991191864	.902319192886353	2	12	4
IN080019	4	1	1.23028004169464	1.66522419452667	2	11	4
IN080019	5	1	 	 	2	12	7
IN080020	4	1	-.236074000597	-.0208328403532505	2	11	4
IN080020	5	1	.679895997047424	1.03237640857697	2	12	4
IN080021	4	1	-.273092985153198	-.0633983612060547	2	11	4
IN080021	5	1	1.46463000774384	1.9346866607666	2	12	4
IN080022	4	1	-1.61115002632141	-1.60193574428558	2	11	4
IN080022	5	1	-1.08586001396179	-.997941792011261	2	12	4
IN080023	4	1	.209000006318092	.49092635512352	2	11	4
IN080023	5	1	.620880007743835	.964518129825592	2	12	4
IN080024	4	1	-.447750985622406	-.264225274324417	2	11	4
IN080024	5	1	.794541001319885	1.16419863700867	2	12	4
IN080025	4	1	1.1826399564743	1.6104462146759	2	11	4
IN080025	5	1	1.28735995292664	1.73085641860962	2	12	4
IN080026	4	1	.368553012609482	.674385130405426	2	11	4
IN080026	5	1	-.0734227001667023	.166188418865204	2	12	4
IN080027	4	1	-.753551006317139	-.615843117237091	2	11	4
IN080027	5	1	-.55527400970459	-.387858420610428	2	12	4
IN080028	4	1	.327742993831635	.627460539340973	2	11	4
IN080028	5	1	-.00551966018974781	.244265332818031	2	12	4
IN080029	4	1	-.670798003673553	-.520691275596619	2	11	4
IN080029	5	1	.0119816996157169	.264388918876648	2	12	4
IN080030	4	1	.389705985784531	.698707401752472	2	11	4
IN080030	5	1	.549160003662109	.882052361965179	2	12	4
IN080031	4	1	-.30281001329422	-.0975678712129593	2	11	4
IN080031	5	1	1.30305004119873	1.74889731407166	2	12	4
IN080032	4	1	-2.66527009010315	-2.81399393081665	2	11	4
IN080032	5	1	-.945559024810791	-.83661961555481	2	12	4
IN080033	4	1	.898779988288879	1.28405570983887	2	11	4
IN080033	5	1	.501330018043518	.827055990695953	2	12	4
IN080034	4	1	-.601935982704163	-.44151172041893	2	11	4
IN080034	5	1	.166555002331734	.442121833562851	2	12	4
IN080035	4	1	.753354012966156	1.11684060096741	2	11	4
IN080035	5	1	.636819005012512	.98284524679184	2	12	4
IN080036	4	1	.32176798582077	.620590329170227	2	11	4
IN080036	5	1	.920540988445282	1.30907714366913	2	12	4
IN080037	4	1	.676773011684418	1.02878558635712	2	11	4
IN080037	5	1	-.185730993747711	.0370530299842358	2	12	4
IN080038	4	1	.0778639018535614	.34014219045639	2	11	4
IN080038	5	1	.123363003134727	.392458409070969	2	12	4
IN080039	4	1	-.288677006959915	-.0813173279166222	2	11	4
IN080039	5	1	.296451985836029	.59148120880127	2	12	4
IN080040	4	1	1.08276998996735	1.49561285972595	2	11	4
IN080040	5	1	1.40288996696472	1.86369621753693	2	12	4
IN080041	4	1	.0678531005978584	.328631490468979	2	11	4
IN080041	5	1	.912256002426147	1.29955077171326	2	12	4
IN080042	4	1	-.382380992174149	-.189060926437378	2	11	4
IN080042	5	1	.246399998664856	.533929944038391	2	12	4
IN080043	4	1	-2.20016002655029	-2.27919673919678	2	11	4
IN080043	5	1	-.276850998401642	-.067719429731369	2	12	4
IN080044	4	1	.177525997161865	.454736620187759	2	11	4
IN080044	5	1	-.589087009429932	-.426737606525421	2	12	4
IN080045	4	1	.53761500120163	.868777573108673	2	11	4
IN080045	5	1	.529344022274017	.859267354011536	2	12	4
IN080046	4	1	.144516006112099	.416780769824982	2	11	4
IN080046	5	1	-.837714016437531	-.712616264820099	2	12	4
IN080047	4	1	-.667777001857758	-.517217636108398	2	11	4
IN080047	5	1	-.48232901096344	-.303984105587006	2	12	4
IN080048	4	1	-1.65012001991272	-1.64674460887909	2	11	4
IN080048	5	1	.0260416008532047	.28055539727211	2	12	4
IN080049	4	1	.511656999588013	.838930308818817	2	11	4
IN080049	5	1	1.11795997619629	1.53607535362244	2	12	4
IN080050	4	1	-.191710993647575	.0301770512014627	2	11	4
IN080050	5	1	 	 	2	12	7
IN080051	4	1	.0971001982688904	.362260669469833	2	11	4
IN080051	5	1	1.01479005813599	1.41744744777679	2	12	4
IN080052	4	1	.335197985172272	.636032521724701	2	11	4
IN080052	5	1	 	 	2	12	7
IN080053	4	1	.653409004211426	1.00192093849182	2	11	4
IN080053	5	1	1.0759299993515	1.48774802684784	2	12	4
IN080054	4	1	-1.77618002891541	-1.7916921377182	2	11	4
IN080054	5	1	 	 	2	12	7
IN080055	4	1	-.92382800579071	-.811632633209229	2	11	4
IN080055	5	1	 	 	2	12	7
IN080056	4	1	-.938364028930664	-.828346610069275	2	11	4
IN080056	5	1	-.874270975589752	-.75465053319931	2	12	4
IN080057	4	1	-.165878996253014	.0598794408142567	2	11	4
IN080057	5	1	.847576022148132	1.22517991065979	2	12	4
IN080058	4	1	.60291600227356	.943862557411194	2	11	4
IN080058	5	1	.707368016242981	1.06396460533142	2	12	4
IN080059	4	1	-.883433997631073	-.765186429023743	2	11	4
IN080059	5	1	-1.47900998592377	-1.44999718666077	2	12	4
IN080060	4	1	-.00516449986025691	.244673699140549	2	11	4
IN080060	5	1	.15166699886322	.425003170967102	2	12	4
IN080061	4	1	-.228602007031441	-.0122413225471973	2	11	4
IN080061	5	1	-.084656298160553	.153271690011024	2	12	4
IN080062	4	1	-.563077986240387	-.396831661462784	2	11	4
IN080062	5	1	-.124765001237392	.107153527438641	2	12	4
IN080063	4	1	.256817013025284	.545907735824585	2	11	4
IN080063	5	1	 	 	2	12	7
IN080064	4	1	.111828997731209	.379196256399155	2	11	4
IN080064	5	1	.338284999132156	.63958203792572	2	12	4
IN080065	4	1	-.355293989181519	-.157915487885475	2	11	4
IN080065	5	1	-.351473987102509	-.153523147106171	2	12	4
IN080066	4	1	.997700989246368	1.39779794216156	2	11	4
IN080066	5	1	 	 	2	12	7
IN080067	4	1	-.0278066992759705	.218639031052589	2	11	4
IN080067	5	1	.118607997894287	.386990964412689	2	12	4
IN080068	4	1	.629969000816345	.974968910217285	2	11	4
IN080068	5	1	.634822010993958	.980549037456512	2	12	4
IN080069	4	1	-.0293515007942915	.21686278283596	2	11	4
IN080069	5	1	.517862021923065	.846064984798431	2	12	4
IN080070	4	1	.218824997544289	.502223432064056	2	11	4
IN080070	5	1	.912531971931458	1.29986810684204	2	12	4
IN080071	4	1	-2.56787991523743	-2.70201206207275	2	11	4
IN080071	5	1	 	 	2	12	7
IN080072	4	1	-1.04471004009247	-.950626373291016	2	11	4
IN080072	5	1	.0830944031476974	.346156388521194	2	12	4
IN080073	4	1	-.797232985496521	-.666069984436035	2	11	4
IN080073	5	1	-.42781201004982	-.241298854351044	2	12	4
IN080074	4	1	.210096001625061	.492186576128006	2	11	4
IN080074	5	1	.441334009170532	.758070826530457	2	12	4
IN080075	4	1	.742946982383728	1.1048743724823	2	11	4
IN080075	5	1	.310184001922607	.60727071762085	2	12	4
IN080076	4	1	-.0454673990607262	.198332235217094	2	11	4
IN080076	5	1	.508975028991699	.835846483707428	2	12	4
IN080077	4	1	-.208092004060745	.0113416826352477	2	11	4
IN080077	5	1	1.36500000953674	1.82012915611267	2	12	4
IN080078	4	1	-1.03351998329163	-.937759697437286	2	11	4
IN080078	5	1	 	 	2	12	7
IN080079	4	1	-.0485319010913372	.194808587431908	2	11	4
IN080079	5	1	.510231018066406	.837290644645691	2	12	4
IN080080	4	1	.195500001311302	.475403666496277	2	11	4
IN080080	5	1	.370828986167908	.67700207233429	2	12	4
IN080081	4	1	-.784012019634247	-.650868117809296	2	11	4
IN080081	5	1	 	 	2	12	7
IN080082	4	1	1.55059003829956	2.03352618217468	2	11	4
IN080082	5	1	 	 	2	12	7
IN080083	4	1	-.213613003492355	.00499347550794482	2	11	4
IN080083	5	1	.46993699669838	.790959417819977	2	12	4
IN080084	4	1	.743487000465393	1.10549521446228	2	11	4
IN080084	5	1	 	 	2	12	7
IN080085	4	1	-.0291625000536442	.217080101370811	2	11	4
IN080085	5	1	1.45550000667572	1.92418873310089	2	12	4
IN080086	4	1	1.43348002433777	1.89886951446533	2	11	4
IN080086	5	1	 	 	2	12	7
IN080087	4	1	.217150002717972	.500297486782074	2	11	4
IN080087	5	1	.994347989559174	1.3939425945282	2	12	4
IN080088	4	1	.572359025478363	.90872722864151	2	11	4
IN080088	5	1	 	 	2	12	7
IN080089	4	1	.379891008138657	.687421858310699	2	11	4
IN080089	5	1	.413213014602661	.725736498832703	2	12	4
IN080090	4	1	.505405008792877	.831741571426392	2	11	4
IN080090	5	1	1.09230995178223	1.50658214092255	2	12	4
IN080091	4	1	-.419048994779587	-.231222882866859	2	11	4
IN080091	5	1	 	 	2	12	7
IN080092	4	1	.528648972511292	.858468174934387	2	11	4
IN080092	5	1	 	 	2	12	7
IN080093	4	1	.341264009475708	.643007397651672	2	11	4
IN080093	5	1	-.525403022766113	-.353511869907379	2	12	4
IN080094	4	1	-.226760998368263	-.0101244766265154	2	11	4
IN080094	5	1	-.21730600297451	.000747155747376382	2	12	4
IN080095	4	1	.419104993343353	.732511281967163	2	11	4
IN080095	5	1	 	 	2	12	7
IN080096	4	1	-.232346996665001	-.0165474209934473	2	11	4
IN080096	5	1	 	 	2	12	7
IN080097	4	1	.342453986406326	.644375681877136	2	11	4
IN080097	5	1	.775973975658417	1.1428496837616	2	12	4
IN080099	4	1	-1.89372003078461	-1.92684304714203	2	11	4
IN080099	5	1	-.144464001059532	.0845030322670937	2	12	4
IN080100	4	1	-.0729459002614021	.166736647486687	2	11	4
IN080100	5	1	 	 	2	12	7
IN081001	4	0	.759302020072937	1.12367987632751	2	9	4
IN081002	4	0	1.39561998844147	1.85533690452576	2	9	4
IN081003	4	0	.493391990661621	.817928612232208	2	9	4
IN081004	4	0	.582087993621826	.9199138879776	2	9	4
IN081006	4	0	1.5320999622345	2.01226568222046	2	9	4
IN081007	4	0	.968008995056152	1.36365723609924	2	9	4
IN081008	4	0	.972482979297638	1.36880159378052	2	9	4
IN081009	4	0	1.62297999858856	2.11676216125488	2	9	4
IN081010	4	0	.0990255028009415	.364474445581436	2	9	4
IN081011	4	0	-1.38074994087219	-1.33701491355896	2	9	4
IN081012	4	0	2.01950001716614	2.57269263267517	2	9	4
IN081013	4	0	-.868597984313965	-.748127520084381	2	9	4
IN081014	4	0	-1.14055001735687	-1.06082594394684	2	9	4
IN081015	4	0	.572402000427246	.908776700496674	2	9	4
IN081016	4	0	-1.05871999263763	-.966735422611237	2	9	4
IN081017	4	0	-.00734916981309652	.242161706089973	2	9	4
IN081018	4	0	-.449016004800797	-.265679836273193	2	9	4
IN081019	4	0	-.531566977500916	-.360599368810654	2	9	4
IN081020	4	0	1.1012099981308	1.51681566238403	2	9	4
IN081021	4	0	1.65103995800018	2.14902639389038	2	9	4
IN081022	4	0	-.281013995409012	-.0725061669945717	2	9	4
IN081023	4	0	.00796687975525856	.259772539138794	2	9	4
IN081025	4	0	1.04818999767303	1.4558516740799	2	9	4
IN081027	4	0	.808840990066528	1.18064117431641	2	9	4
IN081028	4	0	-.491531997919083	-.31456595659256	2	9	4
IN081029	4	0	.669269979000092	1.02015829086304	2	9	4
IN081030	4	0	-.46527299284935	-.284372597932816	2	9	4
IN081031	4	0	.479160010814667	.801564276218414	2	9	4
IN081032	4	0	.432168990373611	.747532606124878	2	9	4
IN081033	4	0	1.59505999088287	2.08465886116028	2	9	4
IN081034	4	0	-.474344998598099	-.294803857803345	2	9	4
IN081035	4	0	.0374125987291336	.293630093336105	2	9	4
IN081036	4	0	.302466005086899	.598396301269531	2	9	4
IN081037	4	0	1.14368999004364	1.56566047668457	2	9	4
IN081038	4	0	.996034026145935	1.39588129520416	2	9	4
IN081039	4	0	-.472036004066467	-.292148888111115	2	9	4
IN081040	4	0	.990109980106354	1.38906955718994	2	9	4
IN081041	4	0	1.43878996372223	1.90497505664825	2	9	4
IN081042	4	0	.882694005966187	1.26555955410004	2	9	4
IN081043	4	0	-.0522890985012054	.190488457679749	2	9	4
IN081044	4	0	.327865988016129	.627601981163025	2	9	4
IN081045	4	0	.967162013053894	1.3626834154129	2	9	4
IN081046	4	0	.490265011787415	.814333140850067	2	9	4
IN081047	4	0	.525632977485657	.855000257492065	2	9	4
IN081048	4	0	-.185678005218506	.0371139571070671	2	9	4
IN081049	4	0	2.15213990211487	2.72520589828491	2	9	4
IN081050	4	0	1.74395000934601	2.25585699081421	2	9	4
IN090001	4	1	.851011991500854	1.22913062572479	2	11	4
IN090001	5	1	.925755977630615	1.31507349014282	2	12	4
IN090002	4	1	.530974984169006	.861142694950104	2	11	4
IN090002	5	1	.859268009662628	1.23862361907959	2	12	4
IN090003	4	1	-.686124980449677	-.538314700126648	2	11	4
IN090003	5	1	-.299214988946915	-.0934342071413994	2	12	4
IN090004	4	1	.117572002112865	.385799735784531	2	11	4
IN090004	5	1	 	 	2	12	7
IN090005	4	1	-.862757980823517	-.74141252040863	2	11	4
IN090005	5	1	.384496986865997	.692717969417572	2	12	4
IN090006	4	1	1.40763998031616	1.86915791034698	2	11	4
IN090006	5	1	.603981018066406	.945087134838104	2	12	4
IN090007	4	1	1.37819004058838	1.83529543876648	2	11	4
IN090007	5	1	1.15803003311157	1.58214902877808	2	12	4
IN090008	4	1	-.507449984550476	-.332868933677673	2	11	4
IN090008	5	1	 	 	2	12	7
IN090009	4	1	-.856105983257294	-.733763873577118	2	11	4
IN090009	5	1	-1.05553996562958	-.963078916072845	2	12	4
IN090010	4	1	-.979514002799988	-.87566202878952	2	11	4
IN090010	5	1	-.293630987405777	-.0870135575532913	2	12	4
IN090011	4	1	.00416947016492486	.25540617108345	2	11	4
IN090011	5	1	1.29305994510651	1.73741042613983	2	12	4
IN090012	4	1	-.754046976566315	-.616413414478302	2	11	4
IN090012	5	1	.230456992983818	.515598237514496	2	12	4
IN090013	4	1	.496464014053345	.821460962295532	2	11	4
IN090013	5	1	.343322992324829	.645374894142151	2	12	4
IN090014	4	1	.0133867999538779	.266004532575607	2	11	4
IN090014	5	1	.33992001414299	.641462028026581	2	12	4
IN090015	4	1	-.0534454993903637	.189158782362938	2	11	4
IN090015	5	1	-.0984347984194756	.137428760528564	2	12	4
IN090016	4	1	-.461562007665634	-.280105590820313	2	11	4
IN090016	5	1	-.026723600924015	.219884410500526	2	12	4
IN090017	4	1	.054577399045229	.313366711139679	2	11	4
IN090017	5	1	.368840992450714	.674716234207153	2	12	4
IN090018	4	1	-.110440999269485	.123623684048653	2	11	4
IN090018	5	1	-.368611991405487	-.173228919506073	2	12	4
IN090019	4	1	.312604993581772	.610054433345795	2	11	4
IN090019	5	1	.892381012439728	1.2766979932785	2	12	4
IN090020	4	1	-.603783011436462	-.443635493516922	2	11	4
IN090020	5	1	-.420437008142471	-.232818856835365	2	12	4
IN090021	4	1	-.106073997914791	.128644987940788	2	11	4
IN090021	5	1	.757749021053314	1.12189412117004	2	12	4
IN090022	4	1	-1.25413000583649	-1.19142365455627	2	11	4
IN090022	5	1	-.457246005535126	-.275142937898636	2	12	4
IN090023	4	1	.556263983249664	.890220701694489	2	11	4
IN090023	5	1	 	 	2	12	7
IN090024	4	1	.747781991958618	1.1104336977005	2	11	4
IN090024	5	1	-1.34700000286102	-1.29820823669434	2	12	4
IN090025	4	1	.0130064003169537	.265567123889923	2	11	4
IN090025	5	1	.253291994333267	.541854619979858	2	12	4
IN090026	4	1	.879972994327545	1.26243090629578	2	11	4
IN090026	5	1	1.37529003620148	1.83196103572845	2	12	4
IN090027	4	1	.715202987194061	1.07297348976135	2	11	4
IN090027	5	1	.859431982040405	1.23881220817566	2	12	4
IN090028	4	1	-.0181824993342161	.229705229401588	2	11	4
IN090028	5	1	.492004990577698	.816333830356598	2	12	4
IN090029	4	1	.15701100230217	.431147873401642	2	11	4
IN090029	5	1	-1.19813001155853	-1.12703311443329	2	12	4
IN090030	4	1	-.211318001151085	.00763233657926321	2	11	4
IN090030	5	1	 	 	2	12	7
IN090031	4	1	.0628310963511467	.322857052087784	2	11	4
IN090031	5	1	.921703994274139	1.31041443347931	2	12	4
IN090032	4	1	-1.90880000591278	-1.94418251514435	2	11	4
IN090032	5	1	 	 	2	12	7
IN090033	4	1	.822232007980347	1.19603860378265	2	11	4
IN090033	5	1	 	 	2	12	7
IN090034	4	1	.29592901468277	.590879917144775	2	11	4
IN090034	5	1	.884173989295959	1.26726126670837	2	12	4
IN090035	4	1	.197505995631218	.477710217237473	2	11	4
IN090035	5	1	.840149998664856	1.21664118766785	2	12	4
IN090036	4	1	-1.00923001766205	-.909830391407013	2	11	4
IN090036	5	1	-.50932902097702	-.335029512643814	2	12	4
IN090037	4	1	.781243026256561	1.14890825748444	2	11	4
IN090037	5	1	-.100216001272202	.135380685329437	2	12	4
IN090038	4	1	-.733294010162354	-.592551052570343	2	11	4
IN090038	5	1	-.461290001869202	-.279792845249176	2	12	4
IN090039	4	1	.401360988616943	.712108671665192	2	11	4
IN090039	5	1	.856067001819611	1.23494303226471	2	12	4
IN090040	4	1	.104153998196125	.370371341705322	2	11	4
IN090040	5	1	1.13638997077942	1.55726659297943	2	12	4
IN090041	4	1	-.924374997615814	-.812261581420898	2	11	4
IN090041	5	1	-.228508993983269	-.0121343731880188	2	12	4
IN090042	4	1	.0668227002024651	.327446699142456	2	11	4
IN090042	5	1	.402882993221283	.713858723640442	2	12	4
IN090043	4	1	-.786267995834351	-.653462111949921	2	11	4
IN090043	5	1	-1.89514994621277	-1.92848718166351	2	12	4
IN090044	4	1	1.2354199886322	1.67113423347473	2	11	4
IN090044	5	1	 	 	2	12	7
IN090045	4	1	.0534265004098415	.312043368816376	2	11	4
IN090045	5	1	 	 	2	12	7
IN090046	4	1	.190662994980812	.469841927289963	2	11	4
IN090046	5	1	 	 	2	12	7
IN090047	4	1	.429408997297287	.744359135627747	2	11	4
IN090047	5	1	 	 	2	12	7
IN090049	4	1	-1.0401200056076	-.945348620414734	2	11	4
IN090049	5	1	-.526049971580505	-.354255735874176	2	12	4
IN090050	4	1	1.37995994091034	1.83733057975769	2	11	4
IN090050	5	1	1.32042002677917	1.76886987686157	2	12	4
IN090051	4	1	-1.64210999011993	-1.63753437995911	2	11	4
IN090051	5	1	.075264498591423	.337153345346451	2	12	4
IN090052	4	1	-.441848009824753	-.257437855005264	2	11	4
IN090052	5	1	-.974250972270966	-.869610488414764	2	12	4
IN090053	4	1	-.0395447015762329	.205142334103584	2	11	4
IN090053	5	1	.0193914994597435	.272908926010132	2	12	4
IN090054	4	1	-.345622986555099	-.146795496344566	2	11	4
IN090054	5	1	.482033997774124	.804868876934052	2	12	4
IN090055	4	1	.190485998988152	.469638407230377	2	11	4
IN090055	5	1	-1.79756999015808	-1.81628692150116	2	12	4
IN090057	4	1	.0469788014888763	.304629594087601	2	11	4
IN090057	5	1	-.0126943001523614	.236015722155571	2	12	8
IN090058	4	1	-.225305005908012	-.00845033302903175	2	11	4
IN090058	5	1	.907845020294189	1.29447889328003	2	12	4
IN090059	4	1	-.955913007259369	-.848524928092957	2	11	4
IN090059	5	1	-.338997006416321	-.139176741242409	2	12	4
IN090060	4	1	-1.39663994312286	-1.35528576374054	2	11	4
IN090060	5	1	-1.02389001846313	-.926686882972717	2	12	4
IN090061	4	1	-1.13370001316071	-1.05294966697693	2	11	4
IN090061	5	1	1.30361998081207	1.74955260753632	2	12	4
IN090062	4	1	.743543982505798	1.10556077957153	2	11	4
IN090062	5	1	 	 	2	12	7
IN090063	4	1	.0903132036328316	.354456782341003	2	11	4
IN090063	5	1	 	 	2	12	7
IN090064	4	1	-.340115994215012	-.140463382005692	2	11	4
IN090064	5	1	 	 	2	12	7
IN090065	4	1	.748041987419128	1.11073267459869	2	11	4
IN090065	5	1	1.19166994094849	1.62082922458649	2	12	4
IN090066	4	1	-1.07176005840302	-.98172926902771	2	11	4
IN090066	5	1	-.454205989837646	-.271647423505783	2	12	4
IN090067	4	1	-.0871198028326035	.150439083576202	2	11	4
IN090067	5	1	 	 	2	12	7
IN090068	4	1	.213517993688583	.496121287345886	2	11	4
IN090068	5	1	.190934002399445	.470153540372849	2	12	4
IN090069	4	1	.181268006563187	.459039300680161	2	11	4
IN090069	5	1	 	 	2	12	7
IN090071	4	1	-1.82651996612549	-1.84957444667816	2	11	4
IN090071	5	1	-2.083899974823	-2.14551758766174	2	12	4
IN090072	4	1	.429935991764069	.744965076446533	2	11	4
IN090072	5	1	1.27491998672485	1.71655249595642	2	12	4
IN090073	4	1	.160874992609024	.435590803623199	2	11	4
IN090073	5	1	.539892017841339	.871395707130432	2	12	4
IN090074	4	1	-.654242992401123	-.501655876636505	2	11	4
IN090074	5	1	.091228298842907	.355508983135223	2	12	4
IN090075	4	1	.217421993613243	.50061023235321	2	11	4
IN090075	5	1	.820778012275696	1.1943666934967	2	12	4
IN090076	4	1	.200875997543335	.481585144996643	2	11	4
IN090076	5	1	.681488990783691	1.03420805931091	2	12	4
IN090077	4	1	.409860998392105	.721882224082947	2	11	4
IN090077	5	1	 	 	2	12	7
IN090078	4	1	-1.19447004795074	-1.12282478809357	2	11	4
IN090079	4	1	.770942986011505	1.13706493377686	2	11	4
IN090079	5	1	.365049004554749	.670356094837189	2	12	4
IN090080	4	1	1.24164998531342	1.67829775810242	2	11	4
IN090080	5	1	1.50292003154755	1.97871375083923	2	12	4
IN090081	4	1	.865249991416931	1.24550187587738	2	11	4
IN090081	5	1	.677353024482727	1.02945244312286	2	12	4
IN090082	4	1	-1.10748994350433	-1.02281260490417	2	11	4
IN090082	5	1	1.13735997676849	1.55838203430176	2	12	4
IN090083	4	1	-.753906011581421	-.616251349449158	2	11	4
IN090083	5	1	.507779002189636	.834471225738525	2	12	4
IN090084	4	1	.107734002172947	.374487727880478	2	11	4
IN090084	5	1	.916601002216339	1.30454683303833	2	12	4
IN090085	4	1	-1.05683994293213	-.964573681354523	2	11	4
IN090085	5	1	-.485760003328323	-.307929158210754	2	12	4
IN090086	4	1	.231817007064819	.517162024974823	2	11	4
IN090086	5	1	-.147437006235123	.0810845866799355	2	12	4
IN090087	4	1	-.366697996854782	-.171028152108192	2	11	4
IN090087	5	1	 	 	2	12	7
IN090088	4	1	.233658000826836	.519278824329376	2	11	4
IN090088	5	1	.329535990953445	.629522204399109	2	12	4
IN090089	4	1	.42629998922348	.740784287452698	2	11	4
IN090089	5	1	 	 	2	12	7
IN090090	4	1	.910782992839813	1.29785704612732	2	11	4
IN090090	5	1	-.191923007369041	.0299332719296217	2	12	4
IN090091	4	1	-.0118284001946449	.237011358141899	2	11	4
IN090091	5	1	1.46895003318787	1.93965399265289	2	12	4
IN090092	4	1	.56538599729538	.900709450244904	2	11	4
IN090092	5	1	1.09210002422333	1.50634074211121	2	12	4
IN090093	4	1	-1.24899005889893	-1.18551349639893	2	11	4
IN090093	5	1	-.654699981212616	-.5021812915802	2	12	4
IN090094	4	1	-.711768984794617	-.567800939083099	2	11	4
IN090094	5	1	.304666996002197	.60092705488205	2	12	4
IN090095	4	1	.269205003976822	.560151815414429	2	11	4
IN090095	5	1	 	 	2	12	7
IN090096	4	1	-1.07190001010895	-.981890201568604	2	11	4
IN090096	5	1	-.939152002334595	-.829252600669861	2	12	4
IN090097	4	1	-.130894005298615	.100106216967106	2	11	4
IN090097	5	1	-1.24012005329132	-1.17531454563141	2	12	4
IN090098	4	1	-.511493027210236	-.337517738342285	2	11	4
IN090098	5	1	-.0991479009389877	.136608824133873	2	12	4
IN090099	4	1	-.146120995283127	.0825977772474289	2	11	4
IN090099	5	1	.33373498916626	.634350299835205	2	12	4
IN090100	4	1	-1.34779000282288	-1.29911661148071	2	11	4
IN090100	5	1	.0896871015429497	.353736877441406	2	12	4
IN091001	4	0	-.960089981555939	-.853327751159668	2	9	4
IN091002	4	0	.162359997630119	.43729829788208	2	9	4
IN091003	4	0	2.10290002822876	2.66858839988708	2	9	4
IN091004	4	0	1.12984001636505	1.54973530769348	2	9	4
IN091005	4	0	.32489201426506	.624182403087616	2	9	4
IN091006	4	0	-.231539994478226	-.0156195070594549	2	9	4
IN091007	4	0	.526561975479126	.856068432331085	2	9	4
IN091008	4	0	.623005986213684	.96696263551712	2	9	4
IN091009	4	0	.788129985332489	1.15682709217072	2	9	4
IN091010	4	0	.622700989246368	.966611921787262	2	9	4
IN091012	4	0	-.145616993308067	.0831772908568382	2	9	4
