CHILDCODE	EDCHSTR5	ATSCR5	GRDER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	CODMODR5	COD_MOD	ANEXO	NMSCSCR5	NIV_MOD	D_NIV_MOD	GESTION	D_GESTION	GES_DEP	D_GES_DEP	TYSCR5_C
41090	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41091	13	1	4	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41091	14	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41091	15	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41091	16	1	7	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41092	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41092	14	1	5	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41092	15	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41092	16	1	7	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41093	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41093	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41093	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41093	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41094	13	1	6	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41094	14	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41094	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41094	16	1	8	4	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41096	13	1	5	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41096	14	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41096	15	1	6	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41096	16	1	7	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41097	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41097	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41097	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41097	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41098	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41098	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41098	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41098	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41099	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41099	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
41099	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41099	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41100	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41100	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41100	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41100	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
41101	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41101	14	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41101	15	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
41101	16	1	7	4	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51001	13	1	5	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51001	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51001	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51001	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51002	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51002	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51002	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	11
51002	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51003	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51003	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51003	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51003	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51004	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51004	14	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51004	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51004	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51005	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51005	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51005	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51005	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51007	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51007	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51007	15	1	8	3	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51007	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51008	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51008	14	1	7	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
51008	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51008	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51009	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51009	14	1	8	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51009	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51009	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51010	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51010	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51010	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51010	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51011	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51011	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51011	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51011	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51012	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51012	14	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51012	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51012	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51013	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51013	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51013	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51013	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51014	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	1
51014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51014	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51014	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51015	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51015	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51015	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51015	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51016	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51016	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51016	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51016	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51017	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51017	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51017	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51017	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51018	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51018	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51018	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51018	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51020	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51020	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51020	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51020	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51021	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	1
51021	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	1
51021	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	1
51021	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	1
51022	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51022	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51023	13	1	7	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51023	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51023	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51023	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51024	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51024	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51024	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51024	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51025	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51025	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51025	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51025	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51026	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51026	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51026	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51026	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51027	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51027	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51027	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51027	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51028	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51028	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51028	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51028	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51029	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51029	14	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51029	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51029	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51030	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51030	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51030	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51030	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51031	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51031	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51031	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51031	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51032	13	1	7	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51032	14	1	8	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51032	15	1	9	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51032	16	1	10	4	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51033	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51033	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51033	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51033	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51034	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51034	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51034	15	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51034	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51035	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51035	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51035	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51035	16	1	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51036	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51036	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51036	15	1	7	1	8	0	 	 	 	 	 	 	 	 	 	 	 	8
51036	16	1	8	4	8	1	 	 	 	 	 	 	 	 	 	 	 	8
51037	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51037	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51037	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51037	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51038	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51038	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51038	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51038	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51039	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51039	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51039	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51039	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51040	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51040	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51040	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51040	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51041	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51041	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51041	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51041	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51042	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51042	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51042	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51042	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51043	13	1	6	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51043	14	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51043	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51043	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51044	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51044	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51044	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51044	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51045	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51045	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51045	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51045	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51046	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51046	14	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51046	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51047	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51047	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51047	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51048	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51048	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51049	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51049	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51049	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51049	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51052	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51052	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51052	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51052	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51056	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51056	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51056	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51056	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51058	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51058	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51058	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51058	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51059	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51059	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51059	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51059	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51060	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51060	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51060	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51060	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51061	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51061	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51061	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51061	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51062	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51062	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51062	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51062	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
51063	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51063	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51063	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51063	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51064	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51064	14	1	5	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51064	15	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51064	16	1	7	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51065	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51065	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51065	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51065	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51067	13	1	7	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51067	14	1	8	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51067	15	1	9	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51067	16	1	10	4	1	1	 	 	 	 	 	 	 	 	 	 	 	1
51068	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51068	14	1	7	3	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51068	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51068	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51069	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51069	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51069	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51069	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51070	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51070	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51070	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51070	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51071	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51071	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51071	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51071	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51072	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51072	14	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51072	15	1	6	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51072	16	1	6	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51074	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51074	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51074	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51074	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51075	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51075	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51075	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51075	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51077	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51077	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51077	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51077	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51078	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51078	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51078	15	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51078	16	1	9	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51080	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51080	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51080	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51080	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51081	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51081	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51081	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51081	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51082	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51082	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51082	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51082	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51083	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51083	14	1	5	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51083	15	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51083	16	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	11
51084	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51084	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51084	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51084	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
51085	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51085	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51085	15	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51085	16	1	9	4	10	0	 	 	 	 	 	 	 	 	 	 	 	10
51086	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51086	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51086	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51086	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51087	13	1	6	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51087	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51087	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51087	16	1	9	3	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51088	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51088	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51088	15	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
51088	16	1	9	4	4	0	 	 	 	 	 	 	 	 	 	 	 	11
51089	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51089	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51089	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51089	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51090	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51090	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51090	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51090	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51091	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
51091	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
