PLACEID	SERVIDR4	AVLOC	SRVAVL	SRVRT	SRVTIME	SRVTRANS
40	5	0	 	 	30	5
40	6	1	1	2	 	 
40	7	0	 	 	30	5
40	8	0	 	 	 	 
40	9	0	 	 	30	5
40	10	1	1	1	 	 
40	11	1	1	1	 	 
40	12	0	 	 	 	 
40	13	0	 	 	30	5
40	14	0	 	 	30	5
40	15	1	1	1	 	 
40	16	0	 	 	30	5
40	17	0	 	 	30	5
40	18	1	1	2	 	 
40	19	0	 	 	30	5
40	20	0	 	 	30	5
40	21	1	1	3	 	 
40	22	0	 	 	30	9
40	23	1	1	3	 	 
40	24	0	 	 	30	1
40	25	1	1	3	 	 
40	26	0	 	 	30	5
41	1	1	1	3	 	 
41	2	1	1	3	 	 
41	3	0	 	 	30	8
41	4	0	 	 	30	8
41	5	0	 	 	90	8
41	6	1	1	2	 	 
41	7	1	1	2	 	 
41	8	1	1	2	 	 
41	9	0	 	 	30	8
41	10	1	1	2	 	 
41	11	1	1	2	 	 
41	12	0	 	 	 	 
41	13	0	 	 	90	8
41	14	1	1	2	 	 
41	15	0	 	 	120	8
41	16	0	 	 	20	8
41	17	0	 	 	30	8
41	18	1	1	2	 	 
41	19	0	 	 	20	8
41	20	0	 	 	0	88
41	21	1	1	2	 	 
41	22	0	 	 	120	9
41	23	1	1	2	 	 
41	24	1	1	2	 	 
41	25	1	1	2	 	 
41	26	0	 	 	30	8
42	1	1	1	1	 	 
42	2	1	1	1	 	 
42	3	0	 	 	30	5
42	4	0	 	 	30	5
42	5	0	 	 	30	5
42	6	1	1	3	 	 
42	7	0	 	 	30	5
42	8	1	1	2	 	 
42	9	0	 	 	30	5
42	10	1	1	1	 	 
42	11	0	 	 	 	 
42	12	0	 	 	 	 
42	13	0	 	 	30	5
42	14	1	1	2	 	 
42	15	1	1	2	 	 
42	16	0	 	 	30	5
42	17	0	 	 	30	5
42	18	1	1	2	 	 
42	19	0	 	 	10	5
42	20	0	 	 	88	88
42	21	1	1	2	 	 
42	22	0	 	 	30	5
42	23	1	1	2	 	 
42	24	1	1	2	 	 
42	25	1	1	2	 	 
42	26	0	 	 	30	5
43	1	1	1	3	 	 
43	2	1	1	3	 	 
43	3	0	 	 	60	8
43	4	0	 	 	60	8
43	5	0	 	 	60	8
43	6	1	1	3	 	 
43	7	0	 	 	0	88
43	8	1	1	3	 	 
43	9	0	 	 	60	8
43	10	1	1	3	 	 
43	11	1	1	3	 	 
43	12	0	 	 	 	 
43	13	0	 	 	30	5
43	14	0	 	 	60	8
43	15	0	 	 	60	8
43	16	0	 	 	60	8
43	17	0	 	 	60	8
43	18	1	1	3	 	 
43	19	1	1	3	 	 
43	20	0	 	 	0	88
43	21	1	1	3	 	 
43	22	0	 	 	40	9
43	23	1	1	3	 	 
43	24	0	 	 	40	1
43	25	1	1	3	 	 
43	26	0	 	 	60	8
44	1	1	1	3	 	 
44	2	1	1	3	 	 
44	3	0	 	 	40	8
44	4	0	 	 	40	8
44	5	0	 	 	40	8
44	6	1	1	3	 	 
44	7	1	1	3	 	 
44	8	1	1	3	 	 
44	9	0	 	 	40	8
44	10	1	1	3	 	 
44	11	1	1	3	 	 
44	12	0	 	 	 	 
44	13	0	 	 	30	5
44	14	1	1	3	 	 
44	15	0	 	 	40	8
44	16	0	 	 	40	8
44	17	0	 	 	40	8
44	18	1	1	3	 	 
44	19	0	 	 	30	5
44	20	0	 	 	-88	88
44	21	1	1	3	 	 
44	22	0	 	 	40	9
44	23	1	1	3	 	 
44	24	1	1	3	 	 
44	25	1	1	3	 	 
44	26	0	 	 	40	8
45	1	1	1	3	 	 
45	2	1	1	3	 	 
45	3	0	 	 	60	8
45	4	0	 	 	60	8
45	5	0	 	 	60	8
45	6	1	1	2	 	 
45	7	1	1	2	 	 
45	8	1	1	2	 	 
45	9	0	 	 	60	8
45	10	1	1	2	 	 
45	11	1	1	2	 	 
45	12	1	1	2	 	 
45	13	0	 	 	60	8
45	14	1	1	2	 	 
45	15	0	 	 	60	8
45	16	0	 	 	60	8
45	17	0	 	 	120	8
45	18	0	 	 	30	5
45	19	0	 	 	30	5
45	20	1	88	77	 	 
45	21	1	1	3	 	 
45	22	0	 	 	60	8
45	23	1	1	3	 	 
45	24	0	 	 	-88	88
45	25	1	1	3	 	 
45	26	0	 	 	60	8
46	1	1	1	3	 	 
46	2	1	1	3	 	 
46	3	0	 	 	60	8
46	4	0	 	 	60	8
46	5	0	 	 	60	8
46	6	1	1	3	 	 
46	7	0	 	 	30	8
46	8	1	1	2	 	 
46	9	0	 	 	60	8
46	10	1	1	2	 	 
46	11	1	1	1	 	 
46	12	1	1	1	 	 
46	13	0	 	 	30	8
46	14	1	1	77	 	 
46	15	0	 	 	60	8
46	16	0	 	 	30	8
46	17	0	 	 	60	8
46	18	0	 	 	30	8
46	19	0	 	 	30	8
46	20	0	 	 	0	88
46	21	1	1	3	 	 
46	22	0	 	 	30	8
46	23	1	1	3	 	 
46	24	0	 	 	90	1
46	25	1	1	3	 	 
46	26	0	 	 	30	8
47	1	1	1	3	 	 
47	2	1	1	2	 	 
47	3	1	1	2	 	 
47	4	1	1	2	 	 
47	5	1	1	2	 	 
47	6	1	1	2	 	 
47	7	1	1	2	 	 
47	8	1	1	2	 	 
47	9	1	1	2	 	 
47	10	1	1	2	 	 
47	11	1	1	3	 	 
47	12	1	1	2	 	 
47	13	1	1	2	 	 
47	14	0	 	 	5	1
47	15	1	1	1	 	 
47	16	1	1	2	 	 
47	17	1	1	2	 	 
47	18	1	1	2	 	 
47	19	1	1	3	 	 
47	20	0	 	 	5	1
47	21	1	1	2	 	 
47	22	0	 	 	10	5
47	23	1	1	2	 	 
47	24	1	1	2	 	 
47	25	1	1	3	 	 
47	26	1	1	2	 	 
48	1	0	 	 	20	1
48	2	0	 	 	15	1
48	3	0	 	 	5	1
48	4	0	 	 	20	1
48	5	1	5	3	 	 
48	6	1	1	3	 	 
48	7	1	1	3	 	 
48	8	0	 	 	 	 
48	9	0	 	 	30	5
48	10	1	1	3	 	 
48	11	1	1	1	 	 
48	12	1	1	3	 	 
48	13	0	 	 	10	5
48	14	1	1	2	 	 
48	15	1	1	3	 	 
48	16	1	1	3	 	 
48	17	0	 	 	10	5
48	18	1	1	3	 	 
48	19	0	 	 	15	5
48	20	0	 	 	15	5
48	21	1	1	3	 	 
48	22	0	 	 	30	5
48	23	1	1	3	 	 
48	24	0	 	 	0	88
48	25	1	1	3	 	 
48	26	0	 	 	30	5
49	1	1	1	2	 	 
49	2	1	1	2	 	 
49	3	1	1	2	 	 
49	4	1	1	2	 	 
49	5	1	1	2	 	 
49	6	1	1	2	 	 
49	7	1	1	2	 	 
49	8	1	1	2	 	 
49	9	1	1	2	 	 
49	10	1	1	2	 	 
49	11	1	1	2	 	 
49	12	1	1	2	 	 
49	13	1	1	2	 	 
49	14	1	1	2	 	 
49	15	1	1	2	 	 
49	16	1	1	2	 	 
49	17	1	1	2	 	 
49	18	1	1	2	 	 
49	19	1	1	2	 	 
49	20	0	 	 	0	88
49	21	1	1	2	 	 
49	22	1	1	2	 	 
49	23	1	1	2	 	 
49	24	1	1	2	 	 
49	25	1	1	2	 	 
49	26	1	1	2	 	 
50	1	0	 	 	42	8
50	2	0	 	 	20	5
50	3	0	 	 	20	5
50	4	0	 	 	20	5
50	5	0	 	 	20	5
50	6	0	 	 	20	5
50	7	0	 	 	20	5
50	8	0	 	 	 	 
50	9	0	 	 	20	5
50	10	1	1	1	 	 
50	11	1	1	2	 	 
50	12	0	 	 	 	 
50	13	0	 	 	15	5
50	14	1	1	2	 	 
50	15	0	 	 	42	8
50	16	0	 	 	20	5
50	17	0	 	 	20	5
50	18	0	 	 	15	5
50	19	0	 	 	15	5
50	20	0	 	 	0	88
50	21	1	1	3	 	 
50	22	0	 	 	20	5
50	23	1	1	3	 	 
50	24	0	 	 	20	5
50	25	1	1	3	 	 
50	26	0	 	 	20	5
51	1	0	 	 	30	5
51	2	0	 	 	30	5
51	3	0	 	 	30	5
51	4	0	 	 	30	5
51	5	0	 	 	30	5
51	6	0	 	 	30	5
51	7	0	 	 	30	5
51	8	1	1	2	 	 
51	9	0	 	 	30	5
51	10	1	1	2	 	 
51	11	1	1	2	 	 
51	12	0	 	 	 	 
51	13	0	 	 	20	5
51	14	1	1	2	 	 
51	15	0	 	 	30	5
51	16	0	 	 	30	5
51	17	0	 	 	30	5
51	18	1	1	2	 	 
51	19	0	 	 	30	5
51	20	0	 	 	0	88
51	21	1	1	2	 	 
51	22	0	 	 	30	5
51	23	1	1	2	 	 
51	24	1	1	2	 	 
51	25	1	1	2	 	 
51	26	0	 	 	30	5
52	1	0	 	 	30	8
52	2	0	 	 	45	8
52	3	0	 	 	45	8
52	4	0	 	 	45	8
52	5	0	 	 	45	8
52	6	0	 	 	45	8
52	7	0	 	 	45	8
52	8	0	 	 	 	 
52	9	0	 	 	45	8
52	10	1	1	1	 	 
52	11	0	 	 	 	 
52	12	0	 	 	 	 
52	13	0	 	 	20	8
52	14	1	1	3	 	 
52	15	0	 	 	45	8
52	16	0	 	 	45	8
52	17	0	 	 	10	4
52	18	1	1	3	 	 
52	19	0	 	 	20	8
52	20	0	 	 	0	88
52	21	1	1	3	 	 
52	22	0	 	 	45	8
52	23	1	1	3	 	 
52	24	0	 	 	10	4
52	25	1	1	3	 	 
52	26	0	 	 	45	8
53	1	1	1	3	 	 
53	2	0	 	 	30	8
53	3	0	 	 	30	8
53	4	0	 	 	30	8
53	5	0	 	 	30	8
53	6	0	 	 	30	8
53	7	1	1	3	 	 
53	8	1	1	2	 	 
53	9	0	 	 	30	8
53	10	1	1	2	 	 
53	11	1	1	3	 	 
53	12	0	 	 	 	 
53	13	0	 	 	15	5
53	14	1	1	2	 	 
53	15	0	 	 	30	8
53	16	0	 	 	30	8
53	17	0	 	 	30	8
53	18	1	1	3	 	 
53	19	1	1	2	 	 
53	20	0	 	 	0	88
53	21	1	1	2	 	 
53	22	0	 	 	30	8
53	23	1	1	3	 	 
53	24	1	1	3	 	 
53	25	1	1	3	 	 
53	26	0	 	 	30	8
54	1	0	 	 	35	8
54	2	0	 	 	35	5
54	3	0	 	 	35	5
54	4	0	 	 	35	5
54	5	0	 	 	35	5
54	6	0	 	 	35	5
54	7	0	 	 	35	5
54	8	0	 	 	 	 
54	9	0	 	 	35	5
54	10	1	1	3	 	 
54	11	0	 	 	 	 
54	12	0	 	 	 	 
54	13	0	 	 	15	5
54	14	1	1	2	 	 
54	15	0	 	 	35	5
54	16	0	 	 	35	5
54	17	0	 	 	15	5
54	18	0	 	 	15	5
54	19	0	 	 	15	5
54	20	0	 	 	0	88
54	21	1	1	2	 	 
54	22	0	 	 	20	5
54	23	1	1	3	 	 
54	24	0	 	 	10	1
54	25	0	 	 	20	5
54	26	0	 	 	20	5
55	1	0	 	 	120	8
55	2	0	 	 	120	8
55	3	0	 	 	120	8
55	4	0	 	 	50	8
55	5	0	 	 	50	8
55	6	0	 	 	50	88
55	7	0	 	 	50	8
55	8	0	 	 	 	 
55	9	0	 	 	50	8
55	10	1	1	3	 	 
55	11	1	1	3	 	 
55	12	0	 	 	 	 
55	13	0	 	 	40	8
55	14	1	1	3	 	 
55	15	0	 	 	60	8
55	16	0	 	 	50	8
55	17	0	 	 	50	8
55	18	1	1	3	 	 
55	19	0	 	 	40	8
55	20	0	 	 	0	88
55	21	1	1	3	 	 
55	22	0	 	 	50	8
55	23	1	1	3	 	 
55	24	0	 	 	40	8
55	25	1	1	3	 	 
55	26	0	 	 	50	8
56	1	0	 	 	0	88
56	2	0	 	 	0	88
56	3	0	 	 	0	88
56	4	0	 	 	45	5
56	5	0	 	 	45	5
56	6	0	 	 	45	5
56	7	0	 	 	45	5
56	8	0	 	 	 	 
56	9	0	 	 	45	5
56	10	1	1	1	 	 
56	11	1	1	3	 	 
56	12	0	 	 	 	 
56	13	0	 	 	20	5
56	14	1	1	2	 	 
56	15	0	 	 	90	8
56	16	0	 	 	45	5
56	17	0	 	 	45	5
56	18	0	 	 	20	5
56	19	0	 	 	20	5
56	20	0	 	 	0	88
56	21	1	1	3	 	 
56	22	0	 	 	45	5
56	23	1	1	2	 	 
56	24	0	 	 	20	5
56	25	1	1	3	 	 
56	26	0	 	 	45	5
57	1	0	 	 	105	5
57	2	1	1	2	 	 
57	3	0	 	 	105	5
57	4	0	 	 	50	5
57	5	0	 	 	50	5
57	6	0	 	 	50	5
57	7	0	 	 	50	5
57	8	0	 	 	 	 
57	9	0	 	 	50	5
57	10	1	1	3	 	 
57	11	1	1	3	 	 
57	12	0	 	 	 	 
57	13	0	 	 	20	5
57	14	1	1	3	 	 
57	15	0	 	 	105	5
57	16	0	 	 	20	5
57	17	0	 	 	50	5
57	18	1	1	3	 	 
57	19	0	 	 	50	5
57	20	0	 	 	0	88
57	21	1	1	3	 	 
57	22	0	 	 	50	5
57	23	1	1	3	 	 
57	24	0	 	 	20	5
57	25	1	1	2	 	 
57	26	0	 	 	50	5
58	1	0	 	 	80	8
58	2	0	 	 	45	8
58	3	0	 	 	40	8
58	4	0	 	 	40	8
58	5	0	 	 	10	5
58	6	0	 	 	30	8
58	7	0	 	 	10	5
58	8	0	 	 	 	 
58	9	0	 	 	10	5
58	10	1	1	1	 	 
58	11	1	1	3	 	 
58	12	0	 	 	 	 
58	13	0	 	 	15	5
58	14	1	1	3	 	 
58	15	0	 	 	30	8
58	16	0	 	 	30	8
58	17	0	 	 	10	5
58	18	0	 	 	10	5
58	19	0	 	 	30	8
58	20	0	 	 	0	88
58	21	1	1	3	 	 
58	22	0	 	 	45	8
58	23	1	1	3	 	 
58	24	0	 	 	10	5
58	25	1	1	3	 	 
58	26	0	 	 	10	5
61	1	1	1	2	 	 
61	2	1	1	2	 	 
61	3	0	 	 	30	8
61	4	0	 	 	30	8
61	5	0	 	 	30	8
61	6	1	1	3	 	 
61	7	1	1	2	 	 
61	8	1	1	2	 	 
61	9	0	 	 	60	8
61	10	1	1	2	 	 
61	11	1	1	1	 	 
61	12	1	1	2	 	 
61	13	0	 	 	30	8
61	14	1	1	2	 	 
61	15	0	 	 	30	8
61	16	0	 	 	30	8
61	17	0	 	 	90	8
61	18	0	 	 	25	5
61	19	0	 	 	25	5
61	20	0	 	 	30	5
61	21	1	1	3	 	 
61	22	0	 	 	25	9
61	23	1	1	2	 	 
61	24	0	 	 	25	1
61	25	1	1	3	 	 
61	26	0	 	 	60	8
62	1	1	1	1	 	 
62	2	1	1	1	 	 
62	3	0	 	 	15	5
62	4	0	 	 	60	8
62	5	0	 	 	60	8
62	6	1	1	3	 	 
62	7	0	 	 	15	5
62	8	1	1	2	 	 
62	9	0	 	 	60	8
62	10	1	1	1	 	 
62	11	1	1	2	 	 
62	12	1	2	1	 	 
62	13	0	 	 	15	5
62	14	1	1	3	 	 
62	15	0	 	 	15	5
62	16	0	 	 	15	5
62	17	0	 	 	60	8
62	18	0	 	 	15	5
62	19	0	 	 	15	5
62	20	0	 	 	15	5
62	21	1	1	2	 	 
62	22	0	 	 	15	9
62	23	1	1	3	 	 
62	24	0	 	 	30	1
62	25	1	1	3	 	 
62	26	0	 	 	60	8
63	1	1	1	2	 	 
63	2	1	1	2	 	 
63	3	0	 	 	30	5
63	4	0	 	 	60	8
63	5	0	 	 	60	8
63	6	1	1	3	 	 
63	7	1	1	3	 	 
63	8	1	1	3	 	 
63	9	0	 	 	60	8
63	10	1	1	2	 	 
63	11	1	1	3	 	 
63	12	1	1	1	 	 
63	13	0	 	 	15	5
63	14	1	1	2	 	 
63	15	0	 	 	60	5
63	16	0	 	 	20	5
63	17	0	 	 	60	5
63	18	1	1	2	 	 
63	19	0	 	 	15	5
63	20	0	 	 	20	5
63	21	1	1	2	 	 
63	22	0	 	 	15	9
63	23	1	1	2	 	 
63	24	0	 	 	20	1
63	25	1	1	2	 	 
63	26	0	 	 	20	5
64	1	1	1	3	 	 
64	2	1	1	3	 	 
64	3	1	2	2	 	 
64	4	0	 	 	60	8
64	5	0	 	 	60	8
64	6	1	1	3	 	 
64	7	1	1	2	 	 
64	8	1	1	3	 	 
64	9	0	 	 	60	8
64	10	1	1	1	 	 
64	11	1	1	1	 	 
64	12	1	1	2	 	 
64	13	0	 	 	30	5
64	14	1	1	3	 	 
64	15	0	 	 	60	8
64	16	0	 	 	60	8
64	17	0	 	 	60	8
64	18	0	 	 	30	5
64	19	0	 	 	30	5
64	20	0	 	 	30	5
64	21	1	1	3	 	 
64	22	0	 	 	30	9
64	23	1	1	2	 	 
64	24	0	 	 	30	1
64	25	1	1	3	 	 
64	26	0	 	 	60	8
65	1	1	1	2	 	 
65	2	1	1	2	 	 
65	3	0	 	 	45	8
65	4	0	 	 	45	8
65	5	0	 	 	45	8
65	6	1	1	3	 	 
65	7	1	1	3	 	 
65	8	1	1	3	 	 
65	9	0	 	 	40	8
65	10	1	1	1	 	 
65	11	1	1	2	 	 
65	12	1	1	1	 	 
65	13	0	 	 	30	5
65	14	1	1	2	 	 
65	15	0	 	 	45	8
65	16	0	 	 	15	1
65	17	0	 	 	45	8
65	18	0	 	 	30	5
65	19	0	 	 	30	5
65	20	0	 	 	30	5
65	21	1	1	3	 	 
65	22	0	 	 	40	9
65	23	1	1	2	 	 
65	24	0	 	 	20	1
65	25	1	1	3	 	 
65	26	0	 	 	45	8
66	1	1	1	2	 	 
66	2	1	1	2	 	 
66	3	0	 	 	10	5
66	4	0	 	 	30	5
66	5	0	 	 	30	5
66	6	1	1	3	 	 
66	7	0	 	 	30	5
66	8	1	1	2	 	 
66	9	0	 	 	30	5
66	10	1	1	1	 	 
66	11	1	1	2	 	 
66	12	1	1	1	 	 
66	13	0	 	 	30	5
66	14	1	1	3	 	 
66	15	0	 	 	70	8
66	16	0	 	 	30	5
66	17	0	 	 	70	8
66	18	1	1	2	 	 
66	19	0	 	 	30	5
66	20	0	 	 	30	5
66	21	1	1	2	 	 
66	22	0	 	 	25	9
66	23	1	1	3	 	 
66	24	0	 	 	30	1
66	25	1	1	2	 	 
66	26	0	 	 	30	5
67	1	1	1	2	 	 
67	2	1	1	2	 	 
67	3	0	 	 	30	5
67	4	0	 	 	30	5
67	5	0	 	 	20	5
67	6	1	1	3	 	 
67	7	0	 	 	20	5
67	8	1	1	3	 	 
67	9	0	 	 	20	5
67	10	1	1	1	 	 
67	11	1	1	2	 	 
67	12	1	1	1	 	 
67	13	0	 	 	20	5
67	14	1	1	2	 	 
67	15	0	 	 	60	8
67	16	0	 	 	20	5
67	17	0	 	 	60	8
67	18	1	1	2	 	 
67	19	0	 	 	20	5
67	20	0	 	 	20	5
67	21	1	1	3	 	 
67	22	0	 	 	20	5
67	23	1	1	3	 	 
67	24	0	 	 	30	5
67	25	1	1	3	 	 
67	26	0	 	 	20	5
68	1	1	1	2	 	 
68	2	1	1	2	 	 
68	3	0	 	 	20	5
68	4	0	 	 	20	5
68	5	0	 	 	20	5
68	6	1	1	2	 	 
68	7	1	1	3	 	 
68	8	0	 	 	 	 
68	9	0	 	 	20	5
68	10	1	1	1	 	 
68	11	1	1	2	 	 
68	12	1	1	1	 	 
68	13	0	 	 	20	5
68	14	1	1	3	 	 
68	15	1	1	2	 	 
68	16	0	 	 	30	8
68	17	0	 	 	30	8
68	18	1	1	3	 	 
68	19	0	 	 	20	5
68	20	0	 	 	20	5
68	21	1	1	2	 	 
68	22	0	 	 	20	9
68	23	1	1	2	 	 
68	24	0	 	 	20	1
68	25	1	1	3	 	 
68	26	0	 	 	20	5
69	1	1	1	3	 	 
69	2	1	1	2	 	 
69	3	0	 	 	30	5
69	4	0	 	 	30	5
69	5	0	 	 	30	5
69	6	1	1	3	 	 
69	7	0	 	 	30	5
69	8	1	1	2	 	 
69	9	0	 	 	30	5
69	10	1	1	1	 	 
69	11	1	1	2	 	 
69	12	1	1	1	 	 
69	13	0	 	 	30	5
69	14	1	1	3	 	 
69	15	0	 	 	90	8
69	16	0	 	 	30	5
69	17	0	 	 	90	8
69	18	1	1	2	 	 
69	19	0	 	 	30	5
69	20	0	 	 	30	5
69	21	1	1	2	 	 
69	22	0	 	 	25	9
69	23	1	1	3	 	 
69	24	0	 	 	30	1
69	25	1	1	3	 	 
69	26	0	 	 	30	5
70	1	1	1	2	 	 
70	2	0	 	 	50	8
70	3	0	 	 	50	8
70	4	0	 	 	50	8
70	5	0	 	 	50	8
70	6	1	1	3	 	 
70	7	0	 	 	50	8
70	8	1	1	3	 	 
70	9	1	1	2	 	 
70	10	1	1	2	 	 
70	11	1	1	2	 	 
70	12	1	1	2	 	 
70	13	0	 	 	50	8
70	14	1	1	3	 	 
70	15	0	 	 	50	8
70	16	0	 	 	50	8
70	17	0	 	 	50	8
70	18	0	 	 	50	8
70	19	0	 	 	50	8
70	20	0	 	 	50	5
70	21	1	1	3	 	 
70	22	0	 	 	50	8
70	23	1	1	3	 	 
70	24	0	 	 	30	1
70	25	1	1	3	 	 
70	26	0	 	 	50	8
71	1	0	 	 	60	8
71	2	0	 	 	60	8
71	3	0	 	 	60	8
71	4	0	 	 	60	8
71	5	0	 	 	60	8
71	6	1	1	3	 	 
71	7	0	 	 	15	8
71	8	1	1	2	 	 
71	9	0	 	 	60	8
71	10	1	1	2	 	 
71	11	1	1	2	 	 
71	12	1	1	1	 	 
71	13	0	 	 	15	8
71	14	1	1	2	 	 
71	15	0	 	 	60	8
71	16	0	 	 	15	8
71	17	0	 	 	210	8
71	18	1	1	2	 	 
71	19	0	 	 	15	8
71	20	0	 	 	-77	88
71	21	1	1	2	 	 
71	22	0	 	 	60	8
71	23	1	1	3	 	 
71	24	0	 	 	15	8
71	25	1	1	2	 	 
71	26	0	 	 	30	8
72	1	0	 	 	-77	88
72	2	0	 	 	-77	88
72	3	0	 	 	120	8
72	4	0	 	 	120	8
72	5	0	 	 	120	8
72	6	1	1	2	 	 
72	7	0	 	 	60	8
72	8	1	1	1	 	 
72	9	0	 	 	60	8
72	10	1	1	2	 	 
72	11	1	1	2	 	 
72	12	0	 	 	 	 
72	13	0	 	 	60	8
72	14	1	1	2	 	 
72	15	0	 	 	120	8
72	16	0	 	 	60	8
72	17	0	 	 	210	8
72	18	1	1	2	 	 
72	19	0	 	 	60	8
72	20	0	 	 	-77	88
72	21	1	1	2	 	 
72	22	0	 	 	120	9
72	23	1	1	2	 	 
72	24	1	1	1	 	 
72	25	1	2	1	 	 
72	26	0	 	 	120	8
73	1	0	 	 	120	8
73	2	0	 	 	120	8
73	3	0	 	 	120	8
73	4	0	 	 	120	8
73	5	0	 	 	120	8
73	6	1	1	2	 	 
73	7	0	 	 	75	8
73	8	1	3	1	 	 
73	9	0	 	 	120	8
73	10	1	1	1	 	 
73	11	1	1	3	 	 
73	12	0	 	 	 	 
73	13	0	 	 	75	8
73	14	1	1	2	 	 
73	15	0	 	 	120	8
73	16	0	 	 	75	8
73	17	0	 	 	240	8
73	18	1	1	2	 	 
73	19	0	 	 	60	8
73	20	0	 	 	-88	88
73	21	1	1	3	 	 
73	22	0	 	 	300	9
73	23	1	1	3	 	 
73	24	0	 	 	45	8
73	25	1	3	1	 	 
73	26	0	 	 	120	8
74	1	0	 	 	30	5
74	2	0	 	 	30	5
74	3	0	 	 	30	5
74	4	0	 	 	30	5
74	5	0	 	 	30	5
74	6	1	1	3	 	 
74	7	1	1	2	 	 
74	8	1	1	2	 	 
74	9	0	 	 	30	5
74	10	1	1	2	 	 
74	11	1	1	1	 	 
74	12	0	 	 	 	 
74	13	1	1	2	 	 
74	14	1	1	1	 	 
74	15	0	 	 	30	5
74	16	1	1	3	 	 
74	17	0	 	 	60	5
74	18	1	1	2	 	 
74	19	0	 	 	30	5
74	20	0	 	 	-88	88
74	21	1	1	1	 	 
74	22	0	 	 	30	5
74	23	1	1	2	 	 
74	24	1	1	2	 	 
74	25	1	1	3	 	 
74	26	1	5	3	 	 
75	1	0	 	 	120	8
75	2	0	 	 	120	8
75	3	0	 	 	120	8
75	4	0	 	 	120	8
75	5	0	 	 	120	8
75	6	1	1	2	 	 
75	7	0	 	 	120	8
75	8	1	2	1	 	 
75	9	0	 	 	120	8
75	10	1	1	2	 	 
75	11	1	1	2	 	 
75	12	0	 	 	 	 
75	13	0	 	 	90	8
75	14	1	1	2	 	 
75	15	0	 	 	120	8
75	16	0	 	 	60	8
75	17	0	 	 	200	8
75	18	1	1	2	 	 
75	19	0	 	 	90	8
75	20	0	 	 	-88	88
75	21	1	1	3	 	 
75	22	0	 	 	120	8
75	23	1	1	2	 	 
75	24	1	1	2	 	 
75	25	1	2	1	 	 
75	26	0	 	 	120	8
76	1	1	1	2	 	 
76	2	1	1	2	 	 
76	3	0	 	 	45	5
76	4	0	 	 	75	8
76	5	0	 	 	75	8
76	6	1	1	3	 	 
76	7	0	 	 	75	8
76	8	1	1	2	 	 
76	9	0	 	 	75	8
76	10	1	1	2	 	 
76	11	1	1	2	 	 
76	12	1	1	1	 	 
76	13	0	 	 	45	5
76	14	1	1	3	 	 
76	15	0	 	 	75	8
76	16	0	 	 	45	4
76	17	0	 	 	75	8
76	18	1	1	2	 	 
76	19	0	 	 	15	8
76	20	0	 	 	75	8
76	21	1	1	2	 	 
76	22	0	 	 	70	9
76	23	1	1	2	 	 
76	24	0	 	 	20	1
76	25	1	1	2	 	 
76	26	0	 	 	75	8
77	1	1	1	2	 	 
77	2	1	1	2	 	 
77	3	0	 	 	30	8
77	4	0	 	 	30	8
77	5	0	 	 	30	8
77	6	1	1	3	 	 
77	7	1	1	3	 	 
77	8	1	1	2	 	 
77	9	0	 	 	30	8
77	10	1	1	3	 	 
77	11	1	1	2	 	 
77	12	1	1	1	 	 
77	13	0	 	 	30	5
77	14	1	1	3	 	 
77	15	1	1	1	 	 
77	16	0	 	 	30	8
77	17	0	 	 	30	8
77	18	1	1	3	 	 
77	19	0	 	 	15	8
77	20	0	 	 	30	8
77	21	1	1	1	 	 
77	22	0	 	 	30	9
77	23	1	1	2	 	 
77	24	0	 	 	10	1
77	25	1	1	1	 	 
77	26	0	 	 	30	8
78	1	1	1	3	 	 
78	2	1	1	3	 	 
78	3	0	 	 	60	8
78	4	0	 	 	60	8
78	5	0	 	 	60	8
78	6	1	1	3	 	 
78	7	1	1	2	 	 
78	8	1	1	2	 	 
78	9	0	 	 	60	8
78	10	1	1	1	 	 
78	11	1	1	2	 	 
78	12	1	1	1	 	 
78	13	0	 	 	30	5
78	14	1	1	2	 	 
78	15	0	 	 	60	8
78	16	0	 	 	30	8
78	17	0	 	 	60	8
78	18	1	1	2	 	 
78	19	0	 	 	30	5
78	20	0	 	 	30	5
78	21	1	1	3	 	 
78	22	0	 	 	60	9
78	23	1	1	2	 	 
78	24	0	 	 	40	1
78	25	1	1	2	 	 
78	26	0	 	 	30	5
79	1	1	1	2	 	 
79	2	1	1	2	 	 
79	3	0	 	 	30	8
79	4	0	 	 	30	8
79	5	0	 	 	30	8
79	6	1	1	2	 	 
79	7	1	1	2	 	 
79	8	1	1	2	 	 
79	9	0	 	 	30	8
79	10	1	1	2	 	 
79	11	1	1	1	 	 
79	12	1	1	1	 	 
79	13	0	 	 	30	8
79	14	1	1	2	 	 
79	15	0	 	 	25	8
79	16	0	 	 	30	8
79	17	0	 	 	30	8
79	18	1	1	2	 	 
79	19	0	 	 	15	5
79	20	0	 	 	30	5
79	21	1	1	2	 	 
79	22	0	 	 	30	9
79	23	1	1	2	 	 
79	24	0	 	 	15	1
79	25	1	1	3	 	 
79	26	0	 	 	30	8
80	1	1	1	2	 	 
80	2	1	1	2	 	 
80	3	0	 	 	60	8
80	4	0	 	 	60	8
80	5	0	 	 	60	8
80	6	1	1	2	 	 
80	7	1	1	3	 	 
80	8	1	1	1	 	 
80	9	0	 	 	60	8
80	10	1	1	1	 	 
80	11	1	1	3	 	 
