PLACEID	DWAGIDR4	MAVWG	MADWG01	MADWG02	MADWG03	FAVWG	FADWG01	FADWG02	FADWG03
101	1	-1111	0	88	88	-1111	0	88	88
101	2	-1111	0	88	88	-1111	0	88	88
101	3	-1111	0	88	88	-1111	0	88	88
101	4	-1111	0	88	88	-1111	0	88	88
101	5	-1111	0	88	88	-1111	0	88	88
101	6	-1111	0	88	88	-1111	0	88	88
101	7	-1111	0	88	88	-1111	0	88	88
102	1	-1111	88	88	88	-1111	88	88	88
102	2	-1111	88	88	88	-1111	88	88	88
102	3	-1111	88	88	88	-1111	88	88	88
102	4	-1111	88	88	88	-1111	88	88	88
102	5	-1111	88	88	88	-1111	88	88	88
102	6	-1111	88	88	88	-1111	88	88	88
102	7	-1111	88	88	88	-1111	88	88	88
