CHILDID	OUTID	REMREL	REMEST	REMGOOD
VN181020	1	21	590	0
VN181020	2	1	200	0
VN181022	1	21	150	0
VN181022	2	7	150	0
VN181023	1	21	30	0
VN181024	1	21	150	0
VN181026	1	21	1750	0
VN181027	1	21	60	0
VN181027	2	5	720	0
VN181029	1	13	500	0
VN181029	2	21	50	0
VN181030	1	1	7200	0
VN181030	2	21	200	0
VN181036	1	21	200	0
VN181036	2	6	200	0
VN181039	1	21	10	0
VN181042	1	13	150	0
VN181044	1	21	80	0
VN181047	1	21	900	0
VN181049	1	21	300	0
VN181050	1	21	41	0
VN181050	2	7	12000	0
VN181052	1	21	400	0
VN181054	1	21	300	0
VN181056	1	21	5000	4000
VN181058	1	21	120	0
VN181059	1	21	2000	2000
VN181069	1	19	300	200
VN181069	2	21	200	0
VN181078	1	21	53	0
VN191001	1	21	50	0
VN191002	1	21	200	0
VN191003	1	21	120	0
VN191003	2	1	1200	200
VN191004	1	21	200	0
VN191004	2	5	500	200
VN191004	3	6	200	0
VN191005	1	21	10	0
VN191006	1	1	500	0
VN191006	2	21	150	0
VN191007	1	21	70	0
VN191008	1	21	100	0
VN191009	1	21	130	0
VN191011	1	1	500	0
VN191011	2	21	20	0
VN191012	1	21	150	0
VN191013	1	1	500	1000
VN191013	2	21	200	0
VN191015	1	21	250	0
VN191016	1	21	100	0
VN191017	1	21	50	100
VN191020	1	21	10	0
VN191021	1	21	120	0
VN191022	1	21	100	0
VN191023	1	21	45	0
VN191023	2	1	1980	0
VN191024	1	13	500	0
VN191024	2	21	30	0
VN191026	1	21	40	0
VN191027	1	21	30	0
VN191028	1	21	50	0
VN191028	2	13	1000	300
VN191029	1	21	30	0
VN191030	1	21	30	0
VN191032	1	21	20	0
VN191035	1	21	40	0
VN191036	1	21	4000	0
VN191036	2	13	5000	0
VN191036	3	5	11000	0
VN191036	4	6	8000	0
VN191037	1	6	500	0
VN191037	2	14	400	0
VN191037	3	21	200	0
VN191038	1	21	35	0
VN191041	1	21	10	0
VN191043	1	21	70	0
VN191043	2	1	200	0
VN191044	1	21	80	0
VN191045	1	21	30	0
VN191046	1	1	30	0
VN191047	1	21	60	0
VN191047	2	14	200	0
VN191049	1	21	50	0
VN191049	2	7	1000	0
VN191050	1	21	100	0
VN191052	1	21	150	0
VN191057	1	21	40	0
VN191070	1	21	50	0
VN201004	1	21	500	0
VN201005	1	14	300	0
VN201005	2	21	200	0
VN201006	1	19	500	0
VN201007	1	21	100	0
VN201009	1	14	400	0
VN201009	2	19	0	300
VN201011	1	14	400	0
VN201011	2	19	700	100
VN201011	3	21	400	0
VN201013	1	21	50	0
VN201016	1	19	300	0
VN201016	2	21	500	0
VN201023	1	13	1000	0
VN201025	1	14	300	0
VN201025	2	19	500	100
VN201025	3	21	200	0
VN201030	1	21	50	0
VN201038	1	14	200	0
VN201039	1	19	500	0
VN201039	2	21	100	0
VN201042	1	21	50	0
VN201044	1	21	100	0
VN201049	1	14	200	0
VN201049	2	19	500	100
VN201052	1	21	140	10
VN201052	2	19	200	100
VN201054	1	21	2000	0
VN201056	1	19	200	70
VN201056	2	21	300	0
VN201065	1	14	400	0
VN201065	2	21	600	200
VN201065	3	19	800	200
VN201068	1	14	200	0
VN201068	2	21	300	0
VN201071	1	14	200	0
VN201082	1	19	500	200
VN201082	2	21	1000	200
VN201082	3	5	500	0
VN201086	1	5	2000	0
VN201086	2	6	2000	0
VN201089	1	14	200	0
VN201090	1	21	200	0
