PLACEID	SCPRIDR4	PRBLCTLY	AGSTPRB	O4YRDIMS
2006	2	0	0	6
2006	3	1	0	4
2006	4	0	0	6
2006	5	0	0	6
2006	6	1	0	77
2006	7	1	0	77
2006	8	1	0	5
2006	9	1	0	4
2006	10	1	0	5
2006	11	88	 	 
2007	1	1	0	4
2007	2	0	0	6
2007	3	0	0	6
2007	4	0	0	6
2007	5	0	0	6
2007	6	0	0	6
2007	7	0	0	6
2007	8	1	0	4
2007	9	0	0	77
2007	10	88	 	 
2007	11	88	 	 
2008	1	1	0	4
2008	2	0	0	6
2008	3	1	0	5
2008	4	1	0	5
2008	5	0	0	6
2008	6	0	0	6
2008	7	0	0	77
2008	8	1	0	5
2008	9	1	0	5
2008	10	88	 	 
2008	11	88	 	 
8002	1	1	1	1
8002	2	0	0	88
8002	3	0	0	88
8002	4	0	0	79
8002	5	0	0	88
8002	6	0	0	88
8002	7	0	0	88
8002	8	1	0	88
8002	9	0	0	88
8002	10	1	1	1
8002	11	1	1	1
8003	1	1	1	1
8003	2	0	0	88
8003	3	1	1	1
8003	4	1	1	1
8003	5	0	0	88
8003	6	1	1	1
8003	7	1	1	1
8003	8	1	1	1
8003	9	0	0	88
8003	10	1	1	1
8003	11	1	1	1
8004	1	1	1	4
8004	2	1	0	88
8004	3	1	1	4
8004	4	0	0	88
8004	5	0	0	88
8004	6	1	1	4
8004	7	1	1	4
8004	8	1	0	88
8004	9	1	1	88
8004	10	1	1	2
8004	11	0	0	88
8006	1	1	1	5
8006	2	0	0	88
8006	3	1	1	5
8006	4	1	1	5
8006	5	0	0	88
8006	6	1	1	5
8006	7	1	1	5
8006	8	1	1	5
8006	9	1	1	5
8006	10	1	1	5
8006	11	88	 	 
8007	1	1	0	5
8007	2	0	0	6
8007	3	1	0	4
8007	4	1	0	1
8007	5	0	0	6
8007	6	1	0	5
8007	7	1	0	4
8007	8	1	0	4
8007	9	1	1	5
8007	10	0	0	6
8007	11	0	0	6
8008	1	1	1	1
8008	2	88	 	 
8008	3	0	1	1
8008	4	1	1	3
8008	5	0	0	6
8008	6	1	1	4
8008	7	1	1	5
8008	8	1	1	4
8008	9	1	1	5
8008	10	0	0	6
8008	11	0	0	6
8010	1	1	1	4
8010	2	0	0	4
8010	3	1	1	4
8010	4	0	1	6
8010	5	0	0	6
8010	6	1	1	77
8010	7	1	1	5
8010	8	1	1	4
8010	9	1	0	5
8010	10	88	 	 
8010	11	88	 	 
8011	1	1	1	1
8011	2	0	0	88
8011	3	1	0	5
8011	4	1	0	4
8011	5	0	0	88
8011	6	1	0	5
8011	7	1	0	5
8011	8	1	0	5
8011	9	1	0	5
8011	10	1	0	5
8011	11	1	1	5
8012	1	1	1	4
8012	2	0	1	6
8012	3	1	0	5
8012	4	1	1	0
8012	5	0	0	6
8012	6	1	1	2
8012	7	1	1	2
8012	8	1	0	4
8012	9	1	0	0
8012	10	1	0	4
8012	11	88	 	 
8014	1	1	0	2
8014	2	1	0	2
8014	3	0	0	6
8014	4	1	0	4
8014	5	0	0	6
8014	6	1	0	4
8014	7	1	0	4
8014	8	1	0	4
8014	9	0	0	6
8014	10	1	0	4
8014	11	88	 	 
8015	1	0	0	0
8015	2	0	0	6
8015	3	0	0	6
8015	4	0	0	6
8015	5	0	0	6
8015	6	0	0	6
8015	7	0	0	6
8015	8	0	0	6
8015	9	0	0	6
8015	10	1	0	4
8015	11	88	 	 
8016	1	1	1	4
8016	2	0	0	6
8016	3	1	1	4
8016	4	1	1	4
8016	5	0	0	6
8016	6	1	1	5
8016	7	1	1	5
8016	8	1	1	4
8016	9	1	1	4
8016	10	1	1	4
8016	11	88	 	 
8017	1	1	1	1
8017	2	0	0	0
8017	3	1	0	4
8017	4	1	0	4
8017	5	0	0	0
8017	6	1	0	5
8017	7	1	0	5
8017	8	1	1	4
8017	9	1	0	4
8017	10	1	0	4
8017	11	88	 	 
8018	1	1	1	4
8018	2	0	0	4
8018	3	0	0	6
8018	4	0	0	6
8018	5	0	0	6
8018	6	0	0	6
8018	7	0	0	6
8018	8	1	0	4
8018	9	0	0	6
8018	10	0	0	6
8018	11	0	0	6
8019	1	1	1	1
8019	2	0	0	88
8019	3	1	1	3
8019	4	1	1	1
8019	5	0	0	88
8019	6	1	1	2
8019	7	1	1	4
8019	8	1	0	4
8019	9	1	1	4
8019	10	1	1	5
8019	11	1	1	5
8020	1	1	0	5
8020	2	1	1	4
8020	3	0	0	6
8020	4	1	0	5
8020	5	0	0	6
8020	6	1	0	5
8020	7	1	0	5
8020	8	1	0	5
8020	9	0	0	6
8020	10	1	1	4
8020	11	0	0	88
8021	1	1	1	1
8021	2	0	0	4
8021	3	0	0	6
8021	4	0	1	6
8021	5	0	0	6
8021	6	1	0	4
8021	7	1	1	4
8021	8	1	1	4
8021	9	0	0	6
8021	10	1	0	5
8021	11	0	0	6
8022	1	0	0	88
8022	2	0	0	88
8022	3	0	0	88
8022	4	0	0	88
8022	5	0	0	88
8022	6	0	0	88
8022	7	0	0	88
8022	8	1	0	4
8022	9	0	0	88
8022	10	1	1	4
8022	11	88	 	 
8023	1	1	1	1
8023	2	0	0	88
8023	3	0	0	88
8023	4	0	0	88
8023	5	0	0	88
8023	6	0	0	88
8023	7	0	0	88
8023	8	0	0	88
8023	9	0	0	88
8023	10	1	1	1
8023	11	1	1	1
8024	1	1	1	1
8024	2	0	0	88
8024	3	0	0	88
8024	4	0	0	88
8024	5	0	0	88
8024	6	0	0	88
8024	7	0	0	88
8024	8	1	0	4
8024	9	0	0	88
8024	10	1	1	1
8024	11	1	1	1
8025	1	1	1	1
8025	2	1	1	1
8025	3	1	1	1
8025	4	1	1	1
8025	5	0	0	88
8025	6	1	1	1
8025	7	1	1	1
8025	8	1	1	1
8025	9	1	1	1
8025	10	1	1	1
8025	11	1	1	1
8026	1	1	0	5
8026	2	0	0	6
8026	3	1	0	5
8026	4	1	1	1
8026	5	0	0	6
8026	6	1	1	5
8026	7	1	0	5
8026	8	1	0	5
8026	9	1	0	5
8026	10	1	1	5
8026	11	1	1	1
8027	1	1	1	1
8027	2	1	1	1
8027	3	1	1	4
8027	4	1	1	4
8027	5	0	1	6
8027	6	1	1	4
8027	7	1	1	5
8027	8	1	1	4
8027	9	1	1	5
8027	10	0	0	77
8027	11	0	0	77
8028	1	1	1	1
8028	2	0	0	88
8028	3	0	0	88
8028	4	0	0	79
8028	5	0	0	88
8028	6	0	0	88
8028	7	1	1	1
8028	8	0	0	88
8028	9	0	0	88
8028	10	88	 	 
8028	11	88	 	 
