PLACEID	EDAVIDR4	EDCURAVL	EDHOWLNG	EDTRSNPT
1102	10	0	120	7
1102	11	1	 	 
1102	12	3	 	 
1102	13	3	 	 
1102	14	0	120	7
1102	15	0	120	7
1102	17	0	120	7
1102	18	0	120	7
1102	19	0	-88	88
1102	20	0	120	7
1102	21	3	 	 
1102	22	3	 	 
1102	63	3	 	 
1103	1	0	135	7
1103	2	3	 	 
1103	3	3	 	 
1103	4	1	 	 
1103	5	3	 	 
1103	6	3	 	 
1103	7	1	 	 
1103	8	3	 	 
1103	9	3	 	 
1103	10	0	180	7
1103	11	0	90	1
1103	12	3	 	 
1103	13	3	 	 
1103	14	0	180	7
1103	15	0	180	7
1103	17	0	180	7
1103	18	0	180	7
1103	19	0	-88	88
1103	20	0	180	7
1103	21	0	390	7
1103	22	3	 	 
1103	63	0	390	7
1104	1	3	 	 
1104	2	3	 	 
1104	3	3	 	 
1104	4	1	 	 
1104	5	3	 	 
1104	6	0	120	7
1104	7	1	 	 
1104	8	3	 	 
1104	9	3	 	 
1104	10	0	120	7
1104	11	1	 	 
1104	12	3	 	 
1104	13	3	 	 
1104	14	0	120	7
1104	15	0	120	7
1104	17	0	120	7
1104	18	0	120	7
1104	19	88	 	 
1104	20	0	120	7
1104	21	0	300	6
1104	22	3	 	 
1104	63	0	120	7
1105	1	0	210	6
1105	2	0	210	6
1105	3	0	40	1
1105	4	1	 	 
1105	5	3	 	 
1105	6	0	90	6
1105	7	1	 	 
1105	8	3	 	 
1105	9	3	 	 
1105	10	0	90	6
1105	11	1	 	 
1105	12	3	 	 
1105	13	3	 	 
1105	14	0	90	6
1105	15	0	90	6
1105	17	0	90	6
1105	18	0	90	6
1105	19	0	-88	88
1105	20	0	90	6
1105	21	0	90	6
1105	22	1	 	 
1105	63	0	90	6
1106	1	3	 	 
1106	2	3	 	 
1106	3	3	 	 
1106	4	1	 	 
1106	5	3	 	 
1106	6	3	 	 
1106	7	1	 	 
1106	8	3	 	 
1106	9	3	 	 
1106	10	0	240	7
1106	11	0	30	1
1106	12	3	 	 
1106	13	3	 	 
1106	14	0	240	7
1106	15	0	240	7
1106	17	0	240	7
1106	18	0	240	7
1106	19	0	-88	88
1106	20	0	240	7
1106	21	3	 	 
1106	22	3	 	 
1106	63	3	 	 
1107	1	3	 	 
1107	2	3	 	 
1107	3	3	 	 
1107	4	1	 	 
1107	5	3	 	 
1107	6	0	45	6
1107	7	1	 	 
1107	8	3	 	 
1107	9	3	 	 
1107	10	0	45	6
1107	11	1	 	 
1107	12	3	 	 
1107	13	3	 	 
1107	14	0	45	6
1107	15	0	45	6
1107	17	0	45	6
1107	18	0	45	6
1107	19	0	-88	88
1107	20	0	45	6
1107	21	0	180	6
1107	22	0	45	6
1107	63	0	45	6
1108	1	0	225	6
1108	2	0	225	6
1108	3	0	90	6
1108	4	1	 	 
1108	5	3	 	 
1108	6	0	90	6
1108	7	1	 	 
1108	8	3	 	 
1108	9	3	 	 
1108	10	0	90	6
1108	11	0	60	1
1108	12	3	 	 
1108	13	3	 	 
1108	14	0	90	6
1108	15	0	90	6
1108	17	0	90	6
1108	18	0	90	6
1108	19	0	-88	88
1108	20	0	90	6
1108	21	0	225	6
1108	22	3	 	 
1108	63	0	90	6
1202	1	0	10	1
1202	2	1	 	 
1202	3	1	 	 
1202	4	1	 	 
1202	5	0	15	1
1202	6	1	 	 
1202	7	1	 	 
1202	8	0	15	1
1202	9	3	 	 
1202	10	1	 	 
1202	11	1	 	 
1202	12	0	15	1
1202	13	3	 	 
1202	14	1	 	 
1202	15	0	10	7
1202	17	0	30	7
1202	18	0	30	7
1202	19	88	 	 
1202	20	3	 	 
1202	21	3	 	 
1202	22	3	 	 
1202	63	0	10	7
1203	1	1	 	 
1203	2	1	 	 
1203	3	1	 	 
1203	4	1	 	 
1203	5	0	5	5
1203	6	1	 	 
1203	7	1	 	 
1203	8	0	5	5
1203	9	0	20	7
1203	10	1	 	 
1203	11	1	 	 
1203	12	0	5	5
1203	13	0	20	7
1203	14	1	 	 
1203	15	0	10	7
1203	17	1	 	 
1203	18	0	20	7
1203	19	88	 	 
1203	20	1	 	 
1203	21	0	10	7
1203	22	0	20	7
1203	63	0	10	7
1302	1	0	30	7
1302	2	1	 	 
1302	3	1	 	 
1302	4	1	 	 
1302	5	1	 	 
1302	6	1	 	 
1302	7	1	 	 
1302	8	1	 	 
1302	9	1	 	 
1302	10	1	 	 
1302	11	1	 	 
1302	12	1	 	 
1302	13	1	 	 
1302	14	1	 	 
1302	15	1	 	 
1302	17	1	 	 
1302	18	0	90	7
1302	19	88	 	 
1302	20	1	 	 
1302	21	1	 	 
1302	22	1	 	 
1302	63	0	10	7
1303	1	0	30	7
1303	2	1	 	 
1303	3	1	 	 
1303	4	1	 	 
1303	5	0	10	7
1303	6	1	 	 
1303	7	1	 	 
1303	8	1	 	 
1303	9	1	 	 
1303	10	1	 	 
1303	11	1	 	 
1303	12	0	10	7
1303	13	0	10	7
1303	14	1	 	 
1303	15	0	10	7
1303	17	0	10	7
1303	18	0	90	7
1303	19	88	 	 
1303	20	0	10	7
1303	21	0	10	6
1303	22	1	 	 
1303	63	1	 	 
1304	1	1	 	 
1304	2	1	 	 
1304	3	1	 	 
1304	4	1	 	 
1304	5	0	45	7
1304	6	1	 	 
1304	7	1	 	 
1304	8	0	45	7
1304	9	1	 	 
1304	10	1	 	 
1304	11	1	 	 
1304	12	0	45	7
1304	13	1	 	 
1304	14	1	 	 
1304	15	1	 	 
1304	17	1	 	 
1304	18	0	45	7
1304	19	88	 	 
1304	20	1	 	 
1304	21	1	 	 
1304	22	1	 	 
1304	63	0	45	7
1402	1	1	 	 
1402	2	1	 	 
1402	3	1	 	 
1402	4	1	 	 
1402	5	0	20	7
1402	6	3	 	 
1402	7	1	 	 
1402	8	0	10	7
1402	9	0	10	7
1402	10	1	 	 
1402	11	0	5	1
1402	12	0	10	7
1402	13	0	5	7
1402	14	1	 	 
1402	15	0	20	7
1402	17	0	10	7
1402	18	0	20	7
1402	19	88	 	 
1402	20	0	5	1
1402	21	3	 	 
1402	22	77	 	 
1402	63	0	30	7
1403	1	0	10	1
1403	2	1	 	 
1403	3	1	 	 
1403	4	1	 	 
1403	5	0	15	7
1403	6	1	 	 
1403	7	1	 	 
1403	8	0	15	7
1403	9	1	 	 
1403	10	1	 	 
1403	11	1	 	 
1403	12	0	15	7
1403	13	1	 	 
1403	14	1	 	 
1403	15	0	30	7
1403	17	0	10	7
1403	18	0	30	7
1403	19	88	 	 
1403	20	0	3	1
1403	21	3	 	 
1403	22	1	 	 
1403	63	0	30	7
1404	1	0	10	5
1404	2	1	 	 
1404	3	1	 	 
1404	4	1	 	 
1404	5	0	40	7
1404	6	1	 	 
1404	7	1	 	 
1404	8	0	40	7
1404	9	0	40	7
1404	10	1	 	 
1404	11	1	 	 
1404	12	0	40	7
1404	13	1	 	 
1404	14	1	 	 
1404	15	0	30	7
1404	17	1	 	 
1404	18	88	 	 
1404	19	88	 	 
1404	20	1	 	 
1404	21	77	 	 
1404	22	77	 	 
1404	63	0	20	7
1501	1	1	 	 
1501	2	3	 	 
1501	3	0	10	1
1501	4	1	 	 
1501	5	3	 	 
1501	6	0	10	1
1501	7	1	 	 
1501	8	3	 	 
1501	9	0	20	5
1501	10	0	15	1
1501	11	1	 	 
1501	12	3	 	 
1501	13	0	20	5
1501	14	0	15	1
1501	15	1	 	 
1501	17	0	20	5
1501	18	3	 	 
1501	19	88	 	 
1501	20	0	10	1
1501	21	3	 	 
1501	22	3	 	 
1501	63	0	15	1
1502	1	1	 	 
1502	2	3	 	 
1502	3	3	 	 
1502	4	1	 	 
1502	5	3	 	 
1502	6	0	15	7
1502	7	1	 	 
1502	8	3	 	 
1502	9	0	15	7
1502	10	0	15	7
1502	11	0	15	7
1502	12	3	 	 
1502	13	0	15	7
1502	14	0	15	7
1502	15	0	15	7
1502	17	0	15	7
1502	18	3	 	 
1502	19	88	 	 
1502	20	0	15	7
1502	21	0	60	6
1502	22	3	 	 
1502	63	0	15	7
1503	1	0	10	5
1503	2	3	 	 
1503	3	0	10	5
1503	4	1	 	 
1503	5	3	 	 
1503	6	0	10	5
1503	7	1	 	 
1503	8	3	 	 
1503	9	0	10	5
1503	10	0	10	5
1503	11	0	10	5
1503	12	3	 	 
1503	13	0	10	5
1503	14	0	10	5
1503	15	0	10	5
1503	17	0	10	5
1503	18	3	 	 
1503	19	88	 	 
1503	20	0	10	5
1503	21	0	10	5
1503	22	3	 	 
1503	63	0	10	5
1504	1	0	20	6
1504	2	3	 	 
1504	3	0	20	6
1504	4	1	 	 
1504	5	3	 	 
1504	6	0	20	6
1504	7	1	 	 
1504	8	3	 	 
1504	9	0	20	6
1504	10	0	20	6
1504	11	1	 	 
1504	12	3	 	 
1504	13	0	20	6
1504	14	0	20	6
1504	15	0	20	6
1504	17	0	20	6
1504	18	0	80	6
1504	19	88	 	 
1504	20	0	20	6
1504	21	0	20	6
1504	22	3	 	 
1504	63	0	20	6
1505	1	0	20	6
1505	2	3	 	 
1505	3	0	20	6
1505	4	1	 	 
1505	5	3	 	 
1505	6	0	20	6
1505	7	1	 	 
1505	8	3	 	 
1505	9	0	20	6
1505	10	0	20	6
1505	11	1	 	 
1505	12	3	 	 
1505	13	0	20	6
1505	14	0	20	6
1505	15	0	20	6
1505	17	0	20	6
1505	18	0	80	6
1505	19	88	 	 
1505	20	0	20	6
1505	21	0	20	6
1505	22	3	 	 
1505	63	0	20	6
1506	1	0	15	1
1506	2	3	 	 
1506	3	0	15	1
1506	4	1	 	 
1506	5	3	 	 
1506	6	0	15	1
1506	7	1	 	 
1506	8	3	 	 
1506	9	0	15	1
1506	10	1	 	 
1506	11	1	 	 
1506	12	3	 	 
1506	13	0	15	1
1506	14	1	 	 
1506	15	1	 	 
1506	17	1	 	 
1506	18	3	 	 
1506	19	88	 	 
1506	20	1	 	 
1506	21	3	 	 
1506	22	3	 	 
1506	63	0	15	1
1507	1	0	30	5
1507	2	0	30	5
1507	3	0	30	5
1507	4	1	 	 
1507	5	3	 	 
1507	6	3	 	 
1507	7	1	 	 
1507	8	3	 	 
1507	9	0	30	5
1507	10	0	30	5
1507	11	0	30	5
1507	12	3	 	 
1507	13	0	30	5
1507	14	0	30	5
1507	15	0	30	5
1507	17	0	30	5
1507	18	3	 	 
1507	19	0	-88	88
1507	20	0	30	5
1507	21	0	30	5
1507	22	3	 	 
1507	63	0	30	5
1508	1	0	15	5
1508	2	3	 	 
1508	3	0	15	5
1508	4	1	 	 
1508	5	3	 	 
1508	6	0	15	5
1508	7	1	 	 
1508	8	3	 	 
1508	9	0	15	5
1508	10	0	15	5
1508	11	0	15	5
1508	12	3	 	 
1508	13	0	15	5
1508	14	0	15	5
1508	15	0	15	5
1508	17	0	15	5
1508	18	3	 	 
1508	19	88	 	 
1508	20	0	15	5
1508	21	3	 	 
1508	22	3	 	 
1508	63	0	15	5
1509	1	1	 	 
1509	2	3	 	 
1509	3	1	 	 
1509	4	1	 	 
1509	5	3	 	 
1509	6	1	 	 
1509	7	1	 	 
1509	8	3	 	 
1509	9	1	 	 
1509	10	1	 	 
1509	11	1	 	 
1509	12	3	 	 
1509	13	1	 	 
1509	14	1	 	 
1509	15	0	15	1
1509	17	1	 	 
1509	18	3	 	 
1509	19	88	 	 
1509	20	1	 	 
1509	21	0	40	6
1509	22	3	 	 
1509	63	1	 	 
1601	1	1	 	 
1601	2	0	150	7
1601	3	1	 	 
1601	4	0	150	7
1601	5	0	150	7
1601	6	0	150	7
1601	7	1	 	 
1601	8	0	150	7
1601	9	0	150	7
1601	10	0	150	7
1601	11	1	 	 
1601	12	0	150	7
1601	13	0	150	7
1601	14	0	150	7
1601	15	0	150	7
1601	17	0	150	7
1601	18	0	150	7
1601	19	88	 	 
1601	20	0	150	7
1601	21	0	150	7
1601	22	0	150	7
1601	63	0	150	7
1602	1	0	80	7
1602	2	0	80	7
1602	3	3	 	 
1602	4	1	 	 
1602	5	0	80	7
1602	6	0	80	7
1602	7	1	 	 
1602	8	0	80	7
1602	9	0	80	7
1602	10	0	80	7
1602	11	1	 	 
1602	12	0	80	7
1602	13	0	80	7
1602	14	0	80	7
1602	15	0	80	7
1602	17	0	80	7
1602	18	0	80	7
1602	19	0	80	7
1602	20	0	80	7
1602	21	0	80	7
1602	22	1	 	 
1602	63	0	80	7
1603	1	0	10	7
1603	2	0	90	7
1603	3	0	-77	77
1603	4	1	 	 
1603	5	0	90	7
1603	6	0	90	7
1603	7	1	 	 
1603	8	0	90	7
1603	9	0	90	7
1603	10	0	90	7
1603	11	1	 	 
1603	12	0	90	7
1603	13	0	90	7
1603	14	0	90	7
1603	15	0	90	7
1603	17	0	90	7
1603	18	0	90	7
1603	19	0	-88	88
1603	20	0	90	7
1603	21	0	90	7
1603	22	77	 	 
1603	63	0	90	7
1604	1	1	 	 
1604	2	0	60	7
1604	3	3	 	 
1604	4	1	 	 
1604	5	0	60	7
1604	6	0	60	7
1604	7	1	 	 
1604	8	0	60	7
1604	9	0	60	7
1604	10	0	60	7
1604	11	1	 	 
1604	12	0	60	7
1604	13	0	60	7
1604	14	0	60	7
1604	15	0	60	7
1604	17	0	60	7
1604	18	0	60	7
1604	19	88	 	 
1604	20	0	60	7
1604	21	0	60	7
1604	22	0	-77	77
1604	63	0	60	7
1605	1	1	 	 
1605	2	0	150	7
1605	3	0	150	7
1605	4	1	 	 
1605	5	0	150	7
1605	6	0	150	7
1605	7	1	 	 
1605	8	0	150	7
1605	9	0	150	7
1605	10	0	150	7
1605	11	1	 	 
1605	12	0	150	7
1605	13	0	150	7
1605	14	0	150	7
1605	15	0	150	7
1605	17	0	150	7
1605	18	0	150	7
1605	19	77	 	 
1605	20	0	150	7
1605	21	0	150	7
1605	22	77	 	 
1605	63	0	150	7
1606	1	1	 	 
1606	2	0	50	7
1606	3	3	 	 
1606	4	1	 	 
1606	5	0	50	7
1606	6	0	50	7
1606	7	1	 	 
1606	8	0	50	7
1606	9	0	50	7
1606	10	0	50	7
1606	11	1	 	 
1606	12	0	50	7
1606	13	0	50	7
1606	14	0	50	7
1606	15	0	50	7
1606	17	0	50	7
1606	18	0	50	7
1606	19	88	 	 
1606	20	0	50	7
1606	21	0	50	7
1606	22	0	-77	77
1606	63	0	50	7
1607	1	0	5	7
1607	2	0	30	7
1607	3	0	30	7
1607	4	0	30	7
1607	5	0	30	7
1607	6	0	30	7
1607	7	1	 	 
1607	8	0	30	7
1607	9	0	30	7
1607	10	0	30	7
1607	11	0	15	7
1607	12	0	30	7
1607	13	0	30	7
1607	14	0	30	7
1607	15	0	30	7
1607	17	0	30	7
1607	18	0	30	7
1607	19	88	 	 
1607	20	0	30	7
1607	21	0	30	7
1607	22	1	 	 
1607	63	0	30	7
1608	1	1	 	 
1608	2	0	40	7
1608	3	1	 	 
1608	4	0	15	7
1608	5	0	40	7
1608	6	0	40	7
1608	7	1	 	 
1608	8	0	40	7
1608	9	0	40	7
1608	10	0	40	7
1608	11	0	15	7
1608	12	0	40	7
1608	13	0	40	7
1608	14	0	40	7
1608	15	0	40	7
1608	17	0	40	7
1608	18	0	40	7
1608	19	88	 	 
1608	20	0	40	7
1608	21	0	40	7
1608	22	77	 	 
1608	63	0	40	7
1701	1	3	 	 
1701	2	3	 	 
1701	3	0	40	6
1701	4	1	 	 
1701	5	3	 	 
1701	6	0	40	6
1701	7	1	 	 
1701	8	3	 	 
1701	9	3	 	 
1701	10	1	 	 
1701	11	1	 	 
1701	12	3	 	 
1701	13	3	 	 
1701	14	0	40	6
1701	15	0	40	6
1701	17	0	20	6
1701	18	0	40	6
1701	19	88	 	 
1701	20	0	40	6
1701	21	0	20	6
1701	22	1	 	 
1701	63	3	 	 
1702	1	1	 	 
1702	2	3	 	 
1702	3	1	 	 
1702	4	1	 	 
1702	5	3	 	 
1702	6	3	 	 
1702	7	1	 	 
1702	8	3	 	 
1702	9	3	 	 
1702	10	3	 	 
1702	11	1	 	 
1702	12	3	 	 
1702	13	0	30	6
1702	14	0	30	6
1702	15	0	30	6
1702	17	1	 	 
1702	18	0	30	6
1702	19	88	 	 
1702	20	0	30	6
1702	21	3	 	 
1702	22	0	15	7
1702	63	3	 	 
1703	1	1	 	 
1703	2	3	 	 
1703	3	3	 	 
1703	4	1	 	 
1703	5	3	 	 
1703	6	3	 	 
1703	7	1	 	 
1703	8	3	 	 
1703	9	0	35	7
1703	10	0	35	7
1703	11	0	35	7
1703	12	3	 	 
1703	13	3	 	 
1703	14	3	 	 
1703	15	0	35	7
1703	17	0	35	7
1703	18	0	35	7
1703	19	3	 	 
1703	20	0	35	7
1703	21	0	35	7
1703	22	3	 	 
1703	63	3	 	 
1704	1	0	60	7
1704	2	77	 	 
1704	3	0	60	7
1704	4	1	 	 
1704	5	3	 	 
1704	6	0	60	7
1704	7	1	 	 
1704	8	3	 	 
1704	9	77	 	 
1704	10	0	60	7
1704	11	0	20	1
1704	12	3	 	 
1704	13	0	60	7
1704	14	0	60	7
1704	15	0	60	7
1704	17	0	60	7
1704	18	0	60	7
1704	19	3	 	 
1704	20	0	60	7
1704	21	0	60	7
1704	22	0	60	7
1704	63	0	60	7
1705	1	0	-77	88
1705	2	3	 	 
1705	3	0	180	7
1705	4	1	 	 
1705	5	3	 	 
1705	6	0	180	7
1705	7	1	 	 
1705	8	3	 	 
1705	9	3	 	 
1705	10	0	180	7
1705	11	1	 	 
1705	12	3	 	 
1705	13	3	 	 
1705	14	0	180	7
1705	15	0	180	7
1705	17	0	180	7
1705	18	0	180	7
1705	19	3	 	 
1705	20	0	180	7
1705	21	0	180	7
1705	22	1	 	 
1705	63	0	180	7
1706	1	1	 	 
1706	2	3	 	 
1706	3	0	20	1
1706	4	1	 	 
1706	5	3	 	 
1706	6	3	 	 
1706	7	1	 	 
1706	8	3	 	 
1706	9	3	 	 
1706	10	3	 	 
1706	11	0	15	6
1706	12	3	 	 
1706	13	3	 	 
1706	14	3	 	 
1706	15	0	50	7
1706	17	0	15	7
1706	18	0	50	7
1706	19	3	 	 
1706	20	0	50	7
1706	21	3	 	 
1706	22	0	30	6
1706	63	3	 	 
1708	1	3	 	 
1708	2	3	 	 
1708	3	0	90	1
1708	4	1	 	 
1708	5	3	 	 
1708	6	0	150	7
1708	7	1	 	 
1708	8	3	 	 
1708	9	3	 	 
1708	10	0	180	7
1708	11	0	45	1
1708	12	3	 	 
1708	13	3	 	 
1708	14	0	180	7
1708	15	0	180	7
1708	17	0	150	7
1708	18	0	180	7
1708	19	88	 	 
1708	20	0	180	7
1708	21	0	180	7
1708	22	1	 	 
1708	63	0	180	7
1709	1	3	 	 
1709	2	3	 	 
1709	3	0	45	1
1709	4	1	 	 
1709	5	3	 	 
1709	6	3	 	 
1709	7	1	 	 
1709	8	3	 	 
1709	9	3	 	 
1709	10	3	 	 
1709	11	1	 	 
1709	12	3	 	 
1709	13	3	 	 
1709	14	3	 	 
1709	15	3	 	 
1709	17	3	 	 
1709	18	3	 	 
1709	19	3	 	 
1709	20	3	 	 
1709	21	3	 	 
1709	22	1	 	 
1709	63	3	 	 
1710	1	1	 	 
1710	2	1	 	 
1710	3	1	 	 
1710	4	1	 	 
1710	5	3	 	 
1710	6	1	 	 
1710	7	1	 	 
1710	8	3	 	 
1710	9	3	 	 
1710	10	1	 	 
1710	11	1	 	 
1710	12	3	 	 
1710	13	1	 	 
1710	14	1	 	 
1710	15	1	 	 
1710	17	1	 	 
1710	18	1	 	 
1710	19	88	 	 
1710	20	1	 	 
1710	21	1	 	 
1710	22	1	 	 
1710	63	1	 	 
1711	1	0	60	7
1711	2	3	 	 
1711	3	3	 	 
1711	4	1	 	 
1711	5	3	 	 
1711	6	3	 	 
1711	7	1	 	 
1711	8	3	 	 
1711	9	3	 	 
1711	10	0	60	7
1711	11	1	 	 
1711	12	3	 	 
1711	13	3	 	 
1711	14	3	 	 
1711	15	0	60	7
1711	17	0	60	7
1711	18	0	60	7
1711	19	0	60	7
1711	20	3	 	 
1711	21	77	 	 
1711	22	0	60	7
1711	63	3	 	 
1801	1	0	60	1
1801	2	3	 	 
1801	3	0	75	13
1801	4	1	 	 
1801	5	3	 	 
1801	6	3	 	 
1801	7	1	 	 
1801	8	3	 	 
1801	9	3	 	 
1801	10	0	75	13
1801	11	0	60	1
1801	12	3	 	 
1801	13	3	 	 
1801	14	0	90	13
1801	15	0	105	13
1801	17	0	75	13
1801	18	0	75	13
1801	19	0	75	13
1801	20	0	75	13
1801	21	0	90	13
1801	22	0	-77	77
1801	63	0	75	13
1802	1	1	 	 
1802	2	0	30	7
1802	3	0	15	7
1802	4	1	 	 
1802	5	3	 	 
1802	6	3	 	 
1802	7	1	 	 
1802	8	3	 	 
1802	9	3	 	 
1802	10	0	30	7
1802	11	1	 	 
1802	12	3	 	 
1802	13	3	 	 
1802	14	0	30	7
1802	15	0	45	7
1802	17	0	20	7
1802	18	0	20	7
1802	19	0	20	7
1802	20	0	30	7
1802	21	0	30	7
1802	22	0	-77	77
1802	63	0	20	7
1803	1	1	 	 
1803	2	0	30	6
1803	3	1	 	 
1803	4	1	 	 
1803	5	3	 	 
1803	6	0	20	6
1803	7	1	 	 
1803	8	3	 	 
1803	9	3	 	 
1803	10	0	30	6
1803	11	1	 	 
1803	12	3	 	 
1803	13	3	 	 
1803	14	0	20	6
1803	15	0	30	6
1803	17	0	20	6
1803	18	0	20	6
1803	19	3	 	 
1803	20	0	20	6
1803	21	0	20	6
1803	22	77	 	 
1803	63	0	20	6
1804	1	1	 	 
1804	2	0	30	88
1804	3	0	30	88
1804	4	1	 	 
1804	5	3	 	 
1804	6	0	30	7
1804	7	1	 	 
1804	8	3	 	 
1804	9	3	 	 
1804	10	0	30	7
1804	11	0	20	7
1804	12	3	 	 
1804	13	3	 	 
1804	14	0	30	7
1804	15	0	20	7
1804	17	0	20	7
1804	18	0	20	7
1804	19	0	40	7
1804	20	0	20	7
1804	21	0	30	7
1804	22	0	-77	77
1804	63	0	20	7
1806	1	1	 	 
1806	2	0	45	13
1806	3	0	15	1
1806	4	1	 	 
1806	5	3	 	 
1806	6	0	-88	13
1806	7	0	-88	1
1806	8	3	 	 
1806	9	3	 	 
1806	10	0	45	13
1806	11	0	15	1
1806	12	3	 	 
1806	13	3	 	 
1806	14	0	35	13
1806	15	0	45	13
1806	17	0	35	13
1806	18	0	35	13
1806	19	3	 	 
1806	20	0	35	13
1806	21	0	35	13
1806	22	0	-77	77
1806	63	0	35	13
1807	1	1	 	 
1807	2	0	5	6
1807	3	1	 	 
1807	4	1	 	 
1807	5	3	 	 
1807	6	0	5	6
1807	7	1	 	 
1807	8	3	 	 
1807	9	3	 	 
1807	10	0	5	6
1807	11	1	 	 
1807	12	3	 	 
1807	13	3	 	 
1807	14	0	5	6
1807	15	0	5	6
1807	17	1	 	 
1807	18	1	 	 
1807	19	0	-88	6
1807	20	1	 	 
1807	21	1	 	 
1807	22	77	 	 
1807	63	1	 	 
1901	1	3	 	 
1901	2	3	 	 
1901	3	1	 	 
1901	4	1	 	 
1901	5	3	 	 
1901	6	1	 	 
1901	7	1	 	 
1901	8	3	 	 
1901	9	0	8	6
1901	10	1	 	 
1901	11	1	 	 
1901	12	3	 	 
1901	13	0	8	6
1901	14	0	5	6
1901	15	0	15	6
1901	17	0	8	6
1901	18	0	8	6
1901	19	3	 	 
1901	20	0	15	6
1901	21	0	15	6
1901	22	1	 	 
1901	63	0	15	6
1902	1	3	 	 
1902	2	0	5	6
1902	3	1	 	 
1902	4	1	 	 
1902	5	3	 	 
1902	6	0	10	1
1902	7	1	 	 
1902	8	3	 	 
1902	9	0	10	6
1902	10	0	5	1
1902	11	0	15	1
1902	12	3	 	 
1902	13	0	10	6
1902	14	0	10	6
1902	15	0	10	6
1902	17	3	 	 
1902	18	0	1	5
1902	19	3	 	 
1902	20	0	10	6
1902	21	0	10	6
1902	22	0	5	6
1902	63	0	10	6
1903	1	0	60	8
1903	2	0	60	8
1903	3	1	 	 
1903	4	0	60	8
1903	5	3	 	 
1903	6	0	60	8
1903	7	1	 	 
1903	8	3	 	 
1903	9	0	90	8
1903	10	0	90	8
1903	11	0	90	8
1903	12	3	 	 
1903	13	0	90	8
1903	14	0	90	8
1903	15	3	 	 
1903	17	0	90	8
1903	18	0	90	8
1903	19	3	 	 
1903	20	3	 	 
1903	21	3	 	 
1903	22	3	 	 
1903	63	0	90	8
1904	1	3	 	 
1904	2	3	 	 
1904	3	1	 	 
1904	4	1	 	 
1904	5	3	 	 
1904	6	1	 	 
1904	7	1	 	 
1904	8	3	 	 
1904	9	0	50	6
1904	10	1	 	 
1904	11	1	 	 
1904	12	3	 	 
1904	13	3	 	 
1904	14	3	 	 
1904	15	3	 	 
1904	17	0	50	6
1904	18	0	50	6
1904	19	3	 	 
1904	20	3	 	 
1904	21	1	 	 
1904	22	3	 	 
1904	63	3	 	 
1905	1	3	 	 
1905	2	3	 	 
1905	3	1	 	 
1905	4	1	 	 
1905	5	3	 	 
1905	6	0	5	6
1905	7	1	 	 
1905	8	3	 	 
1905	9	3	 	 
1905	10	0	5	6
1905	11	0	5	6
1905	12	3	 	 
1905	13	3	 	 
1905	14	0	10	6
1905	15	0	10	6
1905	17	0	10	6
1905	18	0	10	6
1905	19	0	-88	88
1905	20	0	10	6
1905	21	0	10	6
1905	22	1	 	 
1905	63	0	10	6
2001	1	0	-77	88
2001	2	0	-77	88
2001	3	0	20	1
2001	4	1	 	 
2001	5	3	 	 
2001	6	0	5	1
2001	7	1	 	 
2001	8	3	 	 
2001	9	0	40	7
2001	10	1	 	 
2001	11	0	10	7
2001	12	3	 	 
2001	13	0	40	7
2001	14	1	 	 
2001	15	0	15	1
2001	17	0	15	1
2001	18	0	15	1
2001	19	88	 	 
2001	20	0	40	7
2001	21	3	 	 
2001	22	0	-77	88
2001	63	0	60	7
2002	1	0	10	1
2002	2	0	15	7
2002	3	1	 	 
2002	4	1	 	 
2002	5	3	 	 
2002	6	1	 	 
2002	7	1	 	 
2002	8	3	 	 
2002	9	0	-88	88
2002	10	1	 	 
2002	11	0	10	7
2002	12	3	 	 
2002	13	3	 	 
2002	14	1	 	 
2002	15	0	20	7
2002	17	0	20	7
2002	18	0	30	7
2002	19	0	-88	88
2002	20	0	10	7
2002	21	0	40	7
2002	22	1	 	 
2002	63	0	50	7
2003	1	1	 	 
2003	2	0	-77	88
2003	3	1	 	 
2003	4	1	 	 
2003	5	3	 	 
2003	6	1	 	 
2003	7	1	 	 
2003	8	3	 	 
2003	9	0	-88	88
2003	10	1	 	 
2003	11	1	 	 
2003	12	3	 	 
2003	13	0	12	1
2003	14	0	10	1
2003	15	0	20	7
2003	17	0	20	7
2003	18	0	25	7
2003	19	88	 	 
2003	20	0	-88	88
2003	21	0	30	7
2003	22	0	-77	88
2003	63	0	25	7
2004	1	1	 	 
2004	2	0	45	7
2004	3	0	45	7
2004	4	1	 	 
2004	5	3	 	 
2004	6	0	45	7
2004	7	1	 	 
2004	8	3	 	 
2004	9	0	45	7
2004	10	0	45	7
2004	11	0	45	7
2004	12	3	 	 
2004	13	0	45	7
2004	14	0	15	1
2004	15	0	20	1
2004	17	0	20	1
2004	18	0	20	1
2004	19	3	 	 
2004	20	0	45	7
2004	21	77	 	 
2004	22	3	 	 
2004	63	0	60	1
2005	1	0	5	1
2005	2	0	-77	88
2005	3	0	15	7
2005	4	0	10	1
2005	5	3	 	 
2005	6	0	10	1
2005	7	1	 	 
2005	8	3	 	 
2005	9	0	10	1
2005	10	0	10	1
2005	11	0	12	1
2005	12	3	 	 
2005	13	0	-88	88
2005	14	0	10	7
2005	15	0	15	7
2005	17	0	30	7
2005	18	0	25	7
2005	19	88	 	 
2005	20	0	-77	88
2005	21	0	20	7
2005	22	0	-77	88
