placeid	rsid	module	section	ageres	sexres	capac
PE19C02	8	1	1	40	2	10
PE19C02	9	1	5	-88	88	7
PE19C02	10	1	5	-88	88	7
PE19C02	11	1	5	-88	88	7
PE19C02	12	1	1	50	1	1
PE19C02	13	1	2	59	1	1
PE19C02	14	2	4	52	1	4
PE19C02	15	1	5	-88	88	7
PE19C02	16	1	5	-88	88	7
PE19C02	17	1	5	-88	88	7
PE19C02	18	1	5	-88	88	7
PE19C02	19	2	5	47	2	3
PE19C02	20	2	6	40	2	2
PE19C03	1	1	1	46	1	9
PE19C03	2	1	2	58	1	9
PE19C03	3	1	3	49	2	10
PE19C03	4	2	5	25	2	3
PE19C03	5	2	5	27	1	3
PE19C03	6	2	3	49	2	4
PE19C03	7	2	1	26	2	6
PE19C03	8	2	4	58	1	4
PE19C03	9	2	6	40	2	2
PE19C03	10	1	5	45	2	7
PE19C03	11	1	5	25	2	7
PE19C03	12	1	5	-88	88	7
PE19C03	13	1	5	-88	88	7
PE19C03	14	1	5	40	1	7
PE19C03	15	1	5	28	2	7
PE19C03	16	1	5	34	2	7
PE19C03	17	1	5	48	2	7
PE19C03	18	1	5	-88	88	7
PE19C03	19	1	5	-88	88	7
PE19C03	20	1	5	-88	88	7
PE19C03	21	1	5	42	2	7
PE19C04	1	2	5	36	2	3
PE19C04	2	2	5	46	1	3
PE19C04	3	2	3	50	1	4
PE19C04	4	2	4	48	1	4
PE19C04	5	1	5	29	2	7
PE19C04	6	1	5	48	2	7
PE19C04	7	1	5	43	1	7
PE19C04	8	1	5	61	1	7
PE19C04	9	1	5	25	1	7
PE19C04	10	1	5	48	1	7
PE19C04	11	1	5	62	2	7
PE19C04	12	2	5	32	2	3
PE19C04	13	1	5	37	2	3
PE19C04	14	1	2	53	1	1
PE19C04	15	1	1	45	1	1
PE19C04	16	1	5	24	2	7
PE19C04	17	2	6	53	2	2
PE19C05	1	1	3	47	2	3
PE19C05	2	2	3	48	2	4
PE19C05	3	1	3	49	2	10
PE19C05	4	1	5	18	2	7
PE19C05	5	1	5	40	1	7
PE19C05	6	1	5	28	2	7
PE19C05	7	1	5	34	2	7
PE19C05	8	1	5	48	2	7
PE19C05	9	1	5	-88	88	7
PE19C05	10	1	5	-88	88	7
PE19C05	11	1	5	-88	88	7
PE19C05	12	1	5	25	2	7
PE19C05	13	1	5	-88	88	7
PE19C05	14	2	4	58	1	4
PE19C05	15	2	6	40	2	2
PE19C05	16	2	1	45	2	6
PE19C05	17	1	1	57	1	9
PE19C05	18	1	5	42	2	7
PE20C01	1	2	3	48	1	4
PE20C01	2	2	3	-79	1	8
PE20C01	3	2	5	40	2	3
PE20C01	4	2	5	40	2	3
PE20C01	5	1	5	53	1	3
PE20C01	6	2	4	53	1	4
PE20C01	7	2	4	54	1	4
PE20C01	8	1	1	29	2	6
PE20C01	9	1	5	-88	88	7
PE20C01	10	1	5	-88	88	7
PE20C01	11	1	5	-88	88	7
PE20C01	12	1	5	-88	88	7
PE20C01	13	1	5	-88	88	7
PE20C01	14	1	5	-88	88	7
PE20C01	15	1	5	-88	88	7
PE20C01	16	1	5	-88	88	7
PE20C01	17	1	5	-88	88	7
PE20C01	18	1	5	-88	88	7
PE20C01	19	1	1	40	1	9
PE20C01	20	2	6	31	1	2
PE20C01	21	1	1	40	1	2
PE20C02	1	1	1	47	1	9
PE20C02	2	1	1	46	1	10
PE20C02	3	2	5	43	2	3
PE20C02	4	2	5	45	2	3
PE20C02	5	2	5	53	1	3
PE20C02	6	2	5	54	1	4
PE20C02	7	2	5	-88	88	7
PE20C02	8	1	5	-88	88	7
PE20C02	9	1	5	-88	88	7
PE20C02	10	1	5	-88	88	7
PE20C02	11	2	6	31	1	8
PE20C02	12	2	4	53	1	4
PE20C02	13	2	4	54	1	4
PE20C02	14	1	5	-88	88	7
PE20C02	15	1	5	-88	88	7
PE20C02	16	1	5	-88	88	7
PE20C02	17	1	5	-88	88	7
PE20C02	18	1	1	40	1	2
PE20C03	1	2	5	29	1	3
PE20C03	2	2	5	33	2	3
PE20C03	3	1	1	36	2	8
PE20C03	4	1	1	64	2	10
PE20C03	5	1	1	35	2	8
PE20C03	6	1	1	37	2	8
PE20C03	7	1	1	52	1	9
PE20C03	8	2	1	49	1	4
PE20C03	9	2	4	45	1	4
PE20C03	10	1	5	23	2	7
PE20C03	11	2	6	31	1	8
PE20C03	12	1	5	-88	88	7
PE20C03	13	1	5	-88	88	7
PE20C03	14	1	5	-88	88	7
PE20C03	15	1	5	-88	88	7
PE20C03	16	1	5	-88	88	7
PE20C03	17	1	5	-88	88	7
PE20C03	18	1	5	-88	88	7
PE20C03	19	1	1	40	1	2
PE20C04	1	2	3	44	2	4
PE20C04	2	2	4	45	1	4
PE20C04	3	1	5	-79	1	7
PE20C04	4	2	5	40	2	3
PE20C04	5	2	5	53	2	3
PE20C04	6	2	6	31	1	2
PE20C04	7	1	4	32	2	9
PE20C04	8	1	1	31	2	8
PE20C04	9	1	2	50	2	9
PE20C04	10	1	2	29	2	10
PE20C04	11	1	2	50	1	9
PE20C04	12	1	5	-88	88	7
PE20C04	13	1	5	-88	88	7
PE20C04	14	1	5	-88	88	7
PE20C04	15	1	5	-88	88	7
PE20C04	16	1	5	-88	88	7
PE20C04	17	1	5	-88	88	7
PE20C04	18	1	5	-88	88	7
PE20C04	19	1	5	-88	88	7
PE20C04	20	1	3	53	1	3
PE20C05	1	2	3	33	2	4
PE20C05	2	1	2	40	2	9
PE20C05	3	1	1	35	2	9
PE20C05	4	2	3	31	1	4
PE20C05	5	2	5	29	1	3
PE20C05	6	2	5	33	2	3
PE20C05	7	1	1	-79	1	9
PE20C05	8	1	1	42	2	10
PE20C05	9	2	4	45	1	4
PE20C05	10	2	6	31	1	2
PE20C05	11	1	5	-88	88	7
PE20C05	12	1	5	-88	88	7
PE20C05	13	1	5	-88	88	7
PE20C05	14	1	5	-88	88	7
PE20C05	15	1	5	-88	88	7
PE20C05	16	1	5	-88	88	7
PE20C05	17	1	5	-88	88	7
PE20C05	18	1	5	-88	88	7
PE20C05	19	1	1	40	1	2
PE20C06	1	1	1	35	2	9
PE20C06	2	1	5	-88	88	7
PE20C06	3	1	1	60	1	9
PE20C06	4	1	1	40	2	9
PE20C06	5	1	5	-88	88	7
PE20C06	6	1	5	-88	88	7
PE20C06	7	1	5	-88	88	7
PE20C06	8	1	5	-88	88	7
PE20C06	9	1	5	-88	88	7
PE20C06	10	1	5	-88	88	7
PE20C06	11	2	3	52	1	4
PE20C06	12	2	3	54	1	4
PE20C06	13	2	4	56	1	4
PE20C06	14	2	4	51	1	4
PE20C06	15	1	1	40	1	2
PE20C06	16	2	5	44	2	3
PE20C06	17	2	6	31	1	2
PE20C06	18	1	5	-88	88	7
PE20C06	19	1	5	-88	88	7
PE80C02	1	1	1	41	1	2
PE80C02	2	1	1	52	1	10
PE80C02	3	2	6	51	2	2
PE80C02	4	1	4	16	1	8
PE80C02	5	2	5	55	2	3
PE80C02	6	2	5	29	2	2
PE80C02	7	1	2	51	2	10
PE80C02	8	1	5	25	2	7
PE80C02	9	1	5	46	1	7
PE80C02	10	1	2	55	1	2
PE80C02	11	1	3	36	2	2
PE80C02	12	1	5	57	1	7
PE80C02	13	1	5	35	2	7
PE80C02	14	2	1	50	1	4
PE80C02	15	2	1	45	1	4
PE80C02	16	1	5	51	1	7
PE80C02	17	1	5	43	2	7
PE80C03	1	2	1	39	1	4
PE80C03	2	2	4	51	1	4
PE80C03	3	2	6	46	1	2
PE80C03	4	1	1	44	1	2
PE80C03	5	1	1	39	2	2
PE80C03	6	1	1	42	1	1
PE80C03	7	1	1	42	2	10
PE80C03	8	1	1	58	1	10
PE80C03	9	1	1	50	1	10
PE80C03	10	1	1	47	2	10
PE80C03	11	2	5	50	1	3
PE80C03	12	2	5	27	2	3
PE80C03	13	1	5	36	1	7
PE80C03	14	1	5	45	1	7
PE80C03	15	1	5	24	2	7
PE80C03	16	1	5	48	2	7
PE80C03	17	1	5	50	1	7
PE80C03	18	1	5	-88	88	7
PE80C04	1	2	1	49	1	4
PE80C04	2	1	5	40	2	3
PE80C04	3	1	5	22	2	7
PE80C04	4	1	5	33	2	7
PE80C04	5	2	5	24	2	3
PE80C04	6	2	5	44	1	3
PE80C04	7	2	5	37	1	3
PE80C04	8	2	5	29	1	3
PE80C04	9	2	1	57	1	4
PE80C04	10	1	1	33	1	2
PE80C04	11	1	5	52	2	2
PE80C04	12	1	5	48	1	7
PE80C04	13	1	5	58	2	7
PE80C04	14	1	1	60	1	2
PE80C04	15	1	5	38	1	7
PE80C04	16	1	5	35	1	7
PE80C04	17	1	1	27	2	2
PE80C04	18	2	4	47	2	4
PE80C04	19	1	5	43	2	7
PE80C06	1	2	5	58	1	3
PE80C06	2	1	1	38	1	2
PE80C06	3	1	1	50	1	9
PE80C06	4	1	1	51	1	10
PE80C06	5	1	1	39	1	10
PE80C06	6	1	1	29	2	2
PE80C06	7	2	1	54	1	4
PE80C06	8	2	6	44	2	2
PE80C06	9	1	2	46	2	10
PE80C06	10	1	5	32	2	7
PE80C06	11	1	5	38	2	7
PE80C06	12	1	5	49	1	7
PE80C06	13	1	5	36	2	7
PE80C06	14	1	5	-88	88	7
PE80C06	15	1	5	51	1	7
PE80C06	16	1	1	53	1	10
PE80C06	17	1	5	24	1	7
PE80C07	1	1	1	52	1	1
PE80C07	2	1	1	50	2	2
PE80C07	3	1	3	58	2	4
PE80C07	4	1	3	28	1	3
PE80C07	5	2	5	27	2	3
PE80C07	6	1	5	49	2	3
PE80C07	7	1	5	21	2	7
PE80C07	8	1	5	40	2	7
PE80C07	9	1	5	36	2	7
PE80C07	10	1	5	-88	88	7
PE80C07	11	1	5	28	2	7
PE80C07	12	1	2	28	2	10
PE80C07	13	1	5	31	1	10
PE80C08	1	2	5	58	1	3
PE80C08	2	2	5	53	2	3
PE80C08	3	2	5	50	2	3
PE80C08	4	2	5	52	2	3
PE80C08	5	2	5	28	2	3
PE80C08	6	2	5	31	1	8
PE80C08	7	2	5	39	2	8
PE80C08	8	2	2	47	1	4
PE80C08	9	1	1	45	1	1
PE80C08	10	1	1	46	1	1
PE80C08	11	2	6	54	2	8
PE80C08	12	2	6	50	1	8
PE80C08	13	1	5	-88	88	7
PE80C08	14	1	5	-88	88	7
PE80C08	15	1	5	-88	88	7
PE80C08	16	1	5	-88	88	7
PE80C08	17	1	5	-88	88	7
PE80C08	18	1	5	-88	88	7
PE80C08	19	1	5	35	2	7
PE80C08	20	1	5	-88	88	7
PE80C08	21	1	5	-88	88	7
PE80C08	22	1	5	-88	88	7
PE80C08	23	1	5	-88	88	7
PE80C10	1	1	5	-88	88	7
PE80C10	2	1	5	-88	88	7
PE80C10	3	1	5	-88	88	7
PE80C10	4	1	5	-88	88	7
PE80C10	5	1	5	-88	88	7
PE80C10	6	1	5	-88	88	7
PE80C10	7	2	2	46	1	4
PE80C10	8	2	2	58	2	4
PE80C10	9	1	5	-88	88	7
PE80C10	10	1	5	30	2	7
PE80C10	11	1	5	-88	88	7
PE80C10	12	1	5	-88	88	7
PE80C10	13	1	5	35	1	8
PE80C10	14	1	5	42	2	7
PE80C10	15	1	2	62	2	10
PE80C10	16	2	5	64	1	3
PE80C10	17	2	5	47	2	3
PE80C10	18	2	5	53	2	3
PE80C10	19	2	5	50	1	3
PE80C10	20	2	5	45	1	3
PE80C10	21	2	5	35	1	3
PE80C10	22	2	5	49	1	3
PE80C10	23	2	6	53	2	2
PE80C10	24	1	1	49	1	1
PE80C10	25	1	1	30	1	2
PE80C10	26	1	2	47	1	2
PE80C10	28	1	5	57	1	2
PE80C11	1	1	1	62	1	1
PE80C11	2	1	1	52	1	9
PE80C11	3	1	1	77	2	1
PE80C11	4	1	5	40	1	10
PE80C11	5	1	5	39	1	10
PE80C11	6	1	1	42	1	10
PE80C11	7	1	5	40	2	7
PE80C11	8	1	5	15	1	7
PE80C11	9	1	5	39	2	7
PE80C11	10	2	5	-88	88	7
PE80C11	11	1	2	28	2	10
PE80C11	12	2	5	25	2	3
PE80C11	13	1	5	33	2	7
PE80C11	14	1	5	37	2	7
PE80C11	15	1	5	45	1	7
PE80C11	16	2	1	49	1	4
PE80C11	17	1	4	29	2	10
PE80C11	18	1	1	70	1	10
PE80C11	19	2	6	36	2	2
PE80C12	1	2	3	60	2	4
PE80C12	2	2	4	50	1	4
PE80C12	3	2	4	42	2	4
PE80C12	4	2	5	27	1	3
PE80C12	5	2	5	52	1	3
PE80C12	6	1	5	60	1	3
PE80C12	7	1	1	35	1	2
PE80C12	8	1	1	45	1	1
PE80C12	9	2	6	48	2	2
PE80C12	10	1	5	28	2	7
PE80C12	11	1	5	34	1	7
PE80C12	12	1	5	-88	88	7
PE80C12	13	1	5	-88	88	7
PE80C12	14	1	5	-88	88	7
PE80C12	15	1	5	-88	88	7
PE80C12	16	1	5	-88	88	7
PE80C12	17	1	1	27	2	10
PE80C14	1	2	1	55	1	4
PE80C14	2	1	2	64	1	8
PE80C14	3	1	1	41	1	8
PE80C14	4	1	5	31	2	8
PE80C14	5	2	6	27	2	8
PE80C14	6	2	2	40	2	4
PE80C14	7	2	2	42	1	4
PE80C14	8	2	5	28	1	3
PE80C14	9	2	5	45	2	3
PE80C14	10	1	3	35	2	3
PE80C14	11	1	4	29	2	3
PE80C14	12	2	5	52	1	3
PE80C14	13	2	5	48	1	3
PE80C14	14	1	4	22	2	10
PE80C14	15	1	5	64	1	7
PE80C14	16	1	5	51	1	7
PE80C14	17	1	5	51	2	7
PE80C14	18	1	5	18	1	7
PE80C14	19	1	5	-79	1	7
PE80C15	1	2	3	44	2	4
PE80C15	2	2	1	37	2	4
PE80C15	3	1	1	36	2	8
PE80C15	4	1	1	32	1	9
PE80C15	5	1	2	40	2	10
PE80C15	6	1	3	43	2	10
PE80C15	7	1	4	46	1	10
PE80C15	8	1	5	45	2	7
PE80C15	9	1	5	37	2	10
PE80C15	10	1	5	47	2	10
PE80C15	11	2	6	19	2	10
PE80C15	12	1	5	52	2	7
PE80C15	13	2	4	40	2	4
PE80C15	14	2	4	42	1	4
PE80C15	15	2	5	28	1	3
PE80C15	16	2	5	45	2	3
PE80C16	1	2	1	36	1	10
PE80C16	2	1	1	42	1	4
PE80C16	3	2	1	48	1	4
PE80C16	4	2	5	45	1	3
PE80C16	5	2	5	32	2	3
PE80C16	6	1	1	40	2	2
PE80C16	7	2	5	-79	1	3
PE80C16	8	1	5	-79	1	7
PE80C16	9	1	5	48	1	7
PE80C16	10	1	5	58	1	7
PE80C16	11	1	1	56	1	2
PE80C16	12	1	5	-88	88	3
