CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	LIVHSER5	YRDIEDR5	CAREGVR5	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	PANELSIB	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	THSCOMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPLSTR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR5	PERFR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMTOBR5	MOTTOBR5	OFTSMKR5	MEMALCR5	OFTALCR5
40069	1	 	1	1	 	0	46	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	1
40069	2	 	1	1	 	1	41	 	2	1	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40069	3	 	7	1	 	0	13	 	2	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	1	 	 	 	3	1	324	0	2	9	1	1	0	0	7	2	5	0	 	0	 	 	 	 	0	0	 	0	6
40069	4	 	7	1	 	0	1	 	1	 	 	 	 	 	 	 	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40070	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	0	33	11	3	 	 	 	 	 	10	0	4	0	5	0	0	4	 	 	 	 	 	 	 	 	 	 	 	 
40070	1	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	2
40070	2	 	1	1	 	1	39	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40070	3	 	7	1	 	0	20	 	1	 	0	 	 	 	0	0	 	5	0	2	1	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40070	4	 	7	1	 	0	10	 	2	 	1	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	4	1	 	 	 	3	1	0	0	3	10	0	1	0	0	5	3	4	0	 	0	 	 	 	 	 	 	 	 	 
40071	0	 	0	1	 	 	16	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	0	8	12	3	 	 	 	 	 	12	0	2	8	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 
40071	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	4
40071	2	 	1	1	 	1	44	 	2	0	0	 	 	 	1	0	0	2	1	4	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40071	3	 	7	1	 	0	11	 	2	 	1	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	4	1	 	 	 	3	1	0	500	1	12	0	0	0	0	8	1	3	0	 	0	 	 	 	 	 	 	 	 	 
40071	4	 	5	1	 	0	64	 	2	 	0	 	 	 	0	0	 	3	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40071	15	 	7	2	 	0	19	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40073	0	 	0	1	 	 	16	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	270	0	3	10	0	0	1	0	7	2	4	 	 	 	 	 	 	 	 	 	 	 	 
40073	1	 	1	1	 	0	46	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	9	8	2	4	0	0	 	1	4
40073	2	 	1	1	 	1	44	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40073	3	 	7	2	 	0	23	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40073	4	 	7	1	 	0	19	 	1	 	0	 	 	 	0	0	 	5	0	2	1	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40073	5	 	7	1	 	0	12	 	2	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	6	1	 	 	 	3	1	270	0	3	11	0	2	0	0	6	2	3	0	 	0	 	 	 	 	0	0	 	0	6
40075	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	5	0	21	11	3	 	 	 	 	 	9	2	3	3.5	0	0	0	6	 	 	 	 	 	 	 	 	 	 	 	 
40075	1	 	1	1	 	0	50	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	2
40075	2	 	1	1	 	1	48	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40075	3	 	7	1	 	0	22	 	2	 	1	 	 	 	0	0	 	5	1	2	1	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40075	4	 	13	1	 	0	2	 	2	 	 	 	 	 	 	 	 	7	 	3	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40076	0	 	0	1	 	 	14	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	0	5	14	3	 	 	 	 	 	10	1	4	0	0	0	0	8	 	 	 	 	 	 	 	 	 	 	 	 
40076	1	 	1	1	 	0	49	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	2
40076	2	 	1	1	 	1	39	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	4	2	0	 	0	0	 	0	6
40076	3	 	7	1	 	0	10	 	2	 	1	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	4	1	 	 	 	3	2	0	0	2	9	0	1	0	0	4	2	9	0	 	0	 	 	 	 	 	 	 	 	 
40076	4	 	7	1	 	0	7	 	2	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	1	1	 	 	 	3	 	0	0	 	9	0	0	0	0	4	1	9	 	 	 	 	 	 	 	 	 	 	 	 
40077	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	7	0	98	98	 	 	 	0	 	 	 	4	 	 	 	 	 	 	 	8	0	1	0	12	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 
40077	1	 	1	4	 	0	41	 	1	 	0	3	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40077	2	 	1	4	 	0	41	 	2	-77	0	5	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40077	3	 	6	1	 	0	86	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40077	4	 	6	1	 	1	81	 	2	 	0	 	 	 	0	0	 	2	1	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	3	1	1	0	0	 	0	6
40077	5	 	13	4	 	0	49	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40078	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	2	270	0	3	8	0	3	0	0	4.5	1	7	 	 	 	 	 	 	 	 	 	 	 	 
40078	1	 	1	1	 	0	52	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	28	3	1	1	1	0	1	1	2
40078	2	 	1	1	 	1	48	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	19	13	1	1	0	0	 	0	6
40078	3	 	7	4	 	0	26	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40078	4	 	7	1	 	0	25	 	1	 	0	 	 	 	0	0	 	5	0	2	1	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40078	5	 	7	2	 	0	22	 	2	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40079	0	 	0	1	 	 	16	 	2	 	0	 	 	 	0	0	 	5	0	4	3	 	 	 	1	6	10	1	 	 	 	3	2	432	486	3	10	0	0	0	0	5	4	4	 	 	 	 	 	 	 	 	 	 	 	 
40079	1	 	6	4	 	0	79	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40079	2	 	6	4	 	0	76	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40079	3	 	1	1	 	0	44	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	1	3
40079	4	 	1	1	 	1	42	 	2	0	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	4
40079	5	 	13	4	 	0	41	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40079	6	 	13	4	 	0	38	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40081	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	2	270	0	2	8	0	3	0	0	5	4	3	 	 	 	 	 	 	 	 	 	 	 	 
40081	1	 	1	1	 	0	52	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	4
40081	2	 	1	1	 	1	50	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	9	4	2	1	0	0	 	0	6
40081	3	 	7	1	 	0	25	 	1	 	0	 	 	 	0	0	 	5	0	98	98	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40081	4	 	7	2	 	0	23	 	2	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40082	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	270	0	3	10	0	2	0	0	7	0	5	 	 	 	 	 	 	 	 	 	 	 	 
40082	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	1
40082	2	 	1	1	 	1	39	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40082	3	 	7	1	 	0	10	 	1	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	4	1	 	 	 	3	 	0	0	 	11	0	0	2	0	5	1	4	 	 	 	 	 	 	 	 	 	 	 	 
40083	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	0	1	 	 	 	1	6	9	1	 	 	 	3	2	270	200	3	11	0	2	0	0	6	3	3	 	 	 	 	 	 	 	 	 	 	 	 
40083	1	 	1	1	 	0	55	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	4
40083	2	 	1	1	 	1	53	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40083	3	 	7	4	 	0	28	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40083	4	 	7	4	 	0	26	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40084	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	7	0	4	3	 	 	 	1	6	9	1	 	 	 	3	2	270	1000	2	10	0	2	0	0	5	4	3	 	 	 	 	 	 	 	 	 	 	 	 
40084	1	 	6	1	 	0	71	 	1	 	0	 	 	 	0	0	 	1	3	98	98	1	77	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40084	2	 	6	3	2015	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40084	3	 	1	1	 	0	47	 	1	 	0	 	 	 	0	0	 	5	1	98	1	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	4
40084	4	 	1	1	 	1	39	 	2	0	0	 	 	 	1	0	0	6	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40084	5	 	13	4	 	0	39	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40084	6	 	7	1	 	0	7	 	1	 	0	 	 	 	0	0	 	7	 	4	3	 	 	 	1	6	1	1	 	 	 	3	 	0	400	 	12	0	0	0	0	8	1	3	 	 	 	 	 	 	 	 	 	 	 	 
40085	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	7	0	6	3	 	 	 	1	6	9	1	 	 	 	3	1	270	0	3	9	2	2	0	0	6	2	3	 	 	 	 	 	 	 	 	 	 	 	 
40085	1	 	6	4	 	0	70	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40085	2	 	6	3	2014	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40085	3	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	6	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	10	1	1	1	0	1	0	6
40085	4	 	13	4	 	0	38	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40085	5	 	13	4	 	0	36	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40085	6	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	5	1	8	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
40085	7	 	7	1	 	0	8	 	2	 	0	 	 	 	0	0	 	7	 	6	3	 	 	 	1	7	1	1	 	 	 	3	 	0	0	 	9	0	0	0	0	5	2	7	 	 	 	 	 	 	 	 	 	 	 	 
40085	8	 	5	1	 	0	68	 	2	 	 	 	 	 	 	 	 	1	3	98	98	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	3	2	 	 	 	1	6	9	1	 	 	 	3	5	270	900	2	8	1	3	1	0	5	4	2	 	 	 	 	 	 	 	 	 	 	 	 
40087	1	 	6	4	 	0	73	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	2	 	1	1	 	0	46	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	2
40087	3	 	1	1	 	1	41	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
40087	4	 	13	4	 	0	42	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	5	 	13	4	 	0	40	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	6	 	13	4	 	0	35	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	7	 	13	4	 	0	33	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	8	 	13	4	 	0	29	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40087	9	 	7	1	 	0	13	 	1	 	1	 	 	 	0	0	 	5	0	3	2	 	 	 	1	6	6	1	 	 	 	3	1	270	0	2	9	1	2	0	0	6	3	3	0	 	0	 	 	 	 	0	0	 	0	6
40088	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	3	270	0	1	9	0	2	0	0	5	2	6	 	 	 	 	 	 	 	 	 	 	 	 
40088	1	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	4
40088	2	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	4	3	0	 	0	0	 	0	6
40088	15	 	7	1	 	0	16	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	2	270	0	1	9	0	2	0	0	5	2	6	0	 	0	 	 	 	 	0	0	 	0	6
40089	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	1	270	900	2	8	2	1	0	0	6	5	2	 	 	 	 	 	 	 	 	 	 	 	 
40089	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	12	1	2	1	0	0	 	1	3
40089	2	 	1	1	 	1	35	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	4	1	1	0	0	 	1	4
40089	3	 	7	1	 	0	3	 	1	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40090	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	2	270	0	3	9	0	1	0	0	5	3	7	 	 	 	 	 	 	 	 	 	 	 	 
40090	1	 	1	1	 	0	47	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	4
40090	2	 	1	1	 	1	46	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	9	0	1	1	0	0	 	0	6
40090	3	 	7	4	 	0	22	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40090	15	 	7	4	 	0	17	 	1	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40090	16	 	6	4	 	0	76	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40091	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	1	2	 	 	 	1	6	8	1	 	 	 	3	1	270	90	3	5	1	2	4	0	7	3	2	 	 	 	 	 	 	 	 	 	 	 	 
40091	1	 	1	1	 	1	42	 	2	0	0	 	 	 	0	0	 	1	1	98	98	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
40091	2	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	2	1	98	98	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	3
40091	3	 	7	1	 	0	9	 	1	 	0	 	 	 	0	0	 	5	 	1	2	 	 	 	1	6	1	1	 	 	 	3	 	0	0	 	10	0	0	0	0	5	0	8	 	 	 	 	 	 	 	 	 	 	 	 
40092	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	270	200	2	8	1	3	0	0	6	4	3	 	 	 	 	 	 	 	 	 	 	 	 
40092	1	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	 	 	 	 	1	0	1	1	3
40092	2	 	1	1	 	1	35	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
40092	15	 	7	1	 	0	16	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	10	1	 	 	 	3	2	420	0	2	8	0	2	1	0	6	2	4	0	 	0	 	 	 	 	0	0	 	0	4
40093	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	4	0	2	1	 	 	 	1	6	9	1	 	 	 	3	5	270	1800	3	8	0	1	0	0	5	4	6	 	 	 	 	 	 	 	 	 	 	 	 
40093	1	 	1	1	 	0	41	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	4
40093	2	 	1	1	 	1	37	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
40093	3	 	7	2	 	0	13	 	1	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40094	0	 	0	1	 	 	14	 	2	 	0	 	 	 	0	0	 	5	0	1	2	 	 	 	1	6	9	1	 	 	 	3	2	270	240	2	9	0	1	0	0	5	4	5	 	 	 	 	 	 	 	 	 	 	 	 
