childid	id	age	sex	relate	still	yrschool	disabled	care	support	grading
IN060049	3	25	1	1	2	0	2	1	1	0
IN060049	4	20	2	1	2	0	2	1	1	0
IN060049	5	13	1	4	1	25	2	2	2	8
IN060050	1	60	2	3	2	0	2	1	2	0
IN060050	2	26	1	1	2	23	1	1	1	5
IN060050	3	24	2	1	2	25	2	1	1	12
IN060051	1	60	1	3	2	0	2	2	2	0
IN060051	2	50	2	3	2	0	2	1	2	0
IN060051	3	21	1	4	2	23	2	2	2	3
IN060051	4	26	1	1	2	25	2	2	2	9
IN060051	5	21	2	1	2	0	2	1	2	0
IN060051	28	4	1	5	 	 	2	 	 	 
IN060052	1	60	1	3	2	0	2	1	2	0
IN060052	2	55	2	3	2	0	2	1	2	0
IN060052	3	20	1	4	2	23	2	2	2	4
IN060052	4	27	1	1	2	25	2	2	2	9
IN060052	5	22	2	1	2	0	2	1	2	0
IN060053	1	35	1	1	2	0	2	2	1	0
IN060053	2	28	2	1	2	0	2	1	2	0
IN060053	3	6	1	5	1	23	2	2	2	1
IN060053	4	6	1	5	1	0	2	2	2	0
IN060053	5	5	2	5	 	 	2	 	 	0
IN060054	1	65	2	3	2	0	2	2	2	0
IN060054	2	33	1	1	2	23	2	2	1	3
IN060054	3	25	2	1	2	23	2	1	2	2
IN060055	1	55	1	3	2	0	2	2	1	0
IN060055	2	50	2	3	2	0	2	1	2	0
IN060055	3	30	1	1	2	0	2	1	2	0
IN060055	4	20	2	1	2	23	2	1	1	5
IN060055	5	25	1	4	2	25	2	2	1	10
IN060055	6	18	2	4	2	25	2	2	2	8
IN060056	1	50	1	3	2	0	2	1	1	0
IN060056	2	45	2	3	2	0	2	1	1	0
IN060056	3	13	1	5	1	0	2	2	2	0
IN060056	4	27	1	1	2	22	2	2	2	0
IN060056	5	21	2	1	2	0	2	1	2	0
IN060056	6	5	1	5	1	22	2	2	2	0
IN060057	1	26	1	1	2	0	1	1	1	0
IN060057	2	19	2	1	2	24	2	1	2	7
IN060057	28	4	1	5	 	 	2	 	 	 
IN060058	1	45	2	3	2	0	2	1	2	0
IN060058	2	23	1	1	2	24	2	1	1	7
IN060058	3	21	2	1	2	0	2	1	1	0
IN060058	4	20	1	4	2	23	2	2	1	5
IN060058	5	12	2	4	1	24	2	1	2	7
IN060059	1	70	2	3	2	0	2	2	2	0
IN060059	2	28	1	1	2	0	2	2	1	0
IN060059	3	25	2	1	2	0	2	1	2	0
IN060059	4	6	2	5	1	23	2	2	2	2
IN060060	1	70	2	3	2	0	2	2	2	0
IN060060	2	29	1	1	2	23	2	2	1	5
IN060060	3	21	2	1	2	23	2	1	2	3
IN060060	28	4	1	5	 	 	 	 	 	 
IN060061	1	30	1	1	2	25	2	1	1	10
IN060061	2	24	2	1	2	25	2	1	1	8
IN060061	3	6	2	5	1	23	2	2	2	2
IN060061	28	3	2	5	 	 	2	 	 	 
IN060062	1	48	1	3	2	0	2	2	2	0
IN060062	2	42	2	3	2	0	2	1	2	0
IN060062	3	30	2	4	2	0	1	1	2	0
IN060062	4	26	1	1	2	25	2	2	1	10
IN060062	5	23	2	1	2	25	2	1	2	12
IN060062	6	20	1	4	1	25	2	2	2	13
IN060063	1	55	2	3	2	0	2	1	2	0
IN060063	2	38	1	1	2	0	2	2	2	0
IN060063	3	28	2	1	2	0	2	1	2	0
IN060063	4	11	1	5	1	23	2	2	2	5
IN060063	5	6	1	5	1	23	2	2	2	1
IN060064	1	45	2	3	2	0	2	1	2	0
IN060064	2	25	1	1	2	24	2	2	2	6
IN060064	3	18	2	1	2	23	2	1	2	4
IN060065	1	50	1	3	2	0	2	2	2	0
IN060065	2	40	2	3	2	0	2	1	2	0
IN060065	3	25	1	1	2	25	2	2	2	9
IN060065	4	20	2	1	2	24	2	1	2	6
IN060066	1	50	1	1	2	0	2	1	1	0
IN060066	2	45	2	1	2	23	2	1	1	3
IN060066	3	13	2	5	1	25	2	2	2	9
IN060067	1	25	1	1	2	0	2	1	1	0
IN060067	2	20	2	1	2	0	2	1	1	0
IN060068	1	34	1	1	2	0	2	1	1	0
IN060068	2	28	2	1	2	23	1	1	1	3
IN060068	3	7	2	5	1	23	2	2	2	2
IN060069	1	50	2	3	2	0	2	1	2	0
IN060069	2	26	1	1	2	0	2	2	2	0
IN060069	3	19	2	1	2	0	2	1	2	0
IN060070	1	60	2	3	2	0	2	2	2	0
IN060070	2	28	1	1	2	0	2	2	1	0
IN060070	3	22	2	1	2	0	2	1	1	0
IN060070	4	17	1	4	2	0	2	2	1	0
IN060070	5	12	2	4	2	23	2	2	2	4
IN060070	28	4	2	5	 	 	2	 	 	 
IN060071	1	60	1	3	2	0	2	2	2	0
IN060071	2	55	2	3	2	0	2	2	2	0
IN060071	3	28	1	1	2	23	2	2	1	5
IN060071	4	20	2	1	2	24	2	1	2	7
IN060071	5	20	2	4	2	23	2	2	2	5
IN060071	6	17	2	4	2	0	2	2	2	0
IN060071	7	13	2	4	1	25	2	2	2	8
IN060072	1	65	1	3	2	0	2	1	2	0
IN060072	2	24	1	1	2	23	2	2	2	2
IN060072	3	19	2	1	2	25	2	1	2	8
IN060073	1	55	2	3	2	0	2	2	2	0
IN060073	2	40	1	1	2	0	2	1	1	0
IN060073	3	30	2	1	2	0	2	1	1	0
IN060073	4	11	1	5	1	23	2	2	2	5
IN060074	1	30	1	1	2	0	2	2	2	0
IN060074	2	25	2	1	2	0	2	1	1	0
IN060074	3	16	1	4	2	0	2	2	2	0
IN060074	4	12	1	4	1	24	2	2	2	7
IN060075	1	70	1	7	2	0	2	2	2	0
IN060075	2	65	2	7	2	0	2	1	2	0
IN060075	3	55	2	3	2	0	2	2	1	0
IN060075	4	28	1	1	2	25	2	2	1	9
IN060075	5	18	2	1	2	25	2	1	1	9
IN060076	1	80	2	7	2	0	2	2	2	0
IN060076	2	53	1	3	2	23	2	1	2	4
IN060076	3	21	1	1	2	0	2	2	2	0
IN060076	4	17	2	1	2	0	2	1	2	0
IN060076	5	17	1	4	2	25	2	2	2	9
IN060077	1	75	1	3	2	25	2	 	2	10
IN060077	2	65	2	3	2	0	2	1	2	0
IN060077	3	39	1	4	2	25	2	2	1	15
IN060077	4	28	2	4	2	23	2	2	2	5
IN060077	5	9	2	6	1	23	2	2	2	4
IN060077	6	7	2	6	1	23	2	2	2	3
IN060077	7	33	1	1	2	25	2	2	1	10
IN060077	8	25	2	1	2	23	2	1	2	3
IN060077	9	5	1	5	1	23	2	2	2	1
IN060077	10	45	2	3	2	0	2	1	2	0
IN060077	11	19	2	4	2	24	2	2	2	6
IN060077	12	17	1	4	1	25	2	2	2	12
IN060078	1	68	2	3	2	0	1	1	2	0
IN060078	2	60	1	4	2	0	1	2	2	0
IN060078	3	35	1	1	2	0	2	2	1	0
IN060078	4	25	2	1	2	23	2	1	2	2
IN060079	1	70	1	3	2	0	1	2	2	0
IN060079	2	62	2	3	2	0	1	2	2	0
IN060079	3	26	1	1	2	25	2	2	1	10
IN060079	4	21	2	1	2	23	2	1	2	4
IN060080	1	60	2	3	2	0	2	2	2	0
IN060080	2	30	1	1	2	23	2	2	1	3
IN060080	3	24	2	1	2	23	2	1	2	3
IN060081	1	65	1	3	2	0	2	1	1	0
IN060081	2	50	2	3	2	0	2	1	2	0
IN060081	3	28	1	1	2	24	2	1	1	6
IN060081	4	23	2	1	2	0	2	1	1	0
IN060081	5	18	1	4	2	24	2	2	2	6
IN060081	6	16	2	4	2	23	2	2	2	3
IN060081	7	6	1	5	1	23	2	2	2	2
IN060082	1	50	1	3	2	0	2	1	2	0
IN060082	2	25	1	1	2	0	2	2	2	0
IN060082	3	19	2	1	2	0	2	1	2	0
IN060082	28	3	1	5	 	 	2	 	 	 
IN060083	1	35	1	1	2	0	2	2	2	0
IN060083	2	25	2	1	2	0	2	1	2	0
IN060083	3	13	2	5	2	0	2	2	2	0
IN060083	4	10	2	5	2	0	2	2	2	0
IN060083	5	8	2	5	1	22	2	2	2	0
IN060083	6	8	2	5	1	23	2	2	2	1
IN060083	28	2	1	5	 	 	2	 	 	 
IN060084	1	23	1	1	2	0	2	2	1	0
IN060084	2	18	2	1	2	0	2	1	1	0
IN060085	1	66	1	3	2	0	1	2	2	0
IN060085	2	58	2	3	2	0	2	1	2	0
IN060085	3	29	1	1	2	0	2	2	1	0
IN060085	4	26	2	1	2	23	2	1	2	5
IN060085	5	6	1	5	1	23	2	2	2	1
IN060086	1	38	1	1	2	0	2	2	1	0
IN060086	2	27	2	1	2	0	2	1	1	0
IN060086	3	10	2	5	2	0	2	1	2	0
IN060086	4	7	2	5	1	23	2	2	2	2
IN060086	5	6	2	5	1	23	2	2	2	1
IN060087	1	55	1	3	2	23	1	1	2	5
IN060087	2	50	2	3	2	0	2	1	2	0
IN060087	3	25	1	1	2	0	2	2	1	0
IN060087	4	19	1	4	2	23	2	2	2	5
IN060087	5	18	2	1	2	23	2	1	1	5
IN060087	6	16	1	4	2	23	2	2	2	5
IN060088	1	56	1	3	2	23	2	2	2	3
IN060088	2	53	2	3	2	0	2	2	2	0
IN060088	3	28	1	1	2	25	2	2	1	9
IN060088	4	24	1	4	2	0	2	2	2	0
IN060088	5	23	2	1	2	25	2	1	2	9
IN060088	6	20	1	4	1	25	2	2	2	15
IN060089	1	65	1	3	2	23	2	2	1	5
IN060089	2	60	2	3	2	23	2	1	2	4
IN060089	3	29	1	1	2	25	2	2	1	9
IN060089	4	25	2	1	2	23	2	1	2	5
IN060089	28	4	2	5	 	 	 	 	 	 
IN060090	1	60	1	3	2	23	2	2	2	3
IN060090	2	55	2	3	2	0	2	2	2	0
IN060090	3	27	1	1	2	25	2	2	1	9
IN060090	4	24	2	1	2	24	2	1	2	6
IN060090	5	17	1	4	2	24	2	2	2	7
IN060090	6	6	1	5	1	24	2	2	2	6
IN060091	1	40	1	3	2	0	2	1	2	0
IN060091	2	35	2	3	2	0	2	1	2	0
IN060091	3	25	1	1	2	23	2	2	2	3
IN060091	4	23	2	1	2	24	2	1	2	6
IN060091	5	23	1	4	2	23	2	2	2	3
IN060091	6	20	1	4	2	25	2	2	2	9
IN060091	7	18	1	4	2	25	2	2	2	8
IN060091	8	20	2	4	2	23	2	2	2	1
IN060092	1	56	1	3	2	0	2	2	2	0
IN060092	2	46	2	3	2	0	1	1	2	0
IN060092	3	26	1	1	2	25	2	2	1	10
IN060092	4	17	2	1	2	25	2	1	2	9
IN060092	5	13	1	4	2	23	2	2	2	5
IN060092	6	10	2	4	1	23	2	2	2	3
IN060092	7	8	1	4	1	23	2	2	2	2
IN060093	1	55	1	3	2	0	2	2	2	0
IN060093	2	50	2	3	2	0	2	2	2	0
IN060093	3	23	1	1	2	0	2	2	1	0
IN060093	4	18	2	1	2	25	2	1	2	10
IN060093	5	16	2	4	2	0	2	2	2	0
IN060094	1	30	1	1	2	0	2	2	1	0
IN060094	2	25	2	1	2	0	2	1	2	0
IN060094	3	7	2	5	2	0	2	2	2	0
IN060095	1	25	1	1	2	0	2	2	1	0
IN060095	2	20	2	1	2	0	2	1	1	0
IN060096	1	24	1	1	2	0	2	2	1	0
IN060096	2	18	2	1	2	23	2	1	1	5
IN060097	1	25	1	1	2	25	2	1	1	10
IN060097	2	20	2	1	2	23	2	1	1	5
IN060097	3	5	2	5	1	23	2	2	2	1
IN060098	1	28	1	1	2	0	2	2	1	0
IN060098	2	23	2	1	2	0	2	1	2	0
IN060098	28	4	2	5	 	 	2	 	 	 
IN060098	29	2	2	5	 	 	2	 	 	 
IN060099	1	30	1	1	2	0	2	2	1	0
IN060099	2	18	2	1	2	0	2	1	2	0
IN060100	1	60	2	3	2	0	2	1	2	0
IN060100	2	35	2	4	2	0	1	1	2	0
IN060100	3	25	1	1	2	23	1	2	1	5
IN060100	4	20	2	1	2	23	1	1	2	4
IN070001	1	73	1	3	2	25	2	1	2	9
IN070001	2	50	1	4	2	25	2	2	1	15
IN070001	3	35	2	4	2	25	2	2	2	9
IN070001	4	31	1	1	2	25	2	2	1	15
IN070001	5	25	2	1	2	25	2	1	2	15
IN070001	6	25	1	6	2	25	2	2	2	15
IN070001	7	23	1	6	1	25	2	2	2	15
IN070001	8	21	1	6	1	25	2	2	2	15
IN070002	1	70	1	3	2	25	2	2	1	8
IN070002	2	60	2	3	2	0	2	2	2	0
IN070002	3	38	1	4	2	0	2	2	2	0
IN070002	4	30	1	1	2	23	2	2	1	5
IN070002	5	28	2	4	2	0	2	2	2	0
IN070002	6	28	1	4	2	25	2	2	2	10
IN070002	7	22	2	1	2	25	2	1	2	8
IN070002	8	19	2	4	2	25	2	2	2	12
IN070002	9	7	1	6	1	23	2	2	2	2
IN070002	28	4	1	6	 	 	2	 	 	 
IN070002	29	2	2	5	 	 	2	 	 	 
IN070003	1	55	1	3	2	0	2	2	1	0
IN070003	2	50	2	3	2	0	2	2	2	0
IN070003	3	32	1	1	2	25	2	2	1	10
IN070003	4	28	1	4	2	25	2	2	2	15
IN070003	5	20	2	1	2	25	2	1	2	9
IN070004	1	60	1	3	2	0	2	2	1	0
IN070004	2	50	2	3	2	0	2	2	2	0
IN070004	3	33	1	1	2	25	2	2	1	10
IN070004	4	20	2	1	2	25	2	1	2	12
IN070005	1	70	1	3	2	0	2	2	2	0
IN070005	2	28	1	1	2	0	2	1	1	0
IN070005	3	26	2	1	2	25	2	1	1	10
IN070005	4	25	1	4	2	0	2	2	2	0
IN070005	5	23	2	4	2	0	2	2	2	0
IN070005	6	21	1	4	2	25	2	2	1	15
IN070005	28	1	1	4	 	 	2	 	 	 
IN070006	1	60	2	3	2	0	2	1	2	0
IN070006	2	30	1	1	2	23	2	2	1	5
IN070006	3	25	1	4	2	0	2	2	2	0
IN070006	4	23	1	4	2	25	2	2	2	15
IN070006	5	21	2	1	2	23	2	1	1	1
IN070006	6	13	2	4	1	25	2	2	2	9
IN070007	1	50	1	3	2	0	2	2	2	0
IN070007	2	45	2	3	2	0	2	2	2	0
IN070007	3	29	1	1	2	25	2	1	1	10
IN070007	4	26	2	1	2	24	2	1	1	7
IN070007	28	4	2	5	 	 	2	 	 	 
IN070008	1	70	1	4	2	0	2	1	1	0
IN070008	2	54	2	4	2	0	2	1	2	0
IN070008	3	33	1	1	2	25	1	2	1	15
IN070008	4	28	2	1	2	25	2	1	2	9
IN070008	28	3	1	5	 	 	2	 	 	 
IN070009	1	57	2	3	2	0	1	1	2	0
IN070009	2	32	1	1	2	0	2	2	1	0
IN070009	3	24	2	1	2	24	2	1	2	7
IN070009	28	4	1	5	 	 	2	 	 	 
IN070010	1	38	1	1	2	0	2	2	1	0
IN070010	2	25	2	1	2	0	2	1	2	0
IN070010	3	6	2	5	1	23	2	2	2	2
IN070010	28	4	2	5	 	 	2	 	 	 
IN070010	29	4	2	5	 	 	2	 	 	 
IN070011	1	55	1	3	2	 	2	2	1	 
IN070011	2	50	2	3	2	0	2	2	2	0
IN070011	3	25	1	1	2	25	2	2	1	10
IN070011	4	22	2	1	2	23	2	1	2	5
IN070011	5	20	1	4	2	25	2	2	2	12
IN070011	28	4	2	5	 	 	2	 	 	 
IN070012	1	25	1	1	2	0	2	1	1	0
IN070012	2	20	2	1	2	23	2	1	1	4
IN070012	28	3	1	5	 	 	2	 	 	 
IN070013	1	60	2	3	2	0	2	1	1	0
IN070013	2	25	1	1	2	0	2	2	1	0
IN070013	3	20	2	1	2	0	2	1	1	0
IN070013	28	4	1	5	 	 	2	 	 	 
IN070014	1	56	2	3	2	0	2	1	1	0
IN070014	2	23	1	1	2	0	2	1	1	0
IN070014	3	19	2	1	2	0	2	1	1	0
IN070014	28	3	2	5	 	 	2	 	 	 
IN070015	1	73	1	3	2	0	2	2	2	0
IN070015	2	63	2	3	2	0	2	2	2	0
IN070015	3	35	1	1	2	0	1	2	1	0
IN070015	4	25	2	1	2	0	2	1	2	0
IN070015	28	4	1	5	 	 	2	 	 	 
IN070016	1	40	1	1	2	0	2	2	1	0
IN070016	2	35	2	1	2	0	2	1	2	0
IN070016	3	11	1	5	2	24	2	2	2	6
IN070017	1	37	1	1	2	25	2	1	1	12
IN070017	2	28	2	1	2	0	2	1	1	0
IN070018	1	50	1	3	2	0	2	2	2	0
IN070018	2	45	2	3	2	0	2	1	2	0
IN070018	3	32	1	1	2	25	2	1	1	11
IN070018	4	26	2	1	2	23	2	1	1	5
IN070018	5	5	2	5	1	23	2	2	2	1
IN070019	1	60	1	3	2	0	2	2	1	0
IN070019	2	53	2	3	2	0	2	1	1	0
IN070019	3	31	1	1	2	25	2	2	1	10
IN070019	4	21	2	1	2	0	2	1	1	0
IN070020	1	28	1	1	2	25	2	1	1	10
IN070020	2	21	2	1	2	23	2	1	1	3
IN070021	1	70	1	3	2	0	2	2	2	0
IN070021	2	54	2	3	2	0	2	2	2	0
IN070021	3	30	1	1	2	0	2	2	1	0
IN070021	4	28	1	4	2	0	2	2	2	0
IN070021	5	26	1	4	2	23	1	2	2	5
IN070021	6	24	1	4	2	25	2	2	2	9
IN070021	7	23	2	1	2	23	2	1	2	2
IN070021	8	22	1	4	2	24	2	1	2	7
IN070021	9	20	2	4	2	23	2	2	2	5
IN070021	28	4	2	5	 	 	2	 	 	 
IN070022	1	71	1	3	2	0	2	2	2	0
IN070022	2	60	2	3	2	0	2	1	1	0
IN070022	3	23	1	1	2	25	2	2	2	8
IN070022	4	18	2	1	2	24	2	1	1	7
IN070023	1	60	1	3	2	0	2	2	2	0
IN070023	2	55	2	3	2	0	2	2	1	0
IN070023	3	35	1	1	2	25	2	1	1	10
IN070023	4	26	2	1	2	24	2	1	1	7
IN070023	5	30	1	4	2	25	2	2	2	10
IN070023	6	25	2	4	2	24	2	2	2	7
IN070023	28	4	2	5	 	 	2	 	 	 
IN070023	29	3	2	5	 	 	2	 	 	 
IN070023	30	1	1	5	 	 	2	 	 	 
IN070024	1	56	2	3	2	0	2	1	2	0
IN070024	2	32	1	1	2	25	2	1	1	10
IN070024	3	23	2	1	2	24	2	1	1	7
IN070024	28	3	1	5	 	 	2	 	 	 
IN070025	1	27	1	1	2	0	2	1	1	0
IN070025	2	20	2	1	2	0	2	1	1	0
IN070025	28	4	1	5	 	 	2	 	 	 
IN070026	1	35	1	1	2	0	2	2	1	0
IN070026	2	28	2	1	2	0	2	1	2	0
IN070026	28	3	2	5	 	 	2	 	 	 
IN070027	1	28	1	1	2	25	2	2	1	10
IN070027	2	25	2	1	2	25	2	1	2	8
IN070027	28	2	2	5	 	 	2	 	 	 
IN070028	1	33	1	1	2	0	2	1	1	0
IN070028	2	22	2	1	2	0	2	1	1	0
IN070028	28	4	1	5	 	 	2	 	 	 
IN070029	1	40	1	1	2	0	2	2	1	0
IN070029	2	30	2	1	2	0	2	1	2	0
IN070029	3	12	2	5	2	0	2	2	2	0
IN070029	4	7	2	5	1	23	2	2	2	2
IN070030	1	35	1	1	2	0	2	2	1	0
IN070030	2	30	2	1	2	0	2	1	2	0
IN070031	1	35	1	1	2	0	2	2	1	0
IN070031	2	30	2	1	2	0	2	1	1	0
IN070031	3	9	2	5	1	23	2	2	2	3
IN070031	28	4	2	5	 	 	2	 	 	 
IN070032	1	60	2	3	2	0	1	2	2	0
IN070032	2	45	1	1	2	0	2	1	1	0
IN070032	3	37	2	1	2	0	2	1	2	0
IN070032	4	10	1	5	1	23	2	2	2	2
IN070032	5	6	2	5	1	23	2	2	2	1
IN070032	28	3	1	5	 	 	2	 	 	 
IN070033	1	45	2	3	2	0	2	2	2	0
IN070033	2	27	1	1	2	25	2	1	1	10
IN070033	3	23	2	1	2	0	2	1	1	0
IN070034	1	25	1	1	2	0	2	1	1	0
IN070034	2	20	2	1	2	0	2	1	1	0
IN070035	1	45	1	3	2	23	2	2	2	5
IN070035	2	35	2	3	2	0	2	1	1	0
IN070035	3	26	1	1	2	0	2	2	2	0
IN070035	4	19	2	1	2	25	2	1	1	8
IN070035	5	14	2	4	1	25	2	2	2	9
IN070035	6	11	2	4	1	24	2	2	2	7
IN070036	1	52	1	3	2	23	2	2	1	5
IN070036	2	46	2	3	2	0	2	1	2	0
IN070036	3	25	1	1	2	23	2	1	1	5
IN070036	4	20	2	1	2	23	2	1	2	5
IN070036	28	3	1	5	 	 	2	 	 	 
IN070037	1	35	1	1	2	0	1	2	1	0
IN070037	2	29	2	1	2	0	2	1	2	0
IN070037	3	11	2	5	1	24	2	1	2	6
IN070037	4	8	2	5	1	23	2	2	2	3
IN070038	1	60	1	3	2	0	2	2	1	0
IN070038	2	57	2	3	2	0	2	2	2	0
IN070038	3	23	1	1	2	23	2	2	1	5
IN070038	4	20	2	1	2	0	2	1	2	0
IN070039	1	70	2	7	2	0	2	2	2	0
IN070039	2	50	1	3	2	0	2	2	2	0
IN070039	3	35	1	1	2	23	2	1	1	5
IN070039	4	23	2	1	2	0	2	1	1	0
IN070039	28	2	1	5	 	 	2	 	 	 
IN070040	1	32	1	1	2	23	2	1	1	5
IN070040	2	28	2	1	2	0	2	1	1	0
IN070041	1	30	1	1	2	25	2	2	1	12
IN070041	2	23	2	1	2	0	2	1	2	0
IN070041	28	4	2	5	 	 	2	 	 	 
IN070042	1	37	1	1	2	0	2	1	1	0
IN070042	2	26	2	1	2	0	2	1	1	0
IN070042	3	10	1	5	1	24	2	2	2	6
IN070042	4	8	2	5	1	23	2	2	2	4
IN070043	1	25	1	1	2	25	2	1	1	12
IN070043	2	22	2	1	2	25	2	1	1	10
IN070043	3	14	1	4	1	25	2	1	2	9
IN070043	4	13	1	4	1	25	2	1	2	8
IN070043	28	3	1	5	 	 	2	 	 	 
IN070044	1	25	1	1	2	25	2	2	1	10
IN070044	2	20	2	1	2	24	2	1	2	7
IN070044	28	2	2	5	 	 	2	 	 	 
IN070045	1	28	1	1	2	25	2	2	1	12
IN070045	2	24	2	1	2	0	2	1	2	0
IN070046	1	60	1	3	2	0	2	2	2	0
IN070046	2	50	2	3	2	0	2	1	2	0
IN070046	3	30	1	1	2	25	2	1	1	12
IN070046	4	21	2	1	2	23	2	1	1	5
IN070047	1	30	1	1	2	0	2	1	1	0
IN070047	2	21	2	1	2	0	2	1	1	0
IN070048	1	35	1	1	2	25	2	2	1	 
IN070048	2	30	2	1	2	0	2	1	2	0
IN070048	3	9	2	5	1	23	2	2	2	4
IN070048	4	6	1	5	1	23	2	2	2	1
IN070049	1	35	1	1	2	0	2	2	1	0
IN070049	2	30	2	1	2	0	2	1	2	0
IN070049	3	8	2	5	1	23	2	2	2	3
IN070050	1	35	1	1	2	0	2	1	1	0
IN070050	2	28	2	1	2	0	2	1	2	0
IN070051	1	70	1	3	2	0	1	2	2	0
IN070051	2	55	2	3	2	0	1	2	2	0
IN070051	3	35	1	1	2	0	2	2	1	0
IN070051	4	30	2	1	2	0	2	1	1	0
IN070051	5	5	1	5	1	23	2	2	2	1
IN070052	1	55	2	3	2	0	2	2	2	0
IN070052	2	32	1	1	2	25	2	2	1	15
IN070052	3	25	2	1	2	24	2	1	2	7
IN070052	4	23	1	4	2	25	2	2	2	10
IN070053	1	25	1	1	2	23	2	2	1	5
IN070053	2	16	2	1	2	24	2	1	2	6
IN070054	1	35	1	1	2	0	2	2	1	0
IN070054	2	26	2	1	2	24	2	1	2	6
IN070054	3	8	2	5	1	23	2	2	2	4
IN070054	4	6	2	5	1	23	2	2	2	2
IN070055	1	55	1	3	2	23	2	2	1	5
IN070055	2	30	1	1	2	25	2	2	1	12
IN070055	3	20	2	1	2	0	2	1	2	0
IN070056	1	55	1	3	2	0	2	2	2	0
IN070056	2	50	2	3	2	0	2	2	2	0
IN070056	3	35	1	4	2	0	2	2	2	0
IN070056	4	26	2	4	2	0	2	2	2	0
IN070056	5	25	1	1	2	0	2	2	2	0
IN070056	6	23	2	1	2	0	2	1	2	0
IN070056	7	20	1	4	2	25	2	2	2	12
IN070057	1	45	1	3	2	0	2	2	1	0
IN070057	2	39	2	3	2	0	2	1	2	0
IN070057	3	30	1	1	2	0	2	1	1	0
IN070057	4	26	2	1	2	0	2	1	1	0
IN070058	1	50	1	3	2	0	2	2	2	0
IN070058	2	42	2	3	2	0	2	1	2	0
IN070058	3	26	1	1	2	0	2	2	1	0
IN070058	4	19	2	1	2	0	2	1	1	0
IN070059	1	28	1	1	2	0	2	1	1	0
IN070059	2	20	2	1	2	0	2	1	1	0
IN070060	1	95	1	3	2	0	2	1	2	0
IN070060	2	25	1	1	2	23	2	2	1	5
IN070060	3	20	2	1	2	0	2	1	1	0
IN070061	1	53	2	3	2	0	2	2	2	0
IN070061	2	35	1	1	2	0	2	2	2	0
IN070061	3	25	2	1	2	24	2	1	1	7
IN070062	1	30	1	1	2	0	2	2	1	0
IN070062	2	25	2	1	2	0	2	1	1	0
IN070062	3	6	2	5	1	23	2	2	2	2
IN070063	1	30	1	1	2	25	2	2	1	12
IN070063	2	26	2	1	2	0	2	1	1	0
IN070064	1	52	1	3	2	25	2	2	2	15
IN070064	2	41	2	3	2	23	2	2	2	5
IN070064	3	30	1	1	2	25	2	1	1	15
IN070064	4	21	2	1	2	24	2	1	1	7
IN070065	1	58	1	3	2	25	2	1	1	15
IN070065	2	56	2	3	2	23	2	1	1	5
IN070065	3	34	1	4	2	25	2	1	1	15
IN070065	4	24	2	4	2	25	2	1	2	10
IN070065	5	30	1	1	2	25	2	1	1	12
IN070065	6	24	2	1	2	25	2	1	2	10
IN070065	7	6	2	5	1	23	2	2	2	1
IN070066	1	68	2	3	2	0	2	2	2	0
IN070066	2	44	1	4	2	24	2	2	1	7
IN070066	3	40	2	4	2	0	2	1	2	0
IN070066	4	38	1	4	2	23	2	2	2	5
IN070066	5	37	2	4	2	0	2	1	2	0
IN070066	6	36	1	1	2	25	2	2	1	15
IN070066	7	34	2	1	2	0	2	1	2	0
IN070066	8	32	1	4	2	25	2	2	2	15
IN070066	9	18	1	5	1	25	2	2	2	15
IN070066	10	14	2	5	1	25	2	2	2	9
IN070066	11	10	2	5	1	23	2	2	2	5
IN070066	12	8	2	5	1	23	2	2	 	3
IN070067	1	28	1	1	2	0	2	2	1	0
IN070067	2	25	2	1	2	0	2	1	2	0
IN070068	1	60	2	3	2	0	2	2	2	0
IN070068	2	40	1	4	2	24	2	2	2	6
IN070068	3	35	2	4	2	0	2	2	2	0
IN070068	4	32	1	1	2	24	2	2	1	6
IN070068	5	30	1	4	2	0	2	2	2	0
IN070068	6	25	2	1	2	0	2	1	2	0
IN070068	7	23	2	4	2	25	2	2	2	10
IN070068	8	20	1	4	2	0	2	2	2	0
IN070068	9	18	2	4	2	23	2	2	2	5
IN070069	1	60	1	3	2	23	2	2	1	3
IN070069	2	50	2	3	2	0	2	2	2	0
IN070069	3	26	1	1	2	0	2	2	1	0
IN070069	4	22	2	1	2	0	2	1	2	0
IN070070	1	60	1	3	2	0	2	2	1	0
IN070070	2	50	2	3	2	0	2	2	2	0
IN070070	3	30	1	1	2	23	2	2	1	5
IN070070	4	25	2	1	2	0	2	1	2	0
IN070070	5	24	1	4	2	0	2	2	2	0
IN070070	6	20	2	4	2	0	2	2	2	0
IN070071	1	31	1	1	2	25	2	1	1	9
IN070071	2	23	2	1	2	0	2	1	1	0
IN070071	3	6	2	5	1	23	2	2	2	1
IN070072	1	45	1	3	2	0	2	2	2	0
IN070072	2	35	2	3	2	0	2	1	2	0
IN070072	3	23	1	1	2	0	2	2	2	0
IN070072	4	22	1	4	2	23	2	2	1	5
IN070072	5	18	2	1	2	0	2	1	1	0
IN070072	6	16	1	4	1	25	2	2	2	11
IN070073	1	85	1	7	2	0	2	2	2	0
IN070073	2	75	2	7	2	0	2	2	2	0
IN070073	3	60	1	3	2	0	2	2	2	0
IN070073	4	50	2	3	2	0	2	1	2	0
IN070073	5	30	1	1	2	23	2	2	2	5
IN070073	6	26	2	1	2	0	2	1	1	0
IN070073	7	23	1	4	2	0	2	2	2	0
