commid	comnro	clustid	dint	dfint	area	pop	popchg	city	szcit	twndis	subzone	waste	airpol	watpol	contsoil	specpol	shanty	semi	perm	story	bigmult	smalmult	planoc	pland1	pland2	pland3	pland4	pland5	pland6	pland7	pland8	pland9	pland10	pland11	twndem	provdem	vivspec	mat1	mat2	mat3	mat4	mat5	mat6	mat7	legal	conclive	concvist	thfcrm	violcrm	yuthcrm	proscrm	comcrm	speccrm	plang1	plang2	plang3	plang4	plang5	prel1	prel2	prel3	prel4	prel5	prel6	prel7	prel8	prel9	prel10	conelec	concase	concorr	concadm	otrcrm	ptoil1	toilapro	ptoil2	ptoil3	ptoil4	ptoil5	ptoil6	pwater1	wathora	watdias	wataprox	pwater2	pwater3	pwater4	pwater5	pgarb1	garprom	pgarb2	pgarb3	pgarb4	pgarb5	pgarb6	pgarb7	pshop3	pshop5	pshop4	pshop1	pshop6	buy1	buy2	buy3	buy4	buy5	buy6	proad1	proad2	proad3	proad4	proad6	proad7	frqpass	ppubtran1	ppubtran2	ppubtran3	ppubtran4	ppubtran5	ppubtran6	ppubtran7	ppubtran8	ppubtran9	ppubtran11	ppubtran12	ppubtran13	ppubtran14	ppubtran10	pcomgrp1	pcomgrp2	pcomgrp3	pcomgrp4	pcomgrp5	pcomgrp6	pcomgrp7	pcomgrp8	pcomgrp10	pcomgrp11	pcomgrp12	pcomgrp9	pincome1	pincome2	pincome3	pincome4	pincome5	pincome6	pincome7	pincome8	pincome9	pincome10	pincome11	pincome12	pincome13	pincome14	pincome15	pincome16	pincome17	pincome18	pincome19	pincome20	pincome21	pinc1	pinc2	pinc3	own10	own5	paqu1	paqu2	paqu3	paqu4	paqu5	paqu6	paqu7	pfrmhlp1	pfrmhlp3	pfrmhlp4	pfrmhlp5	pfrmhlp6	pfrmhlp7	pfrmhlp8	helcost	midwife	batten	tradhe	villhel	menthel	sochel	adultlit	medhel	mesphel	aneshel	bsanhel
PE05C08	30	05	11/26/2002	11/26/2002	10000000	200	1	1	9999	22	3	3	1	1	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	1	40	70	2	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	8	8	8	8	6	6	6	6	6	6	1	6	6	6	1	2	2	2	2	2	88	1	2	1	2	2	2	88	8	88	2	2	1	2	2	88	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	1	2	2	2	1	2	1	2	2	2	2	2	2	1	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	8	1	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	3	2	1	2	1	2	2	2	2	2	2	2
PE05C09	31	05	11/24/2002	11/24/2002	10000000	780	1	1	9999	3	3	3	3	1	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	8	5	30	2	2	1	2	1	2	2	2	1	1	1	1	1	2	2	2	2	1	8	8	8	8	2	6	6	6	6	6	1	6	6	6	2	2	2	2	2	2	88	1	1	1	2	2	2	88	8	88	1	2	1	2	2	88	1	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	12	1	2	1	2	1	2	1	2	2	1	1	1	2	2	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	8	8	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	9999	2	2	2	2	2	2	2	2	2	2	2
PE06C01	32	06	12/20/2002	12/20/2002	10000000	9999	1	1	9999	2	1	3	3	3	1	3	1	1	1	1	2	2	1	1	1	8	8	8	8	8	1	1	8	1	88	88	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	8	8	8	8	1	6	6	6	3	6	2	4	5	6	1	2	2	2	2	1	90	1	2	2	2	2	1	24	7	90	2	2	2	2	1	2	1	1	2	2	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	2	2	12	1	2	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	3	2	2	2	2	2	2	1	1	2	8	8	8	8	8	8	8	5	1	1	1	1	1	1	2	1	1	1	1
PE07C01	33	07	3/28/2003	9/10/2002	2500	2500	1	1	2500	 	9	2	2	1	1	1	1	1	2	2	2	2	1	1	8	8	8	8	8	8	8	1	8	8	 	 	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	2	8	8	8	1	6	6	6	2	6	6	3	6	6	1	2	2	2	2	1	70	1	2	2	2	2	1	24	7	70	2	2	2	2	1	3	1	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	12	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	4.1.7	4.1.12	4.1.14	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	30	1	1	1	1	1	1	2	1	1	1	2
PE07C02	34	07	9/11/2002	9/12/2002	18	1500	1	1	12000	3	4	2	2	1	2	1	1	1	2	2	2	2	1	1	1	8	8	8	8	8	8	1	8	8	15	20	2	2	2	1	2	2	2	1	1	1	1	1	2	1	2	2	2	1	2	8	8	8	1	6	6	6	2	6	6	3	6	6	1	2	2	2	1	1	20	1	2	1	2	2	1	24	7	20	2	1	2	1	2	88	1	2	2	2	2	1	2	1	1	2	2	2	1	1	2	1	2	1	1	2	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	4.1.7	4.1.9	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	35	1	1	1	1	2	2	2	2	2	2	2
PE08C01	35	08	3/28/2003	9/25/2002	10000000	3500	1	1	4500	1	2	3	3	3	3	1	1	1	2	2	2	2	1	1	8	8	8	8	8	8	8	1	8	8	10	20	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	8	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	1	1	80	1	2	2	2	2	1	24	7	80	2	2	2	2	1	3	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	12	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1.7	4.1.8	8	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	30	1	1	2	1	1	1	2	1	1	2	2
PE09C01	36	09	10/5/2002	10/12/2002	10000000	5500	1	1	5000	4	4	3	3	3	3	2	1	1	2	2	2	2	2	8	8	1	8	8	8	1	8	1	8	8	20	20	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	8	8	8	1	6	6	6	2	6	3	4	6	6	1	2	2	2	2	1	70	1	2	1	8	8	1	24	7	70	2	2	1	2	2	88	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	2	8	2	2	2	2	1	2	2	2	2	4.1.1	4.1.7	4.1.5	1	1	2	2	1	2	1	2	2	2	1	2	2	1	1	2	25	1	1	1	1	2	2	2	2	2	2	2
PE09C02	37	09	10/6/2002	10/9/2002	10000000	800	3	1	5500	3	4	2	2	2	2	1	1	1	2	2	2	2	2	8	8	1	8	8	8	1	8	1	8	8	80	120	2	2	2	1	2	2	2	2	1	8	8	2	2	2	2	2	1	1	2	8	8	8	1	6	6	6	2	6	3	4	6	6	2	2	2	2	2	2	99	1	1	1	2	1	1	24	7	70	2	2	2	2	2	88	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	4.1.5	4.1.6	2	1	8	8	8	8	8	8	8	2	1	2	2	1	1	2	9999	2	1	1	1	2	2	2	2	2	2	2
PE10C01	38	10	10/29/2002	11/13/2002	10000000	9999	1	1	5000	0	2	2	1	2	1	1	2	1	1	2	2	2	2	1	8	8	8	8	8	1	8	1	8	8	0	0	2	2	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	2	8	8	8	1	6	6	6	2	6	3	6	6	6	1	2	2	2	1	1	100	2	2	2	2	2	1	24	7	100	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	12	9	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.1.7	4.1.21	4.1.15	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	30	1	2	2	2	1	1	1	1	1	2	2
PE10C02	39	10	11/2/2002	11/13/2002	4000	7000	1	1	7000	1	7	2	1	1	3	1	1	1	2	2	2	2	2	1	1	8	8	8	8	1	8	1	8	8	10	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	8	8	8	1	6	6	6	2	6	3	4	6	6	1	2	2	2	1	1	60	1	1	1	2	1	1	24	7	90	2	2	1	2	1	2	1	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	1	2	2	2	0	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	2	4.1.9	4.1.7	4.1.4	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	30	2	1	2	1	2	2	2	2	2	2	2
PE11C01	40	11	11/28/2002	11/29/2002	10000000	4500	1	1	9999	35	5	3	3	3	3	3	1	1	2	2	2	2	1	8	8	1	8	8	8	1	8	1	8	8	 	 	2	2	2	1	2	2	2	2	1	1	8	1	2	2	2	2	1	1	2	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	1	2	2	1	1	2	2	2	1	12	7	80	2	1	2	2	2	88	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	12	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	4.1.5	4.1.7	2	2	2	1	1	2	1	2	2	2	1	2	2	1	1	2	50	2	1	1	1	2	2	2	2	2	2	2
PE11C02	41	11	11/28/2002	11/30/2002	10000000	850	1	1	700	10	5	3	3	3	3	1	2	1	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	8	120	195	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	1	8	8	8	2	6	6	6	1	6	6	6	6	6	1	2	2	2	2	2	2	2	2	1	2	2	1	24	7	30	2	1	1	2	2	88	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	12	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	8	8	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	8888	2	1	1	1	2	2	2	2	2	2	2
PE12C01	42	12	8/22/2002	8/26/2002	1715420	5000	1	1	1100	10	3	3	2	2	2	3	1	2	2	1	2	1	3	8	1	8	8	8	8	8	1	1	8	8	25	30	2	1	1	1	1	2	1	1	1	8	8	1	1	1	1	2	2	1	2	3	8	8	1	6	6	6	2	6	6	3	6	6	2	2	1	1	1	1	98	1	2	2	2	2	1	3	7	75	2	2	2	2	1	2	8	1	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	12	2	1	1	2	1	1	1	2	2	2	1	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	9	1	2	3	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	1	1	1	1	2	2	2	1	1	2	2
PE13C01	43	13	8/9/2002	8/21/2002	1908900	8000	1	1	8000	4	4	2	2	2	1	3	1	1	2	2	2	2	1	1	8	8	8	1	8	8	8	1	8	8	20	15	2	1	1	2	1	2	1	1	1	8	8	1	2	1	1	2	2	1	2	8	8	8	1	6	6	6	2	6	6	6	6	6	2	2	2	2	1	1	80	1	2	2	2	2	1	4	7	80	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	2	12	8	1	1	2	1	2	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	4.1.7	4.1.12	4.1.5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	30	1	1	2	1	1	1	1	1	1	1	2
PE14C01	44	14	8/13/2002	8/24/2002	70000	12000	1	1	7000	 	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	8	8	8	8	8	1	1	8	8	10	40	2	2	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	8	8	8	8	1	6	6	6	2	6	5	3	4	6	2	2	1	2	2	1	90	1	2	1	2	2	1	24	7	90	2	2	2	2	1	95	2	1	2	2	1	2	1	2	1	2	2	1	2	1	2	2	2	1	1	1	2	2	2	12	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	4.1.5	4.1.8	8	8	8	1	1	1	2	1	2	2	8	8	8	8	8	8	8	8888	1	2	1	2	2	2	2	1	2	2	2
PE15C01	45	15	12/11/2002	12/13/2002	120	290	1	1	5000	11	1	3	3	3	3	1	1	1	2	2	2	2	2	8	8	1	8	8	8	1	8	8	8	8	20	90	2	1	1	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	3	8	2	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	2	88	1	2	2	2	2	1	24	7	80	2	2	1	2	1	7	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	12	2	2	1	2	1	2	2	2	2	2	2	2	2	2	8	2	2	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	4.1.2	4.1.7	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	30	2	1	1	1	2	2	2	2	2	2	2
PE15C02	46	15	12/13/2002	12/14/2002	79	323	1	1	850	8	1	3	3	3	3	1	1	2	2	2	2	2	1	8	8	1	8	8	8	1	8	8	8	8	60	90	2	1	1	2	2	2	2	2	1	1	8	2	2	2	2	2	2	2	8	8	1	3	1	6	6	6	2	6	6	6	6	6	1	2	2	2	1	2	2	2	2	1	2	2	1	24	7	50	2	2	1	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	12	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	4.1.5	4.1.7	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	40	2	1	1	1	2	2	2	2	2	2	2
PE15C03	47	15	12/13/2002	12/13/2002	10000000	250	1	1	650	15	1	3	3	3	3	1	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	8	75	150	2	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	8	8	2	3	1	6	6	6	2	6	4	3	6	6	1	2	2	2	1	2	2	2	1	1	2	2	1	24	7	90	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	12	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.1.1	4.1.5	4.1.7	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	9999	1	1	1	1	2	1	2	1	1	2	2
PE16C01	48	16	12/4/2002	12/4/2002	15008	560	1	1	28000	19	7	3	2	3	2	2	2	1	2	2	2	2	2	1	8	1	8	8	8	8	1	8	8	8	120	120	1	2	2	2	2	1	2	2	1	8	8	1	1	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	8	8	8	2	2	70	1	2	1	2	2	1	24	7	70	2	1	1	2	2	88	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	9999	2	1	2	1	2	2	1	2	2	2	2
PE16C02	49	16	11/30/2002	11/30/2002	10000000	1200	1	1	9999	40	4	2	2	1	2	3	1	1	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	150	150	2	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	1	1	1	2	2	1	20	1	2	1	2	2	1	24	7	80	2	2	2	1	2	0	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1	1	2	2	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2
PE16C03	50	16	11/30/2002	12/3/2002	12	852	1	1	 	53	4	3	3	2	3	3	1	2	2	2	2	2	1	8	8	1	1	8	8	8	8	1	8	8	60	60	2	2	2	1	2	1	2	2	1	1	1	1	2	2	2	2	1	8	1	2	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	1	2	88	1	2	1	2	2	1	24	7	30	2	2	1	1	2	88	2	1	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	1	2	2	2	12	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	1	2	1	2	3	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	1	2	2	2	2
PE16C04	51	16	11/28/2002	11/28/2002	4300	1600	1	1	9999	34	4	2	2	1	2	3	1	1	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	1	120	120	2	2	2	1	2	1	2	2	1	8	8	1	2	2	2	2	2	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	8	8	8	2	2	88	1	1	1	2	2	1	24	7	80	2	1	1	2	2	88	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1	2	1	1	1	2	2	1	2	2	2	1	2	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	1	2	3	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	8888	2	2	2	2	2	2	1	2	2	2	2
PE16C05	52	16	11/26/2002	11/26/2002	10000000	2506	1	1	3189	99	4	3	3	3	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	1	45	150	2	1	2	1	2	1	2	2	1	1	1	2	2	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	2	88	1	2	1	2	2	1	24	7	100	2	2	2	2	2	88	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	2	1	9	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	0	1	1	1	1	2	2	1	2	2	2	2
PE16C06	53	16	12/5/2002	12/5/2002	1300	550	1	1	9999	8	4	2	2	2	1	3	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	1	8	1	25	60	2	2	1	1	1	1	2	2	1	8	8	2	2	2	2	2	2	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	1	2	2	2	2	0	1	2	1	2	2	2	88	8	88	2	1	2	2	2	60	1	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	0	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	1	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2	2	2	2
PE15C04	54	15	12/15/2002	12/15/2002	10000000	764	1	1	9999	25	1	3	3	3	3	3	1	2	2	2	2	2	2	8	8	1	1	8	8	8	8	8	8	1	25	180	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	8	8	1	8	1	6	6	6	2	6	6	6	6	6	2	2	2	2	2	2	0	1	2	2	2	1	1	24	7	100	2	2	2	2	2	0	1	2	1	2	2	2	2	2	1	2	1	2	2	1	2	2	1	2	1	2	2	2	2	12	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	2	1	2	1	2	2	2	2	2	2	2
PE15C05	55	15	12/15/2002	12/15/2002	30000	650	1	1	9999	88	1	3	3	3	3	3	1	2	2	2	2	2	2	8	8	1	1	8	8	8	1	1	8	1	25	180	2	1	1	2	1	2	2	2	1	2	1	1	2	2	2	2	1	2	8	8	8	1	1	6	6	6	2	6	6	6	6	6	2	2	2	2	2	2	0	1	2	2	2	1	1	24	7	100	2	2	2	2	2	0	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	12	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2
PE15C06	56	15	12/14/2002	12/14/2002	1114	5000	1	1	12000	1	1	3	3	2	2	1	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	8	10	60	2	2	1	2	2	2	2	1	1	8	8	1	2	2	2	1	2	1	3	8	2	8	1	8	8	8	1	8	8	8	8	8	2	2	2	2	2	2	50	1	2	1	2	2	1	24	6	100	2	2	2	2	2	88	2	2	1	1	2	2	1	2	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	12	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	8	8	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	5	1	1	1	1	2	2	2	1	2	2	2
PE17C01	57	17	10/15/2002	10/18/2002	10000000	480	1	1	450	4	4	2	2	2	2	1	2	1	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	45	45	2	2	2	1	2	2	2	2	2	8	8	1	2	2	2	1	1	2	1	8	8	8	2	6	6	6	1	6	6	6	6	6	2	2	2	2	1	2	90	1	2	2	2	2	1	24	7	90	2	2	1	2	2	88	2	1	2	1	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	 	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2
PE17C02	58	17	10/16/2002	10/18/2002	3500	2000	1	1	10000	13	4	2	1	2	1	1	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	1	8	1	30	45	2	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	2	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	1	70	2	1	1	2	2	1	24	7	95	2	2	1	2	1	2	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	1	2	2	2	2	12	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	1	1	2	1	2	2	2	1	2	2	2
PE17C03	59	17	10/30/2002	10/30/2002	25000	454	1	1	15000	9	4	3	3	3	3	2	1	2	2	2	2	2	1	8	1	1	8	8	8	1	8	8	8	8	25	75	2	2	2	1	2	2	2	2	1	8	8	1	2	2	2	1	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	8	8	8	1	2	888	1	2	1	2	2	1	24	7	95	2	2	2	2	2	88	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	12	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	9	2	2	1	1	1	1	1	2	2	2	2	2	2	1	2	2	1	2	1	1	1	2	2	2	2	2	2	2
PE17C04	60	17	10/31/2002	10/31/2002	10000000	400	1	1	9999	99	4	3	1	1	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	1	8	1	30	30	2	2	1	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	1	8	8	8	1	6	6	6	1	6	6	6	6	6	2	2	2	2	2	2	0	2	2	1	2	2	1	24	7	100	2	2	2	2	2	0	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	1	2	1	2	2	2	1	2	2	1	2	2	9999	2	1	2	1	2	2	2	2	2	2	2
