CHILDCODE	MOVEIDR5	YRMOVER5	WHMOVER5	TYPKEBR5	MTHSTYR5	MVALNER5	MVFTHRR5	MVMTHRR5	MVSIBLR5	MVSPSER5	MVSPPTR5	MVSPSBR5	MVCHCHR5	MVOTRLR5	MVSPRLR5	MVALLHR5	MVNONHR5	RSNMVR51	RSNMVR52	KNWANYR5	KNWBSTR5
81024	1	2009	1	3	0	N	N	N	N	N	N	N	N	N	N	N	N	23	88	1	1
81024	2	2008	3	6	3	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
81025	1	2009	1	1	0	N	N	N	N	N	N	N	N	N	N	N	N	22	88	1	1
81025	2	2008	1	1	4	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	4
81026	1	2009	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
81026	2	2008	2	4	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
81026	3	2008	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
81028	1	2009	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	88
81028	2	2008	1	2	24	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	88
81035	1	2009	1	2	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	3
81037	1	2009	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
81037	2	2000	2	3	2	N	N	N	N	N	N	N	N	Y	N	N	N	1	88	0	 
81039	1	2009	1	3	0	N	N	N	Y	N	N	N	N	N	N	N	N	1	2	1	2
81039	2	2008	2	4	12	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
81041	1	2009	1	1	0	N	N	N	Y	N	N	N	N	N	N	N	N	23	88	0	 
81041	2	2008	2	3	3	N	N	N	Y	N	N	N	N	N	N	N	N	23	88	0	 
81043	1	2009	2	1	0	N	N	N	N	N	N	N	N	Y	N	N	N	23	88	1	1
81043	2	2008	2	1	3	N	N	N	N	N	N	N	N	N	N	N	Y	2	88	0	 
81046	1	2008	3	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	3	2	1	1
81047	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	0	 
81047	2	2006	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	0	 
81050	1	2009	1	1	0	N	N	N	N	N	Y	N	N	N	N	N	N	12	88	1	5
81050	2	2007	1	3	26	N	N	N	N	N	Y	N	N	N	N	N	N	23	88	1	1
91001	1	2006	2	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
91001	2	2006	2	2	3	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
91002	1	2009	2	1	0	N	N	N	N	N	N	N	Y	N	N	N	N	23	88	1	3
91002	2	2008	2	1	2	N	N	N	N	N	N	N	Y	N	N	N	N	33	88	1	1
91004	1	2008	1	4	0	N	Y	N	N	N	N	N	N	N	N	N	N	1	88	1	4
91004	2	2008	2	1	3	N	Y	N	N	N	N	N	N	N	N	N	N	23	88	1	1
91004	3	2007	2	3	8	N	N	N	N	N	N	N	N	N	N	N	Y	1	88	0	 
91005	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
91005	2	2008	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
91005	3	2008	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
91005	4	2007	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
91005	5	2007	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
91006	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
91006	2	2009	1	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	1
91007	1	2007	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
91007	2	2006	1	3	12	Y	 	 	 	 	 	 	 	 	 	 	 	38	88	1	2
91011	1	2009	2	4	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
91011	2	2006	2	4	3	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
91012	1	2007	2	4	0	N	N	N	Y	N	N	N	N	N	N	N	N	5	88	1	7
91013	1	2009	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	15	88	1	5
91013	2	2007	2	4	12	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
91015	1	2008	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	37	88	1	1
91015	2	2008	2	4	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
91016	1	2009	2	1	0	N	Y	Y	N	N	N	N	N	N	N	N	N	5	88	1	7
91016	2	2006	4	 	24	Y	 	 	 	 	 	 	 	 	 	 	 	1	2	0	 
91017	1	2009	2	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
91017	2	2008	2	3	9	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
91017	3	2008	2	4	3	Y	 	 	 	 	 	 	 	 	 	 	 	28	88	1	2
91018	1	2009	1	3	0	N	N	N	Y	N	N	N	N	N	N	N	N	2	1	0	 
91018	2	2008	2	5	2	N	N	N	Y	Y	N	N	N	N	N	N	N	29	1	1	2
91019	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
91019	2	2006	2	3	36	N	N	N	Y	N	N	N	N	N	N	N	N	5	88	1	2
91023	1	2007	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	28	88	0	 
91025	1	2008	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
91025	2	2008	2	2	3	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
91025	3	2008	3	1	3	Y	 	 	 	 	 	 	 	 	 	 	 	7	88	0	 
91025	4	2008	3	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	7	88	0	 
91028	1	2008	1	1	0	N	N	N	Y	Y	N	N	N	N	N	N	N	2	88	1	1
91028	2	2008	1	3	2	N	N	N	Y	Y	N	N	N	N	N	N	N	2	88	1	2
91030	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
91030	2	2007	3	5	2	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
91031	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
91031	2	2007	3	2	24	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
91032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	1	2008	1	1	0	N	N	N	N	N	N	N	N	N	N	N	Y	38	88	1	1
91033	2	2008	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
91039	1	2009	2	1	0	N	N	N	N	N	N	N	N	N	N	N	Y	7	79	0	 
91039	2	2009	2	6	3	N	N	N	N	N	N	N	N	N	N	N	Y	7	88	0	 
91039	3	2008	3	4	1	N	N	N	N	N	N	N	N	N	N	N	Y	7	88	0	 
91039	4	2008	3	5	1	N	N	N	N	N	N	N	N	N	N	N	Y	7	88	0	 
91039	5	2007	3	3	10	N	N	N	N	N	N	N	N	N	N	N	Y	7	88	0	 
91039	6	2007	3	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	7	88	0	 
91040	1	2009	3	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
91042	1	2007	2	2	0	N	N	N	N	Y	N	N	N	N	N	N	N	35	88	1	5
91042	2	2007	2	4	6	N	N	N	N	N	Y	N	N	N	N	N	N	2	88	0	 
91043	1	2006	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	0	 
91043	2	2006	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
91044	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
91044	2	2008	2	2	6	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
91044	3	2008	1	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
91044	4	2008	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
91045	1	2007	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
91047	1	2009	1	1	0	N	N	N	N	N	Y	N	N	N	N	N	N	1	88	1	5
91047	2	2008	2	4	6	N	N	N	N	N	N	N	N	N	N	N	Y	1	88	1	5
91049	1	2009	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	1	3
91049	2	2008	2	2	6	N	N	N	N	Y	N	N	N	N	N	N	N	2	88	0	 
91050	1	2006	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	1	2
101001	1	2009	3	6	0	N	N	N	N	N	N	N	Y	N	N	N	N	21	88	1	3
101003	2	2007	3	3	28	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
101003	3	2006	2	2	12	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101004	1	2008	3	6	0	N	N	N	Y	N	N	N	N	N	N	N	N	5	88	1	1
101013	1	2009	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	4
101013	2	2008	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	4
101016	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101016	2	2005	2	4	48	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101017	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101017	2	2008	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
101017	3	2008	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101017	4	2007	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
101017	5	2007	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101019	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
101019	2	2008	2	4	1	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	5
101019	3	2007	4	 	4	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	1
101019	4	2006	2	4	14	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
101020	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
101021	1	2009	3	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
101021	2	2006	3	5	27	Y	 	 	 	 	 	 	 	 	 	 	 	6	88	0	 
101025	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101025	2	2008	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
101025	3	2008	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101025	4	2007	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	0	 
101025	5	2007	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101030	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
101034	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
101041	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
101041	2	2007	3	3	12	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	2
101041	3	2006	3	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101042	1	2009	3	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101042	2	2007	3	4	23	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
101045	1	2009	2	3	0	N	N	Y	N	N	N	N	N	N	N	N	N	23	88	1	1
101045	2	2009	2	4	4	N	N	N	N	N	N	N	N	N	N	N	Y	38	88	0	 
111003	1	2007	3	1	0	N	N	N	N	N	N	N	N	N	N	N	Y	2	88	1	1
111003	3	2007	3	6	2	N	N	N	N	N	N	N	N	N	N	N	Y	2	88	1	5
111008	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	25	1	1
111008	2	2006	1	3	24	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
111009	1	2009	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	3	88	1	1
111009	2	2008	1	3	7	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
111011	1	2007	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	1	0	 
111012	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
111012	2	2007	3	5	2	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
111015	1	2008	1	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
111015	2	2006	3	6	26	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
111016	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
111016	2	2008	3	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
111017	1	2009	1	1	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	3
111021	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
111021	2	2007	1	3	7	Y	 	 	 	 	 	 	 	 	 	 	 	6	88	1	2
111023	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
111023	2	2008	2	3	5	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
111035	1	2009	1	3	0	N	N	N	N	Y	N	N	N	N	N	N	N	14	88	0	 
111035	2	2008	1	3	6	N	N	N	N	N	Y	N	N	N	N	N	N	14	88	0	 
111035	3	2008	1	3	5	N	N	N	N	N	Y	N	N	N	N	N	N	14	26	0	 
111035	4	2007	2	1	12	Y	 	 	 	 	 	 	 	 	 	 	 	9	88	1	2
111035	5	2006	2	3	9	Y	 	 	 	 	 	 	 	 	 	 	 	2	21	0	 
111041	1	2008	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	3	2	1	1
111041	2	2006	2	3	20	Y	 	 	 	 	 	 	 	 	 	 	 	4	88	0	 
111045	1	2008	1	2	0	N	N	N	N	N	N	N	N	N	N	N	N	12	88	1	1
121003	1	2007	1	1	0	N	N	N	N	N	N	N	N	Y	N	N	N	37	88	1	4
121003	2	2006	4	 	24	N	N	N	N	N	N	N	N	N	N	N	Y	1	88	0	 
121007	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	38	88	1	1
121007	2	2007	4	 	10	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
121009	1	2008	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	23	1	1
121010	1	2008	3	1	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
121012	1	2008	3	1	0	N	N	N	N	N	N	N	N	Y	N	N	N	23	88	1	1
121012	2	2008	3	6	3	N	N	N	N	N	N	N	Y	N	N	N	N	9	88	1	4
121014	1	2007	2	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	1
121015	1	2009	4	 	0	Y	 	 	 	 	 	 	 	 	 	 	 	30	23	1	1
121015	2	2008	4	 	8	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
121015	3	2007	3	3	14	N	N	N	N	N	N	N	N	N	N	N	Y	1	88	1	5
121015	4	2006	3	6	12	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
121020	1	2006	3	3	0	N	N	N	N	N	N	N	N	N	Y	N	N	12	88	1	4
121023	1	2007	4	 	0	N	N	N	N	N	N	N	N	N	N	N	N	23	88	1	1
121023	2	2005	4	 	24	N	N	N	N	N	N	N	N	N	N	N	N	2	88	1	4
121026	1	2006	3	4	0	N	N	N	N	N	N	N	N	N	Y	N	N	2	88	1	2
121031	1	2008	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
121031	2	2006	1	1	20	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
121031	3	2006	4	 	3	N	N	N	N	N	N	N	N	N	N	N	Y	2	88	0	 
121034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121038	1	2008	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
121039	1	2008	4	 	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
121039	2	2004	4	 	53	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
121040	1	2008	1	3	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	4
121043	1	2008	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
121043	2	2008	3	6	3	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
121046	1	2009	1	2	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
121046	2	2006	4	 	29	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
121046	3	2004	4	 	27	N	N	N	N	N	N	N	N	N	N	N	N	2	88	0	 
121047	1	2008	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	23	1	4
121050	1	2007	3	3	0	N	N	N	N	N	N	N	N	N	Y	N	N	12	88	0	 
121050	2	2006	4	 	6	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
121050	3	2004	4	 	24	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
121053	1	2007	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
121054	1	2009	2	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
121055	1	2007	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	38	88	1	1
121055	2	2006	3	1	12	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
121057	1	2006	4	 	0	Y	 	 	 	 	 	 	 	 	 	 	 	9	23	1	1
121057	2	2006	4	 	3	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
131007	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131007	2	2008	2	4	14	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131008	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
131008	2	2008	2	4	12	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
131009	1	2008	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	23	1	1
131009	2	2008	3	4	1	N	N	N	N	N	N	N	N	N	N	N	Y	24	88	1	4
131010	1	2009	3	3	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
131020	1	2008	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	31	1	1
131020	2	2007	3	6	16	Y	 	 	 	 	 	 	 	 	 	 	 	2	1	1	5
131021	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
131021	2	2009	3	5	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
131021	3	2008	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
131022	1	2009	2	3	0	N	N	N	N	N	N	N	N	N	N	N	Y	3	88	1	1
131022	2	2008	2	1	3	N	N	N	N	N	N	N	N	N	N	N	Y	1	88	1	5
131025	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
131025	2	2008	3	3	3	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
131025	3	2008	2	4	9	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
131025	4	2007	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
131025	5	2007	2	4	9	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
131026	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	23	1	1
131026	2	2008	2	4	3	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
131027	1	2007	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	1
131027	2	2007	3	6	6	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
131029	1	2009	3	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
131029	2	2008	3	4	12	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
131034	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	37	0	 
131036	1	2008	2	3	0	N	N	N	N	N	N	N	N	Y	N	N	N	23	5	1	1
131036	2	2008	2	5	2	N	N	N	N	N	N	N	N	Y	N	N	N	24	88	1	4
131041	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131041	3	2008	2	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131049	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131049	2	2009	2	4	4	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131050	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
131050	2	2008	3	5	3	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
141001	1	2009	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
141001	2	2008	3	4	12	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
141001	3	2006	3	6	12	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
141011	1	2009	1	5	0	N	N	Y	N	N	N	N	N	N	N	N	N	28	88	0	 
141011	2	2008	1	5	6	N	N	Y	N	N	N	N	N	N	N	N	N	28	88	0	 
141013	1	2007	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
141015	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141015	2	2008	3	6	5	N	N	N	N	N	N	N	N	N	N	N	Y	6	88	0	 
141019	1	2008	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141026	1	2008	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141026	2	2008	3	6	3	Y	 	 	 	 	 	 	 	 	 	 	 	38	88	1	4
141028	1	2008	1	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141028	2	2008	1	5	3	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
141028	3	2007	2	5	9	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141028	4	2006	2	4	4	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
141030	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
141031	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
141032	1	2008	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141032	2	2006	2	4	31	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
141036	1	2008	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	0	 
141036	2	2007	3	6	15	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
141041	1	2008	2	5	0	N	N	N	N	N	N	N	N	N	N	Y	N	14	88	0	 
141044	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
141044	2	2008	2	4	14	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
141048	1	2009	1	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141048	2	2008	3	6	3	Y	 	 	 	 	 	 	 	 	 	 	 	29	2	1	1
141048	3	2007	3	5	10	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
141048	4	2007	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	24	1	1
141050	1	2009	1	5	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	1
141050	2	2007	1	5	24	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	3
141050	3	2005	4	 	24	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
151001	1	2007	2	1	0	N	N	N	N	N	N	N	N	Y	N	N	N	23	88	1	1
151001	2	2007	2	5	2	N	N	N	N	N	N	N	N	Y	N	N	N	1	88	1	4
151002	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
151002	2	2008	1	5	3	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
151005	1	2009	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
151009	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	37	1	1
151009	2	2008	3	6	5	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
151012	1	2006	3	1	0	N	N	N	Y	N	N	N	N	N	N	N	Y	23	88	1	1
151012	2	2006	3	2	5	N	N	N	Y	N	N	N	N	N	N	N	Y	2	88	0	 
151020	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
151020	2	2008	2	5	3	Y	 	 	 	 	 	 	 	 	 	 	 	6	88	1	5
151028	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	3	88	1	1
151028	2	2008	3	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
151028	3	2007	3	3	12	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
151028	4	2006	3	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
151030	1	2009	1	1	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
151034	1	2007	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
151039	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	38	88	1	3
151045	1	2008	2	5	0	N	N	N	Y	N	N	N	N	N	N	N	N	1	88	1	5
151049	1	2006	2	1	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	2
151058	1	2009	2	1	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	5
151058	2	2008	4	 	8	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
151064	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
151064	2	2008	2	5	14	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
151064	3	2007	2	3	24	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
161003	1	2007	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161003	2	2007	3	1	3	N	N	N	N	N	N	N	N	N	N	N	Y	24	88	1	1
161006	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
161006	2	2007	3	6	27	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
161008	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161008	2	2008	3	6	4	Y	 	 	 	 	 	 	 	 	 	 	 	23	16	1	1
161010	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	2
161010	2	2007	3	6	24	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
161011	1	2007	3	1	0	N	N	N	N	N	N	N	N	Y	N	N	N	2	88	1	4
161011	2	2006	3	6	12	N	N	N	N	N	N	N	N	Y	N	N	N	5	3	1	1
161013	1	2009	4	 	0	N	N	N	N	N	N	N	N	N	N	N	N	23	88	1	1
161016	1	2009	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
161016	2	2008	3	6	8	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
161016	3	2007	3	1	6	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
