childid	id	age	sex	relate	still	yrschool	disabled	support	edinicia	grado	anhos
PE048013	6	9	2	5	1	33	2	2	 	1	 
PE048013	15	1	2	5	 	 	2	 	2	 	 
PE048014	1	32	1	1	2	34	2	1	 	 	1
PE048014	2	24	2	1	2	34	2	2	 	 	2
PE048014	3	6	2	5	1	32	1	2	 	 	 
PE048014	15	3	2	5	 	 	2	 	1	 	 
PE048015	1	59	1	1	2	34	2	1	 	 	4
PE048015	2	39	2	1	2	34	2	1	 	 	5
PE048015	3	5	1	5	2	0	2	2	 	 	 
PE048015	15	4	1	5	 	 	2	 	1	 	 
PE048016	1	45	1	1	2	34	2	1	 	 	2
PE048016	2	36	2	1	2	33	2	1	 	 	5
PE048016	3	19	1	5	2	36	2	2	 	 	3
PE048016	4	17	1	5	2	34	2	2	 	 	2
PE048016	5	16	1	5	1	34	2	2	 	 	1
PE048016	6	9	1	5	1	33	2	2	 	3	 
PE048016	7	6	1	5	1	32	2	2	 	 	 
PE048017	1	66	1	1	2	33	1	1	 	 	2
PE048017	2	46	2	1	2	33	1	1	 	 	1
PE048017	3	20	1	5	2	34	1	2	 	 	5
PE048017	4	18	1	5	2	34	2	2	 	 	5
PE048017	5	12	1	5	1	34	2	2	 	 	1
PE048017	6	10	2	5	1	33	2	2	 	4	 
PE048018	1	40	1	1	2	33	2	1	 	 	5
PE048018	2	41	2	1	2	33	2	1	 	 	1
PE048018	3	20	2	5	2	34	2	1	 	 	2
PE048018	4	14	2	5	2	34	1	1	 	 	1
PE048018	5	10	1	5	1	33	2	2	 	4	 
PE048018	6	25	1	11	2	33	2	1	 	6	 
PE048018	15	2	1	6	 	 	2	 	2	 	 
PE048019	1	49	1	1	2	33	2	1	 	 	5
PE048019	2	42	2	1	2	33	2	1	 	 	5
PE048019	3	16	2	5	2	33	2	2	 	6	 
PE048019	4	12	1	5	2	33	2	2	 	6	 
PE048019	5	10	2	5	1	33	2	2	 	2	 
PE048019	15	1	2	5	 	 	2	 	2	 	 
PE048020	1	42	1	1	2	33	2	1	 	 	5
PE048020	2	27	2	1	2	34	2	1	 	 	2
PE048020	3	10	2	5	1	33	2	2	 	4	 
PE048020	4	65	1	3	2	33	1	1	 	 	2
PE048020	5	55	2	3	2	33	2	1	 	 	2
PE048021	1	32	1	1	2	33	2	1	 	 	5
PE048021	2	31	2	1	2	33	2	1	 	 	5
PE048021	3	5	1	5	1	0	2	2	 	 	 
PE048021	15	0	1	5	 	 	2	 	2	 	 
PE048022	1	38	1	1	2	34	2	1	 	 	2
PE048022	2	25	2	1	2	33	2	1	 	6	 
PE048022	3	5	1	5	2	0	2	2	 	 	 
PE048022	4	12	1	4	1	33	1	2	 	5	 
PE048022	5	10	1	6	1	33	2	2	 	3	 
PE048023	1	39	1	1	2	33	2	1	 	 	5
PE048023	2	29	2	1	2	33	2	1	 	6	 
PE048023	3	11	1	5	1	33	2	1	 	4	 
PE048023	4	9	2	5	1	33	2	2	 	3	 
PE048023	5	7	1	10	1	33	2	2	 	1	 
PE048023	15	4	1	5	 	 	2	 	2	 	 
PE048024	1	39	1	1	2	33	2	1	 	 	5
PE048024	2	39	2	1	2	33	2	1	 	 	5
PE048024	3	18	1	5	2	33	2	1	 	3	 
PE048024	4	13	1	5	1	33	2	2	 	5	 
PE048024	5	10	1	5	1	33	2	2	 	3	 
PE048024	6	5	2	5	2	0	2	2	 	 	 
PE048024	15	2	2	5	 	 	2	 	2	 	 
PE048025	1	45	1	1	2	33	2	1	 	 	5
PE048025	2	39	2	1	2	33	2	1	 	 	5
PE048025	3	18	2	5	2	33	2	1	 	6	 
PE048025	4	16	2	5	2	33	2	2	 	6	 
PE048025	5	15	2	5	2	33	2	2	 	6	 
PE048025	6	11	1	5	1	33	2	2	 	4	 
PE048025	7	9	2	5	1	33	2	2	 	2	 
PE048026	1	29	1	1	2	34	2	1	 	 	4
PE048026	2	27	2	1	2	33	2	1	 	6	 
PE048026	3	11	1	5	1	33	2	2	 	3	 
PE048026	4	9	2	5	1	33	2	2	 	3	 
PE058001	1	54	1	1	2	34	1	1	 	 	5
PE058001	2	40	2	1	2	33	1	2	 	 	5
PE058001	3	20	2	10	2	34	1	2	 	 	2
PE058001	4	18	2	10	2	34	2	2	 	 	5
PE058001	5	14	1	10	1	34	2	2	 	 	1
PE058001	6	12	1	5	1	33	2	2	 	5	 
PE058001	7	11	1	5	1	33	2	2	 	4	 
PE058001	15	1	2	9	 	 	2	 	2	 	 
PE058002	1	33	1	1	2	34	2	1	 	 	1
PE058002	2	29	2	1	2	33	1	2	 	6	 
PE058002	3	5	1	5	2	0	2	2	 	 	 
PE058002	15	2	1	5	 	 	2	 	2	 	 
PE058003	1	57	1	1	2	33	2	1	 	 	5
PE058003	2	42	2	1	2	33	2	1	 	 	3
PE058003	3	12	1	5	1	33	2	2	 	4	 
PE058003	4	19	1	10	2	33	2	1	 	4	 
PE058003	5	22	1	10	2	34	2	1	 	 	5
PE058003	6	15	1	10	2	33	2	2	 	5	 
PE058004	1	36	1	1	2	34	1	1	 	 	3
PE058004	2	34	2	1	2	34	2	2	 	 	5
PE058004	3	10	2	5	1	33	2	2	 	3	 
PE058004	15	3	1	5	 	 	2	 	2	 	 
PE058005	1	37	1	1	2	33	1	1	 	 	5
PE058005	2	26	2	1	2	33	2	1	 	6	 
PE058005	3	9	2	5	1	33	2	2	 	2	 
PE058005	4	5	1	5	2	0	2	2	 	 	 
PE058006	1	31	1	1	2	34	1	1	 	 	5
PE058006	2	25	2	1	2	34	2	2	 	 	4
PE058006	3	6	1	5	1	32	2	2	 	 	 
PE058006	15	2	2	5	 	 	2	 	2	 	 
PE058007	1	38	1	1	2	34	1	1	 	 	5
PE058007	2	39	2	1	2	33	2	1	 	 	5
PE058007	3	15	2	5	2	33	2	2	 	6	 
PE058007	4	14	1	5	1	33	2	1	 	6	 
PE058007	5	12	2	5	1	33	2	2	 	5	 
PE058007	6	8	1	5	1	33	1	2	 	2	 
PE058007	7	6	1	5	2	0	2	2	 	 	 
PE058008	1	32	1	1	2	34	1	1	 	 	2
PE058008	2	35	2	1	2	33	1	1	 	 	5
PE058008	3	5	2	5	2	0	2	2	 	 	 
PE058011	1	35	1	1	2	34	2	1	 	 	2
PE058011	2	30	2	1	2	33	2	1	 	6	 
PE058011	3	10	1	5	1	33	2	2	 	4	 
PE058011	4	5	2	5	2	0	2	2	 	 	 
PE058012	1	43	1	1	2	33	2	1	 	 	5
PE058012	2	29	2	1	2	33	2	2	 	5	 
PE058012	3	12	1	5	1	33	2	2	 	4	 
PE058012	15	4	1	5	 	 	2	 	2	 	 
PE058013	1	30	1	1	2	33	2	1	 	3	 
PE058013	2	25	2	1	2	33	2	2	 	4	 
PE058013	15	4	1	5	 	 	1	 	2	 	 
PE058014	1	47	1	1	2	33	2	1	 	 	5
PE058014	2	37	2	1	2	33	2	2	 	 	4
PE058014	3	15	2	5	1	34	2	2	 	 	3
PE058014	4	12	1	5	1	33	2	2	 	5	 
PE058014	5	9	1	5	1	33	2	2	 	3	 
PE058014	15	4	2	5	 	 	2	 	2	 	 
PE058015	1	57	1	1	2	33	1	1	 	 	1
PE058015	2	47	2	1	2	33	1	2	 	 	1
PE058015	3	26	1	5	2	33	2	1	 	6	 
PE058015	4	14	2	5	2	33	1	2	 	4	 
PE058015	5	12	2	5	1	33	2	2	 	4	 
PE058015	6	19	2	4	2	33	1	2	 	3	 
PE058015	15	4	1	5	 	 	2	 	2	 	 
PE058015	16	3	1	9	 	 	1	 	2	 	 
PE058016	1	30	1	1	2	33	2	1	 	2	 
PE058016	2	27	2	1	2	33	1	2	 	6	 
PE058016	3	12	2	5	1	33	2	2	 	5	 
PE058016	4	9	2	5	1	33	2	2	 	2	 
PE058016	5	5	1	5	2	0	2	2	 	 	 
PE058017	1	5	2	10	2	0	2	2	 	 	 
PE058017	2	59	1	3	2	33	2	1	 	 	2
PE058017	3	50	2	3	2	0	2	1	 	 	 
PE058017	4	35	1	4	2	0	1	1	 	 	 
PE058017	5	17	1	6	1	34	2	1	 	 	1
PE058017	6	13	1	6	1	33	2	1	 	5	 
PE058017	7	10	1	6	1	33	2	1	 	3	 
PE058019	1	30	1	1	2	33	2	1	 	6	 
PE058019	2	28	2	1	2	34	1	1	 	 	1
PE058019	3	6	2	5	2	0	2	2	 	 	 
PE058020	1	39	2	1	2	33	2	1	 	 	1
PE058020	2	17	2	5	2	33	2	1	 	6	 
PE058020	3	16	2	5	2	33	2	1	 	6	 
PE058020	4	11	2	5	1	33	2	2	 	5	 
PE058020	5	5	1	5	2	0	2	2	 	 	 
PE058020	15	2	2	5	 	 	2	 	2	 	 
PE058021	1	27	1	1	2	33	2	1	 	3	 
PE058021	2	24	2	1	2	33	2	1	 	3	 
PE058021	3	6	2	5	2	0	2	2	 	 	 
PE058021	15	3	2	5	 	 	2	 	2	 	 
PE058022	1	39	1	1	2	34	2	1	 	 	3
PE058022	2	38	2	1	2	33	2	2	 	 	5
PE058022	3	16	1	5	1	34	2	2	 	 	4
PE058022	4	14	1	5	1	34	2	2	 	 	1
PE058022	5	12	2	5	1	33	2	2	 	5	 
PE058022	6	5	2	5	2	0	2	2	 	 	 
PE058022	7	16	1	6	1	34	2	2	 	 	3
PE058022	8	14	1	6	1	33	2	2	 	5	 
PE058023	1	34	1	1	2	33	2	1	 	 	5
PE058023	2	32	2	1	2	33	2	2	 	 	5
PE058023	3	10	1	5	1	33	2	2	 	4	 
PE058025	1	38	1	1	2	33	2	1	 	 	5
PE058025	2	41	2	1	2	33	2	1	 	 	1
PE058025	3	12	1	10	1	33	2	2	 	6	 
PE058025	4	6	2	5	1	32	2	2	 	 	 
PE058026	1	40	1	1	2	33	1	1	 	 	2
PE058026	2	38	2	1	2	33	1	1	 	 	5
PE058026	3	14	1	5	1	34	2	2	 	 	3
PE058026	15	0	2	5	 	 	2	 	2	 	 
PE058027	1	34	1	1	2	34	2	1	 	 	5
PE058027	2	37	2	1	2	34	1	1	 	 	3
PE058027	3	9	2	5	1	33	2	2	 	3	 
PE058027	4	5	2	5	2	0	2	2	 	 	 
PE058027	15	3	2	5	 	 	2	 	2	 	 
PE058028	1	42	1	1	2	33	2	1	 	 	3
PE058028	2	43	2	1	2	0	2	1	 	 	 
PE058028	3	17	2	5	2	34	2	1	 	 	4
PE058028	4	15	2	5	1	34	2	2	 	 	2
PE058028	5	12	2	5	1	33	2	2	 	6	 
PE058028	6	24	1	11	2	33	2	2	 	6	 
PE058029	1	33	2	1	2	33	2	1	 	 	4
PE058029	2	17	2	5	2	33	1	1	 	6	 
PE058029	3	15	2	5	2	33	2	1	 	6	 
PE058029	4	13	2	5	1	33	2	2	 	5	 
PE058029	5	11	2	5	1	33	2	2	 	2	 
PE058029	6	5	2	5	2	0	2	2	 	 	 
PE058029	7	59	2	3	2	0	2	2	 	 	 
PE058030	1	38	1	1	2	33	2	1	 	 	1
PE058030	2	32	2	1	2	34	1	2	 	 	1
PE058030	3	11	1	5	1	33	2	2	 	5	 
PE058030	4	10	1	5	1	33	2	2	 	3	 
PE058030	15	4	2	5	 	 	2	 	1	 	 
PE068001	1	37	1	1	2	36	1	1	 	 	5
PE068001	2	34	2	1	2	34	2	1	 	 	5
PE068001	3	5	1	5	2	0	2	2	 	 	 
PE068002	1	44	1	1	2	34	2	1	 	 	5
PE068002	2	35	2	1	2	34	2	2	 	 	2
PE068002	3	17	1	5	1	34	2	2	 	 	5
PE068002	4	15	1	5	1	34	1	2	 	 	2
PE068003	1	51	1	1	2	34	1	1	 	 	5
PE068003	2	39	2	1	2	34	2	1	 	 	2
PE068003	3	9	1	5	1	33	2	2	 	1	 
PE068004	1	28	1	1	2	34	2	1	 	 	3
PE068004	2	27	2	1	2	34	2	2	 	 	4
PE068004	3	59	2	3	2	33	2	1	 	 	2
PE068004	4	16	1	6	1	34	2	2	 	 	1
PE068005	1	24	2	1	2	34	2	2	 	 	2
PE068005	2	26	1	2	2	36	2	1	 	 	3
PE068005	15	1	1	10	 	 	2	 	2	 	 
PE068006	1	53	1	1	2	34	1	1	 	 	2
PE068006	2	50	2	1	2	33	2	2	 	 	5
PE068006	3	26	2	5	2	34	2	2	 	 	5
PE068006	4	21	1	5	2	34	2	2	 	 	5
PE068006	5	62	1	4	2	34	2	1	 	 	2
PE068006	6	6	2	9	1	32	2	2	 	 	 
PE068007	1	38	1	1	2	33	2	1	 	 	2
PE068007	2	32	2	1	2	34	2	2	 	 	2
PE068007	15	0	2	5	 	 	2	 	2	 	 
PE068008	1	31	1	1	2	33	2	1	 	 	5
PE068008	2	35	2	1	2	34	2	2	 	 	3
PE068008	3	10	1	5	1	33	2	2	 	4	 
PE068009	1	37	1	1	2	37	2	1	 	 	5
PE068009	2	33	2	1	2	36	2	1	 	 	3
PE068010	1	37	1	1	2	36	2	1	 	 	3
PE068010	2	29	2	1	2	34	1	1	 	 	5
PE068010	3	12	1	5	1	33	2	2	 	6	 
PE068010	4	10	2	5	1	33	2	2	 	4	 
PE068011	1	31	1	1	2	34	2	1	 	 	3
PE068011	2	23	2	1	2	33	2	1	 	6	 
PE068012	1	51	1	1	2	34	2	1	 	 	4
PE068012	2	42	2	1	2	34	2	2	 	 	3
PE068012	3	23	2	5	2	37	2	2	 	 	2
PE068012	4	21	1	5	2	37	2	1	 	 	4
PE068012	5	17	1	5	2	37	2	2	 	 	1
PE068013	1	28	2	1	1	36	2	1	 	 	4
PE068013	2	62	2	3	2	33	1	1	 	 	5
PE068013	3	27	1	4	2	34	1	1	 	 	5
PE068013	4	62	1	13	2	33	2	1	 	 	5
PE068014	1	47	2	1	2	33	2	1	 	 	5
PE068014	2	35	1	2	2	33	2	2	 	 	5
PE068015	1	56	1	1	2	34	2	1	 	 	5
PE068015	2	49	2	1	2	33	2	2	 	 	5
PE068015	3	15	1	5	1	34	2	2	 	 	3
PE068015	4	6	2	5	1	32	2	2	 	 	 
PE068015	5	23	1	10	2	34	2	1	 	 	3
PE068016	1	39	1	1	2	37	2	1	 	 	7
PE068016	2	35	2	1	2	37	2	1	 	 	5
PE068016	15	4	1	5	 	 	2	 	2	 	 
PE068017	1	30	2	1	2	34	1	1	 	 	5
PE068017	2	6	1	10	2	0	2	2	 	 	 
PE068017	15	2	1	10	 	 	2	 	2	 	 
PE068018	1	31	1	1	2	34	1	1	 	 	2
PE068018	2	25	2	1	2	34	1	2	 	 	1
PE068018	3	5	1	5	2	0	1	2	 	 	 
PE068018	4	24	1	4	2	34	1	2	 	 	5
PE068019	1	49	1	1	2	34	1	1	 	 	5
PE068019	2	46	2	1	2	34	1	1	 	 	5
PE068020	1	27	1	1	2	36	2	1	 	 	3
PE068020	2	23	2	1	2	34	2	1	 	 	1
PE068020	3	58	1	3	2	33	1	1	 	 	5
PE068020	4	60	2	3	2	0	2	1	 	 	 
PE068020	5	24	2	4	2	34	2	1	 	 	5
PE068021	1	30	1	1	2	35	2	1	 	 	1
PE068021	2	25	2	1	2	33	2	1	 	3	 
PE068021	3	6	1	5	2	0	2	2	 	 	 
PE068021	4	24	1	4	2	34	2	2	 	 	5
PE068021	5	23	2	4	2	36	2	1	 	 	5
PE068021	6	54	2	3	2	33	2	1	 	 	5
PE068022	1	39	2	1	2	34	1	1	 	 	5
PE068022	2	11	1	5	1	33	2	2	 	6	 
PE068023	1	31	1	1	2	34	2	1	 	 	5
PE068023	2	33	2	1	2	34	2	2	 	 	5
PE068023	3	6	2	5	1	32	2	2	 	 	 
PE068024	1	34	1	1	2	34	2	1	 	 	4
PE068024	2	29	2	1	2	33	2	1	 	6	 
PE068024	3	11	1	5	1	33	2	2	 	5	 
PE068024	4	66	1	3	2	33	1	2	 	 	4
PE068024	5	61	2	3	2	33	2	2	 	 	3
PE068025	1	41	2	1	2	34	1	1	 	 	3
PE068025	2	16	2	5	1	34	1	2	 	 	4
PE078001	1	37	2	1	2	36	2	1	 	 	4
PE078001	2	40	1	1	2	36	2	1	 	 	5
PE078001	3	17	1	5	1	35	2	2	 	 	1
PE078001	4	15	2	5	1	34	2	2	 	 	4
PE078001	5	8	2	5	1	33	2	2	 	2	 
PE078002	1	46	2	1	2	35	2	1	 	 	2
PE078002	2	48	1	1	2	34	1	2	 	 	5
PE078002	3	17	2	5	1	34	2	2	 	 	4
PE078002	4	12	2	5	1	33	2	2	 	6	 
PE078002	5	24	2	6	2	36	2	2	 	 	5
PE078003	1	33	2	1	2	34	2	1	 	 	5
PE078003	2	14	1	5	1	33	2	2	 	2	 
PE078004	1	53	1	1	2	36	2	1	 	 	4
PE078004	2	45	2	1	2	38	2	1	 	 	5
PE078004	3	22	2	5	1	38	2	2	 	 	5
PE078004	4	17	2	5	1	34	2	2	 	 	4
PE078004	5	11	1	5	1	33	2	2	 	5	 
PE078004	6	101	2	4	2	33	2	2	 	 	5
PE078005	1	73	1	13	2	34	2	1	 	 	5
PE078005	2	65	2	13	2	36	2	1	 	 	3
PE078005	3	46	1	4	2	33	2	2	 	 	5
PE078006	1	44	1	1	2	36	2	1	 	 	3
PE078006	2	31	2	1	2	36	2	1	 	 	3
PE078006	15	1	2	5	 	 	2	 	3	 	 
PE078007	1	28	2	2	2	35	2	1	 	 	3
PE078007	2	39	1	1	2	36	2	1	 	 	4
PE078007	3	13	2	5	1	34	2	2	 	 	1
PE078007	15	0	1	10	 	 	2	 	2	 	 
PE078008	1	40	2	1	2	36	2	1	 	 	3
PE078008	2	9	1	5	1	33	2	2	 	3	 
PE078009	1	35	2	1	2	34	2	1	 	 	5
PE078009	2	24	1	2	2	33	2	1	 	1	 
PE078009	3	13	2	10	1	34	2	2	 	 	2
PE078009	4	73	1	3	2	33	2	1	 	 	3
PE078009	5	73	2	3	2	33	2	1	 	 	1
PE078009	6	31	1	4	2	36	2	1	 	 	5
PE078009	7	27	2	4	2	36	2	1	 	 	3
PE078009	15	0	2	10	 	 	2	 	2	 	 
PE078009	16	1	1	6	 	 	2	 	2	 	 
PE078010	1	40	1	1	2	38	2	1	 	 	6
PE078010	2	38	2	1	2	36	2	1	 	 	4
PE078010	3	62	1	3	2	34	2	2	 	 	5
PE078010	4	62	2	3	2	34	2	2	 	 	5
PE078010	5	30	2	4	2	38	2	2	 	 	5
PE078010	6	40	1	4	2	34	2	2	 	 	5
PE078010	7	34	2	4	2	38	2	2	 	 	5
PE078010	8	6	1	6	1	32	2	2	 	 	 
PE078010	15	1	1	5	 	 	2	 	2	 	 
PE078011	1	37	2	1	2	34	2	1	 	 	5
PE078011	2	14	1	5	1	34	2	2	 	 	1
PE078011	3	11	2	5	1	33	2	2	 	4	 
PE078012	1	77	1	3	2	36	1	1	 	 	3
PE078012	2	58	2	3	2	34	1	2	 	 	3
PE078012	3	27	1	4	1	35	2	1	 	 	2
PE078012	4	25	1	4	1	37	2	2	 	 	1
PE078012	5	26	2	4	2	38	1	2	 	 	5
PE078012	6	22	1	6	1	35	2	2	 	 	2
PE078013	1	37	1	1	2	36	2	1	 	 	3
PE078013	2	32	2	1	2	36	2	1	 	 	3
PE078013	3	58	2	3	2	38	2	1	 	 	5
PE078013	15	3	2	5	 	 	2	 	1	 	 
PE078014	1	34	1	1	2	34	2	1	 	 	5
PE078014	2	32	2	1	2	35	2	2	 	 	2
PE078014	3	84	2	13	2	33	2	2	 	 	1
PE078014	4	60	2	4	2	33	2	1	 	 	5
PE078014	5	47	1	4	2	38	2	2	 	 	5
PE078014	15	2	1	5	 	 	2	 	2	 	 
PE078015	1	39	1	1	2	36	2	1	 	 	3
PE078015	2	28	2	1	2	36	2	1	 	 	3
PE078015	15	2	2	5	 	 	2	 	2	 	 
PE078016	1	37	1	1	2	34	2	1	 	 	5
PE078016	2	37	2	1	2	33	2	1	 	 	3
PE078016	3	13	2	5	1	34	2	2	 	 	1
PE078016	4	10	2	5	1	33	2	2	 	6	 
PE078017	1	38	1	1	2	34	2	1	 	 	5
PE078017	2	36	2	1	2	34	2	2	 	 	5
PE078017	3	6	1	5	1	32	2	2	 	 	 
PE078017	15	2	2	5	 	 	2	 	2	 	 
PE078018	1	28	2	1	1	34	2	2	 	 	4
PE078018	2	97	2	3	2	33	2	2	 	 	5
PE078018	3	23	2	7	2	33	2	2	 	3	 
PE078019	1	34	1	1	2	38	2	1	 	 	5
PE078019	2	29	2	1	2	34	2	2	 	 	5
PE078019	15	3	2	5	 	 	2	 	1	 	 
PE078019	16	0	1	5	 	 	1	 	2	 	 
PE078020	1	41	1	1	2	33	2	1	 	 	4
PE078020	2	35	2	1	2	34	2	2	 	 	2
PE078020	3	9	1	5	1	33	2	2	 	2	 
PE078021	1	30	1	1	2	34	2	1	 	 	5
PE078021	2	26	2	1	2	34	2	1	 	 	5
PE078021	15	2	1	5	 	 	2	 	2	 	 
PE078022	1	40	2	1	2	36	2	2	 	 	2
PE078022	2	45	1	1	2	38	2	1	 	 	7
PE078022	3	10	2	5	1	33	2	2	 	4	 
PE078022	4	60	2	4	2	34	2	1	 	 	5
PE078023	1	33	2	1	1	35	2	1	 	 	1
PE078023	2	13	1	10	1	34	2	2	 	 	1
PE078024	1	26	1	1	2	38	2	1	 	 	5
PE078024	2	26	2	1	1	35	2	2	 	 	4
PE078024	3	47	1	3	1	35	2	1	 	 	1
PE078024	4	46	2	3	2	34	2	2	 	 	5
PE078024	5	23	1	4	2	36	2	2	 	 	3
PE078024	6	21	2	4	1	37	2	2	 	 	3
PE078024	7	15	1	4	1	34	2	2	 	 	4
PE078025	1	40	1	1	1	38	2	1	 	 	7
PE078025	2	34	2	1	2	38	2	1	 	 	5
PE078025	3	24	2	7	2	34	2	2	 	 	2
PE078025	15	3	1	5	 	 	2	 	1	 	 
PE078026	1	34	1	1	2	34	2	1	 	 	5
PE078026	2	38	2	1	2	33	2	1	 	 	5
PE078026	3	17	2	10	1	34	2	2	 	 	3
PE078026	4	15	2	10	1	34	2	2	 	 	1
PE078026	5	20	1	10	2	34	2	2	 	 	5
PE078026	6	5	1	5	1	0	2	2	 	 	 
PE078027	1	41	2	1	2	34	2	1	 	 	4
PE078027	2	20	1	5	2	34	2	1	 	 	5
PE078028	1	38	2	1	2	34	2	1	 	 	5
PE078028	2	52	1	1	2	34	2	1	 	 	5
PE078028	3	16	2	5	1	34	2	2	 	 	4
PE078029	1	42	1	1	2	36	2	1	 	 	3
PE078029	2	33	2	1	2	36	2	2	 	 	2
PE078029	3	57	1	3	2	33	2	2	 	 	5
PE078029	4	52	2	3	2	33	2	2	 	 	5
PE078029	5	30	2	4	2	36	2	2	 	 	5
PE078029	6	35	1	4	2	37	2	2	 	 	2
PE078029	7	26	1	4	2	36	2	2	 	 	3
PE078029	15	0	1	5	 	 	2	 	2	 	 
PE078029	16	4	1	6	 	 	2	 	1	 	 
PE078030	1	42	1	1	2	34	2	1	 	 	5
PE078030	2	33	2	1	2	33	2	1	 	 	5
PE078030	15	4	1	5	 	 	2	 	1	 	 
PE078031	1	32	1	1	2	33	2	1	 	 	5
PE078031	2	33	2	1	2	33	2	2	 	 	4
PE078031	3	9	1	5	1	33	2	2	 	3	 
PE078031	4	5	1	5	2	0	2	2	 	 	 
PE078031	15	3	2	5	 	 	2	 	4	 	 
PE078031	16	0	2	5	 	 	2	 	2	 	 
PE078032	1	38	1	1	2	34	2	1	 	 	3
PE078032	2	36	2	1	2	34	2	2	 	 	5
PE078032	3	12	2	5	1	33	2	2	 	4	 
PE078032	4	6	1	5	1	0	2	2	 	 	 
PE078033	1	37	1	1	2	34	2	1	 	 	5
PE078033	2	32	2	1	2	34	2	2	 	 	5
PE078033	3	6	2	5	1	32	2	2	 	 	 
PE078033	15	0	1	5	 	 	2	 	2	 	 
PE078034	1	33	1	1	1	35	2	1	 	 	3
PE078034	2	26	2	1	2	34	2	1	 	 	1
PE078034	3	6	1	5	1	0	2	2	 	 	 
PE078035	1	39	1	1	2	34	2	1	 	 	1
PE078035	2	40	2	1	2	35	2	1	 	 	5
PE078035	3	13	1	5	1	33	2	2	 	6	 
PE078035	4	11	2	5	1	33	2	2	 	5	 
PE078036	1	31	2	1	2	33	2	1	 	 	1
PE078036	2	32	1	1	2	34	2	1	 	 	4
PE078036	3	10	2	5	1	33	2	2	 	3	 
PE078036	4	6	2	5	1	32	2	2	 	 	 
PE078036	15	4	2	5	 	 	2	 	1	 	 
PE078036	16	2	2	5	 	 	2	 	2	 	 
PE078037	1	42	1	1	2	34	2	1	 	 	5
PE078037	2	34	2	1	2	33	2	2	 	 	5
PE078037	3	17	2	5	2	34	2	2	 	 	5
PE078037	4	16	1	5	1	34	2	2	 	 	3
PE078038	1	31	1	1	2	34	1	1	 	 	3
PE078038	2	32	2	1	2	33	2	1	 	 	3
PE078038	3	9	2	5	1	33	2	2	 	3	 
PE078039	1	33	1	1	2	33	2	1	 	 	2
PE078039	2	30	2	1	2	0	2	1	 	 	 
PE078039	3	14	1	5	1	34	2	1	 	 	1
PE078040	1	40	1	1	2	34	2	1	 	 	5
PE078040	2	38	2	1	2	34	2	2	 	 	3
PE078040	3	17	2	5	1	34	2	2	 	 	3
PE078040	4	15	1	5	1	34	2	2	 	 	2
PE078040	5	12	1	5	1	33	2	2	 	6	 
PE078041	1	27	2	1	2	36	2	1	 	 	3
PE078041	2	50	2	3	2	37	2	1	 	 	3
PE078041	3	12	1	4	1	33	2	2	 	5	 
PE078041	4	35	1	4	2	36	2	2	 	 	3
PE078041	15	3	2	5	 	 	2	 	2	 	 
PE078042	1	32	1	1	2	36	2	1	 	 	6
PE078042	2	36	2	1	2	34	2	1	 	 	5
PE078042	3	10	1	5	1	33	2	2	 	4	 
PE078042	4	9	2	5	1	33	2	2	 	2	 
PE078042	5	62	1	3	2	0	2	2	 	 	 
PE078042	6	61	2	3	2	0	2	2	 	 	 
PE078042	7	27	2	4	2	38	2	1	 	 	5
PE078042	8	19	1	4	1	35	2	2	 	 	2
PE078043	1	36	1	1	2	33	2	1	 	 	5
PE078043	2	31	2	1	2	34	2	1	 	 	2
PE078043	3	14	1	10	2	33	2	1	 	6	 
PE078043	4	10	2	5	1	33	2	2	 	3	 
PE078044	1	34	1	1	2	36	2	1	 	 	5
PE078044	2	34	2	1	2	36	2	1	 	 	5
PE078044	3	15	2	5	1	34	2	2	 	 	3
PE078044	15	2	1	5	 	 	2	 	2	 	 
PE078045	1	35	1	1	2	34	2	1	 	 	5
PE078045	2	37	2	1	2	33	2	1	 	 	5
PE078045	3	13	1	5	1	33	2	2	 	6	 
PE078045	4	9	1	5	1	33	2	2	 	2	 
PE078046	1	35	1	1	2	34	2	1	 	 	5
PE078046	2	29	2	1	2	34	2	2	 	 	2
PE078046	3	11	2	5	1	33	2	2	 	5	 
PE078047	1	60	1	1	2	33	2	1	 	 	2
PE078047	2	56	2	1	2	33	2	2	 	 	3
PE078047	3	18	1	5	2	34	2	1	 	 	3
PE078047	4	16	2	5	2	33	2	2	 	3	 
PE078048	1	50	1	1	2	33	2	1	 	 	2
PE078048	2	52	2	1	2	0	2	2	 	 	 
PE078048	3	15	1	5	1	34	2	2	 	 	3
PE078048	4	13	2	5	1	33	1	2	 	2	 
PE078048	5	10	1	5	1	33	2	2	 	4	 
PE078049	1	31	1	1	2	34	2	1	 	 	5
PE078049	2	26	2	1	2	33	2	1	 	6	 
PE078049	15	3	2	5	 	 	2	 	2	 	 
PE078050	1	48	1	1	2	34	1	1	 	 	2
PE078050	2	42	2	1	2	34	2	1	 	 	5
PE078050	3	16	1	5	1	34	1	1	 	 	3
PE078050	4	14	1	5	1	34	2	1	 	 	2
PE078050	5	21	1	7	2	33	2	2	 	2	 
PE078050	15	4	1	5	 	 	2	 	1	 	 
PE078051	1	51	1	1	2	34	1	1	 	 	5
PE078051	2	29	2	1	2	33	1	1	 	6	 
PE078051	3	9	1	5	1	33	1	2	 	3	 
PE078051	15	4	1	5	 	 	2	 	2	 	 
