childid	id	age	sex	relate	still	yrschool	disabled	support	edinicia	grado	anhos
PE138039	8	31	1	4	1	35	2	1	 	 	1
PE138039	9	10	2	4	1	33	2	2	 	3	 
PE138040	1	59	1	13	2	33	1	1	 	 	5
PE138040	2	42	2	3	2	0	2	1	 	 	 
PE138040	3	26	1	4	2	34	2	2	 	 	2
PE138040	4	13	1	4	1	34	2	2	 	 	1
PE138041	1	33	1	1	2	33	2	1	 	 	5
PE138041	2	32	2	1	2	34	1	1	 	 	5
PE138041	3	11	2	5	1	33	1	2	 	5	 
PE138042	1	23	2	1	2	34	2	1	 	 	3
PE138042	2	45	1	3	2	34	2	1	 	 	5
PE138042	3	20	1	4	2	34	2	2	 	 	5
PE138042	15	0	2	5	 	 	2	 	2	 	 
PE138043	1	28	2	1	2	34	2	1	 	 	5
PE138043	2	55	1	3	2	34	1	2	 	 	3
PE138043	3	30	1	4	2	34	2	1	 	 	5
PE138043	4	28	2	4	2	34	2	1	 	 	5
PE138043	5	19	2	4	2	34	2	2	 	 	5
PE138043	15	3	1	6	 	 	2	 	2	 	 
PE138044	1	39	1	1	2	34	2	1	 	 	2
PE138044	2	39	2	1	2	34	2	2	 	 	5
PE138044	3	5	2	5	1	0	2	2	 	 	 
PE138045	1	35	1	1	2	34	2	1	 	 	3
PE138045	2	40	2	1	2	34	2	1	 	 	4
PE138045	3	11	2	5	1	33	2	2	 	6	 
PE138045	4	9	1	5	1	33	2	2	 	4	 
PE138046	1	33	1	1	2	33	2	1	 	 	4
PE138046	2	29	2	1	2	33	2	2	 	2	 
PE138046	3	24	1	4	2	34	2	2	 	 	4
PE138046	4	12	2	5	1	33	2	2	 	5	 
PE138046	5	10	1	5	1	33	2	2	 	3	 
PE138047	1	42	1	1	2	34	2	1	 	 	5
PE138047	2	38	2	1	2	35	2	1	 	 	3
PE138047	3	6	2	5	1	32	2	2	 	 	 
PE138048	1	35	1	1	2	35	2	1	 	 	3
PE138048	2	27	2	1	2	34	2	2	 	 	4
PE138048	3	7	2	5	1	32	2	2	 	 	 
PE138048	4	5	2	5	1	0	2	2	 	 	 
PE138048	15	2	1	5	 	 	2	 	2	 	 
PE138049	1	26	2	1	2	34	2	1	 	 	3
PE138049	2	27	1	1	2	34	2	1	 	 	5
PE138049	3	30	1	4	2	34	2	2	 	 	5
PE138049	4	29	2	4	2	36	2	2	 	 	1
PE138049	5	6	2	6	1	0	2	2	 	 	 
PE138049	6	28	2	4	2	34	2	2	 	 	4
PE138049	7	7	1	6	1	0	2	2	 	 	 
PE138049	8	20	1	4	2	34	2	2	 	 	5
PE138049	9	18	2	4	1	34	2	2	 	 	2
PE138049	10	15	2	4	1	34	2	2	 	 	2
PE138049	11	12	1	4	1	33	2	2	 	4	 
PE138049	12	9	2	4	1	33	2	2	 	3	 
PE138049	13	6	1	4	1	0	2	2	 	 	 
PE138049	14	75	2	13	2	0	2	2	 	 	 
PE138049	15	3	1	6	 	 	2	 	1	 	 
PE138049	16	2	2	6	 	 	2	 	1	 	 
PE138050	1	31	2	1	2	34	2	1	 	 	5
PE138050	2	9	1	10	1	33	2	2	 	3	 
PE138050	3	49	2	3	2	33	2	1	 	 	2
PE138051	1	46	1	1	2	34	2	1	 	 	5
PE138051	2	45	2	1	2	34	2	2	 	 	4
PE138051	3	19	1	5	1	34	2	2	 	 	5
PE138051	4	14	1	5	1	34	2	2	 	 	2
PE138052	1	22	2	1	2	33	2	2	 	6	 
PE138052	2	43	2	3	2	33	2	1	 	 	3
PE138052	3	26	2	4	2	33	2	2	 	6	 
PE138052	4	11	1	6	1	33	2	2	 	4	 
PE138052	5	9	2	6	1	33	2	2	 	2	 
PE138052	6	17	1	4	1	34	2	2	 	 	2
PE138052	7	13	2	4	1	33	2	2	 	6	 
PE138052	8	9	1	4	1	33	2	2	 	2	 
PE138052	15	0	1	10	 	 	2	 	2	 	 
PE138053	1	36	2	1	1	34	2	1	 	 	3
PE138053	2	37	1	1	2	34	2	1	 	 	2
PE138053	3	5	1	5	1	0	2	2	 	 	 
PE148001	1	36	1	1	2	34	1	2	 	 	1
PE148001	2	35	2	1	2	34	2	1	 	 	5
PE148001	3	10	2	5	1	33	2	2	 	4	 
PE148002	1	36	2	1	2	37	2	1	 	 	3
PE148002	2	12	2	5	1	34	2	2	 	1	 
PE148002	3	56	2	3	2	0	2	1	 	 	 
PE148002	4	68	1	3	2	34	2	1	 	 	5
PE148002	5	26	1	4	2	33	1	2	 	6	 
PE148002	6	23	1	4	1	35	2	2	 	 	1
PE148002	7	21	2	4	1	35	2	2	 	 	3
PE148003	1	28	2	1	2	34	2	1	 	5	 
PE148003	2	6	1	5	1	32	2	2	 	 	 
PE148003	3	62	2	3	2	33	2	2	 	 	4
PE148003	4	25	2	4	2	36	2	2	 	 	1
PE148003	5	21	1	4	2	36	2	2	 	 	3
PE148003	6	14	2	6	1	34	2	2	 	1	 
PE148003	7	5	2	6	2	0	2	2	 	 	 
PE148004	1	34	1	1	2	33	2	1	 	 	5
PE148004	2	30	2	1	2	33	2	2	 	3	 
PE148004	3	10	2	5	1	33	2	2	 	5	 
PE148004	4	6	2	5	1	32	2	2	 	 	 
PE148004	15	3	1	5	 	 	2	 	2	 	 
PE148005	1	30	1	1	2	34	2	1	 	4	 
PE148005	2	31	2	1	2	34	2	2	 	 	1
PE148005	3	13	1	5	1	34	2	2	 	2	 
PE148005	4	9	1	5	1	33	2	2	 	3	 
PE148005	5	5	1	5	2	0	2	2	 	 	 
PE148005	15	1	2	5	 	 	2	 	2	 	 
PE148006	1	35	1	1	2	36	2	1	 	 	3
PE148006	2	29	2	1	2	34	2	1	 	5	 
PE148006	15	4	1	5	 	 	2	 	1	 	 
PE148007	1	42	1	1	2	35	2	1	 	 	 
PE148007	2	42	2	1	2	34	2	1	 	 	5
PE148007	3	9	2	5	1	33	2	2	 	4	 
PE148007	4	81	2	3	2	0	2	2	 	 	 
PE148007	5	61	1	4	2	34	2	2	 	 	3
PE148007	6	45	1	4	2	33	1	2	 	 	5
PE148007	7	37	1	6	2	38	2	2	 	 	6
PE148008	1	31	1	1	2	35	2	1	 	 	3
PE148008	2	23	2	1	2	33	2	1	 	4	 
PE148008	3	5	2	5	1	0	2	2	 	 	 
PE148009	1	36	2	1	2	36	2	1	 	 	2
PE148009	2	40	1	4	2	34	2	2	 	 	5
PE148009	3	37	1	4	2	36	2	2	 	 	4
PE148009	4	28	1	4	1	36	2	2	 	 	3
PE148009	5	12	1	5	1	34	2	2	 	 	1
PE148010	1	29	1	2	2	33	2	1	 	6	 
PE148010	2	28	2	1	2	34	2	1	 	2	 
PE148010	3	55	1	3	2	33	2	1	 	 	2
PE148010	4	10	2	5	1	33	2	2	 	3	 
PE148010	5	6	1	4	1	32	2	2	 	 	 
PE148010	15	3	2	10	 	 	2	 	1	 	 
PE148010	16	3	2	6	 	 	2	 	2	 	 
PE148010	17	2	1	10	 	 	2	 	2	 	 
PE148011	1	42	2	1	2	33	2	1	 	 	5
PE148011	2	13	1	10	1	33	2	2	 	6	 
PE148011	3	43	1	2	2	33	2	1	 	 	3
PE148011	4	69	2	3	2	33	1	2	 	 	4
PE148012	1	30	1	1	2	35	2	1	 	 	2
PE148012	2	32	2	1	2	36	2	1	 	 	3
PE148012	15	0	1	5	 	 	2	 	2	 	 
PE148013	1	26	1	1	2	34	2	1	 	 	1
PE148013	2	26	2	1	2	34	2	1	 	 	1
PE148013	3	11	1	5	1	33	2	2	 	3	 
PE148013	4	35	1	4	2	34	2	2	 	 	3
PE148014	1	30	1	2	2	33	2	1	 	3	 
PE148014	2	35	2	1	2	34	2	1	 	 	5
PE148015	1	42	1	1	2	34	2	1	 	 	5
PE148015	2	32	2	1	2	34	2	2	 	 	3
PE148015	3	64	1	3	2	33	1	1	 	 	5
PE148015	4	62	2	3	2	33	1	1	 	 	3
PE148015	5	35	1	4	2	36	2	2	 	 	3
PE148015	6	33	1	4	2	34	2	1	 	 	5
PE148015	7	29	2	4	2	34	2	2	 	 	3
PE148015	8	29	2	4	2	36	2	1	 	 	3
PE148015	9	14	1	13	1	34	2	2	 	 	2
PE148015	15	0	2	6	 	 	2	 	2	 	 
PE148016	1	35	1	1	2	34	2	1	 	 	1
PE148016	2	30	2	1	2	33	2	1	 	5	 
PE148016	3	12	2	10	1	33	2	2	 	6	 
PE148017	1	29	1	1	2	34	2	1	 	 	 
PE148017	2	32	2	1	2	34	2	2	 	 	5
PE148017	3	88	1	3	2	33	2	2	 	 	5
PE148017	4	73	2	3	2	0	1	2	 	 	 
PE148018	1	39	1	1	2	35	2	1	 	 	2
PE148018	2	32	2	1	2	33	2	1	 	 	5
PE148018	3	12	2	5	1	33	2	2	 	3	 
PE148018	4	10	1	5	1	33	2	2	 	2	 
PE148018	5	5	2	5	2	0	2	2	 	 	 
PE148018	6	11	2	4	2	33	2	2	 	4	 
PE148018	15	2	1	5	 	 	2	 	2	 	 
PE148018	16	1	2	6	 	 	2	 	2	 	 
PE148019	1	33	1	1	2	34	2	1	 	 	5
PE148019	2	34	2	1	2	34	2	2	 	 	5
PE148019	3	6	2	5	1	0	2	2	 	 	 
PE148020	1	35	1	1	2	35	2	1	 	 	1
PE148020	2	34	2	1	2	35	2	1	 	 	3
PE148020	3	10	1	5	1	33	2	2	 	5	 
PE148020	4	6	2	5	1	33	2	1	 	1	 
PE148021	1	41	2	1	2	0	2	1	 	 	 
PE148021	2	21	2	5	2	34	2	1	 	 	5
PE148021	3	18	1	5	2	33	2	1	 	6	 
PE148021	4	17	2	5	1	34	2	1	 	 	2
PE148021	5	10	1	5	1	33	2	2	 	4	 
PE148021	6	6	1	5	1	32	2	2	 	 	 
PE148022	1	34	1	1	2	34	2	1	 	 	5
PE148022	2	26	2	1	2	33	2	2	 	4	 
PE148022	15	3	2	5	 	 	2	 	2	 	 
PE148023	1	34	1	1	2	34	2	1	 	 	5
PE148023	2	33	2	1	2	35	2	1	 	 	1
PE148023	3	12	2	5	1	34	2	2	 	 	3
PE148024	1	45	1	1	2	34	2	1	 	 	5
PE148024	2	37	2	1	2	33	2	2	 	 	5
PE148024	3	19	2	5	1	34	2	2	 	 	3
PE148024	4	17	2	5	1	34	2	2	 	 	2
PE148024	5	12	1	5	1	33	2	2	 	4	 
PE148025	1	33	1	1	2	34	2	1	 	 	5
PE148025	2	30	2	1	2	34	2	2	 	 	3
PE148025	3	11	1	5	1	33	2	2	 	5	 
PE148025	15	2	1	5	 	 	2	 	2	 	 
PE148026	1	32	2	1	2	33	2	1	 	 	2
PE148026	2	12	2	5	1	33	2	1	 	4	 
PE148026	3	7	1	5	1	32	2	2	 	 	 
PE148026	4	5	1	5	2	0	2	2	 	 	 
PE148027	1	42	1	1	2	33	2	1	 	 	5
PE148027	2	41	2	1	2	33	2	1	 	 	5
PE148027	3	24	1	5	1	34	2	1	 	 	4
PE148027	4	16	2	5	1	34	2	2	 	 	4
PE148027	5	10	2	5	1	33	2	2	 	4	 
PE148027	6	10	2	5	1	33	2	2	 	4	 
PE148027	7	5	2	5	1	0	2	2	 	 	 
PE148028	1	29	2	1	2	34	2	1	 	 	3
PE148028	2	6	2	10	1	32	2	2	 	 	 
PE148028	3	51	2	3	2	34	2	1	 	 	3
PE148028	4	24	1	4	2	34	2	1	 	 	5
PE148028	5	29	2	4	2	34	2	1	 	 	5
PE148028	6	5	2	6	2	0	2	2	 	 	 
PE148028	15	2	2	6	 	 	2	 	2	 	 
PE148029	1	40	1	1	2	33	2	1	 	 	5
PE148029	2	40	2	1	2	34	2	1	 	 	5
PE148030	1	58	1	2	2	33	2	1	 	 	3
PE148030	2	28	2	1	2	0	2	2	 	 	 
PE148030	15	4	2	10	 	 	1	 	2	 	 
PE148031	1	30	1	1	2	35	2	1	 	 	1
PE148031	2	26	2	1	2	34	1	1	 	 	3
PE148031	3	6	1	5	1	32	2	2	 	 	 
PE148032	1	35	2	1	1	38	2	1	 	 	5
PE148032	2	63	1	3	2	34	1	2	 	 	5
PE148032	3	59	2	3	2	33	2	2	 	 	5
PE148032	4	 	2	4	2	38	2	1	 	 	5
PE148032	5	 	1	4	2	38	2	1	 	 	5
PE148032	6	 	2	7	2	35	2	2	 	 	2
PE148033	1	31	1	1	2	34	2	1	 	 	3
PE148033	2	27	2	1	2	34	2	1	 	 	4
PE148033	15	3	1	5	 	 	2	 	1	 	 
PE148034	1	31	1	1	2	33	2	1	 	 	4
PE148034	2	28	2	2	2	35	2	1	 	 	1
PE148034	3	8	2	10	1	33	2	2	 	2	 
PE148034	4	6	1	10	1	32	2	2	 	 	 
PE148034	5	17	1	4	2	34	2	1	 	 	2
PE148034	6	23	1	4	2	34	2	1	 	 	5
PE148035	1	34	1	1	2	34	2	1	 	 	4
PE148035	2	29	2	1	2	34	2	1	 	 	3
PE148035	3	9	1	5	1	33	2	2	 	3	 
PE148035	4	5	1	5	2	0	2	2	 	 	 
PE148035	5	19	1	4	2	33	2	2	 	6	 
PE148036	1	34	1	1	2	35	2	1	 	 	1
PE148036	2	32	2	1	2	34	2	2	 	 	5
PE148036	3	9	1	5	1	33	2	2	 	5	 
PE148037	1	35	1	1	2	34	2	1	 	 	3
PE148037	2	32	2	1	2	34	2	1	 	 	5
PE148037	3	12	2	5	1	33	2	2	 	6	 
PE148037	4	9	1	5	1	33	2	2	 	3	 
PE148038	1	46	1	1	2	33	2	1	 	 	5
PE148038	2	36	2	1	2	34	2	1	 	 	5
PE148038	3	13	2	5	1	35	2	2	 	 	2
PE148038	4	10	1	5	1	33	2	2	 	5	 
PE148038	5	7	1	5	1	33	2	2	 	2	 
PE148039	1	30	1	1	2	34	2	1	 	 	5
PE148039	2	33	2	1	2	33	2	2	 	 	5
PE148039	15	2	1	5	 	 	2	 	2	 	 
PE148040	1	34	1	1	2	34	2	1	 	 	2
PE148040	2	33	2	1	2	34	2	2	 	 	3
PE148040	3	10	1	5	1	33	2	2	 	2	 
PE148040	15	4	1	5	 	 	2	 	1	 	 
PE148041	1	45	1	1	2	33	2	1	 	 	5
PE148041	2	46	2	1	2	33	2	2	 	 	5
PE148041	3	22	1	10	2	34	2	2	 	 	3
PE148041	4	20	1	10	2	33	2	2	 	6	 
PE148041	5	16	1	10	1	34	2	2	 	 	3
PE148041	6	13	2	10	2	33	1	2	 	1	 
PE148041	7	6	1	5	1	32	2	2	 	 	 
PE148042	1	32	1	1	2	34	1	1	 	 	5
PE148042	2	31	2	1	2	34	1	1	 	 	2
PE148042	15	3	2	5	 	 	2	 	2	 	 
PE148043	1	47	1	1	2	34	2	1	 	 	5
PE148043	2	42	2	1	2	34	2	2	 	 	2
PE148043	3	20	1	5	2	34	2	1	 	 	5
PE148043	15	2	2	5	 	 	2	 	2	 	 
PE148044	1	31	1	1	2	35	2	1	 	 	2
PE148044	2	32	2	1	2	35	2	1	 	 	2
PE148044	3	10	1	5	1	33	2	2	 	4	 
PE148045	1	52	1	1	2	34	2	1	 	 	5
PE148045	2	46	2	1	2	36	2	1	 	 	3
PE148045	3	25	1	5	2	36	2	2	 	 	3
PE148045	4	21	2	5	1	35	2	2	 	 	2
PE148045	5	15	2	5	1	34	2	2	 	 	4
PE148045	6	12	1	5	1	34	2	2	 	 	1
PE148045	7	6	1	5	1	0	2	2	 	 	 
PE148045	8	19	2	11	2	34	2	2	 	 	5
PE148046	1	26	1	1	2	34	2	1	 	3	 
PE148046	2	27	2	1	2	33	2	2	 	5	 
PE148047	1	43	1	1	2	33	2	1	 	 	5
PE148047	2	40	2	1	2	33	2	1	 	 	2
PE148047	3	18	2	5	1	34	2	2	 	 	5
PE148047	4	17	2	5	1	35	2	2	 	 	1
PE148047	5	17	1	5	1	35	2	2	 	 	1
PE148047	6	11	2	5	1	33	2	2	 	6	 
PE148047	15	3	2	5	 	 	2	 	2	 	 
PE148048	1	24	2	1	2	36	2	1	 	 	3
PE148048	2	62	2	3	2	33	2	1	 	 	5
PE148049	1	35	2	1	2	33	2	1	 	 	3
PE148049	2	14	1	5	1	33	2	2	 	4	 
PE148049	3	5	1	5	2	0	2	2	 	 	 
PE148049	4	22	2	4	2	33	2	2	 	4	 
PE148049	5	6	1	4	2	0	2	2	 	 	 
PE148049	15	3	2	6	 	 	2	 	2	 	 
PE148050	1	57	1	13	2	33	2	1	 	 	3
PE148050	2	57	2	3	2	33	2	1	 	 	3
PE148050	3	39	1	1	2	34	2	1	 	 	5
PE148051	1	41	1	1	2	34	2	1	 	 	5
PE148051	2	41	2	1	2	34	2	2	 	 	5
PE148051	3	13	1	5	1	34	2	2	 	 	2
PE148051	4	12	1	5	1	34	2	2	 	 	1
PE148051	15	4	2	5	 	 	2	 	1	 	 
PE158001	1	44	1	1	2	34	2	1	 	 	3
PE158001	2	38	2	1	2	34	2	1	 	 	3
PE158001	3	21	1	5	2	34	2	1	 	 	5
PE158001	4	17	1	5	2	34	2	1	 	 	2
PE158001	5	15	2	5	1	33	2	1	 	2	 
PE158001	6	11	1	5	1	33	2	1	 	3	 
PE158001	7	9	2	5	1	33	2	1	 	2	 
PE158001	8	5	1	5	2	0	1	2	 	 	 
PE158001	15	2	1	5	 	 	2	 	2	 	 
PE158001	16	0	1	5	 	 	2	 	2	 	 
PE158002	1	37	1	1	2	33	2	1	 	 	3
PE158002	2	29	2	1	2	33	2	1	 	6	 
PE158002	3	12	1	5	1	33	2	2	 	6	 
PE158002	4	5	2	5	1	0	2	2	 	 	 
PE158003	1	42	1	1	2	34	2	1	 	 	3
PE158003	2	28	2	1	2	33	2	1	 	6	 
PE158003	3	5	1	5	2	0	2	2	 	 	 
PE158004	1	32	2	1	2	0	2	1	 	 	 
PE158004	2	5	2	5	2	0	2	2	 	 	 
PE158005	1	37	1	1	2	34	2	1	 	 	5
PE158005	2	31	2	1	2	34	2	1	 	 	4
PE158005	3	12	2	5	1	33	2	2	 	4	 
PE158005	4	9	1	5	1	33	2	2	 	2	 
PE158005	5	6	2	5	2	0	2	2	 	 	 
PE158006	1	36	1	1	2	34	2	1	 	 	3
PE158006	2	35	2	1	2	33	2	1	 	 	2
PE158006	3	15	1	5	1	34	2	2	 	 	3
PE158006	4	13	2	5	1	33	2	2	 	6	 
PE158006	5	11	1	5	1	33	2	2	 	4	 
PE158007	1	27	2	1	2	34	2	1	 	 	5
PE158008	1	42	1	1	2	33	2	1	 	 	2
PE158008	2	37	2	1	2	33	2	1	 	 	5
PE158008	3	17	1	5	1	34	2	1	 	 	4
PE158008	4	15	1	5	1	34	2	1	 	 	3
PE158008	5	13	2	5	2	33	2	1	 	6	 
PE158008	6	9	1	5	1	33	2	2	 	1	 
PE158008	7	6	1	5	1	0	2	2	 	 	 
PE158008	15	4	1	5	 	 	2	 	1	 	 
PE158008	16	1	1	5	 	 	1	 	2	 	 
PE158009	1	40	1	3	2	33	2	1	 	 	2
PE158009	2	39	2	3	2	0	2	1	 	 	 
PE158009	3	33	1	4	2	34	2	2	 	 	5
PE158009	4	23	2	4	2	33	2	2	 	6	 
PE158009	5	10	2	4	1	33	2	2	 	2	 
PE158009	15	4	2	6	 	 	2	 	1	 	 
PE158010	1	35	1	1	2	34	2	1	 	 	5
PE158010	2	32	2	1	2	33	2	1	 	 	5
PE158010	3	15	2	5	1	34	2	1	 	 	1
PE158010	4	12	2	5	1	33	2	1	 	6	 
PE158010	5	9	1	5	1	33	2	2	 	3	 
PE158010	15	4	2	5	 	 	2	 	2	 	 
PE158011	1	47	1	1	2	36	2	1	 	 	5
PE158011	2	42	2	1	2	34	2	2	 	 	3
PE158011	3	9	2	5	1	33	2	2	 	3	 
PE158012	1	38	1	1	2	33	2	1	 	 	5
PE158012	2	36	2	1	2	34	2	1	 	 	2
PE158012	3	18	1	5	1	34	2	2	 	 	2
PE158012	4	14	2	5	1	34	2	2	 	 	1
PE158012	5	5	1	5	1	0	2	2	 	 	 
PE158013	1	30	1	1	2	34	2	1	 	 	5
PE158013	2	28	2	1	2	33	2	1	 	3	 
PE158013	3	10	1	5	1	33	2	2	 	4	 
PE158013	15	2	2	5	 	 	2	 	2	 	 
PE158014	1	48	1	1	2	33	2	1	 	 	1
PE158014	2	43	2	1	2	33	2	1	 	 	5
PE158014	3	19	1	5	1	34	2	2	 	 	2
PE158014	4	18	1	5	1	34	2	2	 	 	1
PE158014	5	14	1	5	1	34	2	2	 	 	1
PE158014	6	12	2	5	1	34	2	2	 	 	1
PE158014	7	10	1	5	1	33	2	2	 	3	 
PE158014	8	9	2	5	1	33	2	2	 	3	 
PE158014	9	70	1	3	2	0	2	1	 	 	 
PE158015	1	30	2	1	2	34	2	1	 	 	2
PE158015	2	6	2	5	2	0	2	2	 	 	 
PE158016	1	29	1	1	2	33	2	1	 	6	 
PE158016	2	26	2	1	2	34	2	1	 	 	2
PE158016	15	3	2	5	 	 	2	 	2	 	 
PE158016	16	1	1	5	 	 	2	 	2	 	 
PE158017	1	45	2	3	2	0	2	1	 	 	 
PE158017	2	18	2	4	2	33	2	2	 	4	 
PE158017	3	23	1	4	2	33	2	2	 	2	 
PE158017	4	13	2	4	1	33	2	2	 	4	 
PE158018	1	33	2	1	2	33	2	1	 	 	1
PE158018	2	48	1	1	2	33	2	1	 	 	5
PE158018	3	10	2	5	1	33	2	2	 	5	 
PE158018	15	4	2	5	 	 	2	 	1	 	 
PE158019	1	26	2	1	2	34	2	2	 	 	2
PE158019	2	27	1	2	2	34	2	2	 	 	2
PE158019	3	60	1	3	2	31	2	1	 	 	 
PE158019	4	51	2	3	2	33	2	2	 	 	4
PE158019	5	20	1	4	2	34	2	2	 	 	4
PE158019	6	18	1	4	1	34	2	2	 	 	1
PE158019	7	16	2	4	2	33	2	2	 	6	 
PE158019	15	3	1	10	 	 	2	 	2	 	 
PE158019	16	2	2	10	 	 	2	 	2	 	 
PE158020	1	40	1	1	2	34	2	1	 	 	3
PE158020	2	42	2	1	2	34	1	1	 	 	5
PE158020	3	13	1	10	1	34	2	2	 	 	1
PE158020	4	5	1	5	2	0	2	2	 	 	 
PE158021	1	35	1	1	2	33	2	1	 	 	5
PE158021	2	29	2	1	2	33	2	1	 	3	 
PE158021	3	10	2	5	1	33	2	2	 	3	 
PE158021	15	2	2	5	 	 	2	 	2	 	 
PE158022	1	47	1	1	2	33	2	1	 	 	5
PE158022	2	46	2	1	2	0	2	1	 	 	 
PE158022	3	11	2	5	1	33	2	2	 	4	 
PE158022	4	9	2	5	1	33	2	2	 	3	 
PE158023	1	40	2	1	2	33	2	1	 	 	5
PE158023	2	78	2	3	2	0	2	2	 	 	 
PE158023	3	17	1	5	2	33	2	2	 	6	 
PE158023	4	14	2	5	2	33	2	2	 	6	 
PE158023	5	10	2	5	1	33	2	2	 	3	 
PE158024	1	26	1	1	2	34	2	1	 	 	5
PE158024	2	25	2	1	2	34	2	1	 	 	2
PE158024	15	3	2	5	 	 	2	 	2	 	 
PE158025	1	30	1	1	2	33	2	1	 	6	 
PE158025	2	23	2	1	2	34	2	1	 	 	3
PE158025	15	4	2	5	 	 	2	 	1	 	 
PE158025	16	2	2	5	 	 	2	 	2	 	 
PE158025	17	0	2	5	 	 	2	 	2	 	 
PE158026	1	30	1	1	2	34	2	1	 	 	5
PE158026	2	31	2	1	2	36	2	1	 	 	3
PE158026	3	5	1	5	1	0	2	2	 	 	 
PE158031	1	43	1	3	2	33	2	1	 	 	4
PE158031	2	42	2	3	2	33	2	1	 	 	4
PE158031	3	13	2	4	2	33	2	1	 	5	 
PE158031	4	11	2	4	2	33	2	1	 	5	 
PE158031	5	9	1	4	1	32	2	1	 	 	 
PE158031	6	6	2	4	1	32	2	2	 	 	 
PE158031	15	4	2	4	 	 	2	 	2	 	 
PE158031	16	2	1	4	 	 	2	 	2	 	 
PE158031	17	0	1	4	 	 	2	 	2	 	 
PE158032	1	26	1	1	2	34	2	1	 	 	3
PE158032	2	26	2	1	2	34	2	1	 	 	3
PE158032	3	6	2	5	1	32	2	2	 	 	 
PE158032	4	58	1	3	2	34	2	2	 	 	4
PE158033	1	40	2	1	2	33	2	1	 	 	3
PE158033	2	18	1	5	1	35	2	2	 	 	2
PE158033	3	9	2	5	1	33	2	2	 	3	 
PE158033	4	14	2	6	1	34	2	2	 	 	1
PE158033	5	22	2	11	2	36	2	2	 	 	3
PE158034	1	34	1	1	2	35	2	1	 	 	2
PE158034	2	33	2	1	2	33	2	1	 	 	5
PE158034	3	10	2	5	1	33	2	2	 	5	 
PE158034	4	5	2	5	2	0	2	2	 	 	 
PE158034	15	2	2	5	 	 	2	 	2	 	 
PE158035	1	28	1	1	2	35	2	1	 	 	1
PE158035	2	30	2	1	2	34	2	1	 	 	5
PE158035	3	14	1	10	1	34	2	2	 	 	2
PE158035	4	5	1	5	2	0	2	2	 	 	 
PE158036	1	36	2	1	2	33	2	1	 	 	3
PE158036	2	13	1	5	1	34	2	2	 	 	1
PE158036	3	10	1	5	1	33	2	2	 	5	 
PE158036	15	4	1	5	 	 	2	 	2	 	 
PE158037	1	37	1	1	2	34	2	1	 	 	3
PE158037	2	32	2	1	2	34	2	1	 	 	3
PE158037	3	12	2	5	1	33	2	2	 	6	 
PE158037	4	9	2	5	1	33	2	2	 	4	 
PE158037	5	5	1	5	1	0	2	2	 	 	 
PE158037	15	0	1	5	 	 	2	 	2	 	 
PE158038	1	30	1	1	2	34	2	1	 	 	3
PE158038	2	27	2	1	2	34	2	2	 	 	5
PE158038	3	5	1	5	1	0	2	2	 	 	 
PE158039	1	40	1	1	2	0	2	1	 	 	 
PE158039	2	45	2	1	2	0	2	2	 	 	 
PE158039	3	23	1	10	2	34	2	1	 	 	5
PE158039	4	17	1	10	2	34	2	1	 	 	5
PE158039	5	10	2	5	1	33	2	2	 	2	 
PE158040	1	27	1	1	2	33	2	1	 	5	 
PE158040	2	31	2	1	2	33	2	2	 	 	3
PE158040	3	5	2	5	2	0	2	2	 	 	 
PE158041	1	32	1	1	2	36	2	1	 	 	3
PE158041	2	31	2	1	2	33	2	1	 	 	4
PE158041	3	16	2	5	1	34	1	2	 	 	3
PE158041	4	9	2	5	1	33	2	2	 	4	 
PE158041	5	5	1	5	2	0	2	2	 	 	 
PE158042	1	40	1	1	2	34	2	1	 	 	5
PE158042	2	33	2	1	2	34	2	1	 	 	5
PE158042	3	12	2	5	1	33	2	2	 	5	 
PE158042	4	5	2	5	2	0	2	2	 	 	 
PE158043	1	31	1	1	2	34	2	1	 	 	3
PE158043	2	29	2	1	2	34	2	1	 	 	2
PE158043	3	5	1	5	1	32	2	2	 	 	 
PE158044	1	45	1	1	2	34	2	1	 	 	5
PE158044	2	43	2	1	2	34	2	1	 	 	5
PE158045	1	42	1	1	2	 	2	1	 	 	 
PE158045	2	33	2	1	2	33	2	1	 	 	3
PE158045	3	14	1	5	2	33	2	2	 	5	 
PE158045	4	12	2	5	1	33	2	2	 	4	 
PE158045	5	8	1	5	1	33	2	2	 	2	 
PE158045	6	5	2	5	2	0	2	2	 	 	 
PE158045	15	3	2	5	 	 	2	 	2	 	 
PE158046	1	25	2	1	2	33	2	1	 	2	 
PE158046	2	9	2	5	1	33	2	2	 	4	 
PE158047	1	35	1	1	2	38	2	1	 	 	5
PE158047	2	37	2	1	2	38	2	1	 	 	5
PE158047	3	9	2	5	1	33	2	2	 	4	 
PE158047	4	6	2	5	2	0	2	2	 	 	 
PE158047	15	3	1	5	 	 	2	 	2	 	 
PE158048	1	27	1	1	2	34	2	1	 	 	2
PE158048	2	24	2	1	2	34	2	1	 	 	2
PE158048	3	9	2	5	1	33	2	2	 	3	 
PE158049	1	34	1	1	2	34	2	1	 	 	2
PE158049	2	34	2	1	2	0	2	1	 	 	 
PE158049	3	14	2	5	1	34	2	2	 	 	2
PE158049	4	11	1	5	1	33	2	2	 	5	 
PE158050	1	50	1	1	2	34	2	1	 	 	2
PE158050	2	47	2	1	2	33	2	1	 	 	1
