CHILDCODE	EDCHSTR5	EDAGR5	ATDSCHR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	ZONER5	SCHNMER5
20071	3	14	1	9	1	0	3	14	1401	1614
20071	4	15	1	10	4	1	 	 	 	 
20073	1	12	1	6	1	1	1	14	1401	1614
20073	2	13	1	7	2	1	 	 	 	 
20073	3	14	1	7	1	0	1	14	1401	745
20073	4	15	1	8	4	1	 	 	 	 
20074	1	12	1	4	1	1	4	14	1401	121
20074	2	13	1	5	2	1	 	 	 	 
20074	3	14	1	5	2	1	 	 	 	 
20074	4	15	1	5	4	0	4	14	1401	505
20076	1	11	1	5	1	1	4	14	1401	121
20076	2	12	1	6	1	1	 	 	 	 
20076	3	13	1	7	1	1	 	 	 	 
20076	4	14	1	8	4	1	 	 	 	 
20077	1	12	1	5	1	1	4	14	1401	505
20077	2	13	1	6	1	0	1	14	1401	1613
20077	3	14	1	7	1	1	 	 	 	 
20077	4	15	1	8	4	1	 	 	 	 
20078	1	12	1	5	1	1	4	14	1401	505
20078	2	13	1	6	1	1	 	 	 	 
20078	3	14	1	7	1	1	 	 	 	 
20078	4	15	1	8	4	1	 	 	 	 
20079	1	11	1	5	1	0	4	14	1401	505
20079	2	12	1	6	3	1	 	 	 	 
20079	3	13	1	6	1	0	4	14	1401	121
20079	4	14	1	7	4	1	 	 	 	 
20080	1	12	1	6	1	1	4	14	1401	505
20080	2	13	1	7	1	1	 	 	 	 
20080	3	14	1	7	1	0	4	14	1401	951
20080	4	15	1	8	4	1	 	 	 	 
20081	1	12	1	4	1	1	4	14	1401	505
20081	2	13	1	5	1	1	 	 	 	 
20081	3	14	1	6	1	1	 	 	 	 
20081	4	15	1	7	4	1	 	 	 	 
20082	1	11	1	7	1	1	4	14	1401	505
20082	2	12	1	8	1	1	 	 	 	 
20082	3	13	1	9	1	0	4	14	1401	33
20082	4	14	1	10	4	1	 	 	 	 
20083	1	13	1	4	1	1	4	14	1401	505
20083	2	14	1	5	1	1	 	 	 	 
20083	3	15	1	6	1	1	 	 	 	 
20083	4	16	1	7	4	1	 	 	 	 
20084	1	12	1	7	1	1	1	14	1401	1616
20084	2	13	1	8	1	1	 	 	 	 
20084	3	14	1	9	1	1	 	 	 	 
20084	4	15	1	10	4	1	 	 	 	 
20085	1	12	1	5	3	1	4	14	1401	629
20085	2	13	1	5	1	1	 	 	 	 
20085	3	14	1	6	1	1	 	 	 	 
20085	4	15	1	7	4	1	 	 	 	 
20087	1	12	1	6	1	1	4	14	1401	629
20087	2	11	1	7	1	1	 	 	 	 
20087	3	11	1	8	2	1	 	 	 	 
20087	4	15	1	8	4	1	 	 	 	 
20088	1	11	1	6	1	1	4	14	1401	505
20088	2	12	1	7	1	1	 	 	 	 
20088	3	13	1	8	1	1	 	 	 	 
20088	4	14	1	9	4	0	4	14	1401	33
20089	1	12	1	4	1	1	4	4	413	951
20089	2	13	1	5	1	1	 	 	 	 
20089	3	14	1	6	1	1	 	 	 	 
20089	4	15	1	7	4	1	 	 	 	 
20090	1	12	1	6	1	1	4	14	1401	121
20090	2	13	1	7	2	1	 	 	 	 
20090	3	14	1	7	1	1	 	 	 	 
20090	4	15	1	8	4	1	 	 	 	 
20092	1	12	1	7	1	1	4	14	1401	121
20092	2	13	1	8	1	1	 	 	 	 
20092	3	14	1	9	1	0	4	14	1401	1603
20092	4	15	1	10	4	1	 	 	 	 
20093	1	12	1	6	1	1	4	14	1401	505
20093	2	13	1	7	1	1	 	 	 	 
20093	3	14	1	8	1	1	 	 	 	 
20093	4	15	1	9	4	0	4	14	1401	1603
20094	1	12	1	6	1	1	4	14	1401	505
20094	2	13	1	7	1	1	 	 	 	 
20094	3	14	1	8	1	1	 	 	 	 
20094	4	15	1	9	4	0	4	14	1401	33
20095	1	12	1	6	1	1	4	14	1401	62
20095	2	13	1	7	1	1	 	 	 	 
20095	3	14	1	8	1	1	 	 	 	 
20095	4	15	1	9	4	0	4	14	1401	33
20096	1	12	1	6	1	1	4	14	1401	62
20096	2	13	1	7	1	1	 	 	 	 
20096	3	14	1	8	2	1	 	 	 	 
20096	4	15	1	8	4	1	 	 	 	 
20097	1	11	1	5	1	1	1	14	1401	686
20097	2	12	1	6	1	1	 	 	 	 
20097	3	13	1	7	1	1	 	 	 	 
20097	4	14	1	8	4	1	 	 	 	 
20098	1	11	1	5	1	1	4	14	1401	505
20098	2	12	1	6	3	1	 	 	 	 
20098	3	13	1	6	1	1	 	 	 	 
20098	4	14	1	7	4	0	1	14	1401	1618
20099	1	10	1	5	1	1	4	14	1401	505
20099	2	11	1	6	1	1	 	 	 	 
20099	3	12	1	7	1	1	 	 	 	 
20099	4	13	1	8	4	1	 	 	 	 
20100	1	11	1	3	1	1	4	14	1401	121
20100	2	12	1	4	1	1	 	 	 	 
20100	3	13	1	5	1	1	 	 	 	 
20100	4	14	1	6	4	1	 	 	 	 
30001	1	11	1	6	1	1	4	14	1406	53
30001	2	12	1	7	2	1	 	 	 	 
30001	3	13	1	7	1	1	 	 	 	 
30001	4	14	1	8	4	1	 	 	 	 
30002	1	12	1	6	1	1	4	14	1406	508
30002	2	13	1	7	1	1	 	 	 	 
30002	3	14	1	8	1	0	4	14	1409	1619
30002	4	15	1	9	4	0	4	14	1409	1620
30003	1	11	1	4	1	1	1	14	1406	54
30003	2	12	1	5	1	1	 	 	 	 
30003	3	13	1	6	1	1	 	 	 	 
30003	4	14	1	7	4	1	 	 	 	 
30004	1	12	1	6	2	1	4	14	1406	507
30004	2	13	1	6	1	1	 	 	 	 
30004	3	14	1	7	1	1	 	 	 	 
30004	4	15	1	8	4	1	 	 	 	 
30005	1	12	1	6	1	1	1	14	1406	509
30005	2	13	1	7	1	0	1	14	1406	509
30005	3	14	1	8	1	1	 	 	 	 
30005	4	15	1	9	4	1	 	 	 	 
30006	1	11	1	6	1	1	1	14	1406	509
30006	2	12	1	7	1	1	 	 	 	 
30006	3	13	1	8	1	1	 	 	 	 
30006	4	14	1	9	4	0	4	14	1406	122
30007	1	12	1	7	1	1	4	14	1406	508
30007	2	13	1	8	1	1	 	 	 	 
30007	3	14	1	9	1	0	4	14	1406	122
30007	4	15	1	10	4	1	 	 	 	 
30009	1	12	1	7	1	1	4	14	1406	1621
30009	2	13	1	8	1	1	 	 	 	 
30009	3	14	1	9	1	0	4	14	1406	122
30009	4	15	1	10	4	1	 	 	 	 
30010	1	12	1	7	2	1	4	14	1406	507
30010	2	13	1	7	3	0	4	14	1406	1622
30010	3	14	0	 	 	 	 	 	 	 
30010	4	15	0	 	 	 	 	 	 	 
30011	1	12	1	6	1	1	4	14	1406	507
30011	2	13	1	7	1	1	 	 	 	 
30011	3	14	1	8	2	1	 	 	 	 
30011	4	15	1	8	4	1	 	 	 	 
30013	1	11	1	5	1	1	1	14	1402	1623
30013	2	12	1	6	1	1	 	 	 	 
30013	3	13	1	7	1	1	 	 	 	 
30013	4	14	1	8	4	1	 	 	 	 
30014	1	12	1	6	1	1	1	14	1401	743
30014	2	13	1	7	1	1	 	 	 	 
30014	3	14	1	8	1	1	 	 	 	 
30014	4	15	1	9	4	0	4	14	1401	1601
30015	1	11	1	3	1	1	4	14	1406	1638
30015	2	12	1	4	1	0	4	14	1406	507
30015	3	13	1	5	1	1	 	 	 	 
30015	4	14	1	6	4	1	 	 	 	 
30016	1	12	1	7	1	1	1	14	1406	509
30016	2	13	1	8	1	0	1	14	1405	1625
30016	3	14	1	9	1	1	 	 	 	 
30016	4	15	1	10	2	1	 	 	 	 
30018	1	12	1	4	1	1	4	14	1406	507
30018	2	13	1	5	1	1	 	 	 	 
30018	3	14	1	6	1	1	 	 	 	 
30018	4	15	1	7	4	1	 	 	 	 
30019	1	12	1	6	1	1	1	14	1409	509
30019	2	13	1	7	1	1	 	 	 	 
30019	3	14	1	8	1	1	 	 	 	 
30019	4	15	1	9	4	0	1	14	1410	1626
30020	1	11	1	6	1	1	4	14	1408	1627
30020	2	12	1	7	1	1	 	 	 	 
30020	3	13	1	8	1	1	 	 	 	 
30020	4	14	1	9	4	0	4	14	1408	1628
30021	1	11	1	5	1	1	4	14	1406	508
30021	2	12	1	6	1	1	 	 	 	 
30021	3	13	1	7	1	1	 	 	 	 
30021	4	14	1	8	4	1	 	 	 	 
30022	1	12	1	5	1	1	4	14	1406	176
30022	2	13	1	6	1	1	 	 	 	 
30022	3	14	1	7	1	1	 	 	 	 
30022	4	15	1	8	4	1	 	 	 	 
30023	1	11	1	5	1	1	1	4	9999	1629
30023	2	12	1	6	1	1	 	 	 	 
30023	3	13	1	7	1	1	 	 	 	 
30023	4	14	1	8	4	0	1	4	9999	1630
30024	1	11	1	6	1	1	1	14	1402	1631
30024	2	12	1	7	1	1	 	 	 	 
30024	3	13	1	8	1	1	 	 	 	 
30024	4	14	1	9	4	1	 	 	 	 
30025	1	12	1	7	1	1	4	14	1406	14
30025	2	13	1	8	1	1	 	 	 	 
30025	3	14	1	9	1	0	4	14	1406	12
30025	4	15	1	10	4	1	 	 	 	 
30026	1	11	1	6	1	1	4	14	1406	14
30026	2	12	1	7	1	1	 	 	 	 
30026	3	13	1	8	1	1	 	 	 	 
30026	4	14	1	9	4	0	4	14	1407	545
30027	1	11	1	4	3	1	4	14	1406	507
30027	2	12	1	4	1	1	 	 	 	 
30027	3	13	1	5	1	1	 	 	 	 
30027	4	14	1	6	4	1	 	 	 	 
30028	1	11	1	6	1	1	1	14	1406	509
30028	2	12	1	7	1	1	 	 	 	 
30028	3	13	1	8	1	1	 	 	 	 
30028	4	14	1	9	4	1	 	 	 	 
30029	1	12	1	6	1	1	4	14	1406	507
30029	2	13	1	7	1	1	 	 	 	 
30029	3	14	1	8	1	1	 	 	 	 
30029	4	15	1	9	4	0	4	14	1406	122
30032	1	12	1	7	2	1	4	14	1406	508
30032	2	13	1	7	1	1	 	 	 	 
30032	3	14	1	8	1	0	4	14	1409	1633
30032	4	15	1	9	4	0	4	14	1409	1634
30033	1	12	1	5	1	1	4	14	1406	507
30033	2	13	1	6	1	1	 	 	 	 
30033	3	14	1	7	1	0	4	14	1403	1635
30033	4	15	1	8	4	1	 	 	 	 
30034	1	11	1	4	1	0	1	14	1406	506
30034	2	12	1	5	1	0	4	14	1406	53
30034	3	13	1	6	1	1	 	 	 	 
30034	4	14	1	7	4	1	 	 	 	 
30035	1	12	1	6	1	1	4	14	1406	53
30035	2	13	1	7	1	1	 	 	 	 
30035	3	14	1	8	1	1	 	 	 	 
30035	4	15	1	9	4	0	4	14	1406	122
30036	1	11	1	5	1	1	4	14	1406	1621
30036	2	12	1	6	1	1	 	 	 	 
30036	3	13	1	7	1	1	 	 	 	 
30036	4	14	1	8	4	1	 	 	 	 
30037	1	12	1	5	1	1	1	14	1409	1636
30037	2	13	1	6	1	0	1	14	1409	509
30037	3	14	1	7	1	1	 	 	 	 
30037	4	15	1	8	4	1	 	 	 	 
30038	1	12	1	5	1	1	1	14	1410	1637
30038	2	13	1	6	1	1	 	 	 	 
30038	3	14	1	7	1	1	 	 	 	 
30038	4	15	1	8	4	1	 	 	 	 
30039	1	11	1	7	1	1	4	14	1406	507
30039	2	12	1	8	1	1	 	 	 	 
30039	3	13	1	9	1	0	4	14	1406	122
30039	4	14	1	10	4	1	 	 	 	 
30040	1	12	1	5	1	1	1	14	1406	1638
30040	2	13	1	6	1	1	 	 	 	 
30040	3	14	1	7	1	1	 	 	 	 
30040	4	15	1	8	4	1	 	 	 	 
30041	1	11	1	5	1	0	4	14	1402	1621
30041	2	12	1	6	1	1	 	 	 	 
30041	3	13	1	7	1	1	 	 	 	 
30041	4	14	1	8	4	1	 	 	 	 
30043	1	11	1	5	1	1	1	14	1406	1639
30043	2	12	1	6	1	1	 	 	 	 
30043	3	13	1	7	1	1	 	 	 	 
30043	4	14	1	8	4	0	4	14	1406	176
30044	1	11	1	6	1	1	4	14	1402	1621
30044	2	12	1	7	1	1	 	 	 	 
30044	3	13	1	7	1	1	 	 	 	 
30044	4	14	1	8	4	1	 	 	 	 
30045	1	12	1	5	1	1	4	14	1409	1640
30045	2	13	1	6	1	1	 	 	 	 
30045	3	14	1	7	2	1	 	 	 	 
30045	4	15	1	7	4	1	 	 	 	 
30046	1	12	1	6	1	1	1	14	1406	614
30046	2	13	1	7	1	1	 	 	 	 
30046	3	14	1	8	1	1	 	 	 	 
30046	4	15	1	9	4	1	 	 	 	 
30047	1	12	1	5	1	1	4	14	1406	1621
30047	2	13	1	6	1	1	 	 	 	 
30047	3	14	1	7	1	1	 	 	 	 
30047	4	15	1	8	4	1	 	 	 	 
30048	1	12	1	6	1	1	1	14	1406	1641
30048	2	13	1	7	1	1	 	 	 	 
30048	3	14	1	8	1	1	 	 	 	 
30048	4	15	1	9	4	1	 	 	 	 
30051	1	12	1	8	1	1	4	14	1406	507
30051	2	13	1	9	1	0	4	14	1406	122
30051	3	14	1	10	1	1	 	 	 	 
30051	4	15	1	21	4	0	4	14	1406	1046
30052	1	12	1	6	1	1	1	14	1402	1642
30052	2	13	1	7	1	1	 	 	 	 
30052	3	14	1	8	1	1	 	 	 	 
30052	4	15	1	9	4	0	1	14	1402	1643
30053	1	12	1	6	1	1	4	14	1406	1649
30053	2	13	1	7	1	1	 	 	 	 
30053	3	14	1	8	1	1	 	 	 	 
30053	4	15	1	9	4	0	4	14	1406	122
30054	1	12	1	5	1	1	1	14	1406	509
30054	2	13	1	7	1	1	 	 	 	 
30054	3	14	1	8	1	1	 	 	 	 
30054	4	15	1	9	4	0	4	14	1406	122
30055	1	12	1	7	1	1	4	14	1406	507
30055	2	13	1	8	2	1	 	 	 	 
30055	3	14	1	9	1	0	4	14	1406	122
30055	4	15	1	10	4	1	 	 	 	 
30056	1	12	1	4	1	1	4	14	1406	507
30056	2	13	1	5	1	1	 	 	 	 
30056	3	14	1	6	1	1	 	 	 	 
30056	4	15	1	7	4	1	 	 	 	 
30057	1	11	1	5	1	1	4	14	1406	507
30057	2	12	1	6	1	1	 	 	 	 
30057	3	13	1	7	1	1	 	 	 	 
30057	4	14	1	8	4	1	 	 	 	 
30058	1	12	1	8	2	1	4	14	1406	507
30058	2	13	1	8	1	1	 	 	 	 
30058	3	14	1	9	1	0	4	14	1406	122
30058	4	15	1	10	4	1	 	 	 	 
30059	1	11	1	5	1	1	4	14	1407	640
30059	2	12	1	6	1	1	 	 	 	 
30059	3	13	1	7	1	1	 	 	 	 
30059	4	14	1	8	4	1	 	 	 	 
30060	1	12	1	6	1	1	3	14	9999	1644
30060	2	13	1	7	1	1	 	 	 	 
30060	3	14	1	8	1	1	 	 	 	 
30060	4	15	1	9	4	0	1	14	1404	1645
30061	1	11	1	4	1	0	4	14	1402	108
30061	2	12	1	5	1	0	1	14	1402	1646
30061	3	13	1	6	1	1	 	 	 	 
30061	4	14	1	7	4	1	 	 	 	 
30062	1	12	1	6	1	1	4	7	701	1647
30062	2	13	1	7	1	1	 	 	 	 
30062	3	14	1	8	1	1	 	 	 	 
30062	4	15	1	9	4	1	 	 	 	 
30064	1	12	1	6	1	1	4	14	1406	508
30064	2	13	1	6	1	1	 	 	 	 
30064	3	14	1	7	1	1	 	 	 	 
30064	4	15	1	8	4	1	 	 	 	 
30065	1	12	1	8	1	1	4	14	1406	507
30065	2	13	1	9	1	0	4	14	1406	122
30065	3	14	1	10	1	1	 	 	 	 
30065	4	15	1	11	4	0	4	14	1406	1648
30066	1	11	1	5	1	1	4	14	1406	1649
30066	2	12	1	6	1	1	 	 	 	 
30066	3	13	1	7	1	1	 	 	 	 
30066	4	14	1	8	4	1	 	 	 	 
30067	1	11	1	5	1	1	4	14	1406	1649
30067	2	12	1	6	1	1	 	 	 	 
30067	3	13	1	7	1	1	 	 	 	 
30067	4	14	1	8	4	0	4	14	1402	1650
30068	1	11	1	5	1	1	1	14	1406	509
30068	2	12	1	6	1	1	 	 	 	 
30068	3	13	1	7	1	1	 	 	 	 
30068	4	14	1	8	4	1	 	 	 	 
30069	1	12	1	6	1	1	4	14	1406	14
30069	2	13	1	7	1	1	 	 	 	 
30069	3	14	1	8	1	1	 	 	 	 
30069	4	15	1	9	4	0	4	14	1406	122
30070	1	11	1	6	1	1	1	14	1403	1651
30070	2	12	1	7	1	1	 	 	 	 
30070	3	13	1	8	1	1	 	 	 	 
30070	4	14	1	9	4	1	 	 	 	 
30071	1	12	1	2	1	1	4	14	1406	53
30071	2	13	1	3	1	0	4	7	705	1652
30071	3	14	1	4	1	1	 	 	 	 
30071	4	15	1	5	4	1	 	 	 	 
30072	1	12	1	4	1	1	1	14	1406	54
30072	2	13	1	5	1	1	 	 	 	 
30072	3	14	1	6	1	0	4	14	1406	507
30072	4	15	1	7	4	0	1	14	1406	1653
30073	1	12	1	5	2	1	4	14	1406	176
30073	2	13	1	5	2	1	 	 	 	 
30073	3	14	1	5	1	0	4	14	1401	62
30073	4	15	1	6	4	1	 	 	 	 
30074	1	12	1	4	2	1	1	14	1406	1653
30074	2	13	1	4	1	1	 	 	 	 
30074	3	14	1	5	1	1	 	 	 	 
30074	4	15	1	6	4	0	4	14	1406	507
30077	1	11	1	7	1	1	4	14	1406	53
30077	2	12	1	8	1	1	 	 	 	 
30077	3	13	1	9	1	0	4	14	1406	122
30077	4	14	1	10	4	1	 	 	 	 
30078	1	12	1	7	1	1	4	1	105	1197
30078	2	13	1	8	1	1	 	 	 	 
30078	3	14	1	9	1	0	4	1	105	9999
30078	4	15	1	10	4	1	 	 	 	 
30079	1	12	1	5	1	1	1	14	1409	1654
30079	2	13	1	6	1	0	1	14	1409	1655
30079	3	14	1	7	1	1	 	 	 	 
30079	4	15	1	8	4	1	 	 	 	 
30080	1	11	1	6	1	0	4	14	1404	1656
30080	2	12	1	7	1	0	1	14	1404	1613
30080	3	13	1	8	1	1	 	 	 	 
30080	4	14	1	9	4	1	 	 	 	 
30081	1	11	1	5	1	0	4	14	1406	1657
30081	2	12	1	6	1	0	1	14	1406	1658
30081	3	13	1	7	1	0	1	14	1402	1659
30081	4	14	1	8	4	0	1	14	1410	1660
30082	1	12	1	6	1	1	4	14	1406	14
30082	2	13	1	7	1	1	 	 	 	 
30082	3	14	1	8	1	1	 	 	 	 
30082	4	15	1	9	4	0	4	14	1406	12
30083	1	12	1	6	1	1	4	14	1406	508
30083	2	13	1	7	1	1	 	 	 	 
30083	3	14	1	8	1	1	 	 	 	 
30083	4	15	1	9	4	0	4	14	1406	122
30084	1	12	1	5	1	1	4	14	1406	614
30084	2	13	1	6	1	0	4	14	1406	507
30084	3	14	1	7	1	1	 	 	 	 
30084	4	15	1	8	4	1	 	 	 	 
30085	1	12	1	6	1	1	4	14	1406	53
30085	2	13	1	7	1	1	 	 	 	 
30085	3	14	1	8	1	1	 	 	 	 
30085	4	15	1	9	4	0	4	14	1402	1661
30086	1	12	1	4	1	1	1	14	1406	1639
30086	2	13	1	5	1	1	 	 	 	 
30086	3	14	1	6	1	0	1	4	405	1662
30086	4	15	1	7	4	1	 	 	 	 
30087	1	11	1	4	1	1	4	14	1406	176
30087	2	12	1	5	1	1	 	 	 	 
30087	3	13	1	6	1	1	 	 	 	 
30087	4	14	1	7	4	1	 	 	 	 
30088	1	12	1	7	1	1	1	4	405	1663
30088	2	13	1	8	1	1	 	 	 	 
30088	3	14	1	9	1	0	4	4	405	1664
30088	4	15	1	10	4	0	1	4	405	1665
30089	1	12	1	5	1	0	1	14	1406	762
30089	2	13	1	6	1	1	 	 	 	 
30089	3	14	1	7	1	1	 	 	 	 
30089	4	15	1	8	4	1	 	 	 	 
30090	1	12	1	5	1	1	4	14	1406	507
30090	2	13	1	6	1	1	 	 	 	 
30090	3	14	1	7	1	1	 	 	 	 
30090	4	15	1	8	4	1	 	 	 	 
30091	1	11	1	6	1	1	4	14	1406	507
30091	2	12	1	7	1	1	 	 	 	 
30091	3	13	1	8	2	1	 	 	 	 
30091	4	14	1	8	4	1	 	 	 	 
30093	1	12	1	7	1	1	4	14	1406	507
30093	2	13	1	8	1	1	 	 	 	 
30093	3	14	1	9	1	0	4	14	1406	122
30093	4	15	1	10	4	1	 	 	 	 
30094	1	12	1	7	1	1	4	14	1406	507
30094	2	13	1	8	1	1	 	 	 	 
30094	3	14	1	9	1	0	4	14	1406	122
30094	4	15	1	10	4	1	 	 	 	 
30095	1	11	1	5	1	1	4	14	1406	53
30095	2	12	1	6	1	1	 	 	 	 
30095	3	13	1	7	1	1	 	 	 	 
30095	4	14	1	8	4	1	 	 	 	 
30097	1	12	1	6	1	1	4	14	1406	507
30097	2	13	1	7	1	1	 	 	 	 
30097	3	14	1	8	1	1	 	 	 	 
30097	4	15	1	9	4	0	4	14	1406	122
30098	1	12	1	6	1	1	1	14	1406	54
30098	2	13	1	7	1	1	 	 	 	 
30098	3	14	1	8	1	1	 	 	 	 
30098	4	15	1	9	4	0	3	14	9999	1666
30100	1	12	1	6	1	1	1	4	405	1663
30100	2	13	1	7	1	1	 	 	 	 
30100	3	14	1	8	1	1	 	 	 	 
30100	4	15	1	9	4	1	 	 	 	 
40001	1	11	1	6	1	1	4	3	303	164
40001	2	12	1	7	1	1	 	 	 	 
40001	3	13	1	8	2	1	 	 	 	 
40001	4	14	1	8	4	1	 	 	 	 
40002	1	12	1	5	1	1	4	3	303	164
40002	2	13	1	6	1	1	 	 	 	 
40002	3	14	1	7	1	1	 	 	 	 
40002	4	15	1	8	4	1	 	 	 	 
40003	1	12	1	7	1	1	4	3	303	164
40003	2	13	1	8	1	1	 	 	 	 
40003	3	14	1	9	1	0	4	3	303	177
40003	4	15	1	10	4	1	 	 	 	 
40004	1	11	1	6	1	1	4	3	303	164
40004	2	12	1	7	1	1	 	 	 	 
40004	3	13	1	8	1	1	 	 	 	 
40004	4	14	1	9	4	0	4	3	303	177
40005	1	12	1	6	1	1	4	3	303	164
40005	2	13	1	7	1	1	 	 	 	 
40005	3	14	1	8	1	1	 	 	 	 
40005	4	15	1	9	4	0	4	3	303	177
40006	1	11	1	6	1	1	4	3	303	164
40006	2	12	1	7	1	1	 	 	 	 
40006	3	13	1	8	1	1	 	 	 	 
40006	4	14	1	9	4	0	4	3	303	177
40008	1	12	1	5	1	1	1	14	1403	1667
40008	2	13	1	6	1	1	 	 	 	 
40008	3	14	1	7	1	1	 	 	 	 
40008	4	15	1	8	1	1	 	 	 	 
40009	1	12	1	3	3	1	4	3	303	1668
40009	2	13	0	 	 	 	 	 	 	 
40009	3	14	0	 	 	 	 	 	 	 
40009	4	15	0	 	 	 	 	 	 	 
40010	1	11	1	3	1	1	4	3	303	1669
40010	2	12	1	4	1	1	 	 	 	 
40010	3	13	1	5	1	1	 	 	 	 
40010	4	14	1	6	4	1	 	 	 	 
40011	1	11	1	5	1	1	4	3	303	164
40011	2	12	1	6	1	1	 	 	 	 
40011	3	13	1	7	1	0	4	3	303	498
40011	4	14	1	8	4	1	 	 	 	 
40012	1	12	0	 	 	 	 	 	 	 
40012	2	13	0	 	 	 	 	 	 	 
40012	3	14	0	 	 	 	 	 	 	 
40012	4	15	0	 	 	 	 	 	 	 
40013	1	12	1	6	1	1	4	3	303	164
40013	2	13	1	7	1	1	 	 	 	 
40013	3	14	1	8	1	1	 	 	 	 
40013	4	15	1	9	4	0	4	3	303	177
40015	1	11	1	5	1	1	4	3	303	164
40015	2	12	1	6	1	1	 	 	 	 
40015	3	13	1	7	1	1	 	 	 	 
40015	4	14	1	8	4	1	 	 	 	 
40016	1	12	1	7	1	1	4	3	303	164
40016	2	13	1	8	1	1	 	 	 	 
40016	3	14	1	9	1	0	4	3	303	177
40016	4	15	1	10	4	1	 	 	 	 
40017	1	11	1	6	1	1	4	3	303	164
40017	2	12	1	7	1	1	 	 	 	 
40017	3	13	1	8	1	1	 	 	 	 
40017	4	14	1	9	4	0	4	3	303	177
40018	1	12	1	7	1	1	4	3	303	164
40018	2	13	1	8	1	1	 	 	 	 
40018	3	14	1	9	1	0	4	3	303	177
40018	4	15	1	10	4	1	 	 	 	 
40019	1	12	1	6	1	1	4	3	303	164
40019	2	13	1	7	1	1	 	 	 	 
40019	3	14	1	8	1	1	 	 	 	 
40019	4	15	1	9	4	0	4	3	303	177
40020	1	12	1	6	1	1	4	3	305	164
40020	2	13	1	7	1	1	 	 	 	 
40020	3	14	1	8	1	1	 	 	 	 
40020	4	15	1	9	4	0	4	3	303	177
40021	1	12	1	7	1	1	4	3	303	164
40021	2	13	1	8	3	1	 	 	 	 
40021	3	14	1	8	1	1	 	 	 	 
40021	4	15	1	9	4	0	4	3	303	177
40022	1	12	1	6	1	1	4	3	303	164
40022	2	13	1	7	1	1	 	 	 	 
40022	3	14	1	8	1	1	 	 	 	 
40022	4	15	1	9	4	0	4	3	303	177
40023	1	12	1	7	1	1	4	3	303	498
40023	2	13	1	8	1	1	 	 	 	 
40023	3	14	1	9	1	0	4	3	303	164
40023	4	15	1	10	4	1	 	 	 	 
40024	1	12	1	7	1	1	4	3	303	164
40024	2	13	1	8	1	1	 	 	 	 
40024	3	14	1	9	1	0	4	3	303	177
40024	4	15	1	10	4	1	 	 	 	 
40025	1	11	1	5	1	1	4	3	303	164
40025	2	12	1	6	1	1	 	 	 	 
40025	3	13	1	7	1	1	 	 	 	 
40025	4	14	1	8	4	1	 	 	 	 
40026	1	11	1	6	1	1	4	3	303	164
40026	2	12	1	7	1	1	 	 	 	 
40026	3	13	1	8	1	1	 	 	 	 
40026	4	14	1	9	4	0	4	3	303	177
40027	1	12	1	7	1	1	4	3	303	164
40027	2	13	1	8	3	1	 	 	 	 
40027	3	14	1	8	1	1	 	 	 	 
40027	4	15	1	9	4	0	4	3	303	177
40028	1	12	1	6	1	1	4	3	303	164
40028	2	13	1	7	1	1	 	 	 	 
40028	3	14	1	8	1	1	 	 	 	 
40028	4	15	1	9	4	0	4	3	303	177
40029	1	11	1	7	1	1	4	3	303	498
40029	2	12	1	8	1	1	 	 	 	 
40029	3	13	1	9	1	0	4	3	303	177
40029	4	14	1	10	4	1	 	 	 	 
40030	1	12	1	6	1	1	4	3	303	164
40030	2	12	1	7	1	1	 	 	 	 
40030	3	13	1	8	1	1	 	 	 	 
40030	4	14	1	9	4	0	4	3	303	177
40031	1	11	1	6	1	1	4	3	303	498
40031	2	12	1	7	1	1	 	 	 	 
40031	3	13	1	8	1	1	 	 	 	 
40031	4	14	1	9	4	0	4	3	303	177
40032	1	13	1	6	1	1	4	3	303	164
40032	2	13	1	7	1	1	 	 	 	 
40032	3	14	1	8	1	1	 	 	 	 
40032	4	15	1	9	4	0	4	3	303	177
40033	1	11	1	5	1	1	4	3	303	192
40033	2	12	1	6	1	1	 	 	 	 
40033	3	13	1	7	1	1	 	 	 	 
40033	4	14	1	8	4	1	 	 	 	 
40034	1	12	1	5	3	1	4	3	303	164
40034	2	13	1	5	1	1	 	 	 	 
40034	3	14	1	6	1	1	 	 	 	 
40034	4	15	1	7	4	1	 	 	 	 
40035	1	12	1	5	1	1	4	3	303	164
40035	2	13	1	6	1	1	 	 	 	 
40035	3	14	1	7	1	1	 	 	 	 
40035	4	15	1	8	4	1	 	 	 	 
40036	1	11	1	5	1	1	4	3	303	164
40036	2	12	1	6	1	1	 	 	 	 
40036	3	13	1	7	1	1	 	 	 	 
40036	4	14	1	8	4	0	4	3	303	498
40037	1	11	1	6	1	1	4	3	303	192
40037	2	12	1	7	1	1	 	 	 	 
40037	3	13	1	8	1	1	 	 	 	 
40037	4	14	1	9	1	0	4	3	303	177
40038	1	11	1	5	1	1	4	3	303	164
40038	2	12	1	6	1	1	 	 	 	 
40038	3	13	1	7	1	1	 	 	 	 
40038	4	14	1	8	4	1	 	 	 	 
40039	1	12	1	6	1	1	4	3	303	164
40039	2	13	1	7	1	1	 	 	 	 
40039	3	14	1	8	2	1	 	 	 	 
40039	4	15	1	8	4	1	 	 	 	 
