PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN085	17	1	5	 	 	30	1	4	8	4
IN085	18	1	5	 	 	35	2	3	8	3
IN085	19	1	5	 	 	46	1	3	8	5
IN085	20	2	2	 	 	35	2	3	8	15
IN085	21	2	2	 	 	50	2	2	8	20
IN085	22	2	3	 	 	40	1	1	8	4
IN085	23	2	3	 	 	33	1	3	8	4
IN085	24	2	3	 	 	30	1	3	8	4
IN085	25	2	4	 	 	40	2	1	3	2
IN085	26	2	2	 	 	35	1	1	8	17
IN085	27	2	2	 	 	45	1	1	8	26
IN086	1	1	1	3	1	29	1	4	8	29
IN086	2	1	1	2	3	26	1	4	1	1
IN086	3	1	1	 	 	27	2	1	6	14
IN086	4	1	1	2	3	31	1	4	8	31
IN086	5	1	1	 	 	17	1	4	8	17
IN086	6	1	1	 	 	50	1	4	8	50
IN086	7	1	1	 	 	20	1	4	8	20
IN086	8	1	4	 	 	55	1	4	8	55
IN086	9	1	1	 	 	23	1	4	8	23
IN086	10	1	1	2	4	35	2	4	6	35
IN086	11	1	 	 	 	27	2	1	6	27
IN086	12	1	 	 	 	26	2	1	6	26
IN086	13	1	5	 	 	28	1	4	8	28
IN086	14	1	5	 	 	25	1	4	8	25
IN086	15	2	2	5	 	34	2	1	8	1
IN086	16	2	2	 	 	27	2	1	8	10
IN086	17	2	2	 	 	25	2	4	8	25
IN086	18	2	2	 	 	35	2	1	8	35
IN086	19	2	 	 	 	55	2	4	8	30
IN086	20	2	4	 	 	57	1	4	8	3
IN086	21	1	5	 	 	26	1	4	8	5
IN086	22	1	5	 	 	24	1	4	8	3
IN086	23	2	3	5	 	30	1	4	4	15
IN086	24	2	3	 	 	20	2	4	4	4
IN086	25	2	3	 	 	40	2	4	4	8
IN086	26	2	4	5	 	33	2	1	3	1
IN086	27	2	4	 	 	35	2	4	3	3
IN086	28	1	5	 	 	40	1	1	8	5
IN086	29	1	5	 	 	35	1	3	8	4
IN086	30	1	5	 	 	40	1	3	8	4
IN086	31	2	5	 	 	55	1	4	8	49
IN087	1	1	1	2	3	33	1	3	2	3
IN087	2	1	1	2	5	26	2	3	1	26
IN087	3	2	2	5	1	32	2	3	8	32
IN087	4	2	2	5	1	25	2	3	8	25
IN087	5	1	2	3	 	25	2	3	8	25
IN087	6	1	5	 	 	20	1	4	8	5
IN087	7	2	3	3	 	62	1	3	4	62
IN087	8	2	3	 	 	33	2	1	4	33
IN087	9	1	5	 	 	24	1	4	8	24
IN087	10	1	 	 	 	25	2	3	6	25
IN087	11	1	 	 	 	62	2	3	5	62
IN087	12	1	 	 	 	29	2	4	6	29
IN087	13	1	 	 	 	35	2	4	6	35
IN087	14	 	 	 	 	23	2	3	6	3
IN087	15	1	5	 	 	30	1	4	8	15
IN087	16	1	5	 	 	54	1	3	8	50
IN087	17	 	 	 	 	40	2	3	6	25
IN087	18	 	 	 	 	28	2	3	6	28
IN087	19	1	4	 	 	24	1	3	8	28
IN087	20	1	3	4	 	36	1	3	8	36
IN087	21	1	1	 	 	21	1	3	8	21
IN087	22	1	3	 	 	20	2	3	8	20
IN087	23	1	4	 	 	27	2	4	8	4
IN087	24	2	4	 	 	62	2	3	8	6
IN087	25	2	4	 	 	25	1	3	8	6
IN087	26	1	5	 	 	38	1	3	8	2
IN087	27	1	5	 	 	27	1	4	8	27
IN087	28	1	5	 	 	45	1	1	8	1
IN087	29	1	5	 	 	30	1	1	8	30
IN087	30	1	5	 	 	45	1	3	8	45
IN088	1	1	1	2	3	28	2	3	1	12
IN088	2	1	1	2	3	34	1	3	2	34
IN088	3	1	1	2	3	27	2	3	6	10
IN088	4	1	5	 	 	36	2	4	8	36
IN088	5	1	1	2	3	44	2	3	6	26
IN088	6	1	1	2	3	36	1	3	7	36
IN088	7	1	1	2	3	33	2	3	6	33
IN088	8	1	1	2	3	30	2	3	6	9
IN088	9	1	1	2	3	25	2	1	8	3
IN088	10	2	2	 	 	28	2	4	8	28
IN088	11	2	2	 	 	24	2	4	8	20
IN088	12	2	2	 	 	35	2	3	8	10
IN088	13	2	2	 	 	28	2	1	8	10
IN088	14	2	2	 	 	42	2	1	8	10
IN088	15	2	2	 	 	53	1	3	8	53
IN088	16	1	1	2	3	39	2	3	4	22
IN088	17	1	5	 	 	32	1	4	8	6
IN088	18	1	5	 	 	31	1	4	8	10
IN088	19	2	3	 	 	32	1	4	8	5
IN088	20	2	3	 	 	30	1	3	4	6
IN088	21	2	3	 	 	43	1	3	4	8
IN088	22	2	3	 	 	36	1	4	4	12
IN088	23	2	4	 	 	52	1	3	8	18
IN088	24	2	4	 	 	20	1	3	8	4
IN088	25	2	4	 	 	32	1	3	4	20
IN088	26	2	4	 	 	30	1	4	8	4
IN088	27	1	5	 	 	54	1	4	8	54
IN088	28	1	5	 	 	34	1	1	8	12
IN088	29	1	5	 	 	38	1	1	8	13
IN088	30	1	5	 	 	29	1	4	8	10
IN088	31	1	5	 	 	35	1	3	8	6
IN089	1	1	1	2	3	45	1	3	7	45
IN089	2	2	1	2	5	26	2	1	4	5
IN089	3	1	1	2	3	34	1	3	8	13
IN089	4	1	1	4	 	30	1	3	7	30
IN089	5	1	4	5	 	65	1	3	8	12
IN089	6	1	1	2	3	43	1	3	1	14
IN089	7	2	4	5	 	49	2	4	8	49
IN089	8	2	2	 	 	34	2	3	8	34
IN089	9	1	5	 	 	28	1	3	8	28
IN089	10	1	3	4	 	39	2	3	4	1
IN089	11	2	3	 	 	35	2	3	4	6
IN089	12	1	5	 	 	20	1	4	8	5
IN089	13	2	1	2	5	25	2	4	8	25
IN089	14	1	5	 	 	25	2	3	8	25
IN089	15	1	5	 	 	52	1	4	8	52
IN089	16	2	4	 	 	50	1	3	8	8
IN089	17	1	5	 	 	30	1	3	8	30
IN089	18	1	5	 	 	25	2	4	8	25
IN089	19	2	1	3	 	52	1	3	4	15
IN089	20	2	1	3	 	57	1	4	4	16
IN089	21	1	5	 	 	35	1	3	8	35
IN089	22	1	5	 	 	28	2	2	8	10
IN089	23	1	5	 	 	30	1	4	8	30
IN089	24	1	5	 	 	28	1	3	8	20
IN090	1	1	1	2	3	39	1	3	2	39
IN090	2	1	1	2	3	47	1	3	8	47
IN090	3	1	1	3	4	32	1	4	8	32
IN090	4	2	4	5	 	46	2	1	3	20
IN090	5	1	2	3	5	46	2	4	8	25
IN090	6	1	5	3	 	50	2	4	8	30
IN090	7	2	4	 	 	40	2	1	8	20
IN090	8	2	3	1	 	36	1	3	8	9
IN090	9	2	3	 	 	34	1	3	4	9
IN090	10	1	5	 	 	26	2	4	8	3
IN090	11	1	5	 	 	35	2	4	8	15
IN090	12	1	5	 	 	25	1	4	8	2
IN090	13	2	2	1	5	28	2	 	4	6
IN090	14	2	2	 	 	21	2	3	8	5
IN090	15	2	2	 	 	25	2	3	8	8
IN090	16	2	3	 	 	35	1	3	8	35
IN090	17	1	5	 	 	40	1	4	8	40
IN090	18	1	5	 	 	35	1	3	8	15
IN090	19	1	5	 	 	30	1	3	8	10
IN090	20	1	5	 	 	35	1	3	8	13
IN090	21	1	5	 	 	45	1	4	8	15
IN090	22	1	5	 	 	40	1	4	8	20
IN090	23	1	5	 	 	30	1	4	8	30
IN090	24	1	5	 	 	30	1	3	8	30
IN091	1	1	1	3	 	32	1	4	8	32
IN091	2	1	1	2	3	34	1	4	8	34
IN091	3	1	4	 	 	55	1	4	1	55
IN091	4	1	3	 	 	32	1	4	8	32
IN091	5	1	2	 	 	50	2	4	8	50
IN091	6	1	4	 	 	28	1	4	9	28
IN091	7	1	1	 	 	30	1	4	5	30
IN091	8	1	2	4	 	30	1	4	9	30
IN091	9	1	5	 	 	32	1	4	8	32
IN091	10	1	5	 	 	32	1	4	8	32
IN091	11	2	5	 	 	22	2	3	9	6
IN091	12	2	3	 	 	40	1	4	4	9
IN091	13	1	5	 	 	35	1	4	8	25
IN091	14	1	5	 	 	36	1	4	8	36
IN091	15	1	5	 	 	40	1	4	8	38
IN091	16	1	5	 	 	38	1	4	8	38
IN091	17	1	5	 	 	34	1	4	8	34
IN091	18	2	4	 	 	46	2	3	8	20
IN091	19	2	1	2	 	29	2	3	8	5
IN091	20	2	1	2	 	28	2	3	5	6
IN091	21	1	5	 	 	43	1	3	8	43
IN091	22	1	5	 	 	36	1	4	8	36
IN091	23	1	5	 	 	39	1	4	8	24
IN091	24	2	1	3	 	36	1	4	8	36
IN091	25	2	4	 	 	30	1	4	5	30
IN091	26	2	4	 	 	34	1	4	8	34
IN091	27	2	5	 	 	50	2	4	8	50
IN091	28	2	5	 	 	30	1	4	9	30
IN092	1	1	1	2	3	32	1	1	1	30
IN092	2	1	1	3	 	33	1	3	2	33
IN092	3	1	4	 	 	45	1	3	8	20
IN092	4	1	5	3	 	40	1	1	8	40
IN092	5	1	1	2	5	32	2	3	1	14
IN092	6	1	5	 	 	42	2	3	8	24
IN092	7	1	4	 	 	38	1	1	8	38
IN092	8	1	2	 	 	26	1	1	8	26
IN092	9	1	5	 	 	38	1	4	8	38
IN092	10	1	5	 	 	40	1	1	8	40
IN092	11	1	3	 	 	40	1	3	1	40
IN092	12	2	4	5	 	37	1	1	8	37
IN092	13	2	2	 	 	28	2	4	8	7
IN092	14	2	2	 	 	51	2	4	8	35
IN092	15	2	2	5	 	24	2	3	8	8
IN092	16	2	2	 	 	30	2	1	8	13
IN092	17	2	2	 	 	25	2	4	8	10
IN092	18	1	3	 	 	32	2	4	8	32
IN092	19	2	2	3	1	49	1	3	4	1
IN092	20	2	2	3	2	56	1	3	4	5
IN092	21	2	2	 	 	35	1	3	4	1
IN092	22	2	2	3	 	41	1	1	8	41
IN092	23	2	2	 	 	45	1	3	8	45
IN092	24	1	5	 	 	28	1	4	8	28
IN092	25	1	5	 	 	54	1	4	8	54
IN092	26	2	4	 	 	35	1	3	3	1
IN092	27	2	4	 	 	45	2	4	3	4
IN092	28	2	4	1	 	48	1	4	3	17
IN092	29	2	5	 	 	32	1	1	1	30
IN093	1	1	1	2	3	35	1	2	1	35
IN093	2	1	1	2	3	32	2	2	9	5
IN093	3	1	2	3	1	45	1	1	8	45
IN093	4	1	1	2	3	36	1	2	2	36
IN093	5	1	1	3	4	45	1	2	2	45
IN093	6	1	1	3	4	25	1	1	2	25
IN093	7	1	2	3	4	38	1	2	2	38
IN093	8	1	2	3	4	53	2	1	6	3
IN093	9	1	2	3	4	27	2	2	6	27
IN093	10	1	3	4	5	40	2	1	6	25
IN093	11	1	3	4	5	52	1	3	7	25
IN093	12	1	2	3	4	26	1	2	1	26
IN093	13	1	3	4	5	35	1	1	1	35
IN093	14	1	3	4	5	40	2	1	1	25
IN093	15	1	5	 	 	32	2	3	8	4
IN093	16	1	5	 	 	32	1	4	8	7
IN093	17	1	5	 	 	34	1	4	8	7
IN093	18	1	5	 	 	32	1	4	8	5
IN093	19	1	5	 	 	35	2	3	8	10
IN093	20	1	5	 	 	40	1	4	8	10
IN093	21	1	5	 	 	28	1	4	8	28
IN093	22	1	5	 	 	35	1	4	8	10
IN093	23	2	1	3	5	35	1	2	1	35
IN093	24	2	1	2	5	45	1	1	8	45
IN093	25	2	1	2	5	45	1	2	1	45
IN093	26	2	1	3	5	52	2	1	6	30
IN093	27	2	1	2	3	27	2	2	6	27
IN093	28	2	3	4	5	35	2	2	1	18
IN093	29	2	2	3	4	28	2	2	2	8
IN093	30	2	1	2	5	32	2	2	4	32
IN093	31	2	1	2	5	35	2	1	4	15
IN093	32	2	3	5	 	57	2	3	4	1
IN093	33	2	3	5	 	39	2	3	4	17
IN093	34	2	4	5	 	36	2	2	3	5
IN093	35	2	4	5	 	28	1	1	3	1
IN093	36	2	4	 	 	27	2	3	3	4
IN094	1	1	1	2	3	40	1	3	1	40
IN094	2	1	1	2	3	54	1	3	2	54
IN094	3	1	1	2	4	40	1	3	2	40
IN094	4	1	1	3	4	45	1	3	2	45
IN094	5	1	2	3	4	52	1	3	2	33
IN094	6	1	1	2	4	27	2	4	2	13
IN094	7	1	1	2	 	45	2	4	2	10
IN094	8	1	2	3	4	25	2	3	2	10
IN094	9	1	2	3	 	48	1	4	2	48
IN094	10	1	5	 	 	60	1	3	8	30
IN094	11	1	5	 	 	28	2	1	8	4
IN094	12	1	5	 	 	32	1	3	8	6
IN094	13	1	5	 	 	40	1	4	8	20
IN094	14	1	5	 	 	55	1	3	8	3
IN094	15	1	5	 	 	28	1	3	8	3
IN094	16	1	5	 	 	38	1	4	8	8
IN094	17	1	5	 	 	29	1	3	8	2
IN094	18	2	1	 	 	40	1	3	1	40
IN094	19	1	1	3	5	54	1	3	2	54
IN094	20	2	3	 	 	36	1	1	4	1
IN094	21	2	3	 	 	56	1	1	4	1
IN094	22	2	1	3	 	32	1	1	4	4
IN094	23	2	1	2	4	35	2	4	4	2
IN094	24	2	4	 	 	50	1	4	3	6
IN094	25	2	4	 	 	35	2	1	3	6
IN094	26	2	4	 	 	35	2	3	3	6
IN094	27	2	2	3	 	45	2	4	2	10
IN094	28	2	2	4	 	25	2	3	2	10
IN096	1	1	1	2	3	41	1	3	1	41
IN096	2	1	1	 	 	43	1	2	8	43
IN096	3	1	 	 	 	45	1	1	8	45
IN096	4	1	3	 	 	41	1	1	8	41
IN096	5	1	4	 	 	35	1	3	8	35
IN096	6	1	 	 	 	30	2	2	6	15
IN096	7	1	4	 	 	34	2	3	1	34
IN096	8	1	2	 	 	33	1	1	1	33
IN096	9	1	2	4	 	35	2	1	1	35
IN096	10	1	5	 	 	30	1	4	8	6
IN096	11	1	5	 	 	28	1	3	8	2
IN096	12	1	5	 	 	32	1	3	8	12
IN096	13	1	5	 	 	37	1	4	8	15
IN096	14	1	5	 	 	35	1	3	8	10
IN096	15	1	5	 	 	32	1	3	8	12
IN096	16	1	5	 	 	48	1	4	8	10
IN096	17	1	5	 	 	30	1	4	8	4
IN096	18	1	5	 	 	35	2	3	8	5
IN096	19	1	5	 	 	35	2	3	8	3
IN096	20	1	3	 	 	25	1	1	1	25
IN096	21	1	3	 	 	34	1	3	1	34
IN096	22	 	 	 	 	40	1	3	1	40
IN096	23	 	 	 	 	20	2	3	3	20
IN096	24	1	1	 	 	50	1	1	8	50
IN096	25	 	 	 	 	20	1	4	8	20
IN096	26	2	4	 	 	33	1	4	8	2
IN096	27	2	2	 	 	60	2	1	8	20
IN096	28	2	2	 	 	40	2	3	8	20
IN096	29	2	2	 	 	41	2	3	8	20
IN096	30	2	2	 	 	25	2	1	8	8
IN096	31	2	1	 	 	24	2	1	8	5
IN096	32	1	3	 	 	37	2	3	6	37
IN096	33	 	 	 	 	32	2	3	6	32
IN096	34	2	2	 	 	22	2	3	8	22
IN096	35	 	 	 	 	30	2	3	8	30
IN096	36	2	3	 	 	41	2	1	4	1
IN096	37	2	3	 	 	20	1	3	4	1
IN096	38	2	3	 	 	40	1	1	4	4
IN096	39	2	3	 	 	26	1	2	4	1
IN097	1	1	5	 	 	36	1	4	8	36
IN097	2	1	5	 	 	30	1	4	8	30
IN097	3	2	3	 	 	54	1	1	8	20
IN097	4	2	3	 	 	56	1	3	8	1
IN097	5	2	3	 	 	39	1	4	8	10
IN097	6	2	3	1	 	45	1	1	8	45
IN097	7	2	3	5	 	60	1	1	8	60
IN097	8	2	3	 	 	28	2	1	8	5
IN097	9	2	3	1	 	42	1	1	4	6
IN097	10	1	5	 	 	26	2	3	8	7
IN097	11	2	3	 	 	32	2	3	8	12
IN097	12	2	3	 	 	30	1	1	8	30
IN097	13	1	1	 	 	49	1	3	9	6
IN097	14	1	2	3	 	65	2	2	1	45
IN097	15	1	1	3	 	50	1	4	8	50
IN097	16	1	5	 	 	32	1	3	8	32
IN097	17	2	5	 	 	37	2	1	6	18
IN097	18	1	3	2	 	56	1	4	8	56
IN097	19	1	1	2	 	35	1	1	8	35
IN097	20	1	3	 	 	40	1	4	1	40
IN097	21	1	2	5	 	60	1	4	8	60
IN097	22	2	1	4	 	30	1	1	8	30
IN097	23	1	4	 	 	40	1	3	8	38
IN097	24	1	4	 	 	38	1	3	8	38
IN097	25	1	4	 	 	40	1	3	8	40
IN097	26	2	4	 	 	38	1	3	8	38
IN097	27	2	4	 	 	55	2	1	8	28
IN097	28	2	5	 	 	57	2	1	6	27
IN097	29	2	5	 	 	56	2	1	6	26
IN097	30	1	5	 	 	27	1	4	8	27
IN097	31	2	2	 	 	32	2	1	8	32
IN097	32	2	2	 	 	36	2	1	8	20
IN097	33	2	2	 	 	33	2	1	8	33
IN097	34	2	4	 	 	27	1	3	3	2
IN097	35	2	4	 	 	28	2	3	3	4
IN097	36	2	4	 	 	48	1	3	3	12
IN099	1	1	1	2	3	43	2	3	1	1
IN099	2	1	1	2	3	48	2	4	9	4
IN099	3	1	1	2	4	47	2	4	1	47
IN099	4	1	1	2	5	24	2	3	7	24
IN099	5	1	1	2	5	42	2	3	7	42
IN099	6	1	1	2	4	45	2	3	1	45
IN099	7	1	2	3	5	40	2	3	2	40
IN099	8	1	2	3	4	55	1	1	6	55
IN099	9	1	2	3	5	50	1	4	6	50
IN099	10	1	2	3	5	50	1	4	7	50
IN099	11	1	2	3	4	42	1	3	7	42
IN099	12	2	4	2	 	45	1	3	7	45
IN099	13	2	1	2	3	35	2	4	4	35
IN099	14	2	1	2	 	45	2	3	8	30
IN099	15	2	3	4	5	46	1	3	4	1
IN099	16	2	3	5	 	33	1	3	4	1
IN099	17	2	3	 	 	33	1	3	4	1
IN099	19	2	3	4	5	19	2	3	4	19
IN099	20	2	3	1	4	23	2	3	8	3
IN099	21	1	5	 	 	38	1	3	2	38
IN101	1	2	1	5	4	43	2	3	4	1
IN101	2	2	1	2	 	40	2	3	8	1
IN101	3	2	3	1	3	48	2	3	4	1
IN101	4	2	3	2	 	32	2	3	4	1
IN101	5	1	1	2	3	60	1	4	8	60
IN101	6	1	1	3	4	40	1	3	8	40
IN101	7	1	2	4	1	40	2	3	1	40
IN101	8	1	2	3	5	40	1	3	8	40
IN101	9	1	4	3	5	26	1	3	8	26
IN101	10	1	5	 	 	26	1	3	4	26
IN101	11	1	5	 	 	23	2	3	8	3
IN101	12	2	2	4	 	25	2	3	8	5
IN101	13	1	3	5	 	27	2	3	8	5
IN101	14	1	3	5	 	30	2	3	8	7
IN101	15	1	3	5	 	33	2	3	8	8
IN101	16	2	2	3	5	26	2	4	3	3
IN101	17	2	3	4	2	38	2	3	3	6
IN101	18	2	3	4	5	35	2	3	8	10
IN101	19	1	5	 	 	63	1	4	8	63
IN101	20	1	5	 	 	30	1	4	8	30
IN101	21	1	5	 	 	56	1	4	8	56
IN101	22	1	5	 	 	48	1	4	8	48
IN102	1	2	2	1	4	24	2	3	4	24
IN102	2	2	2	4	 	27	2	1	2	27
IN102	3	2	2	 	 	25	2	4	6	25
IN102	4	2	2	 	 	26	2	4	6	6
IN102	5	2	2	5	 	28	2	1	6	10
IN102	6	2	2	5	 	33	2	3	6	17
IN102	7	2	3	1	 	44	1	3	4	2
IN102	8	2	3	1	 	42	2	3	4	1
IN102	9	2	3	1	 	30	2	3	4	2
IN102	10	2	3	1	5	58	1	4	4	3
IN102	11	2	3	1	5	45	1	3	4	2
IN102	12	2	3	5	 	48	1	3	2	48
IN102	13	2	3	5	 	36	1	1	2	36
IN102	14	1	2	5	3	45	2	4	6	25
IN102	15	1	1	2	5	38	2	3	6	20
IN102	16	1	1	2	4	38	2	3	6	20
IN102	17	1	2	3	4	50	1	3	2	50
IN102	18	1	2	3	4	30	1	3	2	30
IN102	19	2	4	 	 	55	1	3	3	5
IN102	20	2	4	 	 	57	1	3	3	4
IN102	21	2	4	 	 	38	2	3	3	6
IN102	22	1	5	1	2	50	1	3	2	50
IN102	23	1	5	1	2	30	1	3	2	35
IN102	24	1	5	 	 	35	1	3	2	35
IN102	25	1	5	 	 	30	1	4	2	30
IN102	26	1	5	 	 	32	1	4	2	32
IN102	27	1	5	 	 	30	1	3	2	30
