CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSVILR5	HHCSTER5	DOBHHMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPATDR5
41012	4	 	1	 	21	24	 	2	7	 	22	 	2	0	0	2	1	1	13	1	 	 	 	 	 	 
41012	5	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	1	13	0	 	 	 	 	 	 
41012	28	 	1	 	13	16	 	1	7	 	22	8	2	0	0	2	1	 	 	 	1	8	1	 	 	3
41013	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	3	2	1	15	0	 	 	 	 	 	 
41013	1	 	1	 	71	74	 	2	6	 	22	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
41013	2	 	1	 	51	54	 	1	1	 	22	 	 	1	0	1	99	0	 	 	 	 	 	 	 	 
41013	3	 	1	 	49	52	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41013	4	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41013	6	 	1	 	11	14	 	2	7	 	22	2	2	0	0	3	2	 	 	 	1	7	1	 	 	3
41013	28	 	1	 	14	17	 	1	7	 	22	3	2	0	0	3	2	 	 	 	1	10	0	8	16	 
41014	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41014	1	 	1	 	51	54	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41014	2	 	1	 	47	50	 	2	1	 	22	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
41014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41014	4	 	4	 	29	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41014	5	 	4	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41014	6	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41014	7	 	1	 	18	21	 	2	7	 	22	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
41014	8	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	1	8	0	 	 	 	 	 	 
41015	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	99	1	12	0	 	 	 	 	 	 
41015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41015	2	 	1	 	46	49	 	2	1	 	22	 	 	3	0	99	99	1	3	0	 	 	 	 	 	 
41015	3	 	4	 	25	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41015	4	 	1	 	24	27	 	1	7	 	22	 	2	0	0	2	99	1	12	0	 	 	 	 	 	 
41015	5	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41015	7	 	3	2006	60	63	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41015	28	 	1	 	16	19	 	2	7	 	22	 	2	0	0	2	99	1	15	0	 	 	 	 	 	 
41016	0	 	1	 	18	21	 	2	0	 	22	 	2	0	0	2	1	0	 	 	 	 	 	 	 	 
41016	1	 	1	 	61	64	 	1	1	 	22	 	 	1	0	99	99	1	2	0	 	 	 	 	 	 
41016	2	 	1	 	51	54	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41016	3	 	4	 	27	30	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41016	4	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41016	5	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41016	28	 	1	 	15	18	 	1	7	 	22	 	2	0	0	2	1	1	10	1	 	 	 	 	 	 
41017	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	98	98	1	15	0	 	 	 	 	 	 
41017	1	 	4	 	41	44	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41017	2	 	4	 	32	35	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41017	3	 	2	 	32	35	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41017	4	 	2	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41017	5	 	1	 	40	43	 	1	13	 	22	 	 	1	0	9	99	1	6	0	 	 	 	 	 	 
41017	6	 	1	 	33	36	 	2	13	 	22	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
41017	7	 	1	 	16	19	 	1	14	 	22	 	2	0	0	6	5	1	11	1	 	 	 	 	 	 
41017	8	 	1	 	13	16	 	2	14	 	22	2	2	0	0	6	5	 	 	 	1	10	1	 	 	3
41017	9	 	1	 	 	59	 	2	6	 	21	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
41018	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	15	1	 	 	 	 	 	 
41018	1	 	1	 	42	45	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41018	2	 	1	 	38	41	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41018	3	 	4	 	25	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41018	4	 	1	 	23	26	 	2	7	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41018	5	 	1	 	23	26	 	1	14	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41018	6	 	1	 	22	25	 	2	7	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41018	7	 	1	 	20	23	 	2	7	 	22	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
41018	8	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
41019	0	 	1	 	19	22	 	2	0	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41019	1	 	1	 	41	44	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41019	2	 	1	 	36	39	 	2	1	 	21	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
41019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	0	1	1	 	19	22	 	2	0	 	21	 	6	1	0	99	98	1	10	0	 	 	 	 	 	 
41020	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	3	0	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	5	0	3	2015	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	6	0	4	 	68	71	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	7	0	4	 	62	65	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	8	0	4	 	26	29	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	9	0	4	 	22	25	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41020	10	1	1	 	 	25	 	1	25	 	22	 	2	1	0	11	12	1	12	0	 	 	 	 	 	 
41020	11	1	1	 	 	45	 	2	26	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41020	12	1	1	 	 	50	 	1	26	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41021	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
41021	1	 	1	 	46	49	 	1	1	 	23	 	 	1	0	98	99	1	3	0	 	 	 	 	 	 
41021	2	 	1	 	41	44	 	2	1	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
41021	3	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41021	28	 	1	 	15	18	 	1	7	 	23	 	2	0	0	2	1	1	10	1	 	 	 	 	 	 
41022	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41022	1	 	1	 	51	54	 	1	1	 	22	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
41022	2	 	1	 	46	49	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41022	3	 	1	 	23	26	 	1	7	 	22	 	2	0	0	2	1	0	 	 	 	 	 	 	 	 
41022	4	 	1	 	21	24	 	1	7	 	22	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
41022	28	 	1	 	15	18	 	2	7	 	22	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
41022	29	 	1	 	14	17	 	1	7	 	22	2	2	0	0	2	1	 	 	 	1	9	1	 	 	3
41023	0	 	1	 	19	22	 	1	0	 	22	 	2	1	0	2	1	1	5	0	 	 	 	 	 	 
41023	1	 	1	 	46	49	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41023	2	 	1	 	41	44	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41023	3	 	4	 	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41023	28	 	1	 	15	18	 	1	7	 	22	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
41023	29	 	1	 	13	16	 	2	7	 	22	3	2	0	0	2	1	 	 	 	1	9	1	 	 	3
41023	30	 	1	 	17	20	 	2	25	 	22	 	6	1	0	98	98	0	 	 	 	 	 	 	 	 
41023	31	 	1	 	1	4	 	2	27	 	22	 	5	 	0	30	0	 	 	 	 	 	 	 	 	 
41023	32	 	1	 	 	1	 	1	27	 	22	 	5	 	0	30	0	 	 	 	 	 	 	 	 	 
41024	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41024	1	 	1	 	39	42	 	1	1	 	22	 	 	1	0	98	98	0	 	 	 	 	 	 	 	 
41024	2	 	1	 	36	39	 	2	1	 	22	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
41024	3	 	1	 	9	12	 	1	7	 	22	11	2	0	0	2	1	 	 	 	1	4	1	 	 	3
41024	28	 	1	 	15	18	 	1	7	 	22	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
41025	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
41025	1	 	1	 	56	59	 	1	6	 	22	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
41025	2	 	1	 	39	42	 	1	1	 	22	 	 	1	0	99	1	1	5	0	 	 	 	 	 	 
41025	3	 	1	 	33	36	 	2	1	 	22	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
41025	4	 	1	 	16	19	 	1	7	 	22	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
41025	5	 	1	 	8	11	 	2	7	 	22	4	2	 	0	3	2	 	 	 	1	4	1	 	 	3
41025	28	 	1	 	14	17	 	2	7	 	22	3	2	0	0	3	2	 	 	 	1	11	1	 	 	3
41025	29	 	1	 	12	15	 	2	7	 	22	2	2	0	0	3	2	 	 	 	1	7	1	 	 	3
41026	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	3	2	1	6	0	 	 	 	 	 	 
41026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41026	2	 	1	 	41	44	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41026	3	 	1	 	39	42	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41026	4	 	1	 	17	20	 	2	7	 	22	 	2	0	0	3	2	1	15	1	 	 	 	 	 	 
41026	5	 	1	 	16	19	 	2	7	 	22	 	2	0	0	3	2	1	11	0	 	 	 	 	 	 
41026	6	 	1	 	7	10	 	1	7	 	22	5	2	 	0	3	2	 	 	 	1	3	1	 	 	3
41026	28	 	1	 	14	17	 	1	7	 	22	5	2	0	0	3	2	 	 	 	1	4	0	8	8	 
41027	0	 	1	 	 	22	 	2	0	 	23	 	2	0	0	3	2	1	16	1	 	 	 	 	 	 
41027	1	 	1	 	 	46	 	1	1	 	23	 	 	1	0	99	99	1	2	0	 	 	 	 	 	 
41027	2	 	1	 	 	40	 	2	1	 	23	 	1	1	0	99	99	1	4	0	 	 	 	 	 	 
41027	3	 	1	 	 	23	 	2	7	 	23	 	2	0	0	3	2	1	14	0	 	 	 	 	 	 
41028	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	2	1	1	13	0	 	 	 	 	 	 
41028	1	 	1	 	41	44	 	1	1	 	22	 	 	1	0	99	99	1	14	0	 	 	 	 	 	 
41028	2	 	1	 	39	42	 	2	1	 	22	 	1	1	0	99	99	1	12	0	 	 	 	 	 	 
41028	3	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41028	4	 	1	 	16	19	 	2	7	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41029	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	15	1	 	 	 	 	 	 
41029	1	 	1	 	45	48	 	1	1	 	22	 	2	1	0	2	1	1	16	0	 	 	 	 	 	 
41029	2	 	1	 	36	39	 	2	1	 	22	 	 	1	0	2	1	1	10	0	 	 	 	 	 	 
41029	3	 	1	 	16	19	 	2	7	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41029	28	 	1	 	14	17	 	1	7	 	22	3	2	0	0	2	1	 	 	 	1	11	1	 	 	1
41031	0	 	1	 	19	22	 	2	0	 	21	 	2	0	0	2	1	1	13	1	 	 	 	 	 	 
41031	1	 	1	 	43	46	 	1	1	 	21	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
41031	2	 	1	 	40	43	 	2	1	 	21	 	1	1	0	99	99	1	5	0	 	 	 	 	 	 
41031	3	 	1	 	17	20	 	2	7	 	21	 	2	0	0	2	1	1	14	1	 	 	 	 	 	 
41031	28	 	1	 	14	17	 	2	7	 	21	3	2	0	0	2	1	 	 	 	1	12	1	 	 	8
41032	0	 	1	 	19	22	 	2	0	 	23	 	2	0	0	2	99	1	15	0	 	 	 	 	 	 
41032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41032	2	 	1	 	36	39	 	2	1	 	23	 	 	3	0	98	98	1	3	0	 	 	 	 	 	 
41032	3	 	4	 	31	34	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41032	4	 	1	 	22	25	 	1	7	 	23	 	2	0	0	2	99	1	10	0	 	 	 	 	 	 
41032	5	 	1	 	16	19	 	2	7	 	23	 	2	0	0	2	99	1	14	1	 	 	 	 	 	 
41033	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	3	99	1	12	0	 	 	 	 	 	 
41033	1	 	1	 	61	64	 	2	6	 	23	 	7	3	0	99	99	0	 	 	 	 	 	 	 	 
41033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41033	3	 	1	 	36	39	 	2	1	 	23	 	 	3	0	98	99	1	5	0	 	 	 	 	 	 
41033	4	 	1	 	18	21	 	1	7	 	23	 	2	0	0	3	99	1	12	0	 	 	 	 	 	 
41034	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
41034	1	 	1	 	46	49	 	1	1	 	23	 	 	1	0	98	98	1	16	0	 	 	 	 	 	 
41034	2	 	1	 	41	44	 	2	1	 	23	 	1	1	0	98	99	1	12	0	 	 	 	 	 	 
41034	3	 	1	 	21	24	 	2	7	 	23	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
41035	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	15	1	 	 	 	 	 	 
41035	1	 	1	 	42	45	 	1	1	 	23	 	 	1	0	98	99	1	10	0	 	 	 	 	 	 
41035	2	 	1	 	39	42	 	2	1	 	23	 	1	1	0	98	99	1	1	0	 	 	 	 	 	 
41035	3	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41036	0	 	1	 	19	22	 	2	0	 	23	 	7	1	0	98	98	1	12	0	 	 	 	 	 	 
41036	1	 	4	 	36	39	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41036	2	 	4	 	33	36	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41036	3	 	4	 	18	21	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41036	4	 	1	 	28	60	 	1	25	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
41036	5	 	1	 	60	31	 	1	26	 	23	 	1	1	0	6	4	1	10	0	 	 	 	 	 	 
41036	6	 	1	 	55	58	 	2	26	 	23	 	7	1	0	99	99	0	 	 	 	 	 	 	 	 
41036	7	 	1	 	 	2	 	2	1	 	23	 	5	 	0	0	4	 	 	 	 	 	 	 	 	 
41037	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	1	99	1	6	0	 	 	 	 	 	 
41037	1	 	1	 	36	39	 	2	1	 	22	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
41037	2	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	0	1	1	 	18	21	 	2	0	 	24	 	1	1	0	98	98	1	15	0	 	 	 	 	 	 
41039	1	0	4	 	43	46	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	2	0	4	 	36	39	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	3	0	4	 	16	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	4	1	1	 	 	31	 	1	25	 	23	 	 	1	0	99	99	1	13	0	 	 	 	 	 	 
41039	5	1	1	 	 	78	 	2	6	 	23	 	5	3	0	99	99	0	 	 	 	 	 	 	 	 
41040	0	 	1	 	19	22	 	2	0	 	23	 	2	0	0	2	1	1	13	0	 	 	 	 	 	 
41040	1	 	1	 	46	49	 	1	1	 	23	 	 	1	0	98	98	1	5	0	 	 	 	 	 	 
41040	2	 	1	 	45	48	 	2	1	 	23	 	1	1	0	98	99	1	3	0	 	 	 	 	 	 
41040	3	 	4	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41040	4	 	1	 	23	26	 	2	7	 	23	 	2	0	0	2	1	1	13	0	 	 	 	 	 	 
41041	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	7	6	1	12	1	 	 	 	 	 	 
41041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	2	 	2	 	46	49	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	3	 	4	 	33	36	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	4	 	4	 	30	33	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	6	 	1	 	42	45	 	1	1	 	21	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
41041	7	 	1	 	35	38	 	2	1	 	21	 	1	1	0	98	99	1	5	0	 	 	 	 	 	 
41041	8	 	1	 	16	19	 	1	7	 	21	 	2	0	0	7	6	1	12	1	 	 	 	 	 	 
41041	28	 	2	 	13	16	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41042	0	 	1	 	18	21	 	1	0	 	23	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41042	1	 	1	 	47	50	 	1	1	 	23	 	 	1	0	98	99	1	10	0	 	 	 	 	 	 
41042	2	 	1	 	39	42	 	2	1	 	23	 	1	1	0	98	99	1	6	0	 	 	 	 	 	 
41042	3	 	1	 	17	20	 	2	7	 	23	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41043	0	 	1	 	18	21	 	2	0	 	23	 	2	0	0	3	2	1	11	0	 	 	 	 	 	 
41043	1	 	1	 	61	64	 	2	6	 	23	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
41043	2	 	1	 	45	48	 	1	1	 	23	 	 	1	0	1	99	1	10	0	 	 	 	 	 	 
41043	3	 	1	 	41	44	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41043	4	 	4	 	24	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41043	5	 	1	 	21	24	 	1	7	 	23	 	2	0	0	3	2	1	12	0	 	 	 	 	 	 
41044	0	 	1	 	18	21	 	1	0	 	23	 	2	0	0	2	1	1	13	1	 	 	 	 	 	 
41044	1	 	1	 	44	47	 	1	1	 	23	 	 	1	0	99	98	1	15	0	 	 	 	 	 	 
41044	2	 	1	 	39	42	 	2	1	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
41044	3	 	1	 	16	19	 	1	7	 	23	 	2	0	0	2	1	1	13	1	 	 	 	 	 	 
41045	0	 	1	 	18	21	 	2	0	 	22	 	1	1	0	98	98	1	15	0	 	 	 	 	 	 
41045	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	2	 	4	 	47	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	3	 	4	 	46	49	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	4	 	4	 	25	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	5	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	6	 	4	 	16	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	7	 	1	 	58	61	 	2	26	 	22	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
41045	8	 	1	 	23	26	 	1	25	 	22	 	 	1	0	7	99	1	16	0	 	 	 	 	 	 
41045	9	 	1	 	 	2	 	2	27	 	22	 	2	 	0	0	8	 	 	 	 	 	 	 	 	 
41045	10	 	1	 	 	4	 	1	27	 	22	 	2	 	0	0	8	 	 	 	 	 	 	 	 	 
41046	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	13	0	 	 	 	 	 	 
41046	1	 	1	 	41	44	 	1	1	 	22	 	 	1	0	99	99	1	6	0	 	 	 	 	 	 
41046	2	 	1	 	39	42	 	2	1	 	22	 	1	1	0	99	99	1	10	0	 	 	 	 	 	 
41046	3	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41046	28	 	1	 	15	18	 	1	7	 	22	 	2	0	0	2	1	1	15	1	 	 	 	 	 	 
41047	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	4	3	1	14	1	 	 	 	 	 	 
41047	1	 	3	2014	66	66	 	1	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41047	2	 	1	 	61	64	 	2	6	 	22	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
41047	3	 	1	 	46	49	 	1	1	 	22	 	 	1	0	2	99	0	 	 	 	 	 	 	 	 
41047	4	 	1	 	41	44	 	2	1	 	22	 	1	1	0	99	98	0	 	 	 	 	 	 	 	 
41047	5	 	4	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41047	6	 	1	 	17	20	 	1	7	 	22	 	2	0	0	4	3	1	14	0	 	 	 	 	 	 
41047	28	 	1	 	15	18	 	2	7	 	22	 	2	0	0	4	3	1	10	1	 	 	 	 	 	 
41048	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
41048	1	 	1	 	56	59	 	1	1	 	22	 	 	1	0	99	99	1	5	0	 	 	 	 	 	 
41048	2	 	1	 	46	49	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
41048	3	 	1	 	23	26	 	2	7	 	22	 	2	0	0	2	1	1	14	0	 	 	 	 	 	 
41048	4	 	1	 	22	25	 	2	7	 	22	 	2	0	0	2	1	1	14	0	 	 	 	 	 	 
41048	5	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41049	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
41049	1	 	1	 	40	43	 	1	1	 	23	 	 	1	0	98	98	1	7	0	 	 	 	 	 	 
41049	2	 	1	 	37	40	 	2	1	 	23	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
41049	3	 	1	 	20	23	 	1	7	 	23	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
41049	4	 	1	 	18	21	 	2	7	 	23	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
51001	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	13	1	 	 	 	 	 	 
51001	1	 	1	 	49	52	 	1	1	 	23	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
51001	2	 	1	 	44	47	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
51001	3	 	2	 	29	32	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51001	4	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51002	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
51002	1	 	1	 	47	50	 	1	1	 	23	 	 	1	0	98	99	1	5	0	 	 	 	 	 	 
51002	2	 	1	 	42	45	 	2	1	 	23	 	1	1	0	98	99	1	1	0	 	 	 	 	 	 
51002	3	 	1	 	23	26	 	1	7	 	23	 	2	1	0	2	1	1	7	0	 	 	 	 	 	 
51002	4	 	1	 	20	23	 	2	16	 	23	 	6	1	0	99	98	1	10	0	 	 	 	 	 	 
51002	5	 	1	 	0	3	 	2	19	 	23	 	5	 	0	4	3	 	 	 	 	 	 	 	 	 
51002	6	 	1	 	 	1	 	1	19	 	23	 	5	 	0	4	3	 	 	 	 	 	 	 	 	 
51003	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
51003	1	 	1	 	48	51	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
51003	2	 	1	 	40	43	 	2	1	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
51003	3	 	4	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51003	4	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51004	0	 	1	 	19	22	 	2	0	 	21	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
51004	1	 	1	 	46	49	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
51004	2	 	1	 	41	44	 	2	1	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
