placeid	departid	clustid	survcode	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	firmafct	frmdump4	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	timerelg	timetele	timeintr	trnsrelg	trnstele	trnsint	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	infdaycr	cmsuppre	prvpresc	prmrysc	secdrysc	hlthest	demuna	prvcbltv	pubcbltv	cellphne	serpost	othserv1	othserv2	othserv3	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timeday	timecpr	timeppr	timeprm	timesec	timehlt	timeprc	timeser	timeoth1	timeoth2	timeoth3	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnsday	trnscpr	trnsppr	trnspri	trnssec	trnshlt	trnsprc	trnsser	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	pipedwll	pipewatr	prvttube	pubfntn	pubwell	wtrtruck	spring	other	access	days	typchrg	typngo	typwtoth	trtngo	trtwtoth	whtrngo	whtrwtot	oftnngo	oftnwtot	tyrango	tyrawtot	grbgtrck	street	wastland	regulate	rivergrb	buried	pigfeed	cropflds	othrgrb	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	promlibr	altbsced	laptopch	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	promo4yr	altbs4yr	lptop4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	prgimmz	hemoflu	hepb	fieamar	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	primm4yr	heflu4yr	hepb4yr	fieam4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	recycprg	juntoprg	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	recycl4y	juntos4y	a_4yothr1	a_4yothr2	agrimale	othrmale	mmonagri	mmonothr	agrifmle	othrfmle	fmonagri	fmonothr	agrchld	othrchld	cmonagri	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	paprchld	shoechld	carwchld	stvnchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	mtchprc1	prcirrgt	prcdry	prcbuild	minirrgt	mindry	minbuild	maxirrgt	maxdry	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	mxbull	othanml	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	minmxbll	minotanm	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	maxmxbll	maxotanm	priccrop	mincrop	maxcrop
PE04MC03	1	4	14	26	10	2009	10/26/2009	150	3	5	88	1	2	5	5	5	5	4	88	1	720	2	88	88	720	420	6	88	88	420	0	0	0	1	0	0	0	88	0	0	0	1	0	0	0	88	0	0	1	1	0	 	 	1	0	1	0	0	0	0	0	1	88	88	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	88	88	88	88	5	88	88	88	88	1	1	0	0	0	0	0	1	1	88	88	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	-88	90	-88	88	1	88	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	88	88	88	720	60	240	720	720	720	240	-88	240	-88	120	60	240	720	-88	-88	-88	6	1	6	6	6	6	6	88	6	88	1	1	6	6	88	88	88	0	0	0	1	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	0	88	0	88	88	88	88	0	0	0	0	0	0	0	1	88	1	0	1	0	88	88	1	0	0	1	0	88	88	0	0	1	0	1	0	0	0	0	88	88	0	0	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	0	0	0	1	88	88	1	1	1	1	1	77	77	1	0	0	0	1	88	88	1	77	77	77	77	77	77	77	77	88	88	1	77	77	77	77	77	77	77	77	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	15	-88	2	88	12	-88	2	88	10	-88	2	88	-11	-11	20	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-8	-88	-88	1.5	35	12	12	25	23	-77	-77	-77	-77	1.5	2	3	-77	.600000023841858	3	2	6	.800000011920929	2	7.59999990463257	-88	.400000005960464	-88	5000	10	-88	-88	-88	-88	-88	-88	3000	500	-88	-88	1000	-88	-88	200	20	-88	12	-88	1200	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	10	-88	-88
PE04MC04	1	4	7	23	10	2009	10/23/2009	50	2	5	88	1	3	5	5	5	5	5	88	1	90	1	88	88	90	-88	88	88	88	-88	0	0	0	1	0	0	0	88	0	0	0	1	0	0	0	88	0	0	0	0	0	 	 	0	0	1	0	0	0	0	0	0	88	88	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	88	88	88	5	13	88	88	88	0	0	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	-88	90	90	88	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	88	88	88	90	90	240	240	240	240	240	-88	240	-88	240	60	240	240	-88	-88	-88	1	1	7	7	7	7	7	88	7	88	7	1	7	7	88	88	88	0	0	0	1	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	1	88	1	88	7	88	7	0	0	0	0	0	0	0	1	88	1	0	1	0	88	88	1	0	0	1	0	88	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	-88	6	88	10	-88	6	88	6	-88	6	88	-11	-11	20	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	32	12	12	20	20	-77	.0299999993294477	.140000000596046	-77	.800000011920929	1.5	3	-77	.600000023841858	2.59999990463257	2	5.5	1	5	1.20000004768372	19	.200000002980232	-88	2000	5	-88	-88	-88	-88	-88	-88	-77	1000	-88	300	1000	50	-88	200	20	-88	10	-88	1200	500	2500	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3	-88	-88
PE05MC01	22	5	7	14	11	2009	11/14/2009	7577	1	5	88	3	5	5	5	5	5	2	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	1	0	0	 	 	0	0	1	1	0	1	0	1	1	88	88	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	88	88	5	9	9	88	88	1	0	1	1	0	1	1	1	1	1	88	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	88	88	-88	-88	20	20	20	-88	20	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	88	88	6	6	6	88	6	88	6	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	88	24	7	0	1	88	0	88	0	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	1	0	1	0	0	1	0	88	88	0	1	1	0	1	0	0	1	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	12	15	88	0	-11	15	88	0	12	15	88	0	-11	20	30	-11	15	-11	10	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	15	-22	-88	-88	1.20000004768372	35	15	15	30	28	.699999988079071	.0399999991059303	.170000001788139	.0700000002980232	.800000011920929	1.5	3	-88	.5	2.5	2	4.5	1	5	1	15	.25	15000	10000	20	-88	-88	-88	-88	-88	-88	2500	800	-88	500	1500	-88	-88	200	20	15	20	-88	1000	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE05MC02	22	5	7	11	11	2009	11/11/2009	250	2	5	88	1	3	5	5	5	5	4	88	1	210	1	6	88	300	-88	88	88	88	-88	0	0	0	1	0	0	0	88	0	0	0	1	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	0	1	88	88	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	88	88	88	88	5	88	88	88	88	1	0	0	0	0	0	0	0	0	1	88	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	-88	180	210	88	1	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88	88	88	200	200	300	230	230	210	300	180	230	-88	180	200	210	210	-88	-88	-88	13	13	13	13	13	13	13	13	13	88	1	13	13	13	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	1	0	0	0	0	88	1	0	1	0	88	88	1	0	0	1	0	88	88	0	0	1	0	1	0	0	0	1	88	88	0	0	0	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	10	6	6	-11	10	88	6	10	10	6	6	-11	-11	25	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.79999995231628	-88	-88	-88	-88	-88	.699999988079071	.0299999993294477	.170000001788139	.119999997317791	1.79999995231628	1.60000002384186	4	-88	-88	2.79999995231628	2.40000009536743	5.30000019073486	1.10000002384186	2.20000004768372	1	-88	.25	-88	1500	1	-88	-88	-88	-88	-88	-88	3000	800	1500	-88	1500	-88	-88	200	20	-88	10	-88	1000	400	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	-88	-88
PE05MC04	22	5	12	4	11	2009	11/4/2009	45	5	5	1	2	3	4	5	5	5	5	88	1	60	6	88	88	60	8	5	88	88	8	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	1	0	0	 	 	0	0	1	1	0	0	1	0	0	88	88	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	88	88	88	88	5	88	88	88	88	1	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	10	10	88	5	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	88	88	88	20	20	25	25	25	25	25	-88	60	10	10	10	10	10	-88	-88	-88	5	5	5	5	5	5	5	88	6	5	5	5	5	5	88	88	88	0	0	0	1	0	0	0	88	0	0	1	0	0	0	1	88	8	8	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	1	1	0	0	0	88	88	1	1	0	0	0	88	88	0	1	1	0	1	0	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	0	0	1	88	88	1	1	1	1	1	1	1	1	1	0	0	1	88	88	1	0	0	0	0	0	0	0	0	88	88	1	0	0	0	0	0	0	0	0	88	88	1	1	0	0	0	0	0	0	0	88	88	1	1	0	0	0	0	0	0	0	88	88	15	-88	0	88	15	-88	0	88	15	-88	0	88	-11	-11	20	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	-88	2	50	30	30	35	30	1	.5	.5	.300000011920929	1.5	1.20000004768372	3	10	.5	2.5	2	6	1	3	2.5	-88	.300000011920929	-77	10000	7	15000	-88	-88	20000	-88	-88	-77	-77	-77	-77	-77	-77	-77	-77	-77	-88	-77	-88	-77	-88	1500	1000	3000	400	500	80	50	700	10	-88	15	-88	3000	-88	2000	1200	4000	500	600	100	70	1000	20	-88	20	-88	4000	-88	2	-88	-88
PE06MC01	22	6	7	26	11	2009	11/26/2009	2300	2	5	88	1	3	4	5	5	5	4	88	1	20	5	88	88	25	-88	88	88	88	-88	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	1	1	0	 	 	0	0	1	1	0	0	1	1	1	1	88	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	88	5	15	7	15	88	1	0	0	0	0	0	0	1	0	1	88	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	-88	-88	10	88	88	5	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	88	88	88	20	20	20	20	20	20	20	-88	20	-88	-88	-88	20	20	-88	-88	-88	5	5	5	5	5	5	5	88	5	88	88	88	5	5	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	1	88	1	88	0	0	0	0	0	0	0	0	1	1	0	1	0	88	88	1	0	0	1	0	88	88	0	1	1	0	1	0	0	1	1	1	88	0	1	1	0	1	0	0	0	1	1	88	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	1	0	0	1	1	0	1	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	15	12	2	0	15	12	2	0	12	12	2	2	-11	-11	25	-11	-11	-11	10	-11	-11	-11	14	-11	-11	-11	-11	-11	-11	-11	-11	22	-22	-22	-88	-88	1.5	35	15	15	25	25	.699999988079071	.0399999991059303	.180000007152557	.0599999986588955	1.20000004768372	1.5	3.59999990463257	-88	.699999988079071	3.5	2.5	5.5	.699999988079071	6	1.10000002384186	-88	.300000011920929	16000	1000	16	-88	-88	-88	-88	-88	-88	-77	-77	-88	-88	-88	60	-88	180	25	10	10	-88	900	600	1500	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2000	900	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE07MC01	6	7	76	13	8	2009	8/13/2009	2000	1	5	88	5	5	5	5	5	3	2	88	1	10	7	88	88	10	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	1	0	0	 	 	0	1	0	0	0	1	0	1	0	88	88	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	88	88	88	7	7	88	88	88	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	88	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	88	88	88	15	-88	10	10	10	10	-88	-88	-88	-88	-88	10	10	10	-88	-88	-88	1	88	7	7	7	7	88	88	88	88	88	1	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	14	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	88	88	1	1	0	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	1	1	1	1	1	0	0	1	1	0	0	0	88	88	1	0	1	1	0	0	0	0	0	1	88	0	0	0	1	0	0	0	0	0	1	88	0	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	12	-88	0	88	12	-88	0	88	-11	-88	88	88	-11	20	30	-11	-88	-88	14	-11	-11	-11	-88	-88	-11	-11	15	-11	-11	10	10	8	-88	-88	-88	-88	1.29999995231628	38	13	13	25	25	.560000002384186	.0299999993294477	.170000001788139	.0799999982118607	1	2.5	3.59999990463257	-88	.5	2.70000004768372	1.89999997615814	6.30000019073486	.899999976158142	5	1.20000004768372	14.8000001907349	.200000002980232	-88	-88	-88	-88	-88	150	-88	-88	210	-77	-77	-77	-77	-77	-77	-77	-77	-77	15	-77	-77	-77	-77	1800	1000	-77	-77	-77	180	-77	150	18	-88	10	-77	-77	120	2000	1200	-77	-77	-77	200	-77	200	20	-88	12	-77	-77	150	-88	-88	-88
PE07MC02	6	7	23	21	8	2009	8/21/2009	-77	1	5	88	5	5	5	5	5	3	2	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	1	0	88	88	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	0	88	88	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	88	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	88	88	88	5	-88	5	5	5	5	-88	-88	-88	-88	-88	5	5	5	-88	-88	-88	6	88	6	6	6	6	88	88	88	88	88	6	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	0	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	1	0	88	88	0	0	0	0	0	0	0	1	0	88	88	-11	-88	88	88	-11	-88	88	88	-11	-88	88	88	-11	20	30	-11	-88	-88	5	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	20	-11	-11	-88	-88	-88	-88	1	35	28	25	28	28	.5	.100000001490116	.0500000007450581	.100000001490116	1	2.5	4	.600000023841858	.600000023841858	2.70000004768372	2	6.30000019073486	.899999976158142	4.5	1.79999995231628	-77	.200000002980232	-88	-88	380	-88	-88	480	-88	-88	550	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE07MC03	6	7	71	25	8	2009	8/25/2009	150	5	1	88	5	5	5	5	5	5	1	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	1	1	0	0	0	0	88	1	1	1	0	0	0	0	88	1	1	1	0	0	 	 	0	0	0	1	0	0	1	1	0	88	88	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	88	88	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	-88	10	10	88	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	88	88	88	60	60	60	60	60	60	60	60	60	60	60	60	60	60	-88	-88	-88	7	7	7	7	7	7	7	7	7	7	7	7	7	7	88	88	88	1	0	0	0	0	0	0	88	0	1	0	0	0	0	0	88	8	8	0	0	1	88	1	88	1	88	4	88	4	0	0	0	0	1	0	0	0	1	0	0	0	0	88	88	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	 	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-11	-88	88	88	-11	-88	88	88	-11	-88	88	88	-11	-11	20	-11	-88	-88	3	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1	35	20	18	40	35	3	1.5	.200000002980232	.5	1	2.5	3	2	1	2.79999995231628	1.70000004768372	5	.5	5	2	-77	.200000002980232	-77	-77	300	-77	-77	-88	-77	-77	-88	2500	800	1000	400	300	300	200	300	25	30	15	800	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE07MC04	6	7	18	24	8	2009	8/24/2009	8000	1	5	88	5	5	5	5	3	5	2	88	1	-88	88	88	88	-88	10	6	7	88	10	1	1	0	0	0	0	0	88	1	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	0	0	88	88	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	0	0	1	0	88	88	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	88	88	88	8	8	8	8	8	8	8	-88	-88	-88	-88	8	8	8	-88	-88	-88	7	7	7	7	7	7	7	88	88	88	88	7	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	0	0	1	0	88	88	1	1	0	0	0	1	0	0	0	88	88	1	1	0	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-11	-88	88	88	-11	-88	88	88	-11	-88	88	88	-11	15	20	20	-88	-88	3	15	-11	20	-88	-88	-11	-11	-11	-11	-11	-11	-11	10	-88	-88	-88	-88	1.5	30	8	10	15	13	.699999988079071	.400000005960464	.300000011920929	.100000001490116	.800000011920929	2	1.5	14	1	2.5	2	6	.5	4.5	1.5	12	.200000002980232	10000	5000	600	-88	-88	-88	-88	-88	-88	2000	1500	800	300	500	200	80	150	20	20	15	-77	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-77	-88	-88	-88	-8
PE07MC05	6	7	63	21	8	2009	8/21/2009	-77	1	5	88	5	5	5	5	5	3	2	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	1	0	1	1	1	 	 	1	0	0	0	0	1	0	1	1	88	88	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	0	0	1	0	88	88	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	88	88	88	5	5	5	5	-88	5	5	-88	-88	-88	-88	5	5	5	-88	-88	-88	5	6	6	6	88	6	6	88	88	88	88	6	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	0	0	1	0	88	88	1	1	0	0	1	1	0	0	0	88	88	0	0	0	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	1	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-11	-88	88	88	-11	-88	88	88	-11	-88	88	88	-11	20	15	15	-88	-88	4	-11	-11	15	-88	-88	-11	-11	-11	-11	10	10	10	8	-88	-88	-88	-88	2	50	8	8	30	30	.899999976158142	.00999999977648258	.0399999991059303	.100000001490116	1.20000004768372	2	3	-88	.5	2.59999990463257	1.5	7	.899999976158142	5	1.29999995231628	14	.200000002980232	-88	-88	450	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
