placeid	departid	clustid	survcode	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	firmafct	frmdump4	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	timerelg	timetele	timeintr	trnsrelg	trnstele	trnsint	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	infdaycr	cmsuppre	prvpresc	prmrysc	secdrysc	hlthest	demuna	prvcbltv	pubcbltv	cellphne	serpost	othserv1	othserv2	othserv3	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timeday	timecpr	timeppr	timeprm	timesec	timehlt	timeprc	timeser	timeoth1	timeoth2	timeoth3	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnsday	trnscpr	trnsppr	trnspri	trnssec	trnshlt	trnsprc	trnsser	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	pipedwll	pipewatr	prvttube	pubfntn	pubwell	wtrtruck	spring	other	access	days	typchrg	typngo	typwtoth	trtngo	trtwtoth	whtrngo	whtrwtot	oftnngo	oftnwtot	tyrango	tyrawtot	grbgtrck	street	wastland	regulate	rivergrb	buried	pigfeed	cropflds	othrgrb	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	promlibr	altbsced	laptopch	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	promo4yr	altbs4yr	lptop4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	prgimmz	hemoflu	hepb	fieamar	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	primm4yr	heflu4yr	hepb4yr	fieam4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	recycprg	juntoprg	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	recycl4y	juntos4y	a_4yothr1	a_4yothr2	agrimale	othrmale	mmonagri	mmonothr	agrifmle	othrfmle	fmonagri	fmonothr	agrchld	othrchld	cmonagri	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	paprchld	shoechld	carwchld	stvnchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	mtchprc1	prcirrgt	prcdry	prcbuild	minirrgt	mindry	minbuild	maxirrgt	maxdry	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	mxbull	othanml	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	minmxbll	minotanm	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	maxmxbll	maxotanm	priccrop	mincrop	maxcrop
PE83MC26	20	99	7	1	10	2009	10/1/2009	1800	1	5	88	5	5	5	5	3	4	2	88	1	15	6	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	1	0	0	0	1	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	15	88	88	88	88	1	0	0	1	0	0	1	1	0	1	88	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	5	-88	-88	1	88	88	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	88	88	88	20	-77	15	15	15	15	-77	-88	-88	5	5	5	15	15	-88	-88	-88	7	88	6	6	6	6	88	88	88	1	1	1	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	12	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	0	0	1	0	1	88	0	0	0	1	0	1	88	0	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	88	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	20	25	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	40	15	15	25	20	.5	.0199999995529652	.150000005960464	.100000001490116	1.5	2.40000009536743	3.5	-88	.0500000007450581	2.5	2	7	.5	5	1.5	-88	.300000011920929	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC27	20	99	6	2	10	2009	10/2/2009	1000	1	5	88	5	5	5	5	5	5	2	88	1	5	5	88	88	5	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	1	 	 	1	1	1	1	0	1	0	1	1	88	88	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	1	1	1	0	88	88	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	-88	-88	-88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	88	88	88	-88	5	5	5	5	5	5	5	5	5	5	5	5	5	-88	-88	-88	88	5	5	5	5	5	5	5	5	5	5	5	5	5	88	88	88	0	0	1	1	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	1	1	0	0	0	0	0	88	1	0	0	0	88	88	1	0	0	0	0	88	88	1	1	1	0	0	0	1	0	0	88	88	1	1	1	0	0	0	1	0	0	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-11	-88	88	88	-11	-88	88	88	-11	-88	88	88	-11	-11	25	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	14	14	20	18	.5	.100000001490116	.150000005960464	.0399999991059303	1	1.39999997615814	3.40000009536743	10	2	2.5	1.79999995231628	5.80000019073486	.300000011920929	5	1	12	.200000002980232	-88	-88	5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC28	21	99	55	16	8	2009	8/16/2009	350	4	5	88	1	2	5	3	5	5	5	88	1	240	1	4	88	240	60	1	88	88	60	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	1	1	1	0	 	 	0	0	1	1	0	0	0	0	0	88	88	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	88	88	88	88	88	88	88	88	88	88	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	60	60	88	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	88	88	88	210	-88	210	210	210	210	60	-88	60	-88	60	60	210	210	-88	-88	-88	7	88	7	7	7	7	1	88	1	88	1	1	7	7	88	88	88	0	0	0	1	0	0	0	88	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	1	0	0	88	1	1	1	1	88	88	1	0	0	0	1	88	88	1	1	1	0	1	1	0	1	0	88	88	0	0	1	0	1	0	0	0	0	88	88	1	1	1	1	1	1	1	0	1	0	1	1	1	88	1	1	1	1	1	1	1	0	1	0	1	1	1	88	1	1	0	0	1	1	1	1	1	88	88	1	1	0	0	1	1	1	1	1	88	88	1	1	0	0	0	0	0	0	1	88	88	1	1	0	0	0	0	0	0	1	88	88	20	10	6	6	15	10	6	6	15	5	6	6	-11	-11	22	20	25	-88	15	-11	20	-11	20	-88	8	-11	12	-11	-11	-11	-11	-11	-11	-88	-88	-88	1.5	20	8	8	16	15	.800000011920929	.200000002980232	.400000005960464	1	1	2.5	3	-77	.5	2.70000004768372	2	7.19999980926514	1	3.5	2	14	.200000002980232	4000	1500	4.5	-88	-88	-88	-88	-88	-88	1300	700	800	200	2000	50	150	300	20	20	10	200	3000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	50	-88	-88
PE83MC29	21	99	31	20	2	2009	2/20/2009	4000	1	5	88	3	4	5	5	5	5	2	88	1	15	7	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	0	0	0	1	1	0	 	 	1	1	1	1	0	1	0	1	1	88	88	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	88	88	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	88	88	88	15	-88	15	15	15	15	-88	-88	-88	10	10	10	15	15	-88	-88	-88	7	88	7	7	7	7	88	88	88	7	7	7	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	8	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	1	88	88	1	1	0	1	1	88	88	1	1	1	0	1	0	0	0	0	88	88	1	1	0	0	1	0	0	0	0	88	88	77	77	77	77	77	77	77	77	77	77	77	77	88	88	77	77	77	77	77	77	77	77	77	77	77	77	88	88	0	0	1	1	0	0	0	0	0	88	88	0	0	1	1	0	0	0	0	0	88	88	0	0	0	77	0	0	0	0	0	88	88	0	0	0	77	0	0	0	0	0	88	88	35	-11	0	88	-11	-11	88	88	-11	-11	88	88	-11	-11	25	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1	30	15	15	25	25	-77	-77	-77	-77	1	2.40000009536743	3	.600000023841858	.600000023841858	2.5	2.20000004768372	6	1	1.5	1	-88	.200000002980232	-88	-88	-77	10000	10000	100	14000	14000	140	1000	-88	1500	-88	-88	100	-88	100	15	10	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	10	-88	-88
PE83MC30	21	99	43	20	8	2009	8/20/2009	14200	5	1	88	5	5	5	5	5	5	2	1	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	1	0	0	 	 	1	0	0	1	0	1	0	1	1	88	88	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	7	88	88	88	88	0	0	0	0	0	0	0	1	0	88	88	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	2	-88	-88	1	88	88	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	88	88	88	5	-88	5	5	5	5	-88	-88	-88	-88	-88	5	5	5	-88	-88	-88	7	88	7	7	7	7	88	88	88	88	88	99	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	4	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	0	0	1	0	88	88	1	1	1	1	1	1	1	0	0	88	88	1	1	1	1	1	1	1	0	0	88	88	1	1	1	1	1	1	1	0	0	1	1	1	1	88	1	1	1	1	1	0	0	0	0	1	1	1	1	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	25	30	-11	-88	-88	15	15	-11	-11	-88	-88	-11	8	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	30	8	8	26	26	1.10000002384186	.0299999993294477	.150000005960464	.150000005960464	1	2	3	-88	.5	2.5	2	7	.600000023841858	2	1	14	.100000001490116	-88	-88	210	-88	-88	-88	-88	-88	-88	1800	800	1800	300	-88	70	45	100	15	-77	12	150	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC31	21	99	26	18	9	2009	9/18/2009	2800	1	5	88	5	5	5	5	5	3	2	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	1	0	0	0	0	0	0	0	1	88	88	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	88	88	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	88	88	88	10	-88	10	10	10	10	-88	-88	10	-88	10	15	10	15	-88	-88	-88	5	88	5	5	5	5	88	88	5	88	5	5	5	5	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	12	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	1	88	88	1	1	0	1	1	88	88	1	1	0	0	0	1	0	1	0	88	88	1	1	1	0	0	0	0	1	0	88	88	1	1	1	1	1	1	1	1	1	1	1	1	1	88	1	1	1	1	1	1	1	1	1	1	1	1	1	88	1	1	1	1	0	0	0	0	0	88	88	1	1	1	1	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	20	25	25	-88	-88	15	-11	-11	20	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	30	30	30	40	45	-99	.0299999993294477	.0500000007450581	.200000002980232	1.10000002384186	3	2.20000004768372	-77	.5	2.70000004768372	2.79999995231628	7.19999980926514	1	4	1.79999995231628	13.3999996185303	.200000002980232	-88	-88	70	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	100	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC32	21	99	55	20	8	2009	8/20/2009	4094	1	5	88	2	3	5	4	5	5	4	88	1	-88	88	88	88	-88	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	 	 	1	0	1	1	0	1	0	0	0	88	88	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	88	88	88	11	7	88	88	88	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1	-88	-88	-88	88	88	88	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	88	88	88	-88	-88	-88	-88	-88	360	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	8	88	88	88	88	88	88	88	88	88	88	88	0	0	1	0	0	0	0	88	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	1	0	0	0	88	1	0	1	1	88	88	1	1	1	1	1	88	88	1	1	0	0	1	1	0	0	0	88	88	1	1	0	0	0	0	0	0	0	88	88	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	88	88	1	1	1	1	0	0	1	1	0	88	88	1	1	0	0	1	0	0	0	1	88	88	0	0	0	0	1	0	0	0	1	88	88	15	15	6	6	15	15	6	6	10	10	6	6	-11	15	20	-11	-11	15	10	10	-11	-11	15	15	6	10	10	-11	-11	2	-11	10	-10	-11	-88	-88	1.5	40	8	8	18	15	1	.100000001490116	.200000002980232	.100000001490116	1.20000004768372	3	3.5	14	3.5	2.59999990463257	2	7	1	3	2	12	.200000002980232	30000	3000	300	-88	-88	-88	-88	-88	-88	1200	700	1000	200	500	120	80	200	15	15	10	300	1000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	50	-88	-88
PE83MC33	22	99	58	19	2	2010	2/19/2010	320	5	5	1	1	2	5	5	5	5	4	88	1	240	1	88	88	240	240	1	88	88	240	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	0	0	0	0	0	1	88	88	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	88	88	0	1	88	0	0	0	0	0	1	1	1	0	0	0	0	-88	-88	180	88	88	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	88	88	88	180	-77	240	240	240	240	240	-88	180	-88	60	120	240	240	-88	-88	-88	6	88	6	6	6	6	6	88	6	88	1	1	6	6	88	88	88	0	0	0	1	0	0	0	88	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	88	0	0	0	0	88	88	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	-88	6	88	10	-88	6	88	-11	-88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.79999995231628	30	15	12	18	22.7999992370605	-88	-88	-88	-88	1.60000002384186	2.5	3.79999995231628	-88	.5	3	3	5	1.5	5	1	-88	.25	-88	2000	1.29999995231628	-88	-88	-88	-88	-88	-88	1800	700	-88	-88	-88	-88	-88	150	30	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	-88	-88
PE83MC34	22	99	7	3	12	2009	12/3/2009	300	3	5	88	1	2	5	5	5	5	4	88	1	240	6	88	88	720	240	6	88	88	240	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	1	0	0	0	0	1	88	88	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	40	240	88	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88	88	88	240	90	240	240	300	300	-77	40	240	-88	40	90	240	240	-88	-88	-88	6	6	6	6	6	6	88	1	6	88	1	6	6	6	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	1	0	0	0	0	88	88	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	 	88	77	77	77	77	77	77	77	77	77	77	77	77	88	88	77	77	77	77	77	77	77	77	77	77	77	77	88	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	3.5	6	6	-11	35	88	6	10	3.5	6	6	-11	20	10	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	2	-88	15	15	25	25	-77	.5	1	1	1.5	1.60000002384186	3.5	-88	.800000011920929	4	2.5	6	1	4	1	18	.300000011920929	-88	2000	3	-88	-88	-88	-88	-88	-88	2500	1500	-88	-88	2000	-88	-88	240	20	-88	15	-88	800	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	-88	-88
PE83MC35	22	99	13	28	11	2009	11/28/2009	2500	1	5	88	3	2	5	5	5	5	5	88	1	-88	88	88	88	-88	25	6	88	88	25	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	1	1	0	 	 	0	1	1	1	0	0	0	0	0	88	88	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	88	88	88	88	5	88	88	88	88	1	0	0	0	0	0	0	1	0	88	88	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	-88	-88	25	88	88	6	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	88	88	88	25	-88	25	25	150	150	150	-88	150	-88	-88	-88	-88	25	-88	-88	-88	6	88	6	6	6	6	6	88	6	88	88	88	88	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	7	7	0	1	88	0	88	88	88	10	88	10	88	1	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	1	0	1	0	88	88	0	1	1	0	0	1	0	0	1	88	88	0	1	1	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	1	1	1	1	0	0	0	1	1	1	0	1	88	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	-88	2	88	10	-88	2	88	8	-88	2	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	10	10	20	20	.600000023841858	.0399999991059303	.189999997615814	.0199999995529652	1.5	1.5	3.79999995231628	-88	.800000011920929	2.5	2.40000009536743	3	1.20000004768372	5	1	8	.300000011920929	2000	500	100	-88	-88	-88	-88	-88	-88	2000	500	3000	700	1500	-88	-88	500	25	-88	-88	-88	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE83MC36	22	99	58	4	12	2009	12/4/2009	90	1	1	1	2	5	5	5	5	5	5	88	1	90	1	88	88	90	-88	88	88	88	-88	0	0	1	0	0	0	0	88	0	0	1	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	0	0	0	0	0	1	88	88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	90	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	90	90	150	150	120	150	-77	45	120	45	45	45	150	150	-88	-88	-88	1	1	1	1	6	1	88	1	6	1	1	1	1	1	88	88	88	0	0	0	1	0	0	0	88	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	88	1	0	1	0	88	88	1	0	1	1	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	 	88	77	77	77	77	77	77	77	77	77	77	77	77	88	88	77	77	77	77	77	77	77	77	77	77	77	77	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	10	-88	6	88	8	-88	6	88	-88	-88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	30	12	28	25	20	-88	-88	-88	-88	1.5	1.70000004768372	3	-88	.5	2.20000004768372	2.20000004768372	4.5	.200000002980232	2.5	1.10000002384186	-88	.200000002980232	-88	3000	2	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	18	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
