CHILDCODE	ACTIDR5	ACTR5	ACTOWNR5	ACTMTHR5	ACTWEKR5	ACTHRSR5	PYMRECR5	ERNCSHR5	ERNKNDR5	HWPAIDR5	PDPCPRR5	PRFACTR5	MTHPRFR5
41025	3	88	 	 	 	 	 	 	 	 	 	 	 
41026	1	13	1	6	26	8	6	7500	0	4	 	1	12
41026	2	13	1	5	28	8	6	7000	0	4	 	0	 
41026	3	88	 	 	 	 	 	 	 	 	 	 	 
41027	1	13	3	10	28	10	1	1500	 	4	 	1	8
41027	2	88	 	 	 	 	 	 	 	 	 	 	 
41027	3	88	 	 	 	 	 	 	 	 	 	 	 
41028	1	13	1	12	26	10	1	4500	 	4	 	1	12
41028	2	88	 	 	 	 	 	 	 	 	 	 	 
41028	3	88	 	 	 	 	 	 	 	 	 	 	 
41030	1	12	3	5	30	5	1	1500	 	4	 	0	 
41030	2	88	 	 	 	 	 	 	 	 	 	 	 
41030	3	88	 	 	 	 	 	 	 	 	 	 	 
41031	1	13	3	7	30	10	1	4000	 	4	 	0	 
41031	2	88	 	 	 	 	 	 	 	 	 	 	 
41031	3	88	 	 	 	 	 	 	 	 	 	 	 
41032	1	20	2	10	20	16	0	 	 	 	 	1	10
41032	2	3	2	10	10	5	0	 	 	 	 	1	10
41032	3	88	 	 	 	 	 	 	 	 	 	 	 
41034	1	11	2	2	12	5	0	 	 	 	 	1	-77
41034	2	88	 	 	 	 	 	 	 	 	 	 	 
41034	3	88	 	 	 	 	 	 	 	 	 	 	 
41036	1	20	1	4	30	3	6	4000	0	4	 	1	12
41036	2	20	1	2	7	8	1	2000	 	3	 	0	 
41036	3	88	 	 	 	 	 	 	 	 	 	 	 
41037	1	12	1	2	30	8	1	3000	 	4	 	1	12
41037	2	88	 	 	 	 	 	 	 	 	 	 	 
41037	3	88	 	 	 	 	 	 	 	 	 	 	 
41038	1	13	1	12	27	10	1	6500	 	4	 	1	-77
41038	2	88	 	 	 	 	 	 	 	 	 	 	 
41038	3	88	 	 	 	 	 	 	 	 	 	 	 
41039	1	11	2	11	20	12	0	 	 	 	 	1	10
41039	2	88	 	 	 	 	 	 	 	 	 	 	 
41039	3	88	 	 	 	 	 	 	 	 	 	 	 
41041	1	20	2	5	12	16	1	1000	 	4	 	0	 
41041	2	88	 	 	 	 	 	 	 	 	 	 	 
41041	3	88	 	 	 	 	 	 	 	 	 	 	 
41042	1	13	1	1	26	10	1	4600	 	4	 	1	3
41042	2	88	 	 	 	 	 	 	 	 	 	 	 
41042	3	88	 	 	 	 	 	 	 	 	 	 	 
41043	1	13	1	12	26	10	1	3000	 	4	 	1	-77
41043	2	88	 	 	 	 	 	 	 	 	 	 	 
41043	3	88	 	 	 	 	 	 	 	 	 	 	 
41046	1	20	6	12	28	2	1	10	 	6	2	1	8
41046	2	88	 	 	 	 	 	 	 	 	 	 	 
41046	3	88	 	 	 	 	 	 	 	 	 	 	 
41047	1	13	1	11	26	10	1	6000	 	4	 	1	12
41047	2	88	 	 	 	 	 	 	 	 	 	 	 
41047	3	88	 	 	 	 	 	 	 	 	 	 	 
41049	1	13	3	12	30	10	1	5000	 	4	 	1	12
41049	2	13	3	12	30	12	1	4000	 	4	 	0	 
41049	3	88	 	 	 	 	 	 	 	 	 	 	 
41050	1	3	2	12	30	6	0	 	 	 	 	1	12
41050	2	12	4	5	15	4	1	500	 	4	 	1	12
41050	3	88	 	 	 	 	 	 	 	 	 	 	 
41059	1	13	1	6	22	8	1	2500	 	4	 	1	3
41059	2	88	 	 	 	 	 	 	 	 	 	 	 
41059	3	88	 	 	 	 	 	 	 	 	 	 	 
41092	1	13	1	10	28	10	1	3500	 	4	 	0	 
41092	2	88	 	 	 	 	 	 	 	 	 	 	 
41092	3	88	 	 	 	 	 	 	 	 	 	 	 
41106	1	13	3	5	20	4	1	35	 	2	 	0	 
41106	2	88	 	 	 	 	 	 	 	 	 	 	 
41106	3	88	 	 	 	 	 	 	 	 	 	 	 
41109	1	8	2	12	28	2	0	 	 	 	 	1	12
41109	2	88	 	 	 	 	 	 	 	 	 	 	 
41109	3	88	 	 	 	 	 	 	 	 	 	 	 
41110	1	13	1	12	24	8	1	5500	 	4	 	1	12
41110	2	88	 	 	 	 	 	 	 	 	 	 	 
41110	3	88	 	 	 	 	 	 	 	 	 	 	 
41114	1	12	3	3	26	8	1	2800	 	4	 	0	 
41114	2	88	 	 	 	 	 	 	 	 	 	 	 
41114	3	88	 	 	 	 	 	 	 	 	 	 	 
41130	1	12	3	3	28	8	1	2400	 	4	 	0	 
41130	2	8	2	3	10	2	1	400	 	4	 	0	 
41130	3	88	 	 	 	 	 	 	 	 	 	 	 
51002	1	1	2	4	4	2	0	 	 	 	 	0	 
51002	2	88	 	 	 	 	 	 	 	 	 	 	 
51002	3	88	 	 	 	 	 	 	 	 	 	 	 
51003	1	7	3	1	30	6	1	40000	 	5	 	1	1
51003	2	88	 	 	 	 	 	 	 	 	 	 	 
51003	3	88	 	 	 	 	 	 	 	 	 	 	 
51004	1	13	3	12	26	12	1	2500	 	4	 	1	12
51004	2	88	 	 	 	 	 	 	 	 	 	 	 
51004	3	88	 	 	 	 	 	 	 	 	 	 	 
51005	1	13	1	5	26	8	1	125	 	2	 	1	2
51005	2	88	 	 	 	 	 	 	 	 	 	 	 
51005	3	88	 	 	 	 	 	 	 	 	 	 	 
51006	1	13	1	12	28	5	1	8000	 	4	 	1	12
51006	2	88	 	 	 	 	 	 	 	 	 	 	 
51006	3	88	 	 	 	 	 	 	 	 	 	 	 
51008	1	13	4	12	26	9	1	2800	 	4	 	1	12
51008	2	88	 	 	 	 	 	 	 	 	 	 	 
51008	3	88	 	 	 	 	 	 	 	 	 	 	 
51009	1	13	1	12	26	8	1	5000	 	4	 	1	12
51009	2	88	 	 	 	 	 	 	 	 	 	 	 
51009	3	88	 	 	 	 	 	 	 	 	 	 	 
51010	1	12	3	12	28	10	1	2000	 	4	 	1	12
51010	2	88	 	 	 	 	 	 	 	 	 	 	 
51010	3	88	 	 	 	 	 	 	 	 	 	 	 
51011	1	13	4	12	22	8	1	500	 	4	 	1	6
51011	2	88	 	 	 	 	 	 	 	 	 	 	 
51011	3	88	 	 	 	 	 	 	 	 	 	 	 
51013	1	13	1	12	25	10	1	3000	 	4	 	1	12
51013	2	88	 	 	 	 	 	 	 	 	 	 	 
51013	3	88	 	 	 	 	 	 	 	 	 	 	 
51015	1	12	3	4	30	4	1	14	 	1	 	0	 
51015	2	88	 	 	 	 	 	 	 	 	 	 	 
51015	3	88	 	 	 	 	 	 	 	 	 	 	 
51016	1	 	 	 	 	 	 	 	 	 	 	 	 
51016	2	 	 	 	 	 	 	 	 	 	 	 	 
51016	3	 	 	 	 	 	 	 	 	 	 	 	 
51017	1	 	 	 	 	 	 	 	 	 	 	 	 
51017	2	 	 	 	 	 	 	 	 	 	 	 	 
51017	3	 	 	 	 	 	 	 	 	 	 	 	 
51018	1	 	 	 	 	 	 	 	 	 	 	 	 
51018	2	 	 	 	 	 	 	 	 	 	 	 	 
51018	3	 	 	 	 	 	 	 	 	 	 	 	 
51019	1	 	 	 	 	 	 	 	 	 	 	 	 
51019	2	 	 	 	 	 	 	 	 	 	 	 	 
51019	3	 	 	 	 	 	 	 	 	 	 	 	 
51020	1	13	1	12	26	8	1	4200	 	4	 	1	12
51020	2	88	 	 	 	 	 	 	 	 	 	 	 
51020	3	88	 	 	 	 	 	 	 	 	 	 	 
51022	1	10	2	8	30	10	0	 	 	 	 	0	 
51022	2	88	 	 	 	 	 	 	 	 	 	 	 
51022	3	88	 	 	 	 	 	 	 	 	 	 	 
51023	1	12	1	12	28	8	1	2500	 	4	 	1	12
51023	2	88	 	 	 	 	 	 	 	 	 	 	 
51023	3	88	 	 	 	 	 	 	 	 	 	 	 
51024	1	13	1	10	20	8	6	8000	300	4	 	1	12
51024	2	13	1	2	20	8	6	8000	300	4	 	0	 
51024	3	88	 	 	 	 	 	 	 	 	 	 	 
51025	1	13	1	6	25	12	1	200	 	2	 	1	1
51025	2	88	 	 	 	 	 	 	 	 	 	 	 
51025	3	88	 	 	 	 	 	 	 	 	 	 	 
51026	1	13	1	5	26	13	6	6000	0	4	 	1	12
51026	2	13	1	7	26	8	1	5000	 	4	 	0	 
51026	3	88	 	 	 	 	 	 	 	 	 	 	 
51028	1	12	3	8	28	9	1	800	 	3	 	1	12
51028	2	88	 	 	 	 	 	 	 	 	 	 	 
51028	3	88	 	 	 	 	 	 	 	 	 	 	 
51029	1	13	1	1	26	8	1	3000	 	4	 	1	12
51029	2	88	 	 	 	 	 	 	 	 	 	 	 
51029	3	88	 	 	 	 	 	 	 	 	 	 	 
51031	1	 	 	 	 	 	 	 	 	 	 	 	 
51031	2	 	 	 	 	 	 	 	 	 	 	 	 
51031	3	 	 	 	 	 	 	 	 	 	 	 	 
51032	1	13	1	12	26	8	1	4000	 	4	 	1	12
51032	2	88	 	 	 	 	 	 	 	 	 	 	 
51032	3	88	 	 	 	 	 	 	 	 	 	 	 
51033	1	13	3	12	25	5	1	2500	 	4	 	1	-77
51033	2	88	 	 	 	 	 	 	 	 	 	 	 
51033	3	88	 	 	 	 	 	 	 	 	 	 	 
51034	1	20	3	1	8	2	1	1000	 	4	 	0	 
51034	2	88	 	 	 	 	 	 	 	 	 	 	 
51034	3	88	 	 	 	 	 	 	 	 	 	 	 
51035	1	4	2	12	20	8	1	3000	 	4	 	1	12
51035	2	88	 	 	 	 	 	 	 	 	 	 	 
51035	3	88	 	 	 	 	 	 	 	 	 	 	 
51036	1	13	1	6	26	4	1	5000	 	4	 	1	1
51036	2	88	 	 	 	 	 	 	 	 	 	 	 
51036	3	88	 	 	 	 	 	 	 	 	 	 	 
51037	1	13	7	7	30	5	1	1500	 	4	 	0	 
51037	2	13	1	2	24	12	1	180	 	2	 	1	1
51037	3	88	 	 	 	 	 	 	 	 	 	 	 
51038	1	13	1	12	26	8	1	4000	 	4	 	1	4
51038	2	88	 	 	 	 	 	 	 	 	 	 	 
51038	3	88	 	 	 	 	 	 	 	 	 	 	 
51039	1	13	1	12	26	8	1	5000	 	4	 	1	12
51039	2	88	 	 	 	 	 	 	 	 	 	 	 
51039	3	88	 	 	 	 	 	 	 	 	 	 	 
51040	1	13	1	12	24	8	1	4000	 	4	 	1	12
51040	2	88	 	 	 	 	 	 	 	 	 	 	 
51040	3	88	 	 	 	 	 	 	 	 	 	 	 
51041	1	13	1	4	26	8	1	4000	 	4	 	1	12
51041	2	19	2	6	30	4	0	 	 	 	 	1	12
51041	3	88	 	 	 	 	 	 	 	 	 	 	 
51042	1	2	2	4	2	3	0	 	 	 	 	1	4
51042	2	20	1	12	25	8	1	190	 	2	 	1	12
51042	3	9	2	12	30	3	0	 	 	 	 	1	12
51043	1	12	1	1	4	8	1	200	 	2	 	0	 
51043	2	88	 	 	 	 	 	 	 	 	 	 	 
51043	3	88	 	 	 	 	 	 	 	 	 	 	 
51044	1	5	3	11	28	10	1	3000	 	4	 	1	12
51044	2	88	 	 	 	 	 	 	 	 	 	 	 
51044	3	88	 	 	 	 	 	 	 	 	 	 	 
51045	1	 	 	 	 	 	 	 	 	 	 	 	 
51045	2	 	 	 	 	 	 	 	 	 	 	 	 
51045	3	 	 	 	 	 	 	 	 	 	 	 	 
51046	1	13	3	12	30	10	1	5000	 	4	 	1	-77
51046	2	88	 	 	 	 	 	 	 	 	 	 	 
51046	3	88	 	 	 	 	 	 	 	 	 	 	 
51047	1	13	1	3	28	10	1	3300	 	4	 	0	 
51047	2	1	2	7	30	5	0	 	 	 	 	1	2
51047	3	10	2	2	30	2	0	 	 	 	 	1	2
51048	1	13	1	10	26	8	1	3800	 	4	 	1	1
51048	2	10	3	12	30	2	1	1000	 	4	 	1	3
51048	3	88	 	 	 	 	 	 	 	 	 	 	 
51049	1	13	1	12	26	8	1	4000	 	4	 	1	12
51049	2	88	 	 	 	 	 	 	 	 	 	 	 
51049	3	88	 	 	 	 	 	 	 	 	 	 	 
51057	1	12	3	10	22	9	1	1000	 	3	 	1	12
51057	2	88	 	 	 	 	 	 	 	 	 	 	 
51057	3	88	 	 	 	 	 	 	 	 	 	 	 
51070	1	13	1	3	22	8	1	5000	 	4	 	1	3
51070	2	88	 	 	 	 	 	 	 	 	 	 	 
51070	3	88	 	 	 	 	 	 	 	 	 	 	 
61001	1	13	1	12	26	8	1	4500	 	4	 	0	 
61001	2	88	 	 	 	 	 	 	 	 	 	 	 
61001	3	88	 	 	 	 	 	 	 	 	 	 	 
61003	1	13	2	6	30	8	1	1	 	6	80	0	 
61003	2	88	 	 	 	 	 	 	 	 	 	 	 
61003	3	88	 	 	 	 	 	 	 	 	 	 	 
61004	1	 	 	 	 	 	 	 	 	 	 	 	 
61004	2	 	 	 	 	 	 	 	 	 	 	 	 
61004	3	 	 	 	 	 	 	 	 	 	 	 	 
61006	1	20	1	12	26	8	6	1200	0	7	 	1	12
61006	2	88	 	 	 	 	 	 	 	 	 	 	 
61006	3	88	 	 	 	 	 	 	 	 	 	 	 
61008	1	13	3	12	26	9	1	2500	 	4	 	1	12
61008	2	9	6	2	30	2	1	30	 	6	3	1	-77
61008	3	88	 	 	 	 	 	 	 	 	 	 	 
61009	1	 	 	 	 	 	 	 	 	 	 	 	 
61009	2	 	 	 	 	 	 	 	 	 	 	 	 
61009	3	 	 	 	 	 	 	 	 	 	 	 	 
61011	1	13	1	9	26	12	1	5000	 	4	 	1	6
61011	2	20	3	3	30	8	1	1500	 	4	 	0	 
61011	3	88	 	 	 	 	 	 	 	 	 	 	 
61012	1	13	1	5	26	8	1	3500	 	4	 	1	6
61012	2	88	 	 	 	 	 	 	 	 	 	 	 
61012	3	88	 	 	 	 	 	 	 	 	 	 	 
61013	1	13	1	12	26	8	1	4500	 	4	 	1	2
61013	2	88	 	 	 	 	 	 	 	 	 	 	 
61013	3	88	 	 	 	 	 	 	 	 	 	 	 
61014	1	19	3	3	28	12	1	3000	 	4	 	1	0
61014	2	88	 	 	 	 	 	 	 	 	 	 	 
61014	3	88	 	 	 	 	 	 	 	 	 	 	 
61015	1	3	2	12	7	2	0	 	 	 	 	1	12
61015	2	88	 	 	 	 	 	 	 	 	 	 	 
61015	3	88	 	 	 	 	 	 	 	 	 	 	 
61016	1	13	1	6	26	8	1	4500	 	4	 	1	12
61016	2	88	 	 	 	 	 	 	 	 	 	 	 
61016	3	88	 	 	 	 	 	 	 	 	 	 	 
61017	1	3	2	12	20	8	0	 	 	 	 	1	12
61017	2	12	1	3	10	3	1	200	 	2	 	1	-77
61017	3	88	 	 	 	 	 	 	 	 	 	 	 
61018	1	 	 	 	 	 	 	 	 	 	 	 	 
61018	2	 	 	 	 	 	 	 	 	 	 	 	 
61018	3	 	 	 	 	 	 	 	 	 	 	 	 
61019	1	13	1	12	24	8	1	6800	 	4	 	1	12
61019	2	88	 	 	 	 	 	 	 	 	 	 	 
61019	3	88	 	 	 	 	 	 	 	 	 	 	 
61020	1	13	1	1	26	10	1	4500	 	4	 	1	2
61020	2	88	 	 	 	 	 	 	 	 	 	 	 
61020	3	88	 	 	 	 	 	 	 	 	 	 	 
61021	1	13	1	12	26	8	1	4000	 	4	 	1	12
61021	2	88	 	 	 	 	 	 	 	 	 	 	 
61021	3	88	 	 	 	 	 	 	 	 	 	 	 
61024	1	12	3	12	28	4	1	3500	 	4	 	1	12
61024	2	88	 	 	 	 	 	 	 	 	 	 	 
61024	3	88	 	 	 	 	 	 	 	 	 	 	 
61025	1	13	1	11	26	12	1	6000	 	4	 	1	12
61025	2	88	 	 	 	 	 	 	 	 	 	 	 
61025	3	88	 	 	 	 	 	 	 	 	 	 	 
61026	1	13	3	7	30	16	3	4000	1800	4	 	0	 
61026	2	9	2	5	30	7	0	 	 	 	 	1	12
61026	3	12	3	5	11	4	1	400	 	7	 	1	12
61028	1	5	3	12	20	6	1	2500	 	4	 	1	0
61028	2	88	 	 	 	 	 	 	 	 	 	 	 
61028	3	88	 	 	 	 	 	 	 	 	 	 	 
61029	1	13	1	12	30	8	1	6000	 	4	 	1	-79
61029	2	88	 	 	 	 	 	 	 	 	 	 	 
61029	3	88	 	 	 	 	 	 	 	 	 	 	 
61030	1	13	1	9	26	5	1	4000	 	4	 	0	 
61030	2	88	 	 	 	 	 	 	 	 	 	 	 
61030	3	88	 	 	 	 	 	 	 	 	 	 	 
61031	1	20	1	1	26	8	0	 	 	 	 	1	12
61031	2	20	1	3	26	8	1	3000	 	4	 	0	 
61031	3	20	1	6	26	6	1	2000	 	4	 	0	 
61032	1	13	4	12	17	5	1	13000	 	7	 	1	12
61032	2	88	 	 	 	 	 	 	 	 	 	 	 
61032	3	88	 	 	 	 	 	 	 	 	 	 	 
61033	1	 	 	 	 	 	 	 	 	 	 	 	 
61033	2	 	 	 	 	 	 	 	 	 	 	 	 
61033	3	 	 	 	 	 	 	 	 	 	 	 	 
61034	1	10	2	12	8	2	0	 	 	 	 	1	12
61034	2	88	 	 	 	 	 	 	 	 	 	 	 
61034	3	88	 	 	 	 	 	 	 	 	 	 	 
61035	1	 	 	 	 	 	 	 	 	 	 	 	 
61035	2	 	 	 	 	 	 	 	 	 	 	 	 
61035	3	 	 	 	 	 	 	 	 	 	 	 	 
61036	1	9	6	12	30	10	1	150	 	2	 	1	12
61036	2	88	 	 	 	 	 	 	 	 	 	 	 
61036	3	88	 	 	 	 	 	 	 	 	 	 	 
61037	1	3	2	4	30	4	5	500	 	4	 	1	12
61037	2	13	1	1	26	7	1	500	 	3	 	0	 
61037	3	88	 	 	 	 	 	 	 	 	 	 	 
61038	1	13	1	4	28	10	1	5500	 	4	 	1	5
61038	2	88	 	 	 	 	 	 	 	 	 	 	 
61038	3	88	 	 	 	 	 	 	 	 	 	 	 
61039	1	13	1	6	26	6	1	4500	 	4	 	1	12
61039	2	88	 	 	 	 	 	 	 	 	 	 	 
61039	3	88	 	 	 	 	 	 	 	 	 	 	 
61040	1	12	1	2	8	8	1	80	 	6	1	0	 
61040	2	88	 	 	 	 	 	 	 	 	 	 	 
61040	3	88	 	 	 	 	 	 	 	 	 	 	 
61041	1	 	 	 	 	 	 	 	 	 	 	 	 
61041	2	 	 	 	 	 	 	 	 	 	 	 	 
61041	3	 	 	 	 	 	 	 	 	 	 	 	 
61042	1	 	 	 	 	 	 	 	 	 	 	 	 
61042	2	 	 	 	 	 	 	 	 	 	 	 	 
61042	3	 	 	 	 	 	 	 	 	 	 	 	 
61043	1	12	1	9	21	8	1	220	 	2	 	0	 
61043	2	5	3	3	24	8	1	180	 	2	 	1	2
61043	3	88	 	 	 	 	 	 	 	 	 	 	 
61044	1	13	3	12	12	4	1	1200	 	4	 	1	2
61044	2	88	 	 	 	 	 	 	 	 	 	 	 
61044	3	88	 	 	 	 	 	 	 	 	 	 	 
61046	1	19	2	11	26	8	0	 	 	 	 	1	12
61046	2	8	2	6	15	2	1	2000	 	4	 	1	-77
61046	3	88	 	 	 	 	 	 	 	 	 	 	 
61047	1	 	 	 	 	 	 	 	 	 	 	 	 
61047	2	 	 	 	 	 	 	 	 	 	 	 	 
61047	3	 	 	 	 	 	 	 	 	 	 	 	 
61048	1	13	1	12	26	8	1	5000	 	4	 	1	12
61048	2	4	2	12	4	2	0	 	 	 	 	1	12
61048	3	88	 	 	 	 	 	 	 	 	 	 	 
61049	1	13	1	1	26	8	1	4100	 	4	 	1	12
61049	2	88	 	 	 	 	 	 	 	 	 	 	 
61049	3	88	 	 	 	 	 	 	 	 	 	 	 
61050	1	4	6	8	15	10	1	7	 	5	 	1	2
61050	2	12	3	2	13	10	1	180	 	2	 	0	 
61050	3	13	1	2	30	12	1	3800	 	4	 	0	 
61052	1	19	3	10	6	15	1	1500	 	4	 	1	12
61052	2	12	3	2	30	12	1	3000	 	4	 	0	 
61052	3	88	 	 	 	 	 	 	 	 	 	 	 
61055	1	13	4	12	15	24	1	3500	 	4	 	1	2
61055	2	88	 	 	 	 	 	 	 	 	 	 	 
61055	3	88	 	 	 	 	 	 	 	 	 	 	 
61056	1	13	1	12	25	8	1	6000	 	4	 	1	12
61056	2	88	 	 	 	 	 	 	 	 	 	 	 
61056	3	88	 	 	 	 	 	 	 	 	 	 	 
61057	1	1	2	3	5	9	0	 	 	 	 	1	2
61057	2	88	 	 	 	 	 	 	 	 	 	 	 
61057	3	88	 	 	 	 	 	 	 	 	 	 	 
61076	1	13	4	12	26	8	6	5000	0	4	 	1	12
61076	2	88	 	 	 	 	 	 	 	 	 	 	 
61076	3	88	 	 	 	 	 	 	 	 	 	 	 
61079	1	13	1	6	25	8	1	3000	 	4	 	0	 
61079	2	12	1	2	20	8	1	2500	 	4	 	0	 
61079	3	20	3	4	25	8	1	200	 	2	 	1	12
61104	1	13	1	11	29	8	1	6000	 	4	 	0	 
61104	2	19	2	3	30	9	0	 	 	 	 	0	 
61104	3	9	2	2	30	9	1	5000	 	4	 	0	 
71001	1	13	1	12	26	5	1	4000	 	4	 	1	12
71001	2	88	 	 	 	 	 	 	 	 	 	 	 
71001	3	88	 	 	 	 	 	 	 	 	 	 	 
71002	1	13	1	12	24	8	1	3200	 	4	 	1	12
71002	2	88	 	 	 	 	 	 	 	 	 	 	 
71002	3	88	 	 	 	 	 	 	 	 	 	 	 
71003	1	8	1	12	28	8	1	7000	 	4	 	0	 
71003	2	88	 	 	 	 	 	 	 	 	 	 	 
71003	3	88	 	 	 	 	 	 	 	 	 	 	 
71004	1	20	1	2	30	7	1	3500	 	4	 	1	2
71004	2	88	 	 	 	 	 	 	 	 	 	 	 
71004	3	88	 	 	 	 	 	 	 	 	 	 	 
71005	1	13	1	8	26	9	1	3500	 	4	 	1	6
71005	2	9	3	4	1	8	5	200	 	1	 	1	12
71005	3	88	 	 	 	 	 	 	 	 	 	 	 
71007	1	4	2	7	12	8	1	200	 	2	 	1	12
71007	2	10	2	8	30	2	1	200	 	2	 	1	12
71007	3	88	 	 	 	 	 	 	 	 	 	 	 
71008	1	8	2	12	29	12	1	100	 	2	 	1	12
71008	2	88	 	 	 	 	 	 	 	 	 	 	 
71008	3	88	 	 	 	 	 	 	 	 	 	 	 
71009	1	13	1	12	26	8	1	4000	 	4	 	1	12
71009	2	10	2	12	30	2	0	 	 	 	 	1	12
71009	3	88	 	 	 	 	 	 	 	 	 	 	 
71010	1	 	 	 	 	 	 	 	 	 	 	 	 
71010	2	 	 	 	 	 	 	 	 	 	 	 	 
71010	3	 	 	 	 	 	 	 	 	 	 	 	 
71011	1	5	3	7	18	8	1	150	 	2	 	1	12
71011	2	2	2	7	3	6	0	 	 	 	 	1	12
71011	3	88	 	 	 	 	 	 	 	 	 	 	 
71013	1	11	2	1	15	6	0	 	 	 	 	0	 
71013	2	13	1	11	28	9	1	6000	 	4	 	1	12
71013	3	88	 	 	 	 	 	 	 	 	 	 	 
71014	1	 	 	 	 	 	 	 	 	 	 	 	 
71014	2	 	 	 	 	 	 	 	 	 	 	 	 
71014	3	 	 	 	 	 	 	 	 	 	 	 	 
71015	1	13	1	12	24	8	1	4500	 	4	 	1	0
71015	2	88	 	 	 	 	 	 	 	 	 	 	 
71015	3	88	 	 	 	 	 	 	 	 	 	 	 
71018	1	13	3	10	26	8	1	5000	 	4	 	0	 
71018	2	13	3	2	22	8	1	3500	 	4	 	1	3
71018	3	88	 	 	 	 	 	 	 	 	 	 	 
71019	1	20	1	3	28	10	1	4000	 	4	 	0	 
71019	2	88	 	 	 	 	 	 	 	 	 	 	 
71019	3	88	 	 	 	 	 	 	 	 	 	 	 
71020	1	1	2	3	27	2	0	 	 	 	 	1	12
71020	2	88	 	 	 	 	 	 	 	 	 	 	 
71020	3	88	 	 	 	 	 	 	 	 	 	 	 
71021	1	12	1	4	20	8	1	2000	 	4	 	0	 
71021	2	88	 	 	 	 	 	 	 	 	 	 	 
71021	3	88	 	 	 	 	 	 	 	 	 	 	 
71023	1	19	2	5	10	6	0	 	 	 	 	1	3
71023	2	5	3	3	12	8	1	160	 	2	 	1	1
71023	3	88	 	 	 	 	 	 	 	 	 	 	 
71024	1	13	1	5	26	8	1	8000	 	4	 	1	12
71024	2	10	6	4	30	1	1	2000	 	4	 	1	12
71024	3	88	 	 	 	 	 	 	 	 	 	 	 
71025	1	 	 	 	 	 	 	 	 	 	 	 	 
71025	2	 	 	 	 	 	 	 	 	 	 	 	 
71025	3	 	 	 	 	 	 	 	 	 	 	 	 
71026	1	13	1	4	26	8	1	3500	 	4	 	0	 
71026	2	88	 	 	 	 	 	 	 	 	 	 	 
71026	3	88	 	 	 	 	 	 	 	 	 	 	 
71027	1	13	1	6	30	15	6	5200	0	4	 	1	1
71027	2	20	1	4	30	8	1	2200	 	4	 	0	 
71027	3	88	 	 	 	 	 	 	 	 	 	 	 
71028	1	13	2	12	30	4	2	 	30	1	 	1	12
71028	2	1	2	12	5	4	0	 	 	 	 	1	12
71028	3	88	 	 	 	 	 	 	 	 	 	 	 
71029	1	13	1	12	28	12	1	4500	 	4	 	1	2
71029	2	88	 	 	 	 	 	 	 	 	 	 	 
71029	3	88	 	 	 	 	 	 	 	 	 	 	 
71031	1	2	2	12	20	3	0	 	 	 	 	1	-77
71031	2	19	2	12	30	2	0	 	 	 	 	1	-77
71031	3	88	 	 	 	 	 	 	 	 	 	 	 
71032	1	 	 	 	 	 	 	 	 	 	 	 	 
71032	2	 	 	 	 	 	 	 	 	 	 	 	 
71032	3	 	 	 	 	 	 	 	 	 	 	 	 
71033	1	8	6	12	30	8	0	 	 	 	 	1	12
71033	2	88	 	 	 	 	 	 	 	 	 	 	 
71033	3	88	 	 	 	 	 	 	 	 	 	 	 
71034	1	12	3	12	26	8	1	250	 	2	 	1	12
71034	2	88	 	 	 	 	 	 	 	 	 	 	 
71034	3	88	 	 	 	 	 	 	 	 	 	 	 
71035	1	8	1	12	24	9	1	2000	 	4	 	1	12
71035	2	88	 	 	 	 	 	 	 	 	 	 	 
71035	3	88	 	 	 	 	 	 	 	 	 	 	 
71036	1	9	2	12	30	8	1	2000	 	4	 	1	12
71036	2	88	 	 	 	 	 	 	 	 	 	 	 
71036	3	88	 	 	 	 	 	 	 	 	 	 	 
71037	1	13	1	12	26	8	1	8000	 	4	 	1	-77
71037	2	88	 	 	 	 	 	 	 	 	 	 	 
71037	3	88	 	 	 	 	 	 	 	 	 	 	 
71038	1	1	2	1	26	1	0	 	 	 	 	0	 
71038	2	13	4	10	20	6	6	2780	0	4	 	1	10
71038	3	88	 	 	 	 	 	 	 	 	 	 	 
71039	1	13	1	12	26	8	1	5000	 	4	 	1	12
71039	2	88	 	 	 	 	 	 	 	 	 	 	 
71039	3	88	 	 	 	 	 	 	 	 	 	 	 
71041	1	13	4	1	22	3	1	1400	 	4	 	1	12
71041	2	88	 	 	 	 	 	 	 	 	 	 	 
71041	3	88	 	 	 	 	 	 	 	 	 	 	 
71042	1	13	1	6	26	8	6	5000	0	4	 	0	 
71042	2	13	1	4	26	10	6	6000	0	4	 	1	12
71042	3	88	 	 	 	 	 	 	 	 	 	 	 
71043	1	13	1	8	26	8	1	3200	 	4	 	1	12
71043	2	88	 	 	 	 	 	 	 	 	 	 	 
71043	3	88	 	 	 	 	 	 	 	 	 	 	 
71044	1	11	2	12	25	6	1	3000	 	4	 	1	12
71044	2	2	2	3	5	3	1	20000	 	5	 	1	12
71044	3	88	 	 	 	 	 	 	 	 	 	 	 
71046	1	12	3	12	20	4	1	2000	 	4	 	1	-77
71046	2	88	 	 	 	 	 	 	 	 	 	 	 
71046	3	88	 	 	 	 	 	 	 	 	 	 	 
71047	1	13	3	12	28	9	1	3500	 	4	 	1	12
71047	2	2	6	12	2	6	0	 	 	 	 	1	12
71047	3	88	 	 	 	 	 	 	 	 	 	 	 
71048	1	13	1	9	26	8	1	6500	 	4	 	1	12
