childid	id	age	sex	relate	still	yrschool	disabled	support	grading
IN091026	1	35	1	1	2	0	2	1	0
IN091026	2	30	2	1	2	0	2	1	0
IN091026	3	14	1	5	2	23	2	2	5
IN091026	4	8	1	5	1	23	2	2	3
IN091027	1	40	1	1	2	0	2	1	0
IN091027	2	38	2	1	2	0	2	1	0
IN091027	3	12	2	5	2	0	2	1	0
IN091027	4	12	2	5	2	0	2	2	0
IN091027	5	6	2	5	1	23	2	2	4
IN091027	28	2	1	5	 	 	2	 	0
IN091027	29	2	1	5	 	 	2	 	0
IN091028	1	35	1	2	2	22	1	2	0
IN091028	2	30	2	1	2	0	2	1	0
IN091028	3	10	2	5	1	23	2	1	5
IN091028	4	7	1	5	1	23	2	2	3
IN091029	1	30	1	1	2	0	2	1	0
IN091029	2	25	2	1	2	0	2	1	0
IN091029	3	9	2	5	1	23	2	1	5
IN091029	28	3	1	5	 	 	2	 	0
IN091030	1	32	1	1	2	0	2	1	0
IN091030	2	28	2	1	2	0	2	1	0
IN091030	3	8	1	5	1	23	2	2	3
IN091031	1	60	2	3	2	0	2	1	0
IN091031	2	30	1	1	2	25	2	1	10
IN091031	3	28	2	1	2	23	2	1	5
IN091031	28	4	2	5	 	 	2	 	0
IN091032	1	60	1	3	2	0	2	1	0
IN091032	2	55	2	3	2	0	2	1	0
IN091032	3	32	1	1	2	23	2	1	5
IN091032	4	28	2	2	2	0	2	1	0
IN091033	1	60	2	3	2	0	2	1	0
IN091033	2	35	1	1	2	25	2	1	10
IN091033	3	30	2	1	2	0	2	1	0
IN091033	4	10	1	5	1	23	2	2	5
IN091034	1	28	1	1	2	0	2	1	0
IN091034	2	25	2	1	2	0	2	1	0
IN091034	3	6	2	5	1	23	2	2	1
IN091034	28	3	2	5	 	 	2	 	0
IN091035	1	36	1	1	2	0	2	1	0
IN091035	2	30	2	1	2	0	2	1	0
IN091035	3	12	1	5	1	24	2	2	6
IN091035	4	6	2	5	1	23	2	2	3
IN091036	1	40	1	1	2	0	2	1	0
IN091036	2	35	2	1	2	0	2	1	0
IN091036	3	12	1	5	1	23	2	2	5
IN091036	4	10	2	5	2	0	2	2	0
IN091036	5	5	2	5	2	0	2	2	0
IN091037	1	32	1	1	2	23	2	1	5
IN091037	2	28	2	1	2	0	2	1	0
IN091037	3	10	2	5	1	23	2	2	5
IN091037	28	4	2	5	 	 	2	 	0
IN091038	1	70	1	3	2	0	2	2	0
IN091038	2	66	2	3	2	0	2	2	0
IN091038	3	35	1	1	2	0	2	1	0
IN091038	4	30	2	1	2	0	2	1	0
IN091038	5	10	1	5	1	23	2	2	4
IN091039	1	30	1	1	2	23	2	1	5
IN091039	2	25	2	1	2	0	2	1	0
IN091040	1	35	1	1	2	0	2	1	0
IN091040	2	30	2	1	2	0	2	1	0
IN091040	3	14	1	5	2	23	2	1	5
IN091040	4	22	2	5	2	0	2	1	0
IN091040	28	4	2	5	 	 	2	 	0
IN091041	1	52	1	1	2	0	2	1	0
IN091041	2	20	1	5	2	0	2	1	0
IN091041	3	18	2	4	2	23	2	1	5
IN091041	4	18	1	5	1	25	2	1	12
IN091041	5	14	1	5	1	25	2	1	8
IN091042	1	42	1	1	2	0	2	1	0
IN091042	2	35	2	1	2	22	1	2	0
IN091042	3	16	1	5	2	23	2	1	5
IN091042	4	14	2	5	2	0	2	1	0
IN091042	5	6	1	5	1	23	2	2	1
IN091042	28	4	1	5	 	 	2	 	0
IN091043	1	38	1	1	2	0	2	1	0
IN091043	2	35	2	1	2	24	1	1	8
IN091043	3	12	1	5	1	24	2	2	6
IN091043	4	9	1	5	1	23	2	2	4
IN091044	1	38	1	1	2	0	2	1	0
IN091044	2	34	2	1	2	0	2	1	0
IN091044	3	14	1	5	1	24	2	2	6
IN091044	4	12	2	5	1	24	2	2	6
IN091044	5	10	1	5	1	24	2	2	6
IN091044	6	9	1	5	1	23	2	2	5
IN091045	1	32	1	1	2	0	2	1	0
IN091045	2	27	2	1	2	24	2	1	8
IN091046	1	34	1	1	2	25	2	1	10
IN091046	2	28	2	1	2	0	2	1	0
IN091046	3	6	1	5	1	22	2	2	0
IN091046	4	5	2	5	1	22	1	2	0
IN091047	1	60	1	3	2	0	2	1	0
IN091047	2	35	1	1	2	0	2	1	0
IN091047	3	30	2	1	2	0	2	1	0
IN091047	4	10	1	5	1	23	2	2	5
IN091047	28	4	1	5	 	 	2	 	0
IN091048	1	38	1	1	2	0	2	1	0
IN091048	2	32	2	1	2	0	2	1	0
IN091048	3	14	1	5	2	24	2	1	7
IN091048	4	12	1	5	1	24	2	2	6
IN091049	1	45	2	1	2	0	2	1	0
IN091049	2	23	1	5	2	24	2	1	7
IN091049	3	20	2	5	2	23	2	1	5
IN091049	4	18	1	5	2	24	2	1	7
IN091049	5	16	1	5	2	25	2	1	10
IN091049	6	13	1	5	1	25	2	2	8
IN091050	1	28	1	1	2	0	2	1	0
IN091050	2	20	2	2	2	0	2	2	0
IN101001	1	35	1	1	2	23	2	1	5
IN101001	2	30	2	1	2	23	2	1	5
IN101001	3	10	1	5	1	23	2	1	3
IN101001	4	11	2	5	1	25	2	2	8
IN101002	1	40	1	1	2	25	2	1	15
IN101002	2	29	2	1	2	25	2	1	10
IN101002	3	7	1	5	1	22	2	2	0
IN101003	1	55	1	3	2	0	2	1	0
IN101003	2	35	1	1	2	25	2	1	10
IN101003	3	30	2	1	2	25	2	1	10
IN101003	4	6	2	5	1	22	2	2	0
IN101003	5	5	2	5	1	0	2	2	0
IN101004	1	35	1	1	2	25	2	1	15
IN101004	2	31	2	1	2	25	2	1	15
IN101004	3	5	2	5	1	22	2	2	0
IN101005	1	68	1	3	2	25	2	1	15
IN101005	2	65	2	3	2	24	2	1	7
IN101005	3	42	1	1	2	25	2	1	15
IN101005	4	38	2	1	2	25	2	1	10
IN101005	5	36	1	4	2	25	2	1	15
IN101005	6	35	2	4	2	25	2	1	10
IN101005	7	13	2	5	1	24	2	2	6
IN101005	8	5	2	5	1	22	2	2	0
IN101006	1	63	2	3	2	23	2	1	5
IN101006	2	40	1	1	2	25	2	1	12
IN101006	3	32	2	1	2	25	2	1	10
IN101006	4	30	1	4	2	25	2	2	12
IN101006	5	25	2	4	2	25	2	2	10
IN101006	6	6	1	5	1	23	2	2	1
IN101007	1	36	1	1	2	23	2	1	5
IN101007	2	30	2	1	2	24	2	1	7
IN101007	3	10	1	5	1	23	2	1	1
IN101008	1	50	1	1	2	24	2	1	7
IN101008	2	42	2	1	2	25	2	1	10
IN101008	3	20	2	5	1	25	2	2	15
IN101008	4	17	2	5	1	25	2	2	12
IN101008	5	15	2	5	1	25	2	2	10
IN101009	1	42	1	1	2	25	2	1	15
IN101009	2	38	2	1	2	25	2	1	15
IN101009	3	13	2	5	1	24	2	1	6
IN101010	1	42	1	1	2	24	2	1	7
IN101010	2	32	2	1	2	25	2	1	15
IN101010	3	11	2	5	1	24	2	2	6
IN101011	1	36	1	1	2	25	2	1	10
IN101011	2	27	2	1	2	23	2	1	5
IN101011	3	25	1	4	2	25	2	1	15
IN101011	4	11	2	5	1	23	2	2	5
IN101011	5	7	2	5	1	22	2	2	0
IN101012	1	60	2	3	2	0	2	1	0
IN101012	2	42	1	1	2	24	2	1	7
IN101012	3	35	2	1	2	25	2	1	10
IN101013	1	80	2	3	2	0	2	2	0
IN101013	2	50	1	1	2	25	2	1	10
IN101013	3	36	2	1	2	0	2	1	0
IN101013	4	16	1	5	1	25	2	2	10
IN101013	5	13	2	5	1	25	2	2	8
IN101013	6	9	2	5	1	23	2	2	3
IN101014	1	33	1	1	2	25	2	1	10
IN101014	2	28	2	1	2	24	2	1	7
IN101014	3	9	2	5	1	23	2	1	4
IN101015	1	40	1	1	2	0	2	1	0
IN101015	2	35	2	1	2	0	2	1	0
IN101015	3	14	1	5	2	23	2	1	5
IN101015	4	12	2	5	1	24	2	2	6
IN101016	1	55	1	3	2	0	2	1	0
IN101016	2	50	2	3	2	0	2	1	0
IN101016	3	22	2	4	2	25	2	1	10
IN101017	1	35	1	1	2	25	2	1	10
IN101017	2	28	2	1	2	24	2	1	7
IN101017	3	6	1	5	1	22	2	1	0
IN101018	1	33	1	1	2	25	2	1	15
IN101018	2	30	2	1	2	25	2	1	10
IN101018	3	10	2	5	1	23	2	2	5
IN101018	4	6	1	5	1	23	2	2	1
IN101019	1	35	1	1	2	0	2	1	0
IN101019	2	32	2	1	2	0	2	1	0
IN101019	3	13	1	5	1	24	2	2	6
IN101019	4	10	1	5	1	23	2	2	5
IN101020	1	42	1	1	2	0	2	1	0
IN101020	2	36	2	1	2	0	2	1	0
IN101020	3	14	1	5	1	24	2	2	6
IN101020	4	7	2	5	1	23	2	2	1
IN101020	5	5	2	5	1	22	2	2	0
IN101021	1	35	1	1	2	25	2	1	10
IN101021	2	29	2	1	2	23	2	1	5
IN101021	3	10	2	5	1	23	2	1	3
IN101022	1	30	1	1	2	25	2	1	10
IN101022	2	28	2	1	2	0	2	1	0
IN101022	3	11	1	5	1	23	2	1	5
IN101023	1	66	1	3	2	24	1	1	7
IN101023	2	55	2	3	2	0	1	1	0
IN101023	3	36	1	1	2	25	1	1	15
IN101023	4	30	2	1	2	24	1	1	7
IN101024	1	34	1	1	2	23	2	1	5
IN101024	2	32	2	1	2	23	2	1	5
IN101024	3	11	1	5	1	23	2	1	5
IN101024	4	10	1	5	1	23	2	1	3
IN101025	1	42	1	1	2	0	2	1	0
IN101025	2	38	2	1	2	0	2	1	0
IN101025	3	57	2	3	2	0	2	1	0
IN101025	4	10	2	5	1	24	2	2	6
IN101025	5	9	2	5	1	23	2	2	5
IN101026	1	48	1	1	2	24	2	1	7
IN101026	2	44	2	1	2	0	2	1	0
IN101026	3	15	2	5	1	25	2	1	10
IN101026	4	10	2	5	1	23	2	2	5
IN101027	1	65	2	3	2	0	2	1	0
IN101027	2	40	1	1	2	0	2	1	0
IN101027	3	32	2	1	2	0	2	1	0
IN101027	4	10	2	5	1	23	2	2	5
IN101027	5	6	2	5	1	23	2	2	3
IN101028	1	36	1	1	2	25	2	1	10
IN101028	2	25	2	1	2	0	2	1	0
IN101028	3	7	1	5	1	23	2	2	1
IN101029	1	32	1	1	2	0	2	1	0
IN101029	2	25	2	1	2	0	2	1	0
IN101029	3	5	1	5	1	0	2	2	0
IN101029	4	12	1	5	2	0	2	2	0
IN101030	1	37	1	1	2	24	2	1	7
IN101030	2	30	2	1	2	0	2	1	0
IN101030	3	12	2	5	1	23	2	1	5
IN101031	1	38	1	1	2	24	2	1	7
IN101031	2	28	2	1	2	23	2	1	5
IN101031	3	11	1	5	1	23	2	2	4
IN101031	4	6	2	5	1	23	2	2	1
IN101032	1	42	1	1	2	24	1	1	7
IN101032	2	35	2	1	2	24	2	1	7
IN101032	3	20	2	5	2	25	2	1	12
IN101032	4	17	2	5	2	24	2	2	7
IN101032	5	15	1	5	2	24	2	2	7
IN101032	6	10	2	5	1	23	2	2	5
IN101033	1	35	1	1	2	0	2	1	0
IN101033	2	28	2	1	2	0	2	1	0
IN101034	1	55	1	3	2	24	2	1	6
IN101034	2	50	2	3	2	0	2	1	0
IN101034	3	28	1	1	2	25	2	1	10
IN101034	4	5	1	5	1	22	2	2	0
IN101035	1	40	1	1	2	0	2	1	0
IN101035	2	35	2	1	2	0	2	1	0
IN101035	3	12	2	5	2	0	2	1	0
IN101035	4	10	1	5	1	23	2	2	5
IN101035	5	6	2	5	1	23	2	2	1
IN101036	1	28	1	1	2	25	2	1	10
IN101036	2	26	2	1	2	25	2	1	10
IN101037	1	32	1	1	2	0	2	1	0
IN101037	2	28	2	1	2	0	2	1	0
IN101038	1	40	1	1	2	23	2	1	5
IN101038	2	37	2	1	2	0	2	1	0
IN101038	3	19	1	5	2	24	2	1	7
IN101039	1	39	1	1	2	0	2	1	0
IN101039	2	32	2	1	2	0	2	1	0
IN101039	3	16	2	5	2	0	2	2	0
IN101040	1	40	1	1	2	0	2	1	0
IN101040	2	30	2	1	2	0	2	1	0
IN101040	3	16	2	5	2	23	2	1	5
IN101040	4	13	2	5	2	23	2	2	5
IN101041	1	30	1	1	2	0	2	1	0
IN101041	2	28	2	1	2	0	2	1	0
IN101041	3	10	2	5	1	23	2	2	5
IN101041	4	5	2	5	1	22	2	2	0
IN101042	1	35	1	1	2	23	2	1	5
IN101042	2	30	2	1	2	0	2	1	0
IN101042	3	10	2	5	1	23	2	2	5
IN101043	1	40	1	1	2	23	2	1	5
IN101043	2	32	2	1	2	0	2	1	0
IN101043	3	14	1	5	1	25	2	2	8
IN101043	4	5	1	5	1	23	2	2	1
IN101044	1	30	1	1	2	0	2	1	0
IN101044	2	25	2	1	2	0	2	1	0
IN101044	3	7	2	5	1	23	2	2	2
IN101045	1	42	1	1	2	25	2	1	10
IN101045	2	36	2	1	2	0	2	1	0
IN101045	3	17	2	5	2	25	2	1	10
IN101045	4	15	1	5	1	25	2	2	8
IN101046	1	32	1	1	2	0	2	1	0
IN101046	2	27	2	1	2	0	2	1	0
IN101046	3	11	2	5	1	24	2	2	6
IN101046	4	6	2	5	1	23	2	2	2
IN101047	1	31	1	1	2	23	2	2	5
IN101047	2	28	2	1	2	23	2	2	5
IN101047	3	6	2	5	1	23	2	2	2
IN101048	1	29	1	1	2	0	2	1	0
IN101048	2	25	2	1	2	0	2	1	0
IN101048	3	6	1	5	1	23	2	2	1
IN101049	1	45	1	1	2	0	2	1	0
IN101049	2	38	2	1	2	0	2	1	0
IN101049	3	14	1	5	1	24	2	2	6
IN101049	4	16	2	5	1	25	2	2	8
IN101050	1	46	1	1	2	23	2	1	5
IN101050	2	40	2	1	2	0	2	1	0
IN101050	3	20	1	5	2	25	2	1	8
IN101050	4	14	2	5	1	25	2	2	9
IN101050	5	65	2	3	2	0	2	2	0
IN111001	1	40	1	1	2	0	2	1	0
IN111001	2	28	2	1	2	0	2	1	0
IN111001	3	13	1	5	2	0	2	2	0
IN111001	4	10	2	5	1	23	2	2	5
IN111002	1	45	1	1	2	0	2	1	0
IN111002	2	35	2	1	2	0	2	2	0
IN111002	3	20	1	5	2	0	2	2	0
IN111003	1	32	1	1	2	23	2	1	5
IN111003	2	28	2	1	2	0	2	1	0
IN111003	3	11	2	5	1	24	2	2	6
IN111003	4	5	1	5	2	0	2	2	0
IN111004	1	48	1	1	2	0	2	1	0
IN111004	2	45	2	1	2	0	2	1	0
IN111004	3	14	2	5	1	25	2	2	9
IN111004	4	11	2	5	2	0	2	2	0
IN111004	5	11	2	5	2	0	2	2	0
IN111005	1	35	1	1	2	0	2	1	0
IN111005	2	28	2	1	2	0	2	1	0
IN111005	3	6	1	5	1	23	2	2	2
IN111005	28	4	1	5	 	 	2	 	0
IN111006	1	50	1	3	2	0	2	1	0
IN111006	2	40	2	3	2	0	2	1	0
IN111006	3	25	1	6	2	24	2	1	7
IN111006	4	20	2	4	2	0	2	1	0
IN111006	5	17	2	4	2	0	2	1	0
IN111007	1	50	1	1	2	0	2	1	0
IN111007	2	45	2	1	2	0	2	1	0
IN111007	3	18	1	5	2	0	2	2	0
IN111007	4	10	1	5	2	0	2	2	0
IN111008	1	31	1	1	2	0	2	1	0
IN111008	2	26	2	1	2	0	2	1	0
IN111008	3	10	1	5	1	0	1	2	0
IN111009	1	32	1	1	2	24	2	1	7
IN111009	2	26	2	1	2	0	2	1	0
IN111009	3	9	2	5	1	23	2	2	5
IN111009	28	1	2	5	 	 	2	 	0
IN111010	1	30	2	1	2	0	2	1	0
IN111010	2	12	2	5	2	23	2	2	5
IN111010	3	11	2	5	1	24	2	2	6
IN111010	4	10	2	5	1	24	2	2	6
IN111010	5	9	1	5	1	23	2	2	4
IN111011	1	28	1	1	2	0	2	1	0
IN111011	2	23	2	1	2	0	2	1	0
IN111011	28	4	1	5	 	 	2	 	0
IN111012	1	30	1	1	2	0	2	1	0
IN111012	2	28	2	1	2	24	2	1	7
IN111012	3	13	2	5	1	24	2	2	6
IN111012	4	11	1	5	1	24	2	2	6
IN111012	5	7	1	5	1	23	2	2	1
IN111013	1	35	1	1	2	23	2	1	5
IN111013	2	30	2	1	2	0	2	1	0
IN111013	3	12	1	5	1	24	2	2	6
IN111014	1	40	1	1	2	23	2	1	5
IN111014	2	35	2	1	2	0	2	1	0
IN111014	3	17	1	5	2	24	2	2	7
IN111014	4	12	1	5	1	25	2	2	9
IN111015	1	60	1	3	2	0	2	1	0
IN111015	2	50	2	3	2	0	2	1	0
IN111015	3	36	1	1	2	0	2	1	0
IN111015	4	33	2	1	2	0	2	1	0
IN111015	5	12	1	5	1	24	2	2	6
IN111016	1	50	1	3	2	0	2	1	0
IN111016	2	45	2	3	2	0	2	1	0
IN111016	3	35	1	1	2	0	2	1	0
IN111016	4	30	2	1	2	0	2	1	0
IN111016	5	16	1	6	1	25	2	2	10
IN111016	6	10	2	5	1	23	2	2	5
IN111016	28	3	2	5	 	 	2	 	0
IN111016	29	1	1	5	 	 	2	 	0
IN111017	1	45	1	1	2	0	2	1	0
IN111017	2	35	2	1	2	0	2	2	0
IN111017	3	18	1	5	2	23	2	2	5
IN111017	4	16	2	5	1	25	2	2	12
IN111017	5	12	2	5	1	24	2	2	6
IN111018	1	50	2	3	2	0	2	1	0
IN111018	2	32	1	1	2	24	2	1	7
IN111018	3	28	2	1	2	23	2	2	5
IN111018	4	10	2	5	1	24	2	2	6
IN111019	1	65	1	3	2	24	2	2	7
IN111019	2	58	2	3	2	0	2	2	0
IN111019	3	38	1	1	2	24	2	2	7
IN111019	4	26	2	1	2	0	2	2	0
IN111019	5	25	1	4	2	24	2	2	7
IN111019	6	19	2	4	2	0	2	2	0
IN111019	7	11	2	5	1	24	2	2	6
IN111019	8	5	2	5	1	23	2	2	1
IN111020	1	50	1	1	2	0	2	1	0
IN111020	2	45	2	1	2	0	2	1	0
IN111020	3	18	2	5	2	0	2	2	0
IN111020	4	10	1	5	1	24	2	2	6
IN111021	1	50	1	1	2	0	2	1	0
IN111021	2	40	2	1	2	0	2	1	0
IN111021	3	13	1	5	2	0	2	1	0
IN111021	4	10	1	5	1	23	2	1	4
IN111022	1	65	2	3	2	0	2	1	0
IN111022	2	30	1	1	2	0	2	1	0
IN111022	3	23	2	1	2	0	2	1	0
IN111022	4	22	1	4	2	24	2	1	7
IN111022	5	18	2	4	2	23	2	2	5
IN111022	6	7	1	5	1	23	2	2	2
IN111022	7	6	1	5	1	23	2	2	1
IN111023	1	70	2	3	2	0	2	1	0
IN111023	2	45	1	1	2	0	2	1	0
IN111023	3	35	2	1	2	0	2	1	0
IN111023	4	14	1	5	1	25	2	2	9
IN111023	5	11	1	5	1	24	2	2	6
IN111024	1	80	2	3	2	0	2	1	0
IN111024	2	40	1	1	2	0	2	1	0
IN111024	3	35	2	1	2	0	2	1	0
IN111024	4	10	1	5	1	23	2	2	5
IN111024	5	7	1	5	1	23	2	2	3
IN111025	1	35	1	1	2	0	2	1	0
IN111025	2	25	2	1	2	0	2	1	0
IN111025	3	11	1	5	1	24	2	2	6
IN111025	4	10	1	5	1	23	2	2	4
IN111026	1	80	1	3	2	0	2	2	0
IN111026	2	40	1	1	2	0	2	1	0
IN111026	3	32	2	1	2	0	2	1	0
IN111026	4	15	1	5	2	0	2	2	0
IN111026	5	14	2	5	2	0	2	2	0
IN111026	6	7	2	5	1	23	2	2	3
IN111026	7	6	2	5	1	23	2	2	1
IN111027	1	40	1	1	2	0	2	1	0
IN111027	2	33	2	1	2	0	2	1	0
IN111027	3	16	1	5	2	23	2	1	5
IN111027	4	13	1	5	2	0	2	2	0
IN111028	1	75	2	3	2	0	2	2	0
IN111028	2	45	1	1	2	0	2	1	0
IN111028	3	35	2	1	2	0	2	1	0
IN111028	4	12	2	5	2	0	2	2	0
IN111028	5	6	1	5	1	23	2	2	2
IN111029	1	25	1	1	2	0	2	1	0
IN111029	2	22	2	1	2	0	2	1	0
IN111029	28	2	1	5	 	 	2	 	0
IN111030	1	30	1	1	2	0	2	1	0
IN111030	2	25	2	1	2	23	2	1	5
IN111030	28	3	2	5	 	 	2	 	0
IN111031	1	30	1	1	2	0	2	1	0
IN111031	2	23	2	1	2	0	2	1	0
IN111031	3	6	2	5	1	23	2	2	2
IN111032	1	10	2	5	2	0	2	1	0
IN111032	2	35	1	1	2	0	2	1	0
IN111032	3	25	2	1	2	0	2	1	0
IN111032	4	11	1	5	1	24	2	2	6
IN111032	5	70	2	3	1	23	2	2	2
IN111033	1	46	1	1	2	23	2	1	5
IN111033	2	38	2	1	2	0	2	1	0
IN111033	3	18	2	5	2	0	2	1	0
IN111033	4	12	2	5	1	24	2	2	6
IN111033	5	9	2	5	1	23	2	2	5
IN111034	1	60	2	3	2	0	2	1	0
IN111034	2	31	1	1	2	0	2	1	0
IN111034	3	13	2	5	1	25	2	2	8
IN111034	4	9	2	5	1	23	2	2	4
IN111035	1	60	1	1	2	0	2	1	0
IN111035	2	45	2	1	2	0	2	1	0
IN111035	3	11	1	5	1	23	2	2	5
IN111035	4	7	2	5	1	23	2	2	2
IN111036	1	38	1	1	2	25	2	1	15
IN111036	2	32	2	1	2	0	2	1	0
IN111036	3	11	2	5	1	24	2	2	6
IN111037	1	65	2	3	2	23	2	1	5
IN111037	2	48	1	4	2	25	2	1	15
IN111037	3	45	2	4	2	0	2	1	0
IN111037	4	40	1	1	2	24	2	1	7
IN111037	5	35	2	1	2	0	2	1	0
IN111037	6	20	1	5	1	25	2	1	15
IN111037	7	18	2	5	1	25	2	2	15
IN111037	8	14	2	5	1	25	2	2	9
IN111037	9	12	1	5	1	25	2	2	8
IN111037	10	11	1	5	1	24	2	2	6
IN111038	1	70	2	3	2	0	2	2	0
IN111038	2	45	2	4	2	0	2	2	0
IN111038	3	35	1	1	2	24	2	2	7
IN111038	4	30	2	1	2	0	2	2	0
IN111038	5	10	2	5	1	23	2	2	5
IN111038	6	6	2	5	1	23	2	2	1
IN111039	1	35	1	1	2	25	2	1	12
IN111039	2	25	2	1	2	24	2	1	8
IN111039	3	11	2	5	1	24	2	2	6
IN111039	4	8	1	5	1	23	2	2	2
IN111040	1	55	2	3	2	0	2	2	0
IN111040	2	32	1	1	2	23	2	1	5
IN111040	3	29	2	1	2	0	2	1	0
IN111040	4	28	1	4	2	23	2	1	5
IN111040	5	25	1	4	2	24	2	1	7
IN111040	6	23	2	4	2	23	2	1	5
IN111040	7	20	2	4	2	23	2	2	5
IN111040	8	18	1	4	1	24	2	2	7
IN111040	9	12	2	4	1	24	2	1	6
IN111040	10	12	1	5	1	24	2	2	6
IN111040	11	6	1	5	1	23	2	2	2
IN111040	28	2	1	5	 	 	2	 	0
IN111040	29	1	2	5	 	 	2	 	0
IN111041	1	35	1	1	2	25	2	1	10
IN111041	2	27	2	1	2	0	2	1	0
IN111041	3	10	2	5	1	23	2	2	4
IN111041	4	7	2	5	1	23	2	2	3
IN111041	5	6	2	5	1	22	2	2	0
IN111041	28	3	2	5	 	 	2	 	0
IN111043	1	60	1	3	2	0	2	1	0
IN111043	2	50	2	3	2	0	2	1	0
IN111043	3	35	1	1	2	0	2	1	0
IN111043	4	28	2	1	2	0	2	1	0
IN111043	5	15	1	5	1	25	2	2	10
IN111043	6	13	1	5	1	24	2	2	6
IN111044	1	35	1	1	2	0	2	1	0
IN111044	2	30	2	1	2	0	2	1	0
IN111044	3	11	2	5	1	24	2	2	6
IN111044	4	7	1	5	1	23	2	2	3
IN111045	1	40	1	1	2	0	2	1	0
IN111045	2	35	2	1	2	0	2	1	0
IN111045	3	12	2	5	2	0	2	2	0
IN111045	4	7	1	5	1	23	2	2	1
IN111046	1	34	1	1	2	24	2	1	7
IN111046	2	30	2	1	2	0	2	1	0
IN111046	3	11	1	5	1	24	2	2	6
IN111047	1	35	1	1	2	0	2	1	0
IN111047	2	30	2	1	2	0	2	1	0
IN111048	1	70	1	3	2	0	2	1	0
IN111048	2	45	1	1	2	0	2	1	0
IN111048	3	40	2	1	2	0	2	1	0
IN111048	4	24	1	5	2	24	2	1	7
IN111048	5	12	2	5	1	24	2	2	6
IN111049	1	60	2	3	2	0	2	1	0
IN111049	2	35	1	1	2	0	2	1	0
IN111049	3	28	2	1	2	0	2	1	0
IN111049	28	4	2	5	 	 	2	 	0
IN111050	1	60	1	3	2	0	2	1	0
IN111050	2	55	2	3	2	0	2	1	0
IN111050	3	35	1	1	2	24	2	1	7
IN111050	4	32	2	1	2	0	2	1	0
IN111051	1	65	2	3	2	0	2	1	0
IN111051	2	40	1	1	2	0	2	1	0
IN111051	3	35	2	1	2	0	2	1	0
IN111051	4	9	2	5	1	23	2	2	3
IN111051	5	5	1	5	1	22	2	2	0
IN111052	1	30	1	1	2	23	2	1	5
IN111052	2	28	2	1	2	23	2	1	5
IN111052	3	7	2	5	1	23	2	2	2
IN111053	1	70	1	3	2	0	2	1	0
IN111053	2	37	1	1	2	25	2	1	15
IN111053	3	31	2	1	2	0	2	1	0
IN111053	4	13	2	5	1	25	2	2	8
IN111053	5	11	1	5	1	24	2	2	6
IN111054	1	50	1	1	2	0	2	1	0
IN111054	2	45	2	1	2	0	2	1	0
IN111054	3	29	2	5	2	0	2	1	0
IN111054	4	22	1	5	2	0	2	1	0
IN111054	5	20	1	5	2	25	2	1	10
IN111054	6	15	1	5	2	0	2	2	0
IN111055	1	38	1	1	2	24	2	1	7
IN111055	2	32	2	1	2	0	2	1	0
IN111055	3	30	1	4	2	25	2	2	15
IN111055	4	25	2	4	2	25	2	2	10
IN111055	5	22	1	4	2	24	2	2	7
IN111055	6	20	1	4	2	24	2	2	7
IN111055	7	12	2	5	2	0	2	2	0
IN111055	8	5	2	5	1	22	2	2	0
IN111055	9	5	1	5	1	22	2	2	0
IN111055	28	3	2	6	 	 	2	 	0
IN111056	1	80	2	7	2	0	2	2	0
IN111056	2	60	2	3	2	0	2	1	0
IN111056	3	30	1	1	2	25	2	1	10
IN111056	4	26	2	1	2	0	2	1	0
IN111056	5	16	1	4	2	24	2	2	7
IN111056	6	6	2	5	1	23	2	2	1
IN111057	1	30	1	1	2	23	2	1	5
IN111057	2	25	2	1	2	0	2	1	0
IN111057	28	4	2	5	 	 	2	 	0
IN121001	1	30	1	2	2	0	1	1	0
IN121001	2	25	2	1	2	25	2	1	12
IN121001	28	4	1	5	 	 	2	 	0
IN121002	1	30	1	1	2	0	2	1	0
IN121002	2	25	2	1	2	0	2	1	0
IN121002	28	4	1	5	 	 	2	 	0
IN121003	1	30	1	1	2	24	2	1	7
IN121003	2	25	2	1	2	0	2	1	0
IN121003	3	10	1	5	2	0	2	2	0
IN121004	1	40	1	1	2	0	2	1	0
IN121004	2	35	2	1	2	0	2	1	0
IN121004	3	12	2	5	1	24	2	2	6
IN121004	4	10	2	5	1	24	2	2	6
IN121004	5	5	2	5	2	0	2	2	0
IN121005	1	32	1	1	2	23	2	1	5
IN121005	2	28	2	1	2	0	2	1	0
IN121005	3	11	2	5	1	24	2	2	6
IN121005	4	9	2	5	1	23	2	2	5
IN121006	1	31	1	1	2	0	2	1	0
IN121006	2	25	2	1	2	0	2	1	0
IN121007	1	65	2	3	2	0	2	1	0
IN121007	2	40	1	2	2	0	2	2	0
IN121007	3	36	2	1	2	25	2	1	10
IN121007	4	37	2	4	2	25	2	1	9
IN121007	5	12	2	5	1	24	2	1	6
IN121008	1	30	1	1	2	0	2	1	0
IN121008	2	24	2	1	2	0	2	1	0
IN121009	1	30	1	1	2	0	2	1	0
IN121009	2	26	2	1	2	0	2	1	0
IN121009	3	15	2	4	2	0	2	2	0
IN121009	4	6	2	5	1	22	2	2	0
IN121010	1	30	2	1	2	0	2	1	0
IN121011	1	50	2	3	2	0	2	1	0
IN121011	2	38	1	1	2	25	2	1	12
IN121011	3	28	2	1	2	25	2	1	10
IN121012	1	65	1	3	2	23	2	1	5
IN121012	2	50	2	3	2	0	2	1	0
