childid	id	age	sex	relate	still	yrschool	disabled	support	grading
IN141036	6	36	2	4	2	24	2	2	7
IN141036	7	22	2	4	2	25	2	2	15
IN141036	8	20	2	4	1	25	2	2	15
IN141036	9	16	2	5	1	25	2	2	12
IN141036	10	14	1	5	1	25	2	2	9
IN141036	11	14	1	6	1	25	2	2	9
IN141036	12	11	2	6	1	24	2	2	6
IN141036	13	9	1	6	1	23	2	2	5
IN141037	1	70	1	3	2	24	2	2	7
IN141037	2	45	1	1	2	22	2	2	0
IN141037	3	38	2	1	2	0	2	2	0
IN141037	4	17	2	5	2	25	2	2	10
IN141037	5	14	2	5	2	25	2	2	10
IN141037	6	12	1	5	1	24	2	2	6
IN141038	1	50	2	3	2	23	2	2	5
IN141038	2	35	1	1	2	24	2	1	7
IN141038	3	30	2	1	2	0	2	1	0
IN141038	4	5	2	5	1	22	2	2	0
IN141038	28	2	1	5	 	 	2	 	0
IN141039	1	50	1	6	2	25	2	2	12
IN141039	2	40	2	6	2	24	2	2	7
IN141039	3	47	1	1	2	25	2	1	15
IN141039	4	35	2	1	2	25	2	2	10
IN141039	5	12	1	5	1	25	2	2	8
IN141039	6	11	2	5	1	24	2	2	6
IN141039	7	10	1	5	1	24	2	2	6
IN141040	1	55	1	3	2	25	2	2	10
IN141040	2	50	2	3	2	23	2	2	5
IN141040	3	33	1	1	2	25	2	2	12
IN141040	4	28	2	1	2	25	2	2	10
IN141040	5	11	2	5	1	24	2	2	6
IN141041	1	32	1	1	2	25	2	2	10
IN141041	2	26	2	1	2	25	2	2	10
IN141041	3	7	1	5	1	23	2	2	2
IN141042	1	38	1	1	2	25	2	2	10
IN141042	2	32	2	1	2	24	2	2	7
IN141042	3	12	1	5	1	25	2	2	8
IN141042	4	6	1	5	1	22	2	2	0
IN141043	1	34	1	1	2	25	2	2	15
IN141043	2	30	2	1	2	25	2	1	10
IN141043	3	5	1	5	1	22	2	2	0
IN141044	1	65	1	1	2	23	2	1	5
IN141044	2	50	2	1	2	0	2	1	0
IN141044	3	27	1	5	2	24	2	1	7
IN141044	4	24	2	6	2	24	2	2	7
IN141044	5	12	1	5	1	24	2	2	6
IN141044	28	4	1	6	 	 	2	 	0
IN141044	29	1	2	6	 	 	2	 	0
IN141045	1	73	2	3	2	0	2	2	0
IN141045	2	37	1	1	2	25	2	1	15
IN141045	3	30	2	1	2	24	2	1	7
IN141045	4	6	1	5	1	22	2	2	0
IN141046	1	80	1	3	2	0	2	2	0
IN141046	2	60	2	3	2	0	2	2	0
IN141046	3	32	1	1	2	25	2	2	10
IN141046	4	27	2	1	2	24	2	1	7
IN141046	5	5	1	5	1	22	2	2	0
IN141047	1	70	2	3	2	0	2	2	0
IN141047	2	38	1	1	2	25	2	2	12
IN141047	3	32	2	1	2	24	2	2	7
IN141047	4	11	2	5	1	23	2	2	5
IN141047	5	7	1	5	1	23	2	2	1
IN141047	6	6	2	5	1	22	2	2	0
IN141048	1	39	1	1	2	24	2	1	7
IN141048	2	34	2	1	2	23	2	1	5
IN141048	3	13	2	5	1	25	2	2	8
IN141048	4	11	1	5	1	23	2	2	5
IN141048	5	9	1	5	1	23	2	2	4
IN141049	1	38	1	1	2	25	2	1	15
IN141049	2	31	2	1	2	25	2	2	12
IN141049	3	11	1	5	1	24	2	2	6
IN141049	4	9	2	5	1	23	2	2	5
IN141050	1	40	1	1	2	25	2	2	12
IN141050	2	25	2	1	2	23	2	2	11
IN141050	28	4	1	5	 	 	2	 	0
IN151001	1	34	1	1	2	24	1	1	7
IN151001	2	26	2	1	2	0	1	1	0
IN151001	3	6	2	5	1	23	1	2	1
IN151001	28	4	1	5	 	 	2	 	0
IN151002	1	30	1	1	2	24	2	1	7
IN151002	2	26	2	1	2	0	2	1	0
IN151002	3	7	1	5	1	23	2	2	2
IN151003	1	35	1	1	2	23	2	2	5
IN151003	2	28	2	1	2	23	2	2	5
IN151003	3	7	2	5	1	23	2	2	1
IN151004	1	55	1	3	2	0	2	2	0
IN151004	2	40	2	3	2	0	2	2	0
IN151004	3	17	2	4	2	24	2	2	7
IN151005	1	58	1	1	2	0	2	2	0
IN151005	2	54	2	1	2	0	2	2	0
IN151005	3	16	2	5	2	0	2	2	0
IN151005	4	13	2	5	2	0	2	2	0
IN151005	5	11	1	5	1	24	2	2	6
IN151005	28	4	1	5	 	 	2	 	0
IN151006	1	50	1	1	2	0	2	2	0
IN151006	2	45	2	2	2	0	2	2	0
IN151006	3	35	2	1	2	0	2	2	0
IN151006	4	13	2	5	1	24	2	2	6
IN151006	5	10	2	5	1	23	2	2	4
IN151007	1	30	1	1	2	0	2	1	0
IN151007	2	26	2	1	2	0	2	1	0
IN151007	3	12	1	5	1	24	2	2	6
IN151007	28	2	1	5	 	 	2	 	0
IN151008	1	28	1	1	2	0	2	2	0
IN151008	2	22	2	1	2	0	2	2	0
IN151008	3	10	1	5	1	23	2	2	4
IN151009	1	55	2	3	2	0	2	2	0
IN151009	2	40	1	1	2	0	2	2	0
IN151009	3	35	2	1	2	0	2	2	0
IN151010	1	30	1	1	2	0	2	2	0
IN151010	2	27	2	1	2	0	2	2	0
IN151010	3	11	1	5	1	23	2	2	5
IN151010	28	4	1	5	 	 	2	 	0
IN151011	1	38	1	1	2	0	2	1	0
IN151011	2	29	2	1	2	0	2	2	0
IN151011	3	12	2	5	1	22	2	2	0
IN151012	1	40	1	1	2	0	2	1	0
IN151012	2	32	2	1	2	0	2	2	0
IN151012	3	11	1	5	1	23	2	2	4
IN151012	4	5	2	5	2	0	2	2	0
IN151013	1	40	1	3	2	0	2	2	0
IN151013	2	35	2	3	2	0	2	1	0
IN151013	3	32	1	1	2	0	2	2	0
IN151013	4	23	2	1	2	0	2	1	0
IN151013	5	5	2	5	2	0	2	2	0
IN151014	1	36	1	1	2	0	2	1	0
IN151014	2	29	2	1	2	0	2	1	0
IN151014	28	4	2	5	 	 	2	 	0
IN151015	1	54	1	3	2	0	2	2	0
IN151015	2	50	2	3	2	0	2	2	0
IN151015	3	33	1	1	2	0	2	2	0
IN151015	4	29	2	1	2	0	2	1	0
IN151015	5	6	1	5	1	23	2	2	1
IN151015	6	15	1	4	1	25	2	2	9
IN151015	28	3	2	5	 	 	2	 	0
IN151016	1	65	2	3	2	0	2	2	0
IN151016	2	33	1	1	2	25	2	2	10
IN151016	3	25	2	1	2	24	2	2	7
IN151016	28	4	2	5	 	 	2	 	0
IN151017	1	45	1	1	2	0	2	1	0
IN151017	2	37	2	1	2	0	2	2	0
IN151017	3	10	2	5	1	23	2	2	3
IN151017	4	6	2	5	1	23	2	2	2
IN151018	1	35	1	1	2	0	2	1	0
IN151018	2	28	2	1	2	0	2	1	0
IN151018	3	11	2	5	1	23	2	2	4
IN151018	4	8	2	5	1	23	2	2	3
IN151018	28	2	1	5	 	 	2	 	0
IN151019	1	35	1	1	2	0	2	2	0
IN151019	2	25	2	1	2	0	2	2	0
IN151019	3	11	2	5	1	23	2	2	4
IN151019	4	6	1	5	1	22	2	2	0
IN151020	1	70	2	3	2	0	2	2	0
IN151020	2	40	1	1	2	0	2	2	0
IN151020	3	35	2	1	2	0	2	2	0
IN151020	4	16	2	5	2	25	2	2	10
IN151020	5	13	2	5	1	25	2	2	8
IN151020	6	10	1	5	1	24	2	2	6
IN151021	1	39	1	1	2	0	2	1	0
IN151021	2	33	2	1	2	0	2	2	0
IN151021	3	14	2	5	2	23	2	2	5
IN151021	4	11	1	5	1	24	2	2	6
IN151022	1	33	1	1	2	0	1	1	0
IN151022	2	28	2	1	2	0	2	2	0
IN151022	3	9	2	5	1	23	2	2	1
IN151022	4	5	1	5	1	23	2	2	1
IN151023	1	34	1	1	2	22	2	2	0
IN151023	2	32	2	1	2	0	2	1	0
IN151023	3	14	1	5	1	25	2	2	8
IN151023	4	10	1	5	1	23	2	2	4
IN151024	1	26	1	1	2	0	2	1	0
IN151024	2	22	2	1	2	0	2	2	0
IN151025	1	46	1	1	2	0	2	1	0
IN151025	2	39	2	1	2	0	2	1	0
IN151025	3	11	1	5	1	23	2	2	5
IN151025	4	9	2	5	1	23	2	2	3
IN151026	1	32	1	1	2	0	2	1	0
IN151026	2	28	2	1	2	0	2	2	0
IN151026	3	14	1	5	1	23	2	2	5
IN151026	4	9	2	5	2	23	2	2	3
IN151027	1	30	1	1	2	0	2	2	0
IN151027	2	26	2	1	2	0	2	2	0
IN151027	28	4	2	5	 	 	2	 	0
IN151028	1	60	2	3	2	0	2	2	0
IN151028	2	40	1	1	2	0	2	2	0
IN151028	3	35	2	1	2	0	2	2	0
IN151028	4	11	1	5	1	24	2	2	6
IN151029	1	35	1	1	2	0	2	2	0
IN151029	2	30	2	1	2	0	2	2	0
IN151029	3	11	2	5	1	24	2	2	6
IN151029	4	7	1	5	1	23	2	2	2
IN151029	5	6	2	5	1	22	2	2	0
IN151030	1	51	1	1	2	0	2	1	0
IN151030	2	42	2	1	2	0	2	1	0
IN151030	3	15	1	5	1	25	2	2	9
IN151030	4	13	2	5	2	0	2	1	0
IN151030	5	11	1	5	1	24	2	2	6
IN151031	1	32	1	1	2	0	2	1	0
IN151031	2	29	2	1	2	0	2	1	0
IN151031	28	1	1	5	 	 	2	 	0
IN151032	1	60	1	3	2	23	2	1	5
IN151032	2	54	2	3	2	0	2	1	0
IN151032	3	60	2	1	2	23	2	1	5
IN151032	4	22	1	5	2	25	2	2	10
IN151032	5	21	2	4	2	0	2	2	0
IN151033	1	55	1	3	2	0	2	2	0
IN151033	2	45	2	3	2	0	2	1	0
IN151033	3	33	1	1	2	24	2	2	7
IN151033	4	26	2	1	2	24	2	1	7
IN151033	5	6	1	5	1	22	2	2	0
IN151033	28	1	2	5	 	 	2	 	0
IN151034	1	32	1	1	2	0	2	1	0
IN151034	2	25	2	1	2	0	2	2	0
IN151034	3	6	2	5	1	23	2	2	1
IN151035	1	30	1	2	2	0	2	2	0
IN151035	2	20	2	1	2	0	2	1	0
IN151035	3	6	2	5	1	22	2	2	0
IN151035	28	4	1	5	 	 	2	 	0
IN151036	1	50	2	3	2	0	2	2	0
IN151036	2	35	1	2	2	0	2	2	0
IN151036	3	25	2	1	2	0	1	2	0
IN151036	4	9	1	5	1	23	2	2	4
IN151037	1	42	1	1	2	23	2	1	5
IN151037	2	31	2	1	2	0	2	1	0
IN151037	3	11	1	5	1	23	2	2	3
IN151038	1	35	1	1	2	0	2	1	0
IN151038	2	30	2	1	2	0	2	2	0
IN151038	3	10	2	5	2	24	2	2	6
IN151039	1	30	1	1	2	24	2	2	7
IN151039	2	23	2	1	2	0	2	2	0
IN151039	3	10	2	5	1	23	2	2	4
IN151040	1	32	1	1	2	25	2	1	10
IN151040	2	26	2	1	2	24	2	2	7
IN151040	3	12	1	5	1	24	2	2	6
IN151040	4	10	1	5	1	23	2	2	5
IN151041	1	27	1	2	2	0	2	1	0
IN151041	2	24	2	1	2	22	1	1	3
IN151041	3	5	1	5	1	23	2	2	1
IN151041	28	4	1	5	 	 	2	 	0
IN151042	1	30	1	1	2	0	2	2	0
IN151042	2	22	2	1	2	0	2	1	0
IN151042	3	12	1	5	1	23	2	2	3
IN151042	28	4	1	5	 	 	2	 	0
IN151043	1	30	1	1	2	0	2	2	0
IN151043	2	23	2	1	2	0	2	2	0
IN151043	3	15	1	5	2	0	2	2	0
IN151043	4	6	2	5	1	22	2	2	0
IN151044	1	35	1	2	2	22	2	2	0
IN151044	2	30	2	1	2	23	2	2	5
IN151044	3	13	1	5	1	25	2	2	8
IN151044	4	10	1	5	1	23	2	2	4
IN151045	1	40	1	1	2	0	2	2	0
IN151045	2	32	2	1	2	0	2	1	0
IN151045	3	10	2	5	1	23	2	2	3
IN151046	1	67	2	3	2	0	2	2	0
IN151046	2	58	1	1	2	0	2	2	0
IN151046	3	54	2	1	2	0	2	1	0
IN151046	4	19	1	5	2	0	2	2	0
IN151046	5	13	1	5	1	24	2	2	6
IN151046	6	12	2	5	2	0	2	2	0
IN151046	7	9	2	5	1	23	2	2	2
IN151047	1	60	1	1	2	0	2	1	0
IN151047	2	40	2	1	2	0	2	2	0
IN151047	3	5	1	5	1	23	2	2	1
IN151048	1	44	2	1	2	0	2	1	0
IN151048	2	13	1	5	2	0	2	2	0
IN151048	3	11	2	5	1	23	2	2	4
IN151049	1	50	1	2	2	0	2	2	0
IN151049	2	43	2	1	2	0	2	2	0
IN151049	3	25	1	5	2	0	2	2	0
IN151049	4	20	2	4	2	0	2	2	0
IN151049	28	1	2	6	 	 	2	 	0
IN151050	1	65	1	3	2	0	2	2	0
IN151050	2	50	2	3	2	0	1	2	0
IN151050	3	42	1	1	2	23	2	2	5
IN151050	4	35	2	1	2	0	2	2	1
IN151050	5	13	2	5	1	24	2	2	6
IN151050	6	10	1	5	1	23	2	2	5
IN161001	1	60	1	1	2	0	2	1	0
IN161001	2	56	2	1	2	0	2	1	0
IN161001	3	23	1	5	2	25	2	1	10
IN161001	4	20	1	5	2	23	2	1	5
IN161002	1	35	1	1	2	0	2	1	0
IN161002	2	28	2	1	2	23	2	1	6
IN161002	3	12	2	5	1	25	2	2	8
IN161002	4	10	2	5	1	23	2	2	5
IN161003	1	50	2	3	2	0	2	1	0
IN161003	2	32	2	1	2	0	2	1	0
IN161003	3	20	1	4	2	24	2	1	7
IN161003	28	2	2	5	 	 	2	 	0
IN161004	1	37	1	1	2	0	2	2	0
IN161004	2	22	2	1	2	0	2	1	4
IN161004	3	9	2	5	1	23	2	2	5
IN161005	1	50	1	3	2	0	1	2	0
IN161005	2	45	2	3	2	0	2	2	0
IN161005	3	33	1	1	2	25	2	2	10
IN161005	4	25	2	1	2	0	2	2	0
IN161005	5	25	1	6	2	 	2	2	0
IN161005	6	20	2	4	2	0	2	2	0
IN161005	7	12	1	5	1	24	2	2	6
IN161005	28	3	1	5	 	 	2	 	0
IN161005	29	3	1	5	 	 	2	 	0
IN161005	30	1	1	5	 	 	2	 	0
IN161006	1	40	1	1	2	24	2	2	7
IN161006	2	35	2	1	2	0	2	2	0
IN161006	3	17	1	5	2	25	2	2	10
IN161006	4	10	1	5	1	23	2	2	4
IN161007	1	35	1	1	2	25	2	1	10
IN161007	2	30	2	1	2	0	2	2	0
IN161007	3	10	1	5	1	23	2	2	4
IN161007	28	4	1	5	 	 	2	 	0
IN161008	1	27	1	1	2	0	2	1	0
IN161008	2	23	2	1	2	0	2	1	0
IN161009	1	80	2	3	2	0	2	2	0
IN161009	2	38	1	1	2	0	2	2	0
IN161009	3	26	2	1	2	0	2	2	0
IN161009	4	20	2	5	1	25	2	2	12
IN161009	5	10	2	5	1	24	2	2	6
IN161010	1	37	2	1	2	0	2	1	0
IN161010	2	16	2	5	2	0	2	1	0
IN161010	3	6	1	5	1	23	2	2	2
IN161011	1	52	1	1	2	0	2	1	0
IN161011	2	38	2	1	2	0	2	2	0
IN161011	3	13	1	5	2	25	2	2	10
IN161012	1	40	1	1	2	0	2	1	0
IN161012	2	33	2	1	2	0	2	1	0
IN161012	3	14	1	5	1	25	2	2	8
IN161012	4	10	2	5	1	23	2	2	5
IN161013	1	40	1	1	2	0	2	1	0
IN161013	2	35	2	1	2	0	2	2	0
IN161013	3	14	2	5	1	24	2	2	6
IN161013	4	11	2	5	1	24	2	2	6
IN161013	5	5	2	5	1	23	2	2	1
IN161014	1	41	1	1	2	0	2	1	0
IN161014	2	33	2	1	2	0	2	1	0
IN161014	3	17	1	5	1	25	2	2	12
IN161014	4	12	1	5	1	25	2	2	8
IN161015	1	38	1	1	2	0	2	2	0
IN161015	2	32	2	1	2	0	2	2	0
IN161015	3	16	2	5	1	 	2	2	0
IN161015	4	13	1	5	1	24	2	2	6
IN161015	5	10	2	5	1	24	2	2	6
IN161016	1	65	2	3	2	0	2	2	0
IN161016	2	45	1	1	2	23	2	1	5
IN161016	3	35	2	1	2	0	2	2	0
IN161016	4	31	2	4	2	0	2	1	0
IN161016	5	10	1	5	1	24	2	2	6
IN161016	6	9	2	5	1	23	2	2	5
IN161016	7	6	1	5	1	23	2	2	2
IN161017	1	65	2	3	2	0	2	2	0
IN161017	2	40	1	1	2	0	2	2	0
IN161017	3	30	2	1	2	0	2	1	0
IN161017	4	11	1	5	1	23	2	2	5
IN161017	5	13	1	5	1	24	2	2	6
IN161018	1	35	1	1	2	0	2	2	0
IN161018	2	28	2	1	2	0	2	1	0
IN161018	3	13	1	5	1	24	2	2	6
IN161018	4	5	2	5	1	23	2	2	1
IN161018	28	4	2	5	 	 	2	 	0
IN161019	1	23	2	1	2	0	2	1	0
IN161020	1	46	1	1	2	0	2	2	0
IN161020	2	39	2	1	2	0	2	2	0
IN161020	3	7	2	5	1	23	2	2	2
IN161020	4	6	2	5	1	22	2	2	0
IN161020	28	4	1	5	 	 	2	 	0
IN161021	1	58	1	3	2	0	2	2	0
IN161021	2	55	2	3	2	0	2	2	0
IN161021	3	37	1	1	2	0	2	1	0
IN161021	4	34	2	1	2	0	2	1	0
IN161021	5	30	1	4	2	0	2	2	0
IN161021	6	27	2	4	2	0	2	2	0
IN161021	7	16	1	4	1	25	2	2	10
IN161021	8	11	2	4	1	23	2	2	5
IN161021	9	9	2	5	1	23	2	2	3
IN161021	10	6	1	5	1	23	2	2	1
IN161022	1	90	1	3	2	0	2	2	0
IN161022	2	37	1	1	2	0	2	2	0
IN161022	3	28	2	1	2	0	2	2	0
IN161022	4	10	1	5	1	23	2	2	5
IN161022	5	9	1	5	1	23	2	2	3
IN161023	1	80	2	3	2	0	1	2	0
IN161023	2	40	1	2	2	0	2	2	0
IN161023	3	33	2	1	2	0	2	2	0
IN161023	4	6	1	5	1	22	2	2	0
IN161023	28	3	1	5	 	 	2	 	0
IN161024	1	30	1	2	2	0	2	1	0
IN161024	2	25	2	1	2	0	2	1	0
IN161024	3	50	2	3	2	0	2	1	0
IN161025	1	45	1	1	2	0	2	2	0
IN161025	2	40	2	1	2	0	2	2	0
IN161025	3	13	2	5	2	23	2	2	5
IN161025	4	12	1	5	1	24	2	2	6
IN161025	5	10	2	5	2	0	2	2	0
IN161025	6	9	2	5	1	23	2	2	3
IN161026	1	40	1	1	2	0	2	2	0
IN161026	2	35	2	1	2	0	2	1	0
IN161026	3	15	1	5	1	25	2	2	10
IN161026	4	13	2	5	2	0	2	2	0
IN161026	5	12	2	5	2	0	2	2	0
IN161026	6	10	1	5	1	23	2	2	5
IN161027	1	30	2	1	2	0	2	1	0
IN161027	2	10	2	5	1	24	2	2	6
IN161027	3	8	2	5	1	23	2	2	3
IN161027	28	2	1	5	 	 	2	 	0
IN161028	1	30	1	1	2	0	2	2	0
IN161028	2	25	2	1	2	0	2	2	0
IN161028	3	6	2	5	1	23	2	2	1
IN161028	28	2	1	5	 	 	2	 	0
IN161029	1	38	1	1	2	0	2	2	0
IN161029	2	33	2	1	2	0	2	2	0
IN161029	3	13	1	5	2	0	2	2	0
IN161029	4	12	1	5	2	0	1	2	0
IN161029	5	11	1	5	2	0	2	2	0
IN161029	6	10	1	5	2	0	2	2	0
IN161029	7	9	1	5	2	0	2	2	0
IN161029	8	6	2	5	1	23	2	2	1
IN161030	1	65	2	3	2	0	2	1	0
IN161030	2	28	1	4	2	25	2	2	12
IN161030	3	24	1	4	2	25	2	2	10
IN161030	4	20	1	4	2	0	2	2	0
IN161030	5	16	1	4	2	23	2	2	5
IN161030	6	17	2	4	2	0	2	2	0
IN161030	7	18	2	4	2	0	2	2	0
IN161030	8	25	2	4	2	0	2	1	0
IN161030	9	12	2	5	1	25	2	2	8
IN161030	10	14	1	5	2	23	2	2	5
IN161030	11	12	1	5	1	23	2	2	5
IN161031	1	36	1	1	2	0	2	1	0
IN161031	2	30	2	1	2	0	2	2	0
IN161031	3	11	1	5	1	24	2	2	6
IN161031	4	10	1	5	1	23	2	2	5
IN161032	1	80	1	3	2	0	2	2	0
IN161032	2	45	1	1	2	0	2	2	0
IN161032	3	40	2	1	2	0	2	2	0
IN161032	4	11	2	5	1	23	2	2	5
IN161032	5	13	1	5	1	22	2	2	0
IN161032	6	7	2	5	1	23	2	2	2
IN161033	1	33	1	1	2	22	2	2	0
IN161033	2	28	2	1	2	22	2	2	3
IN161033	3	11	1	5	1	23	2	2	4
IN161034	1	40	1	1	2	22	2	2	0
IN161034	2	38	2	1	2	22	2	2	0
IN161034	3	11	1	5	1	24	2	2	6
IN161034	4	7	2	5	1	22	2	2	0
IN161035	1	50	1	3	2	0	2	1	0
IN161035	2	40	2	3	2	0	2	2	0
IN161035	3	30	1	1	2	0	2	2	0
IN161035	4	25	2	1	2	0	2	2	0
IN161035	5	12	2	5	2	0	2	2	0
IN161035	6	10	1	5	1	23	2	2	3
IN161035	7	6	2	5	1	23	2	2	1
IN161036	1	55	1	1	2	0	2	1	0
IN161036	2	28	2	1	2	0	2	2	0
IN161036	3	14	2	5	2	24	2	2	7
IN161036	4	11	1	5	1	23	2	2	4
IN161036	5	7	1	5	1	23	2	2	3
IN161037	1	40	1	1	2	0	2	2	0
IN161037	2	33	2	1	2	0	2	2	0
IN161037	3	16	1	5	2	0	2	2	0
IN161037	4	9	1	5	1	23	2	2	5
IN161037	28	4	2	5	 	 	2	 	0
IN161037	29	3	2	5	 	 	2	 	0
IN161038	1	35	2	1	2	0	2	2	0
IN161038	2	10	1	5	1	23	2	2	4
IN161038	3	12	2	5	1	24	2	2	6
IN161039	1	50	2	3	2	0	2	2	0
IN161039	2	35	1	2	2	25	2	2	12
IN161039	3	32	2	4	2	0	2	2	0
IN161039	4	27	1	4	2	25	2	2	12
IN161039	5	22	2	4	2	0	2	2	0
IN161039	6	24	2	1	2	0	2	1	0
IN161040	1	55	1	1	2	0	2	2	0
IN161040	2	40	2	1	2	0	2	2	0
IN161040	3	16	2	5	2	0	2	2	0
IN161040	28	2	2	5	 	 	2	 	0
IN161041	1	58	2	3	2	0	2	1	0
IN161041	2	42	1	1	2	25	2	1	10
IN161041	3	33	2	1	2	0	2	1	0
IN161041	4	6	2	5	1	23	2	2	1
IN161041	28	3	2	5	 	 	2	 	0
IN161041	29	1	1	5	 	 	2	 	0
IN161042	1	28	1	1	2	0	2	1	0
IN161042	2	23	2	1	2	0	2	2	0
IN161042	28	4	2	5	 	 	2	 	0
IN161042	29	3	2	5	 	 	2	 	0
IN161043	1	36	1	1	2	0	2	2	0
IN161043	2	30	2	1	2	0	2	2	0
IN161043	3	11	2	5	1	24	2	2	6
IN161043	4	6	2	5	1	22	2	2	0
IN161043	28	3	1	5	 	 	2	 	0
IN161044	1	56	2	3	2	0	2	1	0
IN161044	2	41	1	1	2	0	2	1	0
IN161044	3	35	2	1	2	0	2	1	0
IN161044	4	16	2	5	2	0	2	2	0
IN161044	5	14	2	5	1	24	2	2	6
IN161044	6	12	1	5	1	24	2	2	6
IN161044	7	10	1	5	1	23	2	2	5
IN161045	1	46	1	1	2	0	2	1	0
IN161045	2	42	2	1	2	0	2	1	0
IN161045	3	16	2	5	1	25	2	2	10
IN161045	4	14	1	5	1	25	2	2	8
IN161045	5	12	2	5	1	24	2	2	6
IN161045	6	10	2	5	1	23	2	2	4
IN161046	1	65	1	3	2	0	2	1	0
IN161046	2	50	2	3	2	0	2	2	0
IN161046	3	35	1	1	2	25	2	1	12
IN161046	4	25	2	1	2	0	2	2	0
IN161046	5	28	1	6	2	25	2	2	12
IN161046	6	22	2	4	2	0	2	2	0
IN161046	7	22	1	6	2	25	2	2	12
IN161046	28	2	1	5	 	 	2	 	0
IN161047	1	37	1	1	2	25	2	2	12
IN161047	2	30	2	1	2	25	2	2	10
IN161047	3	6	2	5	1	22	2	2	0
IN161048	1	28	1	1	2	25	2	1	12
IN161048	2	23	2	1	2	25	2	2	10
IN161049	1	58	1	3	2	0	2	2	0
IN161049	2	50	2	3	2	0	2	2	0
IN161049	3	42	1	3	2	0	2	2	0
IN161049	4	35	1	1	2	25	2	2	15
IN161049	5	27	2	1	2	25	2	2	10
IN161049	6	8	1	5	1	23	2	2	3
IN161049	7	6	2	5	1	22	2	2	0
IN161049	28	4	1	5	 	 	2	 	0
IN161050	1	50	1	1	2	0	1	2	0
IN161050	2	30	2	1	2	0	2	1	0
IN161050	3	15	1	5	2	23	2	2	5
IN161050	4	10	2	5	2	0	2	2	0
IN171001	1	50	1	1	2	0	2	1	0
IN171001	2	38	2	1	2	0	2	1	0
IN171001	3	25	1	5	2	0	2	1	0
IN171001	4	22	2	4	2	0	2	2	0
IN171001	5	18	1	5	2	0	2	2	0
IN171001	6	16	2	5	1	24	2	2	6
IN171001	7	10	1	5	1	23	2	2	5
IN171002	1	68	2	3	2	0	2	2	0
IN171002	2	54	1	3	2	23	1	2	5
IN171002	3	46	2	1	2	0	2	2	0
IN171002	4	25	1	2	2	25	2	1	10
IN171002	5	18	2	5	1	25	2	2	10
IN171002	6	8	1	6	1	23	2	2	3
IN171003	1	35	1	1	2	23	2	1	5
IN171003	2	28	2	1	2	0	2	2	0
IN171003	3	13	1	5	1	25	2	2	9
IN171003	4	9	1	5	1	23	2	2	4
IN171004	1	50	1	3	2	0	2	1	0
IN171004	2	35	2	3	2	23	2	1	5
IN171004	3	28	1	1	2	23	2	1	5
IN171004	4	22	2	1	2	0	2	1	0
IN171004	5	16	1	5	2	25	2	2	10
IN171005	1	40	1	1	2	0	2	1	0
IN171005	2	35	2	1	2	0	2	1	0
IN171005	3	17	1	5	2	25	2	2	10
IN171005	4	13	2	5	2	0	2	2	0
IN171006	1	70	1	3	2	0	1	2	0
IN171006	2	60	2	3	2	0	1	2	0
IN171006	3	45	1	1	2	0	1	1	0
IN171006	4	35	2	1	2	0	1	1	0
IN171006	5	11	1	5	2	0	1	2	0
IN171006	6	6	1	5	1	23	1	2	1
IN171007	1	62	1	3	2	0	1	2	0
IN171007	2	25	1	4	2	0	2	1	0
IN171007	3	20	2	4	2	23	2	1	3
IN171007	4	7	2	6	2	0	2	2	0
IN171007	28	2	1	6	 	 	2	 	0
IN171008	1	40	1	1	2	0	2	1	0
IN171008	2	35	2	1	2	0	2	1	0
IN171008	3	16	2	5	2	0	2	2	0
IN171008	4	13	2	5	2	0	2	2	0
IN171008	5	10	2	5	1	23	2	2	4
IN171008	6	6	2	5	1	23	2	2	2
IN171009	1	30	1	1	2	0	2	2	0
IN171009	2	25	2	1	2	0	1	2	0
IN171009	28	4	2	5	 	 	2	 	0
IN171009	29	2	1	5	 	 	1	 	0
IN171010	1	42	1	1	2	0	2	1	0
IN171010	2	35	2	1	2	0	2	2	0
IN171010	3	12	2	5	2	22	2	2	0
IN171010	4	10	2	5	1	23	2	2	4
IN171010	5	6	2	5	1	23	2	2	2
IN171011	1	65	1	3	2	23	2	2	5
IN171011	2	45	1	4	2	23	2	2	5
IN171011	3	38	2	4	2	0	2	2	0
IN171011	4	32	2	4	2	0	2	2	0
IN171011	5	28	2	4	2	24	2	2	7
IN171011	6	35	1	1	2	24	2	1	7
IN171011	7	30	2	1	2	0	2	2	0
IN171011	8	26	1	5	2	24	2	2	7
IN171011	9	20	2	6	2	0	2	2	0
IN171011	10	23	1	5	2	24	2	2	6
IN171011	11	18	2	6	2	0	2	2	0
IN171011	12	18	1	5	2	24	2	1	7
IN171011	13	12	1	5	1	24	2	2	6
IN171011	14	18	2	5	2	23	2	2	5
IN171011	15	13	2	5	1	25	2	2	8
IN171011	16	11	1	5	1	24	2	2	6
IN171011	17	9	1	5	1	23	2	2	4
IN171011	18	6	1	5	1	23	2	2	1
IN171011	19	5	1	6	2	0	2	2	0
IN171011	20	6	1	6	1	23	2	2	1
IN171011	28	3	2	5	 	 	2	 	0
IN171011	29	1	2	 	 	 	2	 	0
IN171011	30	1	2	 	 	 	2	 	0
IN171012	1	60	2	3	2	0	2	2	0
IN171012	2	40	1	1	2	0	2	2	0
IN171012	3	35	2	1	2	0	2	1	0
IN171012	4	15	1	5	2	0	2	2	0
