CHILDID	PLANID	PLAN
IN191017	1	8
IN191017	2	10
IN191018	1	10
IN191018	2	5
IN191019	1	8
IN191019	2	10
IN191020	1	8
IN191020	2	10
IN191021	1	9
IN191022	1	1
IN191022	2	10
IN191023	1	3
IN191023	2	6
IN191024	1	8
IN191024	2	10
IN191025	1	10
IN191026	1	8
IN191026	2	10
IN191027	1	6
IN191028	1	9
IN191029	1	3
IN191029	2	6
IN191030	1	9
IN191030	2	6
IN191031	1	10
IN191032	1	10
IN191032	2	10
IN191033	1	8
IN191033	2	10
IN191034	1	8
IN191034	2	10
IN191035	1	10
IN191036	1	10
IN191036	2	1
IN191038	1	8
IN191038	2	10
IN191039	1	10
IN191040	1	10
IN191041	1	10
IN191042	1	8
IN191042	2	10
IN191043	1	9
IN191044	1	7
IN191044	2	10
IN191045	1	10
IN191046	1	8
IN191046	2	10
IN191047	1	10
IN191048	1	10
IN191049	1	9
IN191049	2	10
IN191050	1	8
IN191050	2	10
IN201001	1	8
IN201001	2	10
IN201002	1	10
IN201002	2	4
IN201003	1	3
IN201003	2	8
IN201004	1	2
IN201004	2	7
IN201005	1	1
IN201005	2	2
IN201006	1	4
IN201006	2	8
IN201007	1	5
IN201007	2	6
IN201008	1	4
IN201008	2	10
IN201009	1	2
IN201009	2	3
IN201010	1	4
IN201010	2	8
IN201011	1	4
IN201011	2	1
IN201012	1	4
IN201012	2	3
IN201013	1	5
IN201013	2	1
IN201014	1	8
IN201014	2	1
IN201015	1	3
IN201015	2	5
IN201016	1	3
IN201017	1	4
IN201017	2	2
IN201018	1	4
IN201018	2	8
IN201019	1	4
IN201019	2	8
IN201020	1	4
IN201020	2	2
IN201021	1	7
IN201021	2	3
IN201022	1	3
IN201022	2	7
IN201023	1	4
IN201023	2	1
IN201024	1	2
IN201024	2	8
IN201025	1	5
IN201025	2	3
IN201026	1	10
IN201026	2	10
IN201027	1	5
IN201027	2	8
IN201028	1	5
IN201028	2	2
IN201029	1	8
IN201029	2	10
IN201030	1	3
IN201031	1	3
IN201032	1	4
IN201032	2	8
IN201033	1	8
IN201033	2	1
IN201034	1	2
IN201034	2	5
IN201035	1	4
IN201035	2	8
IN201036	1	10
IN201036	2	8
IN201037	1	5
IN201038	1	4
IN201038	2	9
IN201039	1	5
IN201040	1	4
IN201040	2	1
IN201041	1	2
IN201041	2	4
IN201042	1	2
IN201042	2	1
IN201043	1	3
IN201044	1	3
IN201044	2	10
IN201045	1	2
IN201045	2	3
IN201046	1	4
IN201046	2	1
IN201047	1	3
IN201048	1	4
IN201048	2	2
IN201049	1	4
IN201049	2	1
IN201050	1	3
IN201051	1	4
IN201051	2	1
