childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	nmechsr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN041032	3	2	27	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041032	4	1	18	7	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041032	5	2	12	7	1	1	7	0	5	1	 	 	 	2	3000	0	17	10	24	7	7	0	1	0	0	7	2	7	 	 	 	 	 	 	 
IN041033	0	1	15	0	1	1	5	5	8	1	 	 	 	3	0	0	17	10	24	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041033	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	4	4	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041033	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	9	20	8	 	 	 	 	 	 	 	 	 	10	 	750	7	 	560
IN041033	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	10	20	4	 	 	 	 	 	 	 	 	 	5	 	375	5	 	400
IN041033	4	1	14	7	1	1	5	7	6	1	 	 	 	2	0	0	17	10	24	6	9	0	0	0	0	8	1	6	 	 	 	 	 	 	 
IN041034	0	1	15	0	1	1	5	2	10	1	 	 	 	2	3000	0	17	10	22	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041034	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	9	10	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041034	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	15	10	20	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041034	3	2	17	7	1	1	5	6	11	0	8	16	11	 	 	0	15	5	15	2	8	0	4	0	0	0	0	12	 	 	 	 	 	 	 
IN041035	0	1	15	0	1	1	5	7	10	1	 	 	 	2	3500	0	17	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041035	1	1	38	1	1	 	 	 	 	 	 	 	 	 	 	0	1	4	13	5	 	 	 	 	 	 	 	 	 	8	 	560	15	 	1200
IN041035	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	3	7	6	 	 	 	 	 	 	 	 	 	8	 	560	15	 	1200
IN041035	3	2	18	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041036	0	2	15	0	1	1	5	0	9	1	 	 	 	2	0	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041036	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	30	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041036	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041036	3	1	14	7	1	1	7	0	6	1	 	 	 	2	0	0	17	10	25	8	9	0	0	0	0	7	2	6	 	 	 	 	 	 	 
IN041037	0	1	14	0	1	1	5	4	8	1	 	 	 	3	 	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041037	1	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	10	9	20	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041037	2	2	17	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041038	0	2	15	0	1	1	5	6	9	1	 	 	 	2	0	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041038	1	2	47	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	23	9	 	 	 	 	 	 	 	 	 	15	 	1411	0	10	 
IN041038	2	1	29	7	1	 	 	 	 	 	 	 	 	 	 	0	12	10	21	10	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN041038	3	2	22	16	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	0	13	 	0	13	 
IN041038	4	1	6	15	1	1	6	7	0	1	 	 	 	2	500	0	17	10	24	9	10	0	0	0	0	8	2	4	 	 	 	 	 	 	 
IN041038	5	2	4	15	1	 	 	 	 	 	 	 	 	 	 	0	17	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041039	0	2	14	0	1	1	5	6	8	1	 	 	 	2	0	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041039	1	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041039	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041039	3	1	12	7	1	1	5	6	6	1	 	 	 	2	0	0	17	10	24	8	10	1	0	0	0	8	2	3	 	 	 	 	 	 	 
IN041040	0	2	15	0	1	1	5	6	9	1	 	 	 	2	1500	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041040	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041040	2	2	41	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041040	3	2	20	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041040	4	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041041	0	1	15	0	1	1	7	8	8	1	 	 	 	2	0	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041041	1	1	52	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041041	2	2	42	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041041	3	1	29	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041041	4	2	26	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041041	6	1	38	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	6	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN041041	7	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	42	 	3644	0	6	 
IN041041	8	1	12	7	1	1	6	5	6	1	 	 	 	2	0	0	17	10	24	7	8	0	0	0	0	7	3	6	 	 	 	 	 	 	 
IN041041	28	1	9	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041042	0	1	14	0	1	1	6	0	8	1	 	 	 	2	5000	0	17	10	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041042	1	1	43	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	30	8	 	 	 	 	 	 	 	 	 	0	1	 	0	1	 
IN041042	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	0	1	 	0	1	 
IN041042	3	2	13	7	1	1	5	0	8	1	 	 	 	2	4500	0	17	10	25	9	8	0	0	0	0	8	3	5	 	 	 	 	 	 	 
IN041043	0	2	14	0	1	1	5	6	9	1	 	 	 	2	0	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041043	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041043	2	1	41	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041043	3	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041043	4	1	20	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041043	5	1	17	7	1	1	5	6	10	1	 	 	 	3	0	0	17	10	24	8	7	0	1	0	0	6	2	8	 	 	 	 	 	 	 
IN041044	0	1	14	0	1	1	5	0	7	1	 	 	 	2	2205	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041044	1	1	40	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	30	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041044	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041044	3	1	12	7	1	1	5	0	6	1	 	 	 	2	2205	0	17	10	24	9	9	0	0	0	0	9	2	4	 	 	 	 	 	 	 
IN041045	0	2	14	0	1	1	6	0	8	1	 	 	 	2	0	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041045	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041045	2	1	43	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	25	6	 	 	 	 	 	 	 	 	 	8	 	805	0	10	 
IN041045	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	4	12	30	6	 	 	 	 	 	 	 	 	 	2	 	208	0	10	 
IN041045	4	1	21	7	1	 	 	 	 	 	 	 	 	 	 	0	13	5	30	8	 	 	 	 	 	 	 	 	 	8	 	821	0	10	 
IN041045	5	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	17	4	26	7	 	 	 	 	 	 	 	 	 	2	 	208	0	10	 
IN041045	6	1	12	7	1	1	6	0	6	1	 	 	 	3	0	0	17	10	24	8	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 
IN041046	0	2	15	0	1	1	5	0	10	1	 	 	 	2	0	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041046	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041046	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041046	3	1	13	7	1	1	5	0	7	1	 	 	 	2	0	0	17	11	26	8	8	1	0	0	0	8	3	4	 	 	 	 	 	 	 
IN041046	28	1	11	7	1	1	5	0	6	1	 	 	 	2	2500	0	17	11	26	8	8	0	0	0	0	8	3	5	 	 	 	 	 	 	 
IN041047	0	2	15	0	1	1	5	6	9	1	 	 	 	2	0	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041047	1	1	62	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041047	2	2	57	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041047	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	25	9	 	 	 	 	 	 	 	 	 	38	 	1606	0	10	 
IN041047	4	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	23	7	 	 	 	 	 	 	 	 	 	28	 	2079	0	10	 
IN041047	5	2	20	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041047	6	1	13	7	1	1	5	6	7	1	 	 	 	3	0	0	17	10	24	8	8	0	1	0	0	8	2	5	 	 	 	 	 	 	 
IN041047	28	2	11	7	1	1	6	6	3	1	 	 	 	2	0	0	17	10	24	8	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 
IN041048	0	1	15	0	1	1	8	0	7	1	 	 	 	2	70	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041048	1	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	15	8	 	 	 	 	 	 	 	 	 	45	 	3825	50	 	4750
IN041048	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	4	15	8	 	 	 	 	 	 	 	 	 	18	 	1530	20	 	1900
IN041048	3	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	7	 	 	 	 	 	 	 	 	 	18	 	1530	12	 	1140
IN041048	4	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	7	 	 	 	 	 	 	 	 	 	18	 	1530	12	 	1140
IN041048	5	2	17	7	1	1	6	0	11	1	 	 	 	3	2000	0	17	10	25	10	8	0	0	0	0	10	2	4	 	 	 	 	 	 	 
IN041049	0	1	15	0	1	1	5	4	10	1	 	 	 	2	4500	0	17	10	25	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041049	1	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	25	10	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN041049	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	6	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN041049	3	1	16	7	1	1	6	6	10	1	 	 	 	2	3500	0	17	10	25	12	7	0	0	0	0	8	3	6	 	 	 	 	 	 	 
IN041049	4	2	14	7	1	1	7	0	6	1	 	 	 	2	4500	0	17	10	25	10	8	0	0	0	0	8	3	5	 	 	 	 	 	 	 
IN041050	0	2	14	0	1	1	5	0	9	1	 	 	 	1	13000	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041050	1	1	49	1	1	 	 	 	 	 	 	 	 	 	 	0	9	11	26	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041050	2	2	39	1	1	 	 	 	 	 	 	 	 	 	 	0	13	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN041050	3	2	17	7	1	1	5	0	11	1	 	 	 	1	5000	0	17	10	26	8	8	0	0	0	0	11	1	4	 	 	 	 	 	 	 
IN041050	4	2	14	7	1	1	5	0	8	1	 	 	 	1	0	0	17	10	26	8	8	0	0	0	0	11	1	4	 	 	 	 	 	 	 
IN051001	0	1	15	0	1	1	5	 	9	1	 	 	 	2	120	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051001	1	1	45	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	25	8	 	 	 	 	 	 	 	 	 	0	8	 	23	 	1316
IN051001	2	2	40	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051001	3	1	25	7	1	 	 	 	 	 	 	 	 	 	 	0	13	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051001	4	2	16	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051002	0	1	15	0	1	1	5	 	8	1	 	 	 	4	0	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051002	1	1	43	1	1	 	 	 	 	 	 	 	 	 	 	0	12	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051002	2	2	38	1	1	 	 	 	 	 	 	 	 	 	 	0	12	10	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051002	3	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	11	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051003	0	1	15	0	1	1	5	5	9	1	 	 	 	3	380	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051003	1	1	44	1	1	 	 	 	 	 	 	 	 	 	 	0	12	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051003	2	2	36	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	20	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051003	3	2	20	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051003	4	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	5	5	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051004	0	2	15	0	1	1	5	 	9	1	 	 	 	3	0	0	17	10	26	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051004	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	4	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051004	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	4	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051004	28	2	11	7	1	1	5	 	3	1	 	 	 	2	750	0	17	10	26	7	8	0	1	0	0	7	1	7	 	 	 	 	 	 	 
IN051004	29	1	10	7	1	1	5	 	2	1	 	 	 	3	750	0	17	10	26	7	8	0	1	0	0	7	1	7	 	 	 	 	 	 	 
IN051005	0	1	15	0	1	1	5	 	9	1	 	 	 	4	0	0	17	10	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051005	1	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051005	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051005	3	1	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051005	4	2	13	7	1	1	5	 	8	1	 	 	 	4	0	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051006	0	1	15	0	1	1	5	 	10	1	 	 	 	2	1000	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051006	1	1	53	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051006	2	2	46	1	1	 	 	 	 	 	 	 	 	 	 	0	12	5	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051006	3	1	17	7	1	 	 	 	 	 	 	 	 	 	 	0	11	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051007	0	1	15	0	1	1	4	 	7	1	 	 	 	2	0	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051007	1	1	38	1	1	 	 	 	 	 	 	 	 	 	 	0	12	9	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051007	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	12	9	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051007	3	 	 	 	 	1	5	 	2	1	 	 	 	2	750	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051007	28	1	9	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051008	0	1	15	0	1	1	5	2	10	1	 	 	 	2	20000	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051008	1	1	41	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	18	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051008	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	12	 	960	0	10	 
IN051008	3	2	28	13	1	 	 	 	 	 	 	 	 	 	 	0	12	12	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051008	4	1	13	7	1	1	5	0	8	1	 	 	 	3	0	0	17	10	24	7	8	0	0	0	0	7	2	7	 	 	 	 	 	 	 
IN051008	28	2	9	14	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	7	9	0	0	0	0	7	2	6	 	 	 	 	 	 	 
IN051009	0	1	15	0	1	1	5	4	9	1	 	 	 	2	0	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051009	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	15	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051009	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051009	3	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051010	0	2	15	0	1	1	5	 	9	1	 	 	 	3	60	0	17	10	26	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051010	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	6	 	 	 	 	 	 	 	 	 	0	10	 	1	10	 
IN051010	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	6	 	 	 	 	 	 	 	 	 	0	10	 	2	10	 
IN051010	28	2	11	7	1	1	5	 	5	1	 	 	 	3	60	0	17	10	26	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	0	1	15	0	1	1	5	3	8	1	 	 	 	2	10000	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	1	1	67	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	2	2	57	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	3	1	43	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	4	1	41	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	5	2	35	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	6	1	33	13	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	7	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	8	2	25	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	9	2	16	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	10	1	15	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051011	11	2	13	7	1	1	6	2	5	1	 	 	 	3	0	0	17	10	24	7	8	0	0	0	0	7	2	7	 	 	 	 	 	 	 
IN051012	0	2	15	0	1	1	5	 	6	1	 	 	 	2	0	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051012	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 	 	0	 	 	15	 	2387
IN051012	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051012	3	1	16	7	1	 	 	 	 	 	 	 	 	 	 	0	13	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051012	4	1	13	7	1	1	5	 	6	1	 	 	 	2	0	0	17	10	25	8	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 
IN051013	0	1	15	0	1	1	5	7	4	0	8	10	4	 	0	0	12	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051013	1	1	43	1	1	 	 	 	 	 	 	 	 	 	 	0	1	4	20	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051013	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	10	 	7050	0	10	 
IN051013	3	2	19	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051013	4	2	17	7	1	0	 	 	 	 	 	 	 	 	 	0	5	5	15	8	9	0	2	0	8	0	0	5	 	30	 	2100	0	10	 
IN051014	0	1	15	0	1	0	 	 	 	 	 	 	 	 	 	0	12	5	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051014	1	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	10	8	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051014	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051014	3	1	17	7	1	0	 	 	 	 	 	 	 	 	 	0	8	10	25	8	8	0	0	0	8	0	0	8	 	 	 	 	 	 	 
IN051014	4	2	13	7	1	0	 	 	 	 	 	 	 	 	 	0	15	12	30	2	9	0	2	0	0	0	0	13	 	 	 	 	 	 	 
IN051014	28	1	11	7	1	1	7	4	3	1	 	 	 	4	0	3	17	10	20	7	9	0	0	0	0	7	0	8	 	 	 	 	 	 	 
IN051015	0	1	15	0	1	1	5	2	5	0	21	11	6	 	0	0	12	11	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051015	1	1	46	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051015	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051015	3	1	17	7	1	1	5	 	5	0	21	11	6	 	0	0	12	11	25	8	8	0	0	0	8	0	0	8	 	 	 	 	 	 	 
IN051016	0	1	15	0	1	1	5	0	9	1	 	 	 	3	80	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051016	1	1	69	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051016	2	2	65	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051016	3	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	18	6	 	 	 	 	 	 	 	 	 	15	 	1125	0	10	88
IN051016	4	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	24	 	1800	0	10	88
IN051016	5	1	35	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN051016	6	2	27	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
