CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUPIMR301	SUPIMR302
IN081005	1	5	45	2002	99	6	2	4	9	88
IN081006	1	3	36	2006	99	3	80	4	4	88
IN081007	1	3	36	2006	99	5	80	4	5	3
IN081007	2	5	45	2008	99	7	5	4	3	88
IN081008	1	5	45	2007	99	6	2	4	4	88
IN081010	1	5	45	2005	99	6	2	5	5	88
IN081011	1	3	36	2006	99	5	2	4	2	7
IN081011	2	5	45	2006	99	6	4	4	3	4
IN081012	1	5	45	2006	99	6	2	4	3	4
IN081013	1	3	36	2000	99	2	80	3	7	88
IN081013	2	5	45	1999	99	6	1	5	5	88
IN081015	1	5	45	2006	9	6	2	4	2	88
IN081016	1	3	36	2006	99	6	3	4	5	3
IN081017	1	5	45	1998	99	8	2	4	5	88
IN081019	1	5	45	2007	99	8	2	3	5	88
IN081020	1	5	45	2008	99	6	4	4	9	88
IN081020	2	3	36	2006	99	3	4	4	5	88
IN081021	1	3	36	2006	99	2	2	3	5	88
IN081022	1	5	45	2008	99	6	2	4	4	88
IN081023	1	3	36	2007	99	6	80	3	6	88
IN081023	2	5	45	2000	99	6	2	5	5	88
IN081024	1	19	36	2004	99	6	80	4	5	3
IN081025	1	5	45	1999	99	6	2	4	9	88
IN081026	1	19	36	2006	99	3	1	5	2	5
IN081027	1	3	36	2006	99	6	80	2	5	88
IN081028	1	5	45	2007	99	6	2	4	5	88
IN081028	2	3	36	2006	99	2	2	3	6	88
IN081028	3	88	 	 	 	 	 	 	 	 
IN081029	1	5	45	2007	99	4	2	4	5	88
IN081029	2	3	36	2006	99	2	2	3	6	88
IN081030	1	19	36	2007	99	6	2	4	2	88
IN081030	2	3	36	2006	99	2	2	4	4	88
IN081031	1	5	45	2008	99	6	2	4	5	88
IN081031	2	3	36	2006	99	3	8	3	7	88
IN081032	1	5	45	2007	99	6	2	4	5	88
IN081033	1	3	36	2006	99	5	80	4	2	7
IN081034	1	1	36	2008	99	8	2	4	1	2
IN081034	2	5	45	2009	99	6	3	4	4	88
IN081035	1	3	36	2006	99	5	80	4	1	7
IN081035	2	5	45	2006	99	6	80	4	2	3
IN081035	3	19	36	2008	2009	6	2	5	2	4
IN081036	1	19	36	2008	9	8	4	4	1	2
IN081037	1	5	45	2007	99	6	3	5	4	88
IN081037	2	12	36	2000	99	6	0	5	4	88
IN081038	1	3	36	2006	99	6	80	3	5	3
IN081039	1	5	45	2005	99	6	3	5	5	88
IN081039	2	3	36	2007	99	6	8	2	7	88
IN081040	1	3	36	2006	99	3	80	2	4	88
IN081041	1	5	45	2006	99	6	3	4	2	3
IN081041	2	19	36	2008	2009	6	1	5	1	4
IN081042	1	19	36	2005	2005	6	2	5	5	88
IN081042	2	3	36	2006	99	3	8	2	7	2
IN081042	3	5	45	2000	99	6	2	5	5	88
IN081043	1	3	36	2006	99	5	2	4	2	7
IN081043	2	5	45	2006	99	6	2	4	3	4
IN081044	1	5	45	2002	99	6	2	4	4	2
IN081044	2	3	36	2006	99	6	2	4	2	88
IN081045	1	5	45	2006	99	6	4	4	2	4
IN081046	1	5	45	2006	99	6	2	4	4	88
IN081046	2	3	36	2006	99	2	2	3	5	88
IN081047	1	5	45	2007	99	4	3	4	5	3
IN081048	1	19	36	2006	99	3	1	5	2	5
IN081049	1	5	45	2007	99	6	2	4	4	88
IN091001	1	5	45	2006	99	1	1	4	9	88
IN091002	1	3	36	2005	99	6	2	3	5	3
IN091003	1	5	45	2002	99	6	2	4	4	88
IN091004	1	3	36	2007	99	4	80	4	5	3
IN091005	1	3	36	2004	99	6	80	4	5	3
IN091006	1	5	45	2006	99	6	2	5	3	4
IN091006	2	3	36	2006	99	5	1	4	2	7
IN091008	1	3	36	2006	99	5	2	4	2	7
IN091008	2	5	45	2008	99	6	2	5	3	4
IN091010	1	19	45	2008	2008	8	2	4	7	88
IN091012	1	3	36	2006	99	4	80	4	5	88
IN091013	1	1	36	2008	2008	77	5	4	9	 
IN091015	1	5	45	2007	99	6	2	4	4	88
IN091016	1	5	45	2005	99	7	2	4	5	88
IN091017	1	16	36	1999	2002	6	0	3	4	6
IN091018	1	5	45	2004	99	8	2	5	4	88
IN091019	1	3	36	2008	99	3	80	4	2	4
IN091021	1	5	45	2006	99	6	3	4	3	4
IN091021	2	12	36	2009	99	1	0	4	1	4
IN091022	1	5	45	2008	99	8	2	3	5	88
IN091026	1	19	36	2006	2006	6	3	5	5	88
IN091026	2	5	45	2007	99	6	3	5	5	88
IN091027	1	3	36	2006	9	4	80	4	7	2
IN091030	1	5	45	2008	99	8	2	3	5	88
IN091031	1	19	36	2006	2006	6	3	5	5	88
IN091036	1	5	45	2006	99	6	2	4	1	2
IN091037	1	3	36	2006	99	3	80	4	5	3
IN091037	2	5	45	2008	99	7	2	4	5	88
IN091039	1	19	50	2008	2008	6	1	4	4	5
IN091040	1	5	45	2007	99	6	2	4	2	88
IN091042	1	5	45	1999	99	6	2	4	2	9
IN091045	1	19	36	2008	2008	6	2	4	5	6
IN091047	1	5	36	1999	2005	8	3	5	4	3
IN101006	1	5	45	2006	99	6	80	4	5	88
IN101011	1	5	45	2007	99	6	2	4	5	88
IN101016	1	5	45	2006	99	6	2	4	2	4
IN101016	2	19	36	2006	99	3	1	5	2	5
IN101017	1	5	45	2006	99	6	2	4	9	88
IN101019	1	5	45	2006	99	6	2	4	2	4
IN101020	1	5	45	2007	99	6	2	4	5	88
IN101021	1	16	36	2006	99	1	3	5	1	4
IN101024	1	5	45	2006	99	6	2	4	2	4
IN101025	1	3	45	2006	99	4	2	4	3	4
IN101026	1	5	45	2007	99	6	2	4	4	88
IN101027	1	5	45	2005	99	6	2	4	5	88
IN101028	1	5	45	2003	99	6	2	4	2	88
IN101028	2	19	36	2006	99	4	2	4	4	88
IN101030	1	5	45	2006	99	6	2	4	8	88
IN101031	1	5	45	2007	99	6	2	3	6	88
IN101031	2	19	36	2008	99	3	1	5	5	88
IN101032	1	19	48	2002	99	6	2	4	9	88
IN101033	1	5	45	2007	99	6	2	4	5	88
IN101034	1	5	45	2007	99	6	5	4	9	88
IN101035	1	5	45	2008	99	6	2	4	9	88
IN101038	1	5	45	1994	99	6	2	4	9	88
IN101040	1	5	45	1995	99	6	2	4	5	88
IN101044	1	5	45	2006	99	6	2	4	2	5
IN101048	1	5	45	2008	99	6	2	4	5	88
IN111001	1	1	36	2009	99	6	80	4	2	4
IN111001	2	3	36	2006	99	7	80	4	2	4
IN111002	1	12	48	2004	99	6	0	1	4	 
IN111002	2	19	48	2003	2006	6	2	1	9	 
IN111002	3	19	48	2007	2007	6	1	1	9	 
IN111003	1	1	36	2009	2009	6	1	4	4	5
IN111003	2	88	 	 	 	 	 	 	 	 
IN111004	1	19	48	2009	99	6	0	1	4	88
IN111006	1	19	36	2008	2008	6	2	4	5	88
IN111007	1	19	36	2008	99	6	2	1	5	 
IN111007	2	19	36	2007	99	6	1	1	9	 
IN111008	1	6	36	2008	99	3	3	1	5	 
IN111008	2	16	48	2006	99	6	3	1	6	 
IN111009	1	19	36	2009	2009	6	3	1	4	88
IN111009	2	12	48	2007	99	6	0	1	6	4
IN111009	3	12	48	2008	99	6	0	1	4	6
IN111010	1	6	36	1993	99	3	5	4	5	88
IN111010	2	16	36	1994	99	6	0	4	4	88
IN111010	3	3	36	2006	99	5	80	4	1	2
IN111011	1	17	36	2004	2004	6	80	5	5	88
IN111011	2	12	36	2001	99	6	0	5	4	88
IN111011	3	5	36	2008	2008	6	80	4	5	88
IN111012	1	12	48	2004	99	6	90	4	6	88
IN111012	2	14	36	2006	99	8	80	4	7	 
IN111013	1	12	36	1999	2008	6	0	4	4	6
IN111013	2	3	36	2006	99	5	80	4	1	2
IN111014	1	3	36	2006	99	5	80	4	7	88
IN111015	1	16	36	2001	99	6	80	4	4	88
IN111015	2	3	36	2006	99	5	80	4	7	88
IN111015	3	88	 	 	 	 	 	 	 	 
IN111016	1	12	36	1998	99	4	0	4	4	6
IN111016	2	14	36	2006	99	5	80	2	1	88
IN111016	3	9	48	2006	2006	4	80	5	5	88
IN111019	1	1	40	1998	99	6	4	4	1	2
IN111019	2	12	45	1999	99	6	4	4	4	1
IN111020	1	5	45	2008	2008	6	2	4	1	5
IN111022	1	1	36	2008	99	8	2	4	1	5
IN111022	2	12	45	2008	99	8	3	4	1	5
IN111023	1	1	40	1999	99	6	3	4	1	2
IN111023	2	12	45	1995	99	6	3	4	1	2
IN111023	3	88	 	 	 	 	 	 	 	 
IN111024	1	3	45	2006	99	8	3	4	7	1
IN111024	2	1	40	2000	99	6	3	4	1	5
IN111025	1	1	36	2008	2008	6	88	4	1	5
IN111025	2	1	45	2006	2009	6	2	4	1	5
IN111025	3	19	45	2008	99	8	2	4	1	5
IN111026	1	12	36	2000	99	6	0	4	4	7
IN111026	2	19	36	1985	99	6	2	4	1	5
IN111027	1	19	36	2007	99	4	80	4	9	 
IN111028	1	5	45	2007	99	6	3	4	5	 
IN111029	1	1	45	2008	2008	8	2	4	1	5
IN111029	2	1	36	2008	99	8	2	4	1	5
IN111030	1	19	36	2008	2009	4	80	4	5	8
IN111031	1	19	36	2008	2008	6	2	5	5	88
IN111031	2	19	36	2008	99	6	1	4	2	5
IN111031	3	19	36	2008	2008	6	2	5	5	88
IN111032	1	12	45	1990	99	6	3	4	1	4
IN111032	2	1	40	1995	9	6	1	4	2	1
IN111033	1	19	36	2003	2003	6	1	5	5	88
IN111033	2	19	36	2006	2006	6	2	5	5	88
IN111034	1	5	36	2000	99	6	1	4	1	88
IN111034	2	1	36	2003	99	6	1	4	1	88
IN111035	1	19	48	2006	2006	6	2	5	5	88
IN111036	1	19	36	2000	99	6	1	4	1	9
IN111038	1	1	45	2009	99	6	80	4	1	5
IN111039	1	1	45	2009	99	6	2	4	1	5
IN111040	1	1	40	1990	99	6	2	4	1	4
IN111040	2	19	45	2004	99	6	3	4	4	2
IN111043	1	19	36	2000	2009	4	2	4	4	88
IN111044	1	1	36	2006	99	6	1	4	1	88
IN111044	2	1	36	2006	99	6	1	4	1	88
IN111045	1	12	36	1999	2008	6	0	4	6	4
IN111045	2	3	36	2006	99	5	80	2	1	2
IN111045	3	19	36	2007	2007	6	80	5	5	88
IN111046	1	12	36	2001	99	6	0	4	6	4
IN111046	2	19	36	2006	2006	6	80	4	5	88
IN111046	3	19	36	2000	99	6	80	4	1	2
IN111047	1	3	36	2006	99	5	80	2	1	2
IN111047	2	12	36	1999	2009	6	0	4	6	4
IN111047	3	19	36	2008	2008	6	80	5	5	88
IN111048	1	12	36	 	99	6	0	1	1	2
IN111048	2	19	36	2006	99	6	2	1	4	88
IN111048	3	19	16	2007	99	6	2	1	4	88
IN111049	1	12	36	2000	99	6	0	5	6	88
IN111049	2	19	36	2004	2004	6	2	5	5	88
IN111049	3	19	36	1999	1999	6	2	5	9	88
IN111050	1	16	36	2000	2009	6	0	4	4	88
IN111050	2	1	36	2008	99	6	80	4	1	4
IN111051	1	12	36	2000	99	6	0	4	4	6
IN111051	2	5	45	2007	99	5	3	4	5	1
IN111053	1	1	40	2000	99	6	3	4	1	4
IN111056	1	16	36	2001	99	6	0	4	4	88
IN111056	2	3	36	2006	99	5	80	4	7	88
IN111057	1	12	36	2001	99	6	0	4	6	88
IN121003	1	19	36	2008	99	6	2	4	8	5
IN121004	1	1	36	2007	99	6	1	4	1	88
IN121005	1	1	36	2006	99	6	1	4	1	6
IN121006	1	19	36	2008	99	6	2	4	5	88
IN121006	2	12	48	2009	6	1	6	1	4	6
IN121007	1	19	36	2008	99	6	3	4	5	88
IN121008	1	19	36	2008	2009	6	2	1	5	88
IN121010	1	1	45	2007	99	8	1	4	1	5
IN121014	1	1	36	2008	99	1	2	4	1	5
IN121014	2	5	45	2006	99	8	3	4	1	5
IN121017	1	1	36	2008	8	8	0	4	1	5
IN121018	1	1	36	2007	2007	8	1	4	1	5
IN121020	1	5	45	2008	99	8	2	4	1	5
IN121020	2	1	36	2007	99	1	1	4	1	5
IN121022	1	19	36	2006	99	6	1	4	1	5
IN121022	2	12	48	2009	99	6	0	5	4	6
IN121023	1	19	36	2006	99	6	2	4	2	5
IN121024	1	19	36	2008	99	6	1	4	5	2
IN121024	2	19	48	2008	99	6	80	4	1	5
IN121025	1	19	48	2008	99	6	80	4	1	5
IN121026	1	19	48	2008	99	4	4	5	8	5
IN121026	2	19	48	2008	99	4	80	4	1	5
IN121027	1	1	36	2009	99	6	5	4	1	5
IN121027	2	19	48	2008	2008	6	3	4	6	5
IN121028	1	1	36	2008	99	6	80	4	1	5
IN121028	2	9	48	2009	2009	8	4	4	1	5
IN121029	1	1	36	2008	99	6	3	4	4	5
IN121029	2	1	48	2008	2008	6	3	4	4	5
IN121030	1	1	36	2004	99	6	1	4	2	5
IN121031	1	5	48	2008	2008	6	2	4	1	5
IN121032	1	1	36	2004	99	6	1	4	1	88
IN121035	1	19	46	2008	99	8	2	4	1	5
IN121035	2	19	36	2008	2009	8	1	4	1	5
IN121036	1	19	36	2006	99	6	2	4	5	6
IN121037	1	1	46	2009	2009	8	2	4	1	5
IN121038	1	19	36	2009	99	6	2	4	5	3
IN121038	2	19	36	2006	99	6	1	4	5	4
IN121050	1	19	36	2006	99	6	1	4	2	6
IN131001	1	12	48	2006	99	6	0	4	6	4
IN131005	1	1	36	2008	99	6	90	4	1	8
IN131005	2	19	36	2008	99	6	1	4	8	88
IN131007	1	1	36	2007	99	6	1	4	1	8
IN131009	1	1	36	2000	99	4	1	4	4	5
IN131009	2	1	36	1995	99	4	1	4	1	4
IN131010	1	19	36	2008	99	4	5	4	8	88
IN131011	1	1	36	2002	99	6	1	4	2	4
IN131012	1	19	36	2008	99	4	1	2	4	88
IN131013	1	19	36	2008	99	4	4	4	8	2
IN131013	2	19	36	2008	2009	6	1	5	8	88
IN131014	1	19	36	2009	99	6	2	4	5	1
IN131014	2	19	45	2009	99	6	3	4	5	88
IN131017	1	19	36	2008	2008	8	3	4	1	5
IN131018	1	1	36	2006	99	6	1	4	2	4
IN131019	1	19	36	2008	99	6	1	4	5	3
IN131020	1	19	36	2008	99	6	2	4	5	4
IN131020	2	19	36	2008	99	6	1	4	2	5
IN131022	1	19	36	2008	2009	6	3	4	5	6
IN131022	2	19	36	2008	99	6	2	4	6	4
IN131023	1	19	36	2008	99	6	1	4	2	5
IN131025	1	19	36	2008	2008	8	5	4	1	5
IN131025	2	19	36	2009	99	6	5	4	1	5
IN131026	1	19	36	2006	99	6	4	5	4	5
IN131027	1	19	36	2008	99	6	1	4	4	2
IN131027	2	19	36	2009	2009	6	2	4	5	6
IN131027	3	6	48	2009	99	6	0	5	5	6
IN131028	1	19	36	2008	99	6	3	4	5	2
IN131028	2	19	36	2008	99	6	4	4	5	6
IN131031	1	5	36	2009	99	6	2	4	5	4
IN131034	1	19	36	2008	2008	8	3	4	1	5
IN131035	1	1	36	2003	99	6	2	4	1	4
IN131036	1	19	36	2008	99	4	6	4	8	88
IN131037	1	1	36	2007	99	6	2	4	2	4
IN131038	1	19	36	2008	99	8	3	4	1	5
IN131039	1	19	36	2008	99	4	2	4	4	88
IN131039	2	19	36	2008	99	4	9	4	8	88
IN131041	1	19	36	2008	99	4	2	4	8	88
IN131041	2	19	36	2008	99	6	1	4	2	88
IN131042	1	19	36	2008	99	6	2	4	8	88
IN131043	1	19	36	2008	99	6	1	4	1	5
IN131044	1	19	36	2008	99	6	80	4	2	5
IN131045	1	77	45	2008	99	6	3	5	5	4
IN131045	2	19	36	2008	99	6	2	4	5	1
IN131046	1	1	36	2006	99	6	2	4	1	6
IN131046	2	19	36	2008	99	6	2	4	8	88
IN131047	1	19	36	2008	2009	6	90	4	5	6
IN131047	2	9	36	2009	2009	6	90	4	5	88
IN131048	1	19	36	2008	99	6	2	4	8	88
IN141001	1	19	36	2005	99	3	4	5	88	88
IN141001	2	12	36	2009	99	1	28	5	1	2
IN141002	1	12	36	2006	99	6	0	4	6	88
IN141004	1	19	36	2007	99	8	2	4	88	88
IN141004	2	12	36	7777	99	6	0	4	6	88
IN141005	1	5	45	2008	99	3	2	4	5	3
IN141005	2	6	36	2007	99	3	2	4	2	88
IN141006	1	5	45	2004	99	2	2	4	3	88
IN141007	1	5	45	2008	99	7	3	4	5	9
IN141007	2	19	36	1995	99	3	80	4	5	2
IN141008	1	5	45	2007	99	4	2	5	88	88
IN141008	2	12	36	2008	99	3	5	5	1	88
IN141009	1	19	36	2007	99	7	2	5	88	88
IN141009	2	6	45	2007	99	4	2	4	1	88
IN141014	1	5	45	2006	99	8	2	4	7	8
IN141015	1	19	36	2006	99	7	2	4	88	88
IN141015	2	12	36	2009	99	1	28	5	1	2
IN141017	1	19	36	2006	99	7	3	5	88	88
IN141017	2	12	36	2005	99	4	80	4	1	2
IN141018	1	5	45	2008	99	7	2	4	5	88
IN141018	2	19	36	2009	99	3	1	4	1	5
IN141020	1	5	45	2006	99	8	2	4	7	8
IN141021	1	5	45	2009	99	7	2	4	9	88
IN141022	1	5	45	2008	99	7	2	3	9	88
IN141022	2	19	36	2004	99	3	80	4	1	5
IN141024	1	6	36	2000	99	3	1	4	5	3
IN141026	1	3	36	2006	99	3	80	3	88	88
IN141028	1	19	36	2001	99	4	1	4	5	2
IN141031	1	19	36	2008	99	8	2	3	7	8
IN141032	1	19	36	2009	99	3	80	4	1	88
IN141034	1	5	45	2006	99	8	2	4	7	8
IN141036	1	5	45	2006	99	8	6	4	7	8
IN141037	1	5	45	2006	99	3	3	4	3	2
IN141038	1	12	36	2006	2009	1	0	4	6	88
IN141039	1	6	45	2008	99	1	80	5	88	88
IN141040	1	5	45	2003	99	3	80	4	3	2
IN141040	2	6	36	2005	99	3	2	4	1	5
IN141041	1	19	36	2008	2009	8	2	4	7	8
IN141041	2	16	36	2009	99	6	3	4	1	4
IN141043	1	6	45	2006	99	4	2	5	1	88
IN141044	1	19	36	1994	99	3	1	4	2	3
IN141047	1	5	45	2007	99	8	3	4	7	8
IN141047	2	19	36	2008	99	8	3	4	8	7
IN141047	3	19	36	2001	99	3	1	4	5	1
IN141048	1	5	45	2008	99	8	2	4	7	8
IN141048	2	19	36	2008	99	8	2	4	6	7
IN141049	1	5	45	2009	99	7	2	3	2	88
IN141049	2	12	4	2008	99	1	4	5	4	6
IN151001	1	5	45	2008	99	7	2	4	5	88
IN151001	2	3	36	2007	99	4	2	3	88	88
IN151002	1	3	36	2007	99	4	80	4	6	88
IN151002	2	5	45	2002	99	3	2	4	1	88
IN151003	1	5	45	2005	99	8	2	4	7	8
IN151003	2	19	36	2009	99	3	2	4	5	8
IN151003	3	19	36	2008	2008	8	80	2	4	5
IN151004	1	5	45	2007	99	3	5	4	2	3
IN151004	2	16	46	2007	99	1	80	4	6	4
IN151004	3	4	36	2008	99	5	80	4	7	8
IN151005	1	19	36	2008	2009	7	2	3	88	88
IN151005	2	3	36	2007	99	5	80	3	2	88
IN151005	3	5	45	2007	99	8	2	4	1	2
IN151006	1	19	36	2007	99	3	1	4	7	8
IN151006	2	5	45	2008	99	8	2	3	5	6
IN151006	3	3	36	2006	99	4	80	3	7	8
IN151007	1	19	36	2008	99	7	2	3	88	88
IN151007	2	3	36	2007	99	5	80	3	1	88
IN151007	3	5	45	2007	99	8	2	4	2	88
IN151008	1	3	36	2007	99	5	80	3	2	88
IN151008	2	5	45	2007	99	8	2	4	4	88
IN151008	3	19	36	2009	99	7	2	3	88	88
IN151009	1	3	36	2006	99	4	80	3	88	88
IN151009	2	5	45	2007	99	6	3	4	88	88
IN151009	3	12	36	2009	99	1	0	5	2	1
IN151010	1	3	36	2007	99	5	80	4	5	88
IN151010	2	5	45	2007	2009	7	2	3	9	88
IN151010	3	19	36	2008	99	7	2	3	88	88
IN151011	1	19	36	2008	99	3	1	4	6	5
IN151011	2	5	45	2007	99	8	2	3	7	8
IN151011	3	3	36	2006	99	4	80	3	7	8
IN151012	1	5	45	2009	2009	7	2	3	5	88
IN151012	2	19	36	2008	99	3	80	4	1	5
IN151012	3	19	36	2008	99	7	2	3	5	88
IN151013	1	19	36	2007	99	7	4	3	88	88
IN151013	2	5	45	2009	99	8	4	4	3	1
IN151013	3	3	36	2007	99	5	80	3	7	88
IN151014	1	3	36	2006	99	4	80	3	88	88
IN151014	2	5	45	2008	99	6	2	5	88	88
IN151014	3	12	36	2006	99	1	28	4	88	88
IN151015	1	5	45	2007	99	5	4	4	4	1
IN151015	2	12	36	2006	99	1	80	5	1	2
IN151016	1	19	36	2008	2009	7	3	4	5	88
IN151016	2	5	45	2009	99	7	3	4	5	88
IN151017	1	3	36	2006	99	4	80	4	88	88
IN151017	2	5	45	2003	99	6	2	5	1	88
IN151017	3	19	36	2008	99	7	2	5	88	88
IN151017	4	12	36	2006	99	1	0	4	1	2
IN151018	1	5	45	2008	99	7	2	3	9	88
IN151018	2	19	36	2007	2009	7	2	5	5	88
IN151018	3	3	36	2007	99	5	80	4	5	1
IN151019	1	3	36	2006	99	4	80	5	4	88
IN151019	2	5	45	2004	99	6	2	4	88	88
IN151019	3	19	36	2009	99	7	2	5	88	88
IN151019	4	12	36	2005	99	1	80	4	2	6
IN151020	1	3	36	2006	99	4	80	4	7	8
IN151020	2	5	45	2003	99	8	3	4	3	8
IN151020	3	19	36	2008	99	8	3	3	7	8
IN151021	1	3	36	2006	99	4	80	4	7	8
IN151021	2	5	45	2004	99	6	2	4	7	8
IN151022	1	3	36	2007	99	5	80	4	7	88
IN151022	2	5	45	2004	99	3	2	4	2	5
IN151023	1	5	45	2001	99	4	2	4	7	5
IN151023	2	3	36	2006	99	8	80	4	7	8
IN151024	1	3	36	2007	99	5	80	3	2	88
IN151024	2	12	36	2007	99	6	0	4	6	88
IN151024	3	19	36	2008	99	7	1	3	88	88
IN151025	1	3	36	2006	99	4	80	4	7	8
IN151025	2	5	45	2005	99	8	2	4	7	8
IN151025	3	16	36	2007	99	6	0	4	4	6
IN151026	1	3	36	2006	99	4	80	4	7	8
IN151026	2	5	45	2007	99	8	2	4	7	8
IN151026	3	16	36	2004	99	6	80	4	6	4
IN151027	1	5	45	2003	99	3	2	4	2	88
IN151027	2	3	36	2007	99	5	80	4	7	88
IN151027	3	16	46	2007	99	1	80	4	6	88
IN151028	1	19	36	2007	99	7	3	3	88	88
IN151028	2	3	36	2007	99	5	80	4	2	88
IN151028	3	12	36	2008	99	6	0	4	6	88
IN151029	1	3	36	2008	99	7	2	4	5	88
IN151029	2	5	45	2009	99	7	80	4	9	88
IN151029	3	3	36	2006	99	3	80	3	5	1
IN151030	1	3	36	2009	99	4	80	4	5	88
IN151031	1	3	36	2007	99	4	80	4	5	88
IN151031	2	19	36	2009	99	3	29	4	5	1
IN151032	1	5	45	2002	99	8	80	4	2	4
IN151032	2	19	36	2006	99	3	80	4	5	6
IN151032	3	19	36	2007	99	8	80	4	7	8
IN151033	1	3	36	2006	99	4	80	4	7	8
IN151033	2	19	36	2002	99	3	1	4	5	2
IN151033	3	19	36	2006	99	8	4	4	7	8
IN151034	1	5	45	2006	99	6	2	5	3	2
IN151034	2	3	36	2007	99	5	80	4	2	88
IN151034	3	19	36	2007	2008	7	2	4	88	88
IN151035	1	3	36	2006	99	4	80	4	5	3
IN151035	2	12	36	2000	99	1	80	4	6	4
IN151036	1	3	36	2007	99	5	80	4	7	2
IN151036	2	5	45	2004	99	3	3	4	1	88
IN151036	3	16	46	2005	99	1	0	4	4	6
IN151037	1	3	36	2007	99	5	80	3	7	2
IN151037	2	5	45	2005	99	3	1	4	5	1
IN151038	1	3	36	2007	99	5	80	4	7	88
IN151038	2	5	45	2004	99	3	2	4	5	2
IN151039	1	3	36	2007	99	5	80	4	1	88
IN151039	2	5	45	2004	99	3	2	4	7	88
IN151039	3	3	46	2005	99	1	0	4	4	6
IN151040	1	3	36	2006	99	4	80	4	7	8
IN151040	2	19	36	2007	99	8	5	4	7	8
IN151041	1	19	36	2007	2009	7	2	3	88	88
IN151041	2	3	36	2007	99	5	80	4	2	88
IN151041	3	5	45	2005	99	8	2	4	2	1
IN151041	4	12	36	2003	99	6	0	4	6	88
IN151042	1	6	36	2007	99	3	29	4	5	2
IN151042	2	4	45	2000	99	3	2	4	1	88
IN151042	3	3	36	2006	99	5	80	4	7	88
IN151043	1	5	45	2004	99	8	2	4	5	3
IN151043	2	3	36	2006	99	4	80	3	7	8
IN151043	3	19	36	2006	99	3	2	4	3	5
IN151044	1	5	45	2006	99	8	2	4	6	5
IN151044	2	3	36	2006	99	4	80	4	7	8
IN151044	3	19	36	2007	99	8	2	3	7	8
IN151045	1	3	36	2007	99	5	80	4	2	8
IN151045	2	5	45	2004	99	3	2	4	3	88
IN151045	3	16	46	2006	99	1	80	4	4	6
IN151046	1	3	16	2006	99	4	80	3	5	7
IN151046	2	16	16	2006	99	6	80	4	6	4
IN151046	3	5	45	2005	99	8	3	4	7	8
IN151047	1	5	45	2008	99	7	2	3	5	88
IN151047	2	19	36	2008	99	3	80	4	5	1
IN151047	3	3	36	2007	99	4	80	3	1	88
IN151048	1	3	36	2006	99	5	80	5	88	88
IN151048	2	5	45	2004	99	6	1	4	1	88
IN151048	3	12	36	2005	99	1	0	5	1	2
IN151049	1	3	36	2006	99	4	80	4	7	8
IN151049	2	19	36	2007	99	3	80	4	5	7
IN151049	3	19	36	2008	99	8	2	2	7	8
IN161001	1	3	36	2006	99	4	80	4	88	88
IN161001	2	5	45	2009	99	3	2	3	88	88
IN161002	1	5	45	2006	99	8	2	5	3	88
IN161002	2	12	36	2001	99	1	80	5	1	6
IN161003	1	5	45	2006	99	5	2	4	1	88
IN161003	2	16	36	2007	99	1	28	4	1	88
IN161004	1	3	36	2006	99	4	80	3	7	8
IN161004	2	16	36	2007	99	6	0	4	2	6
IN161004	3	5	45	2006	99	8	2	4	5	7
IN161005	1	5	45	2009	2009	7	4	3	5	88
IN161005	2	19	36	2005	99	1	0	5	6	4
IN161006	1	3	36	2006	99	4	80	4	88	88
IN161006	2	5	45	2009	99	7	2	3	88	88
IN161007	1	5	45	2008	2008	7	2	3	5	88
IN161007	2	12	36	2003	99	1	28	4	6	88
IN161008	1	3	36	2006	99	4	80	3	7	8
IN161008	2	5	45	2006	99	6	2	4	7	8
IN161008	3	16	36	2007	99	6	80	4	4	6
IN161009	1	5	45	1995	99	5	80	4	4	88
IN161009	2	3	36	2006	99	5	80	4	4	88
IN161009	3	12	36	2007	99	1	80	5	2	6
IN161010	1	19	36	2004	99	3	1	4	5	7
IN161010	2	16	36	2006	99	6	80	4	1	4
IN161010	3	3	36	2006	99	4	1	3	7	8
IN161010	4	5	45	2007	99	4	1	4	7	8
IN161011	1	5	45	2007	2007	7	2	3	5	88
IN161011	2	19	36	2008	99	1	0	4	6	88
IN161012	1	5	45	2007	2007	7	2	3	5	88
IN161012	2	3	36	2007	99	5	80	1	5	88
IN161013	1	5	45	1999	99	5	2	4	3	88
IN161013	2	3	36	2006	99	6	88	2	4	88
IN161013	3	16	36	2006	99	1	88	5	2	4
IN161014	1	3	36	2006	99	4	80	2	88	88
IN161014	2	5	45	1994	99	6	80	4	88	88
IN161014	3	12	36	2006	99	1	0	5	1	2
IN161015	1	5	45	2008	99	8	2	3	4	5
IN161015	2	3	36	2007	99	4	80	1	5	88
IN161015	3	16	36	2006	99	1	0	5	6	4
IN161016	1	12	36	2000	99	6	80	4	4	6
IN161016	2	5	45	2006	99	8	4	4	5	8
IN161016	3	3	36	2006	99	4	80	2	7	8
IN161017	1	16	36	2006	99	6	80	4	1	6
IN161017	2	19	36	2006	99	3	1	4	7	8
IN161017	3	3	36	2006	99	4	80	3	7	8
IN161018	1	5	46	1999	99	7	80	3	3	88
IN161018	2	3	36	2007	99	4	80	2	5	88
