CHILDID	PASSID	NUMASTR3	ASSETR3	ASTACTR3	NUMOWNR3	VALASTR3
IN131014	1	1	5	11	1	40000
IN131014	2	15	1	11	15	550
IN131014	3	1	25	24	1	300000
IN131015	1	1	4	11	1	300
IN131015	2	12	1	11	12	430
IN131015	3	1	5	11	1	13500
IN131017	1	4	1	29	4	350
IN131018	1	3	1	11	3	200
IN131019	1	4	1	5	4	175
IN131020	1	1	5	11	1	3000
IN131020	2	1	4	11	1	1000
IN131020	3	7	1	11	7	575
IN131021	1	3	1	11	3	180
IN131022	1	15	1	5	15	585
IN131023	1	1	21	21	1	1500
IN131023	2	5	1	11	5	300
IN131024	1	2	23	23	2	2300
IN131024	2	1	21	21	1	1500
IN131026	1	5	1	11	5	400
IN131026	2	1	4	11	1	2000
IN131027	1	7	23	23	7	6500
IN131027	2	3	1	23	3	370
IN131028	1	1	5	11	1	45000
IN131028	2	15	1	11	15	670
IN131028	3	1	7	11	0	-88
IN131029	1	3	8	11	3	150
IN131030	1	6	1	11	6	550
IN131031	1	5	15	12	5	4000
IN131032	1	1	4	11	1	500
IN131032	2	2	8	11	2	1000
IN131032	3	5	1	11	5	350
IN131034	1	12	1	11	12	570
IN131035	1	1	4	11	1	500
IN131035	2	2	8	11	2	2000
IN131035	3	5	1	11	5	500
IN131037	1	1	4	11	1	400
IN131037	2	1	8	11	1	2000
IN131037	3	5	1	11	5	300
IN131038	1	4	1	11	4	250
IN131039	1	1	4	11	11	1500
IN131039	2	30	1	11	30	1060
IN131039	3	1	2	11	1	10000
IN131040	1	1	23	23	1	1000
IN131041	1	1	4	11	0	0
IN131041	2	5	1	11	1	200
IN131042	1	1	4	11	0	0
IN131042	2	7	1	11	7	330
IN131043	1	1	5	11	1	40000
IN131043	2	7	1	11	7	280
IN131043	3	2	4	11	0	-88
IN131044	1	1	5	11	1	30000
IN131044	2	1	4	11	1	200
IN131044	3	14	1	11	14	535
IN131045	1	4	1	11	4	200
IN131045	2	2	4	11	0	-88
IN131046	1	6	1	11	6	470
IN131046	2	1	7	11	0	-88
IN131047	1	8	15	23	8	24300
IN131048	1	7	1	11	7	800
IN131049	1	1	4	11	1	500
IN131049	2	2	8	11	2	2000
IN131049	3	3	1	11	3	500
IN131050	1	1	25	23	1	6000
IN141004	1	6	30	7	6	2500
IN141004	2	6	17	16	6	2000
IN141005	1	2	1	11	2	120
IN141005	2	3	30	7	3	180
IN141007	1	10	30	8	10	800
IN141007	2	5	1	11	5	450
IN141009	1	4	25	24	2	5000
IN141010	1	3	25	24	2	3000
IN141013	1	1	21	21	1	1000
IN141015	1	5	15	12	3	500
IN141017	1	4	25	24	2	3500
IN141018	1	 	30	7	 	60000
IN141020	1	4	30	26	4	25000
IN141021	1	8	15	12	8	2500
IN141022	1	1	7	21	1	300000
IN141022	2	20	15	12	20	8000
IN141023	1	1	21	21	1	2000
IN141024	1	3	19	14	3	800
IN141030	1	2	21	21	2	6000
IN141034	1	12	23	23	12	6500
IN141034	2	1	21	21	1	8000
IN141035	1	16	23	23	16	11000
IN141035	2	1	21	21	1	1000
IN141036	1	21	30	26	21	55000
IN141037	1	3	21	21	3	3000
IN141039	1	3	21	21	2	500
IN141041	1	12	13	26	12	1200
IN141041	2	2	21	21	2	6000
IN141047	1	2	21	21	2	18000
IN151001	1	2	4	11	2	1500
IN151001	2	6	1	11	6	800
IN151002	1	50	4	11	4	4000
IN151002	2	1	7	11	0	-88
IN151002	3	15	1	11	15	2500
IN151003	1	6	1	11	6	1000
IN151004	1	5	1	11	5	1200
IN151004	2	1	7	11	0	 
IN151004	3	2	4	11	2	800
IN151005	1	10	1	11	10	3000
IN151005	2	1	2	11	1	1500
IN151006	1	14	1	11	14	2800
IN151006	2	1	3	11	1	800
IN151007	1	4	1	11	4	200
IN151007	2	4	13	7	4	400
IN151008	1	8	1	11	8	3000
IN151008	2	1	2	11	1	2500
IN151009	1	4	1	11	3	200
IN151009	2	2	4	11	1	500
IN151010	1	2	4	11	2	450
IN151010	2	5	1	11	5	300
IN151011	1	12	1	11	12	5500
IN151011	2	1	2	11	1	10000
IN151012	1	3	4	11	3	2000
IN151012	2	10	1	11	10	1600
IN151012	3	1	3	11	1	400
IN151013	1	6	1	11	2	80
IN151014	1	3	1	11	2	80
IN151014	2	1	4	11	0	-88
IN151015	1	4	1	11	4	400
IN151015	2	1	2	1	1	6000
IN151016	1	4	1	11	4	350
IN151017	1	3	1	11	2	100
IN151017	2	3	4	11	0	-88
IN151018	1	6	4	11	6	3000
IN151018	2	1	2	11	1	8000
IN151018	3	3	3	11	3	2400
IN151019	1	6	1	11	5	250
IN151019	2	3	4	11	1	1000
IN151020	1	5	12	32	5	3500
IN151021	1	10	1	11	10	4200
IN151021	2	1	2	11	1	8000
IN151021	3	1	3	11	 	800
IN151022	1	10	1	11	10	3000
IN151022	2	1	7	11	0	-88
IN151022	3	3	4	11	3	3500
IN151023	1	22	1	11	22	8000
IN151023	2	1	2	11	1	8500
IN151023	3	1	30	11	1	700000
IN151024	1	4	1	11	4	200
IN151025	1	15	1	11	15	5000
IN151025	2	1	2	11	1	6000
IN151025	3	2	3	11	1	800
IN151026	1	6	1	11	6	2500
IN151026	2	1	18	8	1	2100
IN151027	1	4	4	11	4	4000
IN151027	2	1	7	11	0	-88
IN151027	3	10	1	11	10	3000
IN151028	1	3	4	11	3	4500
IN151028	2	1	2	11	1	8000
IN151028	3	8	1	11	8	2000
IN151029	1	5	1	11	5	800
IN151030	1	2	1	11	2	90
IN151031	1	2	4	11	2	1200
IN151031	2	1	2	11	1	5500
IN151031	3	7	1	11	7	1000
IN151032	1	6	1	11	6	1200
IN151032	2	1	21	21	1	2000
IN151033	1	8	1	11	8	1200
IN151033	2	2	21	21	2	5000
IN151034	1	4	1	11	4	300
IN151035	1	2	1	11	2	90
IN151036	1	5	1	11	5	1200
IN151037	1	4	1	11	4	300
IN151038	1	5	1	11	5	700
IN151038	2	3	4	11	3	3000
IN151038	3	1	2	11	1	10000
IN151039	1	8	1	11	8	1200
IN151039	2	1	7	11	0	-88
IN151040	1	15	1	11	15	2500
IN151040	2	1	2	11	1	8000
IN151040	3	2	3	11	2	4000
IN151041	1	6	1	11	6	600
IN151041	2	1	2	11	1	2000
IN151041	3	6	4	11	3	2300
IN151042	1	11	1	11	11	3000
IN151042	2	1	2	11	1	10000
IN151042	3	2	4	11	2	8000
IN151043	1	10	1	11	10	4500
IN151043	2	1	2	11	1	5000
IN151043	3	1	3	11	1	800
IN151044	1	2	21	21	2	12000
IN151044	2	1	25	24	1	118000
IN151044	3	6	1	11	6	1200
IN151045	1	5	1	11	5	700
IN151045	2	3	4	11	3	2500
IN151045	3	1	2	11	1	10000
IN151046	1	4	1	11	4	800
IN151047	1	6	1	11	6	1100
IN151048	1	4	1	11	2	100
IN151049	1	5	1	11	5	3000
IN161001	1	4	1	11	2	60
IN161003	1	3	1	5	3	300
IN161003	2	6	13	7	6	600
IN161004	1	5	1	11	5	1200
IN161005	1	20	15	12	20	10000
IN161005	2	4	1	11	4	350
IN161006	1	4	15	12	3	500
IN161007	1	15	30	16	15	2500
IN161007	2	4	1	11	4	350
IN161008	1	12	1	11	12	2500
IN161009	1	6	1	11	6	2600
IN161010	1	4	1	11	4	800
IN161011	1	6	4	11	6	2500
IN161011	2	10	1	11	10	1500
IN161011	3	1	3	11	1	700
IN161012	1	8	1	11	8	600
IN161013	1	8	1	11	6	2000
IN161013	2	5	1	11	1	1500
IN161013	3	3	1	11	1	2500
IN161014	1	5	1	11	4	450
IN161014	2	2	4	11	0	-88
IN161015	1	2	4	11	2	550
IN161015	2	6	1	11	6	400
IN161016	1	20	1	11	20	15000
IN161017	1	7	1	11	5	1500
IN161018	1	20	1	11	10	6000
IN161018	2	3	3	11	2	3000
IN161018	3	1	25	24	1	50000
IN161019	1	0	88	88	88	88
IN161020	1	5	1	11	5	800
IN161020	2	12	15	12	12	9000
IN161021	1	12	1	11	10	7500
IN161022	1	10	1	11	10	5000
IN161023	1	10	21	21	5	400
IN161023	2	2	1	11	2	100
IN161024	1	2	12	1	1	200
IN161025	1	10	1	11	5	1200
IN161025	2	1	3	11	1	4000
IN161026	1	5	30	26	5	2000
IN161026	2	3	1	29	3	600
IN161027	1	5	1	11	5	200
IN161028	1	20	1	11	5	1100
IN161028	2	1	3	11	1	3000
IN161029	1	20	1	11	8	4000
IN161029	2	1	1	11	1	8000
IN161029	3	1	3	11	1	5000
IN161030	1	5	1	11	5	350
IN161031	1	14	1	11	14	16000
IN161032	1	5	1	11	5	600
IN161033	1	15	9	2	15	2000
IN161033	2	10	13	7	10	1000
IN161033	3	0	88	88	0	0
IN161034	1	5	1	11	3	300
IN161034	2	2	4	11	1	500
IN161035	1	3	1	11	3	1500
IN161036	1	8	1	11	5	420
IN161037	1	20	1	11	20	25000
IN161037	2	1	2	11	1	25000
IN161038	1	2	1	11	2	200
IN161039	1	5	1	11	5	500
IN161039	2	0	88	88	0	0
IN161040	1	5	1	11	5	500
IN161041	1	3	1	11	0	-88
IN161042	1	5	1	11	5	1200
IN161043	1	4	1	11	4	300
IN161043	2	10	15	12	10	2500
IN161044	1	4	1	11	4	800
IN161045	1	5	1	11	15	5000
IN161045	2	1	1	11	1	10000
IN161046	1	4	4	11	4	1200
IN161046	2	7	1	11	7	1100
IN161048	1	4	1	11	4	300
IN161049	1	12	1	11	12	8000
IN161050	1	7	1	11	7	850
IN161050	2	20	15	12	20	4500
IN171002	1	2	13	14	2	10
IN171003	1	3	1	11	3	100
IN171004	1	4	1	11	4	200
IN171005	1	9	1	11	9	500
IN171005	2	2	4	11	2	1000
IN171006	1	2	5	11	2	10000
IN171006	2	4	1	11	4	600
IN171006	3	1	3	11	1	200
IN171007	1	1	7	11	0	-88
IN171007	2	6	1	11	6	1000
IN171007	3	1	5	11	1	5000
IN171008	1	9	10	11	10	1500
IN171009	1	6	1	11	6	300
IN171010	1	1	7	11	0	-88
IN171010	2	5	1	11	5	500
IN171011	1	25	1	11	25	5000
IN171011	2	1	7	11	0	 
IN171012	1	1	4	11	1	300
IN171012	2	1	1	11	1	500
IN171012	3	1	3	11	0	 
IN171014	1	7	1	11	7	500
IN171014	2	3	4	11	3	1000
IN171015	1	4	1	11	4	100
IN171016	1	3	1	11	3	1000
IN171017	1	4	1	11	4	150
IN171018	1	3	1	29	3	200
IN171019	1	10	1	11	10	300
IN171019	2	4	4	11	4	500
IN171020	1	1	4	11	4	200
IN171020	2	4	2	11	2	300
IN171021	1	1	4	11	1	250
IN171021	2	1	8	5	1	500
IN171021	3	3	1	5	3	400
IN171022	1	13	1	11	13	550
IN171022	2	5	4	11	5	1500
IN171023	1	3	1	29	3	300
IN171023	2	2	4	11	0	-88
IN171024	1	3	1	29	3	200
IN171025	1	2	4	11	2	600
IN171025	2	3	1	11	3	540
IN171026	1	1	2	11	1	4000
IN171026	2	1	5	11	1	11000
IN171026	3	4	1	11	4	800
IN171027	1	1	8	5	1	500
IN171027	2	1	4	11	1	200
IN171027	3	2	1	11	2	300
IN171028	1	6	1	11	6	400
IN171028	2	2	4	11	2	300
IN171029	1	2	4	11	2	1000
IN171029	2	6	1	11	6	300
IN171031	1	15	30	32	10	500
IN171031	2	10	1	11	10	500
IN171032	1	4	1	11	4	1000
IN171032	2	1	2	11	1	20000
IN171032	3	1	3	11	1	2000
IN171032	4	1	4	11	1	800
IN171032	5	10	5	11	10	5000
IN171033	1	1	7	11	0	-88
IN171033	2	6	1	11	6	650
IN171033	3	1	3	11	1	300
IN171034	1	6	1	11	6	250
IN171035	1	3	1	11	0	-88
IN171035	2	2	1	11	0	-88
IN171036	1	3	14	10	3	100
IN171037	1	3	1	29	3	450
IN171038	1	12	30	26	12	2500
IN171039	1	6	1	11	6	250
IN171040	1	5	30	23	5	500
IN171041	1	2	1	29	2	150
IN171041	2	4	30	23	4	400
IN171042	1	10	1	11	10	300
IN171042	2	1	25	24	1	300000
IN171043	1	3	4	11	1	800
IN171043	2	2	1	29	2	300
IN171043	3	1	30	5	1	250
IN171044	1	3	1	11	3	150
IN171044	2	2	4	11	2	500
IN171045	1	10	1	11	10	650
IN171045	2	1	4	11	1	150
IN171046	1	4	1	11	4	200
IN171046	2	2	4	11	2	500
IN171047	1	10	1	11	10	350
IN171047	2	3	4	11	3	750
IN171047	3	1	7	11	0	-88
IN171048	1	3	1	11	3	300
IN171049	1	1	7	11	0	-88
IN171049	2	1	4	11	1	800
IN171049	3	2	1	29	2	200
IN171050	1	8	1	11	8	450
IN171050	2	4	1	11	4	700
IN181001	1	1	7	11	0	-88
IN181001	2	3	4	11	0	-88
IN181002	1	3	1	29	3	200
IN181002	2	6	30	26	6	2000
IN181003	1	5	4	11	5	1900
IN181003	2	5	1	11	5	800
IN181003	3	3	5	11	3	3500
IN181004	1	4	1	11	4	450
IN181004	2	1	4	11	1	200
IN181004	3	1	3	11	0	-88
IN181005	1	1	1	11	1	100
IN181006	1	5	1	11	5	150
IN181007	1	3	1	11	3	350
IN181008	1	2	1	11	2	100
IN181009	1	0	88	88	0	0
IN181010	1	4	30	12	4	250
IN181010	2	3	30	23	3	200
IN181011	1	1	5	11	1	18000
IN181011	2	5	1	11	5	480
IN181011	3	1	3	11	1	450
IN181012	1	1	25	24	1	250000
IN181013	1	3	1	11	3	300
IN181013	2	2	1	29	3	150
IN181015	1	3	4	11	3	1200
IN181015	2	4	1	11	4	300
IN181016	1	7	14	26	7	70000
IN181017	1	4	5	11	4	5000
IN181017	2	3	1	11	3	400
IN181018	1	30	30	26	30	1500
IN181018	2	15	1	11	15	500
IN181019	1	4	4	11	4	2550
IN181019	2	4	1	29	4	500
IN181020	1	1	4	11	1	300
IN181020	2	10	1	11	10	500
IN181020	3	1	5	11	1	7500
IN181021	1	5	1	11	5	170
IN181021	2	1	7	11	0	-88
IN181022	1	4	1	11	4	200
IN181022	2	1	4	11	1	500
IN181023	1	3	1	11	3	500
IN181023	2	1	4	11	1	1000
IN181024	1	4	1	11	4	800
IN181025	1	6	1	11	6	450
IN181025	2	2	4	11	2	1500
IN181026	1	5	1	11	5	300
IN181026	2	2	4	11	2	400
IN181026	3	4	1	29	4	300
IN181027	1	5	1	11	5	500
IN181027	2	2	4	11	2	1500
IN181028	1	4	1	11	4	350
IN181028	2	1	4	11	1	250
IN181028	3	2	1	29	2	250
IN181029	1	6	1	11	6	350
IN181029	2	2	4	11	2	400
IN181029	3	1	3	11	0	-88
IN181030	1	6	1	11	6	900
IN181030	2	1	3	11	1	800
IN181030	3	1	7	11	1	250000
IN181030	4	3	30	28	3	800
IN181031	1	4	1	11	3	450
IN181031	2	1	3	11	0	-88
IN181031	3	1	5	11	1	10000
IN181032	1	2	1	11	2	300
IN181032	2	3	30	26	3	400
IN181033	1	4	14	17	4	9000
IN181033	2	3	1	5	3	450
IN181035	1	0	0	0	0	0
IN181036	1	3	1	11	3	200
IN181037	1	7	1	11	7	250
IN181038	1	6	30	26	6	800
IN181038	2	2	1	29	2	200
IN181038	3	1	7	11	0	-88
IN181039	1	3	1	11	3	500
IN181040	1	4	1	11	4	400
IN181041	1	4	4	11	4	3800
IN181041	2	4	1	11	4	300
IN181042	1	3	1	11	3	200
IN181043	1	5	30	23	5	1300
IN181044	1	4	1	1	4	150
IN181044	2	0	1	1	0	0
IN181044	3	0	1	1	0	0
IN181045	1	2	1	29	2	120
IN181045	2	6	30	7	6	1150
IN181045	3	0	1	1	0	0
IN181046	1	4	1	5	4	350
IN181046	2	4	30	7	4	650
IN181047	1	4	1	29	4	300
IN181047	2	3	4	11	3	2600
IN181047	3	1	7	11	0	-88
IN181048	1	4	1	11	4	400
IN181049	1	2	4	11	0	-88
IN181049	2	4	1	29	4	600
IN181050	1	8	15	12	8	4000
IN181050	2	3	30	26	3	350
IN191001	1	4	1	11	4	200
IN191001	2	1	7	11	0	-88
IN191002	1	4	1	11	4	400
IN191002	2	2	4	11	2	1000
IN191003	1	3	1	11	3	500
IN191004	1	4	1	11	4	280
IN191004	2	2	1	29	2	120
IN191005	1	4	1	11	4	280
IN191005	2	3	1	29	3	200
IN191006	1	2	4	11	2	2000
IN191006	2	4	1	11	4	500
IN191007	1	5	1	11	5	450
IN191007	2	2	4	11	2	400
IN191007	3	1	5	11	1	14000
IN191008	1	1	5	11	0	-88
IN191008	2	6	1	11	6	400
IN191008	3	2	4	11	2	500
IN191010	1	6	1	11	6	700
IN191011	1	4	1	15	0	-88
IN191011	2	3	1	11	4	280
IN191012	1	15	1	1	10	300
IN191013	1	3	5	11	3	40000
IN191013	2	8	1	11	11	500
IN191013	3	1	2	11	1	6000
IN191013	4	2	4	11	2	500
IN191014	1	2	1	29	2	200
IN191015	1	2	4	11	2	2000
IN191015	2	5	1	11	5	150
IN191015	3	1	7	11	0	-88
IN191016	1	1	5	11	1	10000
IN191016	2	5	1	11	5	300
IN191016	3	2	4	11	2	400
IN191017	1	2	1	11	2	400
IN191018	1	2	1	11	2	100
IN191019	1	4	1	11	4	60
IN191019	2	3	4	11	3	1500
IN191020	1	4	1	11	4	500
IN191021	1	6	1	11	6	400
IN191022	1	7	1	11	7	220
IN191022	2	1	7	11	0	-88
IN191023	1	4	1	11	4	1000
IN191024	1	9	1	11	9	320
IN191024	2	7	1	11	0	-88
IN191027	1	3	1	11	3	400
IN191027	2	1	4	11	1	600
IN191027	3	1	3	11	1	500
IN191028	1	4	1	11	4	500
IN191028	2	1	4	11	1	600
IN191029	1	6	1	11	6	450
IN191029	2	2	4	11	2	1600
IN191030	1	6	1	11	6	400
IN191030	2	2	4	11	2	1500
IN191031	1	10	1	11	10	300
IN191031	2	10	23	23	10	16000
IN191031	3	6	5	11	6	18000
IN191032	1	1	5	11	1	600000
IN191032	2	10	1	11	10	300
IN191032	3	1	21	21	1	2100
IN191032	4	10	23	23	10	5000
IN191033	1	10	1	11	10	300
IN191033	2	10	5	11	10	5000
IN191033	3	1	7	11	0	0
IN191034	1	2	5	11	2	40000
IN191034	2	1	3	11	1	4000
IN191034	3	1	2	11	1	10000
IN191034	4	10	1	11	10	800
IN191034	5	2	4	11	2	600
IN191035	1	1	5	11	1	12000
IN191035	2	1	3	11	1	3800
IN191035	3	1	2	11	0	-88
IN191035	4	6	1	11	6	700
IN191036	1	1	5	11	1	12000
IN191036	2	1	3	11	1	1500
IN191036	3	7	1	11	7	450
IN191036	4	2	4	11	2	520
IN191037	1	1	5	11	1	20000
IN191037	2	1	3	11	1	3200
IN191037	3	7	1	11	7	800
IN191038	1	1	5	11	1	28000
IN191038	2	1	3	11	1	1500
IN191038	3	2	4	11	2	450
IN191038	4	7	1	11	7	350
IN191039	1	13	15	12	13	2000
IN191039	2	10	30	26	10	600
IN191040	1	7	1	11	7	500
IN191040	2	2	4	11	2	1200
IN191042	1	5	13	26	5	350
IN191043	1	1	21	21	1	1500
IN191044	1	1	5	11	1	18000
IN191044	2	1	21	21	1	3500
IN191045	1	2	4	11	2	2000
IN191045	2	1	3	11	1	3000
IN191046	1	3	4	11	3	3000
IN191046	2	1	7	11	0	-88
IN191046	3	1	3	11	1	1500
IN191047	1	3	4	11	3	2200
IN191047	2	1	3	11	1	1800
IN191047	3	6	30	26	6	2000
IN191048	1	4	1	11	4	70
IN191049	1	4	1	11	4	200
IN191050	1	5	30	26	5	1200
IN191050	2	2	1	29	2	200
IN201002	1	10	13	7	10	500
IN201003	1	 	25	24	2	4000
IN201004	1	1	25	24	1	100000
IN201004	2	6	23	23	6	50000
IN201006	1	0	30	7	90	200000
IN201009	1	7	23	23	5	20000
IN201009	2	1	21	21	2	4500
IN201010	1	1	23	23	4	25000
IN201010	2	4	25	24	1	20000
IN201015	1	6	13	7	60	200
IN201016	1	1	13	7	2	100000
IN201021	1	 	23	23	8	25000
IN201025	1	10	30	26	10	3000
IN201032	1	20	9	2	20	8000
IN201033	1	1	30	26	8	25000
IN201034	1	1	21	21	3	12000
IN201037	1	 	15	12	4	6000
IN201042	1	1	25	24	0	-77
