CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSCOMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
161049	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	12	0	 	 	 	 	 	 
161049	1	0	4	 	42	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	2	0	4	 	41	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	3	0	4	 	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	4	0	4	 	83	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	5	 	1	 	20	 	2	21	 	9	6	0	98	98	1	11	0	 	 	 	 	 	 
161050	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
161050	1	0	4	 	55	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161050	2	0	4	 	50	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161050	3	0	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161050	4	0	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161050	5	0	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	9	0	 	 	 	 	 	 
171003	1	0	4	 	85	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	2	0	4	 	68	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	3	0	4	 	55	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	4	0	4	 	47	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	5	0	4	 	41	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	6	0	4	 	23	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	7	0	4	 	21	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	17	0	4	 	16	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	18	0	4	 	38	 	2	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	19	0	4	 	10	 	2	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	20	0	3	2011	-88	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171004	0	 	1	 	22	 	1	0	 	3	6	0	98	1	1	12	1	 	 	 	 	 	 
171004	1	 	1	 	47	 	1	1	 	1	3	0	98	98	1	8	0	 	 	 	 	 	 
171004	2	 	4	 	46	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171004	3	 	1	 	19	 	2	7	 	3	6	0	98	1	1	12	1	 	 	 	 	 	 
171004	4	 	1	 	43	 	2	2	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
171005	0	 	1	 	21	 	2	0	 	3	6	0	2	98	1	10	0	 	 	 	 	 	 
171005	1	 	3	2010	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171005	2	 	1	 	48	 	2	1	 	1	4	0	98	98	1	5	0	 	 	 	 	 	 
171005	3	 	1	 	22	 	1	7	 	3	3	0	2	98	1	10	0	 	 	 	 	 	 
171005	4	 	1	 	12	 	2	7	 	3	6	0	2	98	 	 	 	1	6	1	3	 	 
171005	5	 	1	 	22	 	2	16	 	4	3	0	98	98	1	14	0	 	 	 	 	 	 
171005	6	 	1	 	0	5	2	15	 	5	 	 	5	3	 	 	 	 	 	 	 	 	 
171006	0	1	1	 	22	 	2	0	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
171006	1	0	4	 	44	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171006	2	0	4	 	43	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171006	3	0	4	 	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171006	4	 	1	 	26	 	1	24	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171006	5	 	1	 	3	 	1	27	 	3	 	 	0	4	 	 	 	 	 	 	 	 	 
171006	6	 	1	 	0	1	1	27	 	3	 	 	0	4	 	 	 	 	 	 	 	 	 
171007	0	 	1	 	22	 	2	0	 	3	6	0	5	4	1	14	0	 	 	 	 	 	 
171007	1	 	4	 	85	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171007	2	 	4	 	65	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171007	3	 	4	 	60	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171007	4	 	1	 	50	 	1	1	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171007	5	 	1	 	44	 	2	1	1	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171007	17	 	1	 	17	 	2	7	 	3	6	0	5	4	 	 	 	1	11	1	3	 	 
171008	0	 	1	 	22	 	2	0	 	3	6	0	2	98	1	14	1	 	 	 	 	 	 
171008	1	 	3	2013	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171008	2	 	1	 	60	 	2	1	 	1	4	0	98	98	1	5	0	 	 	 	 	 	 
171008	3	 	2	 	37	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171008	4	 	1	 	32	 	2	7	 	3	3	0	2	98	1	12	0	 	 	 	 	 	 
171008	5	 	2	 	29	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171008	6	 	2	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171008	7	 	1	 	38	 	2	7	 	3	3	0	2	98	1	11	0	 	 	 	 	 	 
171008	8	 	1	 	40	 	1	16	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
171008	9	 	1	 	13	 	1	15	 	5	6	0	7	8	 	 	 	1	7	1	3	 	 
171008	10	 	1	 	11	 	1	15	 	5	 	0	7	8	 	 	 	1	5	1	3	 	 
171008	11	 	1	 	8	 	2	15	 	5	 	 	7	8	 	 	 	1	2	1	3	 	 
171009	0	1	1	 	22	 	2	0	 	2	3	0	98	98	1	8	0	 	 	 	 	 	 
171009	1	0	4	 	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171009	2	0	4	 	53	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171009	3	0	4	 	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171009	4	 	1	 	25	 	1	24	 	1	3	0	6	98	1	8	0	 	 	 	 	 	 
171009	5	 	1	 	1	 	1	27	 	3	 	 	0	4	 	 	 	 	 	 	 	 	 
171009	6	 	1	 	50	 	2	28	 	6	4	0	98	98	1	2	0	 	 	 	 	 	 
171009	7	 	1	 	27	 	1	29	 	7	6	0	6	98	1	6	0	 	 	 	 	 	 
171011	0	 	1	 	22	 	2	0	 	7	6	0	1	98	1	12	2	 	 	 	 	 	 
171011	1	 	1	 	54	 	2	1	0	7	6	0	98	98	1	5	0	 	 	 	 	 	 
171011	2	 	1	 	52	 	2	13	 	1	6	0	98	98	1	8	0	 	 	 	 	 	 
171012	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	10	0	 	 	 	 	 	 
171012	1	 	1	 	52	 	1	1	 	1	3	0	98	9	1	8	0	 	 	 	 	 	 
171012	2	 	1	 	50	 	2	1	 	2	3	0	98	98	1	10	0	 	 	 	 	 	 
171012	3	 	4	 	31	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171012	4	 	1	 	24	 	1	7	 	3	3	0	2	1	1	10	0	 	 	 	 	 	 
171012	5	 	4	 	30	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171012	6	 	1	 	24	 	2	16	 	4	3	0	98	98	1	7	0	 	 	 	 	 	 
171012	7	 	1	 	5	 	1	15	 	5	 	 	6	4	 	 	 	0	 	 	 	 	 
171012	8	 	1	 	5	 	2	15	 	5	 	 	98	98	 	 	 	0	 	 	 	 	 
171012	9	 	1	 	89	 	1	6	 	6	4	0	98	98	1	4	0	 	 	 	 	 	 
171013	0	 	1	 	21	 	1	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171013	1	 	1	 	52	 	1	1	 	1	3	0	4	98	1	12	0	 	 	 	 	 	 
171013	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	11	0	 	 	 	 	 	 
171013	3	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171013	4	 	1	 	77	 	2	6	 	6	4	0	98	98	1	3	0	 	 	 	 	 	 
171014	0	 	1	 	22	 	1	0	 	3	6	0	1	98	1	12	1	 	 	 	 	 	 
171014	1	 	1	 	46	 	2	1	 	1	4	0	98	98	1	12	0	 	 	 	 	 	 
171014	2	 	1	 	23	 	1	7	 	3	6	0	1	98	1	9	0	 	 	 	 	 	 
171014	3	 	3	2014	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171014	4	 	4	 	75	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171014	5	 	4	 	41	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171014	6	 	4	 	43	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171014	7	 	4	 	21	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171014	8	 	4	 	13	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171015	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171015	1	 	1	 	48	 	1	1	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
171015	2	 	1	 	48	 	2	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
171015	3	 	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171015	4	 	1	 	19	 	2	7	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171015	5	 	1	 	9	 	2	7	 	3	 	 	2	1	 	 	 	1	3	1	3	 	 
171017	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171017	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171017	2	 	1	 	46	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171017	3	 	1	 	24	 	2	7	 	3	3	0	2	1	1	14	0	 	 	 	 	 	 
171017	4	 	4	 	22	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171017	5	 	1	 	2	 	2	15	 	5	 	 	3	98	 	 	 	 	 	 	 	 	 
171018	0	 	1	 	22	 	1	0	 	3	3	0	2	1	1	14	0	 	 	 	 	 	 
171018	1	 	1	 	48	 	1	1	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171018	2	 	1	 	45	 	2	1	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
171018	3	 	1	 	14	 	2	7	 	3	6	0	2	1	 	 	 	1	8	1	3	 	 
171018	4	 	1	 	22	 	2	24	 	4	3	0	98	98	1	12	1	 	 	 	 	 	 
171018	5	 	1	 	1	 	1	27	 	5	 	 	4	0	 	 	 	 	 	 	 	 	 
171019	0	 	1	 	22	 	2	0	 	5	6	0	2	3	1	12	0	 	 	 	 	 	 
171019	1	 	1	 	80	 	2	6	 	1	4	0	98	98	1	4	0	 	 	 	 	 	 
171019	2	 	1	 	59	 	2	1	 	4	3	0	98	98	1	6	0	 	 	 	 	 	 
171019	3	 	1	 	53	 	1	1	 	3	3	0	1	98	1	9	0	 	 	 	 	 	 
171019	4	 	1	 	27	 	1	7	 	5	6	0	2	3	1	12	0	 	 	 	 	 	 
171020	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	1	 	 	 	 	 	 
171020	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171020	2	 	1	 	46	 	2	1	 	2	3	0	98	98	1	11	0	 	 	 	 	 	 
171020	3	 	1	 	21	 	2	7	 	3	6	0	2	1	1	14	1	 	 	 	 	 	 
171020	4	 	1	 	14	 	1	7	 	3	6	0	2	1	 	 	 	1	7	1	3	 	 
171021	0	 	1	 	22	 	2	0	 	3	6	0	1	98	1	9	0	 	 	 	 	 	 
171021	1	 	1	 	56	 	2	1	 	1	4	0	98	98	1	28	0	 	 	 	 	 	 
171021	2	 	3	2014	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171021	3	 	1	 	24	 	2	7	 	3	2	0	1	98	1	9	0	 	 	 	 	 	 
171021	4	 	1	 	21	 	2	7	 	3	6	0	1	98	1	9	0	 	 	 	 	 	 
171021	5	 	1	 	19	 	2	7	 	3	6	0	1	98	1	12	1	 	 	 	 	 	 
171021	17	 	1	 	17	 	1	7	 	3	6	0	1	98	 	 	 	1	9	0	 	33	15
171021	18	 	1	 	14	 	1	7	 	3	6	0	1	98	 	 	 	1	8	0	 	33	14
171021	19	 	1	 	3	 	1	15	 	5	 	 	3	98	 	 	 	 	 	 	 	 	 
171022	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171022	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171022	2	 	1	 	47	 	2	1	0	2	3	0	98	98	1	14	0	 	 	 	 	 	 
171022	3	 	1	 	10	 	1	7	 	3	 	0	2	1	 	 	 	1	4	1	3	 	 
171023	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171023	1	 	1	 	59	 	1	1	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
171023	2	 	1	 	58	 	2	1	 	1	3	0	98	98	1	13	0	 	 	 	 	 	 
171023	3	 	4	 	40	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171023	4	 	1	 	33	 	1	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171024	0	 	1	 	22	 	1	0	0	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171024	1	 	1	 	44	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171024	2	 	1	 	43	 	2	1	0	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171025	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171025	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171025	2	 	1	 	54	 	2	1	1	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171025	3	 	4	 	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171025	4	 	1	 	30	 	1	7	 	3	3	0	2	1	1	14	0	 	 	 	 	 	 
171025	5	 	4	 	7	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171025	6	 	1	 	30	 	2	16	 	4	3	0	98	98	1	14	0	 	 	 	 	 	 
171025	7	 	1	 	5	 	2	15	 	5	 	 	6	4	 	 	 	0	 	 	 	 	 
171026	0	 	1	 	22	 	1	0	 	3	6	0	3	2	1	9	0	 	 	 	 	 	 
171026	1	 	4	 	70	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	2	 	1	 	48	 	1	1	 	1	3	0	98	98	1	8	0	 	 	 	 	 	 
171026	3	 	1	 	47	 	2	1	1	2	3	0	98	98	1	6	0	 	 	 	 	 	 
171026	4	 	4	 	44	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	5	 	4	 	30	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	6	 	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171026	7	 	4	 	73	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171027	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171027	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171027	2	 	1	 	57	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171027	3	 	2	 	33	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171027	4	 	1	 	31	 	1	7	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
171027	5	 	1	 	27	 	1	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171027	6	 	2	 	30	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171030	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171030	1	 	1	 	51	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171030	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171030	17	 	1	 	14	 	1	7	 	3	6	0	2	1	 	 	 	1	8	1	3	 	 
171031	0	1	1	 	22	 	2	0	 	4	3	0	98	98	1	11	0	 	 	 	 	 	 
171031	1	0	3	2013	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	2	0	4	 	51	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	3	0	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171031	4	1	1	 	51	 	1	28	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171031	5	1	1	 	49	 	2	28	 	2	3	0	98	98	1	10	0	 	 	 	 	 	 
171031	6	1	1	 	25	 	1	24	 	3	3	0	5	4	1	10	0	 	 	 	 	 	 
171031	7	1	1	 	20	 	2	29	 	3	6	0	5	4	1	12	1	 	 	 	 	 	 
171031	8	1	1	 	3	 	2	27	 	5	 	 	0	6	 	 	 	 	 	 	 	 	 
171033	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	2	 	 	 	 	 	 
171033	1	 	1	 	58	 	1	1	 	2	3	0	98	98	1	10	0	 	 	 	 	 	 
171033	2	 	1	 	50	 	2	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 
171033	3	 	1	 	28	 	2	7	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171033	4	 	1	 	19	 	2	7	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171034	0	 	1	 	22	 	1	0	 	3	6	0	98	1	1	12	0	 	 	 	 	 	 
171034	1	 	1	 	48	 	1	1	 	1	2	1	98	98	1	9	0	 	 	 	 	 	 
171034	2	 	4	 	44	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171034	17	 	1	 	16	 	2	7	 	3	6	0	98	1	 	 	 	1	9	0	 	31	15
171035	0	 	1	 	22	 	2	0	0	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171035	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171035	2	 	1	 	47	 	2	1	 	2	3	0	98	98	1	13	0	 	 	 	 	 	 
171035	17	 	2	 	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171035	18	 	1	 	13	 	1	7	 	3	6	0	2	1	 	 	 	1	7	1	3	 	 
171037	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171037	1	 	1	 	46	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171037	2	 	1	 	45	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
171037	3	 	1	 	24	 	1	7	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171038	0	 	1	 	22	 	2	0	 	3	6	0	0	1	1	14	0	 	 	 	 	 	 
171038	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171038	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171038	3	 	1	 	25	 	2	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171040	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171040	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
171040	2	 	1	 	49	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
171040	3	 	1	 	12	 	1	7	 	3	6	0	2	1	 	 	 	1	5	1	3	 	 
171041	0	 	1	 	22	 	1	0	 	3	6	0	1	98	1	8	0	 	 	 	 	 	 
171041	1	 	1	 	56	 	2	1	 	1	4	0	98	98	1	5	0	 	 	 	 	 	 
171041	2	 	1	 	32	 	1	7	 	3	6	0	1	98	1	12	0	 	 	 	 	 	 
171041	3	 	3	2015	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	4	 	4	 	80	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	5	 	4	 	44	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	0	 	1	 	22	 	1	0	 	3	6	0	1	2	1	12	1	 	 	 	 	 	 
171042	1	 	1	 	59	 	2	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
171042	2	 	1	 	58	 	1	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
171043	0	 	1	 	21	 	1	0	 	3	6	0	3	2	1	12	1	 	 	 	 	 	 
171043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	2	 	1	 	60	 	1	1	 	1	3	0	98	98	1	13	0	 	 	 	 	 	 
171043	3	 	1	 	60	 	2	1	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
171043	4	 	1	 	27	 	2	7	 	3	3	0	3	2	1	14	0	 	 	 	 	 	 
171043	5	 	1	 	28	 	1	16	 	4	3	0	98	98	1	14	0	 	 	 	 	 	 
171044	0	 	1	 	21	 	1	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171044	1	 	1	 	49	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
171044	2	 	1	 	47	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171044	17	 	1	 	17	 	1	7	 	3	6	0	2	1	 	 	 	1	11	1	3	 	 
171044	18	 	1	 	10	 	1	7	 	3	 	0	2	1	 	 	 	1	4	1	3	 	 
171044	19	 	4	 	83	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	0	1	1	 	23	 	2	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
171045	1	0	4	 	59	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	2	0	4	 	53	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	3	0	4	 	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	4	0	4	 	31	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	5	0	4	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	6	 	1	 	21	 	2	19	 	7	6	0	98	98	1	12	1	 	 	 	 	 	 
171046	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	14	1	 	 	 	 	 	 
171046	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171046	2	 	1	 	56	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
171046	3	 	4	 	33	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	4	 	4	 	31	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	5	 	4	 	30	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	6	 	1	 	26	 	2	7	 	3	6	0	2	1	1	14	1	 	 	 	 	 	 
171047	0	 	1	 	22	 	2	0	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
171047	1	 	4	 	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	2	 	4	 	50	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	3	 	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	4	 	1	 	58	 	2	28	 	1	4	0	98	98	1	6	0	 	 	 	 	 	 
171047	5	 	1	 	24	 	1	24	 	3	3	0	4	98	1	14	0	 	 	 	 	 	 
171047	6	 	1	 	2	 	2	27	 	5	 	 	0	5	 	 	 	 	 	 	 	 	 
171048	0	 	1	 	22	 	1	0	 	3	3	0	2	1	1	11	0	 	 	 	 	 	 
171048	1	 	1	 	53	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
171048	2	 	1	 	48	 	2	1	1	2	3	0	98	98	1	6	0	 	 	 	 	 	 
171048	3	 	1	 	26	 	1	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171048	17	 	1	 	17	 	1	7	 	3	6	0	2	1	 	 	 	1	11	1	3	 	 
171048	18	 	1	 	13	 	1	7	 	3	6	0	2	1	 	 	 	1	7	1	3	 	 
171048	19	 	1	 	19	 	2	16	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
171048	20	 	1	 	1	 	1	15	 	5	 	 	19	0	 	 	 	 	 	 	 	 	 
171048	21	 	1	 	0	5	1	15	 	5	 	 	19	0	 	 	 	 	 	 	 	 	 
171049	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171049	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171049	2	 	1	 	54	 	2	1	 	2	3	0	98	98	1	10	0	 	 	 	 	 	 
171049	3	 	1	 	24	 	2	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171049	4	 	1	 	21	 	2	7	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171051	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	14	1	 	 	 	 	 	 
171051	1	0	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171051	2	0	4	 	49	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171051	3	0	4	 	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171052	0	 	1	 	22	 	2	0	0	3	6	0	2	1	1	14	0	 	 	 	 	 	 
171052	1	 	1	 	56	 	1	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171052	2	 	1	 	48	 	2	1	1	1	3	0	98	98	1	12	0	 	 	 	 	 	 
171052	3	 	1	 	20	 	1	7	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
171053	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
171053	1	 	1	 	57	 	1	1	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
171053	2	 	1	 	52	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
171053	17	 	1	 	16	 	1	7	 	3	6	0	2	1	 	 	 	1	10	1	3	 	 
171057	0	 	1	 	23	 	1	0	 	3	6	1	2	1	1	12	1	 	 	 	 	 	 
171057	1	 	1	 	70	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
171057	2	 	1	 	61	 	2	1	 	2	3	0	98	98	1	6	0	 	 	 	 	 	 
171057	3	 	4	 	39	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171057	4	 	1	 	6	 	1	7	 	3	 	 	2	1	 	 	 	1	1	1	3	 	 
