CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSCOMR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH17R4	MEMCNSR4
151004	1	41	46	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151004	2	41	46	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151004	3	17	22	 	1	7	7	 	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151005	0	14	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	 
151005	1	54	58	 	1	1	1	 	1	 	1	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	Y
151005	2	51	55	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	Y
151005	3	27	31	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151005	4	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151006	0	15	19	 	2	0	0	1	1	 	3	3	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151006	1	49	53	 	1	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151006	2	41	45	 	2	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151006	3	17	21	 	1	7	7	 	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
151006	4	77	-88	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151007	0	14	19	 	1	0	0	1	1	 	3	6	0	2	1	0	 	 	 	 	 	 	 	 	 	 	Y
151007	1	36	40	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151007	2	35	38	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151007	3	12	16	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	1	 	 	1	N
151008	0	15	19	 	1	0	0	1	1	 	3	6	0	98	2	1	9	0	0	 	 	 	 	 	 	 	N
151008	1	38	42	 	2	1	1	1	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151008	2	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151008	3	39	43	 	2	2	2	 	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
151008	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151008	5	10	14	 	2	8	8	 	1	 	3	6	0	3	2	 	 	 	 	1	8	1	3	 	 	1	N
151008	6	7	11	 	2	8	8	 	1	 	3	 	0	3	2	 	 	 	 	1	5	1	3	 	 	1	N
151010	0	14	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
151010	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151010	2	36	43	 	2	1	1	0	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151010	3	13	17	 	1	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	11	1	3	 	 	1	N
151010	4	2	6	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	0	1	3	 	 	1	N
151011	0	15	19	 	2	0	0	1	1	 	3	2	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
151011	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151011	2	37	41	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151011	17	8	13	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
151011	18	 	1	 	2	 	15	 	1	 	5	 	 	0	98	 	 	 	 	 	 	 	 	 	 	 	N
151012	0	14	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	N
151012	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151012	2	39	41	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151012	3	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151012	4	3	7	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	1	1	3	 	 	1	N
151013	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	9	0	 	 	 	0	 
151013	1	45	49	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151013	2	43	47	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151013	3	23	27	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151014	0	14	19	 	1	0	0	1	1	 	3	6	1	2	1	1	12	1	1	 	 	 	 	 	 	 	N
151014	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151014	2	33	37	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151014	3	7	11	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	5	1	3	 	 	1	N
151015	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
151015	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151015	2	35	39	 	2	1	1	 	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151015	17	9	13	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
151015	18	2	6	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	1	1	3	 	 	1	N
151016	0	15	20	 	2	0	0	0	1	 	3	6	0	4	3	1	12	1	1	 	 	 	 	 	 	 	N
151016	1	70	-88	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151016	2	65	70	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151016	3	38	43	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
151016	4	37	42	 	2	1	1	0	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
151016	5	11	16	 	2	7	7	 	1	 	3	6	0	4	3	 	 	 	 	1	9	1	3	 	 	1	N
151016	6	2	7	 	2	7	7	 	1	 	3	 	 	4	3	 	 	 	 	1	1	1	3	 	 	1	N
151016	7	 	3	 	1	 	7	 	1	 	3	 	 	4	3	 	 	 	 	 	 	 	 	 	 	 	N
151017	0	14	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151017	1	52	56	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151017	2	52	55	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151017	3	27	31	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151017	4	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151017	5	21	25	 	1	7	7	 	1	 	3	3	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
151017	6	 	26	 	2	 	16	 	1	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 	 	 	N
151017	7	 	2	 	2	 	15	 	1	 	5	 	 	6	5	 	 	 	 	 	 	 	 	 	 	 	N
151018	0	14	19	 	1	0	0	1	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	Y
151018	1	41	44	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151018	2	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151018	3	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151019	0	14	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
151019	1	47	51	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151019	2	44	48	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151019	3	20	24	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151020	0	15	19	 	1	0	0	0	1	 	3	6	0	4	3	1	12	1	1	 	 	 	 	 	 	 	N
151020	1	69	73	 	1	6	6	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151020	2	68	72	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151020	3	35	39	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
151020	4	39	43	 	2	1	1	0	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	Y
151020	5	23	27	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151020	17	9	13	 	2	7	7	 	1	 	3	6	0	4	3	 	 	 	 	1	7	1	3	 	 	1	N
151021	0	14	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151021	1	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	11	0	0	 	 	 	 	 	 	 	N
151021	2	46	50	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151021	3	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151021	4	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151021	17	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	6	1	3	 	 	1	N
151022	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151022	1	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151022	2	43	47	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151022	3	18	22	 	2	7	7	 	1	 	3	6	0	2	1	1	14	0	1	 	 	 	 	 	 	 	N
151022	4	41	45	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151022	5	34	38	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151022	6	15	19	 	2	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151022	7	13	17	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151023	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	12	0	1	 	 	 	 	 	 	 	N
151023	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151023	2	36	39	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151023	3	12	16	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151023	4	 	58	 	1	 	28	 	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
151023	5	 	56	 	2	 	28	 	1	 	2	3	0	98	98	1	6	0	 	 	 	 	 	 	 	 	N
151023	6	 	24	 	1	 	24	 	1	 	3	3	0	5	4	1	5	0	 	 	 	 	 	 	 	 	N
151024	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
151024	1	48	51	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151024	2	48	51	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151024	3	21	25	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151024	4	19	23	 	1	7	7	 	1	 	3	6	0	2	1	1	13	0	0	 	 	 	 	 	 	 	Y
151025	0	14	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151025	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151025	2	40	43	 	2	1	1	 	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
151025	3	18	22	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151028	0	14	19	 	2	0	0	1	1	 	3	3	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151028	1	40	43	 	1	1	1	 	1	 	1	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
151028	2	38	41	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151028	3	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	17	11	15	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
151028	18	43	47	 	1	13	13	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	19	42	46	 	2	13	13	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	20	20	24	 	2	14	14	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	21	18	22	 	2	14	14	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	22	15	19	 	1	14	14	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151029	0	15	19	 	1	0	0	1	2	 	5	6	0	3	98	 	 	 	 	1	12	1	3	 	 	1	N
151029	1	71	75	 	2	5	5	 	1	 	1	4	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
151029	2	47	51	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151029	3	43	47	 	2	1	1	 	1	 	3	3	0	1	98	1	9	0	0	 	 	 	 	 	 	 	N
151029	4	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151030	0	14	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
151030	1	39	43	 	1	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151030	2	38	42	 	2	1	1	1	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151030	3	13	17	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	N
151030	17	9	14	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
151030	18	2	6	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	0	1	3	 	 	1	N
151031	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	11	1	1	 	 	 	 	 	 	 	N
151031	1	43	46	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151031	2	40	45	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	Y
151031	3	20	24	 	1	7	7	 	1	 	3	3	0	2	1	1	12	0	1	 	 	 	 	 	 	 	Y
151031	4	 	23	 	2	 	16	 	1	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 	 	 	Y
151032	0	15	19	 	1	0	0	1	1	 	3	6	0	3	1	1	12	1	1	 	 	 	 	 	 	 	Y
151032	1	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	Y
151032	2	40	44	 	2	1	1	0	1	 	3	6	0	3	1	1	9	0	0	 	 	 	 	 	 	 	Y
151032	3	20	24	 	2	7	7	 	1	 	2	3	0	98	98	1	14	0	1	 	 	 	 	 	 	 	Y
151034	0	14	18	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	1	3	 	 	1	 
151034	1	78	82	 	2	6	6	 	1	 	6	4	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
151034	2	52	56	 	1	1	1	 	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
151034	3	46	50	 	2	1	1	0	1	 	2	6	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151034	4	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151034	5	13	17	 	1	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	11	1	3	 	 	1	N
151035	0	15	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	 
151035	1	48	52	 	1	1	1	 	1	 	1	1	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
151035	2	47	51	 	2	1	1	0	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
151035	3	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151036	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151036	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151036	2	34	38	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151036	17	10	15	 	2	7	7	 	1	 	3	6	1	2	1	 	 	 	 	0	 	 	 	 	 	 	N
151036	18	2	6	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	0	1	3	 	 	1	N
151037	0	14	19	 	2	0	0	1	1	 	3	6	0	2	1	1	11	0	0	 	 	 	 	 	 	 	N
151037	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151037	2	39	43	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151037	3	4	8	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	2	1	3	 	 	1	N
151038	0	15	19	 	2	0	0	1	2	 	3	6	0	98	98	 	 	 	 	1	12	1	3	 	 	1	 
151038	1	81	85	 	1	18	18	 	1	 	6	4	1	98	98	1	3	0	0	 	 	 	 	 	 	 	N
151038	2	40	44	 	1	1	1	 	1	 	1	3	0	98	1	1	14	0	0	 	 	 	 	 	 	 	N
151038	3	35	39	 	2	1	1	 	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
151038	17	8	12	 	2	7	7	 	1	 	3	 	0	3	2	 	 	 	 	1	6	1	3	 	 	1	N
151038	18	 	2	 	1	 	7	 	1	 	3	 	 	3	2	 	 	 	 	 	 	 	 	 	 	 	N
151039	0	14	19	 	2	0	0	1	2	 	3	6	0	2	98	 	 	 	 	1	12	1	3	 	 	1	 
151039	1	50	54	 	1	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151039	2	48	52	 	2	1	1	1	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151039	3	20	24	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151040	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
151040	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151040	2	37	41	 	2	1	1	1	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151040	17	9	13	 	2	7	7	 	1	 	3	6	0	2	0	 	 	 	 	1	8	1	3	 	 	1	N
151041	0	15	19	 	2	0	0	1	1	 	3	6	0	2	98	1	12	0	0	 	 	 	 	 	 	 	N
151041	1	60	-88	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151041	2	47	51	 	2	1	1	0	1	 	1	4	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151041	3	13	17	 	2	7	7	 	1	 	3	6	0	2	98	 	 	 	 	1	11	1	3	 	 	1	N
151042	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
151042	1	50	54	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151042	2	46	50	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151042	3	26	30	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151042	4	23	27	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151042	5	21	25	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151042	6	4	8	 	1	15	15	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151043	0	14	18	 	1	0	0	1	1	 	3	6	0	4	3	1	12	1	1	 	 	 	 	 	 	 	Y
151043	1	79	83	 	1	6	6	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151043	2	77	81	 	2	6	6	 	1	 	6	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
151043	3	42	46	 	1	1	1	 	1	 	1	3	0	2	98	1	12	0	0	 	 	 	 	 	 	 	N
151043	4	41	45	 	2	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	Y
151043	5	18	22	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151044	0	15	19	 	2	0	0	1	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151044	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151044	17	10	14	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151044	18	4	8	 	2	8	8	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151044	19	29	33	 	2	2	2	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151044	20	74	78	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151044	21	2	6	 	2	8	8	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151044	23	 	45	 	2	 	28	 	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 	 	 	N
151044	24	 	22	 	1	 	24	 	1	 	3	3	0	23	98	1	12	0	 	 	 	 	 	 	 	 	N
151045	0	15	19	 	2	0	0	1	1	 	3	6	0	3	2	1	12	1	1	 	 	 	 	 	 	 	Y
151045	1	93	97	 	2	5	5	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151045	2	56	60	 	1	1	1	 	1	 	1	3	1	98	98	1	6	0	0	 	 	 	 	 	 	 	N
151045	3	50	54	 	2	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151045	4	20	24	 	1	7	7	 	1	 	3	3	0	3	2	1	12	1	1	 	 	 	 	 	 	 	Y
151046	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	Y
151046	1	51	55	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151046	2	51	55	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151046	3	20	24	 	1	7	7	 	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	Y
151046	4	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151047	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	1	3	 	 	1	 
151047	1	66	70	 	2	6	6	 	1	 	6	4	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
151047	2	44	48	 	1	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151047	3	42	46	 	2	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151047	4	22	26	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151049	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	14	1	1	 	 	 	 	 	 	 	Y
151049	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151049	2	34	38	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
151049	3	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	3	 	 	1	N
151051	0	15	19	 	2	0	0	1	1	 	3	6	0	98	4	1	12	0	1	 	 	 	 	 	 	 	N
151051	1	88	92	 	2	18	18	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151051	2	69	73	 	1	6	6	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151051	3	67	71	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151051	4	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151051	5	13	17	 	2	7	7	 	1	 	2	3	0	98	7	 	 	 	 	1	11	1	3	 	 	1	N
151051	6	27	30	 	2	2	2	 	1	 	3	6	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151051	7	5	8	 	1	8	8	 	1	 	3	 	 	6	98	 	 	 	 	1	2	1	3	 	 	1	N
151075	0	14	19	 	2	0	0	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151075	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151075	2	36	40	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151075	3	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151075	4	6	10	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	4	1	3	 	 	1	N
151075	5	1	5	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	0	 	 	 	 	 	 	N
151079	0	15	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
151079	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
151079	2	36	40	 	2	1	1	 	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
151079	3	6	10	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	4	1	3	 	 	1	N
151081	0	15	19	 	2	0	0	1	1	 	3	6	0	1	2	1	12	1	1	 	 	 	 	 	 	 	Y
151081	1	44	47	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
