CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSCOMR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH17R4	MEMCNSR4
11041	10	 	17	 	2	 	29	 	1	 	3	6	0	8	7	 	 	 	 	1	9	1	3	 	 	 	N
11042	0	15	19	 	1	0	0	1	2	 	3	6	0	2	98	 	 	 	 	1	10	0	 	 	 	0	 
11042	1	86	83	 	1	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	2	39	43	 	2	1	1	 	1	 	1	5	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
11043	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	6	0	0	 	 	 	 	 	 	 	N
11043	1	57	61	 	1	1	1	 	1	 	1	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	Y
11043	2	48	52	 	2	1	1	0	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
11043	3	27	31	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	4	21	25	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	5	18	22	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	6	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	6	0	 	21	11	1	N
11043	7	7	11	 	1	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	4	1	3	 	 	1	N
11044	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	11	0	0	 	 	 	 	 	 	 	N
11044	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	13	0	0	 	 	 	 	 	 	 	N
11044	2	40	44	 	2	1	1	 	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
11044	3	19	23	 	1	7	7	 	1	 	3	6	0	2	1	1	14	0	0	 	 	 	 	 	 	 	Y
11047	0	15	19	 	1	0	0	1	1	 	5	6	0	4	3	1	8	0	0	 	 	 	 	 	 	 	N
11047	1	83	-88	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11047	2	73	77	 	2	6	6	 	1	 	1	4	0	98	98	1	0	0	0	 	 	 	 	 	 	 	N
11047	3	34	38	 	1	1	1	 	1	 	3	3	0	2	98	1	6	0	0	 	 	 	 	 	 	 	N
11047	4	33	37	 	2	1	1	1	1	 	4	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
11047	5	2	5	 	1	7	7	 	1	 	5	 	 	4	3	 	 	 	 	1	0	1	3	 	 	0	N
11048	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
11048	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11048	2	45	49	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11048	3	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	0	 	31	16	1	N
11050	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	 
11050	1	47	51	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11050	2	46	50	 	2	1	1	 	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
11050	3	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11050	4	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11050	5	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11052	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	14	1	1	 	 	 	 	 	 	 	N
11052	1	43	49	 	1	1	1	 	1	 	1	3	0	98	98	1	13	0	0	 	 	 	 	 	 	 	N
11052	2	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
11052	3	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11061	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
11061	1	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11061	2	40	44	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11061	17	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
11063	0	15	19	 	1	0	0	1	1	 	3	6	1	2	1	1	12	0	1	 	 	 	 	 	 	 	N
11063	1	45	49	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
11063	2	38	42	 	2	1	1	 	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
11063	3	19	23	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11069	0	15	19	 	1	0	0	1	2	 	3	6	0	2	3	 	 	 	 	1	9	0	 	 	 	0	 
11069	1	100	-88	 	2	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11069	2	46	50	 	2	1	1	 	1	 	2	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
11069	3	44	48	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
11069	4	24	28	 	1	7	7	 	1	 	3	6	0	2	3	1	7	0	0	 	 	 	 	 	 	 	Y
11069	5	20	24	 	1	7	7	 	1	 	3	6	0	2	3	1	14	0	1	 	 	 	 	 	 	 	Y
11069	17	11	15	 	1	7	7	 	1	 	3	6	0	2	3	 	 	 	 	1	9	1	3	 	 	1	N
11069	18	8	12	 	1	7	7	 	1	 	3	 	0	2	3	 	 	 	 	1	6	1	3	 	 	1	N
11074	0	15	19	 	2	0	0	1	2	 	3	1	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
11074	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
11074	2	40	44	 	2	1	1	 	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
11074	3	19	23	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11074	17	9	13	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
11088	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	14	1	1	 	 	 	 	 	 	 	N
11088	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11088	2	37	41	 	2	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
11088	17	11	15	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	9	1	3	 	 	1	N
21002	0	15	19	 	1	0	0	0	1	 	3	6	0	1	98	1	8	0	0	 	 	 	 	 	 	 	N
21002	1	40	44	 	2	1	1	0	1	 	1	4	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21002	2	39	43	 	1	1	1	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	3	17	21	 	1	7	7	 	1	 	3	6	0	1	98	1	6	0	0	 	 	 	 	 	 	 	N
21002	17	11	15	 	1	7	7	 	1	 	3	6	0	1	98	 	 	 	 	1	6	0	 	8	12	0	N
21004	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	8	0	0	 	 	 	 	 	 	 	N
21004	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
21004	2	39	43	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21004	3	18	22	 	1	7	7	 	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
21004	4	16	20	 	1	7	7	 	1	 	3	6	0	2	3	1	12	1	1	 	 	 	 	 	 	 	N
21004	17	9	13	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
21005	0	14	18	 	1	0	0	1	1	 	3	6	0	1	2	1	12	0	1	 	 	 	 	 	 	 	N
21005	1	51	55	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21005	2	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
21005	17	10	14	 	1	7	7	 	1	 	3	6	0	1	2	 	 	 	 	1	8	1	3	 	 	1	N
21007	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	10	0	0	 	 	 	 	 	 	 	N
21007	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21007	2	39	43	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21008	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	N
21008	1	53	59	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
21008	2	52	56	 	2	1	1	1	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
21008	3	24	27	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21008	4	22	25	 	1	7	7	 	1	 	3	6	0	2	1	1	14	0	1	 	 	 	 	 	 	 	N
21008	5	17	21	 	1	7	7	 	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
21008	6	16	20	 	2	7	7	 	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
21008	7	 	3	 	1	 	15	 	1	 	5	 	 	98	98	 	 	 	 	 	 	 	 	 	 	 	N
21009	0	15	19	 	1	0	0	1	2	 	3	6	0	4	3	 	 	 	 	1	12	1	3	 	 	0	N
21009	1	78	-88	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21009	2	78	82	 	2	6	6	 	1	 	6	4	1	98	98	1	1	0	0	 	 	 	 	 	 	 	N
21009	3	41	45	 	1	1	1	 	1	 	1	3	0	2	98	1	5	0	0	 	 	 	 	 	 	 	Y
21009	4	40	44	 	2	1	1	1	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
21009	17	9	13	 	2	7	7	 	1	 	3	6	0	4	3	 	 	 	 	1	7	1	3	 	 	1	N
21011	0	15	19	 	2	0	0	1	2	 	3	6	1	2	1	 	 	 	 	1	6	0	 	 	 	0	N
21011	1	52	56	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21011	2	50	54	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
21011	3	31	35	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21011	4	26	30	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21011	5	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21011	6	18	22	 	1	7	7	 	1	 	3	6	0	2	1	1	7	0	0	 	 	 	 	 	 	 	Y
21011	7	23	27	 	1	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21011	8	1	5	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21012	0	14	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	6	0	 	 	 	0	N
21012	1	61	65	 	1	1	1	 	1	 	1	3	0	98	98	1	0	0	0	 	 	 	 	 	 	 	N
21012	2	57	61	 	2	1	1	1	1	 	2	3	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
21012	3	29	33	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21012	4	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21013	0	14	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	1	 	 	 	 	 	 	 	N
21013	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21013	2	41	45	 	2	1	1	0	1	 	2	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
21013	17	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
21014	0	15	19	 	2	0	0	1	1	 	1	3	0	98	98	1	10	0	1	 	 	 	 	 	 	 	N
21014	1	40	44	 	1	2	2	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	2	36	40	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	3	40	44	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	4	39	43	 	2	2	2	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	5	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	6	5	9	 	2	8	8	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	7	26	30	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	8	 	24	 	1	 	24	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21015	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	7	0	0	 	 	 	 	 	 	 	N
21015	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
21015	2	42	46	 	2	1	1	1	1	 	3	6	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
21015	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	4	17	21	 	1	7	7	 	1	 	3	5	0	2	1	1	8	0	0	 	 	 	 	 	 	 	N
21015	5	12	16	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
21015	17	9	13	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	0	 	 	 	 	 	 	N
21017	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
21017	1	48	56	 	1	1	1	 	1	 	1	3	0	98	98	1	13	0	0	 	 	 	 	 	 	 	N
21017	2	45	49	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21017	3	19	-88	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	0	15	19	 	2	0	0	1	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21018	1	45	49	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	2	45	49	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	3	21	25	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	4	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	17	10	14	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	18	20	24	 	1	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	19	0	4	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	20	 	50	 	1	 	28	 	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 	 	 	N
21018	21	 	40	 	2	 	28	 	1	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 	 	 	N
21018	22	 	19	 	1	 	24	 	1	 	3	3	0	21	20	1	6	0	 	 	 	 	 	 	 	 	Y
21018	23	 	17	 	2	 	29	 	1	 	3	6	0	21	20	 	 	 	 	1	9	0	 	1	15	 	N
21020	0	15	19	 	1	0	0	1	1	 	3	6	0	3	2	1	7	0	0	 	 	 	 	 	 	 	N
21020	1	81	85	 	1	6	6	 	1	 	6	4	0	98	98	1	28	0	0	 	 	 	 	 	 	 	N
21020	2	39	44	 	1	1	1	 	1	 	1	3	0	98	1	1	2	0	0	 	 	 	 	 	 	 	N
21020	3	39	43	 	2	1	1	0	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
21020	4	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21020	5	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21022	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
21022	1	35	39	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
21022	2	37	41	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
21022	3	6	10	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	3	1	3	 	 	1	N
21023	0	14	19	 	2	0	0	0	2	 	3	6	0	2	1	 	 	 	 	1	14	1	3	 	 	1	 
21023	1	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21023	2	41	45	 	2	1	1	0	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
21023	3	16	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	0	15	19	 	1	0	0	0	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	Y
21024	1	45	49	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
21024	2	44	48	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
21024	3	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	4	22	26	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	5	21	25	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	6	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	0	15	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
21025	1	54	58	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21025	2	57	61	 	2	1	1	1	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
21025	3	32	36	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	4	29	33	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	5	27	31	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	6	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	7	29	33	 	1	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	8	5	9	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	9	24	28	 	1	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	10	2	6	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	11	33	37	 	1	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21025	12	6	10	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	0	15	19	 	1	0	0	1	1	 	3	6	0	1	2	1	3	0	0	 	 	 	 	 	 	 	N
21026	1	47	51	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
21026	2	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21026	3	25	29	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	4	23	27	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	5	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	6	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	17	10	14	 	1	7	7	 	1	 	3	6	0	1	2	 	 	 	 	1	5	0	 	7	11	1	N
21027	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	6	0	 	 	 	1	 
21027	1	66	70	 	2	6	6	 	1	 	6	4	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
21027	2	43	47	 	1	1	1	 	1	 	1	3	0	1	98	1	5	0	0	 	 	 	 	 	 	 	N
21027	3	41	45	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21027	4	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	5	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	6	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	17	9	13	 	2	7	7	 	1	 	3	6	0	3	2	 	 	 	 	1	6	0	 	6	11	1	N
21029	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
21029	1	44	48	 	1	1	1	 	1	 	1	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
21029	2	41	45	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21029	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21029	17	9	13	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
21029	18	3	7	 	2	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	1	1	3	 	 	1	N
21030	0	14	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
21030	1	45	49	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
21030	2	46	50	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
21030	3	21	25	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	4	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	5	16	20	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	6	12	16	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	3	 	 	1	N
21030	18	9	13	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
21031	0	14	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	8	0	 	 	 	0	N
21031	1	44	48	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21031	2	43	47	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
21031	3	23	27	 	1	7	7	 	1	 	3	6	0	2	1	1	8	0	0	 	 	 	 	 	 	 	Y
21031	4	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21031	5	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21032	0	14	18	 	2	0	0	1	2	 	3	6	0	98	1	 	 	 	 	1	12	0	 	 	 	1	 
21032	1	36	40	 	1	1	1	 	1	 	1	3	1	98	98	0	 	 	 	 	 	 	 	 	 	 	N
21032	2	36	40	 	2	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21032	17	10	14	 	1	7	7	 	1	 	3	6	0	98	1	 	 	 	 	1	8	1	3	 	 	1	N
21033	0	15	19	 	1	0	0	1	2	 	3	6	0	1	2	 	 	 	 	1	9	0	 	 	 	0	N
21033	1	39	43	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
21033	2	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
21033	3	17	21	 	1	7	7	 	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
21033	17	9	13	 	1	7	7	 	1	 	3	6	0	1	2	 	 	 	 	1	6	1	3	 	 	1	N
21034	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
21034	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
21034	2	38	42	 	2	1	1	1	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
21034	3	19	23	 	1	7	7	 	1	 	3	6	0	2	1	1	11	0	0	 	 	 	 	 	 	 	Y
21034	4	78	-88	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21036	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	1	 	 	1	 
21036	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
21036	2	37	41	 	2	1	1	0	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
21036	17	11	15	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21037	0	14	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	9	0	 	 	 	0	N
21037	1	47	51	 	1	1	1	 	1	 	1	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
21037	2	46	50	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
21037	3	25	29	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	4	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21037	5	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21037	17	9	13	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	6	1	3	 	 	1	N
21038	0	14	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	9	0	 	 	 	0	 
21038	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
21038	2	39	44	 	2	1	1	1	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
