CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	VLSLDR4	CRPCSTR4
61037	1	45	30	0	50
61037	2	88	 	 	 
61037	3	88	 	 	 
61037	4	88	 	 	 
61038	1	 	 	 	 
61038	2	 	 	 	 
61038	3	 	 	 	 
61038	4	 	 	 	 
61039	1	 	 	 	 
61039	2	 	 	 	 
61039	3	 	 	 	 
61039	4	 	 	 	 
61040	1	53	12000	60000	24000
61040	2	109	1000	6000	1000
61040	3	88	 	 	 
61040	4	88	 	 	 
61041	1	53	2000	10000	9000
61041	2	88	 	 	 
61041	3	88	 	 	 
61041	4	88	 	 	 
61042	1	 	 	 	 
61042	2	 	 	 	 
61042	3	 	 	 	 
61042	4	 	 	 	 
61043	1	 	 	 	 
61043	2	 	 	 	 
61043	3	 	 	 	 
61043	4	 	 	 	 
61044	1	111	560	6000	3000
61044	2	53	3000	15000	6000
61044	3	88	 	 	 
61044	4	88	 	 	 
61046	1	 	 	 	 
61046	2	 	 	 	 
61046	3	 	 	 	 
61046	4	 	 	 	 
61047	1	111	2000	30000	10000
61047	2	53	400	2200	1500
61047	3	88	 	 	 
61047	4	88	 	 	 
61048	1	53	2900	14500	10000
61048	2	88	 	 	 
61048	3	88	 	 	 
61048	4	88	 	 	 
61049	1	109	850	6500	200
61049	2	111	200	3200	300
61049	3	4	0	0	50
61049	4	88	 	 	 
61050	1	 	 	 	 
61050	2	 	 	 	 
61050	3	 	 	 	 
61050	4	 	 	 	 
61052	1	 	 	 	 
61052	2	 	 	 	 
61052	3	 	 	 	 
61052	4	 	 	 	 
61055	1	 	 	 	 
61055	2	 	 	 	 
61055	3	 	 	 	 
61055	4	 	 	 	 
61056	1	53	1500	500	650
61056	2	88	 	 	 
61056	3	88	 	 	 
61056	4	88	 	 	 
61057	1	53	2200	11880	5700
61057	2	88	 	 	 
61057	3	88	 	 	 
61057	4	88	 	 	 
61076	1	 	 	 	 
61076	2	 	 	 	 
61076	3	 	 	 	 
61076	4	 	 	 	 
61079	1	 	 	 	 
61079	2	 	 	 	 
61079	3	 	 	 	 
61079	4	 	 	 	 
61104	1	109	-88	14400	2300
61104	2	88	 	 	 
61104	3	88	 	 	 
61104	4	88	 	 	 
71001	1	 	 	 	 
71001	2	 	 	 	 
71001	3	 	 	 	 
71001	4	 	 	 	 
71002	1	 	 	 	 
71002	2	 	 	 	 
71002	3	 	 	 	 
71002	4	 	 	 	 
71003	1	 	 	 	 
71003	2	 	 	 	 
71003	3	 	 	 	 
71003	4	 	 	 	 
71004	1	 	 	 	 
71004	2	 	 	 	 
71004	3	 	 	 	 
71004	4	 	 	 	 
71005	1	111	40	800	0
71005	2	109	-77	8400	0
71005	3	88	 	 	 
71005	4	88	 	 	 
71006	1	109	-77	4800	0
71006	2	88	 	 	 
71006	3	88	 	 	 
71006	4	88	 	 	 
71007	1	53	12000	0	36000
71007	2	109	0	5000	0
71007	3	88	 	 	 
71007	4	88	 	 	 
71008	1	109	1200	4200	360
71008	2	88	 	 	 
71008	3	88	 	 	 
71008	4	88	 	 	 
71009	1	 	 	 	 
71009	2	 	 	 	 
71009	3	 	 	 	 
71009	4	 	 	 	 
71010	1	122	1500	45000	20000
71010	2	88	 	 	 
71010	3	88	 	 	 
71010	4	88	 	 	 
71011	1	54	-77	-77	4200
71011	2	53	4500	24750	-77
71011	3	88	 	 	 
71011	4	88	 	 	 
71013	1	 	 	 	 
71013	2	 	 	 	 
71013	3	 	 	 	 
71013	4	 	 	 	 
71015	1	111	22000	130000	50000
71015	2	96	1000	12000	4000
71015	3	88	 	 	 
71015	4	88	 	 	 
71019	1	111	10000	100000	50000
71019	2	88	 	 	 
71019	3	88	 	 	 
71019	4	88	 	 	 
71020	1	111	1500	15000	7000
71020	2	96	500	6000	1000
71020	3	109	40	0	0
71020	4	88	 	 	 
71021	1	4	400	1600	400
71021	2	109	100	650	0
71021	3	111	7000	70000	15000
71021	4	25	150	2250	600
71023	1	111	7000	70000	10000
71023	2	25	20	0	20
71023	3	88	 	 	 
71023	4	88	 	 	 
71024	1	111	50000	600000	280000
71024	2	88	 	 	 
71024	3	88	 	 	 
71024	4	88	 	 	 
71025	1	 	 	 	 
71025	2	 	 	 	 
71025	3	 	 	 	 
71025	4	 	 	 	 
71026	1	111	1300	8000	5000
71026	2	25	15	500	150
71026	3	88	 	 	 
71026	4	88	 	 	 
71027	1	96	-77	0	0
71027	2	4	-77	600	0
71027	3	109	-77	0	0
71027	4	88	 	 	 
71028	1	111	19000	240000	4500
71028	2	109	900	2700	450
71028	3	4	1200	2160	0
71028	4	88	 	 	 
71031	1	 	 	 	 
71031	2	 	 	 	 
71031	3	 	 	 	 
71031	4	 	 	 	 
71032	1	111	4000	28000	10000
71032	2	109	140	1000	30
71032	3	96	60	0	20
71032	4	4	40	0	0
71033	1	 	 	 	 
71033	2	 	 	 	 
71033	3	 	 	 	 
71033	4	 	 	 	 
71034	1	 	 	 	 
71034	2	 	 	 	 
71034	3	 	 	 	 
71034	4	 	 	 	 
71035	1	96	7000	110000	25000
71035	2	88	 	 	 
71035	3	88	 	 	 
71035	4	88	 	 	 
71036	1	 	 	 	 
71036	2	 	 	 	 
71036	3	 	 	 	 
71036	4	 	 	 	 
71037	1	111	4000	32000	6500
71037	2	88	 	 	 
71037	3	88	 	 	 
71037	4	88	 	 	 
71038	1	111	2300	46000	9000
71038	2	109	2400	9600	600
71038	3	96	1200	16800	1200
71038	4	4	360	1260	400
71039	1	4	600	2400	0
71039	2	88	 	 	 
71039	3	88	 	 	 
71039	4	88	 	 	 
71041	1	111	5000	30000	5000
71041	2	88	 	 	 
71041	3	88	 	 	 
71041	4	88	 	 	 
71042	1	111	4000	45000	15000
71042	2	88	 	 	 
71042	3	88	 	 	 
71042	4	88	 	 	 
71043	1	111	500	3000	1000
71043	2	88	 	 	 
71043	3	88	 	 	 
71043	4	88	 	 	 
71044	1	111	7000	105000	40000
71044	2	25	200	2500	0
71044	3	88	 	 	 
71044	4	88	 	 	 
71045	1	68	3000	13000	7000
71045	2	111	50	2000	200
71045	3	88	 	 	 
71045	4	88	 	 	 
71046	1	96	240	8400	3000
71046	2	4	200	100	300
71046	3	88	 	 	 
71046	4	88	 	 	 
71047	1	96	600	500	10000
71047	2	88	 	 	 
71047	3	88	 	 	 
71047	4	88	 	 	 
71048	1	25	2000	20000	6000
71048	2	96	200	1000	0
71048	3	96	0	0	0
71048	4	88	 	 	 
71049	1	111	1000	6000	7200
71049	2	96	0	0	1944
71049	3	88	 	 	 
71049	4	88	 	 	 
71073	1	111	4200	25000	12000
71073	2	96	700	10000	3000
71073	3	120	50	1000	0
71073	4	88	 	 	 
71091	1	 	 	 	 
71091	2	 	 	 	 
71091	3	 	 	 	 
71091	4	 	 	 	 
71097	1	109	4500	12000	200
71097	2	111	350	4000	2000
71097	3	88	 	 	 
71097	4	88	 	 	 
71112	1	 	 	 	 
71112	2	 	 	 	 
71112	3	 	 	 	 
71112	4	 	 	 	 
71120	1	111	3000	6000	700
71120	2	109	3500	17500	2000
71120	3	4	150	450	100
71120	4	96	100	3500	500
71121	1	111	1800	14400	2000
71121	2	88	 	 	 
71121	3	88	 	 	 
71121	4	88	 	 	 
81001	1	 	 	 	 
81001	2	 	 	 	 
81001	3	 	 	 	 
81001	4	 	 	 	 
81003	1	 	 	 	 
81003	2	 	 	 	 
81003	3	 	 	 	 
81003	4	 	 	 	 
81004	1	109	3500	4000	150
81004	2	111	4000	12000	1800
81004	3	4	250	150	0
81004	4	88	 	 	 
81005	1	 	 	 	 
81005	2	 	 	 	 
81005	3	 	 	 	 
81005	4	 	 	 	 
81006	1	111	700	21000	3000
81006	2	96	700	28000	3000
81006	3	88	 	 	 
81006	4	88	 	 	 
81007	1	111	1000	6000	2000
81007	2	88	 	 	 
81007	3	88	 	 	 
81007	4	88	 	 	 
81008	1	109	500	1500	300
81008	2	4	0	0	0
81008	3	88	 	 	 
81008	4	88	 	 	 
81009	1	 	 	 	 
81009	2	 	 	 	 
81009	3	 	 	 	 
81009	4	 	 	 	 
81010	1	 	 	 	 
81010	2	 	 	 	 
81010	3	 	 	 	 
81010	4	 	 	 	 
81011	1	 	 	 	 
81011	2	 	 	 	 
81011	3	 	 	 	 
81011	4	 	 	 	 
81012	1	109	-88	2400	800
81012	2	88	 	 	 
81012	3	88	 	 	 
81012	4	88	 	 	 
81013	1	111	420	7800	1500
81013	2	109	0	0	120
81013	3	88	 	 	 
81013	4	88	 	 	 
81017	1	111	0	0	3000
81017	2	88	 	 	 
81017	3	88	 	 	 
81017	4	88	 	 	 
81018	1	111	0	0	-77
81018	2	96	0	0	-77
81018	3	88	 	 	 
81018	4	88	 	 	 
81019	1	109	-88	0	200
81019	2	111	-88	0	350
81019	3	88	 	 	 
81019	4	88	 	 	 
81020	1	109	-88	1800	900
81020	2	88	 	 	 
81020	3	88	 	 	 
81020	4	88	 	 	 
81021	1	109	-88	2400	150
81021	2	88	 	 	 
81021	3	88	 	 	 
81021	4	88	 	 	 
81022	1	 	 	 	 
81022	2	 	 	 	 
81022	3	 	 	 	 
81022	4	 	 	 	 
81023	1	 	 	 	 
81023	2	 	 	 	 
81023	3	 	 	 	 
81023	4	 	 	 	 
81024	1	111	500	5500	300
81024	2	96	0	0	2000
81024	3	88	 	 	 
81024	4	88	 	 	 
81025	1	54	3600	19800	6000
81025	2	4	360	1800	0
81025	3	88	 	 	 
81025	4	88	 	 	 
81026	1	 	 	 	 
81026	2	 	 	 	 
81026	3	 	 	 	 
81026	4	 	 	 	 
81028	1	111	1000	15000	3700
81028	2	88	 	 	 
81028	3	88	 	 	 
81028	4	88	 	 	 
81029	1	111	3000	36000	3500
81029	2	88	 	 	 
81029	3	88	 	 	 
81029	4	88	 	 	 
81030	1	96	500	10000	5000
81030	2	96	200	1000	300
81030	3	96	150	10000	3000
81030	4	88	 	 	 
81031	1	111	3000	36000	6000
81031	2	96	600	7200	2000
81031	3	88	 	 	 
81031	4	88	 	 	 
81032	1	109	-88	2000	500
81032	2	96	0	0	180
81032	3	88	 	 	 
81032	4	88	 	 	 
81034	1	109	-88	0	150
81034	2	88	 	 	 
81034	3	88	 	 	 
81034	4	88	 	 	 
81035	1	109	600	1200	0
81035	2	88	 	 	 
81035	3	88	 	 	 
81035	4	88	 	 	 
81036	1	109	-88	6500	800
81036	2	96	-88	1500	200
81036	3	88	 	 	 
81036	4	88	 	 	 
81038	1	109	-88	0	0
81038	2	88	 	 	 
81038	3	88	 	 	 
81038	4	88	 	 	 
81039	1	111	240	6800	860
81039	2	109	-88	870	85
81039	3	88	 	 	 
81039	4	88	 	 	 
81041	1	109	-88	2400	300
81041	2	88	 	 	 
81041	3	88	 	 	 
81041	4	88	 	 	 
81042	1	109	5400	6000	350
81042	2	88	 	 	 
81042	3	88	 	 	 
81042	4	88	 	 	 
81043	1	 	 	 	 
81043	2	 	 	 	 
81043	3	 	 	 	 
81043	4	 	 	 	 
81045	1	 	 	 	 
81045	2	 	 	 	 
81045	3	 	 	 	 
81045	4	 	 	 	 
81046	1	 	 	 	 
81046	2	 	 	 	 
81046	3	 	 	 	 
81046	4	 	 	 	 
81047	1	 	 	 	 
81047	2	 	 	 	 
81047	3	 	 	 	 
81047	4	 	 	 	 
81049	1	109	-88	5000	2000
81049	2	111	0	0	0
81049	3	88	 	 	 
81049	4	88	 	 	 
81050	1	109	-88	12000	500
81050	2	88	 	 	 
81050	3	88	 	 	 
81050	4	88	 	 	 
81073	1	111	500	12000	600
81073	2	109	300	5000	200
81073	3	88	 	 	 
81073	4	88	 	 	 
81092	1	109	2800	3200	200
81092	2	88	 	 	 
81092	3	88	 	 	 
81092	4	88	 	 	 
81105	1	111	200	2400	300
81105	2	109	-88	0	0
81105	3	88	 	 	 
81105	4	88	 	 	 
81108	1	109	-88	5800	880
81108	2	88	 	 	 
81108	3	88	 	 	 
81108	4	88	 	 	 
81120	1	109	-88	8250	2400
81120	2	88	 	 	 
81120	3	88	 	 	 
81120	4	88	 	 	 
81130	1	 	 	 	 
81130	2	 	 	 	 
81130	3	 	 	 	 
81130	4	 	 	 	 
81139	1	109	0	0	300
81139	2	88	 	 	 
81139	3	88	 	 	 
81139	4	88	 	 	 
81145	1	109	-88	24000	12000
81145	2	88	 	 	 
81145	3	88	 	 	 
81145	4	88	 	 	 
81150	1	 	 	 	 
81150	2	 	 	 	 
81150	3	 	 	 	 
81150	4	 	 	 	 
81152	1	 	 	 	 
81152	2	 	 	 	 
81152	3	 	 	 	 
81152	4	 	 	 	 
91001	1	53	1000	0	1500
91001	2	44	250	0	300
91001	3	116	-77	0	40
91001	4	126	-77	0	0
91003	1	53	1500	3600	2090
91003	2	44	1000	5000	1350
91003	3	116	180	0	0
91003	4	88	 	 	 
91006	1	53	700	0	1800
91006	2	116	-77	0	30
91006	3	88	 	 	 
91006	4	88	 	 	 
91008	1	53	1200	0	1650
91008	2	44	1000	0	1200
91008	3	96	70	8000	0
91008	4	116	-77	0	100
91009	1	53	4800	9000	5000
91009	2	44	2100	6600	1500
91009	3	88	 	 	 
91009	4	88	 	 	 
91010	1	53	2200	0	3200
91010	2	44	3000	0	2200
91010	3	126	-77	0	30
91010	4	10	-77	0	40
91011	1	53	2000	0	2500
91011	2	44	800	0	1500
91011	3	85	1000	0	0
91011	4	96	80	9600	0
91012	1	53	2000	0	2500
91012	2	44	1800	3000	1700
91012	3	96	60	7500	0
91012	4	110	-77	0	0
91013	1	53	2700	0	2000
91013	2	44	650	0	1500
91013	3	96	110	13200	0
91013	4	85	500	0	0
91014	1	44	1200	0	1020
91014	2	53	800	0	1200
91014	3	96	30	3600	0
91014	4	85	1000	0	0
91015	1	53	700	0	820
91015	2	44	840	0	530
91015	3	56	50	0	150
91015	4	116	-77	0	50
91016	1	53	700	0	600
91016	2	126	-77	0	20
91016	3	116	-77	0	50
91016	4	112	60	0	70
91017	1	53	2000	0	1205
91017	2	44	3200	2500	1075
91017	3	116	360	0	0
91017	4	88	 	 	 
91019	1	53	3500	0	6325
91019	2	96	50	6000	0
91019	3	44	1820	0	1500
91019	4	116	100	0	50
91020	1	53	600	1200	1000
91020	2	44	800	2500	800
91020	3	116	100	0	10
91020	4	88	 	 	 
91021	1	53	675	0	1000
91021	2	44	450	0	500
91021	3	85	600	0	0
91021	4	116	-77	0	15
91022	1	44	2000	12000	12000
91022	2	53	2000	0	7000
91022	3	96	120	12000	1000
91022	4	88	 	 	 
91024	1	44	10000	60000	20000
91024	2	53	225	0	3000
91024	3	88	 	 	 
91024	4	88	 	 	 
91025	1	44	1500	5000	3200
91025	2	53	1200	0	4350
91025	3	96	-88	1200	0
91025	4	116	400	0	200
91026	1	53	1800	0	6000
91026	2	44	1500	6500	2700
91026	3	21	-88	0	0
91026	4	116	250	0	70
91027	1	44	2250	1000	1100
91027	2	53	1000	0	1250
91027	3	116	400	0	0
91027	4	88	 	 	 
91028	1	53	2000	0	5000
91028	2	44	2000	5000	7000
91028	3	56	80	0	180
91028	4	116	60	0	30
91029	1	53	1500	0	2600
91029	2	44	480	0	1900
91029	3	25	40	4000	0
91029	4	88	 	 	 
91030	1	53	3000	0	9040
91030	2	44	3000	16500	14700
91030	3	116	180	0	0
91030	4	88	 	 	 
91031	1	53	2500	3500	5000
91031	2	44	1000	0	1000
91031	3	69	200	0	100
91031	4	116	300	200	50
91032	1	53	1200	0	1100
91032	2	44	1400	0	1000
91032	3	116	-77	0	0
91032	4	88	 	 	 
91033	1	53	400	0	600
91033	2	44	2000	5000	3000
91033	3	116	300	0	100
91033	4	88	 	 	 
91036	1	53	1500	0	1960
91036	2	44	1875	0	2050
91036	3	116	130	0	0
91036	4	88	 	 	 
91037	1	44	2700	500	1250
91037	2	53	675	0	1250
91037	3	85	5000	0	0
91037	4	116	-77	0	30
91039	1	53	5000	12000	8000
91039	2	44	1500	0	2000
91039	3	25	70	8400	0
91039	4	10	300	0	40
91041	1	53	2000	0	2000
91041	2	44	1000	0	1500
91041	3	85	600	0	0
91041	4	96	100	12000	0
91042	1	53	2500	0	1240
91042	2	25	200	24000	0
91042	3	44	1000	0	700
91042	4	116	-77	0	0
91045	1	96	54	6700	0
91045	2	53	2500	0	2200
91045	3	44	700	0	600
91045	4	116	-77	0	40
91046	1	 	 	 	 
91046	2	 	 	 	 
91046	3	 	 	 	 
91046	4	 	 	 	 
91047	1	96	40	0	200
91047	2	88	 	 	 
91047	3	88	 	 	 
91047	4	88	 	 	 
91048	1	 	 	 	 
91048	2	 	 	 	 
91048	3	 	 	 	 
91048	4	 	 	 	 
91049	1	53	1456	0	3000
91049	2	44	3000	0	3000
91049	3	96	100	12500	0
91049	4	116	35	0	0
91050	1	96	70	8400	100
91050	2	53	1500	8	5400
91050	3	44	400	0	1800
91050	4	88	 	 	 
91052	1	53	2250	0	5200
91052	2	44	1350	4800	2600
91052	3	116	360	0	0
91052	4	88	 	 	 
91053	1	44	400000	18000	4300
91053	2	53	3500	0	2800
91053	3	116	720	0	0
91053	4	88	 	 	 
91056	1	44	3000	18000	3560
91056	2	53	2000	0	5460
91056	3	116	360	0	0
91056	4	88	 	 	 
91057	1	53	3630	500	4000
91057	2	44	4200	21000	6000
91057	3	126	-77	0	40
91057	4	116	-77	0	60
91061	1	53	1800	0	1300
91061	2	25	50	6000	0
91061	3	116	-77	0	0
91061	4	88	 	 	 
91062	1	53	2500	0	2000
91062	2	96	150	1800	0
91062	3	44	1000	0	1000
91062	4	116	-77	0	0
91064	1	53	2500	0	4000
91064	2	44	1800	4000	2000
91064	3	25	100	12500	0
91064	4	88	 	 	 
91070	1	53	2000	0	1600
91070	2	44	1000	0	2000
91070	3	116	-77	0	0
91070	4	88	 	 	 
91071	1	96	100	13000	0
91071	2	53	2250	0	1500
91071	3	44	1800	500	850
91071	4	116	-77	0	70
101001	1	53	300	0	100
101001	2	44	1000	1000	500
101001	3	85	200	0	0
101001	4	88	 	 	 
101004	1	53	1000	0	3100
101004	2	44	1000	0	2200
101004	3	116	-77	0	100
101004	4	112	-77	0	50
101005	1	137	2000	60000	0
101005	2	126	-77	0	30
101005	3	116	-77	0	30
101005	4	88	 	 	 
101010	1	44	5000	20000	9000
101010	2	53	1000	0	2400
101010	3	85	10000	13000	2000
101010	4	21	-77	5000	500
101011	1	53	500	0	3000
101011	2	44	1000	0	1500
101011	3	88	 	 	 
101011	4	88	 	 	 
101013	1	 	 	 	 
101013	2	 	 	 	 
101013	3	 	 	 	 
101013	4	 	 	 	 
101014	1	 	 	 	 
101014	2	 	 	 	 
101014	3	 	 	 	 
101014	4	 	 	 	 
101015	1	 	 	 	 
101015	2	 	 	 	 
101015	3	 	 	 	 
101015	4	 	 	 	 
101016	1	 	 	 	 
101016	2	 	 	 	 
101016	3	 	 	 	 
101016	4	 	 	 	 
101017	1	 	 	 	 
101017	2	 	 	 	 
101017	3	 	 	 	 
101017	4	 	 	 	 
101018	1	44	3000	5500	3500
101018	2	53	2000	0	3000
101018	3	85	200	0	80
101018	4	74	150	0	60
101019	1	137	-77	7000	0
101019	2	88	 	 	 
101019	3	88	 	 	 
101019	4	88	 	 	 
101020	1	53	1200	0	2400
101020	2	21	0	0	500
101020	3	116	250	0	60
101020	4	88	 	 	 
101021	1	53	2700	0	3500
101021	2	44	4500	0	3700
101021	3	10	-77	2600	400
101021	4	116	-77	1000	200
101022	1	53	700	0	5000
101022	2	44	1000	0	3000
101022	3	85	300	0	700
101022	4	88	 	 	 
101023	1	 	 	 	 
101023	2	 	 	 	 
101023	3	 	 	 	 
101023	4	 	 	 	 
101024	1	53	1100	600	500
101024	2	44	500	400	300
101024	3	88	 	 	 
101024	4	88	 	 	 
101025	1	53	1200	0	5000
101025	2	85	3000	0	500
101025	3	44	700	4200	2000
101025	4	88	 	 	 
101026	1	44	5000	20000	13000
101026	2	53	2000	0	3400
101026	3	85	300	0	100
101026	4	74	200	0	150
101027	1	53	1000	0	2200
101027	2	44	700	0	1200
101027	3	126	-77	0	30
101027	4	116	-77	0	50
101028	1	53	1000	0	1900
101028	2	44	700	0	1200
101028	3	10	-77	0	100
101028	4	116	-77	0	25
101029	1	137	-88	48000	5000
101029	2	53	2000	0	4500
101029	3	44	500	0	1300
101029	4	10	-77	0	150
101030	1	53	400	0	1142
101030	2	44	300	0	1050
101030	3	88	 	 	 
101030	4	88	 	 	 
101031	1	53	500	0	200
101031	2	44	300	0	800
101031	3	88	 	 	 
101031	4	88	 	 	 
101034	1	53	600	0	1200
101034	2	44	600	0	1000
101034	3	85	4000	0	1000
101034	4	116	125	0	50
101035	1	53	1450	0	3200
101035	2	44	1200	0	1600
101035	3	85	2000	0	450
101035	4	116	-77	0	100
101036	1	44	3200	12000	6500
101036	2	53	1500	0	3200
101036	3	85	1200	0	400
101036	4	116	-77	0	60
101037	1	 	 	 	 
101037	2	 	 	 	 
101037	3	 	 	 	 
101037	4	 	 	 	 
101038	1	53	1300	8000	3000
101038	2	44	800	3500	1600
101038	3	116	-77	0	100
101038	4	112	-77	0	100
101039	1	53	3000	4000	4000
101039	2	71	300	4500	1000
101039	3	88	 	 	 
101039	4	88	 	 	 
101040	1	53	400	0	500
101040	2	88	 	 	 
101040	3	88	 	 	 
101040	4	88	 	 	 
101041	1	53	1600	0	3500
101041	2	44	1000	0	1500
101041	3	85	10000	7400	1000
101041	4	116	120	0	35
101042	1	53	1280	4250	4030
101042	2	44	1360	2800	3075
101042	3	88	 	 	 
101042	4	88	 	 	 
101043	1	110	200	3000	1000
101043	2	44	1000	3000	2000
101043	3	53	200	0	600
101043	4	88	 	 	 
101044	1	110	1500	15000	1000
101044	2	53	100	0	200
101044	3	116	200	0	40
101044	4	88	 	 	 
101045	1	116	-77	1100	100
101045	2	10	-77	1000	100
101045	3	112	-77	500	50
101045	4	88	 	 	 
101047	1	44	1000	2000	2000
101047	2	53	200	0	400
101047	3	126	-77	0	0
101047	4	116	50	0	30
101048	1	53	1000	0	2000
101048	2	44	2000	0	1300
101048	3	10	-77	0	30
101048	4	126	-77	0	0
101049	1	53	700	0	900
101049	2	44	1000	0	800
101049	3	10	-77	5000	1000
101049	4	116	-77	5000	1000
101050	1	96	300	5000	50
101050	2	96	-88	2000	0
101050	3	10	200	800	150
101050	4	116	-77	0	60
101051	1	53	1200	0	2800
101051	2	116	-77	0	100
101051	3	112	-77	0	100
101051	4	56	-77	0	100
101054	1	 	 	 	 
101054	2	 	 	 	 
101054	3	 	 	 	 
101054	4	 	 	 	 
101064	1	53	1200	0	2200
101064	2	44	800	0	1200
101064	3	116	-77	0	100
101064	4	85	1200	0	250
101067	1	53	4500	10000	9700
101067	2	44	4000	12000	6500
101067	3	85	6000	10000	4200
101067	4	116	-77	0	100
101075	1	 	 	 	 
101075	2	 	 	 	 
101075	3	 	 	 	 
101075	4	 	 	 	 
101083	1	44	2000	0	7400
101083	2	10	500	2000	1900
101083	3	53	200	0	586
101083	4	88	 	 	 
111001	1	44	1000	0	2500
111001	2	53	350	0	500
111001	3	88	 	 	 
111001	4	88	 	 	 
111002	1	 	 	 	 
111002	2	 	 	 	 
111002	3	 	 	 	 
111002	4	 	 	 	 
111003	1	85	3000	0	720
111003	2	44	1000	0	930
111003	3	53	700	0	860
111003	4	88	 	 	 
111004	1	44	2000	0	3000
111004	2	85	5000	0	1300
111004	3	53	1200	0	1800
111004	4	88	 	 	 
111005	1	44	7000	9000	1500
111005	2	53	2700	0	2000
111005	3	85	1000	0	520
111005	4	88	 	 	 
111006	1	44	10000	25000	10000
111006	2	88	 	 	 
111006	3	88	 	 	 
111006	4	88	 	 	 
111008	1	53	700	0	1960
111008	2	88	 	 	 
111008	3	88	 	 	 
111008	4	88	 	 	 
111009	1	44	3000	3500	2000
111009	2	53	2000	0	1600
111009	3	88	 	 	 
111009	4	88	 	 	 
111010	1	 	 	 	 
111010	2	 	 	 	 
111010	3	 	 	 	 
111010	4	 	 	 	 
111011	1	53	1100	0	2670
111011	2	88	 	 	 
111011	3	88	 	 	 
111011	4	88	 	 	 
111012	1	 	 	 	 
111012	2	 	 	 	 
111012	3	 	 	 	 
111012	4	 	 	 	 
111013	1	 	 	 	 
111013	2	 	 	 	 
111013	3	 	 	 	 
111013	4	 	 	 	 
111014	1	 	 	 	 
111014	2	 	 	 	 
111014	3	 	 	 	 
111014	4	 	 	 	 
111015	1	 	 	 	 
111015	2	 	 	 	 
111015	3	 	 	 	 
111015	4	 	 	 	 
111016	1	53	500	0	1000
111016	2	88	 	 	 
111016	3	88	 	 	 
111016	4	88	 	 	 
111017	1	53	1800	0	2500
111017	2	85	1500	0	1000
111017	3	44	500	0	500
111017	4	88	 	 	 
111018	1	88	 	 	 
111018	2	88	 	 	 
111018	3	88	 	 	 
111018	4	88	 	 	 
111019	1	 	 	 	 
111019	2	 	 	 	 
111019	3	 	 	 	 
111019	4	 	 	 	 
111021	1	53	1500	0	1500
111021	2	44	1500	0	2000
111021	3	85	3000	0	500
111021	4	88	 	 	 
111022	1	44	1000	0	400
111022	2	53	1500	0	8000
111022	3	88	 	 	 
111022	4	88	 	 	 
111025	1	85	500	650	195
111025	2	53	600	0	1120
111025	3	69	50	500	160
111025	4	96	220	1100	350
111027	1	53	2000	0	5000
111027	2	44	200	0	1000
111027	3	85	1200	0	1000
111027	4	96	420	5000	0
111028	1	85	30000	36000	12500
111028	2	53	1020	0	2250
111028	3	21	-88	25000	0
111028	4	88	 	 	 
111030	1	53	1000	0	1500
111030	2	44	1000	0	3000
111030	3	85	1000	1500	500
111030	4	88	 	 	 
111031	1	 	 	 	 
111031	2	 	 	 	 
111031	3	 	 	 	 
111031	4	 	 	 	 
111032	1	53	1200	0	1800
111032	2	44	1000	0	1500
111032	3	85	1500	0	500
111032	4	88	 	 	 
111033	1	53	800	0	1300
111033	2	88	 	 	 
111033	3	88	 	 	 
111033	4	88	 	 	 
111034	1	 	 	 	 
111034	2	 	 	 	 
111034	3	 	 	 	 
111034	4	 	 	 	 
111035	1	44	2000	0	2000
111035	2	85	15000	0	1000
111035	3	53	1200	0	1500
111035	4	21	400	22000	0
111036	1	85	2000	2400	800
111036	2	44	2000	8000	1700
111036	3	53	800	0	2000
111036	4	88	 	 	 
111038	1	53	300	0	1280
111038	2	85	3000	3600	1200
111038	3	10	4000	2000	6000
111038	4	88	 	 	 
111039	1	85	16000	20000	5000
111039	2	53	3000	0	4500
111039	3	96	1500	8000	3000
111039	4	88	 	 	 
111040	1	85	5000	5000	1800
111040	2	53	1000	0	3000
111040	3	80	-88	6000	500
111040	4	21	-88	30000	0
111042	1	53	400	0	1000
111042	2	88	 	 	 
111042	3	88	 	 	 
111042	4	88	 	 	 
111043	1	53	2100	0	4300
111043	2	44	300	0	850
111043	3	55	200	400	300
111043	4	10	-77	0	1000
111044	1	85	20000	24000	2000
111044	2	44	1000	0	3000
111044	3	53	300	0	500
111044	4	88	 	 	 
111045	1	85	5000	6000	1200
111045	2	44	2000	6000	2800
111045	3	53	1000	0	1500
111045	4	88	 	 	 
111047	1	44	3000	0	2500
111047	2	53	1000	0	700
111047	3	85	10000	10000	980
111047	4	88	 	 	 
111048	1	44	2000	0	2000
111048	2	85	20000	20000	7000
111048	3	53	300	0	1000
111048	4	88	 	 	 
111050	1	53	2000	0	2400
111050	2	44	1500	0	3500
111050	3	85	5000	0	1500
111050	4	88	 	 	 
111057	1	85	3000	0	800
111057	2	44	2500	6000	2300
111057	3	53	1200	0	1800
111057	4	88	 	 	 
111065	1	85	20000	0	5000
111065	2	44	3000	0	8000
111065	3	53	1000	0	3500
111065	4	96	-77	40000	0
111069	1	53	1000	0	1200
111069	2	44	800	0	500
111069	3	88	 	 	 
111069	4	88	 	 	 
111086	1	44	5000	0	2000
111086	2	85	10000	5000	2000
111086	3	88	 	 	 
111086	4	88	 	 	 
111109	1	85	1000	1200	360
