FORMNO	CHILDID	CROPID	CROP	QNTHARV	QNTUNIT	VLCRSLD	CROPCOST
R2INDX	ET060061	6	79	10	95	0	20
R2INDX	ET060061	7	75	2	95	0	70
R2INDX	ET060062	1	44	4	9	100	10
R2INDX	ET060062	2	8	2	9	50	50
R2INDX	ET060062	3	76	3	9	80	150
R2INDX	ET060063	1	44	2	9	100	15
R2INDX	ET060063	2	8	2	9	240	30
R2INDX	ET060063	3	79	3	9	180	30
R2INDX	ET060063	4	47	.5	9	100	20
R2INDX	ET060064	1	44	7	41	0	0
R2INDX	ET060064	2	47	3	41	100	0
R2INDX	ET060064	3	79	8	41	0	0
R2INDX	ET060064	4	20	10	41	50	100
R2INDX	ET060064	5	8	15	41	0	400
R2INDX	ET060064	6	50	8	41	600	0
R2INDX	ET060064	7	26	10	2	3000	50
R2INDX	ET060064	8	55	10	41	63	0
R2INDX	ET060064	9	31	20	55	0	0
R2INDX	ET060065	1	44	1	2	0	0
R2INDX	ET060065	2	55	6	2	400	80
R2INDX	ET060065	3	76	4	41	0	0
R2INDX	ET060065	4	8	1	2	100	100
R2INDX	ET060065	5	79	2	2	0	0
R2INDX	ET060065	6	8	30	1	0	60
R2INDX	ET060065	7	26	3	2	700	0
R2INDX	ET060066	1	7	1	41	110	3
R2INDX	ET060066	2	5	3	41	140	50
R2INDX	ET060066	3	76	3	41	330	50
R2INDX	ET060067	1	44	2	41	240	15
R2INDX	ET060067	2	79	5	41	230	20
R2INDX	ET060067	3	20	4	41	450	30
R2INDX	ET060067	4	8	3	49	540	70
R2INDX	ET060067	5	5	3	41	300	80
R2INDX	ET060068	1	44	10	41	400	20
R2INDX	ET060068	2	55	15	41	600	200
R2INDX	ET060068	3	20	1	41	80	20
R2INDX	ET060068	4	76	10	41	700	300
R2INDX	ET060068	5	75	7	41	600	200
R2INDX	ET060070	1	44	1	2	0	0
R2INDX	ET060070	2	55	1	2	0	0
R2INDX	ET060070	3	76	1	2	0	220
R2INDX	ET060070	4	79	3	2	100	0
R2INDX	ET060070	5	15	2	2	50	0
R2INDX	ET060070	6	5	2	2	0	0
R2INDX	ET060070	7	7	10	1	0	0
R2INDX	ET060070	8	50	4	2	400	30
R2INDX	ET060071	1	44	3	9	0	20
R2INDX	ET060071	2	55	3	9	0	60
R2INDX	ET060071	3	8	5	9	150	30
R2INDX	ET060071	4	79	15	9	230	55
R2INDX	ET060071	5	76	2	9	100	40
R2INDX	ET060071	7	20	4	9	160	30
R2INDX	ET060072	1	44	1	2	0	0
R2INDX	ET060072	2	43	.5	2	60	0
R2INDX	ET060072	3	8	1.5	2	0	0
R2INDX	ET060072	4	76	1.5	2	0	20
R2INDX	ET060072	5	5	6	2	0	0
R2INDX	ET060072	6	75	1.5	2	0	0
R2INDX	ET060072	7	55	2.5	2	45	0
R2INDX	ET060072	8	50	1	2	30	0
R2INDX	ET060073	1	55	2	2	0	0
R2INDX	ET060073	2	44	2	2	0	0
R2INDX	ET060073	3	96	2.5	2	20	0
R2INDX	ET060073	4	20	1.5	2	0	0
R2INDX	ET060073	5	79	2	2	0	0
R2INDX	ET060074	1	47	6	5	150	50
R2INDX	ET060074	2	76	5	22	0	25
R2INDX	ET060074	3	20	3	22	0	20
R2INDX	ET060074	4	50	3	1	480	10
R2INDX	ET060074	5	55	7	41	180	5
R2INDX	ET060075	1	76	10	22	0	20
R2INDX	ET060075	2	79	15	22	200	30
R2INDX	ET060075	3	44	5	40	0	16
R2INDX	ET060075	4	124	7	22	0	15
R2INDX	ET060075	5	20	8	22	0	10
R2INDX	ET060075	6	5	4	22	0	12
R2INDX	ET060075	7	21	90	56	500	0
R2INDX	ET060076	1	20	2	22	0	10
R2INDX	ET060076	2	8	5	22	0	20
R2INDX	ET060076	3	21	2000	56	500	0
R2INDX	ET060077	1	44	1.5	2	0	0
R2INDX	ET060077	2	47	.5	2	130	0
R2INDX	ET060077	3	8	3	2	0	170
R2INDX	ET060077	4	7	2	2	200	0
R2INDX	ET060077	5	20	3	2	0	0
R2INDX	ET060077	6	21	1000	56	0	0
R2INDX	ET060077	7	55	2	2	0	0
R2INDX	ET060077	8	50	4	2	500	0
R2INDX	ET060077	9	76	1	2	0	0
R2INDX	ET060078	1	124	2	41	0	15
R2INDX	ET060078	2	44	3	41	0	10
R2INDX	ET060078	3	31	10	10	45	0
R2INDX	ET060080	1	8	6	22	30	35
R2INDX	ET060080	3	47	8	22	280	20
R2INDX	ET060080	4	44	1	41	0	10
R2INDX	ET060081	1	44	5	2	0	20
R2INDX	ET060081	2	55	3	2	0	55
R2INDX	ET060081	3	8	3	2	200	50
R2INDX	ET060081	4	20	2	2	100	30
R2INDX	ET060081	5	76	2	2	0	50
R2INDX	ET060081	6	47	1	2	400	15
R2INDX	ET060081	7	47	.5	2	110	15
R2INDX	ET060082	1	76	3	22	0	20
R2INDX	ET060082	2	76	5	22	0	25
R2INDX	ET060082	3	47	3	22	120	15
R2INDX	ET060082	4	31	20	10	400	0
R2INDX	ET060082	5	20	16	22	0	30
R2INDX	ET060082	6	44	3	2	12	5
R2INDX	ET060083	1	44	5	9	80	55
R2INDX	ET060083	2	5	3	9	30	55
R2INDX	ET060083	3	79	9	9	140	140
R2INDX	ET060083	4	8	5	9	90	107
R2INDX	ET060083	6	55	6	9	0	85
R2INDX	ET060084	1	44	2	40	0	10
R2INDX	ET060084	2	79	10	40	0	0
R2INDX	ET060084	3	50	10	40	400	350
R2INDX	ET060084	4	8	5	95	20	20
R2INDX	ET060084	5	5	6	95	0	50
R2INDX	ET060085	1	64	60	1	80	0
R2INDX	ET060085	2	75	150	1	300	150
R2INDX	ET060085	3	79	4	2	600	50
R2INDX	ET060085	4	79	1	2	150	30
R2INDX	ET060086	1	64	20	1	30	5
R2INDX	ET060086	2	79	300	1	500	40
R2INDX	ET060086	3	76	60	1	170	80
R2INDX	ET060087	1	44	4	9	100	0
R2INDX	ET060087	2	7	2	9	70	3
R2INDX	ET060087	3	43	1	9	90	10
R2INDX	ET060087	4	8	5.5	9	250	80
R2INDX	ET060087	5	75	4	9	150	50
R2INDX	ET060088	1	64	50	1	100	15
R2INDX	ET060088	2	79	120	1	160	10
R2INDX	ET060088	3	79	300	1	400	20
R2INDX	ET060088	4	76	90	1	210	0
R2INDX	ET060089	1	20	8	2	0	15
R2INDX	ET060089	2	50	6	2	400	20
R2INDX	ET060089	3	49	5	2	200	17
R2INDX	ET060091	1	8	9	22	250	140
R2INDX	ET060091	4	75	2	22	45	40
R2INDX	ET060091	5	44	2	41	0	10
R2INDX	ET060092	1	44	2	2	0	0
R2INDX	ET060092	2	55	1	2	15	0
R2INDX	ET060092	3	75	1.5	2	50	0
R2INDX	ET060092	4	20	3	2	30	0
R2INDX	ET060092	5	5	1	2	0	0
R2INDX	ET060092	6	8	3	2	40	45
R2INDX	ET060093	1	76	4	2	200	70
R2INDX	ET060093	2	44	2	2	0	15
R2INDX	ET060093	3	76	2	2	0	30
R2INDX	ET060093	4	20	1	2	0	20
R2INDX	ET060093	5	55	3	2	70	120
R2INDX	ET060094	1	44	2	2	0	10
R2INDX	ET060094	2	55	2	2	0	110
R2INDX	ET060094	3	76	4	9	100	0
R2INDX	ET060094	4	5	3	9	0	0
R2INDX	ET060094	6	21	100	56	400	0
R2INDX	ET060095	1	31	30	10	0	0
R2INDX	ET060095	2	79	5	22	175	20
R2INDX	ET060095	3	44	3	41	0	10
R2INDX	ET060095	4	55	2	41	0	30
R2INDX	ET060096	1	44	.5	2	0	0
R2INDX	ET060096	2	75	1.5	2	0	0
R2INDX	ET060096	3	125	.5	2	0	0
R2INDX	ET060096	4	79	2.5	2	50	0
R2INDX	ET060096	5	8	1.5	41	100	0
R2INDX	ET060097	1	8	5	2	0	105
R2INDX	ET060097	2	47	2	2	600	30
R2INDX	ET060097	3	42	1	41	90	40
R2INDX	ET060097	4	44	2	2	0	0
R2INDX	ET060097	5	21	0	60	0	20
R2INDX	ET060098	1	44	3	95	0	20
R2INDX	ET060098	2	47	4	95	300	60
R2INDX	ET060098	3	76	6	95	50	0
R2INDX	ET060098	4	79	10	95	25	100
R2INDX	ET060098	5	20	4	95	200	0
R2INDX	ET060098	6	7	2	95	40	0
R2INDX	ET060099	1	64	2	2	0	0
R2INDX	ET060099	2	20	2	9	0	10
R2INDX	ET060100	1	44	50	1	0	0
R2INDX	ET060100	2	76	5	2	300	0
R2INDX	ET060100	3	47	2	41	130	0
R2INDX	ET060100	4	50	10	41	600	100
R2INDX	ET060100	5	43	2	5	0	0
R2INDX	ET060100	6	75	1.5	2	0	0
R2INDX	ET060100	7	5	1	2	0	0
R2INDX	ET060100	8	55	10	41	100	0
R2INDX	ET060100	9	31	1	95	0	0
R2INDX	ET060100	10	27	1	41	0	0
R2INDX	ET070001	1	130	1	2	0	10
R2INDX	ET070001	2	5	2.5	2	60	0
R2INDX	ET070001	3	55	5	2	100	0
R2INDX	ET070002	1	124	5	41	300	10
R2INDX	ET070002	2	5	16	41	1000	125
R2INDX	ET070002	3	55	23	40	1000	0
R2INDX	ET070002	4	21	200	56	100	0
R2INDX	ET070003	1	21	20	60	400	10
R2INDX	ET070003	2	5	20	2	1800	100
R2INDX	ET070003	3	124	3	2	600	0
R2INDX	ET070003	4	75	2	2	400	50
R2INDX	ET070003	5	55	24	2	600	30
R2INDX	ET070004	1	55	1	9	0	0
R2INDX	ET070004	2	50	2	5	0	20
R2INDX	ET070004	3	124	5	9	120	100
R2INDX	ET070004	4	130	10	9	100	80
R2INDX	ET070004	5	5	7	9	70	70
R2INDX	ET070004	6	55	15	9	60	30
R2INDX	ET070004	7	5	3	9	0	30
R2INDX	ET070004	8	5	3	9	0	50
R2INDX	ET070004	9	21	30	56	30	10
R2INDX	ET070005	1	31	8	55	0	0
R2INDX	ET070005	2	5	6	41	190	0
R2INDX	ET070005	3	55	20	41	100	0
R2INDX	ET070005	4	75	4	41	0	0
R2INDX	ET070005	5	55	6	41	40	0
R2INDX	ET070005	6	124	2	41	100	0
R2INDX	ET070006	1	130	8	9	200	0
R2INDX	ET070006	2	124	4	9	300	0
R2INDX	ET070006	3	55	20	41	0	150
R2INDX	ET070006	4	5	2	9	0	0
R2INDX	ET070007	1	50	2	5	0	5
R2INDX	ET070007	2	5	5.5	2	40	50
R2INDX	ET070007	3	55	10	41	90	80
R2INDX	ET070007	4	125	2	41	20	50
R2INDX	ET070008	1	75	15	41	350	0
R2INDX	ET070008	2	21	40	56	65	0
R2INDX	ET070008	3	5	8	41	160	0
R2INDX	ET070009	1	10	28	56	30	0
R2INDX	ET070009	2	75	.5	2	0	0
R2INDX	ET070009	3	55	1	2	30	0
R2INDX	ET070009	4	5	3	2	0	0
R2INDX	ET070010	1	5	5	40	50	24
R2INDX	ET070010	2	55	10	40	20	0
R2INDX	ET070010	3	6	12	6	0	0
R2INDX	ET070010	4	75	10	40	45	120
R2INDX	ET070011	1	5	8	9	200	50
R2INDX	ET070011	2	75	7	9	400	70
R2INDX	ET070011	3	55	20	41	100	0
R2INDX	ET070012	1	5	3	41	0	0
R2INDX	ET070012	2	55	5	41	0	0
R2INDX	ET070013	1	21	50	60	800	10
R2INDX	ET070013	2	75	6	9	480	60
R2INDX	ET070013	3	55	5	2	150	13
R2INDX	ET070013	4	10	1	6	10	1
R2INDX	ET070014	1	75	6	40	0	0
R2INDX	ET070014	2	5	3	41	0	0
R2INDX	ET070014	3	55	15	41	100	0
R2INDX	ET070015	1	5	10	40	70	70
R2INDX	ET070015	2	124	4	40	46	60
R2INDX	ET070015	3	130	6	40	33	0
R2INDX	ET070015	4	55	10	40	0	200
R2INDX	ET070016	1	130	2	41	90	0
R2INDX	ET070016	2	5	4	41	90	0
R2INDX	ET070016	3	124	3.5	41	90	0
R2INDX	ET070016	4	75	3	41	120	130
R2INDX	ET070016	5	31	8	55	0	0
R2INDX	ET070016	6	55	15	41	100	120
R2INDX	ET070016	7	43	1	41	0	15
R2INDX	ET070017	1	124	4	41	150	0
R2INDX	ET070017	2	5	8	41	50	0
R2INDX	ET070017	3	75	3	41	50	0
R2INDX	ET070017	4	43	1	41	20	0
R2INDX	ET070017	5	21	100	56	300	0
R2INDX	ET070018	1	5	8	41	40	0
R2INDX	ET070018	2	43	1	41	150	0
R2INDX	ET070018	3	75	5	41	-77	0
R2INDX	ET070018	4	21	80	56	300	0
R2INDX	ET070019	1	21	6	56	60	0
R2INDX	ET070019	2	124	3	41	130	0
R2INDX	ET070019	3	130	6	41	90	0
R2INDX	ET070019	4	55	10	41	30	0
R2INDX	ET070020	1	55	9	2	270	18
R2INDX	ET070020	2	21	40	60	600	30
R2INDX	ET070020	3	5	5	2	500	0
R2INDX	ET070020	4	124	4	2	1200	0
R2INDX	ET070021	1	5	15	41	0	0
R2INDX	ET070021	2	124	2	41	140	150
R2INDX	ET070021	3	8	3	41	225	0
R2INDX	ET070021	4	79	2	41	0	0
R2INDX	ET070021	5	96	1	41	0	0
R2INDX	ET070021	6	31	6	55	0	0
R2INDX	ET070021	7	55	20	41	60	150
R2INDX	ET070022	1	5	15	41	48	0
R2INDX	ET070022	2	75	3	41	240	0
R2INDX	ET070022	3	75	2	41	190	0
R2INDX	ET070022	4	21	40	56	300	0
R2INDX	ET070023	1	55	4	41	0	30
R2INDX	ET070023	2	124	2	41	100	0
R2INDX	ET070023	3	96	3	41	90	0
R2INDX	ET070023	4	5	4	41	80	0
R2INDX	ET070023	5	96	25	25	0	60
R2INDX	ET070024	1	19	1	40	0	0
R2INDX	ET070024	2	42	1	40	0	50
R2INDX	ET070024	3	5	2	40	10	0
R2INDX	ET070024	4	130	3	40	26	0
R2INDX	ET070024	5	55	3	40	45	0
R2INDX	ET070025	1	75	4	5	0	40
R2INDX	ET070025	2	55	16	2	0	120
R2INDX	ET070025	3	75	2	2	0	20
R2INDX	ET070025	4	19	2	2	0	60
R2INDX	ET070026	1	55	4	41	0	60
R2INDX	ET070026	2	130	4	40	180	0
R2INDX	ET070026	3	15	2	41	150	0
R2INDX	ET070026	4	5	4	41	0	0
R2INDX	ET070027	1	21	50	99	400	0
R2INDX	ET070027	2	21	50	99	400	0
R2INDX	ET070027	3	5	4	9	0	100
R2INDX	ET070027	4	19	5	9	0	100
R2INDX	ET070027	5	19	3	9	0	50
R2INDX	ET070028	1	79	1	41	0	0
R2INDX	ET070029	1	55	4	40	0	0
R2INDX	ET070029	2	5	5	40	0	0
R2INDX	ET070029	3	124	8	40	0	0
R2INDX	ET070030	1	21	150	56	500	0
R2INDX	ET070030	2	130	5	2	200	75
R2INDX	ET070030	3	125	5	2	150	75
R2INDX	ET070030	4	55	5	2	300	130
R2INDX	ET070031	1	21	10	60	300	10
R2INDX	ET070031	2	55	15	40	100	20
R2INDX	ET070031	3	5	10	2	400	0
R2INDX	ET070031	4	43	2	2	150	50
R2INDX	ET070032	1	96	2	2	80	0
R2INDX	ET070032	2	125	1	2	0	0
R2INDX	ET070032	3	55	.5	2	0	0
R2INDX	ET070033	1	21	60	60	300	10
R2INDX	ET070033	2	5	4	2	0	150
R2INDX	ET070033	3	55	12	41	0	150
R2INDX	ET070033	4	75	1	2	0	72
R2INDX	ET070034	1	55	10	41	150	100
R2INDX	ET070034	2	5	2	2	0	0
R2INDX	ET070034	3	130	2.5	2	0	0
R2INDX	ET070034	4	43	2	5	0	0
R2INDX	ET070034	5	125	.5	2	0	0
R2INDX	ET070035	1	21	200	99	1500	-99
R2INDX	ET070035	2	130	10	9	200	200
R2INDX	ET070035	3	75	5	9	0	100
R2INDX	ET070035	4	124	5	9	200	130
R2INDX	ET070035	5	55	15	9	0	50
R2INDX	ET070035	6	130	10	9	0	100
R2INDX	ET070036	1	55	4	2	200	0
R2INDX	ET070036	2	125	1	2	30	20
R2INDX	ET070036	3	130	4	2	120	0
R2INDX	ET070036	4	43	1	2	260	0
R2INDX	ET070037	1	21	56	56	40	15
R2INDX	ET070037	2	5	5	2	60	200
R2INDX	ET070037	3	75	6	40	45	0
R2INDX	ET070037	4	55	10	40	0	0
R2INDX	ET070038	1	5	7	9	0	0
R2INDX	ET070038	2	55	10	41	0	0
R2INDX	ET070038	3	130	10	9	0	0
R2INDX	ET070038	4	124	5	9	0	0
R2INDX	ET070038	5	21	86	60	600	0
R2INDX	ET070039	1	130	8	9	100	0
R2INDX	ET070039	2	55	8	41	0	0
R2INDX	ET070039	3	43	1	5	10	0
R2INDX	ET070039	4	5	4	9	0	0
R2INDX	ET070040	1	21	300	56	3000	40
R2INDX	ET070040	2	125	1	2	200	40
R2INDX	ET070040	3	130	7	2	700	65
R2INDX	ET070041	1	75	8	2	1200	190
R2INDX	ET070041	2	5	3	2	0	50
R2INDX	ET070041	3	124	1	2	0	30
R2INDX	ET070041	4	10	3	6	-77	-77
R2INDX	ET070041	5	21	100	15	1000	400
R2INDX	ET070042	1	21	10	56	0	0
R2INDX	ET070042	2	130	11	41	270	0
R2INDX	ET070042	3	124	3	41	100	0
R2INDX	ET070042	4	15	1	41	60	0
R2INDX	ET070042	5	55	10	41	60	40
R2INDX	ET070043	1	55	2	41	0	15
R2INDX	ET070043	2	124	1	41	0	125
R2INDX	ET070043	3	43	2	41	15	0
R2INDX	ET070043	4	130	8	41	0	0
R2INDX	ET070044	1	124	4	41	120	130
R2INDX	ET070044	2	5	2	2	0	0
R2INDX	ET070044	3	55	8	41	60	0
R2INDX	ET070044	4	130	2	41	0	0
R2INDX	ET070045	1	75	5	9	0	20
R2INDX	ET070045	2	55	20	41	60	0
R2INDX	ET070045	3	124	4	41	100	140
R2INDX	ET070046	1	5	6	41	150	0
R2INDX	ET070046	2	124	4	41	170	0
R2INDX	ET070046	3	55	8	41	200	0
R2INDX	ET070046	4	21	30	56	80	0
R2INDX	ET070047	1	5	10	40	0	130
R2INDX	ET070047	2	130	4	40	0	120
R2INDX	ET070048	1	12	1	41	0	0
R2INDX	ET070048	2	55	40	41	80	0
R2INDX	ET070048	3	130	3	41	0	130
R2INDX	ET070048	4	5	5	41	90	0
R2INDX	ET070048	5	21	5	56	40	0
R2INDX	ET070049	1	50	2	5	0	12
R2INDX	ET070049	2	5	10	9	0	100
R2INDX	ET070049	3	75	5	9	120	60
R2INDX	ET070049	4	5	12	9	0	100
R2INDX	ET070049	5	124	4	9	300	100
R2INDX	ET070049	6	130	3	9	100	0
R2INDX	ET070049	7	21	2000	56	100	0
R2INDX	ET070050	1	75	4	2	800	300
R2INDX	ET070050	2	43	2	2	160	30
R2INDX	ET070050	3	55	10	2	400	50
R2INDX	ET070050	4	5	3	2	180	32
R2INDX	ET070050	5	75	2	2	200	30
R2INDX	ET070051	1	21	50	60	1000	50
R2INDX	ET070051	2	12	1	2	100	0
R2INDX	ET070051	3	10	3	6	165	0
R2INDX	ET070051	4	43	1.5	2	225	0
R2INDX	ET070051	5	55	8	2	960	100
R2INDX	ET070051	6	75	2	2	400	0
R2INDX	ET070051	7	5	2	2	320	0
R2INDX	ET070052	1	55	10	40	0	100
R2INDX	ET070052	2	124	7	40	130	160
R2INDX	ET070052	3	75	3	40	0	175
R2INDX	ET070053	1	21	50	60	500	50
R2INDX	ET070053	2	5	8	2	300	0
R2INDX	ET070053	3	124	2	2	400	60
R2INDX	ET070053	4	55	20	40	160	25
R2INDX	ET070054	1	5	3.5	2	0	60
R2INDX	ET070054	2	43	.5	2	0	0
R2INDX	ET070054	3	55	10	2	100	60
R2INDX	ET070054	4	130	2.5	2	170	0
R2INDX	ET070055	1	55	5	2	125	30
R2INDX	ET070055	2	5	4	2	0	0
R2INDX	ET070055	3	125	1.5	2	0	0
R2INDX	ET070055	4	43	1	25	0	0
R2INDX	ET070056	1	21	80	60	1000	100
R2INDX	ET070056	2	5	5	2	150	0
R2INDX	ET070056	3	124	2	2	400	0
R2INDX	ET070056	4	23	50	1	175	0
R2INDX	ET070056	5	75	1	2	60	0
R2INDX	ET070056	6	55	5	2	0	0
R2INDX	ET070057	1	21	20	56	40	0
R2INDX	ET070057	2	5	9	41	100	0
R2INDX	ET070057	3	55	20	41	75	0
R2INDX	ET070057	4	43	6	24	0	5
R2INDX	ET070058	1	21	40	60	700	0
R2INDX	ET070058	2	75	3	9	0	0
R2INDX	ET070058	3	5	2	9	0	0
R2INDX	ET070058	4	130	3	9	0	0
R2INDX	ET070059	1	55	28	9	190	49
R2INDX	ET070059	3	130	7	9	100	100
R2INDX	ET070059	6	5	3	9	0	40
R2INDX	ET070059	8	21	100	56	40	0
R2INDX	ET070060	1	55	4	41	60	0
R2INDX	ET070060	2	5	3	41	90	0
R2INDX	ET070060	3	75	2	41	0	0
R2INDX	ET070061	1	5	1	2	70	50
R2INDX	ET070061	2	125	1.5	2	0	45
R2INDX	ET070061	3	75	.5	2	0	30
R2INDX	ET070061	4	55	1.5	2	50	0
R2INDX	ET070061	5	21	11	56	0	0
R2INDX	ET070062	1	5	8	2	400	0
R2INDX	ET070062	2	21	50	60	0	50
R2INDX	ET070062	3	55	20	2	100	60
R2INDX	ET070062	4	75	4	2	0	50
R2INDX	ET070063	1	75	5	40	0	45
R2INDX	ET070063	2	5	3	40	0	50
R2INDX	ET070063	3	124	2	40	0	50
R2INDX	ET070064	1	5	3	9	60	80
R2INDX	ET070064	2	124	4	9	0	80
R2INDX	ET070064	3	130	2	9	0	0
R2INDX	ET070064	4	55	10	9	60	100
R2INDX	ET070064	5	43	1	9	0	0
R2INDX	ET070064	6	21	40	56	40	0
R2INDX	ET070065	1	79	1.5	2	0	0
R2INDX	ET070065	2	60	6	2	1710	0
R2INDX	ET070065	3	64	9	2	0	0
R2INDX	ET070066	1	21	10	56	0	0
R2INDX	ET070066	2	5	11	41	0	0
R2INDX	ET070066	3	55	20	41	120	0
R2INDX	ET070066	4	124	4	41	30	0
R2INDX	ET070067	1	5	15	41	450	0
R2INDX	ET070067	2	75	4	41	440	0
R2INDX	ET070067	3	75	1	41	120	0
R2INDX	ET070067	4	21	65	56	36	0
R2INDX	ET070067	5	55	16	41	200	0
R2INDX	ET070068	1	21	500	56	0	0
R2INDX	ET070068	2	55	5	41	0	50
R2INDX	ET070068	3	124	4	40	50	80
R2INDX	ET070068	4	5	5	40	80	0
R2INDX	ET070068	5	75	2	40	0	50
R2INDX	ET070068	6	43	2	41	0	50
R2INDX	ET070069	1	5	6.5	41	300	0
R2INDX	ET070069	2	21	45	56	230	0
R2INDX	ET070069	3	55	5	40	60	0
R2INDX	ET070069	4	31	20	55	30	0
R2INDX	ET070069	5	15	.5	41	0	0
R2INDX	ET070070	1	5	6	9	160	0
R2INDX	ET070070	2	55	10	41	60	0
R2INDX	ET070070	3	43	1	9	0	0
R2INDX	ET070071	1	5	4.5	2	50	100
R2INDX	ET070071	2	55	5	40	130	30
R2INDX	ET070071	3	125	1.5	2	20	160
R2INDX	ET070071	4	50	1	49	60	20
R2INDX	ET070071	5	43	.5	2	0	0
R2INDX	ET070071	6	130	3.5	2	0	0
R2INDX	ET070073	1	5	7	41	390	0
R2INDX	ET070073	2	75	3	41	250	0
R2INDX	ET070073	3	55	8	41	120	0
R2INDX	ET070073	4	21	20	56	60	0
R2INDX	ET070074	1	124	2	41	200	0
R2INDX	ET070074	2	55	10	41	100	0
R2INDX	ET070074	3	5	-99	41	150	0
R2INDX	ET070074	4	21	-99	56	400	0
R2INDX	ET070075	1	55	20	40	40	100
R2INDX	ET070075	2	130	10	40	0	0
R2INDX	ET070075	3	19	8	40	0	300
R2INDX	ET070075	4	5	9	40	16	250
R2INDX	ET070075	5	124	5	40	20	200
R2INDX	ET070076	1	5	1	2	20	0
R2INDX	ET070076	2	55	1	2	0	0
R2INDX	ET070077	1	50	2	41	0	20
R2INDX	ET070077	2	5	5	40	30	50
R2INDX	ET070077	3	124	3	40	40	0
R2INDX	ET070078	1	5	2	2	400	125
R2INDX	ET070078	2	55	4	40	100	30
R2INDX	ET070078	3	21	40	56	200	10
R2INDX	ET070079	1	5	20	1	0	0
R2INDX	ET070079	2	21	8	56	40	0
R2INDX	ET070080	1	124	2	9	0	60
R2INDX	ET070080	2	75	6	9	300	24
R2INDX	ET070080	3	75	6	9	0	100
R2INDX	ET070080	4	55	10	9	0	0
R2INDX	ET070080	5	21	60	56	20	0
R2INDX	ET070081	1	21	50	56	120	0
R2INDX	ET070081	2	130	6	2	56	10
R2INDX	ET070081	3	124	6	2	80	8
R2INDX	ET070081	4	130	6	2	100	0
R2INDX	ET070081	5	59	3	10	0	0
R2INDX	ET070082	1	55	13	2	0	0
R2INDX	ET070082	2	75	3	2	300	15
R2INDX	ET070082	3	19	3	2	450	15
R2INDX	ET070082	4	49	1	2	75	15
R2INDX	ET070082	5	8	3	2	0	65
R2INDX	ET070082	6	75	3	2	0	0
R2INDX	ET070082	7	130	12.5	2	0	0
R2INDX	ET070082	8	21	60	56	600	0
R2INDX	ET070083	1	55	8	40	0	60
R2INDX	ET070083	2	5	100	40	30	0
R2INDX	ET070083	3	130	4	9	0	0
R2INDX	ET070083	4	23	2	40	0	50
R2INDX	ET070083	5	75	3	9	60	50
R2INDX	ET070084	1	21	0	88	0	0
R2INDX	ET070084	2	75	10	2	0	0
R2INDX	ET070084	3	23	3	2	0	0
R2INDX	ET070085	1	124	4	41	480	50
R2INDX	ET070085	2	21	-77	56	0	0
R2INDX	ET070085	3	79	6	2	380	0
R2INDX	ET070085	4	75	7	41	210	0
R2INDX	ET070086	1	124	2	2	50	0
R2INDX	ET070086	2	75	4	2	100	0
R2INDX	ET070086	3	130	6	9	20	0
R2INDX	ET070086	4	19	2	2	0	0
R2INDX	ET070086	5	55	5	41	0	30
R2INDX	ET070086	6	10	-77	88	0	0
R2INDX	ET070087	1	55	4	41	10	0
R2INDX	ET070087	2	75	2	9	0	0
R2INDX	ET070088	1	5	10	41	30	45
R2INDX	ET070088	2	75	3	41	0	75
R2INDX	ET070088	3	19	1	41	0	50
R2INDX	ET070088	4	124	6	41	15	100
R2INDX	ET070088	5	55	8	41	0	60
R2INDX	ET070089	1	55	1	2	0	0
R2INDX	ET070089	2	21	50	56	200	0
R2INDX	ET070089	3	5	2	2	0	20
R2INDX	ET070089	4	125	3	5	0	0
R2INDX	ET070089	5	130	1.5	2	40	0
R2INDX	ET070090	1	21	80	56	800	30
R2INDX	ET070090	2	130	4	41	400	40
R2INDX	ET070090	3	31	2	95	200	0
R2INDX	ET070091	1	75	12	40	400	100
R2INDX	ET070091	2	55	10	40	0	80
R2INDX	ET070091	3	23	6	40	0	450
R2INDX	ET070091	4	8	4	40	0	30
R2INDX	ET070091	5	21	150	56	700	0
R2INDX	ET070092	1	19	2	9	0	0
R2INDX	ET070094	1	5	3	9	100	20
R2INDX	ET070094	2	75	5	9	20	40
R2INDX	ET070094	3	55	5	9	80	50
R2INDX	ET070094	4	19	3	9	0	0
R2INDX	ET070095	1	21	0	56	0	0
R2INDX	ET070095	2	75	2	2	0	20
R2INDX	ET070095	3	23	3	2	300	70
R2INDX	ET070095	4	5	6.5	2	0	100
R2INDX	ET070095	5	124	3	2	280	80
R2INDX	ET070096	1	10	3	6	0	0
R2INDX	ET070096	2	55	2	40	20	48
R2INDX	ET070096	3	124	4	40	0	0
R2INDX	ET070096	4	43	2	40	0	0
R2INDX	ET070096	5	75	3	40	20	0
R2INDX	ET070097	1	21	200	56	100	20
R2INDX	ET070097	2	75	2	41	0	250
R2INDX	ET070097	3	43	1.5	41	100	30
R2INDX	ET070097	4	5	2	41	0	260
R2INDX	ET070097	5	55	4	41	0	60
R2INDX	ET070098	1	55	1.5	2	15	0
R2INDX	ET070098	2	43	1.5	2	0	0
R2INDX	ET070099	1	5	4	2	100	0
R2INDX	ET070099	2	43	1	2	0	0
R2INDX	ET070099	3	130	3	2	0	0
R2INDX	ET070099	4	55	1.5	2	26	0
R2INDX	ET070099	5	10	2	5	8	0
