FORMNO	CHILDID	PASSID	PASSET	NUMPRNT	NUMPASS	VALPASS	DECPASS
R2INDX	ET170036	1	1	0	2	35	1
R2INDX	ET170037	1	1	-88	3	15	80
R2INDX	ET170037	2	4	-88	3	150	80
R2INDX	ET170038	1	4	-88	5	200	80
R2INDX	ET170038	2	1	-88	4	60	80
R2INDX	ET170039	1	1	0	4	30	80
R2INDX	ET170039	2	4	0	1	100	80
R2INDX	ET170040	1	1	3	0	-88	88
R2INDX	ET170041	1	4	-88	5	250	1
R2INDX	ET170041	2	2	-88	4	80	1
R2INDX	ET170042	1	4	0	1	125	1
R2INDX	ET170042	2	1	0	6	60	1
R2INDX	ET170043	1	4	0	2	280	1
R2INDX	ET170043	2	1	1	9	110	1
R2INDX	ET170045	1	1	0	6	50	80
R2INDX	ET170045	2	4	0	1	150	80
R2INDX	ET170046	1	4	0	5	200	1
R2INDX	ET170046	2	1	0	6	80	1
R2INDX	ET170047	1	4	0	1	120	80
R2INDX	ET170047	2	1	0	4	40	80
R2INDX	ET170048	1	1	-88	2	10	80
R2INDX	ET170048	2	4	-88	4	150	80
R2INDX	ET170049	1	1	0	5	20	80
R2INDX	ET170049	2	4	0	6	330	80
R2INDX	ET170050	1	1	-88	2	14	80
R2INDX	ET170050	2	4	-88	3	180	80
R2INDX	ET170051	1	1	0	3	18	80
R2INDX	ET170051	2	4	0	5	250	80
R2INDX	ET170052	1	1	0	3	25	80
R2INDX	ET170052	2	4	0	2	160	80
R2INDX	ET170053	1	4	0	1	120	80
R2INDX	ET170053	2	1	0	4	35	80
R2INDX	ET170054	1	4	-88	3	90	1
R2INDX	ET170054	2	1	-88	6	200	1
R2INDX	ET170056	1	1	7	0	-77	90
R2INDX	ET170056	2	4	1	0	-77	90
R2INDX	ET170057	1	1	0	3	50	80
R2INDX	ET170057	2	4	0	1	150	80
R2INDX	ET170058	1	4	0	1	140	80
R2INDX	ET170058	2	1	0	2	8	80
R2INDX	ET170059	1	1	0	8	220	80
R2INDX	ET170059	2	4	0	2	280	80
R2INDX	ET170059	3	8	2	5	75	80
R2INDX	ET170060	1	1	2	0	0	3
R2INDX	ET170062	1	4	-88	5	200	0
R2INDX	ET170062	2	1	-88	6	150	0
R2INDX	ET170064	1	1	0	5	45	1
R2INDX	ET170064	2	4	0	1	150	1
R2INDX	ET170065	1	1	0	5	58	80
R2INDX	ET170065	2	4	0	2	240	80
R2INDX	ET170065	3	8	2	4	80	80
R2INDX	ET170066	1	4	0	6	250	1
R2INDX	ET170066	2	1	0	5	100	1
R2INDX	ET170067	1	4	0	2	60	1
R2INDX	ET170067	2	1	0	6	200	1
R2INDX	ET170069	1	4	0	1	140	80
R2INDX	ET170069	2	1	0	4	20	0
R2INDX	ET170070	1	4	-88	6	250	1
R2INDX	ET170070	2	1	-88	4	100	1
R2INDX	ET170071	1	4	0	5	200	80
R2INDX	ET170071	2	1	0	2	10	80
R2INDX	ET170072	1	1	0	1	5	2
R2INDX	ET170073	1	1	1	0	-88	88
R2INDX	ET170074	1	1	0	2	30	1
R2INDX	ET170074	2	4	0	1	130	1
R2INDX	ET170075	1	4	0	1	130	80
R2INDX	ET170075	2	1	0	4	20	80
R2INDX	ET170076	1	30	0	1	1000	80
R2INDX	ET170077	1	1	0	2	30	80
R2INDX	ET170077	2	4	0	1	45	80
R2INDX	ET170078	1	1	0	4	36	1
R2INDX	ET170078	2	4	0	1	120	1
R2INDX	ET170079	1	1	0	8	70	80
R2INDX	ET170079	2	4	0	1	150	80
R2INDX	ET170080	1	1	0	13	190	80
R2INDX	ET170080	2	4	0	1	145	80
R2INDX	ET170081	1	4	0	6	300	80
R2INDX	ET170081	2	1	0	2	10	80
R2INDX	ET170082	1	1	0	1	150	1
R2INDX	ET170082	2	4	0	7	80	1
R2INDX	ET170083	1	4	0	1	140	80
R2INDX	ET170083	2	1	0	3	20	80
R2INDX	ET170084	1	1	0	4	44	1
R2INDX	ET170084	2	4	0	1	115	1
R2INDX	ET170085	1	4	0	4	150	80
R2INDX	ET170085	2	1	0	1	5	80
R2INDX	ET170086	1	1	0	2	25	80
R2INDX	ET170086	2	4	0	1	80	80
R2INDX	ET170087	1	1	0	12	180	80
R2INDX	ET170087	2	4	0	1	150	80
R2INDX	ET170087	3	8	0	6	-77	80
R2INDX	ET170088	1	4	0	5	200	1
R2INDX	ET170088	2	1	0	4	60	1
R2INDX	ET170089	1	4	0	5	200	1
R2INDX	ET170089	2	1	0	4	80	1
R2INDX	ET170090	1	1	0	3	21	1
R2INDX	ET170090	2	4	0	1	110	1
R2INDX	ET170091	1	1	0	1	8	1
R2INDX	ET170092	1	4	0	1	180	1
R2INDX	ET170092	2	1	0	10	66	1
R2INDX	ET170093	1	1	0	5	100	80
R2INDX	ET170093	2	4	0	2	300	80
R2INDX	ET170094	1	1	0	2	12	1
R2INDX	ET170095	1	4	0	5	200	80
R2INDX	ET170095	2	1	0	2	8	80
R2INDX	ET170096	1	4	0	2	260	1
R2INDX	ET170096	2	1	0	7	80	0
R2INDX	ET170097	1	1	0	4	60	80
R2INDX	ET170097	2	4	0	3	100	80
R2INDX	ET170098	1	4	0	2	240	80
R2INDX	ET170098	2	1	0	16	180	80
R2INDX	ET170098	3	8	0	-77	-77	80
R2INDX	ET170099	1	1	0	3	50	1
R2INDX	ET170100	1	4	0	1	115	80
R2INDX	ET170100	2	1	0	4	25	0
R2INDX	ET180001	1	1	1	1	120	1
R2INDX	ET180001	2	4	2	2	240	1
R2INDX	ET180002	1	1	0	2	50	80
R2INDX	ET180002	2	4	0	1	150	80
R2INDX	ET180003	1	1	1	0	-88	88
R2INDX	ET180004	1	1	2	2	20	1
R2INDX	ET180005	1	1	0	2	240	80
R2INDX	ET180006	1	4	0	1	80	2
R2INDX	ET180006	2	1	0	6	68	2
R2INDX	ET180007	1	4	0	2	300	1
R2INDX	ET180007	2	1	0	6	40	1
R2INDX	ET180008	1	4	1	0	-88	88
R2INDX	ET180008	2	1	0	2	24	2
R2INDX	ET180009	1	4	0	1	150	1
R2INDX	ET180009	2	1	0	1	30	1
R2INDX	ET180010	1	1	0	1	30	2
R2INDX	ET180010	2	4	0	1	130	2
R2INDX	ET180011	1	1	0	2	30	80
R2INDX	ET180011	2	4	0	2	350	80
R2INDX	ET180012	1	1	0	4	50	80
R2INDX	ET180012	2	4	0	1	25	80
R2INDX	ET180013	1	4	0	2	300	2
R2INDX	ET180013	2	1	0	2	20	2
R2INDX	ET180014	1	1	0	3	40	2
R2INDX	ET180014	2	4	0	2	120	2
R2INDX	ET180015	2	13	0	1	100	1
R2INDX	ET180016	1	4	0	1	80	1
R2INDX	ET180016	2	1	0	10	60	1
R2INDX	ET180017	1	4	0	2	260	1
R2INDX	ET180017	2	1	0	2	14	1
R2INDX	ET180018	1	1	0	4	50	80
R2INDX	ET180018	2	4	0	2	80	80
R2INDX	ET180019	1	4	0	1	200	1
R2INDX	ET180019	2	1	0	3	21	1
R2INDX	ET180020	1	1	0	10	-77	80
R2INDX	ET180020	2	4	0	1	-77	80
R2INDX	ET180021	1	4	1	1	150	1
R2INDX	ET180021	2	1	4	4	28	1
R2INDX	ET180022	1	4	0	2	260	80
R2INDX	ET180023	1	4	0	1	100	80
R2INDX	ET180023	2	1	0	6	80	80
R2INDX	ET180024	1	1	0	1	400	1
R2INDX	ET180025	1	1	0	3	45	80
R2INDX	ET180025	2	4	0	2	60	80
R2INDX	ET180026	1	1	0	12	200	80
R2INDX	ET180027	1	4	0	2	287	1
R2INDX	ET180027	2	1	0	10	85	1
R2INDX	ET180028	1	4	0	1	250	1
R2INDX	ET180028	2	1	0	5	100	80
R2INDX	ET180029	1	1	0	4	40	80
R2INDX	ET180029	2	4	0	1	250	80
R2INDX	ET180031	1	1	0	7	80	1
R2INDX	ET180031	2	4	0	1	40	1
R2INDX	ET180032	1	1	0	2	200	80
R2INDX	ET180032	2	4	0	2	-77	80
R2INDX	ET180033	1	1	0	1	4	1
R2INDX	ET180034	1	4	1	0	-88	90
R2INDX	ET180034	2	1	0	4	40	80
R2INDX	ET180035	1	4	0	2	210	1
R2INDX	ET180035	2	1	0	4	40	1
R2INDX	ET180036	1	1	0	2	30	80
R2INDX	ET180036	2	4	0	2	250	80
R2INDX	ET180038	1	4	0	1	180	1
R2INDX	ET180038	2	1	0	3	20	1
R2INDX	ET180039	1	1	0	2	20	80
R2INDX	ET180039	2	4	0	1	120	80
R2INDX	ET180040	1	1	0	7	120	1
R2INDX	ET180040	2	4	0	2	60	1
R2INDX	ET180041	1	4	0	1	100	2
R2INDX	ET180041	2	1	0	4	25	2
R2INDX	ET180042	1	1	0	5	80	1
R2INDX	ET180042	2	4	0	1	30	1
R2INDX	ET180043	1	1	2	0	-88	88
R2INDX	ET180044	1	4	0	1	100	80
R2INDX	ET180044	2	1	0	6	80	80
R2INDX	ET180045	1	4	0	1	250	80
R2INDX	ET180045	2	1	0	7	51	80
R2INDX	ET180045	3	5	0	1	4050	80
R2INDX	ET180046	1	4	0	1	120	80
R2INDX	ET180046	2	1	0	4	36	80
R2INDX	ET180047	1	1	0	6	90	80
R2INDX	ET180047	2	4	0	4	120	80
R2INDX	ET180048	1	1	0	1	60	1
R2INDX	ET180048	2	4	0	1	140	1
R2INDX	ET180050	1	1	0	5	150	1
R2INDX	ET180051	1	1	0	8	100	80
R2INDX	ET180051	2	4	0	2	80	80
R2INDX	ET180052	1	4	0	1	150	1
R2INDX	ET180052	2	1	0	5	30	1
R2INDX	ET180053	1	4	0	2	400	1
R2INDX	ET180053	2	1	0	7	80	1
R2INDX	ET180053	3	5	0	1	5000	1
R2INDX	ET180054	1	1	1	0	-88	88
R2INDX	ET180055	1	4	0	2	150	1
R2INDX	ET180055	2	1	0	6	100	1
R2INDX	ET180056	1	4	0	1	80	1
R2INDX	ET180056	2	1	0	4	45	1
R2INDX	ET180057	1	4	0	1	100	1
R2INDX	ET180057	2	1	0	7	50	1
R2INDX	ET180058	1	4	0	1	120	1
R2INDX	ET180058	2	1	0	3	21	1
R2INDX	ET180059	1	4	0	2	280	1
R2INDX	ET180059	2	1	0	4	24	1
R2INDX	ET180060	1	4	0	1	170	80
R2INDX	ET180060	2	1	0	8	105	80
R2INDX	ET180061	1	1	2	0	-88	90
R2INDX	ET180062	1	1	0	3	60	1
R2INDX	ET180062	2	4	0	2	80	1
R2INDX	ET180063	1	4	0	1	100	1
R2INDX	ET180063	2	1	0	4	29	1
R2INDX	ET180064	1	1	0	8	100	1
R2INDX	ET180064	2	4	0	2	100	1
R2INDX	ET180065	1	4	1	1	150	1
R2INDX	ET180065	2	1	1	1	120	1
R2INDX	ET180066	1	4	0	2	200	1
R2INDX	ET180066	2	1	3	1	120	1
R2INDX	ET180067	1	1	0	4	-77	1
R2INDX	ET180068	1	4	0	1	150	80
R2INDX	ET180068	2	1	0	5	20	80
R2INDX	ET180069	1	13	0	1	60	1
R2INDX	ET180070	1	4	0	1	100	1
R2INDX	ET180070	2	1	0	1	40	1
R2INDX	ET180071	1	1	0	10	150	80
R2INDX	ET180071	2	4	0	1	50	1
R2INDX	ET180072	1	1	0	2	30	80
R2INDX	ET180072	2	4	0	2	160	80
R2INDX	ET180073	1	4	0	2	200	1
R2INDX	ET180073	2	1	0	3	50	1
R2INDX	ET180074	1	4	0	1	80	1
R2INDX	ET180074	2	1	0	4	60	1
R2INDX	ET180075	1	1	0	14	150	1
R2INDX	ET180075	2	4	0	2	30	1
R2INDX	ET180076	1	1	0	2	8	1
R2INDX	ET180077	1	30	0	10	20	1
R2INDX	ET180079	1	13	0	3	120	1
R2INDX	ET180080	1	4	0	1	120	80
R2INDX	ET180080	2	1	0	5	15	80
R2INDX	ET180081	1	1	0	6	70	1
R2INDX	ET180081	2	4	0	1	40	1
R2INDX	ET180082	1	1	0	5	90	80
R2INDX	ET180082	2	4	0	2	100	80
R2INDX	ET180083	1	4	0	1	80	1
R2INDX	ET180083	2	1	0	8	60	1
R2INDX	ET180084	1	1	0	2	30	1
R2INDX	ET180085	1	1	0	3	21	80
R2INDX	ET180085	2	4	1	0	-88	88
R2INDX	ET180086	1	4	0	1	85	1
R2INDX	ET180086	2	1	0	10	26	1
R2INDX	ET180087	1	4	0	1	100	1
R2INDX	ET180087	2	1	0	2	14	1
R2INDX	ET180088	1	1	0	3	50	80
R2INDX	ET180088	2	4	0	2	200	80
R2INDX	ET180089	1	4	0	1	100	3
R2INDX	ET180089	2	1	0	4	28	3
R2INDX	ET180090	1	4	0	1	100	1
R2INDX	ET180090	2	1	3	2	6	1
R2INDX	ET180091	1	4	0	5	80	1
R2INDX	ET180091	2	1	0	1	40	1
R2INDX	ET180092	1	13	0	11	300	1
R2INDX	ET180093	1	4	1	0	-88	88
R2INDX	ET180093	2	1	0	1	7	2
R2INDX	ET180094	1	1	0	5	120	1
R2INDX	ET180094	2	4	0	1	40	1
R2INDX	ET180095	1	1	1	0	-88	88
R2INDX	ET180096	1	4	0	1	180	80
R2INDX	ET180096	2	1	0	1	6	80
R2INDX	ET180097	1	4	0	1	100	80
R2INDX	ET180097	2	1	0	2	12	80
R2INDX	ET180100	1	1	0	2	20	5
R2INDX	ET190001	1	4	0	1	250	1
R2INDX	ET190001	2	1	0	4	74	1
R2INDX	ET190002	1	1	1	0	-88	90
R2INDX	ET190003	1	1	1	0	15	88
R2INDX	ET190004	1	15	0	5	300	2
R2INDX	ET190005	1	25	0	2	240000	80
R2INDX	ET190006	1	1	1	0	-88	88
R2INDX	ET190008	1	1	2	0	-88	88
R2INDX	ET190009	1	1	1	0	-88	88
R2INDX	ET190010	1	23	1	0	-88	88
R2INDX	ET190010	2	24	0	1	180	1
R2INDX	ET190011	1	1	1	0	-88	90
R2INDX	ET190012	1	1	1	0	-77	88
R2INDX	ET190014	1	1	0	2	40	80
R2INDX	ET190015	1	15	0	26	219	1
R2INDX	ET190016	1	1	2	0	-88	88
R2INDX	ET190018	1	15	0	43	660	2
R2INDX	ET190019	1	1	2	0	-88	88
R2INDX	ET190020	1	1	2	0	-88	88
R2INDX	ET190021	1	21	0	2	3200	1
R2INDX	ET190022	1	1	1	0	-77	88
R2INDX	ET190023	1	1	2	0	-88	88
R2INDX	ET190024	1	1	1	0	-88	88
R2INDX	ET190027	1	4	0	1	200	1
R2INDX	ET190027	2	1	0	1	120	1
R2INDX	ET190028	1	15	2	2	50	1
R2INDX	ET190029	1	16	1	0	-88	90
R2INDX	ET190031	1	16	1	0	-77	90
R2INDX	ET190032	1	10	0	5	7000	2
R2INDX	ET190033	1	13	0	2	20	1
R2INDX	ET190035	1	23	0	1	1500	90
R2INDX	ET190036	1	13	0	2	40	1
R2INDX	ET190037	1	1	2	6	-88	88
R2INDX	ET190038	1	1	1	0	-77	90
R2INDX	ET190039	1	15	0	77	9000	80
R2INDX	ET190040	1	1	1	0	-88	88
R2INDX	ET190041	1	15	0	17	72	1
R2INDX	ET190042	1	1	2	0	-88	77
R2INDX	ET190045	1	23	0	1	30	2
R2INDX	ET190046	1	21	0	1	3000	1
R2INDX	ET190047	1	30	0	2	4	1
R2INDX	ET190048	1	21	1	0	-88	88
R2INDX	ET190049	1	1	1	0	-88	88
R2INDX	ET190050	1	13	0	8	42000	5
R2INDX	ET190051	1	1	0	2	37	80
R2INDX	ET190052	1	15	0	50	395	2
R2INDX	ET190053	1	15	0	1	200	2
R2INDX	ET190054	1	15	0	34	310	1
R2INDX	ET190055	1	15	0	16	76	2
R2INDX	ET190056	1	30	0	4	12	1
R2INDX	ET190057	1	23	0	4	1200	1
R2INDX	ET190058	1	1	2	0	-88	88
R2INDX	ET190059	1	1	1	0	-88	88
R2INDX	ET190060	1	15	0	34	450	2
R2INDX	ET190061	1	15	0	8	121	2
R2INDX	ET190062	1	10	0	8	2500	1
R2INDX	ET190063	1	23	0	4	2500	1
R2INDX	ET190064	1	15	0	15	200	1
R2INDX	ET190065	1	15	0	20	120	4
R2INDX	ET190066	1	12	3	0	-88	88
R2INDX	ET190067	1	1	0	2	20	1
R2INDX	ET190068	1	1	1	0	-88	88
R2INDX	ET190069	1	1	2	0	-88	88
R2INDX	ET190070	1	1	4	0	-88	88
R2INDX	ET190071	1	30	0	2	1	1
R2INDX	ET190072	1	1	1	0	-88	88
R2INDX	ET190073	1	15	9	25	520	2
R2INDX	ET190074	1	15	0	40	6810	3
R2INDX	ET190076	1	1	1	0	-88	88
R2INDX	ET190079	1	15	0	32	230	4
R2INDX	ET190080	1	1	1	0	-88	88
R2INDX	ET190082	1	15	0	14	200	1
R2INDX	ET190083	1	13	0	15	200	1
R2INDX	ET190084	1	1	1	0	-88	88
R2INDX	ET190087	1	30	0	5	30	2
R2INDX	ET190089	1	1	0	1	15	1
R2INDX	ET190090	1	13	0	1	300	1
R2INDX	ET190091	1	14	0	5	-88	1
R2INDX	ET190091	2	30	0	5	60	1
R2INDX	ET190092	1	1	2	1	15	80
R2INDX	ET190093	1	4	1	0	-88	88
R2INDX	ET190093	2	1	0	1	10	1
R2INDX	ET190094	1	30	0	1	80000	1
R2INDX	ET190095	1	24	0	1	500	80
R2INDX	ET190096	1	1	1	0	-88	88
R2INDX	ET190097	1	15	0	1	300	8
R2INDX	ET190098	1	4	0	1	60	1
R2INDX	ET190098	2	1	0	1	8	1
R2INDX	ET190099	1	30	-77	1	7	2
R2INDX	ET190100	1	21	0	1	1000	1
R2INDX	ET200001	1	16	2	0	-88	88
R2INDX	ET200002	1	1	0	8	200	2
R2INDX	ET200002	2	4	0	1	200	80
R2INDX	ET200003	1	1	0	5	250	80
R2INDX	ET200004	1	4	0	2	100	1
R2INDX	ET200004	2	1	0	2	14	1
R2INDX	ET200005	1	1	0	8	80	80
R2INDX	ET200005	2	4	0	2	200	80
R2INDX	ET200007	1	23	0	12	7000	2
R2INDX	ET200008	1	1	0	3	-77	80
R2INDX	ET200009	1	11	1	0	-88	88
R2INDX	ET200011	1	1	0	4	45	80
R2INDX	ET200011	2	4	0	1	100	80
R2INDX	ET200012	1	1	0	2	100	80
R2INDX	ET200012	2	4	0	1	80	80
R2INDX	ET200013	1	23	0	3	380	1
R2INDX	ET200014	1	4	0	1	-77	1
R2INDX	ET200014	2	1	0	10	-77	1
R2INDX	ET200015	1	1	1	0	-88	88
R2INDX	ET200016	1	1	2	0	-88	88
R2INDX	ET200018	1	1	0	1	40	1
R2INDX	ET200018	2	4	0	3	200	1
R2INDX	ET200019	1	4	0	6	250	80
R2INDX	ET200019	2	1	0	2	20	80
R2INDX	ET200020	1	1	0	6	250	80
R2INDX	ET200020	2	4	0	2	30	80
R2INDX	ET200021	1	1	2	13	165	2
R2INDX	ET200021	2	4	1	1	140	2
R2INDX	ET200021	3	8	4	6	75	2
R2INDX	ET200022	1	4	0	4	260	80
R2INDX	ET200022	2	1	0	3	80	80
R2INDX	ET200024	1	4	0	1	80	1
R2INDX	ET200024	2	1	0	5	-77	1
R2INDX	ET200025	1	1	1	0	-88	88
R2INDX	ET200026	1	1	0	4	60	80
R2INDX	ET200027	1	15	0	4	45	1
R2INDX	ET200027	2	4	0	1	86	1
R2INDX	ET200028	1	1	0	3	50	1
R2INDX	ET200029	1	1	0	8	100	80
R2INDX	ET200029	2	4	0	6	300	80
R2INDX	ET200030	1	1	1	0	-88	88
R2INDX	ET200031	1	1	2	0	-88	88
R2INDX	ET200033	1	1	0	2	50	1
R2INDX	ET200035	1	1	0	17	380	80
R2INDX	ET200035	2	4	0	2	120	80
R2INDX	ET200035	3	5	0	1	3800	80
R2INDX	ET200036	1	1	0	8	-77	80
R2INDX	ET200036	2	4	0	2	90	80
R2INDX	ET200037	1	1	1	0	-77	88
R2INDX	ET200038	1	1	0	3	34	80
R2INDX	ET200038	2	4	0	1	102	80
R2INDX	ET200039	1	1	0	2	30	1
R2INDX	ET200041	1	1	1	0	-88	88
R2INDX	ET200042	1	1	0	4	90	1
R2INDX	ET200042	2	4	0	1	70	80
R2INDX	ET200044	1	1	0	6	200	1
R2INDX	ET200045	1	1	0	9	-77	80
R2INDX	ET200045	2	4	0	2	280	80
R2INDX	ET200045	3	8	0	-77	-88	80
R2INDX	ET200046	1	4	0	2	200	80
R2INDX	ET200046	2	1	0	6	30	80
R2INDX	ET200047	1	1	0	2	16	1
R2INDX	ET200047	2	4	0	1	140	1
R2INDX	ET200048	1	1	0	10	50	80
R2INDX	ET200048	2	4	0	1	100	80
R2INDX	ET200049	1	1	0	9	120	80
R2INDX	ET200049	2	4	0	1	135	80
R2INDX	ET200049	3	8	0	-77	-77	88
R2INDX	ET200050	1	1	0	6	42	1
R2INDX	ET200050	2	4	0	1	125	1
R2INDX	ET200051	1	1	0	3	15	1
R2INDX	ET200051	2	4	0	2	140	1
R2INDX	ET200052	1	4	0	2	90	80
R2INDX	ET200052	2	1	0	4	22	80
R2INDX	ET200053	1	1	0	5	40	80
R2INDX	ET200053	2	4	0	2	140	80
R2INDX	ET200054	1	1	0	3	32	1
R2INDX	ET200054	2	4	0	2	200	1
R2INDX	ET200055	1	4	0	1	170	80
R2INDX	ET200055	2	1	0	7	115	80
R2INDX	ET200056	1	1	0	6	250	80
R2INDX	ET200057	1	4	0	5	200	80
R2INDX	ET200057	2	1	0	8	80	80
R2INDX	ET200058	1	1	0	6	80	80
R2INDX	ET200058	2	4	0	2	200	80
R2INDX	ET200059	1	4	0	5	80	80
R2INDX	ET200059	2	1	0	4	20	80
R2INDX	ET200060	1	1	2	0	-88	88
R2INDX	ET200061	1	1	0	2	40	80
R2INDX	ET200061	2	4	0	1	145	80
R2INDX	ET200062	1	1	0	10	90	80
R2INDX	ET200062	2	4	0	2	250	80
R2INDX	ET200063	1	1	1	0	-88	88
R2INDX	ET200064	1	1	0	6	35	1
R2INDX	ET200064	2	2	0	2	110	1
R2INDX	ET200066	1	1	1	0	-88	88
R2INDX	ET200067	1	1	0	4	30	1
R2INDX	ET200067	2	4	0	1	100	1
R2INDX	ET200068	1	4	0	1	120	80
R2INDX	ET200068	2	1	0	6	35	80
R2INDX	ET200069	1	1	0	4	55	1
R2INDX	ET200069	2	4	0	1	135	1
R2INDX	ET200070	1	1	0	5	40	1
R2INDX	ET200070	2	4	0	1	180	1
R2INDX	ET200071	1	1	3	0	-88	88
R2INDX	ET200072	1	1	1	0	4	1
R2INDX	ET200073	1	4	0	5	150	80
R2INDX	ET200074	1	4	0	1	160	80
R2INDX	ET200074	2	1	0	11	-77	80
R2INDX	ET200075	1	1	2	1	15	1
R2INDX	ET200076	1	1	0	6	200	1
R2INDX	ET200076	2	2	0	4	60	1
R2INDX	ET200077	1	13	0	6	150	1
R2INDX	ET200078	1	30	0	-77	-77	88
R2INDX	ET200079	1	1	2	0	-88	88
R2INDX	ET200080	1	1	0	3	65	1
R2INDX	ET200080	2	4	0	1	92	1
R2INDX	ET200081	1	1	2	0	-88	80
R2INDX	ET200081	2	4	0	1	40	1
R2INDX	ET200082	1	1	0	6	100	2
R2INDX	ET200082	2	4	0	2	200	88
R2INDX	ET200083	1	1	0	3	30	80
R2INDX	ET200084	1	13	0	-77	300	1
R2INDX	ET200084	2	8	0	5	45	80
R2INDX	ET200085	1	4	0	1	80	1
R2INDX	ET200085	2	1	0	8	29	1
R2INDX	ET200086	1	1	0	2	20	1
R2INDX	ET200086	2	4	0	1	50	1
R2INDX	ET200087	1	1	0	4	48	80
R2INDX	ET200087	2	4	0	1	135	80
R2INDX	ET200087	3	8	0	13	-77	80
R2INDX	ET200088	1	4	0	1	110	80
R2INDX	ET200088	2	1	0	-77	-77	80
R2INDX	ET200089	1	1	0	4	28	80
R2INDX	ET200089	2	5	0	2	60	80
R2INDX	ET200090	1	4	2	2	200	80
R2INDX	ET200090	2	1	12	12	90	80
R2INDX	ET200091	1	1	0	3	24	80
R2INDX	ET200091	2	4	0	2	150	80
R2INDX	ET200092	1	1	0	4	40	1
R2INDX	ET200092	2	4	0	1	160	80
R2INDX	ET200093	1	1	0	5	50	80
R2INDX	ET200093	2	4	0	2	250	80
R2INDX	ET200094	1	1	-77	4	-77	80
R2INDX	ET200094	2	4	-77	1	-77	80
R2INDX	ET200094	3	8	-77	-77	-77	80
R2INDX	ET200095	1	1	0	5	150	1
R2INDX	ET200095	2	5	0	1	600	1
R2INDX	ET200096	1	1	0	6	120	80
R2INDX	ET200097	1	23	0	1	300	80
R2INDX	ET200098	1	1	10	10	70	1
R2INDX	ET200098	2	4	2	3	100	1
R2INDX	ET200098	3	30	1	1	1983	1
R2INDX	ET200099	1	1	0	5	45	1
R2INDX	ET200099	2	4	0	1	81	1
R2INDX	ET200100	1	1	0	5	105	80
R2INDX	ET200100	2	4	0	1	150	80
