CHILDCODE	HHDCIDR4	EVMDDCR5	MADDECR5	WHOPRVR5
198026	5	1	1	1
198026	6	0	0	88
198026	7	1	1	1
198026	8	1	1	1
198026	9	1	1	1
198027	1	0	1	1
198027	2	1	1	1
198027	3	0	1	1
198027	4	1	1	1
198027	5	1	1	1
198027	6	0	1	1
198027	7	0	1	1
198027	8	0	1	1
198027	9	0	1	1
198028	1	1	1	3
198028	2	1	0	3
198028	3	0	1	1
198028	4	1	1	1
198028	5	1	1	1
198028	6	0	1	1
198028	7	1	1	3
198028	8	0	1	1
198028	9	0	1	1
198030	1	0	1	7
198030	2	1	0	3
198030	3	0	0	1
198030	4	0	1	1
198030	5	1	1	3
198030	6	0	1	1
198030	7	0	1	3
198030	8	0	1	1
198030	9	0	1	1
198031	1	0	0	3
198031	2	0	0	3
198031	3	0	1	1
198031	4	1	1	1
198031	5	0	1	1
198031	6	0	1	1
198031	7	0	1	1
198031	8	0	1	1
198031	9	0	1	1
208001	1	0	1	3
208001	2	1	0	3
208001	3	0	1	1
208001	4	1	1	7
208001	5	0	1	7
208001	6	1	1	1
208001	7	0	1	7
208001	8	1	1	1
208001	9	1	1	1
208002	1	1	0	3
208002	2	1	1	4
208002	3	1	1	1
208002	4	1	1	1
208002	5	1	1	1
208002	6	1	1	1
208002	7	1	1	1
208002	8	1	1	7
208002	9	1	1	6
208003	1	0	0	4
208003	2	1	1	3
208003	3	0	1	1
208003	4	1	1	1
208003	5	1	1	1
208003	6	0	1	1
208003	7	1	1	1
208003	8	0	1	1
208003	9	0	1	1
208006	1	1	1	7
208006	2	1	1	7
208006	3	1	1	1
208006	4	1	1	7
208006	5	1	1	1
208006	6	1	1	1
208006	7	0	1	7
208006	8	0	1	1
208006	9	0	1	1
208007	1	0	0	3
208007	2	0	0	2
208007	3	0	0	1
208007	4	1	1	6
208007	5	1	1	6
208007	6	1	1	6
208007	7	0	0	6
208007	8	1	1	6
208007	9	1	1	6
208008	1	1	1	6
208008	2	1	1	1
208008	3	1	1	6
208008	4	1	1	1
208008	5	1	1	1
208008	6	1	1	1
208008	7	0	1	6
208008	8	1	1	6
208008	9	1	1	6
208009	1	1	1	6
208009	2	1	1	1
208009	3	0	1	6
208009	4	1	1	6
208009	5	1	1	6
208009	6	0	1	1
208009	7	0	0	2
208009	8	1	1	6
208009	9	1	1	6
208011	1	0	1	7
208011	2	1	1	7
208011	3	0	1	1
208011	4	1	1	1
208011	5	1	1	1
208011	6	1	1	1
208011	7	0	1	7
208011	8	1	1	7
208011	9	1	1	1
208012	1	1	1	3
208012	2	1	1	3
208012	3	1	1	3
208012	4	1	1	1
208012	5	1	1	3
208012	6	1	1	1
208012	7	0	1	1
208012	8	0	1	1
208012	9	0	1	1
208013	1	1	1	3
208013	2	1	0	3
208013	3	0	1	3
208013	4	1	1	1
208013	5	1	1	3
208013	6	1	1	1
208013	7	0	1	3
208013	8	1	1	3
208013	9	1	1	3
208015	1	1	1	3
208015	2	1	1	3
208015	3	1	1	3
208015	4	1	1	1
208015	5	1	1	3
208015	6	1	1	3
208015	7	0	1	3
208015	8	0	1	1
208015	9	0	1	1
208017	1	1	1	3
208017	2	1	1	3
208017	3	0	1	1
208017	4	1	1	1
208017	5	0	1	3
208017	6	0	1	1
208017	7	0	1	1
208017	8	0	1	1
208017	9	0	1	1
208018	1	1	1	3
208018	2	1	1	3
208018	3	0	1	3
208018	4	0	1	1
208018	5	0	1	3
208018	6	1	1	1
208018	7	1	1	7
208018	8	0	1	1
208018	9	0	1	1
208019	1	1	1	3
208019	2	1	1	3
208019	3	1	1	7
208019	4	1	1	7
208019	5	0	1	7
208019	6	1	1	1
208019	7	1	1	1
208019	8	1	1	7
208019	9	1	1	7
208020	1	1	1	3
208020	2	1	1	3
208020	3	1	1	1
208020	4	1	1	1
208020	5	1	1	1
208020	6	1	1	1
208020	7	0	1	1
208020	8	0	1	1
208020	9	0	1	1
208021	1	1	1	3
208021	2	1	0	3
208021	3	1	1	1
208021	4	1	1	1
208021	5	0	1	3
208021	6	1	1	1
208021	7	1	1	1
208021	8	0	1	1
208021	9	0	1	1
208022	1	0	0	6
208022	2	0	0	2
208022	3	0	0	2
208022	4	1	1	2
208022	5	1	1	2
208022	6	1	1	2
208022	7	1	1	2
208022	8	1	1	2
208022	9	1	1	2
208023	1	1	1	6
208023	2	1	1	1
208023	3	1	1	6
208023	4	1	1	6
208023	5	1	1	6
208023	6	1	1	6
208023	7	1	1	6
208023	8	1	1	6
208023	9	1	1	6
208024	1	1	1	3
208024	2	1	1	3
208024	3	1	1	1
208024	4	1	1	1
208024	5	1	1	3
208024	6	1	1	1
208024	7	1	1	1
208024	8	0	1	1
208024	9	0	1	1
208025	1	1	1	3
208025	2	1	0	3
208025	3	1	1	1
208025	4	1	1	1
208025	5	1	1	1
208025	6	1	1	1
208025	7	1	1	1
208025	8	1	1	1
208025	9	1	1	1
208026	1	1	1	3
208026	2	1	0	3
208026	3	1	1	1
208026	4	1	1	1
208026	5	1	1	7
208026	6	1	1	1
208026	7	0	1	7
208026	8	0	1	1
208026	9	0	1	1
208027	1	1	1	3
208027	2	1	1	1
208027	3	1	1	1
208027	4	1	1	1
208027	5	1	1	2
208027	6	1	1	2
208027	7	1	1	2
208027	8	1	1	2
208027	9	1	1	2
208028	1	1	1	7
208028	2	1	0	3
208028	3	0	1	7
208028	4	0	1	1
208028	5	1	1	1
208028	6	1	1	1
208028	7	1	1	1
208028	8	1	1	1
208028	9	1	1	1
208029	1	1	1	3
208029	2	1	1	7
208029	3	1	1	1
208029	4	1	1	1
208029	5	1	1	1
208029	6	1	1	1
208029	7	1	1	7
208029	8	1	1	1
208029	9	1	1	1
208030	1	0	0	3
208030	2	1	1	3
208030	3	1	1	1
208030	4	1	1	1
208030	5	0	1	1
208030	6	1	1	1
208030	7	0	1	1
208030	8	0	1	1
208030	9	0	1	1
208031	1	1	1	8
208031	2	1	1	3
208031	3	0	1	1
208031	4	0	1	1
208031	5	0	1	1
208031	6	0	1	1
208031	7	0	1	1
208031	8	0	1	1
208031	9	0	1	1
208032	1	1	0	3
208032	2	1	1	3
208032	3	1	1	1
208032	4	1	1	1
208032	5	1	1	3
208032	6	1	1	1
208032	7	0	1	3
208032	8	0	1	1
208032	9	0	1	1
208033	1	1	1	3
208033	2	1	0	3
208033	3	1	1	1
208033	4	1	1	1
208033	5	1	1	1
208033	6	0	1	1
208033	7	1	1	3
208033	8	0	1	1
208033	9	0	1	1
208034	1	1	1	3
208034	2	1	1	3
208034	3	0	1	3
208034	4	1	1	1
208034	5	1	1	1
208034	6	1	1	1
208034	7	0	1	1
208034	8	0	1	1
208034	9	1	1	1
208037	1	1	1	3
208037	2	1	1	3
208037	3	1	1	1
208037	4	1	1	1
208037	5	1	1	1
208037	6	0	0	88
208037	7	1	1	1
208037	8	1	1	1
208037	9	1	1	1
208038	1	1	1	3
208038	2	1	1	3
208038	3	1	1	1
208038	4	1	1	1
208038	5	1	1	7
208038	6	0	1	1
208038	7	0	1	1
208038	8	0	1	1
208038	9	0	1	1
208040	1	1	1	3
208040	2	1	1	3
208040	3	1	1	1
208040	4	1	1	1
208040	5	1	1	1
208040	6	1	1	1
208040	7	1	1	1
208040	8	1	1	1
208040	9	1	1	1
208041	1	1	1	3
208041	2	1	0	3
208041	3	1	1	1
208041	4	1	1	1
208041	5	1	1	1
208041	6	0	1	1
208041	7	1	1	1
208041	8	1	1	1
208041	9	1	1	1
208042	1	1	0	3
208042	2	1	0	3
208042	3	1	1	3
208042	4	1	1	1
208042	5	1	1	1
208042	6	1	1	1
208042	7	1	1	3
208042	8	0	1	3
208042	9	0	1	1
208043	1	1	0	3
208043	2	1	0	2
208043	3	0	1	3
208043	4	1	1	1
208043	5	1	1	1
208043	6	0	1	1
208043	7	0	1	1
208043	8	1	1	1
208043	9	1	1	1
208044	1	1	1	3
208044	2	1	0	3
208044	3	0	1	1
208044	4	1	1	1
208044	5	1	1	3
208044	6	0	1	1
208044	7	0	1	3
208044	8	0	1	1
208044	9	0	1	1
208046	1	1	1	3
208046	2	1	1	3
208046	3	1	1	3
208046	4	1	1	1
208046	5	1	1	1
208046	6	1	1	1
208046	7	1	1	3
208046	8	0	1	1
208046	9	0	1	1
208047	1	 	 	 
208047	2	 	 	 
208047	3	 	 	 
208047	4	 	 	 
208047	5	 	 	 
208047	6	 	 	 
208047	7	 	 	 
208047	8	 	 	 
208047	9	 	 	 
208048	1	1	1	7
208048	2	1	1	7
208048	3	1	1	1
208048	4	1	1	1
208048	5	1	1	1
208048	6	0	0	88
208048	7	1	1	1
208048	8	1	1	1
208048	9	1	1	1
208049	1	1	1	3
208049	2	1	1	3
208049	3	0	1	7
208049	4	0	1	7
208049	5	0	1	7
208049	6	0	1	1
208049	7	0	1	7
208049	8	0	1	1
208049	9	0	1	1
208050	1	1	1	7
208050	2	1	1	1
208050	3	1	1	7
208050	4	1	1	1
208050	5	1	1	1
208050	6	0	1	1
208050	7	1	1	7
208050	8	0	1	1
208050	9	0	1	1
208051	1	0	1	3
208051	2	1	0	3
208051	3	0	1	1
208051	4	0	1	1
208051	5	1	1	1
208051	6	0	1	1
208051	7	0	1	1
208051	8	0	1	1
208051	9	0	1	1
