CHILDID	PASSID	ASSETR3	NUMOWNR3	VALASTR3	ASTACTR3
VN171021	2	25	1	2000	24
VN171024	1	24	1	70000	9
VN171025	1	24	1	10000	23
VN171026	1	24	1	3000	23
VN171026	2	25	2	7000	24
VN171027	1	25	1	3000	23
VN171030	1	25	1	5000	24
VN171031	1	25	2	15000	10
VN171033	1	25	2	14000	23
VN171034	1	25	1	5000	24
VN171035	1	25	2	20000	28
VN171038	1	14	3	12000	9
VN171040	1	24	1	2000	23
VN171042	1	24	1	3000	23
VN171042	2	26	1	1000	21
VN171042	3	25	1	7000	24
VN171043	1	9	1	10000	40
VN171044	1	25	1	9000	28
VN171045	1	25	2	1200000	24
VN171045	2	25	2	30000	28
VN171047	1	24	1	8000	23
VN171048	1	25	2	50000	23
VN171049	1	17	1	3000	40
VN171051	1	24	1	150000	23
VN171053	1	24	1	8000	23
VN171059	1	25	1	6000	23
VN171060	1	25	1	80000	24
VN171061	1	24	1	12000	23
VN171063	1	23	1	300	12
VN171080	1	23	1	500	40
VN181001	1	24	1	30000	23
VN181001	2	23	5	150	23
VN181002	1	24	9	450	23
VN181005	1	24	1	500	23
VN181006	1	1	15	1000	13
VN181006	2	23	3	20000	23
VN181006	3	30	1	800000	23
VN181008	1	25	1	1000	23
VN181011	1	23	2	3000	23
VN181011	2	40	3	1500	40
VN181015	1	26	3	1500	21
VN181015	2	15	1	2000	12
VN181015	3	24	1	700000	21
VN181017	1	24	1	100000	23
VN181021	1	10	10	3000	3
VN181021	2	13	3	3000	7
VN181021	3	24	1	50000	2
VN181026	1	24	1	50000	23
VN181027	1	24	1	300	23
VN181027	2	23	40	100	23
VN181030	1	24	1	6000000	23
VN181033	1	15	74	1200	12
VN181036	1	25	3	40000	28
VN181036	2	12	1	2000	8
VN181036	3	88	0	400	99
VN181039	1	24	5	250	23
VN181039	2	40	1	3000	40
VN181042	1	40	20	500	40
VN181042	2	24	1	60000	40
VN181043	1	13	1	2000	18
VN181043	2	23	1	1000	23
VN181044	1	15	3	20	23
VN181044	2	24	1	15000	23
VN181044	3	23	5	200	23
VN181045	1	23	2	500	23
VN181046	1	24	1	10000	23
VN181049	1	9	10	500	2
VN181049	2	24	1	800000	2
VN181050	1	40	10	1000	23
VN181050	2	24	1	800000	23
VN181052	1	24	1	10000000	23
VN181056	1	24	1	1000000	23
VN181058	1	13	5	100	7
VN181058	2	24	1	6000	23
VN181059	1	24	1	15000	23
VN181059	2	23	4	200	23
VN181078	1	24	1	10000	23
VN181078	2	23	6	400	23
VN191001	1	24	1	100	23
VN191001	2	15	10	200	23
VN191002	1	23	50	1000	23
VN191002	2	24	1	100000	23
VN191003	1	24	1	70000	23
VN191003	2	23	8	2500	23
VN191003	3	25	1	6500	24
VN191004	1	9	10	500	2
VN191004	2	23	3	200	23
VN191004	3	24	1	20000	2
VN191005	1	40	1	20	13
VN191005	2	40	2	60	13
VN191006	1	1	20	200	11
VN191006	2	30	1	1000	30
VN191007	1	23	2	50	23
VN191008	1	40	1	6000	30
VN191008	2	40	6	2000	30
VN191009	1	40	2	60	13
VN191009	2	40	1	30	13
VN191012	1	23	15	600	23
VN191012	2	24	1	70000	23
VN191015	1	14	5	10000	9
VN191015	2	23	8	500	23
VN191015	3	24	1	12000	23
VN191017	1	1	3	50	13
VN191018	88	 	 	 	 
VN191019	88	 	 	 	 
VN191020	1	24	1	200	23
VN191020	2	13	5	700	14
VN191021	1	24	1	6000	23
VN191022	1	24	1	150000	23
VN191023	1	40	1	8000	30
VN191023	2	40	5	300	30
VN191024	1	1	3	50	13
VN191024	2	26	1	300	21
VN191026	1	24	1	1000	23
VN191026	2	23	1	50	23
VN191027	1	40	10	3000	40
VN191027	2	24	1	300000	40
VN191028	1	25	1	60000	24
VN191029	1	40	3	15000	30
VN191029	2	23	4	100	23
VN191030	1	40	4	20000	30
VN191030	2	23	4	300	23
VN191033	1	1	5	100	11
VN191035	1	13	4	20	7
VN191035	2	23	10	200	23
VN191036	1	24	1	500000	23
VN191037	88	 	 	 	 
VN191040	1	40	2	10000	13
VN191041	1	40	1	13000	30
VN191041	2	40	10	2500	30
VN191044	1	1	11	50	11
VN191045	1	1	3	80	11
VN191045	2	24	1	1500	23
VN191046	1	3	1	100	11
VN191046	2	1	10	100	11
VN191047	1	6	1	6000	11
VN191047	2	1	5	50	11
VN191048	1	1	5	60	11
VN191049	1	24	1	100000	23
VN191049	2	23	50	10000	23
VN191050	1	1	5	40	11
VN191052	88	 	 	 	 
VN191057	1	24	1	100000	23
VN191070	1	23	15	1000	23
VN191070	2	40	4	500	30
VN201002	1	25	1	300	28
VN201003	1	24	1	5000	23
VN201004	1	25	2	30000	28
VN201004	2	12	1	300	8
VN201005	1	26	1	300	21
VN201006	1	12	1	300	8
VN201006	2	25	2	35000	23
VN201006	3	24	1	20000	23
VN201008	1	24	1	15000	23
VN201008	2	12	1	300	8
VN201008	3	25	1	15000	28
VN201009	1	24	1	5000	2
VN201009	2	12	1	300	8
VN201009	3	9	15	1000	2
VN201009	4	25	1	7000	10
VN201011	1	40	1	2600	23
VN201011	2	40	1	3500	23
VN201012	1	24	1	20000	23
VN201012	2	25	2	8000	23
VN201012	3	12	1	300	8
VN201012	4	23	35	3000	23
VN201013	1	24	1	4000	23
VN201014	1	26	1	1000	14
VN201015	1	17	1	5000	16
VN201015	2	24	1	17000	23
VN201016	1	23	50	1000	23
VN201024	1	40	3	100	7
VN201024	2	40	1	120	23
VN201025	1	15	62	5000	23
VN201030	1	40	1	2000	23
VN201031	1	24	1	2000	23
VN201032	1	25	1	16000	40
VN201034	1	25	3	33000	40
VN201037	1	25	1	3000	24
VN201038	1	24	1	2000	23
VN201039	1	24	1	20000	23
VN201039	2	25	2	15000	23
VN201039	3	13	2	1200	7
VN201045	1	13	4	300	7
VN201045	2	23	1	80	23
VN201049	1	26	1	2000	21
VN201049	2	24	1	18000	21
VN201052	1	25	3	3000	24
VN201054	1	26	6	14000	21
VN201054	2	25	1	15	28
VN201054	3	12	3	900	21
VN201056	1	25	2	15000	28
VN201056	2	12	1	150	8
VN201059	1	26	1	200	21
VN201064	1	88	1	-99	99
VN201065	1	24	1	1000000	23
VN201065	2	25	4	800000	24
VN201068	1	25	2	4500	28
VN201071	1	25	2	17000	23
VN201073	1	13	3	4200	7
VN201073	2	25	1	2000	23
VN201074	1	25	2	9000	23
VN201074	2	30	1	100000	30
VN201084	1	14	1	1500	9
VN201086	1	15	1	300	23
VN201086	2	24	1	1000	23
VN201089	1	26	1	1000	21
VN201104	1	30	1	200000	30
