CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	DTHEXPR3	ADULTEDC	GRADE	HSSTRR3	STRAGER3	GRADER3	STILLR3	WHYNOTR3	AGEGRDR3	PERFR3	FEESR3	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3	SLEEPR3	CHCARER3	HHCHRER3	NPYWRKR3	PAYWRKR3	SCHOOLR3	STUDYR3	PLAYR3
VN041059	0	14	2	0	 	 	 	 	1	6	8	1	88	88	2	455.5	0	15	12	10	2	9	0	1	1	0	5	4	4
VN041059	1	38	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041059	2	37	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041059	3	19	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041059	8	20	1	14	2	88	99	12	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN041059	4	78	1	5	1	88	99	7	 	 	 	 	 	 	 	 	0	2	12	30	6	 	 	 	 	 	 	 	 
VN041059	5	73	2	5	1	88	99	0	 	 	 	 	 	 	 	 	1	19	99	99	99	 	 	 	 	 	 	 	 
VN041059	6	42	1	13	1	88	99	9	 	 	 	 	 	 	 	 	0	2	12	30	8	 	 	 	 	 	 	 	 
VN041059	7	39	2	13	1	88	99	8	 	 	 	 	 	 	 	 	0	2	12	30	8	 	 	 	 	 	 	 	 
VN041059	9	16	1	14	1	88	88	88	1	6	10	1	88	88	2	360	0	15	12	10	1	9	0	1	1	0	5	2	6
VN041092	4	21	2	7	4	88	0	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041092	5	20	2	7	2	88	0	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041092	0	15	2	0	1	88	88	88	1	7	6	0	1	13	88	-88	0	15	12	30	6	11	2	6	4	0	0	0	1
VN041092	1	43	1	1	1	88	0	4	 	 	 	 	 	 	 	 	0	3	5	15	14	 	 	 	 	 	 	 	 
VN041092	2	41	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	15	12	30	1	 	 	 	 	 	 	 	 
VN041092	3	23	1	7	1	88	0	4	 	 	 	 	 	 	 	 	0	3	5	15	14	 	 	 	 	 	 	 	 
VN041092	6	17	2	7	1	88	88	88	1	6	6	0	1	12	88	-88	0	10	12	30	5	11	3	3	5	0	0	0	2
VN041092	17	10	1	7	1	88	88	88	1	6	4	1	88	88	5	0	0	19	88	88	88	11	0	0	0	0	5	2	6
VN041092	18	25	2	16	1	88	99	11	 	 	 	 	 	 	 	 	0	15	12	30	1	 	 	 	 	 	 	 	 
VN041092	19	1	1	15	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN041106	1	59	2	5	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041106	4	19	1	7	2	88	0	9	 	 	 	 	 	 	 	 	0	12	5	20	10	 	 	 	 	 	 	 	 
VN041106	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	82	0	15	12	30	2	9	1	1	0	0	6	3	4
VN041106	2	40	2	1	1	88	0	2	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 
VN041106	3	40	1	1	1	88	0	3	 	 	 	 	 	 	 	 	0	12	5	10	10	 	 	 	 	 	 	 	 
VN041106	5	17	1	7	1	88	88	88	1	6	5	0	4	11	88	-88	0	12	1	15	10	10	0	0	0	10	0	0	4
VN041106	17	10	2	7	1	88	88	88	1	6	4	1	88	88	3	0	0	15	12	30	1	9	2	0	0	0	6	2	5
VN041106	18	8	2	7	1	88	88	88	1	6	2	1	88	88	3	0	0	19	 	 	 	9	0	0	0	0	6	2	7
VN041106	19	5	2	7	1	88	88	88	1	6	0	1	88	88	4	0	0	19	 	 	 	9	0	0	0	0	6	1	8
VN041106	20	2	2	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN041109	0	15	1	0	1	88	88	88	1	6	8	1	88	88	2	281	0	15	12	10	2	9	4	2	1	0	5	1	3
VN041109	1	36	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	3	12	30	3	 	 	 	 	 	 	 	 
VN041109	2	35	2	1	1	88	99	9	 	 	 	 	 	 	 	 	0	3	12	30	4	 	 	 	 	 	 	 	 
VN041109	3	13	2	7	1	88	88	88	1	6	7	1	88	88	2	36	0	15	12	30	2	9	2	2	0	0	5	2	4
VN041109	17	10	2	7	1	88	88	88	1	6	4	1	88	88	2	200	0	15	12	30	1	9	2	1	0	0	4	2	6
VN041109	18	7	1	7	1	88	88	88	1	7	0	1	88	88	2	0	0	19	 	 	 	13	0	0	0	0	5	1	5
VN041109	19	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN041110	1	53	1	1	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041110	3	25	2	7	4	88	0	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041110	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	179	0	5	3	10	5	9	0	2	0	2	8	2	1
VN041110	2	50	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	5	5	15	5	 	 	 	 	 	 	 	 
VN041110	4	22	1	7	1	88	0	99	 	 	 	 	 	 	 	 	0	3	3	20	10	 	 	 	 	 	 	 	 
VN041110	5	20	1	7	1	88	0	99	 	 	 	 	 	 	 	 	0	3	3	20	10	 	 	 	 	 	 	 	 
VN041110	6	18	1	7	1	88	0	99	 	 	 	 	 	 	 	 	0	3	3	20	10	 	 	 	 	 	 	 	 
VN041110	17	11	1	7	1	88	88	88	1	6	5	1	88	88	3	27	0	5	3	10	5	9	1	0	0	0	5	2	7
VN041114	5	17	2	7	2	88	88	88	1	6	11	0	8	16	88	-88	0	13	1	26	8	8	0	2	0	8	88	88	6
VN041114	0	14	1	0	1	88	88	88	1	6	8	1	88	88	2	81	0	15	12	30	1	8	0	1	2	0	5	1	6
VN041114	1	40	1	1	1	88	0	6	 	 	 	 	 	 	 	 	0	3	9	30	3	 	 	 	 	 	 	 	 
VN041114	2	42	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 
VN041114	3	21	1	7	1	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN041114	4	19	2	7	1	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN041130	0	14	2	0	1	88	88	88	1	7	7	1	88	88	2	72	0	19	 	 	 	8	0	1	0	0	5	5	5
VN041130	1	41	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 
VN041130	2	37	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	10	12	30	9	 	 	 	 	 	 	 	 
VN041130	17	9	2	7	1	88	88	88	1	6	2	1	88	88	2	0	0	19	 	 	 	8	0	1	0	0	5	4	6
VN041130	18	4	2	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051001	3	27	2	7	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051001	4	22	1	7	2	88	0	5	 	 	 	 	 	 	 	 	0	20	11	23	8	 	 	 	 	 	 	 	 
VN051001	5	19	1	7	2	88	0	5	 	 	 	 	 	 	 	 	0	20	11	23	8	 	 	 	 	 	 	 	 
VN051001	6	17	2	7	2	88	88	88	1	6	6	0	1	12	88	-88	0	20	11	23	8	11	0	0	0	8	0	0	5
VN051001	0	15	1	0	1	88	88	88	1	6	5	0	1	13	88	-88	0	20	11	26	8	11	0	0	0	8	0	0	5
VN051001	1	48	1	1	1	88	0	6	 	 	 	 	 	 	 	 	0	12	1	3	8	 	 	 	 	 	 	 	 
VN051001	2	47	2	1	1	88	0	3	 	 	 	 	 	 	 	 	0	12	11	7	8	 	 	 	 	 	 	 	 
VN051001	7	13	2	7	1	88	88	88	1	6	3	1	88	88	3	270	0	15	12	27	1	10	0	1	0	0	6	1	6
VN051002	3	19	1	7	2	88	1	14	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051002	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	1550	0	15	12	20	2	9	0	2	0	0	5	2	6
VN051002	1	43	1	1	1	88	0	14	 	 	 	 	 	 	 	 	0	20	9	20	8	 	 	 	 	 	 	 	 
VN051002	2	43	2	1	1	88	0	14	 	 	 	 	 	 	 	 	0	20	9	20	6	 	 	 	 	 	 	 	 
VN051003	2	35	2	1	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051003	21	24	1	13	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051003	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	81	0	15	10	20	2	10	0	2	0	0	6	3	3
VN051003	1	36	1	1	1	88	0	4	 	 	 	 	 	 	 	 	0	11	12	20	8	 	 	 	 	 	 	 	 
VN051003	17	11	1	7	1	88	88	88	1	6	5	1	88	88	2	45	0	19	 	 	 	11	0	0	0	0	5	2	6
VN051003	18	65	2	6	1	88	0	0	 	 	 	 	 	 	 	 	0	15	12	25	4	 	 	 	 	 	 	 	 
VN051003	19	69	1	6	1	88	0	6	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051003	20	30	1	13	1	88	0	5	 	 	 	 	 	 	 	 	0	11	8	25	8	 	 	 	 	 	 	 	 
VN051004	1	65	2	5	2	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051004	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	381	0	15	10	18	1	10	0	1	0	0	6	3	4
VN051004	2	31	2	1	1	88	0	7	 	 	 	 	 	 	 	 	0	20	6	20	8	 	 	 	 	 	 	 	 
VN051005	4	27	2	7	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051005	5	25	1	7	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051005	7	25	2	16	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051005	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	440	0	15	12	25	3	9	0	3	0	0	6	2	4
VN051005	1	73	2	6	1	88	0	0	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051005	2	54	1	1	1	88	0	3	 	 	 	 	 	 	 	 	0	3	8	30	6	 	 	 	 	 	 	 	 
VN051005	3	54	2	1	1	88	0	4	 	 	 	 	 	 	 	 	0	4	12	25	8	 	 	 	 	 	 	 	 
VN051005	6	20	1	7	1	88	0	9	 	 	 	 	 	 	 	 	0	12	7	30	9	 	 	 	 	 	 	 	 
VN051006	0	14	1	0	1	88	88	88	1	6	6	0	8	12	88	-88	0	4	12	30	6	9	0	0	6	0	0	0	9
VN051006	1	37	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN051006	2	36	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 
VN051006	3	11	2	7	1	88	88	88	1	6	5	1	88	88	3	45	0	19	 	 	 	9	0	0	0	0	4	1	10
VN051008	1	79	1	6	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051008	2	74	2	6	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051008	5	39	2	13	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051008	0	14	1	0	1	88	88	88	1	6	6	0	20	12	88	-88	0	15	12	20	5	9	0	3	2	0	0	0	10
VN051008	3	46	1	1	1	88	0	6	 	 	 	 	 	 	 	 	0	3	4	26	9	 	 	 	 	 	 	 	 
VN051008	4	46	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	12	9	20	8	 	 	 	 	 	 	 	 
VN051008	6	12	1	7	1	88	88	88	1	6	6	1	88	88	3	45	0	19	 	 	 	8	0	0	0	0	7	1	8
VN051009	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	5211	0	19	 	 	 	7	0	0	0	0	12	2	3
VN051009	1	88	2	6	1	88	0	2	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051009	2	43	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	3	8	28	9	 	 	 	 	 	 	 	 
VN051009	3	39	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	3	8	25	7	 	 	 	 	 	 	 	 
VN051009	4	13	2	7	1	88	88	88	1	6	7	1	88	88	2	4095	0	15	12	25	2	8	0	2	0	0	6	2	8
VN051009	17	7	1	7	1	88	88	88	1	6	1	1	88	88	2	270	0	19	 	 	 	10	0	0	0	0	5	1	9
VN051010	2	41	2	1	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051010	4	47	2	13	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051010	5	53	1	13	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051010	6	23	2	14	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051010	7	17	1	14	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051010	0	15	1	0	1	88	88	88	1	6	8	1	88	88	3	345	0	15	12	20	2	10	0	2	0	0	5	4	3
VN051010	1	46	1	1	1	88	0	6	 	 	 	 	 	 	 	 	0	12	3	30	8	 	 	 	 	 	 	 	 
VN051010	3	20	1	7	1	88	0	10	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN051010	8	43	2	2	1	88	0	3	 	 	 	 	 	 	 	 	0	5	4	30	5	 	 	 	 	 	 	 	 
VN051011	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	981	0	15	12	20	2	9	0	2	0	0	6	5	2
VN051011	1	39	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	3	8	30	8	 	 	 	 	 	 	 	 
VN051011	2	39	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 
VN051011	3	14	1	7	1	88	88	88	1	6	8	1	88	88	3	945	0	15	6	10	1	10	0	1	0	0	5	4	4
VN051012	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	2781	0	15	12	20	1	9	0	1	0	0	6	5	3
VN051012	1	51	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	3	12	10	8	 	 	 	 	 	 	 	 
VN051012	2	51	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	3	12	10	5	 	 	 	 	 	 	 	 
VN051013	0	14	2	0	1	88	88	88	1	6	9	1	88	88	3	381	0	15	12	25	3	7	0	3	0	0	7	2	5
VN051013	1	48	1	1	1	88	0	4	 	 	 	 	 	 	 	 	0	3	8	30	5	 	 	 	 	 	 	 	 
VN051013	2	46	2	1	1	88	0	3	 	 	 	 	 	 	 	 	0	12	5	20	7	 	 	 	 	 	 	 	 
VN051013	3	25	2	7	1	88	0	3	 	 	 	 	 	 	 	 	0	12	3	24	10	 	 	 	 	 	 	 	 
VN051015	0	15	2	0	1	88	88	88	1	7	8	1	88	88	2	3645	0	15	10	20	3	8	1	1	1	0	7	2	4
VN051015	1	47	1	1	1	88	0	8	 	 	 	 	 	 	 	 	0	20	10	25	9	 	 	 	 	 	 	 	 
VN051015	2	40	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	10	12	25	10	 	 	 	 	 	 	 	 
VN051015	3	4	2	7	1	88	88	88	 	 	 	 	 	 	 	 	5	19	 	 	 	 	 	 	 	 	 	 	 
VN051016	0	15	1	0	1	88	88	88	1	6	8	1	88	88	1	1395	0	19	 	 	 	8	0	0	0	0	5	5	6
VN051016	1	41	1	1	1	88	0	8	 	 	 	 	 	 	 	 	0	11	12	30	5	 	 	 	 	 	 	 	 
VN051016	2	40	2	1	1	88	0	7	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 
VN051016	3	20	2	7	1	88	1	30	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051016	4	17	2	7	1	88	88	88	1	6	11	1	88	88	2	2781	0	19	 	 	 	8	0	0	0	0	6	5	5
VN051017	0	15	2	0	1	88	88	88	1	6	8	1	88	88	2	45	0	15	12	30	2	9	0	2	0	0	6	1	6
VN051017	1	41	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	3	8	30	4	 	 	 	 	 	 	 	 
VN051017	2	37	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	10	12	30	5	 	 	 	 	 	 	 	 
VN051017	17	11	1	7	1	88	88	88	1	6	5	1	88	88	2	45	0	19	 	 	 	8	0	0	0	0	5	2	9
VN051018	4	22	2	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051018	0	15	2	0	1	88	88	88	1	7	6	1	88	88	3	45	0	19	 	 	 	9	0	0	0	0	4	1	10
VN051018	1	48	1	1	1	88	0	0	 	 	 	 	 	 	 	 	0	12	4	20	5	 	 	 	 	 	 	 	 
VN051018	2	46	2	1	1	88	0	0	 	 	 	 	 	 	 	 	0	10	12	30	9	 	 	 	 	 	 	 	 
VN051018	3	27	1	7	1	88	0	2	 	 	 	 	 	 	 	 	0	12	4	20	5	 	 	 	 	 	 	 	 
VN051018	5	17	2	7	1	88	88	88	1	8	7	0	8	15	88	-88	0	15	12	30	4	9	0	4	2	0	0	0	9
VN051018	6	25	2	16	1	88	0	0	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 
VN051018	7	4	2	15	1	88	88	88	 	 	 	 	 	 	 	 	4	19	 	 	 	 	 	 	 	 	 	 	 
VN051018	8	2	1	15	1	88	88	88	 	 	 	 	 	 	 	 	5	19	 	 	 	 	 	 	 	 	 	 	 
VN051019	2	38	2	1	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051019	3	37	1	1	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051019	4	33	2	13	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051019	5	12	2	14	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051019	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	481	0	19	 	 	 	8	0	0	0	0	5	5	6
VN051019	1	64	2	6	1	88	0	9	 	 	 	 	 	 	 	 	0	15	12	30	9	 	 	 	 	 	 	 	 
VN051019	6	6	2	14	1	88	88	88	1	6	0	1	88	88	2	0	0	19	 	 	 	10	0	0	0	0	4	4	6
VN051020	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	1581	0	15	12	25	1	9	0	1	0	0	6	4	4
VN051020	1	42	1	1	1	88	0	10	 	 	 	 	 	 	 	 	0	11	10	12	6	 	 	 	 	 	 	 	 
VN051020	2	41	2	1	1	88	0	12	 	 	 	 	 	 	 	 	0	20	10	15	7	 	 	 	 	 	 	 	 
VN051020	17	10	1	7	1	88	88	88	1	6	4	1	88	88	2	60	0	15	12	20	1	9	0	1	0	0	4	4	6
VN051021	0	15	1	0	1	88	88	88	1	6	8	1	88	88	3	45	0	15	12	20	1	10	0	1	0	0	6	2	5
VN051021	1	40	1	1	1	88	0	5	 	 	 	 	 	 	 	 	0	3	8	30	8	 	 	 	 	 	 	 	 
VN051021	2	39	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	15	12	20	5	 	 	 	 	 	 	 	 
VN051021	3	6	1	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	 	 	 	11	0	0	0	0	3	0	10
VN051022	3	24	1	7	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051022	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	3200	0	15	12	20	2	8	0	2	0	0	8	2	4
VN051022	1	49	1	1	1	88	0	5	 	 	 	 	 	 	 	 	0	3	6	25	9	 	 	 	 	 	 	 	 
VN051022	2	48	2	1	1	88	0	3	 	 	 	 	 	 	 	 	0	3	6	25	9	 	 	 	 	 	 	 	 
VN051023	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	531	0	15	12	20	1	9	0	1	0	0	6	4	4
VN051023	1	42	1	1	1	88	0	10	 	 	 	 	 	 	 	 	0	11	12	25	8	 	 	 	 	 	 	 	 
VN051023	2	39	2	1	1	88	0	4	 	 	 	 	 	 	 	 	0	15	12	25	5	 	 	 	 	 	 	 	 
VN051023	3	20	1	7	1	88	0	9	 	 	 	 	 	 	 	 	0	13	8	30	8	 	 	 	 	 	 	 	 
VN051023	4	18	1	7	1	88	1	12	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051024	2	18	1	7	2	88	1	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051024	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	1270	0	15	12	25	1	9	0	1	0	0	5	4	5
VN051024	1	43	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	4	12	25	4	 	 	 	 	 	 	 	 
VN051024	3	48	1	2	1	88	0	8	 	 	 	 	 	 	 	 	0	3	10	28	4	 	 	 	 	 	 	 	 
VN051025	0	14	1	0	1	88	88	88	1	6	8	1	88	88	4	495	0	15	12	25	1	9	0	1	0	0	7	2	5
VN051025	1	39	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	11	12	25	6	 	 	 	 	 	 	 	 
VN051025	2	37	2	1	1	88	0	4	 	 	 	 	 	 	 	 	0	11	12	25	4	 	 	 	 	 	 	 	 
VN051025	17	10	1	7	1	88	88	88	1	6	4	1	88	88	2	270	0	15	10	25	1	10	0	1	0	0	6	1	6
VN051026	3	20	2	7	99	88	0	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN051026	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	745	0	15	12	10	1	8	0	1	0	0	6	2	7
VN051026	1	52	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	10	12	20	6	 	 	 	 	 	 	 	 
VN051026	2	50	2	1	1	88	0	11	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN051027	0	15	1	0	1	88	88	88	1	6	9	1	88	88	2	171	0	15	8	15	1	9	0	1	0	0	5	3	6
VN051027	1	45	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	20	12	25	7	 	 	 	 	 	 	 	 
VN051027	2	44	2	1	1	88	0	5	 	 	 	 	 	 	 	 	0	16	10	25	4	 	 	 	 	 	 	 	 
VN051027	17	10	1	7	1	88	88	88	1	6	4	1	88	88	4	0	0	19	88	88	88	9	0	0	0	0	4	3	8
VN051028	0	15	1	0	1	88	88	88	1	6	7	0	31	13	88	-88	0	7	12	25	2	11	0	1	1	0	0	0	11
VN051028	1	39	1	1	1	88	0	6	 	 	 	 	 	 	 	 	0	5	12	20	6	 	 	 	 	 	 	 	 
VN051028	2	36	2	1	1	88	0	0	 	 	 	 	 	 	 	 	0	4	12	25	4	 	 	 	 	 	 	 	 
VN051029	0	14	1	0	1	88	88	88	1	6	8	1	88	88	3	45	0	19	 	 	 	8	0	0	0	0	6	1	9
VN051029	1	47	1	1	1	88	0	1	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 
VN051029	2	43	2	1	1	88	0	2	 	 	 	 	 	 	 	 	0	5	4	15	7	 	 	 	 	 	 	 	 
VN051029	3	21	1	7	1	88	0	9	 	 	 	 	 	 	 	 	0	9	11	26	9	 	 	 	 	 	 	 	 
VN051029	4	18	1	7	1	88	1	12	 	 	 	 	 	 	 	 	0	15	12	26	4	 	 	 	 	 	 	 	 
VN051030	0	15	1	0	1	88	88	88	1	6	6	0	31	11	88	-88	0	15	12	20	2	12	0	2	0	0	0	0	10
VN051030	1	46	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	11	10	30	8	 	 	 	 	 	 	 	 
VN051030	2	45	2	1	1	88	0	8	 	 	 	 	 	 	 	 	0	15	12	25	5	 	 	 	 	 	 	 	 
VN051030	3	26	2	7	1	88	0	6	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN051030	4	23	2	7	1	88	0	6	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN051030	5	21	1	7	1	88	0	9	 	 	 	 	 	 	 	 	0	11	10	30	8	 	 	 	 	 	 	 	 
VN051030	6	4	2	15	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051031	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	1545	0	15	11	10	1	9	0	1	0	0	5	4	5
VN051031	1	45	1	1	1	88	0	14	 	 	 	 	 	 	 	 	0	2	12	22	3	 	 	 	 	 	 	 	 
VN051031	2	46	2	1	1	88	1	99	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN051031	3	16	1	7	1	88	88	88	1	6	10	1	88	88	2	1581	0	15	11	10	1	9	0	1	0	0	5	4	5
VN051032	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	45	0	19	 	 	 	10	0	0	0	0	6	3	5
VN051032	1	43	1	1	1	88	0	12	 	 	 	 	 	 	 	 	0	2	8	30	5	 	 	 	 	 	 	 	 
VN051032	2	32	2	1	1	88	0	7	 	 	 	 	 	 	 	 	0	15	10	25	6	 	 	 	 	 	 	 	 
VN051032	3	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051033	0	15	2	0	1	88	88	88	1	6	8	1	88	88	2	45	0	19	 	 	 	9	0	0	0	0	6	3	6
VN051033	1	44	1	1	1	88	0	6	 	 	 	 	 	 	 	 	0	2	12	20	6	 	 	 	 	 	 	 	 
VN051033	2	43	2	1	1	88	0	10	 	 	 	 	 	 	 	 	0	15	12	25	6	 	 	 	 	 	 	 	 
VN051033	3	6	2	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	 	 	 	11	0	0	0	0	4	0	9
VN051034	3	21	2	7	2	88	1	14	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN051034	0	14	1	0	1	88	88	88	1	6	8	1	88	88	2	1845	0	19	 	 	 	9	0	0	0	0	6	2	7
VN051034	1	43	1	1	1	88	0	7	 	 	 	 	 	 	 	 	0	10	12	26	9	 	 	 	 	 	 	 	 
VN051034	2	43	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	10	12	26	9	 	 	 	 	 	 	 	 
VN051035	0	15	1	0	1	88	88	88	1	6	8	1	88	88	2	2445	0	2	12	15	1	9	0	0	1	0	4	3	7
