COMMID	id	price1	vendor1	price2	vendor2
IN042	14	240	13	230	13
IN042	15	12	1	16	1
IN042	16	10	1	9	1
IN042	17	5	1	6	1
IN042	18	120	1	130	1
IN042	19	15	1	14	1
IN042	20	15	1	16	1
IN042	21	50	1	48	1
IN042	22	5	1	4	1
IN042	23	20	1	30	1
IN042	24	30	1	28	1
IN042	25	20	1	10	1
IN043	1	6	1	4	1
IN043	2	45	1	40	1
IN043	3	90	1	95	1
IN043	4	60	1	65	1
IN043	5	7	1	7	1
IN043	6	40	1	45	1
IN043	7	65	1	70	1
IN043	8	18	9	16	9
IN043	9	42	9	40	9
IN043	10	350	9	360	9
IN043	11	10	9	9	9
IN043	12	280	13	265	13
IN043	13	440	13	460	13
IN043	14	250	13	245	13
IN043	15	11	1	10	1
IN043	16	11	1	10	1
IN043	17	6	1	7	1
IN043	18	120	1	130	1
IN043	19	15	1	14	1
IN043	20	15	1	14	1
IN043	21	48	1	50	1
IN043	22	4	1	5	1
IN043	23	20	1	25	1
IN043	24	25	1	30	1
IN043	25	16	1	18	1
IN044	1	6	1	4	1
IN044	2	50	1	48	1
IN044	3	95	1	100	1
IN044	4	190	1	180	1
IN044	5	7	1	8	1
IN044	6	50	1	55	1
IN044	7	75	1	90	1
IN044	8	18	9	20	9
IN044	9	40	9	50	9
IN044	10	380	9	360	9
IN044	11	10	9	8	9
IN044	12	280	13	270	13
IN044	13	480	13	470	13
IN044	14	250	13	235	13
IN044	15	10	1	11	1
IN044	16	8	1	9	1
IN044	17	5	1	6	1
IN044	18	140	1	120	1
IN044	19	15	1	14	1
IN044	20	15	1	14	1
IN044	21	45	1	50	1
IN044	22	3	1	4	1
IN044	23	25	1	30	1
IN044	24	25	1	28	1
IN044	25	14	1	16	1
IN045	1	6	1	5	1
IN045	2	45	1	50	1
IN045	3	95	1	100	1
IN045	4	190	1	180	1
IN045	5	7	1	7	1
IN045	6	40	1	45	1
IN045	7	70	1	75	1
IN045	8	18	9	16	9
IN045	9	42	9	45	9
IN045	10	350	9	380	9
IN045	11	10	9	8	9
IN045	12	280	13	270	13
IN045	13	440	13	460	13
IN045	14	250	13	240	13
IN045	15	10	1	11	1
IN045	16	10	1	11	1
IN045	17	7	1	6	1
IN045	18	125	1	120	1
IN045	19	15	1	14	1
IN045	20	15	1	14	1
IN045	21	46	1	50	1
IN045	22	3	1	4	1
IN045	23	20	1	30	1
IN045	24	30	1	25	1
IN045	25	18	1	16	1
IN046	1	5	1	6	1
IN046	2	45	1	40	1
IN046	3	90	1	95	1
IN046	4	60	1	65	1
IN046	5	7	1	7	1
IN046	6	40	1	45	1
IN046	7	65	1	70	1
IN046	8	18	9	16	9
IN046	9	42	9	40	9
IN046	10	350	9	360	9
IN046	11	10	9	9	9
IN046	12	275	13	280	13
IN046	13	500	13	440	13
IN046	14	260	13	250	13
IN046	15	11	1	10	1
IN046	16	11	1	10	1
IN046	17	6	1	7	1
IN046	18	120	1	130	1
IN046	19	15	1	14	1
IN046	20	15	1	14	1
IN046	21	48	1	50	1
IN046	22	4	1	5	1
IN046	23	20	1	25	1
IN046	24	25	1	30	1
IN046	25	16	1	18	1
IN047	1	6	1	4	1
IN047	2	50	1	25	3
IN047	3	250	1	175	3
IN047	4	350	1	250	3
IN047	5	10	1	6	1
IN047	6	100	1	80	3
IN047	7	250	1	200	3
IN047	8	7	9	4	9
IN047	9	70	9	65	9
IN047	10	510	9	325	9
IN047	11	11	9	10	9
IN047	12	0	14	0	14
IN047	13	0	14	0	14
IN047	14	0	14	0	14
IN047	15	13	1	16	1
IN047	16	10	1	15	1
IN047	17	6	1	8	1
IN047	18	 	 	 	 
IN047	19	12	1	15	1
IN047	20	14	1	16	1
IN047	21	50	1	56	1
IN047	22	4	1	8	1
IN047	23	2	1	28	 
IN047	24	10	1	 	1
IN047	25	10	1	18	1
IN048	1	6	1	4	1
IN048	2	50	1	20	3
IN048	3	100	1	75	3
IN048	4	100	1	75	3
IN048	5	10	1	6	1
IN048	6	80	1	65	3
IN048	7	120	1	100	3
IN048	8	7	9	4	9
IN048	9	70	9	65	9
IN048	10	510	9	325	9
IN048	11	11	9	10	9
IN048	12	 	 	 	 
IN048	13	 	 	 	 
IN048	14	 	 	 	 
IN048	15	12	1	8	1
IN048	16	10	1	5	1
IN048	17	7	1	6	1
IN048	18	150	1	100	1
IN048	19	15	1	10	1
IN048	20	16	1	14	1
IN048	21	50	1	43	1
IN048	22	5	1	3	1
IN048	23	30	1	20	1
IN048	24	40	1	25	1
IN048	25	18	1	10	1
IN049	1	6	1	4	1
IN049	2	50	1	25	3
IN049	3	100	1	75	3
IN049	4	100	1	75	3
IN049	5	10	1	6	1
IN049	6	80	1	65	3
IN049	7	120	1	100	3
IN049	8	7	9	4	9
IN049	9	70	9	65	9
IN049	10	510	9	325	9
IN049	11	11	9	10	9
IN049	12	0	14	0	14
IN049	13	0	14	0	14
IN049	14	0	14	0	14
IN049	15	12	1	8	1
IN049	16	10	1	5	1
IN049	17	7	1	6	1
IN049	18	150	1	100	1
IN049	19	15	1	10	1
IN049	20	16	1	14	1
IN049	21	50	1	43	1
IN049	22	5	1	3	1
IN049	23	30	1	20	1
IN049	24	40	1	25	1
IN049	25	18	1	10	1
IN050	1	6	1	4	1
IN050	2	50	1	25	3
IN050	3	100	1	75	1
IN050	4	10	1	75	1
IN050	5	10	1	6	1
IN050	6	80	1	65	1
IN050	7	120	1	100	1
IN050	8	7	9	4	9
IN050	9	70	9	65	9
IN050	10	510	9	325	9
IN050	11	11	9	10	9
IN050	12	5	13	 	 
IN050	13	9	13	 	13
IN050	14	6	13	5	13
IN050	15	12	1	8	14
IN050	16	10	1	5	1
IN050	17	7	1	6	1
IN050	18	150	1	100	1
IN050	19	15	1	10	1
IN050	20	15	1	13	14
IN050	21	50	1	40	1
IN050	22	5	1	3	1
IN050	23	30	1	20	1
IN050	24	40	1	25	1
IN050	25	18	1	10	14
IN051	1	6	 	4	 
IN051	2	50	 	25	 
IN051	3	100	 	75	 
IN051	4	100	 	75	 
IN051	5	10	 	6	 
IN051	6	80	 	65	 
IN051	7	120	 	100	 
IN051	8	7	9	4	9
IN051	9	70	9	65	9
IN051	10	510	9	325	9
IN051	11	11	9	13	9
IN051	12	5	13	 	 
IN051	13	9	13	8	13
IN051	14	6	13	5	13
IN051	15	12	1	5	1
IN051	16	10	1	8	1
IN051	17	7	1	6	1
IN051	18	120	1	100	1
IN051	19	15	1	10	1
IN051	20	15	1	13	1
IN051	21	50	1	40	1
IN051	22	5	1	3	1
IN051	23	30	1	20	1
IN051	24	40	1	25	1
IN051	25	18	1	10	1
IN052	1	6	1	4	1
IN052	2	50	1	25	3
IN052	3	100	1	75	1
IN052	4	100	1	75	1
IN052	5	10	1	6	1
IN052	6	80	1	65	1
IN052	7	120	1	100	1
IN052	8	7	9	4	9
IN052	9	65	9	70	9
IN052	10	510	9	325	9
IN052	11	11	9	10	9
IN052	12	5	13	 	 
IN052	13	9	13	8	13
IN052	14	6	13	5	13
IN052	15	12	1	10	1
IN052	16	10	1	8	1
IN052	17	7	1	6	1
IN052	18	150	1	100	1
IN052	19	15	14	10	14
IN052	20	16	1	15	1
IN052	21	43	1	40	1
IN052	22	5	1	3	1
IN052	23	30	1	20	1
IN052	24	20	1	18	1
IN052	25	18	1	15	14
IN053	1	6	1	4	1
IN053	2	50	1	25	3
IN053	3	100	1	75	1
IN053	4	100	1	75	1
IN053	5	10	1	6	1
IN053	6	80	1	65	1
IN053	7	120	1	100	1
IN053	8	7	9	4	9
IN053	9	70	9	65	9
IN053	10	510	9	325	9
IN053	11	11	9	10	9
IN053	12	5	13	 	 
IN053	13	9	13	8	13
IN053	14	6	13	5	13
IN053	15	12	1	8	1
IN053	16	10	1	7	1
IN053	17	7	1	6	1
IN053	18	150	1	100	1
IN053	19	15	1	10	1
IN053	20	16	1	14	1
IN053	21	43	1	10	1
IN053	22	5	1	3	1
IN053	23	30	1	20	1
IN053	24	20	1	10	1
IN053	25	18	1	15	1
IN054	1	6	1	4	1
IN054	2	50	1	25	3
IN054	3	100	1	75	1
IN054	4	100	1	75	1
IN054	5	10	1	6	1
IN054	6	80	1	65	1
IN054	7	120	1	100	1
IN054	8	7	9	4	9
IN054	9	70	9	65	9
IN054	10	510	9	325	9
IN054	11	11	9	10	9
IN054	12	5	13	 	 
IN054	13	9	13	8	13
IN054	14	6	13	5	13
IN054	15	12	1	8	1
IN054	16	10	1	7	1
IN054	17	7	1	6	1
IN054	18	150	1	100	1
IN054	19	15	1	10	1
IN054	20	16	1	14	1
IN054	21	43	1	40	1
IN054	22	5	1	3	1
IN054	23	30	1	20	1
IN054	24	20	1	10	1
IN054	25	18	1	15	1
IN055	1	6	1	4	1
IN055	2	50	1	25	3
IN055	3	100	1	75	1
IN055	4	100	1	75	1
IN055	5	10	1	6	1
IN055	6	80	1	65	1
IN055	7	120	1	100	1
IN055	8	7	9	4	9
IN055	9	70	9	65	9
IN055	10	510	9	325	9
IN055	11	11	9	10	9
IN055	12	5	13	 	 
IN055	13	9	13	8	13
IN055	14	6	13	5	13
IN055	15	12	1	8	1
IN055	16	10	1	7	1
IN055	17	7	1	6	1
IN055	18	150	1	100	1
IN055	19	15	1	10	1
IN055	20	16	1	14	1
IN055	21	43	1	40	1
IN055	22	5	1	3	1
IN055	23	30	1	20	1
IN055	24	20	1	10	1
IN055	25	18	1	15	1
IN056	1	6	1	4	1
IN056	2	50	1	25	3
IN056	3	100	1	75	1
IN056	4	100	1	75	1
IN056	5	10	1	6	 
IN056	6	80	1	65	1
IN056	7	120	1	100	1
IN056	8	7	9	4	 
IN056	9	70	9	65	9
IN056	10	510	9	325	9
IN056	11	11	9	10	9
IN056	12	5	13	 	 
IN056	13	9	13	8	13
IN056	14	6	13	5	13
IN056	15	12	1	10	1
IN056	16	10	1	8	1
IN056	17	7	1	6	1
IN056	18	150	1	100	1
IN056	19	15	14	10	14
IN056	20	16	1	15	1
IN056	21	43	1	40	1
IN056	22	5	1	3	1
IN056	23	30	1	20	1
IN056	24	20	1	18	1
IN056	25	18	1	15	1
IN057	1	6	1	4	1
IN057	2	50	1	25	3
IN057	3	100	1	75	1
IN057	4	100	1	75	1
IN057	5	10	1	6	1
IN057	6	80	1	65	1
IN057	7	120	1	100	1
IN057	8	7	9	4	 
IN057	9	70	9	65	9
IN057	10	510	9	325	9
IN057	11	11	9	10	9
IN057	12	5	13	 	 
IN057	13	9	13	8	13
IN057	14	6	13	5	13
IN057	15	12	1	8	1
IN057	16	10	1	8	1
IN057	17	7	1	6	1
IN057	18	150	1	100	1
IN057	19	15	1	10	1
IN057	20	16	1	14	1
IN057	21	43	1	40	1
IN057	22	5	1	3	1
IN057	23	30	1	20	1
IN057	24	20	1	18	1
IN057	25	18	1	15	1
IN058	1	6	1	4	1
IN058	2	50	1	25	3
IN058	3	100	1	75	1
IN058	4	100	1	75	1
IN058	5	10	1	6	1
IN058	6	80	1	65	1
IN058	7	120	1	100	1
IN058	8	7	9	4	9
IN058	9	70	9	65	9
IN058	10	510	9	325	9
IN058	11	11	9	10	9
IN058	12	5	13	 	 
IN058	13	9	13	8	13
IN058	14	6	13	5	13
IN058	15	12	1	8	1
IN058	16	10	1	8	1
IN058	17	7	1	6	1
IN058	18	150	1	100	1
IN058	19	15	1	10	1
IN058	20	16	1	14	1
IN058	21	43	1	40	1
IN058	22	5	1	3	1
IN058	23	30	1	20	1
IN058	24	30	1	18	1
IN058	25	18	1	15	1
IN059	1	6	1	4	1
IN059	2	50	1	25	3
IN059	3	100	1	75	1
IN059	4	100	1	75	1
IN059	5	10	1	6	1
IN059	6	80	1	65	1
IN059	7	120	1	100	1
IN059	8	7	9	4	9
IN059	9	70	9	65	9
IN059	10	510	9	325	9
IN059	11	11	9	10	9
IN059	12	5	13	 	 
IN059	13	9	13	8	13
IN059	14	6	 	5	13
IN059	15	12	1	10	1
IN059	16	10	1	8	1
IN059	17	7	1	6	1
IN059	18	150	1	100	1
IN059	19	15	1	10	1
IN059	20	16	1	14	1
IN059	21	43	1	40	1
IN059	22	5	1	3	1
IN059	23	30	1	20	1
IN059	24	20	1	10	1
IN059	25	18	1	15	1
IN060	1	6	1	4	1
IN060	2	50	1	25	3
IN060	3	100	1	75	1
IN060	4	100	1	75	1
IN060	5	10	1	6	1
IN060	6	80	1	65	1
IN060	7	120	1	100	1
IN060	8	7	9	4	9
IN060	9	70	9	65	9
IN060	10	510	9	325	9
IN060	11	11	9	10	9
IN060	12	5	13	 	 
IN060	13	9	13	8	13
IN060	14	6	13	5	13
IN060	15	12	1	10	1
IN060	16	10	1	8	1
IN060	17	7	1	6	1
IN060	18	150	1	100	1
IN060	19	15	1	10	1
IN060	20	16	1	15	1
IN060	21	43	1	40	1
IN060	22	5	1	3	1
IN060	23	30	1	10	1
IN060	24	20	1	10	1
IN060	25	18	1	15	1
IN061	1	4	1	6	1
IN061	2	60	1	80	1
IN061	3	75	4	100	1
IN061	4	50	4	65	1
IN061	5	12	8	12	8
IN061	6	30	 	45	 
IN061	7	45	 	6	 
IN061	8	4	9	5	9
IN061	9	75	9	75	9
IN061	10	350	9	380	9
IN061	11	9	9	9	9
IN061	12	9	13	9	13
IN061	13	8	13	8	13
IN061	14	5	13	5	13
IN061	15	7	8	9	14
IN061	16	10	14	10	14
IN061	17	5	1	7	1
IN061	18	100	1	110	1
IN061	19	8	14	8	14
IN061	20	13	8	16	14
IN061	21	38	1	44	1
IN061	22	2	1	6	1
IN061	23	2	1	10	1
IN061	24	4	1	8	1
IN061	25	10	8	18	1
IN062	1	150	1	500	1
IN062	2	150	1	200	1
IN062	3	30	3	80	1
IN062	4	60	3	100	1
IN062	5	12	8	12	8
IN062	6	50	3	80	1
IN062	7	40	3	70	4
IN062	8	1	9	2	9
IN062	9	50	9	15	9
IN062	10	350	9	380	9
IN062	11	9	9	9	9
IN062	12	4	13	4	13
IN062	13	5	13	5	13
IN062	14	5	13	5	13
IN062	15	6	8	9	14
IN062	16	10	14	10	14
IN062	17	3	1	6	1
IN062	18	100	1	100	1
IN062	19	7	1	7	1
IN062	20	12	8	16	1
IN062	21	35	1	44	1
IN062	22	4	1	7	1
IN062	23	2	1	8	1
IN062	24	1	1	8	1
IN062	25	6	8	12	1
IN063	1	4	1	5	1
IN063	2	70	1	80	1
IN063	3	100	1	120	4
IN063	4	50	4	60	1
IN063	5	10	8	10	1
IN063	6	150	1	180	4
IN063	7	100	1	120	4
IN063	8	5	9	5	9
IN063	9	75	9	84	9
IN063	10	350	9	380	9
IN063	11	9	9	10	9
IN063	12	10	13	10	13
IN063	13	9	13	9	13
IN063	14	5	13	5	13
IN063	15	6	8	9	1
IN063	16	10	1	12	1
IN063	17	3	14	5	14
IN063	18	100	1	100	1
IN063	19	8	14	10	14
IN063	20	16	8	16	1
IN063	21	42	1	42	1
IN063	22	3	1	4	1
IN063	23	2	1	4	1
IN063	24	2	1	5	1
IN063	25	10	8	14	1
IN064	1	4	1	7	1
IN064	2	70	1	80	1
IN064	3	80	4	90	4
IN064	4	40	1	50	1
IN064	5	12	8	12	8
IN064	6	40	4	50	4
IN064	7	80	4	80	4
IN064	8	4	9	5	9
IN064	9	75	9	75	9
IN064	10	350	9	380	9
IN064	11	10	9	10	9
IN064	12	5	13	6	13
IN064	13	9	13	9	13
IN064	14	5	13	5	13
IN064	15	6	8	9	14
IN064	16	10	1	11	1
IN064	17	4	1	5	1
IN064	18	100	1	100	1
IN064	19	8	14	9	14
IN064	20	13	8	16	1
IN064	21	38	1	42	1
IN064	22	3	1	6	1
IN064	23	2	1	4	1
IN064	24	4	1	5	1
IN064	25	11	8	11	1
IN065	1	4	1	9	1
IN065	2	60	1	80	1
IN065	3	60	1	100	4
IN065	4	50	1	80	4
IN065	5	12	8	12	8
IN065	6	40	1	60	1
IN065	7	60	4	80	1
IN065	8	4	9	5	9
IN065	9	75	9	75	9
IN065	10	350	9	380	9
IN065	11	9	9	9	9
IN065	12	9	1	9	13
IN065	13	8	13	8	13
IN065	14	5	13	5	13
IN065	15	6	8	8	1
IN065	16	10	1	11	1
IN065	17	3	1	4	1
IN065	18	80	1	80	1
IN065	19	8	14	8	14
IN065	20	14	8	15	1
IN065	21	38	1	40	1
IN065	22	2	1	8	1
IN065	23	2	1	10	1
IN065	24	3	1	5	1
IN065	25	9	8	12	1
IN066	1	3	1	6	1
IN066	2	60	1	70	1
IN066	3	60	4	70	1
IN066	4	40	1	50	1
IN066	5	12	8	12	8
IN066	6	40	4	50	4
IN066	7	6	4	70	4
IN066	8	4	9	5	9
IN066	9	16	9	16	9
IN066	10	300	9	300	9
IN066	11	10	9	10	9
IN066	12	4	13	4	13
IN066	13	9	13	9	13
IN066	14	5	13	5	13
IN066	15	6	8	9	1
IN066	16	10	1	12	1
IN066	17	5	1	6	1
IN066	18	90	1	90	1
IN066	19	5	1	6	1
IN066	20	13	8	15	1
IN066	21	35	1	44	1
IN066	22	2	1	7	1
IN066	23	2	1	3	1
IN066	24	3	1	4	1
IN066	25	10	8	14	1
IN067	1	4	1	5	1
IN067	2	 	 	 	 
IN067	3	45	1	55	1
IN067	4	35	1	40	1
IN067	5	13	1	13	1
IN067	6	90	1	100	1
IN067	7	80	1	100	1
IN067	8	8	9	9	9
IN067	9	70	9	75	9
IN067	10	340	9	350	9
IN067	11	10	9	11	9
IN067	12	5	13	5	13
IN067	13	10	13	10	13
IN067	14	5	13	5	13
IN067	15	6	8	8	1
IN067	16	10	1	12	1
IN067	17	5	1	6	1
IN067	18	90	1	90	1
IN067	19	7	1	7	1
IN067	20	14	8	15	1
IN067	21	4	1	44	1
IN067	22	2	1	2	1
IN067	23	2	1	4	1
IN067	24	2	1	5	1
IN067	25	10	8	15	1
IN068	1	5	1	7	1
IN068	2	75	1	90	1
IN068	3	60	1	80	1
IN068	4	80	1	100	1
IN068	5	6	8	6	8
IN068	6	80	1	180	1
IN068	7	100	1	130	1
IN068	8	5	9	5	9
IN068	9	75	9	75	9
IN068	10	350	9	380	9
IN068	11	10	9	10	9
IN068	12	5	13	6	13
IN068	13	4	13	4	13
IN068	14	5	13	5	13
IN068	15	6	8	9	1
IN068	16	10	1	12	1
IN068	17	8	1	10	1
IN068	18	100	1	110	1
IN068	19	8	1	8	1
IN068	20	14	8	15	1
IN068	21	36	1	44	1
IN068	22	4	1	9	1
IN068	23	2	1	4	1
IN068	24	5	1	8	1
IN068	25	10	8	20	1
IN069	1	4	1	5	1
IN069	2	70	1	80	1
IN069	3	50	1	60	1
IN069	4	70	1	90	1
IN069	5	12	8	12	8
IN069	6	70	1	90	1
IN069	7	80	1	90	1
IN069	8	4	9	5	9
IN069	9	70	9	75	9
IN069	10	350	9	380	9
IN069	11	10	9	10	9
IN069	12	5	13	6	13
IN069	13	9	13	9	13
IN069	14	5	1	5	13
IN069	15	6	8	9	1
IN069	16	10	1	12	1
IN069	17	6	1	8	1
IN069	18	90	1	100	1
IN069	19	6	1	8	1
IN069	20	14	8	16	1
IN069	21	35	1	44	1
IN069	22	3	1	7	1
IN069	23	2	1	3	1
IN069	24	2	1	5	1
IN069	25	10	8	12	1
IN070	1	4	1	6	1
IN070	2	0	 	0	 
IN070	3	50	1	60	1
IN070	4	35	1	45	1
IN070	5	5	8	10	1
IN070	6	80	1	90	1
IN070	7	70	1	80	1
IN070	8	2	9	2	9
IN070	9	50	9	50	9
IN070	10	275	9	300	9
IN070	11	12	9	12	9
IN070	12	5	13	5	13
IN070	13	5	13	5	13
IN070	14	5	13	5	13
IN070	15	6	8	8	1
IN070	16	10	1	10	1
IN070	17	5	11	5	1
IN070	18	90	1	90	1
IN070	19	5	1	6	1
IN070	20	13	8	16	1
IN070	21	35	1	45	1
IN070	22	3	1	7	1
IN070	23	2	1	4	1
IN070	24	3	1	5	1
IN070	25	10	8	14	1
IN071	1	4	1	5	1
IN071	2	70	1	90	1
IN071	3	110	1	120	4
IN071	4	70	4	90	1
IN071	5	10	1	10	1
IN071	6	150	1	180	4
IN071	7	100	1	120	1
IN071	8	4	9	5	9
IN071	9	80	9	90	9
IN071	10	350	9	380	9
IN071	11	9	9	9	9
IN071	12	280	13	280	13
IN071	13	420	13	420	13
IN071	14	250	13	250	13
IN071	15	8	1	10	1
IN071	16	12	1	13	 
IN071	17	0	15	0	15
IN071	18	0	15	0	15
IN071	19	0	15	0	15
IN071	20	15	1	15	1
IN071	21	45	1	50	1
IN071	22	2	1	9	1
IN071	23	7	1	9	1
IN071	24	1	1	1	1
IN071	25	0	15	0	15
IN072	1	4	1	5	1
IN072	2	70	1	80	1
IN072	3	100	1	120	4
IN072	4	50	4	60	1
IN072	5	10	1	10	1
IN072	6	150	1	180	4
IN072	7	100	1	120	1
IN072	8	5	9	5	9
IN072	9	75	9	80	9
IN072	10	350	9	380	9
IN072	11	9	9	10	9
IN072	12	300	13	300	13
IN072	13	430	13	430	13
IN072	14	255	13	260	13
IN072	15	10	1	10	1
IN072	16	13	1	13	1
IN072	17	0	15	0	15
IN072	18	0	15	0	15
IN072	19	0	15	0	15
IN072	20	16	1	16	1
IN072	21	60	1	60	1
IN072	22	2	1	2	1
IN072	23	40	1	40	1
IN072	24	20	1	20	1
IN072	25	0	15	0	15
IN073	1	4	1	4	1
IN073	2	70	1	80	1
IN073	3	100	1	90	4
IN073	4	70	4	80	1
IN073	5	10	1	10	1
IN073	6	150	1	160	4
IN073	7	90	1	80	1
IN073	8	4	9	4	9
IN073	9	80	9	90	9
IN073	10	330	9	340	9
IN073	11	9	9	9	9
IN073	12	280	13	280	13
IN073	13	420	13	420	13
IN073	14	250	13	250	13
IN073	15	7	1	7	1
IN073	16	12	1	13	1
IN073	17	0	15	0	15
IN073	18	0	15	0	15
IN073	19	0	15	0	15
IN073	20	17	1	17	1
IN073	21	50	1	55	1
IN073	22	2	1	2	1
IN073	23	36	1	40	1
IN073	24	20	1	20	1
IN073	25	0	15	0	15
IN074	1	4	1	4	1
IN074	2	70	1	80	1
IN074	3	100	1	90	4
IN074	4	70	4	80	1
IN074	5	10	1	10	1
IN074	6	150	1	150	4
IN074	7	90	1	80	1
IN074	8	 	 	 	 
IN074	9	 	 	 	 
IN074	10	 	 	 	 
IN074	11	 	 	 	 
IN074	12	280	13	290	13
IN074	13	420	13	430	13
IN074	14	250	13	250	13
IN074	15	9	1	9	1
IN074	16	11	1	11	1
IN074	17	4	1	4	1
IN074	18	0	15	0	15
IN074	19	0	15	0	15
IN074	20	16	1	16	1
IN074	21	42	1	44	1
IN074	22	2	1	2	1
IN074	23	30	1	30	1
IN074	24	12	1	12	1
IN074	25	14	1	16	1
IN075	1	4	1	4	1
IN075	2	70	1	80	1
IN075	3	100	1	90	4
IN075	4	70	4	80	1
IN075	5	10	1	10	1
IN075	6	150	1	170	4
IN075	7	90	1	90	1
IN075	8	4	9	4	9
IN075	9	80	9	90	9
IN075	10	350	9	330	9
IN075	11	9	9	9	9
IN075	12	280	13	280	13
IN075	13	420	13	420	13
IN075	14	250	13	250	13
IN075	15	9	1	8	1
IN075	16	13	1	13	1
IN075	17	0	15	0	15
IN075	18	0	15	0	15
IN075	19	0	15	0	15
IN075	20	17	1	16	1
IN075	21	60	1	58	1
IN075	22	2	1	2	1
IN075	23	40	1	40	1
IN075	24	19	1	20	1
IN075	25	0	15	0	15
IN076	1	4	1	5	1
IN076	2	0	 	0	 
IN076	3	60	1	70	1
IN076	4	40	1	45	1
IN076	5	1	8	12	1
IN076	6	100	1	120	1
IN076	7	50	1	70	1
IN076	8	10	9	11	9
IN076	9	70	9	75	9
IN076	10	275	9	300	9
IN076	11	10	9	11	9
IN076	12	4	13	4	13
IN076	13	10	13	10	13
IN076	14	5	13	5	13
IN076	15	6	8	8	1
IN076	16	10	1	10	1
IN076	17	4	1	5	1
IN076	18	90	1	90	1
IN076	19	7	1	7	1
IN076	20	14	8	16	1
IN076	21	38	1	44	1
IN076	22	3	1	7	1
IN076	23	2	1	4	1
IN076	24	2	1	5	1
IN076	25	10	8	12	1
IN077	1	4	1	5	1
IN077	2	0	 	0	 
IN077	3	55	1	65	1
IN077	4	40	1	45	1
IN077	5	4	11	12	11
IN077	6	80	1	100	1
IN077	7	50	1	60	1
IN077	8	9	9	10	9
IN077	9	60	9	70	9
IN077	10	300	9	350	9
IN077	11	10	9	11	9
IN077	12	4	13	4	13
IN077	13	10	13	10	13
IN077	14	5	13	5	13
IN077	15	6	8	8	1
IN077	16	10	1	10	1
IN077	17	5	1	7	1
IN077	18	90	1	100	1
IN077	19	8	1	10	1
IN077	20	14	8	15	1
IN077	21	38	1	44	1
IN077	22	3	1	7	1
IN077	23	2	1	4	1
IN077	24	2	1	5	1
IN077	25	10	8	15	1
IN078	1	4	1	6	1
IN078	2	0	 	0	 
IN078	3	50	1	60	1
IN078	4	15	1	20	1
IN078	5	4	11	12	11
IN078	6	80	1	90	1
IN078	7	45	1	60	1
IN078	8	9	9	10	9
IN078	9	70	9	80	9
IN078	10	270	9	300	9
IN078	11	10	9	11	9
IN078	12	4	13	4	13
IN078	13	10	13	10	13
IN078	14	5	13	5	13
IN078	15	6	8	10	1
IN078	16	11	1	11	1
IN078	17	6	1	6	1
IN078	18	90	1	90	1
IN078	19	8	1	8	1
IN078	20	14	8	16	1
IN078	21	39	1	44	1
IN078	22	3	1	7	1
IN078	23	4	1	4	1
IN078	24	2	1	5	1
IN078	25	10	8	12	1
IN079	1	4	1	5	1
IN079	2	0	 	0	 
IN079	3	50	1	60	1
IN079	4	40	1	45	1
IN079	5	7	8	12	1
IN079	6	90	1	95	1
IN079	7	60	1	80	1
IN079	8	10	9	11	9
IN079	9	60	9	70	9
IN079	10	270	9	300	9
IN079	11	10	9	11	9
IN079	12	4	13	4	13
IN079	13	10	13	10	13
IN079	14	5	13	5	13
IN079	15	6	8	10	1
IN079	16	10	1	10	1
IN079	17	6	1	6	1
IN079	18	90	1	90	1
IN079	19	8	1	8	1
IN079	20	16	8	18	1
IN079	21	39	1	45	1
IN079	22	3	1	3	1
IN079	23	2	1	4	1
IN079	24	3	1	4	1
IN079	25	10	8	13	1
IN080	1	4	1	5	1
IN080	2	0	 	0	 
IN080	3	60	1	65	1
IN080	4	40	 	45	1
IN080	5	12	8	12	8
IN080	6	100	1	110	1
IN080	7	50	1	60	1
IN080	8	9	9	9	9
IN080	9	50	9	60	9
IN080	10	300	9	320	9
IN080	11	10	9	11	9
IN080	12	5	13	5	13
IN080	13	10	13	10	13
IN080	14	5	13	5	13
IN080	15	6	8	12	1
IN080	16	0	 	0	 
IN080	17	5	1	7	1
IN080	18	90	1	90	1
IN080	19	10	1	10	1
IN080	20	14	8	16	1
IN080	21	40	1	40	1
IN080	22	3	1	3	1
IN080	23	4	1	4	1
IN080	24	2	1	5	1
IN080	25	10	8	18	1
IN081	1	0	15	0	15
IN081	2	85	1	135	1
IN081	3	80	1	90	1
IN081	4	90	1	90	1
IN081	5	8	1	8	1
IN081	6	80	1	90	1
IN081	7	110	1	110	1
IN081	8	11	9	0	15
IN081	9	40	9	35	9
IN081	10	600	9	334	9
IN081	11	10	9	0	15
IN081	12	6	13	6	13
IN081	13	8	13	8	13
IN081	14	5	13	5	13
IN081	15	0	15	0	15
IN081	16	12	1	12	1
IN081	17	0	15	0	15
IN081	18	0	15	0	15
IN081	19	0	15	0	15
IN081	20	16	1	16	1
IN081	21	44	1	43	1
IN081	22	2	1	2	1
IN081	23	0	15	0	15
IN081	24	18	1	18	1
IN081	25	0	15	0	15
IN082	1	6	1	6	1
IN082	2	100	1	90	1
IN082	3	80	1	90	1
IN082	4	90	1	90	1
IN082	5	8	1	8	1
IN082	6	80	1	90	1
IN082	7	110	1	110	1
IN082	8	11	9	0	15
IN082	9	40	9	35	9
IN082	10	600	9	334	9
IN082	11	10	9	0	15
