CHILDCODE	MATHTEST	MATHDAY	MATHMTH	MATHYEAR	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	MTHITM31	MATHEND	READTEST	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	RDGCMP25	RDGCMP26	READEND	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct26maths	correct27maths	correct29maths	correct07maths	correct25maths	correct28maths	correct30maths	correct31maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	read_raw	read_perco
20065	1	10	12	2016	70	4	3	60	3.59999990463257	18.6299991607666	16/17	1	12	2	3	2	4	3	2	3	4	2	2	3	2	1	1	2	9	1	1	1140	2	6	90000	 	1	4	3	1	2	3	1	1	2	3	2	2	1	4	3	1	1	1	4	1	2	1	3	1	4	1	4	 	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6.45161294937134	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	15	57.6923065185547
20066	1	11	12	2016	60	5	2	43	3	18.2099990844727	18/24	4	6	2	1	1	2	4	3	2	3	1	2	2	2	2	2	4	7KM/15H	2	1	1200	2	4	25	 	1	4	3	1	4	2	2	3	1	1	2	2	1	4	2	4	1	3	3	1	2	4	2	2	4	1	4	 	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	14	45.1612892150879	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	17	65.3846130371094
20067	1	13	12	2016	265	3	1	20	3	28.2099990844727	26/16	2	45	1	1	1	1	2	2	2	4	2	4	3	4	1	2	1	8	1	4	4.5	5	4	22509	 	1	4	1	1	4	2	2	3	3	3	2	4	3	1	2	4	3	4	4	1	2	2	1	4	4	1	4	 	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	6	19.3548393249512	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	15	57.6923065185547
20068	1	10	12	2016	29.5	4	2	25	3	18.2099990844727	3/4	4	6	3	4	1	2	4	1	2	2	2	2	2	3	3	1	4	-99	2	1	48.2	3	5	50	 	1	4	3	1	4	3	2	4	1	3	2	2	1	3	4	1	1	4	3	4	2	3	4	4	1	3	4	 	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	 	0	0	0	13	41.9354820251465	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	15	57.6923065185547
20069	1	12	12	2016	60	4	2	23	3	18.0300006866455	18/24	4	1.20000004768372	1	1	1	3	2	3	2	2	4	4	2	4	2	2	4	7	3	2	15	3	6	250000	 	1	4	3	4	4	2	3	3	1	3	2	2	1	4	3	4	3	3	4	1	3	3	2	2	4	1	4	 	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	13	41.9354820251465	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	15	57.6923065185547
20070	1	9	12	2016	80	2	1	40	20	18.1200008392334	27/16	2	.5	3	3	4	1	1	2	1	2	2	4	1	1	3	2	2	-99	3	1	0.5	4	11300	-99	 	1	4	3	1	2	4	4	1	1	2	3	3	3	2	1	2	2	4	2	1	3	2	3	3	1	4	1	 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	0	0	 	2	6.45161294937134	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	9	34.6153831481934
20073	1	10	12	2016	95	2	2	-99	3	18.0300006866455	3/4	4	-99	4	1	1	2	2	1	2	1	1	4	2	4	2	2	3	-99	2	1	12000	3	-99	2500	 	1	4	3	1	4	3	2	1	3	2	2	4	1	3	4	2	1	1	4	2	2	2	1	3	2	1	99	 	0	0	1	 	1	1	1	 	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	 	0	 	0	15	48.3870964050293	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	18	69.2307662963867
20075	1	9	12	2016	120	5	2	22	3	18.0300006866455	3/4	4	1.20000004768372	1	1	1	1	2	1	1	2	4	4	2	3	2	3	3	7	4	1	6800	1	10	22509	 	1	4	3	4	4	3	2	2	1	3	4	4	1	2	1	4	2	2	3	1	2	3	2	3	4	1	4	 	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	10	32.2580642700195	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	16	61.538459777832
20077	1	11	12	2016	150	1	1	-99	3	18.0300006866455	18/24	4	30	2	3	1	2	2	4	1	2	3	2	3	4	2	3	3	-99	1	4	-99	3	-99	-99	 	1	2	3	1	4	2	3	3	1	2	4	1	3	2	1	1	4	3	2	1	4	1	2	3	4	2	4	 	0	0	0	 	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	 	 	 	 	11	35.4838714599609	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	11	42.3076934814453
20078	1	30	11	2016	9.60000038146973	3	2	20	3	18.0300006866455	3/4	2	1.20000004768372	1	4	1	2	2	1	2	3	4	3	2	4	3	2	4	31	3	1	12000	2	2	18	 	1	4	3	1	2	3	2	2	1	2	2	4	1	1	2	4	1	2	4	1	4	2	1	1	4	1	4	 	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	8	25.8064517974854	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	16	61.538459777832
20079	1	29	11	2016	60	3	2	20	3	18.2199993133545	18/24	4	4	1	4	1	2	2	1	2	2	1	2	2	3	2	1	3	525	2	1	4450	2	7	15	 	1	4	4	1	4	3	1	4	1	3	2	1	1	4	3	2	1	4	4	1	2	3	3	1	4	3	4	 	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	12	38.7096786499023	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	16	61.538459777832
20080	 	30	11	2016	60	4	2	32	3	18.0300006866455	18/24	4	60	4	4	1	2	2	1	2	1	1	3	2	3	2	2	99	-99	2	4	-99	4	-99	-99	 	1	4	3	1	4	2	2	3	1	3	2	4	1	4	3	2	1	1	4	1	2	3	2	4	4	1	2	 	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	 	1	1	0	1	 	 	 	 	18	58.0645179748535	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	19	73.0769195556641
20081	1	29	11	2016	60	4	1	23	3	18.0300006866455	3/4	4	30	3	1	1	2	4	1	1	2	1	1	2	3	3	2	1	45	2	4	120	3	5	0.4	 	1	4	3	1	3	2	2	1	4	3	4	4	2	4	4	2	1	3	1	4	4	2	1	3	4	3	2	 	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	22	70.9677429199219	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	13	50
20083	1	30	12	2016	-99	5	2	43	3	18.2099990844727	3/4	4	12	3	1	1	2	4	4	3	2	1	3	2	3	2	2	4	1	1	1	120	3	10	25	 	1	4	3	1	4	3	2	3	1	3	2	2	1	3	3	3	3	4	4	2	2	2	2	3	3	2	4	 	 	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	18	58.0645179748535	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	18	69.2307662963867
20084	1	5	12	 	245	4	1	-99	23	-99	-99	4	-99	3	1	2	3	2	1	2	2	99	3	1	4	3	2	3	3KG/6P	2	4	1783	3	2.5	22500	 	1	3	2	1	2	3	2	3	3	1	4	1	4	1	3	2	1	4	3	2	3	2	1	4	4	2	1	 	0	1	0	 	0	 	1	 	1	1	0	0	0	0	0	0	 	0	0	0	0	1	0	1	1	1	 	0	0	0	0	8	25.8064517974854	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	8	30.769229888916
20086	1	5	12	2016	60	5	3	25	3	18.0300006866455	18/24	4	30	2	4	1	2	2	1	3	99	1	3	1	3	2	3	2	1	2	4	250	2	6	40	 	1	4	3	1	4	3	2	4	1	4	4	4	1	2	3	4	1	4	1	1	4	1	3	3	1	1	4	 	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	 	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	15	48.3870964050293	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	15	57.6923065185547
20087	1	6	12	2016	60	3	2	23	3	18.0300006866455	18/16	4	18	1	2	3	2	2	4	2	3	4	4	2	1	2	3	4	30	2	1	1020	1	5	2300	 	1	4	3	1	2	3	4	1	2	3	4	3	3	1	2	4	3	2	1	3	2	1	3	3	4	3	2	 	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	10	32.2580642700195	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	9	34.6153831481934
20088	1	6	12	2016	60	4	4	32	3	18.0300006866455	3/4	4	30	3	3	1	2	4	1	3	1	1	3	2	3	2	1	3	28	2	4	12000	3	13	2.5	 	1	4	3	4	4	1	2	3	1	3	2	4	1	2	4	3	1	3	1	1	2	4	2	3	4	1	4	 	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	22	70.9677429199219	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	20	76.9230804443359
20089	1	5	12	2016	.100000001490116	3	2	-99	3	18.2999992370605	-99	4	9	3	4	1	1	4	1	2	3	4	4	4	1	3	2	2	24	1	1	-99	2	5	2500	 	1	4	3	1	4	1	2	4	4	2	2	3	1	1	3	1	1	4	4	1	2	2	1	2	2	4	4	 	0	0	1	 	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	 	0	 	0	0	7	22.5806446075439	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	13	50
20090	1	5	12	2016	960	5	2	22	3	18.0300006866455	3/4	4	30	1	1	1	4	2	1	3	2	1	3	4	1	2	1	3	6KM9P	2	1	2.5	2	7H30	90000	 	1	4	4	3	1	1	1	2	3	4	4	1	3	1	2	3	1	1	3	4	1	3	3	1	4	1	4	 	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	12	38.7096786499023	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	6	23.0769233703613
20091	1	 	 	2017	60	4	3	30	3	18.0300006866455	3/4	4	30	1	2	1	3	2	2	3	2	3	4	4	1	2	3	2	-99	3	3	28 km/h	2	8h sáng	40	 	1	4	3	1	1	2	2	1	4	2	4	3	3	2	2	3	2	3	3	2	3	2	3	3	4	3	4	 	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	 	0	0	1	11	35.4838714599609	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	10	38.461540222168
20092	1	13	12	2016	60	4	4	-99	3	18.0300006866455	3/4	4	-99	2	3	1	2	4	4	3	3	2	2	2	3	2	1	2	-99	2	4	-99	2	-99	-99	 	1	4	3	1	1	2	2	3	1	3	4	4	1	3	1	4	1	1	3	1	4	3	3	1	2	3	4	 	1	1	0	 	1	1	1	 	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	 	 	 	 	16	51.6129035949707	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	14	53.8461532592773
20094	1	5	3	2017	60	99	99	-99	3	8.02999973297119	-99	99	-99	3	99	1	99	2	1	3	1	2	1	3	1	4	2	3	-99	99	2	-99	5	-99	-99	 	1	4	3	1	4	2	4	3	1	1	2	1	3	4	4	2	1	3	1	2	2	3	3	2	4	1	4	 	1	 	 	 	1	0	 	 	1	 	1	 	0	0	1	1	0	1	0	0	0	1	0	 	0	0	 	 	 	 	 	8	25.8064517974854	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	16	61.538459777832
20095	1	14	12	2016	36	4	2	32	3	18.0300006866455	3/4	4	30	3	2	1	2	2	1	1	2	2	2	2	3	2	2	1	105	2	1	120	3	3	0.09	 	1	4	3	1	4	3	2	3	1	4	4	4	4	3	4	2	1	3	3	1	2	3	2	4	4	1	4	 	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	19	61.2903213500977	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	20	76.9230804443359
20096	1	4	12	2016	-99	3	1	-99	-99	-99	-99	1	-99	4	3	1	3	3	2	1	3	4	1	1	2	4	3	3	-99	1	99	-99	99	-99	-99	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	0	 	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	 	 	 	 	 	 	 	2	6.45161294937134	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20097	1	5	12	2016	-99	5	3	20	3	18.2099990844727	18/24	1	5	3	2	99	1	4	3	2	99	1	2	3	2	3	4	4	15	2	3	-99	2	-99	-99	 	1	3	1	99	3	1	4	2	2	1	4	3	2	3	2	3	99	1	4	1	2	4	2	3	1	3	4	 	 	0	0	0	1	0	0	0	1	0	 	0	1	0	0	 	1	0	0	0	0	0	0	1	0	0	1	0	 	 	 	6	19.3548393249512	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	7	26.9230766296387
20098	1	4	12	2016	60	5	2	-99	3	18.0300006866455	18/24	4	-99	4	99	1	2	4	1	3	2	1	3	2	3	3	3	2	-99	3	1	-99	4	-99	-99	 	1	4	3	1	4	1	2	4	1	3	2	4	3	2	2	2	4	3	3	3	2	1	2	3	4	1	4	 	1	0	1	 	1	1	1	 	0	 	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	 	 	 	 	13	41.9354820251465	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	17	65.3846130371094
20099	1	20	3	2017	60	4	1	-99	-99	-99	-99	1	-99	3	1	1	4	2	2	3	1	1	1	2	3	4	4	4	-99	99	1	-99	3	-99	-99	 	1	4	3	1	4	3	4	2	1	1	2	2	4	4	4	2	4	3	2	2	2	3	4	1	4	1	4	 	1	1	0	 	 	 	0	 	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	 	0	1	 	 	 	 	 	12	38.7096786499023	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	14	53.8461532592773
20100	1	4	12	2016	8.25	4	3	23	3	18.0300006866455	3/4	2	1.20000004768372	1	3	1	2	4	4	2	3	4	1	2	2	3	2	3	17	2	4	1200	99	26	900000	 	1	4	3	4	4	3	 	4	2	3	2	1	1	4	3	2	1	1	4	1	2	4	3	4	4	1	4	 	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	 	1	0	0	0	0	13	41.9354820251465	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	16	61.538459777832
20105	1	16	12	2016	55	5	1	22	3	18.0300006866455	3/4	4	1.20000004768372	4	1	1	2	4	1	1	2	1	1	2	3	2	4	1	28	2	1	25	5	4H30	25	 	1	4	3	1	4	3	2	2	1	2	2	4	1	3	4	2	1	3	1	1	2	3	2	3	4	1	4	 	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	16	51.6129035949707	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	22	84.6153869628906
20106	1	4	12	2016	18.25	4	2	23	9	18.0300006866455	3/4	4	300	2	3	1	2	2	2	2	1	1	4	2	3	3	2	3	15.2	2	4	4.2	1	25.7	3	 	1	4	3	4	4	3	4	1	1	1	2	3	1	1	4	2	1	4	1	1	2	2	1	4	1	2	4	 	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	14	45.1612892150879	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	14	53.8461532592773
20108	1	19	12	2016	60	4	2	32	3	18.0300006866455	3/4	4	30	3	1	1	2	2	1	3	3	1	2	2	3	2	2	1	28	2	4	120	3	11	40	 	1	4	3	1	4	3	2	4	1	1	2	3	4	3	2	1	2	3	4	3	2	1	2	3	4	3	2	 	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	27	87.0967712402344	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	15	57.6923065185547
20110	1	9	12	2016	9.60000038146973	1	2	-99	3	18.0300006866455	3/4	4	1.20000004768372	1	2	1	2	3	1	2	4	1	2	4	2	3	1	3	15	2	3	12000	5	6	2500	 	0	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	1	 	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	9	29.0322589874268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20112	1	5	12	2016	60	4	4	22	3	18.0300006866455	18/24	1	30	3	1	2	2	2	3	3	3	1	3	2	1	4	2	3	2	2	4	3750	2	6	2500	 	1	4	3	1	4	3	2	3	1	2	4	4	1	4	1	2	1	4	1	4	2	2	2	3	1	1	4	 	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	15	48.3870964050293	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	18	69.2307662963867
20113	1	8	12	2016	-99	5	4	21	3	18.0300006866455	232	3	-99	1	2	3	2	3	4	2	1	1	4	2	4	2	1	3	-99	4	2	-99	2	-99	-99	 	1	1	3	4	2	2	2	4	2	3	1	4	3	1	2	1	3	3	1	3	2	3	3	4	1	3	4	 	 	0	0	0	1	1	0	 	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	 	 	 	 	8	25.8064517974854	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	8	30.769229888916
20114	1	7	12	2016	60	3	2	104	3	18.0300006866455	3/4	4	5	1	2	1	2	2	1	2	2	1	2	2	3	3	2	4	18	1	1	4250	5	9	250000	 	1	4	3	1	2	1	3	3	1	3	2	2	1	2	1	2	1	4	4	2	2	1	4	4	3	1	4	 	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	12	38.7096786499023	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	14	53.8461532592773
20117	1	7	12	2016	-99	3	2	35	3	18.0300006866455	1/2	4	-99	3	2	1	3	2	1	2	2	3	3	2	4	3	2	2	-99	2	3	890	1	1000	5006001	 	1	4	3	1	2	3	2	3	2	4	4	3	1	1	4	4	1	4	1	1	2	3	1	3	1	1	4	 	 	0	1	0	1	1	1	 	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	 	0	0	0	9	29.0322589874268	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	14	53.8461532592773
20118	1	2	12	2016	60	5	2	-99	3	18.0300006866455	3/4	4	30	1	4	1	2	2	1	3	1	1	1	4	3	3	2	1	27	2	4	-99	3	-99	9000000	 	1	4	3	1	4	3	1	3	1	4	2	4	1	3	3	3	1	3	3	1	2	3	3	1	4	1	4	 	1	0	1	 	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	 	 	0	19	61.2903213500977	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	19	73.0769195556641
20119	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20122	1	8	3	2017	60	5	1	-99	3	18.0300006866455	1/4	4	6	4	1	1	2	4	1	2	2	3	2	2	3	1	2	3	7 km/h	2	1	221	3	4h	35 cm	 	1	4	1	4	2	3	2	99	1	2	2	4	4	1	4	2	1	1	1	1	2	1	1	2	4	1	4	 	1	0	0	 	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	13	41.9354820251465	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	14	53.8461532592773
20123	1	14	3	2017	-99	5	2	22	2.09999990463257	-99	-99	1	-99	1	4	3	2	3	1	1	4	2	3	3	1	4	4	3	-99	1	2	4	1	32	87500	 	1	3	3	4	1	1	4	1	2	4	3	4	3	4	4	1	1	2	1	1	4	3	1	4	4	1	4	 	 	0	1	0	0	 	0	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	0	0	0	2	6.45161294937134	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	8	30.769229888916
20125	1	2	12	2016	60	5	2	19	3	18.0300006866455	3/4	4	1.20000004768372	3	1	1	2	4	4	2	1	2	2	2	2	3	2	1	7	2	1	192	3	7	40	 	1	4	3	1	4	3	2	3	1	3	2	4	3	2	1	1	1	3	4	1	3	4	2	3	4	1	4	 	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	19	61.2903213500977	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	20	76.9230804443359
20129	1	20	12	2016	60	4	3	30	3	18.0300006866455	3/4	4	30	3	1	1	2	4	4	1	1	1	3	2	3	2	2	1	28	2	4	2625	3	10	40	 	1	4	3	1	4	3	2	3	1	3	2	4	1	4	3	4	1	1	4	1	2	3	3	3	4	1	4	 	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	25	80.6451644897461	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	21	80.7692337036133
20131	1	6	12	2016	60	5	99	-99	3	18.0300006866455	18/24	4	30	3	1	1	2	2	1	3	3	1	2	2	1	2	2	1	-99	2	2	-99	1	-99	-99	 	1	4	3	4	4	1	2	3	4	3	2	4	1	2	2	1	2	4	3	3	3	2	2	3	4	1	4	 	1	0	 	 	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	 	 	 	 	17	54.8387107849121	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	15	57.6923065185547
20133	1	20	12	2016	60	4	1	22	3	18.0300006866455	3/4	4	30	3	1	1	2	4	4	3	1	1	2	2	3	3	2	1	28	2	3	120	1	2	4	 	1	4	3	1	4	3	1	4	1	4	2	4	3	4	2	2	1	3	4	1	4	3	1	4	3	1	4	 	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	23	74.1935501098633	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	15	57.6923065185547
20135	1	13	12	2016	9.60000038146973	5	2	35	3	18.0300006866455	11/11	4	30	3	4	3	2	1	2	4	1	2	3	1	3	1	2	2	2	2	3	90	2	8	20	 	1	3	2	1	2	2	4	2	2	2	3	1	2	3	2	1	3	1	2	1	2	2	2	1	3	3	2	 	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	11	35.4838714599609	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	6	23.0769233703613
20136	1	13	12	2016	60	3	2	32	3	18.0300006866455	18/24	4	30	3	1	1	2	4	1	3	3	1	2	2	3	2	2	1	-99	2	4	4920	5	2	40	 	1	4	3	1	4	2	4	2	3	1	4	4	1	4	1	3	1	3	1	1	2	3	2	1	3	1	4	 	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	 	0	0	1	23	74.1935501098633	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	13	50
