PLACEID	WTSPIDR5	CONNTYPE	WATERTRT	TREATFRQ
8640	2	0	 	 
8640	3	1	1	4
8642	1	1	 	 
8642	2	0	 	 
8642	3	0	 	 
8644	1	0	 	 
8644	2	0	 	 
8644	3	1	1	4
8645	1	1	 	 
8645	2	0	 	 
8645	3	0	 	 
8646	1	1	 	 
8646	2	0	 	 
8646	3	0	 	 
8647	1	 	 	 
8647	2	 	 	 
8647	3	 	 	 
8648	1	1	 	 
8648	2	0	 	 
8648	3	0	 	 
8649	1	1	 	 
8649	2	0	 	 
8649	3	0	 	 
8650	1	1	 	 
8650	2	0	 	 
8650	3	0	 	 
8651	1	1	 	 
8651	2	0	 	 
8651	3	0	 	 
8652	1	1	 	 
8652	2	0	 	 
8652	3	0	 	 
8653	1	0	 	 
8653	2	1	1	2
8653	3	0	 	 
8654	1	1	 	 
8654	2	0	 	 
8654	3	0	 	 
8655	1	 	 	 
8655	2	 	 	 
8655	3	 	 	 
8656	1	1	 	 
8656	2	0	 	 
8656	3	0	 	 
8657	1	1	 	 
8657	2	0	 	 
8657	3	0	 	 
8658	1	1	 	 
8658	2	1	1	1
8658	3	0	 	 
8659	1	0	 	 
8659	2	1	1	1
8659	3	0	 	 
8660	1	1	 	 
8660	2	0	 	 
8660	3	0	 	 
8661	1	1	 	 
8661	2	0	 	 
8661	3	0	 	 
8662	1	1	 	 
8662	2	0	 	 
8662	3	0	 	 
8663	1	0	 	 
8663	2	0	 	 
8663	3	1	1	2
8664	1	0	 	 
8664	2	0	 	 
8664	3	1	1	6
8665	1	1	 	 
8665	2	0	 	 
8665	3	0	 	 
8666	1	1	 	 
8666	2	0	 	 
8666	3	0	 	 
8701	1	 	 	 
8701	2	 	 	 
8701	3	 	 	 
8702	1	1	 	 
8702	2	0	 	 
8702	3	0	 	 
8703	1	1	 	 
8703	2	0	 	 
8703	3	0	 	 
8705	1	1	 	 
8705	2	0	 	 
8705	3	0	 	 
8707	1	1	 	 
8707	2	0	 	 
8707	3	0	 	 
8708	1	1	 	 
8708	2	0	 	 
8708	3	0	 	 
8709	1	1	 	 
8709	2	0	 	 
8709	3	0	 	 
8710	1	1	 	 
8710	2	0	 	 
8710	3	0	 	 
8711	1	1	 	 
8711	2	0	 	 
8711	3	0	 	 
8712	1	 	 	 
8712	2	 	 	 
8712	3	 	 	 
8713	1	1	 	 
8713	2	0	 	 
8713	3	0	 	 
8714	1	1	 	 
8714	2	0	 	 
8714	3	0	 	 
8715	1	1	 	 
8715	2	0	 	 
8715	3	0	 	 
8716	1	1	 	 
8716	2	0	 	 
8716	3	0	 	 
8717	1	1	 	 
8717	2	0	 	 
8717	3	0	 	 
8718	1	1	 	 
8718	2	0	 	 
8718	3	0	 	 
8719	1	1	 	 
8719	2	0	 	 
8719	3	0	 	 
8720	1	0	 	 
8720	2	0	 	 
8720	3	1	1	3
8721	1	0	 	 
8721	2	1	1	3
8721	3	0	 	 
8722	1	 	 	 
8722	2	 	 	 
8722	3	 	 	 
8723	1	1	 	 
8723	2	0	 	 
8723	3	0	 	 
8725	1	0	 	 
8725	2	0	 	 
8725	3	1	1	6
8726	1	1	 	 
8726	2	0	 	 
8726	3	0	 	 
8727	1	 	 	 
8727	2	 	 	 
8727	3	 	 	 
8728	1	 	 	 
8728	2	 	 	 
8728	3	 	 	 
8729	1	1	 	 
8729	2	0	 	 
8729	3	0	 	 
8730	1	1	 	 
8730	2	0	 	 
8730	3	0	 	 
8731	1	1	 	 
8731	2	0	 	 
8731	3	0	 	 
8732	1	1	 	 
8732	2	0	 	 
8732	3	0	 	 
8733	1	1	 	 
8733	2	0	 	 
8733	3	0	 	 
8734	1	1	 	 
8734	2	0	 	 
8734	3	0	 	 
8735	1	1	 	 
8735	2	0	 	 
8735	3	0	 	 
8736	1	1	 	 
8736	2	0	 	 
8736	3	0	 	 
8737	1	1	 	 
8737	2	0	 	 
8737	3	0	 	 
8738	1	1	 	 
8738	2	0	 	 
8738	3	0	 	 
8739	1	1	 	 
8739	2	0	 	 
8739	3	0	 	 
8740	1	1	 	 
8740	2	0	 	 
8740	3	0	 	 
8741	1	1	 	 
8741	2	0	 	 
8741	3	0	 	 
8742	1	1	 	 
8742	2	0	 	 
8742	3	0	 	 
8743	1	 	 	 
8743	2	 	 	 
8743	3	 	 	 
8744	1	1	 	 
8744	2	0	 	 
8744	3	0	 	 
8745	1	1	 	 
8745	2	0	 	 
8745	3	0	 	 
8746	1	1	 	 
8746	2	0	 	 
8746	3	0	 	 
8747	1	1	 	 
8747	2	0	 	 
8747	3	0	 	 
8748	1	1	 	 
8748	2	0	 	 
8748	3	0	 	 
8749	1	1	 	 
8749	2	0	 	 
8749	3	0	 	 
8750	1	1	 	 
8750	2	0	 	 
8750	3	0	 	 
8751	1	0	 	 
8751	2	0	 	 
8751	3	1	0	 
8752	1	 	 	 
8752	2	 	 	 
8752	3	 	 	 
8753	1	1	 	 
8753	2	0	 	 
8753	3	0	 	 
8754	1	1	 	 
8754	2	0	 	 
8754	3	0	 	 
8755	1	1	 	 
8755	2	0	 	 
8755	3	0	 	 
8756	1	 	 	 
8756	2	 	 	 
8756	3	 	 	 
8757	1	1	 	 
8757	2	0	 	 
8757	3	0	 	 
8758	1	1	 	 
8758	2	0	 	 
8758	3	0	 	 
8759	1	1	 	 
8759	2	0	 	 
8759	3	0	 	 
8760	1	1	 	 
8760	2	0	 	 
8760	3	0	 	 
8761	1	 	 	 
8761	2	 	 	 
8761	3	 	 	 
8762	1	1	 	 
8762	2	0	 	 
8762	3	0	 	 
8763	1	1	 	 
8763	2	0	 	 
8763	3	0	 	 
8764	1	1	 	 
8764	2	0	 	 
8764	3	0	 	 
