PLACEID	GBGEIDR5	GBGEPLAC	GRBCLCT	CMNGARB
8066	2	0	 	 
8066	3	0	 	 
8066	4	0	 	 
8066	5	1	 	1
8066	6	0	 	 
8066	7	0	 	 
8066	8	1	 	2
8066	9	0	 	 
8070	1	1	4	1
8070	2	0	 	 
8070	3	0	 	 
8070	4	0	 	 
8070	5	0	 	 
8070	6	0	 	 
8070	7	1	 	3
8070	8	1	 	2
8070	9	0	 	 
8071	1	1	4	1
8071	2	0	 	 
8071	3	1	 	2
8071	4	0	 	 
8071	5	0	 	 
8071	6	0	 	 
8071	7	0	 	 
8071	8	0	 	 
8071	9	0	 	 
8079	1	1	1	1
8079	2	0	 	 
8079	3	0	 	 
8079	4	0	 	 
8079	5	0	 	 
8079	6	0	 	 
8079	7	0	 	 
8079	8	0	 	 
8079	9	0	 	 
8084	1	1	30	1
8084	2	1	 	2
8084	3	0	 	 
8084	4	0	 	 
8084	5	0	 	 
8084	6	0	 	 
8084	7	0	 	 
8084	8	0	 	 
8084	9	0	 	 
8085	1	1	12	1
8085	2	0	 	 
8085	3	0	 	 
8085	4	0	 	 
8085	5	0	 	 
8085	6	0	 	 
8085	7	0	 	 
8085	8	1	 	2
8085	9	0	 	 
8088	1	1	12	1
8088	2	1	 	2
8088	3	0	 	 
8088	4	0	 	 
8088	5	0	 	 
8088	6	0	 	 
8088	7	0	 	 
8088	8	0	 	 
8088	9	0	 	 
8090	1	1	30	1
8090	2	0	 	 
8090	3	0	 	 
8090	4	1	 	2
8090	5	0	 	 
8090	6	0	 	 
8090	7	0	 	 
8090	8	0	 	 
8090	9	0	 	 
8092	1	1	30	1
8092	2	0	 	 
8092	3	0	 	 
8092	4	0	 	 
8092	5	0	 	 
8092	6	0	 	 
8092	7	0	 	 
8092	8	0	 	 
8092	9	0	 	 
8094	1	1	7	1
8094	2	1	 	2
8094	3	0	 	 
8094	4	0	 	 
8094	5	0	 	 
8094	6	0	 	 
8094	7	0	 	 
8094	8	0	 	 
8094	9	0	 	 
8097	1	1	30	1
8097	2	0	 	 
8097	3	0	 	 
8097	4	0	 	 
8097	5	0	 	 
8097	6	0	 	 
8097	7	0	 	 
8097	8	1	 	2
8097	9	0	 	 
8098	1	1	60	1
8098	2	1	 	2
8098	3	0	 	 
8098	4	0	 	 
8098	5	0	 	 
8098	6	0	 	 
8098	7	0	 	 
8098	8	0	 	 
8098	9	0	 	 
8099	1	1	30	1
8099	2	1	 	2
8099	3	0	 	 
8099	4	0	 	 
8099	5	0	 	 
8099	6	0	 	 
8099	7	0	 	 
8099	8	0	 	 
8099	9	0	 	 
8101	1	1	60	1
8101	2	1	 	2
8101	3	0	 	 
8101	4	0	 	 
8101	5	0	 	 
8101	6	0	 	 
8101	7	0	 	 
8101	8	0	 	 
8101	9	0	 	 
8103	1	1	15	1
8103	2	1	 	2
8103	3	0	 	 
8103	4	0	 	 
8103	5	1	 	3
8103	6	0	 	 
8103	7	0	 	 
8103	8	0	 	 
8103	9	0	 	 
8107	1	1	4	1
8107	2	1	 	2
8107	3	0	 	 
8107	4	0	 	 
8107	5	0	 	 
8107	6	0	 	 
8107	7	0	 	 
8107	8	1	 	3
8107	9	0	 	 
8108	1	1	30	1
8108	2	1	 	2
8108	3	0	 	 
8108	4	0	 	 
8108	5	0	 	 
8108	6	0	 	 
8108	7	0	 	 
8108	8	0	 	 
8108	9	0	 	 
8110	1	1	30	1
8110	2	0	 	 
8110	3	0	 	 
8110	4	0	 	 
8110	5	0	 	 
8110	6	0	 	 
8110	7	0	 	 
8110	8	0	 	 
8110	9	0	 	 
8112	1	1	12	1
8112	2	0	 	 
8112	3	0	 	 
8112	4	0	 	 
8112	5	0	 	 
8112	6	0	 	 
8112	7	0	 	 
8112	8	0	 	 
8112	9	0	 	 
8113	1	1	30	1
8113	2	1	 	2
8113	3	0	 	 
8113	4	0	 	 
8113	5	0	 	 
8113	6	0	 	 
8113	7	0	 	 
8113	8	0	 	 
8113	9	0	 	 
8114	1	1	30	1
8114	2	0	 	 
8114	3	0	 	 
8114	4	0	 	 
8114	5	0	 	 
8114	6	0	 	 
8114	7	0	 	 
8114	8	0	 	 
8114	9	0	 	 
8115	1	1	12	1
8115	2	1	 	2
8115	3	0	 	 
8115	4	0	 	 
8115	5	0	 	 
8115	6	0	 	 
8115	7	0	 	 
8115	8	0	 	 
8115	9	0	 	 
8119	1	1	30	1
8119	2	1	 	2
8119	3	0	 	 
8119	4	0	 	 
8119	5	0	 	 
8119	6	0	 	 
8119	7	0	 	 
8119	8	0	 	 
8119	9	0	 	 
8123	1	1	90	1
8123	2	0	 	 
8123	3	0	 	 
8123	4	0	 	 
8123	5	0	 	 
8123	6	0	 	 
8123	7	0	 	 
8123	8	0	 	 
8123	9	0	 	 
8126	1	1	30	1
8126	2	0	 	 
8126	3	0	 	 
8126	4	0	 	 
8126	5	0	 	 
8126	6	0	 	 
8126	7	0	 	 
8126	8	0	 	 
8126	9	0	 	 
8127	1	1	2	1
8127	2	1	 	2
8127	3	1	 	3
8127	4	0	 	 
8127	5	0	 	 
8127	6	0	 	 
8127	7	0	 	 
8127	8	0	 	 
8127	9	0	 	 
8128	1	1	10	1
8128	2	0	 	 
8128	3	0	 	 
8128	4	0	 	 
8128	5	0	 	 
8128	6	0	 	 
8128	7	0	 	 
8128	8	0	 	 
8128	9	0	 	 
8129	1	1	30	1
8129	2	1	 	2
8129	3	0	 	 
8129	4	0	 	 
8129	5	0	 	 
8129	6	0	 	 
8129	7	0	 	 
8129	8	0	 	 
8129	9	0	 	 
8130	1	1	15	1
8130	2	1	 	2
8130	3	0	 	 
8130	4	0	 	 
8130	5	0	 	 
8130	6	0	 	 
8130	7	0	 	 
8130	8	1	 	3
8130	9	0	 	 
8132	1	1	8	1
8132	2	0	 	 
8132	3	0	 	 
8132	4	0	 	 
8132	5	0	 	 
8132	6	0	 	 
8132	7	0	 	 
8132	8	1	 	2
8132	9	0	 	 
8134	1	1	12	1
8134	2	0	 	 
8134	3	0	 	 
8134	4	0	 	 
8134	5	0	 	 
8134	6	0	 	 
8134	7	0	 	 
8134	8	0	 	 
8134	9	0	 	 
8135	1	0	 	 
8135	2	1	 	3
8135	3	0	 	 
8135	4	0	 	 
8135	5	0	 	 
8135	6	1	 	1
8135	7	0	 	 
8135	8	1	 	2
8135	9	0	 	 
8138	1	1	24	1
8138	2	0	 	 
8138	3	0	 	 
8138	4	0	 	 
8138	5	0	 	 
8138	6	0	 	 
8138	7	0	 	 
8138	8	0	 	 
8138	9	0	 	 
8140	1	1	12	1
8140	2	0	 	 
8140	3	0	 	 
8140	4	0	 	 
8140	5	0	 	 
8140	6	0	 	 
8140	7	0	 	 
8140	8	0	 	 
8140	9	0	 	 
8141	1	1	30	1
8141	2	1	 	2
8141	3	0	 	 
8141	4	0	 	 
8141	5	0	 	 
8141	6	0	 	 
8141	7	0	 	 
8141	8	1	 	3
8141	9	0	 	 
8142	1	0	 	 
8142	2	0	 	 
8142	3	0	 	 
8142	4	0	 	 
8142	5	0	 	 
8142	6	1	 	1
8142	7	1	 	3
8142	8	1	 	2
8142	9	0	 	 
8143	1	0	 	 
8143	2	0	 	 
8143	3	0	 	 
8143	4	1	 	2
8143	5	0	 	 
8143	6	0	 	 
8143	7	0	 	 
8143	8	0	 	 
8143	9	1	 	1
8145	1	1	15	1
8145	2	0	 	 
8145	3	0	 	 
8145	4	0	 	 
8145	5	0	 	 
8145	6	0	 	 
8145	7	0	 	 
8145	8	0	 	 
8145	9	1	 	2
8146	1	1	30	1
8146	2	0	 	 
8146	3	1	 	2
8146	4	0	 	 
8146	5	0	 	 
8146	6	0	 	 
8146	7	0	 	 
8146	8	0	 	 
8146	9	1	 	3
8147	1	1	8	1
8147	2	0	 	 
8147	3	0	 	 
8147	4	0	 	 
8147	5	0	 	 
8147	6	0	 	 
8147	7	0	 	 
8147	8	1	 	2
8147	9	0	 	 
8148	1	1	15	1
8148	2	0	 	 
8148	3	1	 	2
8148	4	0	 	 
8148	5	0	 	 
8148	6	0	 	 
8148	7	0	 	 
8148	8	1	 	3
8148	9	0	 	 
8151	1	1	30	1
8151	2	1	 	2
8151	3	0	 	 
8151	4	0	 	 
8151	5	0	 	 
8151	6	1	 	3
8151	7	0	 	 
8151	8	0	 	 
8151	9	0	 	 
8152	1	0	 	 
8152	2	0	 	 
8152	3	0	 	 
8152	4	0	 	 
8152	5	0	 	 
8152	6	0	 	 
8152	7	0	 	 
8152	8	1	 	1
8152	9	0	 	 
8160	1	0	 	 
8160	2	1	 	3
8160	3	0	 	 
8160	4	0	 	 
8160	5	0	 	 
8160	6	0	 	 
8160	7	1	 	2
8160	8	1	 	1
8160	9	0	 	 
8162	1	1	4	1
8162	2	0	 	 
8162	3	0	 	 
8162	4	0	 	 
8162	5	0	 	 
8162	6	0	 	 
8162	7	1	 	3
8162	8	1	 	2
8162	9	0	 	 
8166	1	1	12	1
8166	2	0	 	 
8166	3	1	 	2
8166	4	0	 	 
8166	5	0	 	 
8166	6	0	 	 
8166	7	0	 	 
8166	8	1	 	3
8166	9	0	 	 
8169	1	0	 	 
8169	2	0	 	 
8169	3	0	 	 
8169	4	0	 	 
8169	5	0	 	 
8169	6	1	 	2
8169	7	1	 	3
8169	8	1	 	1
8169	9	0	 	 
8170	1	0	 	 
8170	2	0	 	 
8170	3	0	 	 
8170	4	0	 	 
8170	5	0	 	 
8170	6	1	 	2
8170	7	0	 	 
8170	8	1	 	1
8170	9	0	 	 
8172	1	0	 	 
8172	2	0	 	 
8172	3	0	 	 
8172	4	0	 	 
8172	5	0	 	 
8172	6	1	 	2
8172	7	1	 	1
8172	8	1	 	3
8172	9	0	 	 
8177	1	0	 	 
8177	2	0	 	 
8177	3	0	 	 
8177	4	0	 	 
8177	5	0	 	 
8177	6	0	 	 
8177	7	0	 	 
8177	8	1	 	2
8177	9	1	 	1
8180	1	1	8	1
8180	2	1	 	2
8180	3	0	 	 
8180	4	0	 	 
8180	5	0	 	 
8180	6	0	 	 
8180	7	0	 	 
8180	8	1	 	3
8180	9	0	 	 
8181	1	1	10	1
8181	2	1	 	2
8181	3	0	 	 
8181	4	0	 	 
8181	5	0	 	 
8181	6	0	 	 
8181	7	0	 	 
8181	8	1	 	3
8181	9	0	 	 
8184	1	0	 	 
8184	2	1	 	1
8184	3	0	 	 
8184	4	0	 	 
8184	5	0	 	 
8184	6	1	 	3
8184	7	0	 	 
8184	8	1	 	2
8184	9	0	 	 
8185	1	1	12	1
8185	2	1	 	2
8185	3	1	 	3
8185	4	0	 	 
8185	5	0	 	 
8185	6	0	 	 
8185	7	0	 	 
8185	8	0	 	 
8185	9	0	 	 
8186	1	0	 	 
8186	2	0	 	 
8186	3	0	 	 
8186	4	0	 	 
8186	5	0	 	 
8186	6	0	 	 
8186	7	0	 	 
8186	8	1	 	1
8186	9	0	 	 
8187	1	1	30	1
8187	2	0	 	 
8187	3	0	 	 
8187	4	0	 	 
8187	5	0	 	 
8187	6	0	 	 
8187	7	0	 	 
8187	8	0	 	 
8187	9	0	 	 
8188	1	1	30	1
8188	2	1	 	2
8188	3	0	 	 
8188	4	0	 	 
8188	5	0	 	 
8188	6	0	 	 
8188	7	0	 	 
8188	8	0	 	 
8188	9	0	 	 
8189	1	1	30	1
8189	2	0	 	 
8189	3	1	 	2
8189	4	0	 	 
8189	5	1	 	0
8189	6	0	 	 
8189	7	0	 	 
8189	8	1	 	3
8189	9	0	 	 
8193	1	1	30	1
8193	2	0	 	 
8193	3	0	 	 
8193	4	0	 	 
8193	5	0	 	 
8193	6	0	 	 
8193	7	0	 	 
8193	8	0	 	 
8193	9	0	 	 
8195	1	1	30	1
8195	2	1	 	2
8195	3	0	 	 
8195	4	0	 	 
8195	5	0	 	 
8195	6	0	 	 
8195	7	0	 	 
8195	8	0	 	 
8195	9	0	 	 
8196	1	1	30	1
8196	2	1	 	2
8196	3	0	 	 
8196	4	0	 	 
8196	5	0	 	 
8196	6	0	 	 
8196	7	0	 	 
8196	8	1	 	3
8196	9	0	 	 
8197	1	1	20	1
8197	2	1	 	2
8197	3	0	 	 
8197	4	0	 	 
8197	5	0	 	 
8197	6	0	 	 
8197	7	0	 	 
8197	8	0	 	 
8197	9	0	 	 
8198	1	1	3	1
8198	2	0	 	 
8198	3	0	 	 
8198	4	0	 	 
8198	5	1	 	2
8198	6	0	 	 
8198	7	0	 	 
8198	8	1	 	0
8198	9	0	 	 
8199	1	1	8	1
8199	2	1	 	2
8199	3	0	 	 
8199	4	0	 	 
8199	5	0	 	 
8199	6	1	 	0
8199	7	0	 	 
8199	8	1	 	3
8199	9	0	 	 
8202	1	1	8	1
8202	2	0	 	 
8202	3	0	 	 
8202	4	0	 	 
8202	5	0	 	 
8202	6	0	 	 
8202	7	0	 	 
8202	8	0	 	 
8202	9	0	 	 
8203	1	1	12	1
8203	2	0	 	 
8203	3	0	 	 
8203	4	0	 	 
8203	5	0	 	 
8203	6	0	 	 
8203	7	0	 	 
8203	8	1	 	2
8203	9	0	 	 
8204	1	1	4	1
8204	2	0	 	 
8204	3	0	 	 
8204	4	0	 	 
8204	5	0	 	 
8204	6	0	 	 
8204	7	0	 	 
8204	8	0	 	 
8204	9	0	 	 
8205	1	1	4	1
8205	2	0	 	 
8205	3	0	 	 
8205	4	0	 	 
8205	5	0	 	 
8205	6	1	 	3
8205	7	1	 	2
8205	8	0	 	 
8205	9	0	 	 
8207	1	1	4	1
8207	2	0	 	 
8207	3	1	 	2
8207	4	0	 	 
8207	5	0	 	 
8207	6	0	 	 
8207	7	1	 	3
8207	8	0	 	 
8207	9	0	 	 
8209	1	1	4	2
8209	2	0	 	 
8209	3	1	 	1
8209	4	0	 	 
8209	5	0	 	 
8209	6	0	 	 
8209	7	0	 	 
8209	8	0	 	 
8209	9	0	 	 
8212	1	1	8	0
8212	2	1	 	3
8212	3	1	 	2
8212	4	0	 	 
8212	5	0	 	 
8212	6	0	 	 
8212	7	0	 	 
8212	8	1	 	1
8212	9	0	 	 
8215	1	1	4	1
8215	2	0	 	 
8215	3	0	 	 
8215	4	0	 	 
8215	5	0	 	 
8215	6	0	 	 
8215	7	0	 	 
8215	8	0	 	 
8215	9	0	 	 
8216	1	1	15	1
8216	2	0	 	 
8216	3	0	 	 
8216	4	0	 	 
8216	5	0	 	 
8216	6	0	 	 
8216	7	0	 	 
8216	8	0	 	 
8216	9	0	 	 
8219	1	1	7	1
8219	2	0	 	 
8219	3	0	 	 
8219	4	0	 	 
8219	5	0	 	 
8219	6	0	 	 
8219	7	0	 	 
8219	8	1	 	2
8219	9	0	 	 
8220	1	1	8	1
8220	2	0	 	 
8220	3	0	 	 
8220	4	0	 	 
8220	5	0	 	 
8220	6	0	 	 
8220	7	0	 	 
8220	8	1	 	2
8220	9	0	 	 
8223	1	1	4	1
8223	2	0	 	 
8223	3	0	 	 
8223	4	0	 	 
8223	5	0	 	 
8223	6	0	 	 
8223	7	0	 	 
8223	8	0	 	 
8223	9	0	 	 
8226	1	1	8	1
8226	2	0	 	 
8226	3	0	 	 
8226	4	0	 	 
8226	5	0	 	 
8226	6	0	 	 
8226	7	0	 	 
8226	8	0	 	 
8226	9	0	 	 
8227	1	1	12	1
8227	2	0	 	 
8227	3	0	 	 
8227	4	0	 	 
8227	5	0	 	 
8227	6	0	 	 
8227	7	0	 	 
8227	8	0	 	 
8227	9	0	 	 
8228	1	0	 	 
8228	2	1	 	3
8228	3	0	 	 
8228	4	0	 	 
8228	5	0	 	 
8228	6	0	 	 
8228	7	1	 	2
8228	8	1	 	1
8228	9	0	 	 
8236	1	0	 	 
8236	2	1	 	2
8236	3	0	 	 
8236	4	0	 	 
8236	5	0	 	 
8236	6	0	 	 
8236	7	0	 	 
8236	8	1	 	1
8236	9	0	 	 
8237	1	1	15	1
8237	2	0	 	 
8237	3	0	 	 
8237	4	0	 	 
8237	5	0	 	 
8237	6	0	 	 
8237	7	0	 	 
8237	8	0	 	 
8237	9	0	 	 
8244	1	1	30	1
8244	2	1	 	2
8244	3	0	 	 
8244	4	0	 	 
8244	5	0	 	 
8244	6	0	 	 
8244	7	0	 	 
8244	8	0	 	 
8244	9	0	 	 
8245	1	1	30	1
8245	2	0	 	 
8245	3	0	 	 
8245	4	0	 	 
8245	5	1	 	2
8245	6	0	 	 
8245	7	0	 	 
8245	8	0	 	 
8245	9	0	 	 
8248	1	1	12	1
8248	2	0	 	 
8248	3	1	 	2
8248	4	0	 	 
8248	5	0	 	 
8248	6	0	 	 
8248	7	0	 	 
8248	8	1	 	3
8248	9	0	 	 
8252	1	1	20	2
8252	2	1	 	3
8252	3	0	 	 
8252	4	0	 	 
8252	5	1	 	1
8252	6	0	 	 
8252	7	0	 	 
8252	8	0	 	 
8252	9	0	 	 
8254	1	1	30	0
8254	2	1	 	2
8254	3	0	 	 
8254	4	0	 	 
8254	5	0	 	 
8254	6	0	 	 
8254	7	0	 	 
8254	8	0	 	 
8254	9	0	 	 
8255	1	1	4	1
8255	2	1	 	2
8255	3	0	 	 
8255	4	0	 	 
8255	5	0	 	 
8255	6	0	 	 
8255	7	0	 	 
8255	8	1	 	3
8255	9	0	 	 
8257	1	1	8	1
8257	2	0	 	 
8257	3	1	 	2
8257	4	0	 	 
8257	5	0	 	 
8257	6	0	 	 
8257	7	0	 	 
8257	8	1	 	3
8257	9	0	 	 
8258	1	1	15	1
8258	2	1	 	2
8258	3	0	 	 
8258	4	0	 	 
8258	5	0	 	 
8258	6	0	 	 
8258	7	0	 	 
8258	8	0	 	 
8258	9	0	 	 
8259	1	1	15	1
8259	2	1	 	2
8259	3	0	 	 
8259	4	0	 	 
8259	5	0	 	 
8259	6	0	 	 
8259	7	0	 	 
8259	8	1	 	3
8259	9	0	 	 
8260	1	1	30	1
8260	2	0	 	 
8260	3	0	 	 
8260	4	0	 	 
8260	5	0	 	 
8260	6	0	 	 
8260	7	0	 	 
8260	8	0	 	 
8260	9	0	 	 
8262	1	1	8	1
8262	2	1	 	3
8262	3	1	 	0
8262	4	1	 	0
8262	5	0	 	 
8262	6	1	 	0
8262	7	0	 	 
8262	8	1	 	2
8262	9	0	 	 
8264	1	1	4	1
8264	2	1	 	2
8264	3	0	 	 
8264	4	0	 	 
8264	5	0	 	 
8264	6	0	 	 
8264	7	0	 	 
8264	8	1	 	3
8264	9	0	 	 
8267	1	1	30	1
8267	2	1	 	2
8267	3	0	 	 
8267	4	0	 	 
8267	5	0	 	 
8267	6	0	 	 
8267	7	0	 	 
8267	8	1	 	3
8267	9	0	 	 
8269	1	1	30	1
8269	2	1	 	2
8269	3	0	 	 
8269	4	0	 	 
8269	5	0	 	 
8269	6	0	 	 
8269	7	0	 	 
8269	8	0	 	 
8269	9	0	 	 
8273	1	1	30	1
8273	2	1	 	2
8273	3	0	 	 
8273	4	0	 	 
8273	5	0	 	 
8273	6	0	 	 
8273	7	0	 	 
8273	8	0	 	 
8273	9	0	 	 
8274	1	1	15	1
8274	2	1	 	3
8274	3	1	 	2
8274	4	0	 	 
8274	5	0	 	 
8274	6	0	 	 
8274	7	0	 	 
8274	8	0	 	 
8274	9	0	 	 
8277	1	1	12	1
8277	2	1	 	3
8277	3	1	 	2
8277	4	0	 	 
8277	5	0	 	 
8277	6	0	 	 
8277	7	0	 	 
8277	8	0	 	 
8277	9	0	 	 
8278	1	1	30	1
8278	2	0	 	 
8278	3	0	 	 
8278	4	0	 	 
8278	5	0	 	 
8278	6	0	 	 
8278	7	0	 	 
8278	8	1	 	2
8278	9	0	 	 
8279	1	1	12	1
8279	2	0	 	 
8279	3	0	 	 
8279	4	0	 	 
8279	5	0	 	 
8279	6	0	 	 
8279	7	0	 	 
8279	8	1	 	2
8279	9	0	 	 
8281	1	1	8	1
8281	2	0	 	 
8281	3	0	 	 
8281	4	0	 	 
8281	5	0	 	 
8281	6	0	 	 
8281	7	0	 	 
8281	8	0	 	 
8281	9	0	 	 
8285	1	1	12	1
8285	2	1	 	2
8285	3	0	 	 
8285	4	0	 	 
8285	5	0	 	 
8285	6	0	 	 
8285	7	0	 	 
8285	8	1	 	3
8285	9	0	 	 
8286	1	1	15	1
8286	2	0	 	 
8286	3	0	 	 
8286	4	0	 	 
8286	5	0	 	 
8286	6	0	 	 
8286	7	0	 	 
8286	8	0	 	 
8286	9	0	 	 
8287	1	1	24	0
8287	2	0	 	 
8287	3	0	 	 
8287	4	0	 	 
8287	5	0	 	 
8287	6	0	 	 
8287	7	0	 	 
8287	8	0	 	 
8287	9	0	 	 
8290	1	1	30	1
8290	2	0	 	 
8290	3	0	 	 
8290	4	0	 	 
8290	5	0	 	 
8290	6	0	 	 
8290	7	0	 	 
8290	8	0	 	 
8290	9	0	 	 
8293	1	1	30	1
8293	2	0	 	 
8293	3	0	 	 
8293	4	0	 	 
8293	5	0	 	 
8293	6	0	 	 
8293	7	0	 	 
8293	8	0	 	 
8293	9	0	 	 
8297	1	1	30	1
8297	2	0	 	 
8297	3	0	 	 
8297	4	0	 	 
8297	5	0	 	 
8297	6	0	 	 
8297	7	0	 	 
8297	8	0	 	 
8297	9	0	 	 
8302	1	1	30	1
8302	2	1	 	2
8302	3	0	 	 
8302	4	0	 	 
8302	5	0	 	 
8302	6	0	 	 
8302	7	0	 	 
8302	8	0	 	 
8302	9	0	 	 
8305	1	1	12	1
8305	2	1	 	2
8305	3	0	 	 
8305	4	0	 	 
8305	5	0	 	 
8305	6	0	 	 
8305	7	0	 	 
8305	8	1	 	3
8305	9	0	 	 
8306	1	1	15	1
8306	2	0	 	 
8306	3	0	 	 
8306	4	0	 	 
8306	5	0	 	 
8306	6	0	 	 
8306	7	0	 	 
8306	8	0	 	 
8306	9	0	 	 
8310	1	1	30	1
8310	2	1	 	2
8310	3	0	 	 
8310	4	0	 	 
8310	5	0	 	 
8310	6	0	 	 
8310	7	0	 	 
8310	8	0	 	 
8310	9	0	 	 
8311	1	1	30	1
8311	2	1	 	2
8311	3	0	 	 
8311	4	0	 	 
8311	5	0	 	 
8311	6	0	 	 
8311	7	0	 	 
8311	8	0	 	 
8311	9	0	 	 
8316	1	1	24	1
8316	2	0	 	 
8316	3	1	 	2
8316	4	0	 	 
8316	5	0	 	 
8316	6	0	 	 
8316	7	1	 	3
8316	8	0	 	 
8316	9	0	 	 
8317	1	1	8	2
8317	2	0	 	 
8317	3	1	 	1
8317	4	0	 	 
8317	5	0	 	 
8317	6	0	 	 
8317	7	0	 	 
8317	8	0	 	 
8317	9	0	 	 
8318	1	1	2	0
8318	2	1	 	2
8318	3	1	 	1
8318	4	0	 	 
8318	5	0	 	 
8318	6	1	 	0
8318	7	0	 	 
8318	8	1	 	3
8318	9	0	 	 
8319	1	1	4	3
8319	2	1	 	1
8319	3	0	 	 
8319	4	0	 	 
8319	5	1	 	0
8319	6	1	 	0
8319	7	1	 	0
8319	8	1	 	2
8319	9	0	 	 
8320	1	1	12	1
8320	2	0	 	 
8320	3	1	 	2
8320	4	0	 	 
8320	5	0	 	 
8320	6	0	 	 
8320	7	0	 	 
8320	8	0	 	 
8320	9	0	 	 
8321	1	1	30	1
8321	2	0	 	 
8321	3	0	 	 
8321	4	0	 	 
8321	5	0	 	 
8321	6	0	 	 
8321	7	0	 	 
8321	8	0	 	 
8321	9	0	 	 
8322	1	1	8	1
8322	2	1	 	2
8322	3	0	 	 
8322	4	0	 	 
8322	5	0	 	 
8322	6	0	 	 
8322	7	0	 	 
8322	8	0	 	 
8322	9	0	 	 
8323	1	1	12	1
8323	2	1	 	2
8323	3	0	 	 
8323	4	0	 	 
8323	5	0	 	 
8323	6	0	 	 
8323	7	0	 	 
8323	8	0	 	 
8323	9	0	 	 
8325	1	1	20	1
8325	2	1	 	2
8325	3	0	 	 
8325	4	0	 	 
8325	5	0	 	 
8325	6	0	 	 
8325	7	0	 	 
8325	8	1	 	3
8325	9	0	 	 
8327	1	1	12	1
8327	2	1	 	3
8327	3	0	 	 
8327	4	1	 	2
8327	5	0	 	 
8327	6	0	 	 
8327	7	0	 	 
8327	8	0	 	 
8327	9	0	 	 
8328	1	0	 	 
8328	2	0	 	 
8328	3	0	 	 
8328	4	0	 	 
8328	5	1	 	2
8328	6	1	 	3
8328	7	0	 	 
8328	8	1	 	1
8328	9	0	 	 
8332	1	1	12	1
8332	2	0	 	 
8332	3	1	 	0
8332	4	0	 	 
8332	5	0	 	 
8332	6	1	 	2
8332	7	0	 	 
8332	8	1	 	3
8332	9	0	 	 
8333	1	0	 	 
8333	2	0	 	 
8333	3	0	 	 
8333	4	0	 	 
8333	5	0	 	 
8333	6	1	 	2
8333	7	0	 	 
8333	8	1	 	1
8333	9	1	 	3
8334	1	0	 	 
8334	2	1	 	1
8334	3	0	 	 
8334	4	0	 	 
8334	5	0	 	 
8334	6	0	 	 
8334	7	1	 	2
8334	8	1	 	3
8334	9	0	 	 
8340	1	1	30	1
8340	2	0	 	 
8340	3	1	 	2
8340	4	0	 	 
8340	5	0	 	 
8340	6	0	 	 
8340	7	0	 	 
8340	8	0	 	 
8340	9	0	 	 
8345	1	0	 	 
8345	2	1	 	2
8345	3	0	 	 
8345	4	0	 	 
8345	5	0	 	 
8345	6	0	 	 
8345	7	1	 	1
8345	8	0	 	 
8345	9	0	 	 
8348	1	1	12	1
8348	2	0	 	 
8348	3	0	 	 
8348	4	0	 	 
8348	5	0	 	 
8348	6	0	 	 
8348	7	0	 	 
8348	8	0	 	 
8348	9	0	 	 
8349	1	0	 	 
8349	2	0	 	 
8349	3	0	 	 
8349	4	0	 	 
8349	5	0	 	 
8349	6	1	 	3
8349	7	1	 	2
8349	8	1	 	1
8349	9	0	 	 
8350	1	1	4	1
8350	2	1	 	3
8350	3	0	 	 
8350	4	0	 	 
8350	5	0	 	 
8350	6	0	 	 
8350	7	0	 	 
8350	8	1	 	2
8350	9	0	 	 
8353	1	1	30	1
8353	2	0	 	 
8353	3	0	 	 
8353	4	0	 	 
8353	5	0	 	 
8353	6	0	 	 
8353	7	0	 	 
8353	8	0	 	 
8353	9	0	 	 
8354	1	1	30	1
8354	2	0	 	 
8354	3	0	 	 
8354	4	0	 	 
8354	5	0	 	 
8354	6	0	 	 
8354	7	0	 	 
8354	8	0	 	 
8354	9	0	 	 
8357	1	1	8	1
8357	2	1	 	2
8357	3	0	 	 
8357	4	0	 	 
8357	5	0	 	 
8357	6	0	 	 
8357	7	0	 	 
8357	8	1	 	3
8357	9	0	 	 
8358	1	1	4	1
8358	2	1	 	2
8358	3	0	 	 
8358	4	0	 	 
8358	5	0	 	 
8358	6	0	 	 
8358	7	0	 	 
8358	8	0	 	 
8358	9	0	 	 
8361	1	1	15	1
8361	2	0	 	 
8361	3	0	 	 
8361	4	0	 	 
8361	5	0	 	 
8361	6	0	 	 
8361	7	0	 	 
8361	8	0	 	 
8361	9	0	 	 
8363	1	1	20	1
8363	2	0	 	 
8363	3	0	 	 
8363	4	0	 	 
8363	5	0	 	 
8363	6	0	 	 
8363	7	0	 	 
8363	8	0	 	 
8363	9	0	 	 
8364	1	1	12	1
8364	2	0	 	 
8364	3	0	 	 
8364	4	0	 	 
8364	5	0	 	 
8364	6	0	 	 
8364	7	0	 	 
8364	8	0	 	 
8364	9	0	 	 
8369	1	1	12	1
8369	2	1	 	2
8369	3	0	 	 
8369	4	0	 	 
8369	5	0	 	 
8369	6	0	 	 
8369	7	0	 	 
8369	8	0	 	 
8369	9	0	 	 
8370	1	1	30	1
8370	2	0	 	 
8370	3	0	 	 
8370	4	0	 	 
8370	5	0	 	 
8370	6	0	 	 
8370	7	0	 	 
8370	8	0	 	 
8370	9	0	 	 
8371	1	1	60	1
8371	2	0	 	 
8371	3	0	 	 
8371	4	0	 	 
8371	5	0	 	 
8371	6	0	 	 
8371	7	0	 	 
8371	8	0	 	 
8371	9	0	 	 
8372	1	1	4	1
