PLACEID	PLCCODE	PROVID	DEPARTID	CLUSTID	STRTDINT	POPSIZE	HOUSING	ILLOCCUP	OTHRES	AGRIC	LIVEST	FISHING	MINING	INDUST	HANDICR	RETAIL	OTHUSE	CITY	POPCITY	TIMECAP	TRANS1	TRANS2	TRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	MAINRTE	NTRLDIST	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	PRICCROP	MINCROP	MAXCROP
1231	PE12MC31	1	15	12	07707/2016	600	1	5	5	5	5	5	5	5	3	2	5	1	1200000	25	7	88	 	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1232	PE12MC32	1	15	12	07/07/2016	300	5	5	1	5	5	5	5	5	3	2	5	1	1600000	25	7	88	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1233	PE12MC33	1	15	12	07/07/ 2016	500	1	5	5	5	5	5	5	5	3	2	5	1	1100000	30	7	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1234	PE12MC34	1	15	12	09/07/2016	8000	1	5	5	5	5	5	5	5	3	2	5	1	1800000	2	7	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1235	PE12MC35	1	15	12	13/07/2016	3005	1	5	5	5	5	5	5	5	5	2	5	1	-77	10	7	10	88	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-88	 	 
1236	PE12MC36	1	15	12	13/07/2016	470	1	5	5	5	5	5	5	5	3	2	5	1	-77	40	7	88	 	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1237	PE12MC37	1	15	12	22/07/2016	50000	1	5	5	5	5	5	5	4	3	2	5	1	1600000	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-88	 	 
1301	PE13MC01	1	15	13	14/07/2016	3000	1	2	5	5	5	5	3	5	4	4	5	1	-77	30	7	6	88	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-88	 	 
1304	PE13MC04	1	15	13	14/07/2016	3660	1	5	5	5	5	5	5	5	5	2	5	1	-77	40	7	6	88	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1305	PE13MC05	1	15	13	13/07/16	1800	1	2	5	5	5	5	5	5	5	3	5	1	800000	15	7	5	88	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-88	 	 
1306	PE13MC06	1	15	13	18/07/2016	350	5	1	5	5	5	5	5	5	5	2	5	1	800000	30	6	88	 	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1308	PE13MC08	1	15	13	09/07/16	960	1	5	5	5	5	5	5	5	3	2	5	1	600000	20	5	7	88	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1309	PE13MC09	1	15	13	16/07/2016	700	1	5	5	5	5	5	5	5	5	2	5	1	-77	15	1	6	88	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1310	PE13MC10	1	15	13	16/07/2016	700	1	5	5	5	5	5	5	5	5	1	5	1	-77	15	1	6	88	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1401	PE14MC01	1	15	14	08/07/2016	2000	1	5	5	5	5	5	5	5	5	5	5	1	-77	18	7	88	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-88	 	 
1404	PE14MC04	1	15	14	13707/2016	-77	5	1	5	5	5	5	5	5	4	4	5	1	-77	10	5	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	-88	 	 
1405	PE14MC05	1	15	14	13/07/2016	7680	5	1	5	5	5	5	5	5	5	5	5	1	-77	15	7	88	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-88	 	 
1406	PE14MC06	1	15	14	27/06/2016	750	5	1	5	5	5	5	5	5	5	4	5	1	400000	10	5	88	 	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
1407	PE14MC07	1	15	14	11/07/2016	2400	1	5	5	5	5	5	5	5	5	5	5	1	400000	15	5	88	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
1408	PE14MC08	1	15	14	05/07/2016	800	5	1	5	5	5	5	5	5	4	4	5	1	-77	12	7	88	 	0	1	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	-88	 	 
1409	PE14MC09	1	15	14	27/06/2016	500	5	1	5	5	5	5	5	5	5	1	5	1	400	15	5	88	 	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-88	 	 
1410	PE14MC10	1	15	14	22/07/2016	1350	1	5	5	5	5	5	5	5	5	4	5	1	-77	20	6	1	88	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1411	PE14MC11	1	1	14	10/07/2016	16000	5	1	5	5	5	5	5	5	5	2	5	1	-77	15	7	88	 	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	-88	 	 
1412	PE14MC12	1	15	14	08/07/2016	400	5	1	5	5	5	5	5	5	4	4	5	1	-77	15	5	88	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
1413	PE14MC13	1	15	14	11/07/2016	400	1	5	5	5	5	5	5	5	4	4	5	1	-77	30	7	88	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	 	 
1414	PE14MC14	1	15	14	18/01/2017	1200	1	5	5	5	5	5	5	5	5	5	2	0	 	15	7	5	8	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
1504	PE15MC04	6	12	15	20/11/2016	600	4	5	5	1	3	5	5	5	5	2	5	0	 	45	6	88	 	0	1	1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	10	 	 
1505	PE15MC05	6	12	15	17/11/2016	1300	2	5	5	1	1	5	5	5	5	3	5	0	 	50	6	88	 	0	1	1	1	0	0	2	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	3	 	 
1507	PE15MC07	6	12	15	19/11/2016	110	5	2	5	1	5	5	5	5	5	5	5	1	-77	150	4	6	88	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	 	 
1508	PE15MC08	6	12	15	17/11/2016	400	2	5	5	1	5	5	5	5	5	3	5	1	-77	240	6	88	 	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
1509	PE15MC09	6	12	15	22/11/2016	400	5	2	5	1	5	5	5	5	5	3	5	1	61000	20	7	6	88	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	 
1510	PE15MC10	6	12	15	15/11/2016	1500	3	5	5	1	4	4	5	5	5	2	5	1	40000	20	6	88	 	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	10	 	 
1511	PE15MC11	6	12	15	09/01/2017	500	5	5	2	1	5	4	5	5	5	3	5	0	 	230	11	88	 	0	0	1	1	1	0	5	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	 	 
1601	PE16MC01	1	5	16	06/11/2016	180	1	5	5	2	3	5	5	5	5	5	5	1	2000	30	1	88	 	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	 	 
1603	PE16MC03	1	5	16	17/11/2016	60	5	5	1	2	3	5	5	5	5	5	5	1	800	30	7	88	 	1	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	 	 
1604	PE16MC04	1	5	16	16/11/2016	70	5	5	1	2	3	5	5	5	5	5	5	1	800	40	7	88	 	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-77	2	4
1702	PE17MC02	6	5	17	100	100	3	5	5	1	2	5	5	5	5	4	5	1	2000	30	1	88	 	0	0	0	1	1	0	4	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	 	 
1801	PE18MC01	2	3	18	29/10/2016	500	1	5	5	2	3	5	5	5	5	4	5	1	-77	60	6	88	 	1	1	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1.20000004768372	 	 
2002	PE20MC02	11	21	20	13/08/2016	3000	1	5	5	5	5	5	5	5	5	4	5	1	-88	-88	88	 	 	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2004	PE20MC04	11	21	20	18/08/2016	6000	1	5	5	5	5	5	5	5	4	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
2005	PE20MC05	11	21	20	16/08/2016	500	1	5	5	5	5	5	5	5	5	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2007	PE20MC07	11	21	20	19/08/2016	1000	1	5	5	5	5	5	5	4	4	5	5	1	1000	-88	88	 	 	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2008	PE20MC08	11	21	20	12/08/216	800	1	5	5	5	5	5	5	4	4	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2009	PE20MC09	11	21	20	15/08/2016	20000	1	5	5	5	5	5	5	4	3	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-88	 	 
2010	PE20MC10	11	21	20	15/08/2016	800	1	5	5	5	5	5	5	5	5	4	5	1	-77	-88	88	 	 	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2011	PE20MC11	11	21	20	21/08/2016	3200	1	5	5	5	5	5	5	5	3	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
2012	PE20MC12	11	21	20	15/08/2016	600	1	5	5	5	5	5	5	5	5	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2014	PE20MC14	11	21	20	12/08/2016	400	1	5	5	5	5	5	5	5	5	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2015	PE20MC15	11	21	20	16/0872016	8000	1	5	5	5	5	5	5	5	4	4	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2016	PE20MC16	11	21	20	19/08/2016      HORA: 10:50	700	1	5	5	5	5	5	5	5	5	2	5	1	100000	-88	88	 	 	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
2017	PE20MC17	11	21	20	18/08/2016	100000	1	5	5	5	5	5	5	5	3	2	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
2018	PE20MC18	11	21	20	19/08/2016	2500	1	5	5	5	5	5	5	4	3	2	5	1	100000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2019	PE20MC19	11	21	20	21	350	1	5	5	5	5	5	5	5	5	4	5	1	100000	-88	88	 	 	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-88	 	 
2020	PE20MC20	11	21	20	17/08/2016	1500	1	5	5	5	5	5	5	5	4	2	5	1	180000	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	-88	 	 
2021	PE20MC21	11	21	20	19/08/2016	1800	1	5	5	5	5	5	5	5	3	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
2022	PE20MC22	11	21	20	21/01/2017	1000	1	5	5	5	5	5	5	5	5	2	5	1	-77	30	7	88	 	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
2024	PE20MC24	11	21	20	21/01/2017	2000	1	4	5	5	5	5	5	5	5	4	5	0	 	20	5	88	 	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	 	 
2025	PE20MC25	11	21	20	22/01/2017	450	1	5	5	5	5	5	5	5	5	2	5	1	-77	5	5	6	7	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8007	PE80MC07	1	2	80	17/10/2016	180	1	5	5	5	5	5	5	5	5	2	5	0	 	20	7	88	 	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8008	PE80MC08	3	2	80	18/10/2016	750	5	5	5	1	2	3	5	5	3	3	5	1	2700	90	6	88	 	0	1	0	1	0	0	2	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	5	 	 
8012	PE80MC12	18	2	80	18/10/2016	1000	1	5	5	5	5	5	5	5	5	2	5	0	 	10	7	5	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	-88	 	 
8013	PE80MC13	20	2	80	02/10/2016	1300	2	5	5	1	5	5	5	5	5	3	5	1	10000	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	 	 
8014	PE80MC14	20	2	80	02/10/2016	300	2	5	5	2	5	5	5	5	5	3	5	1	10000	-88	88	 	 	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	4	 	 
8015	PE80MC15	20	2	80	15/10/2016	200	5	5	5	1	2	5	5	5	5	3	5	1	81000	7	7	88	 	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	 	 
8018	PE80MC18	2	3	80	28/10/2016	12000	1	5	5	2	4	5	5	5	5	4	5	1	25000	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	 	 
8020	PE80MC20	1	4	80	13/09/2016	4000	1	5	5	5	5	5	5	5	4	2	5	1	120000	-88	88	 	 	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-88	 	 
8024	PE80MC24	1	4	80	10/09/2016	7000	5	1	5	5	5	5	5	5	5	4	5	1	12000	10	8	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	15	 	 
