CHILDCODE	EDCHSTR4	EDAGR4	GRDER4	TYSCR4	REGNR4	ZONER4	NMSCR4
181047	11	18	0	 	 	 	 
181047	12	17	0	 	 	 	 
181047	13	16	8	4	1	103	395
181047	14	15	8	4	1	103	395
181048	10	19	0	 	 	 	 
181048	11	18	10	4	1	103	430
181048	12	17	9	4	1	103	430
181048	13	16	8	4	1	103	395
181048	14	15	7	4	1	103	395
181049	10	19	0	 	 	 	 
181049	11	18	0	 	 	 	 
181049	12	17	0	 	 	 	 
181049	13	16	7	4	1	103	400
181049	14	15	6	4	1	103	388
181050	10	19	0	 	 	 	 
181050	11	18	0	 	 	 	 
181050	12	17	0	 	 	 	 
181050	13	16	0	 	 	 	 
181050	14	15	0	 	 	 	 
191001	10	18	10	4	1	103	430
191001	11	18	9	4	1	103	430
191001	12	17	8	4	1	103	393
191001	13	16	7	4	1	103	393
191001	14	15	7	4	1	103	393
191002	10	19	8	4	1	103	392
191002	11	19	7	4	1	103	392
191002	12	18	6	4	1	103	392
191002	13	17	5	4	1	103	392
191002	14	16	5	4	1	103	392
191003	10	18	41	1	1	106	1190
191003	11	18	41	1	1	106	1190
191003	12	17	0	 	 	 	 
191003	13	16	10	4	1	106	1179
191003	14	15	9	4	1	106	1179
191004	10	19	0	 	 	 	 
191004	11	18	0	 	 	 	 
191004	12	17	10	4	1	103	430
191004	13	16	9	4	1	103	430
191004	14	15	8	4	1	103	403
191005	10	18	0	 	 	 	 
191005	11	18	8	4	1	103	392
191005	12	17	7	4	1	103	392
191005	13	16	0	 	 	 	 
191005	14	15	0	 	 	 	 
191006	10	18	41	1	1	106	1182
191006	11	18	12	4	1	103	430
191006	12	17	11	4	1	103	430
191006	13	16	10	4	1	103	430
191006	14	15	9	4	1	103	430
191007	10	19	14	4	1	102	1165
191007	11	19	10	4	1	103	430
191007	12	18	9	4	1	103	430
191007	13	17	8	4	1	103	393
191007	14	16	7	4	1	103	393
191008	10	19	0	 	 	 	 
191008	11	18	0	 	 	 	 
191008	12	17	8	4	1	103	392
191008	13	16	7	4	1	103	392
191008	14	15	6	4	1	103	392
191009	10	18	0	 	 	 	 
191009	11	18	0	 	 	 	 
191009	12	17	10	4	1	103	430
191009	13	16	9	4	1	103	430
191009	14	15	8	4	1	103	393
191010	10	18	9	4	1	103	430
191010	11	18	8	4	1	103	393
191010	12	17	7	4	1	103	393
191010	13	16	6	4	1	103	393
191010	14	15	5	4	1	103	393
191011	10	16	9	4	1	106	1169
191011	11	15	8	4	1	106	1186
191011	12	14	7	4	1	106	1186
191011	13	13	6	4	1	106	1186
191011	14	12	5	4	1	106	1186
191012	10	18	0	 	 	 	 
191012	11	18	10	4	1	103	430
191012	12	17	9	4	1	103	430
191012	13	16	8	4	1	103	393
191012	14	15	7	4	1	103	393
191013	10	18	0	 	 	 	 
191013	11	18	0	 	 	 	 
191013	12	17	0	 	 	 	 
191013	13	16	0	 	 	 	 
191013	14	15	7	4	1	103	392
191014	10	19	0	 	 	 	 
191014	11	18	0	 	 	 	 
191014	12	17	0	 	 	 	 
191014	13	16	8	4	1	103	393
191014	14	15	7	4	1	103	393
191015	10	19	0	 	 	 	 
191015	11	18	0	 	 	 	 
191015	12	17	0	 	 	 	 
191015	13	16	7	4	1	103	392
191015	14	15	6	4	1	103	392
191016	10	18	0	 	 	 	 
191016	11	18	0	 	 	 	 
191016	12	17	0	 	 	 	 
191016	13	16	0	 	 	 	 
191016	14	15	6	4	1	103	393
191017	10	18	0	 	 	 	 
191017	11	18	0	 	 	 	 
191017	12	17	10	4	1	103	430
191017	13	16	9	4	1	103	430
191017	14	15	8	4	1	103	393
191018	10	19	0	 	 	 	 
191018	11	18	0	 	 	 	 
191018	12	17	10	4	1	103	430
191018	13	16	9	4	1	103	430
191018	14	15	8	4	1	103	393
191019	10	19	0	 	 	 	 
191019	11	19	0	 	 	 	 
191019	12	18	10	4	1	103	430
191019	13	17	9	4	1	103	430
191019	14	16	8	4	1	103	393
191020	10	19	10	4	1	103	430
191020	11	18	9	4	1	103	430
191020	12	17	8	4	1	103	393
191020	13	16	8	4	1	103	393
191020	14	15	7	4	1	103	393
191021	10	18	12	4	1	106	1167
191021	11	18	11	4	1	106	1167
191021	12	17	10	4	1	106	1175
191021	13	16	9	4	1	106	1175
191021	14	15	8	4	1	106	1168
191022	10	19	13	1	1	106	1182
191022	11	18	10	4	1	103	430
191022	12	17	9	4	1	103	430
191022	13	16	8	4	1	103	393
191022	14	15	7	4	1	103	393
191023	10	18	12	4	1	104	1173
191023	11	17	11	4	1	104	1173
191023	12	16	10	4	1	104	1192
191023	13	15	9	4	1	104	1192
191023	14	14	8	4	1	104	378
191024	10	18	9	4	1	103	430
191024	11	18	8	4	1	103	392
191024	12	17	7	4	1	103	392
191024	13	16	6	4	1	103	392
191024	14	15	5	4	1	103	392
191025	10	19	9	4	1	103	393
191025	11	18	8	4	1	103	393
191025	12	17	0	 	 	 	 
191025	13	16	7	4	1	103	393
191025	14	15	6	4	1	103	393
191026	10	18	9	4	1	103	430
191026	11	18	8	4	1	103	393
191026	12	17	7	4	1	103	393
191026	13	16	6	4	1	103	393
191026	14	15	5	4	1	103	393
191027	10	18	0	 	 	 	 
191027	11	18	0	 	 	 	 
191027	12	17	8	4	1	103	1170
191027	13	16	7	4	1	103	1170
191027	14	15	6	4	1	103	14
191028	10	18	9	4	1	103	430
191028	11	18	8	4	1	103	392
191028	12	17	7	4	1	103	392
191028	13	16	6	4	1	103	392
191028	14	15	5	4	1	103	392
191029	10	18	0	 	 	 	 
191029	11	18	10	4	1	103	430
191029	12	17	9	4	1	103	430
191029	13	16	8	4	1	103	393
191029	14	15	7	4	1	103	393
191031	10	19	22	1	1	106	1188
191031	11	18	21	1	1	106	1188
191031	12	17	10	4	1	103	430
191031	13	16	9	4	1	103	430
191031	14	15	8	4	1	103	393
191032	10	18	10	4	1	103	430
191032	11	18	9	4	1	103	430
191032	12	17	8	4	1	103	393
191032	13	16	7	4	1	103	393
191032	14	15	6	4	1	103	393
191033	10	19	12	4	1	103	430
191033	11	18	11	4	1	103	430
191033	12	17	21	4	1	103	1194
191033	13	16	10	4	1	103	430
191033	14	15	9	4	1	103	430
191034	10	19	0	 	 	 	 
191034	11	18	0	 	 	 	 
191034	12	17	0	 	 	 	 
191034	13	16	0	 	 	 	 
191034	14	15	8	4	1	103	393
191035	10	19	0	 	 	 	 
191035	11	18	0	 	 	 	 
191035	12	17	9	4	1	103	430
191035	13	16	8	4	1	103	393
191035	14	15	7	4	1	103	393
191036	10	18	0	 	 	 	 
191036	11	18	0	 	 	 	 
191036	12	17	0	 	 	 	 
191036	13	16	7	4	1	103	393
191036	14	15	6	4	1	103	393
191037	10	19	12	4	1	103	430
191037	11	19	11	4	1	103	430
191037	12	18	10	4	1	103	430
191037	13	17	9	4	1	103	430
191037	14	16	8	4	1	103	393
191038	10	18	21	4	1	103	1188
191038	11	18	10	4	1	103	1174
191038	12	17	9	4	1	103	1174
191038	13	16	9	4	1	103	1174
191038	14	15	8	4	1	103	14
191039	10	18	0	 	 	 	 
191039	11	18	0	 	 	 	 
191039	12	17	0	 	 	 	 
191039	13	16	10	4	1	103	430
191039	14	15	9	4	1	103	430
191040	10	18	9	4	1	103	430
191040	11	18	8	4	1	103	393
191040	12	17	7	4	1	103	393
191040	13	16	6	4	1	103	393
191040	14	15	6	4	1	103	393
191041	10	19	0	 	 	 	 
191041	11	18	11	4	1	103	430
191041	12	17	10	4	1	103	430
191041	13	16	9	4	1	103	430
191041	14	15	8	4	1	103	393
191042	10	18	0	 	 	 	 
191042	11	18	0	 	 	 	 
191042	12	17	10	4	1	103	430
191042	13	16	9	4	1	103	430
191042	14	15	8	4	1	103	433
191043	10	18	0	 	 	 	 
191043	11	18	0	 	 	 	 
191043	12	17	10	4	1	103	430
191043	13	16	9	4	1	103	430
191043	14	15	8	4	1	103	393
191044	10	18	0	 	 	 	 
191044	11	18	10	4	1	103	430
191044	12	17	9	4	1	103	430
191044	13	16	8	4	1	103	393
191044	14	15	7	4	1	103	393
191045	10	19	33	4	1	106	1181
191045	11	18	32	4	1	106	1181
191045	12	17	12	4	1	103	430
191045	13	16	11	4	1	103	430
191045	14	15	10	4	1	103	430
191046	10	19	0	 	 	 	 
191046	11	18	0	 	 	 	 
191046	12	17	10	4	1	103	430
191046	13	16	9	4	1	103	430
191046	14	15	8	4	1	103	393
191048	10	18	12	4	1	103	430
191048	11	18	11	4	1	103	430
191048	12	17	10	4	1	103	430
191048	13	16	9	4	1	103	430
191048	14	15	8	4	1	103	393
191049	10	19	32	4	1	103	1164
191049	11	18	12	4	1	103	430
191049	12	17	11	4	1	103	430
191049	13	16	10	4	1	103	430
191049	14	15	9	4	1	103	430
191050	10	19	0	 	 	 	 
191050	11	18	0	 	 	 	 
191050	12	17	0	 	 	 	 
191050	13	16	10	4	1	103	430
191050	14	15	9	4	1	103	430
191051	10	18	10	4	1	103	430
191051	11	18	9	4	1	103	430
191051	12	17	8	4	1	103	393
191051	13	16	7	4	1	103	393
191051	14	15	6	4	1	103	393
201001	10	19	0	 	 	 	 
201001	11	18	0	 	 	 	 
201001	12	17	0	 	 	 	 
201001	13	16	10	4	1	103	437
201001	14	15	9	4	1	103	437
201002	10	19	0	 	 	 	 
201002	11	18	0	 	 	 	 
201002	12	17	0	 	 	 	 
201002	13	16	10	4	1	103	437
201002	14	15	9	4	1	103	437
201003	10	19	0	 	 	 	 
201003	11	18	10	4	1	103	413
201003	12	17	9	4	1	103	437
201003	13	16	8	4	1	103	375
201003	14	15	7	4	1	103	375
201004	10	17	10	4	1	103	413
201004	11	16	9	4	1	103	413
201004	12	15	8	4	1	103	375
201004	13	14	7	4	1	103	375
201004	14	13	6	4	1	103	375
201005	10	19	0	 	 	 	 
201005	11	18	0	 	 	 	 
201005	12	17	0	 	 	 	 
201005	13	16	10	4	1	103	437
201005	14	15	9	4	1	103	437
201006	10	19	32	4	7	704	1034
201006	11	18	12	4	1	103	437
201006	12	17	11	4	1	103	437
201006	13	16	10	4	1	103	437
201006	14	15	9	4	1	103	437
201007	10	19	0	 	 	 	 
201007	11	18	0	 	 	 	 
201007	12	17	10	4	1	103	437
201007	13	16	9	4	1	103	437
201007	14	15	8	4	1	103	375
201008	10	18	0	 	 	 	 
201008	11	17	10	4	1	103	437
201008	12	16	9	4	1	103	437
201008	13	15	8	4	1	103	375
201008	14	14	7	4	1	103	375
201009	10	19	26	4	1	103	1198
201009	11	18	22	4	1	103	1198
201009	12	17	21	4	1	103	1198
201009	13	16	10	4	1	103	1198
201009	14	15	9	4	1	103	437
201010	10	18	0	 	 	 	 
201010	11	17	0	 	 	 	 
201010	12	16	0	 	 	 	 
201010	13	15	9	4	1	103	437
201010	14	14	9	4	1	103	437
201011	10	19	32	4	1	106	1181
201011	11	18	12	4	1	103	437
201011	12	17	11	4	1	103	437
201011	13	16	10	4	1	103	437
201011	14	15	9	4	1	103	437
201012	10	19	0	 	 	 	 
201012	11	18	0	 	 	 	 
201012	12	17	0	 	 	 	 
201012	13	16	10	4	1	103	437
201012	14	15	9	4	1	103	437
201013	10	19	0	 	 	 	 
201013	11	18	12	4	1	103	437
201013	12	17	11	4	1	103	437
201013	13	16	10	4	1	103	437
201013	14	15	9	4	1	103	437
201014	10	18	0	 	 	 	 
201014	11	17	0	 	 	 	 
201014	12	16	0	 	 	 	 
201014	13	15	9	4	1	103	437
201014	14	14	8	4	1	103	375
201015	10	18	32	4	1	106	1181
201015	11	17	12	4	1	103	437
201015	12	16	11	4	1	103	437
201015	13	15	10	4	1	103	437
201015	14	14	9	4	1	103	437
201016	10	18	0	 	 	 	 
201016	11	17	12	4	1	103	1195
201016	12	16	11	4	1	103	1195
201016	13	15	10	4	1	103	437
201016	14	14	9	4	1	103	437
201017	10	18	13	4	1	103	588
201017	11	17	12	4	1	103	588
201017	12	16	11	4	1	103	588
201017	13	15	10	4	1	103	437
201017	14	14	9	4	1	103	437
201018	10	18	0	 	 	 	 
201018	11	17	0	 	 	 	 
201018	12	16	0	 	 	 	 
201018	13	15	9	4	1	103	437
201018	14	14	8	4	1	103	375
201019	10	18	0	 	 	 	 
201019	11	17	0	 	 	 	 
201019	12	16	0	 	 	 	 
201019	13	15	0	 	 	 	 
201019	14	14	0	 	 	 	 
201020	10	19	0	 	 	 	 
201020	11	18	0	 	 	 	 
201020	12	17	10	4	1	103	1187
201020	13	16	9	4	1	103	1187
201020	14	15	8	4	1	103	375
201021	10	18	0	 	 	 	 
201021	11	17	0	 	 	 	 
201021	12	16	0	 	 	 	 
201021	13	15	10	4	1	103	437
201021	14	14	9	4	1	103	437
201022	10	18	10	4	1	106	1189
201022	11	17	9	4	1	106	1189
201022	12	16	8	4	1	106	1183
201022	13	15	7	4	1	106	1183
201022	14	14	6	4	1	106	1183
201023	10	18	0	 	 	 	 
201023	11	17	11	4	1	103	437
201023	12	16	10	4	1	103	437
201023	13	15	9	4	1	103	437
201023	14	14	8	4	1	103	375
201024	10	18	0	 	 	 	 
201024	11	17	0	 	 	 	 
201024	12	16	9	4	1	103	437
201024	13	15	8	4	1	103	375
201024	14	14	7	4	1	103	375
201025	10	19	32	4	7	710	1007
201025	11	18	12	4	1	102	1176
201025	12	17	11	1	1	103	1193
201025	13	16	10	1	1	103	1193
201025	14	15	9	1	1	103	1193
201026	10	18	0	 	 	 	 
201026	11	17	0	 	 	 	 
201026	12	16	10	4	1	103	437
201026	13	15	9	4	1	103	437
201026	14	14	8	4	1	103	375
201027	10	18	12	4	1	103	1198
201027	11	17	11	4	1	103	1198
201027	12	16	10	4	1	103	437
201027	13	15	9	4	1	103	437
201027	14	14	8	4	1	103	375
201028	10	17	10	4	1	103	413
201028	11	16	9	4	1	103	413
201028	12	15	8	4	1	103	375
201028	13	14	7	4	1	103	375
201028	14	13	6	4	1	103	375
201029	10	20	0	 	 	 	 
201029	11	19	0	 	 	 	 
201029	12	18	0	 	 	 	 
201029	13	17	10	4	1	103	437
201029	14	16	9	4	1	103	437
201030	10	18	0	 	 	 	 
201030	11	17	0	 	 	 	 
201030	12	16	10	4	1	103	413
201030	13	15	9	4	1	103	413
201030	14	14	8	4	1	103	375
201031	10	18	9	4	1	103	1195
201031	11	17	10	4	1	103	413
201031	12	16	9	4	1	103	437
201031	13	15	8	4	1	103	375
201031	14	14	7	4	1	103	375
201032	10	19	8	4	1	103	375
201032	11	18	7	4	1	103	375
201032	12	17	7	4	1	103	375
201032	13	16	6	4	1	103	375
201032	14	15	5	4	1	103	375
201035	10	19	12	4	1	103	437
201035	11	18	11	4	1	103	437
201035	12	17	10	4	1	103	437
201035	13	16	9	4	1	103	437
201035	14	15	8	4	1	103	375
201036	10	18	11	4	1	103	437
201036	11	17	10	4	1	103	437
201036	12	16	9	4	1	103	437
201036	13	15	8	4	1	103	375
201036	14	14	7	4	1	103	375
201037	10	18	9	4	1	103	413
201037	11	17	8	4	1	103	375
201037	12	16	7	4	1	103	375
201037	13	15	6	4	1	103	375
201037	14	14	5	4	1	103	375
201038	10	18	0	 	 	 	 
201038	11	17	9	4	1	103	413
201038	12	16	8	4	1	103	375
201038	13	15	7	4	1	103	375
201038	14	14	6	4	1	103	375
201039	10	18	14	4	1	103	1195
201039	11	17	13	4	1	103	1195
201039	12	16	10	4	1	103	437
201039	13	15	10	4	1	103	437
201039	14	14	8	4	1	103	375
201040	10	18	12	4	1	106	1189
201040	11	17	11	4	1	106	1189
201040	12	16	10	4	1	106	1189
201040	13	15	9	4	1	106	1189
201040	14	14	8	4	1	103	375
201042	10	19	0	 	 	 	 
201042	11	18	0	 	 	 	 
201042	12	17	0	 	 	 	 
201042	13	16	4	4	1	103	375
201042	14	15	3	4	1	103	375
201043	10	18	12	4	1	103	437
201043	11	17	11	4	1	103	437
201043	12	16	10	4	1	103	437
201043	13	15	9	4	1	103	437
201043	14	14	8	4	1	103	375
201044	10	18	21	4	1	103	1196
201044	11	17	10	4	1	103	413
201044	12	16	9	4	1	103	437
201044	13	15	8	4	1	103	375
201044	14	14	7	4	1	103	413
201045	10	18	0	 	 	 	 
201045	11	17	0	 	 	 	 
201045	12	16	0	 	 	 	 
201045	13	15	0	 	 	 	 
201045	14	14	9	4	1	103	437
201046	10	19	0	 	 	 	 
201046	11	18	0	 	 	 	 
201046	12	17	0	 	 	 	 
201046	13	16	10	4	1	103	437
201046	14	15	9	4	1	103	437
201047	10	18	0	 	 	 	 
201047	11	17	0	 	 	 	 
201047	12	16	10	4	1	103	437
201047	13	15	9	4	1	103	437
201047	14	14	8	4	1	103	375
201049	10	18	10	4	1	103	413
201049	11	17	9	4	1	103	413
201049	12	16	9	4	1	103	437
201049	13	15	8	4	1	103	375
201049	14	14	7	4	1	103	375
201050	10	18	12	4	1	103	437
201050	11	17	11	4	1	103	437
201050	12	16	10	4	1	103	437
201050	13	15	9	4	1	103	437
201050	14	14	8	4	1	103	375
