CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PRFACTR4	MTHPRFR4
121013	3	88	 	 	 	 	 	 	 	 	 	 
121014	1	 	 	 	 	 	 	 	 	 	 	 
121014	2	 	 	 	 	 	 	 	 	 	 	 
121014	3	 	 	 	 	 	 	 	 	 	 	 
121015	1	10	6	10	15	7	1	10000	 	5	1	8
121015	2	88	 	 	 	 	 	 	 	 	 	 
121015	3	88	 	 	 	 	 	 	 	 	 	 
121020	1	1	6	1	15	8	0	 	 	 	0	3
121020	2	88	 	 	 	 	 	 	 	 	 	 
121020	3	88	 	 	 	 	 	 	 	 	 	 
121021	1	12	4	8	30	12	1	250	 	4	0	10
121021	2	88	 	 	 	 	 	 	 	 	 	 
121021	3	88	 	 	 	 	 	 	 	 	 	 
121022	1	 	 	 	 	 	 	 	 	 	 	 
121022	2	 	 	 	 	 	 	 	 	 	 	 
121022	3	 	 	 	 	 	 	 	 	 	 	 
121023	1	13	3	4	30	8	1	3500	 	4	0	7
121023	2	11	6	3	4	10	0	 	 	 	1	3
121023	3	88	 	 	 	 	 	 	 	 	 	 
121024	1	 	 	 	 	 	 	 	 	 	 	 
121024	2	 	 	 	 	 	 	 	 	 	 	 
121024	3	 	 	 	 	 	 	 	 	 	 	 
121026	1	1	2	6	12	4	0	 	 	 	1	6
121026	2	4	2	12	30	2	0	 	 	 	1	12
121026	3	88	 	 	 	 	 	 	 	 	 	 
121027	1	10	2	12	30	16	0	 	 	 	1	12
121027	2	19	2	12	30	2	0	 	 	 	1	12
121027	3	88	 	 	 	 	 	 	 	 	 	 
121028	1	1	2	12	26	8	0	 	 	 	1	12
121028	2	88	 	 	 	 	 	 	 	 	 	 
121028	3	88	 	 	 	 	 	 	 	 	 	 
121030	1	10	6	12	30	12	1	30	 	2	1	12
121030	2	88	 	 	 	 	 	 	 	 	 	 
121030	3	88	 	 	 	 	 	 	 	 	 	 
121031	1	10	2	12	26	12	3	4300	1200	5	0	0
121031	2	88	 	 	 	 	 	 	 	 	 	 
121031	3	88	 	 	 	 	 	 	 	 	 	 
121033	1	1	6	2	15	7	0	 	 	 	0	2
121033	2	88	 	 	 	 	 	 	 	 	 	 
121033	3	88	 	 	 	 	 	 	 	 	 	 
121034	1	10	6	12	30	10	1	24000	 	5	1	12
121034	2	88	 	 	 	 	 	 	 	 	 	 
121034	3	88	 	 	 	 	 	 	 	 	 	 
121037	1	10	2	12	26	8	0	 	 	 	1	12
121037	2	88	 	 	 	 	 	 	 	 	 	 
121037	3	88	 	 	 	 	 	 	 	 	 	 
121038	1	10	2	4	6	8	0	 	 	 	1	12
121038	2	88	 	 	 	 	 	 	 	 	 	 
121038	3	88	 	 	 	 	 	 	 	 	 	 
121040	1	 	 	 	 	 	 	 	 	 	 	 
121040	2	 	 	 	 	 	 	 	 	 	 	 
121040	3	 	 	 	 	 	 	 	 	 	 	 
121043	1	1	6	12	20	3	0	 	 	 	1	12
121043	2	4	6	12	20	2	0	 	 	 	1	12
121043	3	5	3	8	10	5	1	20	 	2	1	10
121047	1	13	1	7	30	14	1	700	 	4	1	7
121047	2	88	 	 	 	 	 	 	 	 	 	 
121047	3	88	 	 	 	 	 	 	 	 	 	 
121048	1	10	6	7	30	6	1	60	 	2	0	4
121048	2	1	6	4	20	4	0	 	 	 	1	5
121048	3	4	6	4	22	1	0	 	 	 	1	3
121053	1	10	6	9	26	8	1	100	 	2	0	6
121053	2	88	 	 	 	 	 	 	 	 	 	 
121053	3	88	 	 	 	 	 	 	 	 	 	 
121054	1	9	4	12	16	11	1	60	 	2	1	12
121054	2	88	 	 	 	 	 	 	 	 	 	 
121054	3	88	 	 	 	 	 	 	 	 	 	 
121056	1	 	 	 	 	 	 	 	 	 	 	 
121056	2	 	 	 	 	 	 	 	 	 	 	 
121056	3	 	 	 	 	 	 	 	 	 	 	 
131001	1	12	3	8	15	8	1	15	 	2	0	8
131001	2	20	2	5	14	2	0	 	 	 	1	12
131001	3	88	 	 	 	 	 	 	 	 	 	 
131002	1	12	3	12	24	8	1	200	 	3	1	12
131002	2	20	2	6	10	4	0	 	 	 	1	12
131002	3	88	 	 	 	 	 	 	 	 	 	 
131004	1	9	6	12	15	12	1	250	 	2	1	12
131004	2	12	3	8	12	5	1	150	 	2	0	0
131004	3	88	 	 	 	 	 	 	 	 	 	 
131005	1	7	2	5	10	2	0	 	 	 	1	3
131005	2	88	 	 	 	 	 	 	 	 	 	 
131005	3	88	 	 	 	 	 	 	 	 	 	 
131006	1	12	3	12	30	10	1	15	 	2	1	12
131006	2	88	 	 	 	 	 	 	 	 	 	 
131006	3	88	 	 	 	 	 	 	 	 	 	 
131007	1	7	2	12	30	3	0	 	 	 	1	12
131007	2	88	 	 	 	 	 	 	 	 	 	 
131007	3	88	 	 	 	 	 	 	 	 	 	 
131008	1	7	2	12	30	4	0	 	 	 	0	0
131008	2	88	 	 	 	 	 	 	 	 	 	 
131008	3	88	 	 	 	 	 	 	 	 	 	 
131009	1	20	2	12	30	2	0	 	 	 	1	12
131009	2	88	 	 	 	 	 	 	 	 	 	 
131009	3	88	 	 	 	 	 	 	 	 	 	 
131010	1	10	2	2	30	7	1	300	 	4	1	3
131010	2	20	2	12	30	2	0	 	 	 	1	12
131010	3	88	 	 	 	 	 	 	 	 	 	 
131011	1	10	2	9	20	4	0	 	 	 	1	12
131011	2	88	 	 	 	 	 	 	 	 	 	 
131011	3	88	 	 	 	 	 	 	 	 	 	 
131012	1	1	2	8	5	7	0	 	 	 	1	3
131012	2	88	 	 	 	 	 	 	 	 	 	 
131012	3	88	 	 	 	 	 	 	 	 	 	 
131013	1	7	2	12	30	3	0	 	 	 	1	6
131013	2	88	 	 	 	 	 	 	 	 	 	 
131013	3	88	 	 	 	 	 	 	 	 	 	 
131015	1	10	2	6	15	3	0	 	 	 	1	12
131015	2	88	 	 	 	 	 	 	 	 	 	 
131015	3	88	 	 	 	 	 	 	 	 	 	 
131016	1	10	2	6	18	4	0	 	 	 	1	12
131016	2	88	 	 	 	 	 	 	 	 	 	 
131016	3	88	 	 	 	 	 	 	 	 	 	 
131017	1	7	2	12	30	3	0	 	 	 	1	6
131017	2	88	 	 	 	 	 	 	 	 	 	 
131017	3	88	 	 	 	 	 	 	 	 	 	 
131018	1	10	3	9	15	5	1	30	 	2	1	12
131018	2	20	2	10	10	4	0	 	 	 	1	12
131018	3	88	 	 	 	 	 	 	 	 	 	 
131020	1	9	3	8	15	5	1	20	 	2	1	12
131020	2	7	2	12	20	4	0	 	 	 	1	12
131020	3	88	 	 	 	 	 	 	 	 	 	 
131021	1	12	3	7	24	14	1	50	 	2	1	12
131021	2	88	 	 	 	 	 	 	 	 	 	 
131021	3	88	 	 	 	 	 	 	 	 	 	 
131022	1	10	2	12	30	6	0	 	 	 	1	12
131022	2	88	 	 	 	 	 	 	 	 	 	 
131022	3	88	 	 	 	 	 	 	 	 	 	 
131023	1	10	3	12	28	2	1	600	 	4	1	0
131023	2	88	 	 	 	 	 	 	 	 	 	 
131023	3	88	 	 	 	 	 	 	 	 	 	 
131024	1	7	2	12	30	3	0	 	 	 	1	6
131024	2	88	 	 	 	 	 	 	 	 	 	 
131024	3	88	 	 	 	 	 	 	 	 	 	 
131025	1	10	3	4	6	7	1	60	 	2	1	0
131025	2	88	 	 	 	 	 	 	 	 	 	 
131025	3	88	 	 	 	 	 	 	 	 	 	 
131026	1	7	2	12	30	4	0	 	 	 	1	10
131026	2	88	 	 	 	 	 	 	 	 	 	 
131026	3	88	 	 	 	 	 	 	 	 	 	 
131027	1	10	2	12	8	8	0	 	 	 	1	12
131027	2	88	 	 	 	 	 	 	 	 	 	 
131027	3	88	 	 	 	 	 	 	 	 	 	 
131028	1	7	2	12	30	3	0	 	 	 	0	2
131028	2	88	 	 	 	 	 	 	 	 	 	 
131028	3	88	 	 	 	 	 	 	 	 	 	 
131029	1	4	2	12	6	4	0	 	 	 	1	12
131029	2	88	 	 	 	 	 	 	 	 	 	 
131029	3	88	 	 	 	 	 	 	 	 	 	 
131030	1	 	 	 	 	 	 	 	 	 	 	 
131030	2	 	 	 	 	 	 	 	 	 	 	 
131030	3	 	 	 	 	 	 	 	 	 	 	 
131031	1	20	2	8	15	3	0	 	 	 	1	9
131031	2	88	 	 	 	 	 	 	 	 	 	 
131031	3	88	 	 	 	 	 	 	 	 	 	 
131032	1	10	2	6	10	3	0	 	 	 	1	12
131032	2	88	 	 	 	 	 	 	 	 	 	 
131032	3	88	 	 	 	 	 	 	 	 	 	 
131033	1	10	3	6	15	8	1	70	 	2	1	12
131033	2	88	 	 	 	 	 	 	 	 	 	 
131033	3	88	 	 	 	 	 	 	 	 	 	 
131034	1	10	2	12	26	6	3	120	50	3	1	9
131034	2	88	 	 	 	 	 	 	 	 	 	 
131034	3	88	 	 	 	 	 	 	 	 	 	 
131035	1	20	2	8	6	3	0	 	 	 	1	12
131035	2	88	 	 	 	 	 	 	 	 	 	 
131035	3	88	 	 	 	 	 	 	 	 	 	 
131036	1	20	2	12	23	3	0	 	 	 	1	7
131036	2	88	 	 	 	 	 	 	 	 	 	 
131036	3	88	 	 	 	 	 	 	 	 	 	 
131037	1	 	 	 	 	 	 	 	 	 	 	 
131037	2	 	 	 	 	 	 	 	 	 	 	 
131037	3	 	 	 	 	 	 	 	 	 	 	 
131038	1	10	2	12	4	7	1	150	 	4	1	7
131038	2	7	2	12	20	3	0	 	 	 	1	7
131038	3	88	 	 	 	 	 	 	 	 	 	 
131039	1	7	2	12	30	2	0	 	 	 	1	8
131039	2	88	 	 	 	 	 	 	 	 	 	 
131039	3	88	 	 	 	 	 	 	 	 	 	 
131040	1	10	2	12	12	2	0	 	 	 	1	12
131040	2	88	 	 	 	 	 	 	 	 	 	 
131040	3	88	 	 	 	 	 	 	 	 	 	 
131041	1	7	2	12	24	3	0	 	 	 	1	4
131041	2	88	 	 	 	 	 	 	 	 	 	 
131041	3	88	 	 	 	 	 	 	 	 	 	 
131042	1	7	2	12	30	5	0	 	 	 	1	8
131042	2	88	 	 	 	 	 	 	 	 	 	 
131042	3	88	 	 	 	 	 	 	 	 	 	 
131043	1	12	3	2	30	11	1	30	 	2	0	0
131043	2	10	2	6	8	10	0	 	 	 	0	0
131043	3	88	 	 	 	 	 	 	 	 	 	 
131044	1	 	 	 	 	 	 	 	 	 	 	 
131044	2	 	 	 	 	 	 	 	 	 	 	 
131044	3	 	 	 	 	 	 	 	 	 	 	 
131045	1	20	2	12	30	4	0	 	 	 	1	7
131045	2	88	 	 	 	 	 	 	 	 	 	 
131045	3	88	 	 	 	 	 	 	 	 	 	 
131046	1	20	2	12	20	8	0	 	 	 	0	12
131046	2	88	 	 	 	 	 	 	 	 	 	 
131046	3	88	 	 	 	 	 	 	 	 	 	 
131047	1	12	3	10	26	15	1	70	 	2	1	12
131047	2	88	 	 	 	 	 	 	 	 	 	 
131047	3	88	 	 	 	 	 	 	 	 	 	 
131048	1	10	3	2	4	6	1	50	 	2	1	12
131048	2	88	 	 	 	 	 	 	 	 	 	 
131048	3	88	 	 	 	 	 	 	 	 	 	 
131049	1	13	1	2	9	8	1	35	 	3	0	2
131049	2	88	 	 	 	 	 	 	 	 	 	 
131049	3	88	 	 	 	 	 	 	 	 	 	 
131050	1	 	 	 	 	 	 	 	 	 	 	 
131050	2	 	 	 	 	 	 	 	 	 	 	 
131050	3	 	 	 	 	 	 	 	 	 	 	 
141001	1	12	1	4	24	12	1	200	 	4	0	12
141001	2	88	 	 	 	 	 	 	 	 	 	 
141001	3	88	 	 	 	 	 	 	 	 	 	 
141002	1	 	 	 	 	 	 	 	 	 	 	 
141002	2	 	 	 	 	 	 	 	 	 	 	 
141002	3	 	 	 	 	 	 	 	 	 	 	 
141004	1	9	2	12	8	5	0	 	 	 	1	11
141004	2	20	2	12	24	1	0	 	 	 	1	12
141004	3	88	 	 	 	 	 	 	 	 	 	 
141005	1	 	 	 	 	 	 	 	 	 	 	 
141005	2	 	 	 	 	 	 	 	 	 	 	 
141005	3	 	 	 	 	 	 	 	 	 	 	 
141006	1	4	6	12	30	3	1	3800	 	5	1	12
141006	2	88	 	 	 	 	 	 	 	 	 	 
141006	3	88	 	 	 	 	 	 	 	 	 	 
141007	1	11	2	3	24	7	0	 	 	 	0	1
141007	2	88	 	 	 	 	 	 	 	 	 	 
141007	3	88	 	 	 	 	 	 	 	 	 	 
141008	1	 	 	 	 	 	 	 	 	 	 	 
141008	2	 	 	 	 	 	 	 	 	 	 	 
141008	3	 	 	 	 	 	 	 	 	 	 	 
141009	1	19	2	12	20	4	0	 	 	 	1	12
141009	2	20	2	3	2	6	0	 	 	 	1	12
141009	3	88	 	 	 	 	 	 	 	 	 	 
141010	1	12	2	12	15	5	1	15	 	2	0	3
141010	2	88	 	 	 	 	 	 	 	 	 	 
141010	3	88	 	 	 	 	 	 	 	 	 	 
141011	1	 	 	 	 	 	 	 	 	 	 	 
141011	2	 	 	 	 	 	 	 	 	 	 	 
141011	3	 	 	 	 	 	 	 	 	 	 	 
141012	1	 	 	 	 	 	 	 	 	 	 	 
141012	2	 	 	 	 	 	 	 	 	 	 	 
141012	3	 	 	 	 	 	 	 	 	 	 	 
141013	1	 	 	 	 	 	 	 	 	 	 	 
141013	2	 	 	 	 	 	 	 	 	 	 	 
141013	3	 	 	 	 	 	 	 	 	 	 	 
141014	1	 	 	 	 	 	 	 	 	 	 	 
141014	2	 	 	 	 	 	 	 	 	 	 	 
141014	3	 	 	 	 	 	 	 	 	 	 	 
141015	1	12	5	3	16	5	3	250	450	4	1	10
141015	2	20	4	2	12	3	0	 	 	 	1	6
141015	3	88	 	 	 	 	 	 	 	 	 	 
141016	1	 	 	 	 	 	 	 	 	 	 	 
141016	2	 	 	 	 	 	 	 	 	 	 	 
141016	3	 	 	 	 	 	 	 	 	 	 	 
141017	1	 	 	 	 	 	 	 	 	 	 	 
141017	2	 	 	 	 	 	 	 	 	 	 	 
141017	3	 	 	 	 	 	 	 	 	 	 	 
141018	1	 	 	 	 	 	 	 	 	 	 	 
141018	2	 	 	 	 	 	 	 	 	 	 	 
141018	3	 	 	 	 	 	 	 	 	 	 	 
141019	1	 	 	 	 	 	 	 	 	 	 	 
141019	2	 	 	 	 	 	 	 	 	 	 	 
141019	3	 	 	 	 	 	 	 	 	 	 	 
141020	1	12	1	2	26	8	1	400	 	3	1	10
141020	2	88	 	 	 	 	 	 	 	 	 	 
141020	3	88	 	 	 	 	 	 	 	 	 	 
141021	1	 	 	 	 	 	 	 	 	 	 	 
141021	2	 	 	 	 	 	 	 	 	 	 	 
141021	3	 	 	 	 	 	 	 	 	 	 	 
141022	1	 	 	 	 	 	 	 	 	 	 	 
141022	2	 	 	 	 	 	 	 	 	 	 	 
141022	3	 	 	 	 	 	 	 	 	 	 	 
141023	1	 	 	 	 	 	 	 	 	 	 	 
141023	2	 	 	 	 	 	 	 	 	 	 	 
141023	3	 	 	 	 	 	 	 	 	 	 	 
141024	1	 	 	 	 	 	 	 	 	 	 	 
141024	2	 	 	 	 	 	 	 	 	 	 	 
141024	3	 	 	 	 	 	 	 	 	 	 	 
141025	1	 	 	 	 	 	 	 	 	 	 	 
141025	2	 	 	 	 	 	 	 	 	 	 	 
141025	3	 	 	 	 	 	 	 	 	 	 	 
141026	1	12	1	3	24	9	1	2000	 	4	0	10
141026	2	10	2	5	5	2	0	 	 	 	1	12
141026	3	88	 	 	 	 	 	 	 	 	 	 
141028	1	12	3	2	24	10	1	300	 	3	1	1
141028	2	9	2	3	26	10	1	500	 	3	0	0
141028	3	88	 	 	 	 	 	 	 	 	 	 
141029	1	12	2	2	4	3	0	 	 	 	1	12
141029	2	88	 	 	 	 	 	 	 	 	 	 
141029	3	88	 	 	 	 	 	 	 	 	 	 
141030	1	9	1	12	20	3	1	400	 	4	1	12
141030	2	10	2	12	10	6	0	 	 	 	1	12
141030	3	88	 	 	 	 	 	 	 	 	 	 
141031	1	12	1	1	7	13	1	420	 	3	0	0
141031	2	88	 	 	 	 	 	 	 	 	 	 
141031	3	88	 	 	 	 	 	 	 	 	 	 
141032	1	 	 	 	 	 	 	 	 	 	 	 
141032	2	 	 	 	 	 	 	 	 	 	 	 
141032	3	 	 	 	 	 	 	 	 	 	 	 
141033	1	9	2	12	26	5	0	 	 	 	1	10
141033	2	88	 	 	 	 	 	 	 	 	 	 
141033	3	88	 	 	 	 	 	 	 	 	 	 
141034	1	12	1	3	4	3	1	480	 	7	1	1
141034	2	88	 	 	 	 	 	 	 	 	 	 
141034	3	88	 	 	 	 	 	 	 	 	 	 
141035	1	 	 	 	 	 	 	 	 	 	 	 
141035	2	 	 	 	 	 	 	 	 	 	 	 
141035	3	 	 	 	 	 	 	 	 	 	 	 
141036	1	 	 	 	 	 	 	 	 	 	 	 
141036	2	 	 	 	 	 	 	 	 	 	 	 
141036	3	 	 	 	 	 	 	 	 	 	 	 
141037	1	 	 	 	 	 	 	 	 	 	 	 
141037	2	 	 	 	 	 	 	 	 	 	 	 
141037	3	 	 	 	 	 	 	 	 	 	 	 
141038	1	 	 	 	 	 	 	 	 	 	 	 
141038	2	 	 	 	 	 	 	 	 	 	 	 
141038	3	 	 	 	 	 	 	 	 	 	 	 
141039	1	20	6	8	10	2	1	70	 	2	0	77
141039	2	88	 	 	 	 	 	 	 	 	 	 
141039	3	88	 	 	 	 	 	 	 	 	 	 
141040	1	11	1	3	26	4	1	400	 	4	1	12
141040	2	88	 	 	 	 	 	 	 	 	 	 
141040	3	88	 	 	 	 	 	 	 	 	 	 
141041	1	20	2	12	30	3	0	 	 	 	1	12
141041	2	88	 	 	 	 	 	 	 	 	 	 
141041	3	88	 	 	 	 	 	 	 	 	 	 
141042	1	11	2	12	26	8	0	 	 	 	1	12
141042	2	88	 	 	 	 	 	 	 	 	 	 
141042	3	88	 	 	 	 	 	 	 	 	 	 
141044	1	20	2	12	16	3	0	 	 	 	1	12
141044	2	88	 	 	 	 	 	 	 	 	 	 
141044	3	88	 	 	 	 	 	 	 	 	 	 
141045	1	 	 	 	 	 	 	 	 	 	 	 
141045	2	 	 	 	 	 	 	 	 	 	 	 
141045	3	 	 	 	 	 	 	 	 	 	 	 
141046	1	20	7	12	6	3	1	600	 	5	1	12
141046	2	88	 	 	 	 	 	 	 	 	 	 
141046	3	88	 	 	 	 	 	 	 	 	 	 
141047	1	 	 	 	 	 	 	 	 	 	 	 
141047	2	 	 	 	 	 	 	 	 	 	 	 
141047	3	 	 	 	 	 	 	 	 	 	 	 
141048	1	9	1	4	2	5	1	3600	 	5	0	6
141048	2	88	 	 	 	 	 	 	 	 	 	 
141048	3	88	 	 	 	 	 	 	 	 	 	 
141049	1	20	7	12	27	2	0	 	 	 	1	12
141049	2	88	 	 	 	 	 	 	 	 	 	 
141049	3	88	 	 	 	 	 	 	 	 	 	 
151001	1	1	2	3	7	5	0	 	 	 	1	3
151001	2	10	7	12	29	12	1	2000	 	1	1	12
151001	3	88	 	 	 	 	 	 	 	 	 	 
151002	1	 	 	 	 	 	 	 	 	 	 	 
151002	2	 	 	 	 	 	 	 	 	 	 	 
151002	3	 	 	 	 	 	 	 	 	 	 	 
151004	1	1	2	10	11	3	0	 	 	 	1	10
151004	2	88	 	 	 	 	 	 	 	 	 	 
151004	3	88	 	 	 	 	 	 	 	 	 	 
151005	1	1	2	3	24	5	0	 	 	 	1	6
151005	2	11	3	1	3	4	0	 	 	 	0	1
151005	3	88	 	 	 	 	 	 	 	 	 	 
151008	1	1	2	12	15	3	0	 	 	 	1	12
151008	2	10	2	12	4	2	1	160	 	4	1	12
151008	3	88	 	 	 	 	 	 	 	 	 	 
151009	1	1	6	8	20	6	1	450	 	5	0	10
151009	2	10	6	8	26	11	0	 	 	 	0	12
151009	3	88	 	 	 	 	 	 	 	 	 	 
151010	1	1	2	2	20	6	0	 	 	 	0	0
151010	2	88	 	 	 	 	 	 	 	 	 	 
151010	3	88	 	 	 	 	 	 	 	 	 	 
151011	1	1	2	12	20	2	0	 	 	 	1	12
151011	2	88	 	 	 	 	 	 	 	 	 	 
151011	3	88	 	 	 	 	 	 	 	 	 	 
151012	1	1	2	12	20	8	0	 	 	 	1	12
151012	2	10	2	8	15	4	1	100	 	3	0	10
151012	3	88	 	 	 	 	 	 	 	 	 	 
151014	1	 	 	 	 	 	 	 	 	 	 	 
151014	2	 	 	 	 	 	 	 	 	 	 	 
151014	3	 	 	 	 	 	 	 	 	 	 	 
151015	1	1	2	5	3	4	2	 	200	5	0	3
151015	2	88	 	 	 	 	 	 	 	 	 	 
151015	3	88	 	 	 	 	 	 	 	 	 	 
151016	1	5	2	3	5	3	1	900	 	5	1	2
151016	2	88	 	 	 	 	 	 	 	 	 	 
151016	3	88	 	 	 	 	 	 	 	 	 	 
151018	1	20	6	3	18	4	1	450	 	7	0	7
151018	2	88	 	 	 	 	 	 	 	 	 	 
151018	3	88	 	 	 	 	 	 	 	 	 	 
151019	1	1	2	2	24	4	0	 	 	 	0	3
151019	2	88	 	 	 	 	 	 	 	 	 	 
151019	3	88	 	 	 	 	 	 	 	 	 	 
151020	1	1	2	4	24	6	0	 	 	 	1	6
151020	2	10	2	12	30	3	0	 	 	 	1	12
151020	3	88	 	 	 	 	 	 	 	 	 	 
151021	1	5	2	3	12	5	0	 	 	 	1	5
151021	2	10	6	3	8	3	0	 	 	 	1	8
151021	3	88	 	 	 	 	 	 	 	 	 	 
151023	1	1	2	12	15	6	1	2500	 	5	1	12
151023	2	10	2	5	10	4	2	 	3400	5	0	6
151023	3	10	6	10	15	4	0	 	 	 	1	6
151024	1	 	 	 	 	 	 	 	 	 	 	 
151024	2	 	 	 	 	 	 	 	 	 	 	 
151024	3	 	 	 	 	 	 	 	 	 	 	 
151025	1	1	2	4	20	6	0	 	 	 	1	5
151025	2	88	 	 	 	 	 	 	 	 	 	 
151025	3	88	 	 	 	 	 	 	 	 	 	 
151026	1	1	2	5	20	4	0	 	 	 	1	4
151026	2	11	3	1	2	5	1	500	 	4	0	1
151026	3	88	 	 	 	 	 	 	 	 	 	 
151027	1	 	 	 	 	 	 	 	 	 	 	 
151027	2	 	 	 	 	 	 	 	 	 	 	 
151027	3	 	 	 	 	 	 	 	 	 	 	 
151028	1	10	6	5	30	10	1	30	 	2	1	12
151028	2	88	 	 	 	 	 	 	 	 	 	 
151028	3	88	 	 	 	 	 	 	 	 	 	 
151029	1	 	 	 	 	 	 	 	 	 	 	 
151029	2	 	 	 	 	 	 	 	 	 	 	 
151029	3	 	 	 	 	 	 	 	 	 	 	 
151030	1	1	2	3	15	4	0	 	 	 	0	3
151030	2	88	 	 	 	 	 	 	 	 	 	 
151030	3	88	 	 	 	 	 	 	 	 	 	 
151031	1	1	2	9	24	5	0	 	 	 	0	10
151031	2	88	 	 	 	 	 	 	 	 	 	 
151031	3	88	 	 	 	 	 	 	 	 	 	 
151032	1	1	3	10	20	6	1	10000	 	5	0	12
151032	2	88	 	 	 	 	 	 	 	 	 	 
151032	3	88	 	 	 	 	 	 	 	 	 	 
151033	1	 	 	 	 	 	 	 	 	 	 	 
151033	2	 	 	 	 	 	 	 	 	 	 	 
151033	3	 	 	 	 	 	 	 	 	 	 	 
151034	1	 	 	 	 	 	 	 	 	 	 	 
151034	2	 	 	 	 	 	 	 	 	 	 	 
151034	3	 	 	 	 	 	 	 	 	 	 	 
151035	1	10	6	3	15	6	1	700	 	5	0	3
151035	2	88	 	 	 	 	 	 	 	 	 	 
151035	3	88	 	 	 	 	 	 	 	 	 	 
151039	1	 	 	 	 	 	 	 	 	 	 	 
151039	2	 	 	 	 	 	 	 	 	 	 	 
151039	3	 	 	 	 	 	 	 	 	 	 	 
151041	1	1	2	11	28	4	0	 	 	 	1	12
151041	2	88	 	 	 	 	 	 	 	 	 	 
151041	3	88	 	 	 	 	 	 	 	 	 	 
151042	1	10	6	12	10	5	1	1000	 	4	1	12
151042	2	1	2	4	20	5	0	 	 	 	1	6
151042	3	88	 	 	 	 	 	 	 	 	 	 
151043	1	1	2	2	1	3	0	 	 	 	0	4
151043	2	88	 	 	 	 	 	 	 	 	 	 
151043	3	88	 	 	 	 	 	 	 	 	 	 
151044	1	1	2	3	20	6	0	 	 	 	1	10
151044	2	88	 	 	 	 	 	 	 	 	 	 
151044	3	88	 	 	 	 	 	 	 	 	 	 
151045	1	1	2	4	20	5	0	 	 	 	1	4
151045	2	9	1	2	8	3	0	 	 	 	0	2
151045	3	88	 	 	 	 	 	 	 	 	 	 
151049	1	 	 	 	 	 	 	 	 	 	 	 
151049	2	 	 	 	 	 	 	 	 	 	 	 
151049	3	 	 	 	 	 	 	 	 	 	 	 
151051	1	 	 	 	 	 	 	 	 	 	 	 
151051	2	 	 	 	 	 	 	 	 	 	 	 
151051	3	 	 	 	 	 	 	 	 	 	 	 
151052	1	 	 	 	 	 	 	 	 	 	 	 
151052	2	 	 	 	 	 	 	 	 	 	 	 
151052	3	 	 	 	 	 	 	 	 	 	 	 
151053	1	 	 	 	 	 	 	 	 	 	 	 
151053	2	 	 	 	 	 	 	 	 	 	 	 
151053	3	 	 	 	 	 	 	 	 	 	 	 
151054	1	1	2	3	24	5	0	 	 	 	1	4
151054	2	88	 	 	 	 	 	 	 	 	 	 
151054	3	88	 	 	 	 	 	 	 	 	 	 
151056	1	1	2	6	15	5	0	 	 	 	0	5
151056	2	88	 	 	 	 	 	 	 	 	 	 
151056	3	88	 	 	 	 	 	 	 	 	 	 
151057	1	5	2	3	10	6	2	 	400	5	1	5
151057	2	88	 	 	 	 	 	 	 	 	 	 
151057	3	88	 	 	 	 	 	 	 	 	 	 
151059	1	1	2	4	12	5	1	680	 	5	0	6
151059	2	10	2	2	18	5	0	 	 	 	0	4
151059	3	10	2	4	18	6	0	 	 	 	0	12
151064	1	1	2	4	15	4	0	 	 	 	1	5
151064	2	88	 	 	 	 	 	 	 	 	 	 
151064	3	88	 	 	 	 	 	 	 	 	 	 
151066	1	10	6	6	26	8	1	600	 	4	1	12
151066	2	88	 	 	 	 	 	 	 	 	 	 
151066	3	88	 	 	 	 	 	 	 	 	 	 
151067	1	1	2	12	15	3	0	 	 	 	1	12
151067	2	88	 	 	 	 	 	 	 	 	 	 
151067	3	88	 	 	 	 	 	 	 	 	 	 
151068	1	1	2	3	15	4	2	 	3000	5	0	4
151068	2	10	2	7	20	8	0	 	 	 	0	12
151068	3	88	 	 	 	 	 	 	 	 	 	 
151069	1	1	2	6	5	5	0	 	 	 	1	7
151069	2	88	 	 	 	 	 	 	 	 	 	 
151069	3	88	 	 	 	 	 	 	 	 	 	 
151070	1	1	2	4	20	5	0	 	 	 	1	5
151070	2	10	6	12	8	5	1	90	 	4	1	12
151070	3	88	 	 	 	 	 	 	 	 	 	 
161002	1	2	2	2	3	4	0	 	 	 	1	6
161002	2	88	 	 	 	 	 	 	 	 	 	 
161002	3	88	 	 	 	 	 	 	 	 	 	 
161003	1	19	3	12	28	9	1	300	 	4	1	12
161003	2	10	3	12	29	8	1	300	 	4	1	12
161003	3	88	 	 	 	 	 	 	 	 	 	 
161005	1	1	2	6	20	6	0	 	 	 	0	0
161005	2	12	6	6	30	14	1	9000	 	5	1	12
161005	3	88	 	 	 	 	 	 	 	 	 	 
161006	1	1	2	5	10	8	0	 	 	 	1	6
161006	2	5	6	2	15	6	1	360	 	5	0	4
161006	3	4	2	12	30	2	0	 	 	 	1	12
161007	1	4	2	12	30	3	0	 	 	 	1	12
161007	2	11	2	12	30	2	0	 	 	 	1	12
161007	3	88	 	 	 	 	 	 	 	 	 	 
161008	1	1	2	3	6	8	0	 	 	 	1	2
161008	2	5	3	1	20	5	1	30	 	2	1	1
