PLACEID	RSID	AGERES	SEXRES	CAPAC
820	18	49	1	8
820	19	45	2	8
820	20	65	1	8
821	1	46	1	8
821	2	50	1	8
821	3	36	1	8
821	4	48	1	8
821	5	46	1	8
821	6	38	2	8
821	7	34	1	8
821	8	36	1	8
821	9	43	1	7
821	10	26	1	7
821	11	60	1	8
821	12	35	2	8
821	13	30	2	8
821	14	38	1	8
821	15	30	1	8
821	16	45	2	8
821	17	60	1	8
821	18	48	1	8
821	19	45	1	8
821	20	38	1	8
822	1	25	2	1
822	2	32	2	11
822	3	28	1	11
822	4	28	1	8
822	5	52	1	8
822	6	58	1	8
822	7	48	1	8
822	8	48	1	8
822	9	60	1	7
822	10	45	1	7
822	11	30	1	8
822	12	38	1	8
822	13	80	2	8
822	14	45	2	8
822	15	40	1	8
822	16	60	1	8
822	17	25	1	8
822	18	45	1	8
822	19	39	2	8
822	20	38	2	8
823	1	59	1	1
823	2	68	1	8
823	3	54	1	8
823	4	38	1	7
823	5	30	1	7
823	6	39	1	8
823	7	35	1	8
823	8	50	1	8
823	9	23	1	8
823	10	38	1	8
823	11	30	1	8
823	12	62	1	8
823	13	30	1	8
823	14	48	2	8
823	15	42	1	8
823	16	42	2	8
823	17	26	2	8
824	1	36	2	1
824	2	30	1	11
824	3	40	2	8
824	4	50	1	8
824	5	40	1	8
824	6	50	1	8
824	7	45	2	8
824	8	35	1	8
824	9	34	1	7
824	10	50	1	7
824	11	35	1	8
824	12	70	1	8
824	13	32	1	8
824	14	28	1	8
824	15	40	1	8
824	16	38	1	8
824	17	32	1	8
824	18	45	1	8
824	19	41	1	8
824	20	45	1	8
825	1	58	2	1
825	2	42	1	11
825	3	32	1	11
825	4	45	1	8
825	5	63	1	8
825	6	32	1	8
825	7	33	1	8
825	8	30	1	8
825	9	25	1	8
825	10	25	1	7
825	11	28	1	7
825	12	40	1	8
825	13	28	1	8
825	14	34	2	8
825	15	45	2	8
825	16	40	1	8
825	17	60	1	8
826	1	38	1	1
826	2	43	1	11
826	3	40	1	11
826	4	40	1	9
826	5	35	1	8
826	6	32	1	8
826	7	30	1	8
826	8	42	1	8
826	9	38	1	8
826	10	35	1	8
826	11	43	1	8
826	12	60	1	8
826	13	48	1	8
826	14	48	1	8
827	1	45	2	1
827	2	60	1	11
827	3	33	2	8
827	4	41	1	8
827	5	38	1	8
827	6	26	1	8
827	7	30	1	8
827	8	65	1	8
827	9	42	1	8
827	10	46	1	8
827	11	32	1	7
827	12	48	1	7
827	13	40	1	8
827	14	45	1	8
827	15	38	2	8
827	16	38	2	8
827	17	26	1	8
827	18	42	1	8
827	19	26	1	8
827	20	19	1	8
828	1	45	1	1
828	2	38	1	11
828	3	36	1	11
828	4	55	1	8
828	5	53	1	8
828	6	35	1	8
828	7	40	1	8
828	8	42	1	8
828	9	40	1	8
828	10	40	1	8
828	11	55	1	8
828	12	48	1	8
828	13	43	1	8
828	14	51	1	8
828	15	38	2	8
828	16	32	2	8
828	17	45	1	8
828	18	55	1	8
829	1	46	1	1
829	2	45	1	8
829	3	48	1	8
829	4	38	2	8
829	5	35	2	8
829	6	35	2	8
829	7	32	1	8
829	8	38	1	8
829	9	46	1	8
829	10	45	1	8
829	11	35	1	7
829	12	50	1	7
829	13	38	1	8
829	14	48	1	8
829	15	40	1	8
829	16	45	1	8
829	17	28	2	8
829	18	45	2	8
829	19	28	1	8
829	20	22	1	8
829	21	35	1	8
829	22	30	1	8
830	1	35	1	1
830	2	30	2	8
830	3	30	2	8
830	4	35	2	8
830	5	30	2	8
830	6	45	1	8
830	7	40	1	8
830	8	38	2	8
830	9	60	2	8
830	10	45	1	7
830	11	35	1	7
830	12	40	1	8
830	13	46	1	8
830	14	29	2	8
830	15	35	1	8
830	16	38	2	8
830	17	45	1	8
830	18	35	1	8
830	19	38	1	8
830	20	40	2	8
830	21	29	1	8
830	22	40	1	8
830	23	22	1	8
831	1	50	2	8
831	2	45	1	8
831	3	65	1	8
831	4	70	1	8
831	5	60	1	8
831	6	45	1	8
831	7	36	1	8
831	8	42	1	8
831	9	38	2	8
831	10	45	2	8
831	11	52	1	8
831	12	39	2	8
831	13	42	1	8
831	14	38	1	8
831	15	32	1	8
831	16	45	1	8
831	17	35	1	7
831	18	46	1	7
832	1	40	2	1
832	2	45	1	1
832	3	31	1	8
832	4	65	1	8
832	5	48	1	8
832	6	60	1	8
832	7	42	1	8
832	8	28	1	8
832	9	35	2	8
832	10	26	1	7
832	11	50	1	7
832	12	48	1	8
832	13	45	1	8
832	14	38	2	8
832	15	35	2	8
832	16	48	1	8
832	17	36	1	8
832	18	36	2	8
832	19	38	2	8
832	20	48	1	8
832	21	45	1	8
951	1	45	2	1
951	2	55	1	9
951	3	58	1	4
951	4	44	2	4
951	5	57	1	2
951	6	68	1	8
951	7	55	1	8
951	8	70	2	1
951	9	40	1	8
951	10	42	1	8
951	11	37	1	8
951	12	54	1	8
951	13	57	1	8
951	14	43	1	8
951	15	38	1	8
951	16	41	1	8
951	17	32	1	8
951	18	45	1	8
951	19	36	1	7
951	20	44	1	7
951	21	25	1	8
951	22	45	1	8
951	23	65	1	8
951	24	52	2	8
951	25	35	2	8
951	26	40	2	8
951	27	38	1	8
951	28	39	1	8
951	29	42	1	8
951	30	53	1	8
951	31	28	1	8
951	32	36	1	8
952	1	40	1	1
952	2	30	1	1
952	3	28	2	6
952	4	48	1	7
952	5	43	1	7
952	6	42	1	8
952	7	45	1	8
952	8	45	1	8
952	9	40	1	8
952	10	30	2	8
952	11	40	1	8
952	12	45	1	8
952	13	40	1	8
952	14	51	1	8
953	1	46	1	2
953	2	29	1	1
953	3	42	1	2
953	4	38	1	2
953	5	43	1	7
953	6	54	1	7
953	7	51	1	8
953	8	47	1	8
953	9	34	1	8
953	10	42	1	8
953	11	37	2	8
953	12	45	2	8
953	13	39	1	8
953	14	51	1	8
953	15	45	2	8
953	16	57	1	8
953	17	32	1	8
953	18	48	1	8
953	19	50	1	8
953	20	52	1	8
953	21	35	2	4
953	22	54	1	8
954	1	50	1	1
954	2	45	2	4
954	3	45	2	6
954	4	20	1	8
954	5	40	1	8
954	6	50	1	8
954	7	45	1	8
954	8	48	1	8
954	9	46	1	8
954	10	45	1	8
954	11	20	1	8
954	12	40	1	8
954	13	38	1	8
955	1	30	1	7
955	2	40	1	7
955	3	30	2	8
955	4	65	1	8
955	5	50	1	8
955	6	30	2	8
955	7	40	1	8
955	8	60	1	1
956	1	55	1	7
956	2	50	1	7
956	3	51	1	8
956	4	40	1	8
956	5	40	1	8
956	6	42	1	8
956	7	32	2	8
956	8	55	1	1
957	1	45	1	7
957	2	43	1	7
957	3	50	1	8
957	4	39	1	8
957	5	42	1	8
957	6	55	1	8
957	7	48	2	1
957	8	40	2	8
958	1	45	1	1
958	2	43	1	2
958	3	40	2	4
958	4	25	1	8
958	5	45	1	8
958	6	58	1	8
958	7	43	1	8
958	8	56	1	8
958	9	47	1	8
958	10	51	1	8
958	11	42	1	8
958	12	38	1	8
958	13	44	1	8
959	1	30	2	7
959	2	34	1	7
959	3	24	1	8
959	4	28	1	8
959	5	40	1	8
959	6	45	1	8
959	7	42	1	1
959	8	27	2	8
