PLACEID	LCPRIDR4	LOCLUNI	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
424	50	100 Gms	50	1	6	45	8	27	40
424	51	1 KG	120	8	27	120	8	28	105
424	52	1 KG	220	1	11	220	1	12	180
424	53	12 PIECES	35	1	29	35	1	30	30
424	54	1 PIECE	15	1	29	15	1	30	12
424	55	1 KG	80	1	29	80	1	30	75
424	56	200 ml	11	1	6	10	1	11	9
424	57	1 LITRE	570	1	23	550	1	24	490
424	58	1 KG	18	1	6	15	5	21	13
424	59	N/A	0	88	 	0	88	 	0
425	1	ONE	10	1	21	10	1	22	9
425	2	ONE PAIR	140	1	23	140	1	24	125
425	3	ONE SHIRT	170	1	13	165	1	14	150
425	4	ONE BLOUSE	80	1	13	75	1	14	70
425	5	ONE PANT	190	1	13	185	1	14	170
425	6	ONE SKIRT	140	1	13	135	1	14	125
425	7	ONE SACHET	17.5	9	11	17.5	9	12	16
425	8	ONE TABLET	1.5	9	11	1.39999997615814	9	12	1.14999997615814
425	9	ONE CAPSULE	4	9	11	4	9	12	3.59999990463257
425	10	ONE TABLET	12	9	11	12	9	12	9.5
425	11	ONE PACK OF 10	5	8	7	5	8	8	4.5
425	12	125 Gms	16	8	7	16	8	8	15
425	13	1 LITRE	40	8	7	40	8	8	33
425	14	1 KG	22	8	7	22	8	8	20
425	15	1 KG	26	8	7	26	8	8	24
425	16	1 KG	0	88	7	0	88	8	0
425	17	1 KG	31	8	7	31	8	8	29
425	18	1 KG	30	8	7	30	8	8	27
425	19	1 KG	72	8	7	72	8	8	69
425	20	1 KG	62	8	7	62	8	8	59
425	21	1 KG	75	8	7	75	8	8	72
425	22	1 KG	0	88	7	0	88	8	0
425	23	1 PIECE (100 Gms)	10	1	17	10	1	18	9
425	24	1 KG	32	8	7	31	8	8	28
425	25	1 LITRE	42	1	9	42	1	10	38
425	26	1 KG	0	88	7	0	88	8	0
425	27	1 KG	0	88	9	0	88	10	0
425	28	1 KG	0	88	9	0	88	10	0
425	29	1 LITRE	43	1	9	43	1	10	38
425	30	1 PIECE	4	8	7	4	8	8	3.75
425	31	1 KG	0	88	9	0	88	10	0
425	32	1 KG	0	88	27	0	88	28	0
425	33	1 KG	400	6	27	400	6	28	360
425	34	1 KG	130	6	27	130	6	28	110
425	35	1 KG	420	6	27	420	6	28	370
425	36	1 KG	100	6	25	90	6	26	60
425	37	1 KG	0	88	7	0	88	8	0
425	40	1 KG	15	5	15	15	5	16	13
425	41	1 KG	20	5	15	18	5	16	16
425	42	1 KG	60	5	15	60	5	16	56
425	43	1 KG	50	5	15	50	5	16	46
425	44	1 KG	210	8	7	210	8	8	200
425	45	1 KG	670	8	7	670	8	8	660
425	46	1 KG	40	8	7	40	8	8	38
425	47	1 LITRE	70	8	7	70	8	8	67
425	48	1 KG	10	8	7	10	8	8	9
425	49	1 KG	0	88	7	0	88	8	0
425	50	100 Gms	50	8	7	48	8	8	43
425	51	1 KG	115	8	7	110	8	8	95
425	52	1 KG	200	1	17	170	1	18	150
425	53	12 PIECES	30	1	19	30	1	20	25
425	54	0NE PIECE	15	1	19	15	1	20	13
425	55	1 KG	80	1	19	80	1	20	70
425	56	200 ml	11	1	17	10	1	18	9
425	57	1 litre	560	1	29	540	1	30	510
425	58	1 KG	14	5	15	14	5	16	12
425	59	N/A	0	88	 	0	88	 	0
426	1	ONE	10	15	9	10	15	10	9
426	2	ONE PAIR	280	1	11	280	1	12	260
426	3	ONE SHIRT	230	1	13	240	1	14	210
426	4	ONE BLOUSE	90	1	13	90	1	14	80
426	5	ONE PANT	220	1	13	220	1	14	200
426	6	ONE SKIRT	140	1	13	140	1	14	125
426	7	ONE SACHET	17.5	1	15	17.5	1	16	15.75
426	8	ONE TABLET	1.5	1	15	1.5	1	16	1.20000004768372
426	9	ONE CAPSULE	4	1	15	4	1	16	3.5
426	10	ONE TABLET	11.5	1	15	11.5	1	16	10
426	11	ONE PACKET	10	1	17	10	1	18	8
426	12	ONE CAKE	10	1	17	10	1	18	8
426	13	1 LITRE	36	1	17	36	1	18	30
426	14	1k.g	25	1	17	25	1	18	23
426	15	1kg	30	1	17	28	1	18	26
426	16	1kg	40	1	17	40	1	18	38
426	17	1kg	30	1	17	30	1	18	28
426	18	1kig	32	1	17	32	1	18	30
426	19	1kg	76	1	17	76	1	18	68
426	20	1kg	56	1	17	56	1	18	52
426	21	1kg	78	1	17	78	1	18	75
426	22	1kg	32	1	17	32	1	18	30
426	23	100gr	10	1	19	10	1	20	8.5
426	24	1kg	39	1	17	39	1	18	37
426	25	1litre	39	1	31	39	1	32	37
426	26	1kg	180	1	31	180	1	32	175
426	27	1	0	88	31	0	88	32	0
426	28	1kg	150	1	31	150	1	32	135
426	29	1kg	56	1	31	56	1	32	48
426	30	1 piece	4	3	17	4	3	18	3.75
426	31	0	0	88	17	0	88	18	0
426	32	0	0	88	32	0	88	22	0
426	33	1kg	410	6	21	410	6	22	390
426	34	1kg	120	6	21	120	6	22	95
426	35	1kg	390	6	21	390	6	22	350
426	36	1kg	110	6	23	110	6	24	90
426	37	0	0	88	6	0	88	28	0
426	40	1kg	17	1	25	17	1	26	14
426	41	1kg	16	1	25	16	1	26	14
426	42	1kg	54	3	2	52	1	26	48
426	43	1kg	46	1	25	46	1	26	41
426	44	215	17	1	17	215	1	18	200
426	45	1kg	590	1	17	590	1	18	560
426	46	1kg	46	1	17	46	1	18	42
426	47	1kg	72	1	17	72	1	18	67
426	48	1kg	11	3	2	10	1	17	9
426	49	1kg	340	1	17	340	1	18	280
426	50	100grms	42	1	17	42	1	18	35
426	51	1kg	120	1	17	120	1	18	100
426	52	1kg	180	1	19	180	1	20	160
426	53	1kg	30	1	27	30	1	28	24
426	54	per piece	12	1	27	12	1	28	10
426	55	1kg	75	1	27	75	1	28	65
426	56	200ml	10	3	2	10	1	17	9
426	57	1litre	580	1	30	580	1	30	500
426	58	1kg	18	1	25	18	1	26	16
426	59	0	0	88	 	0	88	 	0
427	1	ONE	15	15	8	14	15	9	13
427	2	ONE PAIR	130	1	10	140	1	11	110
427	3	ONE SHIRT	260	1	12	250	1	13	235
427	4	ONE BLOUSE	95	1	12	100	1	13	85
427	5	0NE PANT	280	1	12	290	1	13	220
427	6	0NE SKIRT	260	1	12	245	1	13	230
427	7	0NE SACHET	24.5	9	14	24	9	15	23.2999992370605
427	8	0NE TABLET	3	9	14	2.5	9	15	2
427	9	0NE CAPSULE	7	9	14	6.5	9	15	5.90000009536743
427	10	ONE TABLET	4.5	9	14	4.5	9	15	4
427	11	PACK OF 10	20	1	16	21	1	17	19
427	12	125GMS	15	1	16	16	1	17	14.5
427	13	1LITRE	30	1	16	29	1	17	24
427	14	1KG	40	1	16	38	1	17	36
427	15	1KG	0	88	18	0	88	23	0
427	16	1KG	30	1	16	30	1	17	29
427	17	1KG	35	1	17	34	1	17	33
427	18	1KG	32	1	16	31	1	17	30
427	19	1KG	82	1	16	81	1	17	75
427	20	1KG	68	1	16	65	1	17	60
427	21	1KG	73	1	16	72	1	17	69
427	22	1KG	0	88	24	0	88	25	0
427	23	1PIECE	12	1	16	12	1	17	10
427	24	1KG	38	1	16	40	1	17	35
427	25	1LITRE	40	1	16	42	1	17	38
427	26	1KG	250	1	16	255	1	17	240
427	27	1KG	0	88	24	0	88	20	0
427	28	1KG	0	88	31	0	88	23	0
427	29	1LITRE	48	1	16	50	1	17	40
427	30	1PIECE	5	1	16	5	1	17	4.5
427	31	1KG	0	88	26	0	88	30	0
427	32	1KG	0	88	31	0	88	19	0
427	33	1KG	450	6	20	440	6	21	400
427	34	1KG	160	6	22	155	6	23	145
427	35	1KG	430	6	20	430	6	21	410
427	36	1KG	140	6	18	135	6	19	120
427	37	1KG	200	6	18	210	6	19	180
427	40	1KG	30	5	24	32	5	25	29
427	41	KG	35	5	24	36	5	25	32
427	42	1KG	25	1	16	24	1	17	22
427	43	1KG	30	5	24	28	5	25	26
427	44	1KG	220	1	16	225	1	17	210
427	45	1KG	300	1	16	305	1	17	290
427	46	1KG	38	1	16	38	1	17	36.5
427	47	1LITRE	85	1	16	83	1	17	81
427	48	1KG	11	1	16	11	1	17	10
427	49	1KG	0	88	31	0	88	20	0
427	50	100GMS	30	1	16	30	1	17	28
427	51	1KG	95	1	16	96	1	17	90
427	52	1KG	180	1	28	190	1	31	170
427	53	PER12PIECES	32	1	26	30	1	27	26
427	54	PER PIECE	15	1	26	15	1	27	12
427	55	1KG	100	1	26	95	1	27	80
427	56	200ML	11	1	16	12	1	17	10
427	57	1LITRE	450	1	29	460	1	30	430
427	58	1KG	28	5	24	27	5	25	25
427	59	00	0	88	 	0	88	 	0
428	1	one	16	1	9	17	1	10	15.5
428	2	ONE PAIR	280	1	17	285	1	18	250
428	3	ONE SHIRT	385	1	25	385	1	26	350
428	4	ONE BLOUSE	150	1	25	150	1	26	200
428	5	ONE PANT	500	1	25	500	1	26	480
428	6	ONE SKIRT	280	1	25	280	1	26	250
428	7	ONE SACHET	18	9	13	18	9	14	15
428	8	ONE TABLET	3	9	13	3	9	14	2
428	9	ONE CAPSULE	10	9	13	10	9	14	8.5
428	10	ONE TABLET	20	9	13	20	9	14	18.5
428	11	PACK OF 10	12	1	15	12	1	16	9.5
428	12	125 GRAMS	20	1	15	20	1	16	18
428	13	1LITRE	10	1	15	10	1	16	8.5
428	14	1 KG	40	1	15	40	1	16	37
428	15	1 KG	35	1	15	35	1	16	32
428	16	1 KG	25	1	15	24	1	16	22
428	17	1 KG	45	1	15	47	1	16	43.5
428	18	1 KG	55	1	15	55	1	16	54
428	19	1 KG	55	1	15	55	1	16	53
428	20	1 KG	70	1	15	72	1	16	69
428	21	1 KG	40	1	15	45	1	16	38
428	22	1 KG	45	1	15	45	1	16	43
428	23	PIECE	20	1	15	20	1	16	19
428	24	1 KG	35	1	15	35	1	16	34.5
428	25	1 LITRE	50	1	21	50	1	22	48
428	26	1 KG	250	1	21	250	1	22	248
428	27	1 KG	120	1	21	120	1	22	100
428	28	1 KG	60	1	21	60	1	22	58
428	29	1 LITRE	45	1	15	45	1	16	43
428	30	1 PIECE	5	1	15	5	1	16	4.5
428	31	1 KG	40	1	23	40	1	24	39
428	32	1 kg	150	6	30	150	6	31	140
428	33	1 kg	480	6	37	480	6	38	475
428	34	1 kg	160	6	29	160	6	31	155
428	35	1 kg	480	6	29	480	6	30	475
428	36	1 kg	80	6	31	80	6	37	70
428	37	1 kg	120	6	37	120	6	38	100
428	40	1 KG	35	5	19	37	5	20	33
428	41	1 KG	40	5	19	40	5	20	35
428	42	1 KG	20	5	19	20	5	20	18
428	43	1 KG	15	5	19	15	5	20	12
428	44	1 KG	45	1	15	45	1	16	43
428	45	1 KG	60	1	15	62	1	16	58
428	46	1 KG	25	1	15	25	1	16	24
428	47	1 LITRE	50	1	15	50	1	16	48.5
428	48	1 KG	15	1	15	15	1	16	13
428	49	1 KG	35	1	15	38	1	16	28
428	50	100G	20	1	15	22	1	16	19
428	51	1 KG	100	1	15	120	1	16	97
428	52	1 KG	300	1	23	300	1	24	290
428	53	12 PIECES	30	1	11	35	1	12	29
428	54	PER PIECE	80	1	11	87	1	12	77.5
428	55	1 KG	60	1	11	65	1	12	57.5
428	56	200ML	150	1	15	150	1	16	148
428	57	1 LITRE	180	1	27	185	1	28	175
428	58	1 KG	25	5	19	25	5	20	22
428	59	0	0	88	 	0	88	 	0
429	1	ONE	15	15	8	15	15	9	12
429	2	ONE PAIR	280	1	14	270	1	15	250
429	3	ONE SHIRT	240	1	18	220	1	19	190
429	4	ONE BLOUSE	120	1	18	120	1	19	105
429	5	ONE PANT	250	1	18	240	1	19	220
429	6	ONE SKIRT	300	1	18	300	1	19	270
429	7	ONE SACHET	16.5	9	16	16.5	9	17	15.1000003814697
429	8	ONE TABLET	2	9	16	2	9	17	1.39999997615814
429	9	ONE CAPSULE	9	9	16	8	9	17	6.94999980926514
429	10	ONE TABLET	12	9	16	12	9	17	10.5
429	11	ONE PACK OF 10	30	1	6	30	1	32	28
429	12	125 GMS	15	1	6	15	1	32	13
429	13	1 LITRE	40	1	6	45	1	32	36
429	14	1 KG	46	1	6	45	1	32	43
429	15	1 KG	33	1	6	32	1	32	29
429	16	1 KG	40	1	6	40	1	32	37
429	17	1 KG	43	1	6	42	1	32	38
429	18	1 KG	31	1	6	30	1	32	27
429	19	1 KG	76	6	6	75	1	32	72
429	20	1 KG	65	1	6	64	1	32	59
429	21	1 KG	75	1	6	75	1	32	71
429	22	1 KG	35	1	6	34	1	32	31
429	23	1 PIECE (100 GMS)	10	1	12	10	1	13	9
429	24	1 KG	38	1	6	37	1	32	34
429	25	1 LITRE	44	1	10	44	1	11	39
429	26	1 KG	210	1	6	210	1	32	195
429	27	1 KG	186	1	10	184	1	11	177
429	28	1 KG	205	1	10	200	1	11	190
429	29	1 LITRE	43	1	10	42	1	11	39
429	30	1 PIECE	4	1	6	4	1	32	3.5
429	31	1 KG	0	88	10	0	88	11	0
429	32	1 KG	190	6	20	190	6	21	170
429	33	1 KG	450	6	20	450	6	21	425
429	34	1 KG	160	6	22	155	6	23	140
429	35	1 KG	450	6	20	450	6	21	420
429	36	1 KG	120	6	24	110	6	25	85
429	37	1 KG	410	6	24	400	6	25	375
429	40	1 KG	19	5	26	19	5	27	17
429	41	1 KG	18	5	26	18	5	27	16
429	42	1 KG	12	5	26	12	5	27	9
429	43	1 KG	10	5	26	10	5	27	7
429	44	1 KG	235	1	6	235	1	32	215
429	45	1 KG	252	1	6	250	1	32	237
429	46	1 KG	38	1	6	38	1	32	36
429	47	1 KG	85	1	6	85	1	32	82
429	48	1 KG	10	1	6	10	1	32	9
429	49	1 KG	330	1	6	330	1	32	310
429	50	100 GMS	42	1	6	40	1	32	34
429	51	1 KG	120	1	12	120	1	13	105
429	52	1 KG	250	1	12	250	1	13	225
429	53	12 PIECES	40	1	28	40	1	29	34
429	54	1 PIECE	18	1	28	18	1	29	14
429	55	1 KG	55	1	28	50	1	29	47
429	56	200 ml	11	1	12	10	1	13	9
429	57	1 LITRE	545	1	30	540	1	31	505
429	58	1 KG	20	5	26	20	5	27	18
429	59	N/A	0	88	 	0	88	 	0
430	1	ONE	15	15	12	15	15	13	13
430	2	ONE PAIR	250	1	16	240	1	17	225
430	3	ONE SHIRT	210	1	14	190	1	15	175
430	4	ONE BLOUSE	115	1	14	110	1	15	95
430	5	ONE PANT	240	1	14	230	1	15	215
430	6	ONE SKIRT	320	1	14	300	1	15	275
430	7	ONE SACHET	16.5	9	18	16.5	9	19	15.1999998092651
430	8	ONE TABLET	2	9	18	2	9	19	1.45000004768372
430	9	ONE CAPSULE	8	9	18	8	9	19	6.96999979019165
430	10	ONE TABLET	12	9	18	12	9	19	10.6400003433228
430	11	ONE PACK OF 10	28	1	8	28	1	9	26
430	12	125 GMS	15	1	8	14	1	9	12.5
430	13	ONE LITRE	39	1	8	38	1	9	33
430	14	1 KG	44	1	8	43	1	9	41
430	15	1 KG	31	1	8	30	1	9	27
430	16	1 KG	39	1	8	39	1	9	37
430	17	1 KG	41	1	8	40	1	9	37.5
430	18	1 KG	29	1	8	30	1	9	26.5
430	19	1 KG	78	1	8	77	1	9	74.5
430	20	1 KG	63	1	8	63	1	9	59
430	21	1 KG	74	1	8	74	1	9	71
430	22	1 KG	33	1	8	32	1	9	29
430	23	1 PIECE (100 GMS)	12	1	22	12	1	23	10
430	24	1 KG	37	1	8	36	1	9	33
430	25	1 LITRE	43	1	20	42	1	21	40
430	26	1 KG	190	1	8	185	1	9	177
430	27	1 KG	178	1	20	175	1	21	168
430	28	1 KG	210	1	20	200	1	21	185
430	29	1 LITRE	44	1	20	44	1	21	41.5
430	30	ONE PIECE	4	1	8	4	1	9	3.5
430	31	1 KG	0	88	20	0	88	21	0
430	32	1 KG	185	6	30	180	6	31	165
430	33	1 KG	460	6	30	460	6	31	430
430	34	1 KG	170	6	28	170	6	29	155
430	35	1 KG	450	6	30	450	6	31	420
430	36	1 KG	130	6	32	120	6	33	95
430	37	1 KG	390	6	32	380	6	33	365
430	40	1 KG	20	5	10	20	5	11	18
430	41	1 KG	19	5	10	19	5	11	17
430	42	1 KG	16	5	10	15	5	11	13
430	43	1 KG	12	5	10	12	5	11	9
430	44	1 KG	225	1	8	220	1	9	212
430	45	1 KG	248	1	8	245	1	9	235
430	46	1 KG	38	1	8	38	1	9	36.5
430	47	1 LITRE	86	1	8	85	1	9	81
430	48	1 KG	10	1	8	10	1	9	9
430	49	1 KG	325	1	8	320	1	9	305
430	50	100 GMS	38	1	8	35	1	9	29
430	51	1 KG	115	1	22	110	1	23	102
430	52	1 KG	230	1	22	220	1	23	190
430	53	12 PIECES	38	1	26	36	1	27	31
430	54	1 PIECE	16	1	26	15	1	27	12
430	55	1 KG	62	1	26	60	1	27	53
430	56	200 ml	11	1	22	10	1	23	9
430	57	1 LITRE	538	1	24	530	1	25	495
430	58	1 KG	22	5	10	22	5	11	20
430	59	N/A	0	88	 	0	88	 	0
431	1	100 pages	15	15	9	15	15	10	14
431	2	ONE PAIR	175	1	9	175	1	10	165
431	3	ONE SHIRT	200	1	11	200	1	12	185
431	4	ONE BLOUSE	180	1	11	180	1	12	165
431	5	ONE PANT	250	1	11	230	1	12	210
431	6	1 SKIRT	230	1	11	230	1	12	210
431	7	ONE SACHET	12	1	13	12	1	14	11
431	8	1.TABLET	2	1	13	2	1	14	1.5
431	9	1.CAPSULE	13	1	13	12	1	14	12
431	10	ONE TABLET	15	1	13	15	1	14	14
431	11	PACK OF 10	16	1	16	16	1	16	15
431	12	125 Gms	10	1	15	10	1	16	9
431	13	1 LITRE	25	1	15	25	1	16	20
431	14	1 KG	17	1	15	17	1	16	16
431	15	1 KG	35	1	15	35	1	16	33
431	16	1 KG	65	1	15	65	1	16	62
431	17	1 KG	46	1	15	46	1	16	42
431	18	1 KG	38	1	15	38	1	16	36
431	19	1 KG	76	1	15	76	1	16	72
431	20	1KG	65	1	15	65	1	16	62
431	21	1KG	72	1	15	70	1	16	68
431	22	1KG	40	1	15	40	1	16	38
431	23	1 PIECE	14	1	19	14	1	20	12
431	24	KG	42	1	15	42	1	16	39
431	25	1LITRE	26	1	17	26	1	18	23
431	26	1KG	120	1	17	120	1	18	110
431	27	1KG	200	1	17	200	1	18	180
431	28	1Kg	160	1	17	160	1	18	145
431	29	1litre	110	1	17	110	1	18	100
431	30	1piece	4.5	1	15	4.5	1	16	4
431	31	1kg	120	1	17	120	1	18	116
431	32	-	0	88	30	0	88	1	0
431	33	1kg	400	6	21	400	6	22	350
431	34	1kg	148	6	21	148	6	22	140
431	35	1kg	390	6	21	390	6	22	360
431	36	1kg	110	6	26	110	6	27	90
431	37	1kg	380	6	26	380	6	27	360
431	40	1kg	38	1	23	38	1	24	35
431	41	1kg	16	1	23	16	1	24	15
431	42	1kg	38	1	23	38	1	24	36
431	43	1kg	1	1	23	30	1	24	28
431	44	1kg	220	1	15	220	1	24	210
431	45	1kg	560	1	15	560	1	16	520
431	46	1kg	38	1	15	38	1	16	36
431	47	1litre	70	1	15	70	1	16	69
431	48	1kg	10	1	15	10	1	16	9
431	49	1kg	300	1	15	300	1	16	295
431	50	1kg	35	1	15	35	1	16	32
431	51	1kg	120	1	19	120	1	20	110
431	52	1kg	200	1	19	200	1	20	170
431	53	12 PIECES	30	1	25	30	1	28	26
431	54	1 PIECE	15	1	25	15	1	29	14
431	55	1 KG	80	1	25	80	1	28	70
431	56	200 Ml	12	1	15	12	1	16	11
431	57	1 LITRE	510	1	29	520	1	30	490
431	58	1kg	40	1	23	40	1	24	36
431	59	-	0	88	 	0	88	 	0
432	1	ONE	15	3	7	20	1	11	14
432	2	ONE PAIR	300	1	13	320	1	14	280
432	3	ONE SHIRT	220	1	22	210	1	23	200
432	4	ONE BLOUSE	95	3	13	98	1	14	85
432	5	ONE PANT	250	1	13	260	1	14	240
432	6	ONE SKIRT	180	1	14	175	1	13	150
432	7	ONE SACHET	23	1	15	24	1	16	19.5
432	8	ONE TABLET	1	1	15	1.5	1	16	.899999976158142
432	9	ONE CAPSULE	5.25	1	15	6	1	16	5
432	10	ONE TABLET	6.75	1	15	6.75	1	16	6.5
432	11	PACK OF 10	16	3	7	18	1	8	15
432	12	125 GMS	10	3	7	12	1	8	9.5
432	13	1 LITRE	35	3	7	35	1	8	25
432	14	1 KG	25	3	7	26	1	8	20
432	15	1KG	0	1	7	0	3	8	0
432	16	1 KG	15	1	7	15	1	8	13.5
432	17	1 KG	0	1	7	0	1	8	0
432	18	1 KG	0	1	7	0	1	8	0
432	19	1 KG	78	3	7	77	8	8	75
432	20	1 KG	68	3	7	67	1	8	64
432	21	1 KG	72	1	8	72	3	7	69
432	22	1 KG	120	3	8	122	1	7	110
432	23	1 PIECE	25	1	27	26	1	27	23
432	24	1 KG	30	3	7	32	1	8	28
432	25	1 LITRE	0	3	7	0	3	3	0
432	26	1 KG	260	8	8	270	1	7	250
432	27	1 KG	0	1	8	0	1	8	0
432	28	1 KG	185	1	8	187	1	8	170
432	29	1 LITRE	56	3	7	58	1	8	54
432	30	1 PIECE	4.5	3	7	4.5	1	8	4
432	31	1 KG	0	3	7	0	1	8	0
432	32	1 KG	200	6	28	220	6	29	190
432	33	1 KG	0	6	28	0	6	29	0
432	34	1KG	130	6	9	135	6	10	120
432	35	1 KG	440	6	28	435	6	29	400
432	36	1 KG	170	6	23	170	6	24	150
432	37	1 KG	250	6	23	260	6	24	240
432	40	1KG	40	5	17	36	5	18	35
432	41	1 KG	25	5	17	23	5	18	21
432	42	1 KG	26	5	17	24	5	18	21
432	43	1 KG	30	5	17	31	5	18	25
432	44	1 KG	10	3	7	9	1	8	8
432	45	1 KG	10	7	8	10	7	8	8
432	46	1 KG	38	3	7	38	1	8	36
432	47	1 LITRE	76	3	7	80	1	8	75
432	48	1 KG	15	3	7	15	1	8	13
432	49	1 KG	280	1	7	280	1	8	250
432	50	100GRAMS	25	3	7	26	1	8	24
432	51	1 KG	20	3	7	18	1	8	17
432	52	1 KG	180	1	7	200	1	8	170
432	53	12 PIECES	35	17	19	36	17	20	30
432	54	12 PIECES	20	17	19	18	17	20	16
432	55	1 KG	90	17	19	85	1	20	80
432	56	200ML	10	3	7	12	1	8	9
432	57	1 LITRE	75	1	25	72	1	25	70
432	58	1 KG	28	5	17	26	5	18	24
432	59	0	0	 	7	0	1	 	0
433	1	ONE	16	1	6	15	15	16	14
433	2	ONE PAIR	280	1	11	300	1	12	260
433	3	ONE SHIRT	250	17	13	260	17	14	230
433	4	ONE BLOUSE	95	17	13	90	17	14	80
433	5	ONE PANT	180	17	13	170	17	14	165
433	6	ONE SKIRT	200	17	13	190	17	14	185
433	7	ONE SACHET	19.5	17	9	20	17	10	18
433	8	ONE TABLET	2	17	9	2	17	10	.800000011920929
433	9	ONE CAPSULE	5.75	17	9	5.5	17	10	5.25
433	10	ONE TABLET	8.5	17	9	8.5	17	10	7.75
433	11	PACK OF 10	12	1	6	11	17	15	10
433	12	125 Gms	6	1	6	10	8	15	9
433	13	1 Litre	32	1	6	30	8	15	25
433	14	1 Kg	26	1	6	27	8	15	24
433	15	0	0	88	6	0	88	6	0
433	16	1 Kg	10	1	6	10	8	15	9
433	17	0	0	88	6	0	88	6	0
433	18	1Kg	45	1	6	40	8	15	35
433	19	1 Kg	78	1	6	76	8	15	72
433	20	1 Kg	72	1	6	69	8	15	64
433	21	1 Kg	65	1	6	65	8	15	60
433	22	0	0	88	6	0	88	6	0
433	23	1 Piece [100gr]	22	1	6	20	8	15	19
433	24	1 Kg	34	1	6	33	8	15	31.5
433	25	1 Litre	24	1	6	20	17	21	19
433	26	1 Kg	260	1	6	250	8	15	245
433	27	0	0	88	6	0	88	6	0
433	28	1 Kg	210	17	18	200	8	15	190
433	29	1 Kg	75	1	6	70	8	15	64
433	30	1 Piece	5	1	6	4.5	8	15	3.75
433	31	0	0	88	6	0	88	6	0
433	32	1 Kg	240	6	30	220	6	31	200
433	33	1 Kg	450	6	30	440	6	31	410
433	34	1 Kg	135	6	28	132	6	29	120
433	35	1 Kg	400	6	30	410	6	31	380
433	36	1 Kg	165	6	26	165	6	27	150
433	37	1 Kg	250	6	26	260	6	27	200
433	40	1 Kg	22	1	6	21	8	15	20
433	41	1 Kg	16	1	6	16	5	24	14
433	42	1Kg	23	5	24	24	5	25	20
433	43	1 Kg	28	5	24	28	5	25	25
433	44	1 KG	320	1	6	300	8	15	290
433	45	1 Kg	410	1	6	400	8	15	380
433	46	1 Kg	38	1	6	36	8	15	35
433	47	1 Litre	78	1	6	78	8	15	75
433	48	1 Kg	16	1	6	16	8	15	15
433	49	0	0	88	6	0	88	6	0
433	50	100 gms	15	1	6	15	8	15	14
433	51	1 Kg	20	1	6	21	8	15	19
433	52	1 Kg	210	8	15	215	17	18	190
433	53	Per 12 Piece	40	17	22	38	17	23	35
433	54	Per Piece	18	17	22	16	17	23	15
433	55	1 Kg	70	17	22	95	17	23	80
433	56	200 ml	12	1	6	10	8	15	9
433	57	1 Litre	82	17	19	80	17	20	75
433	58	1 Kg	28	1	6	26	8	15	24
433	59	0	0	88	 	0	88	 	0
434	1	ONE	15	1	12	15	1	13	13
434	2	ONE PAIR	200	1	8	220	1	8	180
434	3	ONE SHIRT	350	1	8	360	1	34	300
434	4	ONEBLOUSE	130	1	8	120	1	34	100
434	5	ONEPANT	500	1	8	480	1	34	450
434	6	0NE SKIRT	280	1	8	250	1	34	230
434	7	0NE SACHET	15	9	16	16	9	17	14.5
434	8	ONE TABLET	2	9	16	2	9	17	1.39999997615814
434	9	ONE CAPSULE	6.5	9	16	7	9	17	5.80000019073486
434	10	PACK OF 10	22	1	20	20	1	21	18
434	11	125 GRAMS	10	1	20	12	1	21	9
434	12	1 LITRE	0	88	20	0	88	21	0
434	13	1 KG	36	1	20	34	1	21	30
434	14	1KG	0	88	20	0	88	21	0
434	15	1 KG	0	88	20	0	88	21	0
434	16	1 KG	0	88	20	0	88	21	0
434	17	1 KG	25	1	20	20	1	21	22
434	18	1 KG	15	1	20	16	1	21	14
434	19	1 KG	76	1	20	80	1	21	72
434	20	1 KG	65	1	20	65	1	21	60
434	21	1 KG	72	1	20	70	1	21	65
434	22	1 KG	32	1	20	30	1	21	28
434	23	1 PIECE (100GR)	22	1	20	20	1	21	18
434	24	1 KG	30	1	20	32	1	21	28
434	25	1 LITRE	50	1	10	48	1	11	45
434	26	1 KG	250	1	10	240	1	11	230
434	27	1 KG	0	88	10	0	88	11	0
434	28	1  KG	0	88	10	0	88	11	0
434	29	1 LITRE	54	1	10	52	1	11	50
434	30	1 PIECE	5	1	20	5	1	21	4
434	31	1 KG	0	88	10	0	88	11	0
434	32	1 KG	120	6	22	110	6	23	100
434	33	1 KG	460	6	22	460	6	23	420
434	34	1 KG	130	6	28	130	1	29	110
434	35	1 K.G	500	6	22	500	6	23	460
434	36	1KG	160	6	18	150	1	19	140
434	37	1 KG	260	6	18	250	6	19	230
434	40	1   K.G	15	1	26	16	1	27	12
434	41	1 K.G	15	1	26	17	1	27	12
434	42	1.K.G	18	1	26	14	1	27	12
434	43	1.K.G	15	1	26	14	1	27	12
434	44	50 Grams	40	1	20	40	1	21	38
434	45	50 grams	50	1	20	50	1	21	48
434	46	1 K.G	38	1	20	37	1	21	35
434	47	1 K.G	68	1	20	70	1	21	65
434	48	1.KG	10	1	20	11	1	21	9
434	49	1 K.G	400	1	20	450	1	21	390
434	50	100 GRAMS	70	1	20	75	1	21	60
434	51	50 GRAMS	15	1	20	20	1	21	12
434	52	1 K.G	200	1	20	1851	1	21	160
434	53	DOZEN	30	1	14	30	1	15	25
434	54	0NE  PIECES	10	1	14	12	1	15	8
434	55	1.K.G	75	1	14	75	1	15	65
