childid	id	dpnamtr3	dpntmer3	dpnnumr3	cshrcdr3	cshamtr3	cshtmer3	cshnumr3
PE101037	1	850	5	12	1	200	7	2
PE101037	3	1200	5	12	1	200	7	2
PE101040	2	1200	5	10	0	 	 	 
PE101040	2	130	3	48	1	600	7	2
PE101041	1	1200	5	12	1	900	8	1
PE101043	6	900	5	12	1	900	7	2
PE101044	1	100	3	52	1	100	8	1
PE101044	2	270	5	12	0	 	 	 
PE101046	1	350	3	52	1	800	7	2
PE101046	2	1050	5	1	0	 	 	 
PE101048	2	580	5	12	1	400	7	2
PE101049	1	250	5	1	0	 	 	 
PE101049	2	400	5	9	1	140	8	1
PE101049	3	600	5	12	1	1200	8	1
PE101050	1	1100	5	5	0	 	 	 
PE101052	2	80	5	12	0	 	 	 
PE101052	2	200	5	12	0	 	 	 
PE101053	2	1600	5	12	1	4800	8	1
PE101055	1	25	2	180	0	 	 	 
PE101061	2	350	3	52	1	30	8	1
PE101063	6	800	5	8	0	 	 	 
PE101064	2	750	5	12	0	 	 	 
PE101066	1	150	3	36	0	 	 	 
PE101066	2	200	5	4	0	 	 	 
PE101067	1	315	4	2	0	 	 	 
PE101068	1	500	5	7	0	 	 	 
PE101071	10	200	5	9	0	 	 	 
PE101072	1	1000	5	12	1	600	8	1
PE101072	2	2500	5	12	1	1500	8	1
PE101073	2	450	5	7	1	200	8	1
PE101073	3	120	5	2	0	 	 	 
PE101075	1	1100	5	12	1	200	7	2
PE101075	2	980	5	12	1	200	7	2
PE101076	1	1800	5	12	1	1800	7	2
PE101077	1	150	3	34	0	 	 	 
PE101077	2	200	5	12	0	 	 	 
PE101077	5	150	3	26	0	 	 	 
PE101080	3	2500	5	12	0	 	 	 
PE101082	4	1300	5	12	1	200	7	2
PE101084	5	180	3	40	0	 	 	 
PE101085	1	1120	5	12	1	360	7	2
PE101085	2	1120	5	12	1	360	7	2
PE101086	1	180	3	32	0	 	 	 
PE101089	17	540	5	12	1	1200	8	1
PE101091	1	120	3	52	1	80	8	1
PE101091	2	50	3	52	0	 	 	 
PE101092	1	500	5	12	0	 	 	 
PE101093	1	1095	5	2	1	200	6	3
PE101096	1	150	3	40	0	 	 	 
PE101096	2	0	5	3	0	 	 	 
PE101099	1	1000	5	12	1	300	7	2
PE101099	4	800	5	12	0	 	 	 
PE101101	2	800	5	12	1	800	7	2
PE101101	6	652	5	12	1	200	7	2
PE101103	1	1180	5	12	1	700	8	1
PE101103	2	1250	5	12	1	700	8	1
PE111004	1	1153	5	12	1	500	7	2
PE111004	3	1000	5	12	1	500	7	2
PE111005	1	60	3	12	0	 	 	 
PE111005	3	60	3	12	0	 	 	 
PE111006	1	440	5	10	0	 	 	 
PE111006	7	600	5	12	0	 	 	 
PE111006	9	600	5	12	1	500	8	1
PE111007	1	800	5	5	0	 	 	 
PE111008	1	500	5	12	0	 	 	 
PE111009	2	2000	7	2	1	320	8	1
PE111010	1	50	2	60	0	 	 	 
PE111010	1	20	2	24	0	 	 	 
PE111011	1	230	4	19	0	 	 	 
PE111011	2	220	5	2	0	 	 	 
PE111012	2	850	5	12	1	700	8	1
PE111012	5	600	5	12	0	 	 	 
PE111012	6	600	5	12	0	 	 	 
PE111013	1	60	3	18	0	 	 	 
PE111014	2	15	2	90	0	 	 	 
PE111016	6	10	2	360	0	 	 	 
PE111017	2	60	3	5	0	 	 	 
PE111020	1	60	3	21	0	 	 	 
PE111020	3	60	3	21	0	 	 	 
PE111021	1	10	2	30	0	 	 	 
PE111024	20	200	3	48	1	800	8	1
PE111033	1	10	2	50	0	 	 	 
PE111034	2	90	3	52	0	 	 	 
PE111035	2	60	3	21	0	 	 	 
PE111035	5	60	3	21	0	 	 	 
PE111036	1	1600	5	3	0	 	 	 
PE111038	1	48	3	26	0	 	 	 
PE111039	2	500	5	5	0	 	 	 
PE111040	1	900	5	12	1	600	8	1
PE111041	1	10	2	35	0	 	 	 
PE111044	1	940	5	12	1	2300	8	1
PE111045	1	750	5	7	0	 	 	 
PE111046	1	10	2	180	0	 	 	 
PE111047	1	10	2	240	0	 	 	 
PE111048	2	200	3	12	0	 	 	 
PE111050	1	60	3	7	0	 	 	 
PE111052	17	160	3	52	0	 	 	 
PE111052	18	140	3	52	0	 	 	 
PE111052	19	150	3	52	0	 	 	 
PE111054	2	10	2	10	0	 	 	 
PE111056	1	700	5	9	0	 	 	 
PE111057	1	2000	5	11	0	 	 	 
PE111058	1	600	4	24	1	1200	7	2
PE111060	1	150	3	52	0	 	 	 
PE111061	2	10	2	300	0	 	 	 
PE111062	1	1500	5	12	0	 	 	 
PE111062	1	480	5	12	0	 	 	 
PE111063	4	800	5	4	0	 	 	 
PE111064	16	1890	5	3	0	 	 	 
PE111064	16	1500	5	6	1	300	8	1
PE111066	1	10	2	84	0	 	 	 
PE111067	1	600	5	12	0	 	 	 
PE111068	1	90	3	12	0	 	 	 
PE111068	2	1056	5	4	0	 	 	 
PE111069	1	80	3	30	0	 	 	 
PE111069	2	90	3	39	0	 	 	 
PE111069	7	25	3	26	0	 	 	 
PE111069	8	25	3	26	0	 	 	 
PE111071	1	40	4	24	0	 	 	 
PE111071	2	250	3	48	0	 	 	 
PE111076	1	1400	5	12	1	900	8	1
PE111076	2	300	5	10	0	 	 	 
PE111077	1	516	5	12	1	975	8	1
PE111077	2	1214	5	12	1	933	8	1
PE111079	2	70	3	6	0	 	 	 
PE111080	10	90	3	5	0	 	 	 
PE111081	1	60	3	6	0	 	 	 
PE111085	2	80	5	12	0	 	 	 
PE111085	4	180	3	3	0	 	 	 
PE111087	1	900	5	7	1	200	8	1
PE111089	2	168	3	6	0	 	 	 
PE111090	1	60	3	24	0	 	 	 
PE111091	2	240	5	4	0	 	 	 
PE111092	1	240	5	5	0	 	 	 
PE111092	3	240	5	5	0	 	 	 
PE111093	1	48	3	7	0	 	 	 
PE111094	2	12	4	22	0	 	 	 
PE111094	2	700	7	1	0	 	 	 
PE111095	1	10	2	52	0	 	 	 
PE111097	1	180	3	16	0	 	 	 
PE111098	1	10	2	30	0	 	 	 
PE111099	1	900	5	6	0	 	 	 
PE111099	2	180	3	10	0	 	 	 
PE111100	17	25	2	60	0	 	 	 
PE121005	1	80	4	8	0	 	 	 
PE121005	6	15	2	96	0	 	 	 
PE121005	16	780	5	12	1	300	7	2
PE121007	9	1083	5	12	0	 	 	 
PE121010	1	640	5	12	1	70	8	1
PE121011	1	400	5	5	0	 	 	 
PE121012	1	1750	5	12	1	1750	7	2
PE121013	2	75	3	12	0	 	 	 
PE121013	2	200	5	2	0	 	 	 
PE121014	3	700	5	12	1	700	5	12
PE121018	6	900	5	12	0	 	 	 
PE121021	2	1000	5	5	0	 	 	 
PE121021	4	150	3	34	0	 	 	 
PE121021	6	250	3	48	0	 	 	 
PE121021	8	250	3	48	0	 	 	 
PE121021	9	700	5	8	1	 	8	1
PE121022	1	500	4	24	 	 	 	 
PE121025	1	180	3	34	0	 	 	 
PE121025	2	100	3	44	0	 	 	 
PE121027	1	350	3	52	1	1400	7	2
PE121032	2	650	3	52	1	300	7	2
PE121032	3	25	2	8	0	 	 	 
PE121035	1	650	5	12	0	 	 	 
PE121035	6	80	3	52	0	 	 	 
PE121036	1	200	3	52	0	 	 	 
PE121037	1	220	3	52	0	 	 	 
PE121037	1	80	3	52	0	 	 	 
PE121041	1	600	5	12	1	300	7	2
PE121041	2	550	5	5	0	 	 	 
PE121042	1	520	5	12	1	50	6	2
PE121043	1	180	3	12	0	 	 	 
PE121043	2	120	3	10	0	 	 	 
PE121045	1	35	2	12	0	 	 	 
PE121046	2	1200	5	12	1	600	7	2
PE121048	1	45	2	300	0	 	 	 
PE121050	1	300	3	52	0	 	 	 
PE121050	2	200	3	44	1	100	7	1
PE121052	1	1000	5	12	1	200	7	2
PE121052	2	1000	5	12	1	200	7	2
PE121053	1	200	4	24	 	 	 	 
PE121056	1	550	5	12	0	 	 	 
PE121062	1	170	3	52	1	150	7	2
PE121062	2	542	5	7	1	100	7	1
PE121064	1	162	3	52	0	 	 	 
PE121064	2	150	3	36	0	 	 	 
PE121065	5	50	3	52	0	 	 	 
PE121067	17	130	3	52	0	 	 	 
PE121068	1	950	5	12	1	200	7	2
PE121068	2	900	5	12	1	200	7	2
PE121073	1	900	5	9	0	 	 	 
PE121076	1	280	4	24	0	 	 	 
PE121079	1	800	4	24	1	1600	7	2
PE121080	1	3000	5	12	0	 	 	 
PE121081	1	550	4	24	1	3360	7	2
PE121082	3	650	5	12	1	300	7	2
PE121085	1	1200	5	12	1	1200	7	2
PE121089	1	350	3	12	0	 	 	 
PE121089	2	450	5	9	0	 	 	 
PE121090	1	25	2	180	0	 	 	 
PE121090	8	20	2	190	0	 	 	 
PE121091	1	150	3	52	0	 	 	 
PE121091	17	150	3	52	0	 	 	 
PE121094	1	1500	5	12	1	1500	7	2
PE121099	7	80	3	52	0	 	 	 
PE131001	2	200	3	30	1	100	7	1
PE131001	7	250	3	30	1	100	7	1
PE131004	2	1100	5	12	1	180	7	1
PE131008	2	200	3	48	0	 	 	 
PE131011	3	300	4	24	1	600	7	2
PE131012	1	900	5	12	0	 	 	 
PE131012	4	6600	8	1	0	 	 	 
PE131014	1	1200	5	12	1	500	7	2
PE131014	4	500	5	3	0	 	 	 
PE131015	1	150	3	8	0	 	 	 
PE131015	2	300	3	52	1	400	4	13
PE131019	1	2000	5	12	1	3000	8	1
PE131020	2	80	3	9	0	 	 	 
PE131021	1	480	3	46	0	 	 	 
PE131022	1	3000	5	12	0	 	 	 
PE131024	16	270	3	48	0	 	 	 
PE131025	1	920	5	11	1	920	7	2
PE131025	2	140	3	9	1	700	8	1
PE131026	7	180	3	34	0	 	 	 
PE131028	1	500	5	12	1	150	7	2
PE131031	1	180	3	4	0	 	 	 
PE131032	1	1500	5	12	0	 	 	 
PE131035	16	800	5	12	1	800	7	2
PE131040	1	30	2	345	0	 	 	 
PE131041	2	250	3	52	0	 	 	 
PE131041	4	1000	5	12	1	100	8	1
PE131042	2	700	3	32	1	1000	8	1
PE131044	1	2000	5	12	1	500	7	2
PE131046	1	80	3	52	0	 	 	 
PE131046	2	120	3	52	0	 	 	 
PE131047	1	180	3	52	1	180	8	1
PE131047	5	1000	5	12	1	1000	8	1
PE131047	6	400	5	12	1	800	8	1
PE131047	7	250	3	52	 	 	 	 
PE131047	9	120	3	52	1	120	8	1
PE131047	10	300	5	12	0	 	 	 
PE131048	1	160	3	30	1	600	7	2
PE131048	2	200	3	30	1	800	7	2
PE131051	1	300	3	52	0	 	 	 
PE131052	2	300	3	52	0	 	 	 
PE131054	1	200	3	52	1	800	8	1
PE131056	1	220	5	12	0	 	 	 
PE131061	4	800	5	12	1	1000	8	1
PE131064	1	520	5	12	0	 	 	 
PE131064	3	120	5	12	1	150	8	1
PE131064	4	1800	5	12	1	1800	7	2
PE131064	5	1500	5	12	0	 	 	 
PE131064	8	200	5	4	0	 	 	 
PE131064	9	1000	5	12	0	 	 	 
PE131065	1	500	5	12	1	500	8	1
PE131065	2	2800	5	8	0	 	 	 
PE131066	1	200	3	52	0	 	 	 
PE131067	20	850	5	12	1	850	7	2
PE131067	23	800	5	12	0	 	 	 
PE131068	1	400	3	52	0	 	 	 
PE131069	1	320	5	10	0	 	 	 
PE131070	2	600	5	12	1	600	7	2
PE131070	3	600	5	12	1	600	7	2
PE131070	4	600	5	12	1	600	7	2
PE131070	5	1000	5	12	0	 	 	 
PE131070	6	600	5	12	0	 	 	 
PE131071	2	960	5	12	0	 	 	 
PE131072	1	1500	5	11	1	1500	7	2
PE131073	2	400	5	9	0	 	 	 
PE131073	17	200	3	44	0	 	 	 
PE131074	1	250	5	4	0	 	 	 
PE131079	1	1900	5	12	1	 	 	 
PE131082	1	250	4	24	1	1300	6	3
PE131082	2	15	2	144	0	 	 	 
PE131086	1	300	3	34	0	 	 	 
PE131087	1	900	5	9	0	 	 	 
PE131088	2	70	3	17	0	 	 	 
PE131088	19	350	5	4	0	 	 	 
PE131088	21	210	3	39	0	 	 	 
PE131088	22	400	5	2	0	 	 	 
PE131088	23	120	3	52	0	 	 	 
PE131090	3	400	3	34	1	150	7	2
PE131090	5	130	3	52	1	150	7	2
PE131091	7	650	5	12	1	400	8	1
PE131092	1	120	3	52	0	 	 	 
PE131092	2	250	5	12	0	 	 	 
PE131096	2	360	5	1	0	 	 	 
PE131096	3	120	3	52	0	 	 	 
PE131096	4	120	3	52	0	 	 	 
PE131096	6	120	3	52	0	 	 	 
PE131096	7	160	3	52	0	 	 	 
PE131096	8	400	5	12	0	 	 	 
PE131099	6	420	3	48	0	 	 	 
PE131101	1	180	3	34	0	 	 	 
PE141001	2	120	3	52	0	 	 	 
PE141002	2	150	3	52	1	515	8	1
PE141003	1	270	3	52	1	200	8	1
PE141005	2	550	5	9	1	550	8	1
PE141007	1	400	5	7	0	 	 	 
PE141011	1	810	5	12	1	820	8	1
PE141012	1	1000	5	12	1	200	7	2
PE141013	1	200	3	48	0	 	 	 
PE141013	2	30	2	48	1	30	8	1
PE141017	1	600	5	12	1	1300	8	1
PE141017	3	600	5	12	0	 	 	 
PE141017	4	600	5	12	1	300	2	8
PE141018	1	840	5	10	1	120	5	10
PE141018	2	550	5	12	1	250	8	1
PE141020	1	300	3	36	0	 	 	 
PE141022	1	300	3	48	0	 	 	 
PE141023	1	700	5	12	1	700	7	2
PE141027	1	250	4	24	1	300	6	2
PE141027	3	20	2	80	0	 	 	 
PE141028	1	820	5	12	1	820	7	2
PE141029	8	880	5	11	0	 	 	 
PE141031	1	162	3	50	0	 	 	 
PE141032	1	800	4	24	1	100	8	1
PE141032	2	300	5	3	0	 	 	 
PE141034	4	700	5	9	1	350	7	2
PE141035	1	300	3	52	0	 	 	 
PE141036	6	6000	3	21	1	3000	8	1
PE141037	1	300	4	24	1	1200	8	1
PE141037	2	280	5	5	0	 	 	 
PE141039	1	250	3	52	0	 	 	 
PE141044	1	40	2	312	0	 	 	 
PE141047	1	1800	5	12	1	1000	8	1
PE141048	2	900	5	12	1	1600	8	1
PE141050	6	600	5	12	1	600	8	1
PE141050	7	1200	5	12	1	2000	8	1
PE141051	2	550	5	12	1	225	8	1
PE141052	1	800	5	12	1	800	8	1
PE141053	1	1200	5	12	1	900	8	1
PE141054	1	30	2	288	0	 	 	 
PE141054	2	670	5	7	0	 	 	 
PE141055	1	480	5	10	1	800	7	2
PE141055	1	600	5	2	0	 	 	 
PE141055	2	80	3	44	0	 	 	 
PE141055	3	250	5	2	0	 	 	 
PE141057	1	1200	5	12	1	2400	7	2
PE141057	2	700	5	10	1	100	7	1
PE141059	2	50	3	52	0	 	 	 
PE141060	1	125	3	48	1	120	7	2
PE141061	1	400	3	52	1	1000	7	2
PE141061	2	550	5	5	0	 	 	 
PE141063	1	800	5	11	1	1000	8	1
PE141063	1	1300	5	12	1	1000	8	1
PE141069	1	1668	5	12	0	 	 	 
PE141069	2	1100	5	12	1	200	7	2
PE141070	2	500	5	5	0	 	 	 
PE141071	1	125	3	52	0	 	 	 
PE141072	1	120	3	52	1	460	7	2
PE141072	6	520	5	12	1	520	7	2
PE141075	18	600	5	7	0	 	 	 
PE141077	1	1000	5	12	1	1000	7	2
PE141077	2	300	4	12	0	 	 	 
PE141077	2	186	5	3	0	 	 	 
PE141077	3	500	5	2	0	 	 	 
PE141077	4	275	4	8	1	18	3	17
PE141078	1	 	5	12	1	500	7	2
PE141078	2	400	5	11	1	300	8	1
PE141078	6	 	5	12	1	500	7	2
PE141078	8	 	3	24	0	 	 	 
PE141078	17	400	5	12	 	 	 	 
PE141080	1	100	3	48	0	 	 	 
PE141080	2	450	4	24	1	450	7	2
PE141082	2	1260	4	24	0	 	 	 
PE141084	1	150	3	52	0	 	 	 
PE141086	1	400	3	44	1	800	7	2
PE141086	2	100	3	44	0	 	 	 
PE141087	4	1800	5	12	1	1800	7	2
PE141088	1	250	3	48	1	100	7	2
PE141089	2	479	5	12	1	479	7	2
PE141089	3	300	5	12	0	 	 	 
PE141089	4	400	5	4	0	 	 	 
PE141090	1	750	5	12	1	750	8	1
PE141090	2	532	5	12	1	350	8	1
PE141091	1	160	3	52	0	 	 	 
PE141091	2	80	3	26	1	40	7	2
PE141097	1	700	4	24	1	550	7	2
PE141097	2	650	5	6	1	650	7	2
PE141098	1	800	4	24	0	 	 	 
PE141101	1	400	4	24	1	800	7	2
PE141101	2	520	5	12	1	250	7	2
PE141102	2	550	5	1	0	 	 	 
PE141102	2	700	5	6	0	 	 	 
PE141103	1	620	5	12	1	640	7	2
PE141104	2	130	3	52	0	 	 	 
PE141104	3	400	4	24	1	800	7	2
PE141104	4	90	3	4	0	 	 	 
PE151003	2	110	3	52	0	 	 	 
PE151005	7	20	2	30	0	 	 	 
PE151005	8	20	2	300	0	 	 	 
PE151011	1	15	2	60	0	 	 	 
PE151011	3	15	2	120	0	 	 	 
PE151011	4	15	2	120	0	 	 	 
PE151015	1	350	5	7	0	 	 	 
PE151016	1	150	3	32	0	 	 	 
PE151017	7	300	3	39	0	 	 	 
PE151018	1	90	3	30	0	 	 	 
PE151020	1	200	3	46	0	 	 	 
PE151021	1	1200	5	12	1	500	7	2
PE151022	2	90	3	17	0	 	 	 
PE151022	4	90	3	52	0	 	 	 
PE151022	9	56	3	21	0	 	 	 
PE151022	10	50	3	17	0	 	 	 
PE151023	1	150	3	7	0	 	 	 
PE151023	2	90	3	5	0	 	 	 
PE151023	4	120	3	7	0	 	 	 
PE151024	2	150	5	4	0	 	 	 
PE151027	2	150	3	17	0	 	 	 
PE151029	2	100	5	10	0	 	 	 
PE151031	3	100	3	30	0	 	 	 
PE151032	1	20	2	317	0	 	 	 
PE151035	17	250	3	39	0	 	 	 
PE151037	1	30	5	12	0	 	 	 
PE151037	2	70	3	52	0	 	 	 
PE151042	18	120	3	42	0	 	 	 
PE151046	1	140	3	38	0	 	 	 
PE151049	2	125	3	24	1	100	7	2
PE151050	1	180	3	44	0	 	 	 
PE151052	1	800	5	12	0	 	 	 
PE151052	2	690	5	8	0	 	 	 
PE151062	1	20	2	72	0	 	 	 
PE151064	1	180	3	40	0	 	 	 
PE151065	1	100	3	44	0	 	 	 
PE151065	2	100	3	13	0	 	 	 
PE151070	1	850	5	12	0	 	 	 
PE151071	1	700	5	12	0	 	 	 
PE151077	2	100	3	4	0	 	 	 
PE151078	2	1150	5	12	1	200	8	1
PE151084	1	15	2	80	0	 	 	 
PE151084	16	15	2	240	0	 	 	 
PE151085	9	150	3	48	0	 	 	 
PE151086	1	90	3	52	0	 	 	 
PE151089	1	50	3	40	0	 	 	 
PE151094	2	90	3	16	0	 	 	 
PE151094	2	60	3	20	0	 	 	 
PE151101	1	600	5	12	0	 	 	 
PE151101	2	12	2	30	0	 	 	 
PE151102	17	360	3	38	0	 	 	 
PE151103	1	1200	5	12	1	200	7	2
PE151105	1	190	3	13	0	 	 	 
PE151105	2	100	3	9	0	 	 	 
PE151107	1	400	5	12	0	 	 	 
PE161001	1	100	5	12	0	 	 	 
PE161001	5	250	5	6	0	 	 	 
PE161002	1	450	7	2	0	 	 	 
PE161003	1	600	5	12	1	100	6	2
PE161005	1	890	5	12	1	30	6	3
PE161006	1	20	2	90	0	 	 	 
PE161008	1	1000	5	12	1	500	8	1
PE161010	1	600	5	7	1	50	6	1
PE161011	1	2000	5	6	0	 	 	 
PE161012	1	900	5	8	1	2900	8	1
PE161013	1	1500	5	2	0	 	 	 
PE161015	1	1600	5	2	0	 	 	 
PE161017	4	380	5	5	0	 	 	 
PE161018	1	150	3	52	0	 	 	 
PE161020	16	400	5	12	1	100	6	3
PE161021	1	15	2	80	0	 	 	 
PE161022	1	700	5	8	0	 	 	 
PE161024	1	500	5	6	0	 	 	 
PE161026	2	500	5	9	0	 	 	 
PE161029	2	180	5	8	0	 	 	 
PE161030	1	600	5	9	0	 	 	 
PE161032	1	900	5	6	0	 	 	 
PE161033	1	800	5	6	0	 	 	 
PE161034	1	360	5	7	0	 	 	 
PE161035	1	600	5	6	0	 	 	 
PE161036	1	400	5	5	0	 	 	 
PE161037	1	300	5	6	0	 	 	 
PE161040	1	120	3	52	0	 	 	 
PE161042	2	1920	8	1	0	 	 	 
PE161042	3	50	3	26	0	 	 	 
PE161043	1	120	3	42	0	 	 	 
PE161044	8	400	4	24	1	500	8	1
PE161048	1	300	5	12	0	 	 	 
PE161049	1	180	3	52	1	100	8	1
PE161051	1	650	5	12	0	 	 	 
PE161052	1	900	5	9	1	200	8	1
PE161053	1	450	5	12	0	 	 	 
PE161056	1	60	4	8	0	 	 	 
PE161057	1	1200	5	6	0	 	 	 
PE161058	1	600	5	8	0	 	 	 
PE161060	1	900	4	11	1	900	8	1
PE161061	1	600	5	6	1	100	6	2
PE161062	1	3000	8	1	0	 	 	 
PE161068	1	90	5	6	0	 	 	 
PE161070	4	700	5	12	1	700	8	1
PE161076	1	500	5	12	1	250	7	2
PE161079	1	300	5	5	0	 	 	 
PE161082	1	600	8	1	0	 	 	 
PE161082	4	600	5	4	0	 	 	 
PE161082	5	150	5	10	0	 	 	 
PE161088	1	15	2	90	0	 	 	 
PE161090	1	480	5	3	0	 	 	 
PE161092	1	90	5	6	0	 	 	 
PE161092	3	300	5	6	0	 	 	 
PE161092	4	300	5	6	0	 	 	 
PE161094	1	930	5	2	0	 	 	 
PE161094	1	1000	4	10	1	1000	8	1
PE161095	1	900	5	4	0	 	 	 
PE161096	1	20	2	60	0	 	 	 
PE161104	1	120	5	6	1	20	5	6
PE161107	1	420	5	10	0	 	 	 
PE161107	1	20	5	9	0	 	 	 
PE171001	1	420	5	9	0	 	 	 
PE171003	1	600	5	4	0	 	 	 
PE171003	1	200	5	3	0	 	 	 
PE171003	1	700	5	4	1	200	8	1
PE171003	2	350	5	4	0	 	 	 
PE171003	2	150	5	1	0	 	 	 
PE171005	2	250	5	10	1	500	8	1
PE171008	2	200	4	18	0	 	 	 
PE171010	1	600	5	5	0	 	 	 
PE171010	2	250	5	8	0	 	 	 
PE171011	2	200	5	12	0	 	 	 
PE171014	2	200	5	6	0	 	 	 
PE171014	2	91	5	6	0	 	 	 
PE171016	1	1500	5	12	1	240	5	12
PE171016	2	1100	5	12	1	200	7	2
PE171018	1	120	3	26	0	 	 	 
PE171022	1	800	5	7	0	 	 	 
PE171022	2	185	5	6	0	 	 	 
PE171025	1	20	2	200	0	 	 	 
PE171025	5	15	2	200	0	 	 	 
PE171026	1	400	5	12	1	200	8	1
PE171026	4	400	5	9	0	 	 	 
PE171026	5	500	5	1	0	 	 	 
PE171027	1	20	2	80	0	 	 	 
PE171031	1	50	3	34	0	 	 	 
PE171032	1	60	3	17	0	 	 	 
PE171032	1	700	5	8	0	 	 	 
PE171033	1	125	3	26	0	 	 	 
PE171034	1	180	3	9	0	 	 	 
PE171034	1	150	3	44	0	 	 	 
PE171036	1	140	3	26	0	 	 	 
PE171039	2	90	3	52	0	 	 	 
PE171040	1	350	5	12	1	1000	8	1
PE171040	2	336	5	8	0	 	 	 
PE171042	1	280	5	6	0	 	 	 
PE171043	1	15	1	62	0	 	 	 
PE171044	1	400	5	8	0	 	 	 
PE171046	1	105	5	9	0	 	 	 
PE171046	2	450	5	6	0	 	 	 
PE171049	1	900	5	6	0	 	 	 
PE171050	7	720	5	11	0	 	 	 
PE171055	1	180	3	 	0	 	 	 
PE171056	3	240	5	6	0	 	 	 
PE171060	1	175	5	12	0	 	 	 
PE171060	4	300	5	1	0	 	 	 
PE171060	5	300	5	1	0	 	 	 
PE171064	1	25	2	60	0	 	 	 
PE171065	2	150	3	26	0	 	 	 
PE171066	1	140	3	30	0	 	 	 
PE171067	4	200	3	44	0	 	 	 
PE171068	1	30	2	30	0	 	 	 
PE171069	1	150	3	21	0	 	 	 
PE171070	1	150	3	4	0	 	 	 
PE171073	1	150	3	4	0	 	 	 
PE171074	1	900	5	7	0	 	 	 
PE171075	1	100	3	1	0	 	 	 
PE171078	1	2000	5	12	1	300	8	1
PE171079	1	30	2	240	0	 	 	 
PE171081	1	700	5	6	1	200	8	1
PE171081	2	1500	5	11	1	1000	8	1
PE171082	1	1260	5	12	1	1260	7	2
PE171083	1	600	5	12	0	 	 	 
PE171084	1	210	3	48	1	600	7	2
PE171085	1	600	5	10	0	 	 	 
PE171086	2	450	5	11	0	 	 	 
PE171088	1	400	5	12	0	 	 	 
PE171089	1	500	5	8	0	 	 	 
PE171090	3	120	3	13	0	 	 	 
PE171090	3	100	3	13	0	 	 	 
PE171090	3	600	5	3	0	 	 	 
PE171091	1	480	5	1	0	 	 	 
PE171091	1	560	5	11	0	 	 	 
PE171093	1	150	4	5	0	 	 	 
PE171094	1	360	5	10	0	 	 	 
PE171096	1	150	3	28	0	 	 	 
PE171097	3	20	2	300	0	 	 	 
PE171100	1	540	8	1	0	 	 	 
PE171101	1	480	5	12	0	 	 	 
PE171102	1	500	5	7	0	 	 	 
PE171102	1	120	3	12	0	 	 	 
PE171104	1	25	2	60	0	 	 	 
PE171105	1	220	5	12	0	 	 	 
PE181003	2	40	5	4	0	 	 	 
PE181004	2	180	5	12	0	 	 	 
PE181006	1	108	3	21	0	 	 	 
PE181011	1	18	2	50	0	 	 	 
PE181012	1	250	5	10	0	 	 	 
PE181024	1	360	5	4	0	 	 	 
PE181024	6	10	5	1	0	 	 	 
PE181027	1	120	3	52	0	 	 	 
PE181030	1	105	3	28	0	 	 	 
PE181032	1	240	5	12	0	 	 	 
PE181034	1	15	2	60	0	 	 	 
PE181043	1	120	3	14	0	 	 	 
PE181043	4	80	3	12	0	 	 	 
PE181043	5	120	3	14	0	 	 	 
PE181043	6	80	3	12	0	 	 	 
PE181044	1	75	3	52	0	 	 	 
PE181046	1	90	3	17	0	 	 	 
PE181046	5	90	3	17	0	 	 	 
PE181048	1	360	5	6	0	 	 	 
PE181049	1	15	2	4	0	 	 	 
PE181059	1	192	5	12	0	 	 	 
PE181061	1	120	3	24	0	 	 	 
PE181064	1	90	3	43	0	 	 	 
PE181069	1	90	3	20	0	 	 	 
PE181070	4	290	4	24	1	200	8	1
PE181071	1	150	3	39	0	 	 	 
PE181071	1	250	5	3	0	 	 	 
PE181072	1	840	5	9	0	 	 	 
PE181074	1	600	5	12	0	 	 	 
PE181077	1	480	5	5	0	 	 	 
PE181078	1	10	2	72	0	 	 	 
PE181079	1	90	3	24	0	 	 	 
PE181081	1	270	5	10	0	 	 	 
PE181082	1	250	5	12	0	 	 	 
PE181088	1	208	5	12	0	 	 	 
PE181088	3	10	2	37	0	 	 	 
PE181088	4	8	2	20	0	 	 	 
PE181089	2	100	3	24	0	 	 	 
PE181091	1	80	3	13	0	 	 	 
PE181097	1	200	5	12	1	100	8	1
PE181097	2	180	5	12	0	 	 	 
PE181098	2	108	3	32	0	 	 	 
PE181101	1	200	3	52	0	 	 	 
PE181103	1	140	3	52	0	 	 	 
PE181104	1	500	5	12	0	 	 	 
PE181105	1	120	3	8	0	 	 	 
PE191001	2	600	4	18	0	 	 	 
PE191003	1	180	3	52	0	 	 	 
PE191003	2	90	3	17	0	 	 	 
PE191004	1	150	3	52	0	 	 	 
PE191007	1	200	3	52	0	 	 	 
PE191009	1	1000	5	12	1	400	5	12
PE191012	1	880	5	9	0	 	 	 
PE191013	3	150	3	52	0	 	 	 
PE191013	4	150	3	52	0	 	 	 
PE191013	5	150	3	52	0	 	 	 
PE191013	8	125	3	52	0	 	 	 
PE191014	1	180	3	52	0	 	 	 
PE191015	1	180	3	52	0	 	 	 
PE191016	8	150	3	40	0	 	 	 
PE191019	1	180	3	52	0	 	 	 
PE191020	1	650	5	12	1	978	8	1
PE191020	2	600	5	12	1	978	8	1
PE191021	1	950	5	12	1	360	7	2
PE191023	1	660	5	8	0	 	 	 
PE191023	2	660	5	4	0	 	 	 
PE191023	2	550	5	12	1	100	7	2
