childid	nmnincid	nmnamtr3	nmntmer3	nmnnumr3
PE131042	2	60	3	44
PE131044	1	500	8	2
PE131045	2	 	 	 
PE131046	1	16	3	52
PE131046	2	16	3	52
PE131047	1	0	 	 
PE131047	5	0	 	 
PE131047	6	0	 	 
PE131047	7	0	 	 
PE131047	9	0	 	 
PE131047	10	0	 	 
PE131048	1	21	3	182
PE131048	2	21	3	182
PE131051	1	0	 	 
PE131052	2	60	3	52
PE131054	1	60	3	52
PE131056	1	18	5	12
PE131061	4	0	 	 
PE131064	1	150	8	1
PE131064	3	5	3	52
PE131064	4	100	5	12
PE131064	5	0	 	 
PE131064	8	0	 	 
PE131064	9	0	 	 
PE131065	1	150	8	1
PE131065	4	0	 	 
PE131066	1	0	 	 
PE131067	20	0	 	 
PE131067	23	0	 	 
PE131068	1	0	 	 
PE131069	1	0	 	 
PE131070	2	70	8	1
PE131070	3	0	 	 
PE131070	4	0	 	 
PE131070	5	70	8	1
PE131070	6	0	 	 
PE131071	2	0	 	 
PE131072	1	100	8	1
PE131073	2	0	 	 
PE131073	17	0	 	 
PE131074	1	0	 	 
PE131076	1	1432	8	1
PE131076	6	1560	8	1
PE131079	1	 	 	 
PE131080	2	0	 	 
PE131080	8	0	 	 
PE131082	1	70	8	3
PE131082	2	5.5	2	145
PE131085	1	0	 	 
PE131086	1	0	 	 
PE131086	3	9	2	18
PE131087	1	0	 	 
PE131088	2	20	3	17
PE131088	19	0	 	 
PE131088	21	0	 	 
PE131088	22	60	3	8
PE131088	23	0	 	 
PE131090	3	80	8	1
PE131090	5	10	8	1
PE131091	7	300	8	1
PE131092	1	0	 	 
PE131092	2	5	2	260
PE131094	1	0	 	 
PE131094	2	0	 	 
PE131096	2	160	5	1
PE131096	3	120	5	12
PE131096	4	120	5	12
PE131096	6	120	5	12
PE131096	7	160	5	12
PE131096	8	120	5	12
PE131098	5	3900	8	1
PE131098	6	960	8	1
PE131099	6	0	 	 
PE131101	1	50	3	34
PE131102	1	200	7	1
PE131102	2	200	7	1
PE141001	1	0	 	 
PE141002	2	0	 	 
PE141003	1	0	 	 
PE141005	2	0	 	 
PE141007	1	0	 	 
PE141009	2	15	8	1
PE141011	1	200	7	2
PE141012	1	0	 	 
PE141013	2	54	3	12
PE141015	1	0	 	 
PE141015	2	15	3	52
PE141016	2	120	5	320
PE141016	3	45	5	160
PE141017	1	230	8	2
PE141018	1	0	 	 
PE141018	2	0	 	 
PE141020	1	0	 	 
PE141022	3	0	 	 
PE141023	1	200	8	1
PE141027	1	66	3	52
PE141028	1	400	5	12
PE141029	8	50	8	1
PE141031	1	0	 	 
PE141032	1	10	2	312
PE141033	1	30	7	2
PE141033	4	0	 	 
PE141034	4	0	 	 
PE141035	1	0	 	 
PE141036	6	1050	8	1
PE141037	1	48	8	1
PE141037	2	42	5	3
PE141038	7	0	 	 
PE141039	1	40	8	1
PE141041	1	30	7	2
PE141041	1	40	6	4
PE141041	1	100	7	2
PE141042	1	14	3	44
PE141042	6	0	 	 
PE141044	1	60	8	1
PE141047	1	180	7	2
PE141047	1	80	5	12
PE141048	2	100	5	12
PE141049	2	100	8	1
PE141050	6	7200	8	1
PE141050	7	0	 	 
PE141051	2	30	8	1
PE141052	1	0	 	 
PE141053	1	13.5	2	224
PE141054	1	0	 	 
PE141054	2	 	 	 
PE141055	1	10	6	3
PE141055	2	10	8	1
PE141055	3	0	 	 
PE141057	1	4080	8	1
PE141060	1	720	8	1
PE141061	1	640	8	8
PE141061	2	50	6	1
PE141063	1	0	 	 
PE141063	2	0	 	 
PE141064	1	0	 	 
PE141068	1	0	 	 
PE141069	1	240	5	12
PE141069	2	15	8	1
PE141070	2	100	8	1
PE141071	1	0	 	 
PE141072	1	0	 	 
PE141072	6	20	7	2
PE141073	3	20	3	26
PE141075	18	120	6	2
PE141077	1	100	8	1
PE141077	2	20	8	1
PE141077	3	0	 	 
PE141077	4	0	 	 
PE141078	1	80	5	12
PE141079	3	0	 	 
PE141080	1	69	3	48
PE141080	2	126	4	24
PE141081	5	0	 	 
PE141082	2	0	 	 
PE141084	1	0	 	 
PE141085	1	5	4	1
PE141086	1	100	7	2
PE141086	2	30	3	44
PE141087	4	0	 	 
PE141088	1	0	 	 
PE141089	2	210	8	1
PE141089	3	40	3	52
PE141089	4	0	 	 
PE141090	1	50	8	1
PE141090	2	350	8	1
PE141091	1	20	8	1
PE141091	1	28	8	1
PE141093	3	0	 	 
PE141093	5	0	 	 
PE141095	2	1740	8	1
PE141097	1	80	7	2
PE141097	2	50	6	2
PE141098	1	70	8	1
PE141099	2	144	5	6
PE141099	2	60	5	6
PE141101	1	120	8	1
PE141101	2	0	 	 
PE141102	2	26	3	26
PE141104	2	66	3	1
PE141104	3	70	7	2
PE141104	4	44	3	4
PE151002	2	0	 	 
PE151003	2	0	 	 
PE151005	7	15	2	30
PE151005	8	15	2	300
PE151007	1	300	5	3
PE151010	1	0	 	 
PE151011	1	10	2	60
PE151011	3	10	2	120
PE151011	4	10	2	120
PE151012	1	0	 	 
PE151014	2	0	 	 
PE151015	1	0	 	 
PE151016	1	0	 	 
PE151017	7	0	 	 
PE151018	1	15	3	30
PE151019	1	40	5	2
PE151019	6	40	5	2
PE151021	1	0	 	 
PE151022	2	240	8	1
PE151022	4	600	8	1
PE151022	9	180	8	1
PE151022	10	150	8	1
PE151023	1	0	 	 
PE151023	2	0	 	 
PE151023	4	0	 	 
PE151024	2	0	 	 
PE151026	1	0	 	 
PE151027	2	0	 	 
PE151028	1	3.5	2	28
PE151029	2	0	 	 
PE151030	1	50	3	21
PE151031	3	15	3	30
PE151032	1	7	2	317
PE151034	1	3	2	120
PE151035	17	0	 	 
PE151036	1	48	3	16
PE151037	1	0	 	 
PE151037	2	0	 	 
PE151041	1	0	 	 
PE151042	18	0	 	 
PE151045	1	0	 	 
PE151045	2	0	 	 
PE151046	1	0	 	 
PE151048	1	0	 	 
PE151048	3	0	 	 
PE151048	4	0	 	 
PE151049	2	7	2	312
PE151050	1	0	 	 
PE151052	1	0	 	 
PE151052	2	0	 	 
PE151061	11	150	8	1
PE151062	1	0	 	 
PE151064	1	0	 	 
PE151065	1	0	 	 
PE151065	2	0	 	 
PE151067	1	105	3	4
PE151068	3	0	 	 
PE151068	5	0	 	 
PE151070	1	0	 	 
PE151071	1	0	 	 
PE151072	1	5	2	36
PE151074	2	120	5	7
PE151077	2	0	 	 
PE151078	2	0	 	 
PE151082	1	90	8	1
PE151084	1	3	2	80
PE151084	16	4	2	250
PE151085	9	75	3	48
PE151086	1	30	3	52
PE151087	2	15	3	30
PE151087	4	15	3	20
PE151089	1	0	 	 
PE151092	1	25	8	1
PE151094	2	48	3	16
PE151094	2	24	3	14
PE151096	1	120	5	4
PE151101	1	0	 	 
PE151101	2	3.5	2	30
PE151102	17	0	 	 
PE151103	1	0	 	 
PE151105	1	390	8	1
PE151105	2	270	8	1
PE151107	1	0	 	 
PE151108	1	75	8	1
PE151109	1	64	5	4
PE151113	1	4	2	50
PE161001	1	432	8	1
PE161002	1	0	 	 
PE161003	1	0	 	 
PE161005	1	30	6	3
PE161006	1	0	 	 
PE161008	1	150	7	2
PE161010	1	50	6	1
PE161011	1	100	8	1
PE161012	1	0	 	 
PE161013	1	168	5	2
PE161013	1	150	8	1
PE161015	1	100	8	1
PE161016	3	15	3	12
PE161017	4	4	6	1
PE161018	1	21	3	52
PE161020	16	100	6	3
PE161021	1	0	 	 
PE161022	1	0	 	 
PE161023	1	0	 	 
PE161023	2	0	 	 
PE161024	1	0	 	 
PE161025	2	0	 	 
PE161026	2	0	 	 
PE161026	3	0	 	 
PE161029	1	0	 	 
PE161029	2	15	3	34
PE161030	1	0	 	 
PE161032	1	0	 	 
PE161033	1	0	 	 
PE161034	1	108	5	7
PE161035	1	60	8	1
PE161036	1	0	 	 
PE161037	1	0	 	 
PE161040	1	0	 	 
PE161041	1	0	 	 
PE161042	2	10	3	52
PE161042	3	45	3	26
PE161042	5	15	3	21
PE161043	1	0	 	 
PE161044	8	560	8	1
PE161046	1	30	8	1
PE161047	1	0	 	 
PE161048	1	0	 	 
PE161049	1	20	8	1
PE161051	1	50	8	1
PE161052	1	108	3	39
PE161053	1	90	5	12
PE161055	2	74.5	3	3
PE161055	3	100	8	1
PE161056	1	0	 	 
PE161057	1	0	 	 
PE161059	1	500	8	1
PE161060	1	0	 	 
PE161061	1	100	6	2
PE161062	1	210	8	1
PE161068	1	30	5	6
PE161069	6	0	 	 
PE161070	4	0	 	 
PE161073	5	480	8	1
PE161075	1	0	 	 
PE161076	1	0	 	 
PE161079	1	300	8	1
PE161081	1	0	 	 
PE161082	1	0	 	 
PE161082	1	0	 	 
PE161082	4	0	 	 
PE161083	1	0	 	 
PE161085	1	0	 	 
PE161087	1	0	 	 
PE161088	1	0	 	 
PE161089	1	0	 	 
PE161092	1	0	 	 
PE161092	3	0	 	 
PE161092	4	0	 	 
PE161094	1	2368	8	1
PE161095	1	500	8	1
PE161096	1	0	 	 
PE161100	1	0	 	 
PE161101	1	0	 	 
PE161103	1	30	5	1
PE161104	1	18	5	6
PE161107	1	0	 	 
PE171001	1	0	 	 
PE171002	1	0	 	 
PE171002	5	0	 	 
PE171003	1	50	8	1
PE171003	2	0	 	 
PE171004	1	0	 	 
PE171004	2	0	 	 
PE171005	2	120	8	1
PE171008	2	280	8	1
PE171010	1	0	 	 
PE171010	2	20	8	1
PE171011	2	0	 	 
PE171011	4	0	 	 
PE171014	2	0	 	 
PE171016	1	0	 	 
PE171016	2	0	 	 
PE171017	1	0	 	 
PE171018	1	30	3	17
PE171018	2	0	 	 
PE171022	1	0	 	 
PE171022	2	0	 	 
PE171025	1	8	2	120
PE171025	5	8	2	120
PE171026	1	0	 	 
PE171026	4	15	2	217
PE171027	1	0	 	 
PE171031	1	0	 	 
PE171032	1	400	8	1
PE171032	1	24	3	17
PE171034	1	12	3	9
PE171036	1	84	3	19
PE171037	4	0	 	 
PE171037	5	0	 	 
PE171039	2	0	 	 
PE171040	1	720	8	1
PE171040	2	0	 	 
PE171041	2	80	8	1
PE171042	1	0	 	 
PE171043	1	0	 	 
PE171044	1	0	 	 
PE171044	2	15	5	1
PE171046	1	0	 	 
PE171046	2	0	 	 
PE171049	1	105	3	26
PE171050	7	150	8	1
PE171055	1	0	 	 
PE171056	3	0	 	 
PE171060	1	0	 	 
PE171060	4	0	 	 
PE171060	5	0	 	 
PE171061	1	12	3	21
PE171065	2	0	 	 
PE171066	1	0	 	 
PE171067	4	300	5	10
PE171068	1	0	 	 
PE171069	1	0	 	 
PE171070	1	0	 	 
PE171072	1	0	 	 
PE171074	1	288	5	1
PE171075	1	160	8	1
PE171076	1	0	 	 
PE171078	1	100	8	1
PE171079	1	0	 	 
PE171081	2	660	8	1
PE171082	1	10	7	2
PE171083	1	675	5	12
PE171084	1	175	3	48
PE171085	1	300	5	10
PE171086	2	28	8	1
PE171087	1	0	 	 
PE171088	1	120	5	8
PE171088	3	0	 	 
PE171089	1	0	 	 
PE171090	3	65	3	4
PE171091	1	50	8	1
PE171092	2	0	 	 
PE171093	1	300	8	1
PE171094	1	96	5	10
PE171096	1	0	 	 
PE171096	2	0	 	 
PE171097	3	0	 	 
PE171099	1	0	 	 
PE171100	1	0	 	 
PE171101	1	0	 	 
PE171102	1	90	3	12
PE171103	1	15	3	13
PE171104	1	0	 	 
PE171105	1	50	5	12
PE171106	1	0	 	 
PE181003	2	40	8	1
PE181004	2	0	 	 
PE181005	1	0	 	 
PE181006	1	0	 	 
PE181008	2	0	 	 
PE181008	4	0	 	 
PE181009	1	0	 	 
PE181010	1	0	 	 
PE181011	1	0	 	 
PE181012	1	45	3	108
PE181013	1	0	 	 
PE181016	1	0	 	 
PE181017	1	0	 	 
PE181018	1	0	 	 
PE181019	1	15	3	9
PE181021	2	0	 	 
PE181021	4	0	 	 
PE181023	1	0	 	 
PE181024	1	0	 	 
PE181024	5	0	 	 
PE181024	6	0	 	 
PE181025	2	0	 	 
PE181027	1	0	 	 
PE181029	1	100	8	1
PE181030	1	0	 	 
PE181032	1	0	 	 
PE181033	1	0	 	 
PE181034	1	0	 	 
PE181038	16	0	 	 
PE181040	1	0	 	 
PE181041	1	0	 	 
PE181043	1	0	 	 
PE181043	4	0	 	 
PE181043	5	0	 	 
PE181043	6	0	 	 
PE181044	1	0	 	 
PE181046	1	15	3	17
PE181046	5	15	3	17
PE181048	1	0	 	 
PE181049	1	0	 	 
PE181051	1	18	3	17
PE181053	1	0	 	 
PE181054	1	0	 	 
PE181055	1	0	 	 
PE181056	1	0	 	 
PE181059	1	60	5	12
PE181060	1	0	 	 
PE181061	1	0	 	 
PE181062	1	0	 	 
PE181062	5	0	 	 
PE181064	1	140	5	9
PE181065	1	0	 	 
PE181066	1	0	 	 
PE181068	1	10	5	1
PE181069	1	180	8	1
PE181070	4	0	 	 
PE181071	1	120	5	9
PE181072	1	0	 	 
PE181074	1	0	 	 
PE181075	1	0	 	 
PE181076	3	15	6	1
PE181077	1	72	5	5
PE181078	1	3.5	2	72
PE181079	1	0	 	 
PE181080	1	0	 	 
PE181081	1	0	 	 
PE181086	1	12	3	17
PE181086	2	3	2	17
PE181087	1	0	 	 
PE181088	1	0	 	 
PE181088	3	0	 	 
PE181088	4	0	 	 
PE181089	2	0	 	 
PE181090	1	0	 	 
PE181091	1	0	 	 
PE181092	1	1000	8	1
PE181095	1	0	 	 
PE181096	1	18	3	 
PE181097	1	0	 	 
PE181097	2	0	 	 
PE181098	1	0	 	 
PE181098	2	0	 	 
PE181099	1	75	8	1
PE181099	3	75	8	1
PE181099	5	50	8	1
PE181099	6	50	8	1
PE181100	1	0	 	 
PE181101	1	0	 	 
PE181103	1	0	 	 
PE181104	1	0	 	 
PE181105	1	0	 	 
PE191001	2	0	 	 
PE191003	1	0	 	 
PE191003	2	0	 	 
PE191004	1	0	 	 
PE191007	1	360	5	12
PE191009	1	600	8	1
PE191012	1	0	 	 
PE191013	3	0	 	 
PE191013	4	0	 	 
PE191013	5	0	 	 
PE191013	8	0	 	 
PE191014	1	0	 	 
PE191015	1	0	 	 
PE191019	1	0	 	 
PE191020	1	0	 	 
PE191020	2	0	 	 
PE191021	1	140	8	1
PE191023	1	0	 	 
PE191023	2	0	 	 
PE191024	1	0	 	 
PE191025	1	400	8	3
PE191027	1	50	8	1
PE191028	1	2300	8	1
PE191030	2	20	8	1
PE191030	2	15	3	52
PE191030	2	100	8	1
PE191031	1	0	 	 
PE191032	2	0	 	 
PE191033	1	30	8	1
PE191034	1	300	5	12
PE191034	4	288	5	12
PE191036	1	0	 	 
PE191036	6	0	 	 
PE191038	1	0	 	 
PE191038	2	0	 	 
PE191039	2	0	 	 
PE191041	2	0	 	 
PE191044	11	0	 	 
PE191045	1	100	8	1
PE191045	2	 	 	 
PE191047	2	60	7	2
PE191048	1	 	 	 
PE191050	3	50	7	2
PE191051	1	100	3	6
PE191052	1	270	5	10
PE191052	5	196	5	12
PE191054	1	680	8	1
PE191058	1	0	 	 
PE191058	2	0	 	 
PE191058	3	0	 	 
PE191060	1	92	5	12
PE191061	1	0	 	 
PE191062	1	200	7	2
PE191063	1	0	 	 
PE191064	1	4608	8	1
PE191065	4	0	 	 
PE191068	1	35	3	48
PE191069	4	0	 	 
PE191070	1	0	 	 
PE191070	5	0	 	 
PE191070	6	0	 	 
PE191070	7	0	 	 
PE191071	1	30	8	1
PE191073	1	200	8	1
PE191076	2	0	 	 
PE191077	2	0	 	 
PE191080	1	0	 	 
PE191081	6	0	 	 
PE191082	1	300	8	1
PE191082	2	250	8	1
PE191083	1	30	8	1
PE191083	3	30	8	1
PE191084	2	0	 	 
PE191085	1	240	5	12
PE191086	1	0	 	 
PE191087	1	0	 	 
PE191087	16	600	8	1
PE191088	2	100	7	2
PE191089	1	0	 	 
PE191090	5	31	3	260
PE191090	6	31	3	260
PE191091	9	576	8	1
PE191092	1	24	5	1
PE191094	1	780	8	1
PE191096	1	0	 	 
PE191097	1	0	 	 
PE191097	2	0	 	 
PE191097	5	0	 	 
PE191098	2	0	 	 
PE191099	2	0	 	 
PE191100	2	0	 	 
PE191101	1	40	3	12
PE191104	1	0	 	 
PE191104	2	0	 	 
PE201001	1	300	7	1
PE201001	1	300	5	1
PE201003	2	0	 	 
PE201005	3	135	5	2
PE201007	1	0	 	 
PE201011	2	3.5	3	39
PE201012	1	0	 	 
PE201013	1	50	8	1
PE201013	2	150	3	11
PE201015	8	200	8	1
PE201021	1	0	 	 
PE201022	1	0	 	 
PE201023	1	0	 	 
PE201024	1	2380	8	1
PE201024	2	80	8	1
PE201025	1	80	5	12
PE201025	2	0	 	 
PE201027	6	 	 	 
PE201029	1	0	 	 
PE201032	2	33	3	2
PE201033	1	200	7	2
PE201033	2	50	6	2
PE201034	1	1865	7	1
PE201037	16	1000	8	1
PE201038	1	300	5	4
PE201039	2	40	8	1
PE201041	1	0	 	 
PE201043	1	20	8	1
PE201044	1	50	7	2
PE201050	1	0	 	 
PE201052	2	0	 	 
PE201053	1	0	 	 
PE201053	2	0	 	 
PE201056	3	0	 	 
PE201057	1	0	 	 
PE201058	1	0	 	 
PE201063	1	1000	5	12
PE201065	1	0	 	 
PE201070	1	40	8	1
PE201070	2	45	3	26
PE201072	1	0	 	 
PE201073	1	0	 	 
PE201075	1	182	5	12
PE201075	1	60	5	12
PE201077	2	0	 	 
PE201078	1	500	8	1
PE201080	16	0	 	 
PE201083	1	0	 	 
PE201086	2	48	3	52
PE201087	2	0	 	 
PE201090	1	12.5	3	26
PE201092	1	250	6	4
PE201092	1	10.5	2	312
PE201092	2	0	 	 
PE201093	17	1680	7	7
PE201093	17	200	7	7
PE201096	2	20	8	1
PE201096	3	36	3	52
PE201099	1	1200	7	1
PE201100	1	0	 	 
