childid	monincid	montypr3	mnclssr3	monpebr3
PE071015	1	6	1	13
PE071015	2	7	2	7
PE071017	1	12	1	20
PE071018	1	6	1	20
PE071019	1	9	1	15
PE071019	2	7	2	5
PE071020	1	12	1	20
PE071021	1	12	1	20
PE071022	1	12	1	20
PE071023	1	12	1	20
PE071024	1	12	1	15
PE071024	2	10	2	5
PE071024	3	9	3	0
PE071025	1	12	1	12
PE071025	2	9	2	5
PE071025	3	6	3	3
PE071026	1	9	1	11
PE071026	2	12	2	9
PE071028	1	12	1	20
PE071029	1	12	1	12
PE071029	2	9	2	8
PE071030	1	6	1	16
PE071030	2	9	2	4
PE071031	1	9	1	20
PE071032	1	1	1	12
PE071032	2	9	2	8
PE071033	1	12	1	20
PE071034	1	12	1	20
PE071035	1	12	1	15
PE071035	2	7	2	4
PE071035	3	9	3	1
PE071036	1	12	1	12
PE071036	2	11	2	8
PE071037	1	12	1	7
PE071037	2	1	2	6
PE071037	3	7	3	5
PE071037	4	4	4	2
PE071038	1	7	1	20
PE071039	1	12	1	20
PE071040	1	12	1	20
PE071041	1	12	1	20
PE071042	1	12	1	20
PE071043	1	8	1	20
PE071044	1	12	1	17
PE071044	2	9	2	3
PE071045	1	12	1	20
PE071046	1	6	1	12
PE071046	2	12	2	8
PE071047	1	12	1	14
PE071047	2	9	2	6
PE071048	1	9	1	12
PE071048	2	7	2	8
PE071049	1	12	1	12
PE071049	2	7	2	8
PE071050	1	7	1	20
PE071051	1	12	1	10
PE071051	2	9	2	10
PE071052	1	12	1	14
PE071052	2	6	2	6
PE071053	1	12	1	20
PE071054	1	6	1	12
PE071054	2	12	2	8
PE071055	1	12	1	20
PE071056	1	8	1	19
PE071056	2	12	2	1
PE071057	1	12	1	20
PE071058	1	8	1	10
PE071058	2	7	2	6
PE071058	3	12	3	4
PE071059	1	9	1	11
PE071059	2	12	2	5
PE071059	3	7	3	4
PE071060	1	12	1	20
PE071061	1	12	1	12
PE071061	2	7	2	8
PE071062	1	9	1	13
PE071062	2	10	2	7
PE071064	1	12	1	20
PE071066	1	12	1	18
PE071066	2	9	2	2
PE071067	1	6	1	20
PE071068	1	12	1	20
PE071069	1	12	1	13
PE071069	2	6	2	7
PE071070	1	12	1	20
PE071071	1	12	1	20
PE071072	1	12	1	11
PE071072	2	11	2	3
PE071072	3	7	3	2
PE071072	4	1	4	2
PE071072	5	2	5	2
PE071073	1	7	1	12
PE071073	2	12	2	8
PE071074	1	9	1	15
PE071074	2	7	2	5
PE071075	1	12	1	20
PE071076	1	9	1	12
PE071076	2	12	2	8
PE071077	1	9	1	15
PE071077	2	10	2	5
PE071078	1	11	1	16
PE071078	2	6	2	4
PE071079	1	6	1	15
PE071079	2	12	2	5
PE071080	1	12	1	14
PE071080	2	6	2	6
PE071081	1	12	1	20
PE071081	2	7	2	0
PE071082	1	9	1	19
PE071082	2	2	2	1
PE071083	1	7	1	10
PE071083	2	12	2	6
PE071083	3	6	3	4
PE071084	1	12	1	14
PE071084	2	9	7	6
PE071086	1	7	1	20
PE071086	2	6	2	0
PE071087	1	12	1	20
PE071088	1	12	1	13
PE071088	2	9	2	7
PE071089	1	12	1	12
PE071089	2	9	2	8
PE071090	1	12	1	20
PE071091	1	12	1	10
PE071091	2	9	2	7
PE071091	3	7	3	3
PE071092	1	6	1	9
PE071092	2	9	2	8
PE071092	3	7	3	3
PE071092	4	12	4	0
PE071093	1	12	1	20
PE071094	1	12	1	12
PE071094	2	7	2	5
PE071094	3	9	3	3
PE071095	1	12	1	19
PE071095	2	7	2	1
PE071096	1	12	1	12
PE071096	2	9	2	8
PE071097	1	6	1	20
PE071098	1	12	1	14
PE071098	2	9	2	6
PE071099	1	12	1	20
PE071100	1	12	1	20
PE071101	1	12	1	14
PE071101	2	7	2	6
PE071102	1	12	1	10
PE071102	2	6	2	9
PE071102	3	9	3	1
PE071103	1	12	1	18
PE071103	2	6	2	1
PE071103	3	9	3	1
PE071104	1	12	1	20
PE071105	1	12	1	20
PE071106	1	12	1	12
PE071106	2	7	2	8
PE071109	1	9	1	9
PE071109	2	7	2	7
PE071109	3	12	3	4
PE081001	1	8	1	13
PE081001	2	7	2	7
PE081002	1	12	1	20
PE081004	1	8	1	15
PE081004	2	12	2	5
PE081005	1	12	1	20
PE081006	1	12	1	16
PE081006	2	7	2	4
PE081007	1	7	1	19
PE081007	2	12	2	1
PE081008	1	12	1	20
PE081009	1	12	1	20
PE081010	1	9	1	20
PE081011	1	9	1	9
PE081011	2	6	2	6
PE081011	3	12	3	5
PE081012	1	12	1	12
PE081012	2	7	2	8
PE081013	1	12	1	20
PE081014	1	12	1	12
PE081014	2	6	2	8
PE081015	1	12	1	13
PE081015	2	9	2	7
PE081016	1	12	1	20
PE081017	1	6	1	20
PE081018	1	7	1	20
PE081019	1	6	1	20
PE081020	1	12	1	8
PE081020	2	9	2	7
PE081020	3	7	3	5
PE081021	1	12	1	20
PE081022	1	7	1	12
PE081022	2	12	2	8
PE081023	1	12	1	20
PE081025	1	9	1	9
PE081025	2	7	2	6
PE081025	3	12	3	3
PE081025	4	1	4	2
PE081026	1	7	1	13
PE081026	2	9	2	7
PE081027	1	9	1	15
PE081027	2	12	2	5
PE081028	1	7	1	16
PE081028	2	9	2	4
PE081029	1	7	1	20
PE081030	1	7	1	12
PE081030	2	12	2	8
PE081031	1	12	1	14
PE081031	2	7	2	6
PE081032	1	12	1	16
PE081032	2	7	2	4
PE081033	1	9	1	14
PE081033	2	11	2	6
PE081034	1	9	1	14
PE081034	2	12	2	6
PE081035	1	12	1	20
PE081036	1	12	1	12
PE081036	2	6	2	8
PE081037	1	9	1	20
PE081038	1	12	1	20
PE081040	1	12	1	14
PE081040	2	7	2	6
PE081041	1	6	1	15
PE081041	2	12	2	5
PE081042	1	7	1	11
PE081042	2	12	2	9
PE081043	1	12	1	20
PE081044	1	7	2	12
PE081044	2	12	2	8
PE081045	1	12	1	16
PE081045	2	6	2	4
PE081046	1	12	1	20
PE081047	1	12	1	14
PE081047	2	6	2	6
PE081049	1	9	1	14
PE081049	2	12	2	6
PE081050	1	9	1	9
PE081050	2	12	2	6
PE081050	3	6	3	5
PE081051	1	12	1	20
PE081052	1	12	1	13
PE081052	2	7	2	7
PE081053	1	7	1	20
PE081054	1	12	1	20
PE081055	1	7	1	15
PE081055	2	12	2	5
PE081056	1	7	1	15
PE081056	2	12	2	5
PE081057	1	12	1	20
PE081058	1	9	1	20
PE081059	1	9	1	20
PE081060	1	12	1	20
PE081061	1	12	1	16
PE081061	2	9	2	4
PE081062	1	12	1	20
PE081063	1	12	1	9
PE081063	2	6	2	7
PE081063	3	9	3	4
PE081064	1	7	1	18
PE081064	2	9	2	2
PE081065	1	12	1	12
PE081065	2	7	2	8
PE081066	1	6	1	20
PE081067	1	11	1	20
PE081068	1	6	1	12
PE081068	2	12	2	8
PE081069	1	12	1	20
PE081070	1	6	1	10
PE081070	2	9	2	9
PE081070	3	12	3	1
PE081071	1	9	1	20
PE081072	1	9	1	14
PE081072	2	12	2	6
PE081073	1	12	1	20
PE081074	1	6	1	9
PE081074	2	12	2	6
PE081074	3	9	3	3
PE081074	4	7	4	2
PE081075	1	9	1	18
PE081075	2	12	2	2
PE081076	1	12	1	20
PE081077	1	2	1	18
PE081077	2	12	2	1
PE081077	3	9	3	1
PE081078	1	12	1	20
PE081079	1	7	1	13
PE081079	2	12	2	7
PE081080	1	7	1	15
PE081080	2	12	2	5
PE081081	1	7	1	18
PE081081	2	9	2	2
PE081082	1	6	1	15
PE081082	2	8	2	5
PE081083	1	6	1	20
PE081084	1	12	1	20
PE081086	1	9	1	14
PE081086	2	12	2	6
PE081087	1	9	1	15
PE081087	2	12	2	5
PE081088	1	12	1	13
PE081088	2	9	2	7
PE081089	1	6	1	15
PE081089	2	7	2	5
PE081090	1	9	1	20
PE081091	1	12	1	14
PE081091	2	9	2	5
PE081091	3	6	3	1
PE081092	1	12	1	15
PE081092	2	7	2	5
PE081093	1	12	1	15
PE081093	2	7	2	5
PE081095	1	9	1	12
PE081095	2	12	2	6
PE081095	3	7	3	2
PE081096	1	6	1	15
PE081096	2	12	2	5
PE081098	1	6	1	20
PE081099	1	12	1	20
PE081102	1	12	1	20
PE091001	1	11	1	15
PE091001	2	2	2	5
PE091002	1	7	1	9
PE091002	2	2	2	6
PE091002	3	1	3	5
PE091003	1	1	1	11
PE091003	2	11	2	9
PE091004	1	1	1	6
PE091004	2	2	2	4
PE091004	3	7	3	5
PE091004	4	12	4	5
PE091006	1	12	1	8
PE091006	2	2	2	7
PE091006	3	11	3	5
PE091007	1	11	1	10
PE091007	2	2	2	6
PE091007	3	1	3	4
PE091008	1	11	1	10
PE091008	2	1	2	7
PE091008	3	7	3	3
PE091009	1	12	1	20
PE091010	1	8	1	15
PE091010	2	7	2	5
PE091011	1	11	1	20
PE091012	1	1	1	14
PE091012	2	12	2	6
PE091012	3	11	3	0
PE091012	4	2	4	0
PE091013	1	12	1	20
PE091014	1	1	1	12
PE091014	2	11	2	8
PE091015	1	12	1	13
PE091015	2	9	2	7
PE091016	1	9	1	13
PE091016	2	1	2	7
PE091017	1	9	1	20
PE091018	1	9	1	14
PE091018	2	7	2	6
PE091019	1	1	1	20
PE091020	1	1	1	20
PE091022	1	12	1	12
PE091022	2	11	2	8
PE091023	1	11	1	10
PE091023	2	2	2	6
PE091023	3	1	3	4
PE091024	1	1	1	11
PE091024	2	9	2	9
PE091025	1	7	1	10
PE091025	2	12	2	4
PE091025	3	2	3	3
PE091025	4	1	4	2
PE091025	5	9	5	1
PE091026	1	11	1	20
PE091026	2	9	2	0
PE091027	1	12	1	20
PE091028	1	12	1	20
PE091029	1	12	1	20
PE091030	1	11	1	9
PE091030	2	7	2	6
PE091030	3	2	3	5
PE091031	1	12	1	20
PE091032	1	11	1	20
PE091033	1	11	1	20
PE091034	1	9	1	12
PE091034	2	1	2	8
PE091035	1	12	1	20
PE091036	1	11	1	20
PE091037	1	12	1	11
PE091037	2	1	2	5
PE091037	3	2	3	4
PE091038	1	7	1	20
PE091039	1	6	1	13
PE091039	2	12	2	5
PE091039	3	2	3	2
PE091040	1	11	1	11
PE091040	2	1	2	6
PE091040	3	2	3	3
PE091041	1	11	1	14
PE091041	2	2	2	6
PE091042	1	12	1	17
PE091042	2	9	2	3
PE091043	1	12	1	9
PE091043	2	2	2	5
PE091043	3	7	3	4
PE091043	4	11	4	2
PE091044	1	12	1	12
PE091044	2	2	2	8
PE091045	1	11	1	10
PE091045	2	7	2	5
PE091045	3	2	3	3
PE091045	4	1	4	2
PE091046	1	11	1	20
PE091047	1	11	1	20
PE091048	1	11	1	14
PE091048	2	2	2	6
PE091049	1	12	1	20
PE091050	1	2	1	12
PE091050	2	11	2	8
PE091051	1	11	1	16
PE091051	2	2	2	4
PE091052	1	11	1	12
PE091052	2	1	2	4
PE091052	3	2	3	4
PE091053	1	11	1	10
PE091053	2	7	2	5
PE091053	3	1	3	5
PE091054	1	11	1	20
PE091055	1	11	1	20
PE091056	1	7	1	15
PE091056	2	12	2	3
PE091056	3	6	3	2
PE091057	1	11	1	12
PE091057	2	1	2	8
PE091058	1	11	1	12
PE091058	2	2	2	8
PE091059	1	11	1	8
PE091059	2	9	2	7
PE091059	3	6	3	5
PE091060	1	12	1	10
PE091060	2	2	2	6
PE091060	3	9	3	4
PE091061	1	12	1	12
PE091061	2	2	2	8
PE091062	1	2	1	11
PE091062	2	1	2	9
PE091063	1	11	1	20
PE091063	2	2	2	0
PE091064	1	11	1	17
PE091064	2	2	2	3
PE091065	1	11	1	10
PE091065	2	1	2	5
PE091065	3	2	3	5
PE091066	1	11	1	12
PE091066	2	1	2	8
PE091066	3	7	3	0
PE091067	1	11	1	12
PE091067	2	1	2	8
PE091068	1	11	1	12
PE091068	2	12	2	4
PE091068	3	7	3	4
PE091069	1	11	1	12
PE091069	2	2	2	5
PE091069	3	1	3	3
PE091071	1	2	1	20
PE091072	1	11	1	13
PE091072	2	1	2	7
PE091073	1	12	1	8
PE091073	2	1	2	5
PE091073	3	2	3	4
PE091073	4	9	4	3
PE091074	1	11	1	20
PE091074	2	7	2	0
PE091075	1	12	1	20
PE091076	1	11	1	13
PE091076	2	12	2	7
PE091077	1	9	1	20
PE091078	1	11	1	10
PE091078	2	1	2	6
PE091078	3	2	3	4
PE091079	1	7	1	11
PE091079	2	11	2	5
PE091079	3	1	3	4
PE091080	1	11	1	15
PE091080	2	2	2	5
PE091081	1	11	1	14
PE091081	2	1	2	6
PE091082	1	7	1	7
PE091082	2	6	2	6
PE091082	3	12	3	4
PE091082	4	1	4	3
PE091083	1	11	1	20
PE091085	1	11	1	20
PE091086	1	11	1	20
PE091087	1	11	1	20
PE091088	1	12	1	12
PE091088	2	1	2	8
PE091089	1	12	1	20
PE091090	1	11	1	10
PE091090	2	7	2	6
PE091090	3	8	3	4
PE091091	1	11	1	20
PE091092	1	1	1	13
PE091092	2	11	2	4
PE091092	3	2	3	3
PE091093	1	11	1	10
PE091093	2	12	2	6
PE091093	3	2	3	4
PE091094	1	1	1	12
PE091094	2	11	2	8
PE091095	1	12	1	20
PE091096	1	7	1	16
PE091096	2	11	2	4
PE091097	1	1	1	12
PE091097	2	11	2	8
PE091098	1	11	1	15
PE091098	2	1	2	5
PE091099	1	11	1	18
PE091099	2	2	2	2
PE091100	1	11	1	12
PE091100	2	1	2	6
PE091100	3	2	3	2
PE091101	1	11	1	20
PE091102	1	11	1	12
PE091102	2	2	2	8
PE091103	1	11	1	10
PE091103	2	7	2	6
PE091103	3	1	3	4
PE101001	1	12	1	20
PE101002	1	12	1	13
PE101002	2	1	2	7
PE101003	1	12	1	20
PE101004	1	12	1	20
PE101005	1	9	1	20
PE101006	1	12	1	12
PE101006	2	7	2	8
PE101007	1	12	1	13
PE101007	2	9	2	7
PE101008	1	12	1	10
PE101008	2	6	2	5
PE101008	3	7	3	5
PE101009	1	6	1	12
PE101009	2	12	2	8
PE101010	1	12	1	20
PE101011	1	12	1	20
PE101012	1	12	1	20
PE101013	1	12	1	15
PE101013	2	9	2	5
PE101014	1	12	1	12
PE101014	2	8	2	5
PE101014	3	7	3	3
PE101015	1	7	1	10
PE101015	2	12	2	10
PE101016	1	9	1	15
PE101016	2	7	2	5
PE101016	3	12	3	0
PE101017	1	9	1	20
PE101018	1	9	1	13
PE101018	2	8	2	7
PE101019	1	12	1	12
PE101019	2	7	2	8
PE101020	1	12	1	20
PE101021	1	7	1	20
PE101022	1	8	1	14
PE101022	2	7	2	4
PE101022	3	6	3	2
PE101023	1	12	1	14
PE101023	2	9	2	6
PE101024	1	12	1	14
PE101024	2	8	2	6
PE101025	1	12	1	20
PE101026	1	6	1	20
PE101027	1	9	1	20
PE101028	1	12	1	12
PE101028	2	9	2	8
PE101029	1	12	1	20
PE101030	1	12	1	20
PE101031	1	12	1	16
PE101031	2	7	2	4
PE101032	1	11	1	20
PE101033	1	12	1	20
PE101034	1	7	1	20
PE101036	1	12	1	20
PE101037	1	12	1	20
PE101039	1	7	1	20
PE101040	1	12	1	10
PE101040	2	7	2	6
PE101040	3	2	3	4
PE101041	1	12	1	16
PE101041	2	7	2	4
PE101043	1	12	1	20
PE101044	1	12	1	20
PE101045	1	9	1	10
PE101045	2	10	2	5
PE101045	3	12	3	5
PE101046	1	12	1	20
PE101048	1	12	1	12
PE101048	2	7	2	6
PE101048	3	9	3	2
PE101049	1	12	1	13
PE101049	2	7	2	7
PE101050	1	12	1	13
PE101050	2	7	2	7
PE101051	1	9	1	8
PE101051	2	12	2	7
PE101051	3	7	3	5
PE101052	1	12	1	20
PE101053	1	12	1	20
PE101054	1	7	1	20
PE101055	1	11	1	13
PE101055	2	9	2	7
PE101056	1	9	1	8
PE101056	2	7	2	5
PE101056	3	12	3	4
PE101056	4	8	4	3
PE101057	1	9	1	20
PE101058	1	8	1	20
PE101059	1	6	1	13
PE101059	2	7	2	7
PE101060	1	6	1	20
PE101061	1	12	1	20
PE101062	1	9	1	15
PE101062	2	7	2	5
PE101063	1	12	1	15
PE101063	2	7	2	5
PE101064	1	12	1	12
PE101064	2	8	2	8
PE101065	1	7	1	13
PE101065	2	12	2	5
PE101065	3	1	3	2
PE101066	1	12	1	20
PE101067	1	12	1	10
PE101067	2	9	2	6
PE101067	3	7	3	4
PE101068	1	12	1	20
PE101070	1	9	1	20
PE101071	1	11	1	12
PE101071	2	1	2	8
PE101072	1	12	1	20
PE101073	1	12	1	12
PE101073	2	9	2	8
PE101074	1	7	1	10
PE101074	2	12	2	5
PE101074	3	2	3	3
PE101074	4	1	4	2
PE101075	1	12	1	12
PE101075	2	7	2	8
PE101076	1	11	1	12
PE101076	2	7	2	8
PE101077	1	12	1	15
PE101077	2	9	2	5
PE101078	1	5	1	11
PE101078	2	12	2	6
PE101078	3	9	3	3
PE101079	1	7	1	20
PE101080	1	12	1	13
PE101080	2	7	2	7
PE101081	1	9	1	20
PE101082	1	12	1	17
PE101082	2	9	2	3
PE101083	1	7	1	20
PE101084	1	12	1	13
PE101084	2	9	2	7
PE101085	1	12	1	12
PE101085	2	7	2	8
PE101086	1	12	1	20
PE101087	1	7	1	13
PE101087	2	9	2	7
PE101088	1	8	1	14
PE101088	2	9	2	3
PE101088	3	12	2	2
PE101088	4	1	4	1
PE101089	1	12	1	18
PE101089	2	9	2	2
PE101090	1	7	1	20
PE101091	1	12	1	20
PE101092	1	12	1	11
PE101092	2	7	2	9
PE101093	1	12	1	20
PE101094	1	9	1	17
PE101094	2	12	2	3
PE101095	1	7	1	12
PE101095	2	12	2	8
PE101096	1	12	1	14
PE101096	2	9	2	6
PE101097	1	9	1	18
PE101097	2	7	2	2
PE101098	1	7	1	14
PE101098	2	12	2	6
PE101099	1	12	1	11
PE101099	2	8	2	9
PE101100	1	9	1	14
PE101100	2	12	2	6
PE101101	1	12	1	14
PE101101	2	9	2	6
PE101102	1	9	1	20
PE101103	1	12	1	20
PE101104	1	9	1	12
PE101104	2	7	2	8
PE101105	1	7	1	20
PE111002	1	7	1	8
PE111002	2	11	2	6
PE111002	3	12	3	6
PE111003	1	6	1	13
PE111003	2	1	2	7
PE111004	1	12	1	18
PE111004	2	9	2	2
PE111005	1	11	1	20
PE111006	1	12	1	20
PE111007	1	12	1	14
PE111007	2	7	2	6
PE111008	1	12	1	11
PE111008	2	1	2	9
PE111009	1	12	1	7
PE111009	2	2	2	5
PE111009	3	7	3	5
PE111009	4	6	4	3
PE111010	1	12	1	16
PE111010	2	1	2	4
PE111011	1	12	1	12
PE111011	2	11	2	5
PE111011	3	1	3	3
PE111012	1	12	1	13
PE111012	2	9	2	7
PE111013	1	11	1	9
PE111013	2	1	2	8
PE111013	3	12	3	3
PE111014	1	11	1	8
PE111014	2	12	2	5
PE111014	3	7	3	4
PE111014	4	2	4	3
PE111015	1	7	1	20
PE111016	1	11	1	20
PE111017	1	11	1	20
PE111019	1	9	1	10
PE111019	2	12	2	7
PE111019	3	6	3	3
PE111020	1	11	1	20
PE111021	1	11	1	18
PE111021	2	2	2	2
PE111022	1	6	1	16
PE111022	2	12	2	4
PE111024	1	12	1	14
PE111024	2	1	2	6
PE111027	1	9	1	8
PE111027	2	7	2	7
PE111027	3	12	3	5
PE111028	1	1	1	8
PE111028	2	9	2	6
PE111028	3	11	3	6
PE111032	1	1	1	12
PE111032	2	7	2	8
PE111033	1	11	1	20
PE111034	1	11	1	20
PE111035	1	11	1	20
PE111036	1	12	1	14
PE111036	2	7	2	6
PE111037	1	9	1	20
PE111038	1	11	1	20
PE111039	1	11	1	13
PE111039	2	2	2	7
PE111040	1	12	1	15
PE111040	2	9	2	5
PE111041	1	11	1	20
PE111042	1	9	1	15
PE111042	2	7	2	5
PE111044	1	12	1	20
PE111045	1	12	1	15
PE111045	2	7	2	5
PE111046	1	11	1	20
PE111047	1	11	1	20
PE111048	1	12	1	20
PE111049	1	2	1	11
PE111049	2	1	2	9
PE111050	1	11	1	20
PE111052	1	12	1	20
PE111054	1	11	1	20
PE111056	1	11	1	12
PE111056	2	7	2	6
PE111056	3	2	3	2
PE111057	1	12	1	20
PE111058	1	12	1	20
PE111059	1	7	1	12
PE111059	2	12	2	8
PE111060	1	12	1	13
PE111060	2	7	2	7
PE111061	1	11	1	15
PE111061	2	2	2	5
PE111062	1	12	1	15
PE111062	2	9	2	5
PE111063	1	12	1	9
PE111063	2	3	2	6
PE111063	3	11	3	5
PE111064	1	12	1	16
PE111064	2	8	2	4
PE111065	1	9	1	10
PE111065	2	7	2	6
PE111065	3	11	3	4
PE111066	1	11	1	20
PE111067	1	12	1	20
PE111068	1	12	1	16
PE111068	2	7	2	4
PE111069	1	11	1	11
PE111069	2	1	2	9
PE111070	1	9	1	20
PE111071	1	12	1	15
PE111071	2	9	2	5
PE111072	1	7	1	20
PE111074	1	1	1	14
PE111074	2	11	2	6
PE111076	1	12	1	20
PE111077	1	12	1	20
PE111079	1	11	1	10
PE111079	2	1	2	6
PE111079	3	7	3	4
PE111080	1	11	1	20
PE111081	1	11	1	20
PE111082	1	7	1	20
PE111083	1	7	1	20
PE111085	1	12	1	20
PE111087	1	12	1	12
PE111087	2	1	2	8
PE111089	1	12	1	20
PE111090	1	11	1	13
PE111090	2	1	2	7
PE111091	1	11	1	20
PE111092	1	11	1	20
PE111093	1	11	1	20
PE111094	1	12	1	20
PE111095	1	11	1	20
PE111096	1	2	1	10
PE111096	2	1	2	7
PE111096	3	11	3	3
PE111097	1	11	1	11
PE111097	2	12	2	9
PE111098	1	11	1	20
PE111099	1	12	1	13
PE111099	2	11	2	5
PE111099	3	2	3	2
PE111100	1	12	1	9
PE111100	2	11	2	6
PE111100	3	2	3	5
PE111101	1	9	1	15
PE111101	2	12	2	5
PE111102	1	2	1	9
PE111102	2	7	2	7
PE111102	3	11	3	4
PE121001	1	7	1	14
PE121001	2	6	2	6
PE121002	1	9	1	20
PE121003	1	9	1	13
PE121003	2	12	2	7
PE121004	1	6	1	12
PE121004	2	7	2	8
PE121005	1	12	1	20
PE121006	1	9	1	20
PE121007	1	12	1	20
PE121008	1	7	1	12
PE121008	2	6	2	8
PE121009	1	9	1	9
PE121009	2	10	2	6
PE121009	3	12	3	5
PE121010	1	12	1	20
PE121011	1	12	1	13
PE121011	2	6	2	7
PE121012	1	12	1	16
PE121012	2	7	2	4
PE121013	1	12	1	20
PE121014	1	12	1	20
PE121015	1	9	1	20
PE121016	1	9	1	13
PE121016	2	12	2	7
PE121017	1	8	1	11
PE121017	2	12	2	7
PE121017	3	7	3	2
PE121018	1	12	1	20
PE121019	1	9	1	20
PE121020	1	7	1	20
PE121021	1	12	1	8
PE121021	2	9	2	7
PE121021	3	8	3	5
PE121021	4	6	4	0
PE121022	1	12	1	20
PE121023	1	9	1	20
PE121024	1	6	1	20
PE121025	1	12	1	20
PE121026	1	7	1	12
PE121026	2	12	2	8
PE121027	1	12	1	13
PE121027	2	9	2	6
PE121027	3	7	3	1
PE121028	1	6	1	20
PE121029	1	7	1	20
PE121030	1	8	1	11
PE121030	2	12	2	9
PE121031	1	6	1	20
PE121032	1	12	1	20
PE121033	1	6	1	20
PE121034	1	7	1	16
PE121034	2	6	2	4
PE121035	1	12	1	14
PE121035	2	7	2	5
PE121035	3	9	3	1
PE121036	1	12	1	20
PE121037	1	12	1	13
PE121037	2	7	2	7
PE121038	1	7	1	12
PE121038	2	12	2	8
PE121039	1	7	1	20
PE121040	1	9	1	14
PE121040	2	7	2	6
PE121041	1	12	1	20
PE121042	1	12	1	16
PE121042	2	9	2	4
PE121043	1	12	1	15
PE121043	2	1	2	5
PE121044	1	9	1	14
PE121044	2	12	2	6
PE121045	1	12	1	20
PE121046	1	12	1	11
PE121046	2	10	2	9
PE121047	1	9	1	15
PE121047	2	12	2	5
PE121048	1	12	1	20
PE121049	1	7	1	20
PE121050	1	12	1	20
PE121052	1	12	1	20
PE121053	1	12	1	17
PE121053	2	8	2	3
PE121054	1	6	1	20
PE121055	1	9	1	12
PE121055	2	12	2	8
PE121056	1	12	1	20
PE121057	1	6	1	18
PE121057	2	12	2	2
PE121058	1	9	1	9
PE121058	2	12	2	6
PE121058	3	7	3	5
PE121059	1	7	1	20
PE121060	1	7	1	15
PE121060	2	12	2	5
PE121061	1	6	1	15
PE121061	2	10	2	5
PE121062	1	12	1	14
PE121062	2	7	2	6
PE121063	1	6	1	20
PE121064	1	12	1	20
PE121065	1	12	1	9
PE121065	2	9	2	7
PE121065	3	7	3	4
PE121066	1	7	1	20
PE121067	1	12	1	20
PE121068	1	12	1	20
PE121070	1	8	1	11
PE121070	2	9	2	9
PE121071	1	7	1	8
PE121071	2	9	2	7
PE121071	3	12	3	5
PE121072	1	8	1	11
PE121072	2	12	2	9
PE121073	1	12	1	16
PE121073	2	7	2	4
PE121074	1	7	1	13
PE121074	2	12	2	7
PE121075	1	7	1	20
PE121076	1	12	1	20
PE121077	1	7	1	20
PE121078	1	7	1	20
PE121079	1	12	1	20
PE121080	1	12	1	20
PE121081	1	12	1	12
PE121081	2	7	2	8
PE121082	1	12	1	20
PE121083	1	7	1	20
PE121084	1	6	1	15
PE121084	2	12	2	5
PE121085	1	12	1	20
PE121086	1	8	1	20
PE121087	1	8	1	20
PE121088	1	8	1	20
PE121089	1	12	1	20
PE121090	1	12	1	10
PE121090	2	9	2	6
PE121090	3	7	3	4
PE121091	1	12	1	20
PE121092	1	7	1	20
PE121093	1	6	1	20
PE121094	1	11	1	20
PE121096	1	8	1	20
PE121097	1	7	1	20
PE121098	1	7	1	12
PE121098	2	12	2	8
PE121099	1	12	1	20
PE121101	1	9	1	12
PE121101	2	12	2	8
PE131001	1	12	1	20
PE131002	1	7	1	12
PE131002	2	9	2	6
PE131002	3	12	3	2
PE131003	1	6	1	20
PE131004	1	12	1	14
PE131004	2	6	2	6
PE131005	1	6	1	15
PE131005	2	12	2	5
PE131006	1	7	1	20
PE131007	1	9	1	9
PE131007	2	6	2	6
PE131007	3	12	3	5
PE131008	1	12	1	18
PE131008	2	7	2	2
PE131009	1	8	1	12
PE131009	2	12	2	8
PE131010	1	9	1	14
PE131010	2	12	2	6
PE131011	1	12	1	13
PE131011	2	7	2	7
PE131012	1	12	1	20
PE131013	1	9	1	20
PE131014	1	12	1	20
PE131015	1	12	1	20
PE131016	1	7	1	12
PE131016	2	12	2	8
PE131017	1	9	1	9
PE131017	2	7	2	6
PE131017	3	12	3	5
PE131018	1	7	1	20
PE131019	1	12	1	20
PE131020	1	12	1	9
PE131020	2	7	2	8
PE131020	3	9	3	3
PE131021	1	12	1	20
PE131022	1	12	1	20
PE131023	1	7	1	14
PE131023	2	12	2	6
PE131024	1	12	1	20
PE131025	1	12	1	16
PE131025	2	7	2	4
PE131026	1	11	1	12
PE131026	2	1	2	8
PE131028	1	12	1	10
PE131028	2	7	2	6
PE131028	3	9	3	4
PE131030	1	6	1	8
PE131030	2	7	2	6
PE131030	3	12	3	6
PE131031	1	12	1	13
PE131031	2	6	2	7
PE131032	1	12	1	20
PE131034	1	7	1	13
PE131034	2	6	2	7
PE131035	1	11	1	12
PE131035	2	9	2	8
PE131038	1	9	1	20
PE131039	1	8	1	10
PE131039	2	7	2	7
PE131039	3	12	3	3
PE131040	1	12	1	20
PE131041	1	12	1	20
PE131042	1	12	1	11
PE131042	2	9	2	5
PE131042	3	7	3	4
PE131044	1	12	1	20
PE131045	1	9	1	13
PE131045	2	12	2	7
PE131046	1	12	1	20
PE131047	1	12	1	12
PE131047	2	9	2	8
PE131048	1	12	1	20
PE131049	1	7	1	20
PE131050	1	6	1	20
PE131051	1	12	1	20
PE131052	1	12	1	8
PE131052	2	9	2	6
PE131052	3	7	3	6
PE131054	1	12	1	15
PE131054	2	7	2	5
PE131056	1	12	1	11
PE131056	2	2	2	9
PE131058	1	6	1	15
