childid	workid	wrkactr3	wrkpayr3	paynmer3
PE111009	1	2	0	 
PE111010	1	2	0	 
PE111010	2	2	0	 
PE111010	3	2	0	 
PE111011	1	1	0	 
PE111011	2	2	0	 
PE111012	1	2	0	 
PE111013	1	2	0	 
PE111013	2	1	0	 
PE111014	1	2	0	 
PE111014	2	1	0	 
PE111015	1	1	0	 
PE111015	2	2	0	 
PE111016	1	2	0	 
PE111017	1	1	0	 
PE111017	2	2	0	 
PE111018	1	2	0	 
PE111019	1	2	0	 
PE111020	1	2	0	 
PE111021	1	2	0	 
PE111021	2	2	0	 
PE111024	1	1	0	 
PE111024	2	2	0	 
PE111024	3	3	0	 
PE111027	1	2	0	 
PE111027	2	2	0	 
PE111027	3	2	0	 
PE111027	4	3	0	 
PE111028	1	2	0	 
PE111028	2	1	0	 
PE111028	3	3	0	 
PE111032	1	2	0	 
PE111032	2	1	0	 
PE111032	3	3	0	 
PE111033	1	3	0	 
PE111035	1	1	0	 
PE111036	1	2	0	 
PE111038	1	1	0	 
PE111038	2	2	0	 
PE111039	1	2	0	 
PE111039	2	3	0	 
PE111040	1	2	0	 
PE111041	1	1	0	 
PE111041	2	2	0	 
PE111042	1	2	0	 
PE111044	1	3	0	 
PE111044	2	2	0	 
PE111045	1	2	0	 
PE111046	1	2	0	 
PE111047	1	2	0	 
PE111047	2	3	0	 
PE111048	1	2	0	 
PE111048	2	3	0	 
PE111049	1	2	0	 
PE111049	2	3	0	 
PE111050	1	2	0	 
PE111052	1	2	0	 
PE111056	1	2	0	 
PE111056	2	1	0	 
PE111057	1	3	0	 
PE111058	1	3	0	 
PE111059	1	2	0	 
PE111061	1	2	0	 
PE111062	1	2	0	 
PE111063	1	2	0	 
PE111064	1	2	0	 
PE111065	1	2	0	 
PE111066	1	3	0	 
PE111067	1	2	0	 
PE111067	2	2	0	 
PE111068	1	2	0	 
PE111068	2	1	0	 
PE111069	1	3	0	 
PE111069	2	2	0	 
PE111070	1	2	0	 
PE111071	1	2	0	 
PE111072	1	3	0	 
PE111072	2	2	0	 
PE111074	1	1	0	 
PE111074	2	2	0	 
PE111076	1	2	0	 
PE111077	1	3	0	 
PE111079	1	2	0	 
PE111080	1	2	0	 
PE111081	1	2	0	 
PE111083	1	2	0	 
PE111085	1	1	0	 
PE111085	2	2	0	 
PE111087	1	1	0	 
PE111087	2	2	0	 
PE111089	1	2	0	 
PE111089	2	1	0	 
PE111090	1	1	0	 
PE111090	2	2	0	 
PE111091	1	1	0	 
PE111091	2	2	0	 
PE111093	1	2	0	 
PE111093	2	1	0	 
PE111094	1	2	0	 
PE111094	2	2	0	 
PE111094	3	2	0	 
PE111095	1	1	0	 
PE111095	2	2	0	 
PE111095	3	3	0	 
PE111096	1	1	0	 
PE111096	2	2	0	 
PE111097	1	2	0	 
PE111097	2	1	0	 
PE111098	1	2	0	 
PE111098	2	3	0	 
PE111099	1	2	0	 
PE111099	2	1	0	 
PE111100	1	1	0	 
PE111100	2	2	0	 
PE111101	1	2	0	 
PE111102	1	1	0	 
PE111102	2	2	0	 
PE111102	3	4	0	 
PE121001	1	3	0	 
PE121002	1	3	0	 
PE121004	1	2	0	 
PE121006	1	2	0	 
PE121006	2	3	0	 
PE121007	1	3	0	 
PE121009	1	2	0	 
PE121013	1	2	0	 
PE121013	2	3	0	 
PE121015	1	2	0	 
PE121016	1	2	0	 
PE121019	1	2	0	 
PE121020	1	2	0	 
PE121022	1	2	0	 
PE121022	2	2	0	 
PE121024	1	2	0	 
PE121025	1	2	0	 
PE121027	1	2	0	 
PE121027	2	2	0	 
PE121028	1	2	0	 
PE121030	1	2	0	 
PE121033	1	4	0	 
PE121033	2	4	0	 
PE121036	1	3	0	 
PE121037	1	2	0	 
PE121037	2	2	0	 
PE121038	1	2	0	 
PE121040	1	3	0	 
PE121040	2	2	0	 
PE121040	3	2	0	 
PE121040	4	2	0	 
PE121041	1	2	0	 
PE121042	1	2	0	 
PE121043	1	2	0	 
PE121044	1	2	0	 
PE121044	2	3	0	 
PE121045	1	3	0	 
PE121046	1	2	0	 
PE121046	2	3	0	 
PE121049	1	2	0	 
PE121050	1	2	0	 
PE121055	1	2	0	 
PE121056	1	2	0	 
PE121057	1	2	0	 
PE121057	2	4	0	 
PE121060	1	7	5	1
PE121062	1	2	0	 
PE121062	2	3	0	 
PE121063	1	2	0	 
PE121064	1	2	0	 
PE121064	2	2	0	 
PE121065	1	4	0	 
PE121066	1	2	0	 
PE121071	1	2	0	 
PE121072	1	2	0	 
PE121072	2	2	0	 
PE121073	1	2	0	 
PE121074	1	2	5	1
PE121074	2	2	5	1
PE121074	3	7	5	1
PE121076	1	2	0	 
PE121076	2	3	0	 
PE121078	1	2	0	 
PE121081	1	3	0	 
PE121082	1	2	0	 
PE121084	1	2	0	 
PE121084	2	2	0	 
PE121085	1	2	0	 
PE121085	2	2	0	 
PE121088	1	2	0	 
PE121091	1	3	0	 
PE121091	2	2	0	 
PE121092	1	2	0	 
PE121092	2	3	0	 
PE121094	1	2	0	 
PE121094	2	3	0	 
PE121096	1	2	0	 
PE121097	1	2	0	 
PE121098	1	2	0	 
PE121098	2	2	0	 
PE121101	1	3	0	 
PE121101	2	4	0	 
PE131003	1	2	0	 
PE131004	1	2	0	 
PE131005	1	2	5	1
PE131006	1	2	0	 
PE131006	2	3	0	 
PE131008	1	2	0	 
PE131008	2	4	0	 
PE131009	1	2	0	 
PE131011	1	3	0	 
PE131011	2	2	0	 
PE131012	1	2	0	 
PE131013	1	2	0	 
PE131014	1	2	0	 
PE131015	1	2	0	 
PE131016	1	2	0	 
PE131017	1	2	0	 
PE131018	1	2	0	 
PE131020	1	3	0	 
PE131021	1	2	5	0
PE131021	2	2	5	0
PE131021	3	2	5	0
PE131022	1	2	0	 
PE131025	1	2	0	 
PE131026	1	2	0	 
PE131026	2	3	0	 
PE131028	1	2	0	 
PE131030	1	2	0	 
PE131031	1	3	0	 
PE131031	2	2	0	 
PE131031	3	2	0	 
PE131034	1	2	0	 
PE131035	1	2	0	 
PE131038	1	2	0	 
PE131038	2	2	0	 
PE131038	3	2	0	 
PE131039	1	2	0	 
PE131040	1	2	0	 
PE131040	2	3	0	 
PE131041	1	2	0	 
PE131041	2	2	0	 
PE131042	1	4	0	 
PE131044	1	3	0	 
PE131046	1	2	0	 
PE131046	2	7	0	 
PE131049	1	4	0	 
PE131049	2	2	0	 
PE131050	1	2	0	 
PE131051	1	2	0	 
PE131052	1	2	0	 
PE131056	1	2	0	 
PE131058	1	2	0	 
PE131063	1	2	0	 
PE131064	1	2	0	 
PE131067	1	2	0	 
PE131068	1	2	0	 
PE131070	1	2	0	 
PE131070	2	7	0	 
PE131071	1	2	0	 
PE131074	1	2	0	 
PE131075	1	3	0	 
PE131075	2	2	0	 
PE131076	1	2	0	 
PE131076	2	4	0	 
PE131078	1	3	0	 
PE131080	1	2	5	1
PE131081	1	2	0	 
PE131082	1	2	0	 
PE131082	2	2	0	 
PE131082	3	2	0	 
PE131083	1	3	0	 
PE131084	1	2	0	 
PE131084	2	2	0	 
PE131085	1	3	0	 
PE131085	2	2	0	 
PE131085	3	2	0	 
PE131089	1	2	5	1
PE131090	1	2	0	 
PE131090	2	3	0	 
PE131092	1	2	0	 
PE131092	2	2	0	 
PE131093	1	2	0	 
PE131093	2	2	0	 
PE131094	1	2	0	 
PE131095	1	2	0	 
PE131097	1	2	0	 
PE131098	1	2	0	 
PE131098	2	4	0	 
PE131099	1	2	0	 
PE131100	1	2	0	 
PE131101	1	2	0	 
PE131101	2	3	0	 
PE131101	3	4	5	1
PE131102	1	3	0	 
PE141001	1	2	0	 
PE141002	1	2	0	 
PE141003	1	2	0	 
PE141003	2	3	0	 
PE141005	1	2	0	 
PE141005	2	2	0	 
PE141005	3	2	0	 
PE141006	1	2	0	 
PE141006	2	3	0	 
PE141007	1	3	0	 
PE141007	2	2	0	 
PE141009	1	2	0	 
PE141010	1	2	0	 
PE141011	1	2	0	 
PE141011	2	2	0	 
PE141011	3	2	0	 
PE141012	1	3	0	 
PE141012	2	2	0	 
PE141015	1	2	0	 
PE141015	2	2	0	 
PE141015	3	2	0	 
PE141015	4	2	0	 
PE141016	1	2	0	 
PE141017	1	1	0	 
PE141017	2	1	0	 
PE141017	3	1	0	 
PE141018	1	2	0	 
PE141019	1	3	0	 
PE141020	1	2	0	 
PE141023	1	2	0	 
PE141023	2	2	0	 
PE141024	1	2	0	 
PE141025	1	2	0	 
PE141026	1	2	0	 
PE141027	1	2	0	 
PE141027	2	3	0	 
PE141028	1	4	0	 
PE141028	2	3	0	 
PE141029	1	2	0	 
PE141029	2	2	0	 
PE141029	3	2	0	 
PE141030	1	2	0	 
PE141030	2	3	0	 
PE141031	1	2	0	 
PE141032	1	2	0	 
PE141035	1	4	0	 
PE141035	2	2	0	 
PE141036	1	2	0	 
PE141037	1	3	0	 
PE141037	2	2	0	 
PE141037	3	2	0	 
PE141038	1	2	0	 
PE141038	2	3	0	 
PE141039	1	2	0	 
PE141040	1	3	0	 
PE141041	1	2	0	 
PE141047	1	2	0	 
PE141047	2	3	0	 
PE141047	3	5	0	 
PE141049	1	2	0	 
PE141049	2	2	0	 
PE141051	1	2	0	 
PE141051	2	2	0	 
PE141052	1	3	0	 
PE141053	1	2	0	 
PE141054	1	2	0	 
PE141055	1	2	0	 
PE141055	2	2	0	 
PE141056	1	2	0	 
PE141056	2	3	0	 
PE141059	1	2	0	 
PE141059	2	2	0	 
PE141060	1	2	0	 
PE141063	1	2	0	 
PE141065	1	2	0	 
PE141065	2	3	0	 
PE141066	1	2	0	 
PE141068	1	2	0	 
PE141071	1	2	0	 
PE141071	2	3	0	 
PE141073	1	2	0	 
PE141074	1	2	0	 
PE141074	2	3	0	 
PE141075	1	2	0	 
PE141078	1	2	0	 
PE141079	1	2	0	 
PE141079	2	2	0	 
PE141080	1	2	0	 
PE141083	1	2	0	 
PE141083	2	2	0	 
PE141083	3	2	0	 
PE141084	1	2	0	 
PE141086	1	2	0	 
PE141087	1	2	0	 
PE141088	1	2	0	 
PE141088	2	3	0	 
PE141089	1	2	0	 
PE141089	2	2	0	 
PE141090	1	2	0	 
PE141091	1	2	0	 
PE141091	2	2	0	 
PE141091	3	2	0	 
PE141092	1	2	1	1
PE141093	1	2	0	 
PE141094	1	2	0	 
PE141094	2	1	0	 
PE141095	1	2	0	 
PE141095	2	3	0	 
PE141096	1	2	0	 
PE141096	2	3	0	 
PE141099	1	2	0	 
PE141101	1	2	0	 
PE141101	2	2	0	 
PE141102	1	3	0	 
PE141102	2	2	0	 
PE141103	1	3	0	 
PE141104	1	2	0	 
PE151001	1	3	0	 
PE151002	1	2	0	 
PE151002	2	2	0	 
PE151002	3	2	0	 
PE151002	4	2	0	 
PE151003	1	2	0	 
PE151004	1	2	0	 
PE151005	1	2	0	 
PE151006	1	2	0	 
PE151006	2	1	0	 
PE151007	1	1	0	 
PE151007	2	4	0	 
PE151009	1	2	0	 
PE151009	2	2	0	 
PE151010	1	2	0	 
PE151010	2	1	0	 
PE151011	1	1	0	 
PE151011	2	2	0	 
PE151012	1	1	0	 
PE151012	2	2	0	 
PE151012	3	3	0	 
PE151014	1	2	0	 
PE151015	1	2	0	 
PE151016	1	2	0	 
PE151017	1	3	0	 
PE151017	2	2	0	 
PE151018	1	1	0	 
PE151018	2	2	0	 
PE151019	1	2	0	 
PE151020	1	2	0	 
PE151020	2	1	0	 
PE151021	1	2	0	 
PE151022	1	2	0	 
PE151023	1	2	0	 
PE151024	1	2	0	 
PE151025	1	2	0	 
PE151027	1	2	5	1
PE151028	1	2	0	 
PE151029	1	2	0	 
PE151029	2	3	0	 
PE151030	1	2	0	 
PE151031	1	2	0	 
PE151032	1	2	0	 
PE151032	2	3	0	 
PE151033	1	2	0	 
PE151033	2	1	0	 
PE151034	1	1	0	 
PE151034	2	3	0	 
PE151034	3	2	0	 
PE151035	1	2	0	 
PE151036	1	2	0	 
PE151036	2	1	0	 
PE151037	1	2	0	 
PE151038	1	2	0	 
PE151040	1	2	0	 
PE151040	2	3	0	 
PE151041	1	2	0	 
PE151041	2	3	0	 
PE151042	1	2	0	 
PE151043	1	2	0	 
PE151043	2	1	0	 
PE151044	1	3	0	 
PE151045	1	2	0	 
PE151045	2	3	0	 
PE151046	1	2	0	 
PE151047	1	1	0	 
PE151047	2	2	0	 
PE151047	3	3	0	 
PE151048	1	2	0	 
PE151049	1	2	0	 
PE151049	2	2	0	 
PE151049	3	2	0	 
PE151049	4	2	0	 
PE151050	1	2	0	 
PE151051	1	2	5	1
PE151061	1	2	0	 
PE151063	1	2	0	 
PE151063	2	3	0	 
PE151063	3	4	0	 
PE151064	1	1	0	 
PE151064	2	2	0	 
PE151064	3	3	0	 
PE151065	1	2	0	 
PE151065	2	3	0	 
PE151066	1	1	0	 
PE151066	2	2	0	 
PE151066	3	3	0	 
PE151067	1	2	0	 
PE151067	2	1	0	 
PE151068	1	2	0	 
PE151068	2	1	0	 
PE151069	1	2	0	 
PE151070	1	2	0	 
PE151071	1	2	0	 
PE151072	1	2	0	 
PE151072	2	1	0	 
PE151073	1	2	0	 
PE151074	1	2	0	 
PE151074	2	1	0	 
PE151075	1	2	0	 
PE151076	1	2	0	 
PE151077	1	2	0	 
PE151077	2	3	0	 
PE151078	1	2	0	 
PE151079	1	2	0	 
PE151079	2	2	0	 
PE151080	1	2	0	 
PE151080	2	4	0	 
PE151080	3	3	0	 
PE151081	1	2	0	 
PE151081	2	2	0	 
PE151082	1	2	0	 
PE151082	2	3	0	 
PE151083	1	2	0	 
PE151084	1	2	0	 
PE151084	2	3	0	 
PE151085	1	1	0	 
PE151085	2	2	0	 
PE151086	1	3	0	 
PE151087	1	1	0	 
PE151087	2	2	0	 
PE151088	1	1	0	 
PE151088	2	2	0	 
PE151089	1	3	0	 
PE151090	1	4	0	 
PE151090	2	2	0	 
PE151090	3	3	0	 
PE151091	1	3	0	 
PE151091	2	2	0	 
PE151092	1	2	0	 
PE151092	2	1	0	 
PE151094	1	2	0	 
PE151094	2	1	0	 
PE151095	1	2	0	 
PE151095	2	1	0	 
PE151096	1	2	0	 
PE151097	1	3	0	 
PE151097	2	2	0	 
PE151099	1	2	0	 
PE151100	1	2	0	 
PE151101	1	2	0	 
PE151102	1	2	0	 
PE151103	1	2	0	 
PE151103	2	1	0	 
PE151104	1	2	0	 
PE151105	1	2	0	 
PE151105	2	3	0	 
PE151106	1	2	0	 
PE151107	1	2	0	 
PE151107	2	1	0	 
PE151108	1	1	0	 
PE151108	2	2	0	 
PE151108	3	3	0	 
PE151109	1	2	0	 
PE151110	1	2	0	 
PE151111	1	2	0	 
PE151113	1	2	0	 
PE161001	1	2	5	1
PE161002	1	2	0	 
PE161003	1	2	0	 
PE161003	2	3	0	 
PE161004	1	1	0	 
PE161004	2	2	0	 
PE161004	3	3	0	 
PE161005	1	2	0	 
PE161006	1	2	0	 
PE161008	1	2	0	 
PE161008	2	2	0	 
PE161008	3	2	0	 
PE161009	1	2	0	 
PE161010	1	3	0	 
PE161010	2	2	0	 
PE161011	1	1	0	 
PE161011	2	2	0	 
PE161013	1	2	0	 
PE161015	1	2	0	 
PE161016	1	1	0	 
PE161016	2	2	0	 
PE161016	3	3	0	 
PE161017	1	1	5	1
PE161017	2	2	0	 
PE161017	3	3	0	 
PE161018	1	2	0	 
PE161019	1	2	0	 
PE161020	1	4	5	1
PE161021	1	3	0	 
PE161021	2	2	0	 
PE161022	1	2	0	 
PE161023	1	2	0	 
PE161023	2	3	0	 
PE161024	1	1	0	 
PE161024	2	2	0	 
PE161024	3	3	0	 
PE161025	1	2	0	 
PE161026	1	2	5	1
PE161027	1	1	0	 
PE161027	2	2	0	 
PE161027	3	3	0	 
PE161028	1	2	0	 
PE161029	1	1	0	 
PE161029	2	2	0	 
PE161029	3	3	0	 
PE161030	1	2	0	 
PE161031	1	2	0	 
PE161032	1	2	0	 
PE161033	1	3	0	 
PE161033	2	2	0	 
PE161035	1	2	0	 
PE161036	1	2	0	 
PE161038	1	1	0	 
PE161038	2	2	0	 
PE161039	1	1	0	 
PE161039	2	2	0	 
PE161040	1	2	0	 
PE161041	1	2	0	 
PE161042	1	1	0	 
PE161042	2	2	0	 
PE161043	1	2	0	 
PE161043	2	3	0	 
PE161044	1	2	0	 
PE161045	1	2	0	 
PE161046	1	2	0	 
PE161047	1	1	0	 
PE161047	2	2	0	 
PE161048	1	2	0	 
PE161048	2	3	0	 
PE161050	1	2	0	 
PE161050	2	1	0	 
PE161051	1	2	0	 
PE161052	1	1	0	 
PE161052	2	2	0	 
PE161052	3	3	0	 
PE161053	1	3	0	 
PE161053	2	2	0	 
PE161054	1	2	0	 
PE161054	2	3	0	 
PE161055	1	2	0	 
PE161055	2	3	0	 
PE161056	1	1	0	 
PE161056	2	2	0	 
PE161056	3	3	0	 
PE161057	1	2	0	 
PE161058	1	1	0	 
PE161059	1	3	0	 
PE161059	2	2	0	 
PE161060	1	2	0	 
PE161061	1	2	0	 
PE161062	1	1	0	 
PE161062	2	2	0	 
PE161062	3	3	0	 
PE161063	1	2	0	 
PE161064	1	2	0	 
PE161064	2	1	0	 
PE161065	1	2	0	 
PE161067	1	2	0	 
PE161068	1	1	0	 
PE161068	2	2	0	 
PE161068	3	3	0	 
PE161069	1	1	0	 
PE161069	2	2	0	 
PE161070	1	3	0	 
PE161070	2	2	0	 
PE161071	1	2	0	 
PE161071	2	3	0	 
PE161072	1	2	0	 
PE161073	1	2	0	 
PE161074	1	2	0	 
PE161074	2	1	0	 
PE161075	1	2	0	 
PE161076	1	2	0	 
PE161076	2	3	0	 
PE161077	1	1	0	 
PE161077	2	2	0	 
PE161078	1	2	0	 
PE161079	1	3	0	 
PE161079	2	2	0	 
PE161079	3	1	0	 
PE161080	1	3	0	 
PE161080	2	2	0	 
PE161080	3	1	0	 
PE161081	1	2	0	 
PE161081	2	3	0	 
PE161082	1	2	0	 
PE161082	2	3	0	 
PE161083	1	2	0	 
PE161083	2	1	0	 
PE161084	1	1	0	 
PE161084	2	2	0	 
PE161085	1	3	0	 
PE161085	2	2	0	 
PE161085	3	1	0	 
PE161086	1	1	0	 
PE161086	2	2	0	 
PE161086	3	3	0	 
PE161087	1	2	0	 
PE161087	2	1	0	 
PE161088	1	2	0	 
PE161089	1	1	0	 
PE161089	2	2	0	 
PE161089	3	3	0	 
PE161090	1	2	5	1
PE161091	1	2	0	 
PE161092	1	1	0	 
PE161092	2	2	0	 
PE161093	1	1	0	 
PE161093	2	2	0	 
PE161094	1	1	0	 
PE161094	2	2	0	 
PE161094	3	3	0	 
PE161095	1	1	0	 
PE161095	2	2	0	 
PE161096	1	2	0	 
PE161097	1	3	0	 
PE161097	2	2	0	 
PE161098	1	1	0	 
PE161100	1	2	0	 
PE161100	2	1	0	 
PE161101	1	2	0	 
PE161102	1	3	0	 
PE161102	2	1	0	 
PE161102	3	2	0	 
PE161103	1	2	0	 
PE161103	2	3	0	 
PE161103	3	1	0	 
PE161104	1	3	0	 
PE161104	2	1	0	 
PE161105	1	1	0	 
PE161105	2	2	0	 
PE161106	1	2	5	1
PE161107	1	2	0	 
PE161108	1	2	0	 
PE161108	2	3	0	 
PE161108	3	4	0	 
PE171001	1	2	0	 
PE171002	1	2	0	 
PE171003	1	2	0	 
PE171003	2	3	0	 
PE171004	1	2	0	 
PE171004	2	4	0	 
PE171007	1	2	0	 
PE171007	2	3	0	 
PE171010	1	2	0	 
PE171011	1	1	0	 
PE171011	2	2	0	 
PE171014	1	2	0	 
PE171015	1	2	0	 
PE171017	1	2	0	 
PE171018	1	2	0	 
PE171018	2	3	0	 
PE171019	1	2	0	 
PE171019	2	3	0	 
PE171020	1	2	0	 
PE171020	2	3	0	 
PE171022	1	3	0	 
PE171022	2	2	0	 
PE171023	1	2	0	 
PE171023	2	1	0	 
PE171025	1	1	1	2
PE171025	2	2	0	 
PE171025	3	3	0	 
PE171026	1	2	0	 
PE171027	1	2	0	 
PE171028	1	4	0	 
PE171030	1	1	0	 
PE171030	2	2	0	 
PE171030	3	3	0	 
PE171031	1	3	0	 
PE171031	2	2	0	 
PE171032	1	2	0	 
PE171032	2	4	0	 
PE171033	1	4	5	1
PE171033	2	2	0	 
PE171034	1	2	0	 
PE171035	1	2	0	 
PE171036	1	1	0	 
PE171036	2	2	0	 
PE171036	3	3	0	 
PE171037	1	2	0	 
PE171039	1	3	0	 
PE171040	1	2	0	 
PE171041	1	2	0	 
PE171042	1	2	0	 
PE171044	1	2	0	 
PE171045	1	3	0	 
PE171045	2	2	0	 
PE171045	3	4	2	1
PE171046	1	1	0	 
PE171046	2	2	0	 
PE171046	3	3	0	 
PE171047	1	2	0	 
PE171049	1	2	0	 
PE171050	1	3	0	 
PE171050	2	2	0	 
PE171051	1	3	0	 
PE171051	2	2	0	 
PE171052	1	2	0	 
PE171053	1	2	0	 
PE171054	1	2	0	 
PE171054	2	4	0	 
PE171055	1	2	0	 
PE171057	1	2	0	 
PE171058	1	1	0	 
PE171058	2	2	0	 
PE171058	3	3	0	 
PE171059	1	2	0	 
PE171059	2	3	0	 
PE171060	1	2	0	 
PE171060	2	1	0	 
PE171061	1	1	0	 
PE171061	2	2	0	 
PE171061	3	3	0	 
PE171062	1	2	0	 
PE171064	1	2	0	 
PE171065	1	2	0	 
PE171066	1	2	0	 
PE171067	1	3	0	 
PE171068	1	3	0	 
PE171068	2	1	0	 
PE171068	3	2	0	 
PE171069	1	2	0	 
PE171069	2	3	0	 
PE171070	1	1	0	 
PE171071	1	2	0	 
PE171071	2	3	0	 
PE171072	1	2	0	 
PE171072	2	3	0	 
PE171073	1	3	0	 
PE171073	2	2	0	 
PE171073	3	1	0	 
PE171074	1	2	0	 
PE171074	2	1	0	 
PE171074	3	3	0	 
PE171075	1	3	0	 
PE171075	2	2	0	 
PE171075	3	1	0	 
PE171076	1	2	0	 
PE171077	1	2	0	 
PE171078	1	2	5	1
PE171079	1	2	0	 
PE171081	1	2	0	 
PE171082	1	2	0	 
PE171083	1	2	0	 
PE171083	2	3	0	 
PE171083	3	1	0	 
PE171084	1	1	0	 
PE171084	2	2	0	 
PE171085	1	2	0	 
PE171086	1	2	0	 
PE171087	1	2	0	 
PE171087	2	1	0	 
PE171088	1	2	0	 
PE171088	2	1	0	 
PE171089	1	3	0	 
PE171089	2	2	0	 
PE171090	1	2	0	 
PE171090	2	3	0	 
PE171091	1	2	0	 
PE171092	1	1	0	 
PE171092	2	2	0	 
PE171093	1	3	0	 
PE171093	2	2	0	 
PE171095	1	1	0	 
PE171095	2	2	0	 
PE171095	3	3	0	 
PE171096	1	2	0	 
PE171097	1	2	0	 
PE171099	1	2	0	 
PE171099	2	3	0	 
PE171099	3	1	0	 
PE171100	1	2	0	 
PE171101	1	2	0	 
PE171101	2	3	0	 
PE171102	1	2	0	 
PE171102	2	1	0	 
PE171103	1	3	0	 
PE171103	2	2	0	 
PE171103	3	1	0	 
PE171105	1	2	0	 
PE171105	2	1	0	 
PE171106	1	2	0	 
PE181001	1	2	0	 
PE181001	2	3	0	 
PE181002	1	2	0	 
PE181003	1	2	0	 
PE181003	2	1	0	 
PE181004	1	1	0	 
PE181004	2	2	0	 
PE181004	3	3	0	 
PE181005	1	3	0	 
PE181005	2	2	0	 
PE181005	3	1	0	 
PE181006	1	1	0	 
PE181006	2	2	0	 
PE181006	3	3	0	 
PE181007	1	1	0	 
PE181007	2	2	0	 
PE181007	3	3	0	 
PE181008	1	1	0	 
PE181008	2	2	0	 
PE181009	1	2	0	 
PE181010	1	1	0	 
PE181010	2	2	0	 
PE181010	3	3	0	 
PE181010	4	1	5	1
PE181011	1	2	0	 
PE181011	2	1	0	 
PE181012	1	1	0	 
PE181012	2	2	0	 
PE181012	3	3	0	 
PE181013	1	3	0	 
PE181013	2	2	0	 
PE181013	3	1	0	 
PE181014	1	1	5	1
PE181014	2	2	5	1
PE181015	1	2	0	 
PE181016	1	1	0	 
PE181016	2	2	0	 
PE181017	1	1	0	 
PE181017	2	2	0	 
PE181017	3	3	0	 
PE181018	1	1	5	1
PE181018	2	2	0	 
PE181019	1	1	0	 
PE181019	2	2	0	 
PE181019	3	3	0	 
PE181020	1	1	0	 
PE181020	2	2	0	 
PE181021	1	2	0	 
PE181021	2	3	0	 
PE181022	1	3	0	 
PE181022	2	1	0	 
PE181022	3	2	0	 
PE181023	1	1	0	 
PE181023	2	2	0	 
PE181023	3	3	0	 
PE181024	1	3	0	 
PE181025	1	1	0	 
PE181025	2	2	0	 
PE181027	1	2	0	 
PE181027	2	1	0	 
PE181027	3	3	0	 
PE181029	1	1	0	 
PE181029	2	2	0	 
PE181030	1	1	0	 
PE181030	2	2	0	 
PE181031	1	3	0	 
PE181031	2	2	0	 
PE181031	3	1	0	 
PE181032	1	1	0	 
PE181032	2	2	0	 
PE181033	1	3	0	 
PE181033	2	2	0	 
PE181033	3	1	0	 
PE181034	1	2	0	 
PE181036	1	2	0	 
PE181037	1	1	5	0
PE181037	2	3	0	 
PE181037	3	2	0	 
PE181038	1	2	0	 
PE181038	2	1	0	 
PE181039	1	1	0	 
PE181039	2	2	0	 
PE181039	3	3	0	 
PE181040	1	2	0	 
PE181041	1	2	0	 
PE181042	1	1	0	 
PE181042	2	2	0	 
PE181042	3	3	0	 
PE181043	1	2	0	 
PE181044	1	2	0	 
PE181045	1	2	0	 
PE181045	2	1	0	 
PE181045	3	3	0	 
PE181046	1	1	0	 
PE181046	2	2	0	 
PE181046	3	3	0	 
PE181047	1	2	0	 
PE181047	2	1	0	 
PE181047	3	3	0	 
PE181048	1	2	0	 
PE181049	1	2	0	 
PE181050	1	1	0	 
PE181050	2	2	0	 
PE181050	3	3	0	 
PE181051	1	3	0	 
PE181051	2	2	0	 
PE181051	3	1	0	 
PE181052	1	1	0	 
PE181052	2	2	0	 
PE181052	3	3	0	 
PE181053	1	2	0	 
PE181053	2	1	0	 
PE181053	3	3	0	 
PE181054	1	1	0	 
PE181054	2	2	0	 
PE181054	3	3	0	 
PE181055	1	1	0	 
PE181055	2	2	0	 
PE181055	3	3	0	 
PE181056	1	1	0	 
PE181056	2	2	0	 
PE181056	3	2	0	 
PE181057	1	2	0	 
PE181057	2	3	0	 
PE181058	1	1	0	 
PE181058	2	2	0	 
PE181058	3	3	0	 
PE181059	1	2	0	 
PE181059	2	1	0	 
PE181059	3	3	0	 
PE181060	1	2	0	 
PE181061	1	3	0	 
PE181061	2	2	0	 
PE181061	3	1	5	1
PE181062	1	2	0	 
PE181063	1	2	0	 
PE181063	2	3	0	 
PE181064	1	2	0	 
PE181065	1	3	0	 
PE181065	2	2	0	 
PE181066	1	2	0	 
PE181066	2	3	0	 
PE181066	3	1	0	 
PE181067	1	2	0	 
PE181067	2	3	0	 
PE181068	1	1	0	 
PE181068	2	2	0	 
PE181069	1	2	0	 
PE181070	1	4	0	 
PE181071	1	2	0	 
PE181072	1	2	0	 
PE181073	1	1	0	 
PE181073	2	2	0	 
PE181074	1	2	0	 
PE181075	1	2	0	 
PE181075	2	1	0	 
PE181075	3	3	0	 
PE181076	1	1	0	 
PE181076	2	2	0	 
PE181077	1	1	0	 
PE181077	2	2	0	 
PE181077	3	3	0	 
PE181078	1	1	0	 
PE181079	1	2	0	 
PE181080	1	2	0	 
PE181080	2	3	0	 
PE181081	1	2	0	 
PE181081	2	1	0	 
PE181081	3	3	0	 
PE181082	1	2	0	 
PE181082	2	3	0	 
PE181083	1	2	0	 
PE181083	2	1	0	 
PE181084	1	1	0	 
PE181084	2	1	5	1
PE181086	1	1	0	 
PE181086	2	2	0	 
PE181086	3	3	0	 
PE181087	1	2	0	 
PE181087	2	1	0	 
PE181088	1	2	0	 
PE181088	2	1	0	 
PE181089	1	1	0	 
PE181089	2	3	0	 
