childid	donfdid	dontypr3	donrcvr3	donamtr3	donmsrr3	donprcr3	prcmsrr3
PE041076	1	1	4	12	6	2.79999995231628	6
PE041076	2	1	220	2	8	.5	8
PE041076	3	9	220	2	7	.100000001490116	7
PE041076	4	5	3	.25	1	6	1
PE041076	5	4	3	1	4	2	4
PE041076	6	7	3	2	6	1.20000004768372	6
PE041076	7	8	3	2	2	1.5	2
PE041077	1	1	4	3	2	 	2
PE041077	2	9	44	3	7	.200000002980232	7
PE041079	1	1	12	4	6	2.5	6
PE041079	2	9	180	2	7	.300000011920929	7
PE041079	3	1	180	2	8	.5	8
PE041080	1	1	2	24	6	2.5	6
PE041080	2	10	200	3	8	.5	8
PE041080	3	9	200	3	7	.300000011920929	7
PE041080	4	10	150	2	5	2.5	5
PE041081	1	10	10	1	5	6	5
PE041082	1	1	200	4	8	1	8
PE041082	2	9	200	4	7	.200000002980232	7
PE041083	1	1	44	1	8	.5	8
PE041083	2	9	44	1	7	.200000002980232	7
PE041085	1	1	4	12	6	2.20000004768372	6
PE041085	2	1	44	2	8	.5	8
PE041085	3	9	44	2	7	.200000002980232	7
PE041086	1	9	240	1	7	.5	7
PE041086	2	10	1	1	8	.5	8
PE041087	1	1	4	12	6	3	6
PE041087	2	9	180	1	7	.300000011920929	7
PE041087	3	1	180	1	8	.5	8
PE041088	1	1	170	1	8	1	8
PE041088	2	9	170	1	7	.5	7
PE041089	1	1	3	12	6	2.5	6
PE041089	2	1	120	1	8	.5	8
PE041089	3	9	120	1	7	.300000011920929	7
PE041090	1	1	240	2	8	.5	8
PE041090	2	9	240	2	7	.300000011920929	7
PE041091	1	1	90	1	8	.5	8
PE041091	2	9	90	1	7	.200000002980232	7
PE041091	3	10	90	1	9	1.5	9
PE041092	1	1	4	4	6	3	6
PE041092	2	3	4	4	2	3	2
PE041092	3	1	160	2	8	.5	8
PE041092	4	9	160	2	7	.100000001490116	7
PE041093	1	1	4	17	2	2.5	2
PE041093	2	10	180	1	8	1.5	8
PE041093	3	9	180	1	7	1	7
PE041094	1	1	2	2	8	2	8
PE041094	2	9	240	2	7	.5	7
PE041096	1	1	180	1	8	1	8
PE041096	2	9	180	1	7	.5	7
PE041097	1	1	4	12	6	2.79999995231628	6
PE041097	2	1	198	2	8	.5	8
PE041097	3	9	198	2	7	.300000011920929	7
PE041097	4	10	198	1	9	1.5	9
PE041098	1	1	5	4	6	2.5	6
PE041098	2	10	10	1	5	2	5
PE041099	1	10	240	1	8	1	8
PE041099	2	9	240	1	7	.300000011920929	7
PE041099	3	10	240	1	5	2	5
PE041099	4	1	36	12	6	2	6
PE041100	1	1	4	24	6	2.5	6
PE041101	1	1	12	6	6	2.5	6
PE041101	2	1	198	1	8	.5	8
PE041101	3	9	198	1	7	.200000002980232	7
PE051001	1	1	180	1	8	.5	8
PE051001	2	9	180	1	7	.300000011920929	7
PE051002	1	1	11	1	8	.5	8
PE051002	2	9	11	1	7	.200000002980232	7
PE051003	1	9	240	2	7	.5	7
PE051003	2	1	96	3	1	2	1
PE051004	1	1	180	1	8	.5	8
PE051004	2	9	180	1	7	.100000001490116	7
PE051005	1	10	44	2	8	.5	8
PE051005	2	9	44	2	7	.200000002980232	7
PE051008	1	1	90	1	8	.5	8
PE051008	2	9	90	1	7	.200000002980232	7
PE051010	1	1	21	1	8	.5	8
PE051011	1	10	120	2	9	2	9
PE051011	2	1	52	3	1	1	1
PE051011	3	9	180	1	7	.200000002980232	7
PE051012	1	1	120	1	8	.5	8
PE051012	2	9	120	1	7	.200000002980232	7
PE051014	1	9	200	1	7	.300000011920929	7
PE051014	2	1	200	1	3	1	3
PE051015	1	1	40	1	1	1.5	1
PE051015	2	1	180	1	8	.5	8
PE051015	3	9	180	1	7	.200000002980232	7
PE051015	4	10	180	1	9	2	9
PE051017	1	1	220	1	8	.5	8
PE051017	2	9	220	1	7	.5	7
PE051017	3	10	140	1	9	3	9
PE051018	1	1	220	2	8	1	8
PE051018	2	9	220	2	7	.5	7
PE051020	1	1	96	2	1	1	1
PE051020	2	1	220	1	8	.5	8
PE051020	3	9	220	1	7	.5	7
PE051024	1	1	340	1	8	.5	8
PE051024	2	1	170	1	8	.5	8
PE051024	3	9	170	1	7	.300000011920929	7
PE051026	1	1	11	2	1	2	1
PE051026	2	1	11	1	8	.5	8
PE051026	3	9	11	1	7	.5	7
PE051027	1	8	3	4	2	1.39999997615814	2
PE051027	2	5	3	1	1	5.5	1
PE051027	3	7	3	3	6	3	6
PE051027	4	6	3	1	4	2.5	4
PE051027	5	1	39	2	8	.5	8
PE051027	6	9	39	2	7	.200000002980232	7
PE051028	1	1	11	1	8	.5	8
PE051028	2	9	11	1	7	.200000002980232	7
PE051029	1	1	180	1	8	.5	8
PE051029	2	9	180	1	7	.200000002980232	7
PE051030	1	10	8	1	5	1.29999995231628	5
PE051031	1	9	240	2	7	.5	7
PE051031	2	10	240	2	8	.5	8
PE051033	1	1	200	2	8	.5	8
PE051033	2	9	200	2	7	.5	7
PE051034	1	1	120	1	8	1	8
PE051034	2	9	120	1	7	.300000011920929	7
PE051035	1	1	180	3	8	.300000011920929	8
PE051035	2	9	180	3	7	.300000011920929	7
PE051036	1	1	200	1	3	1	3
PE051036	2	9	200	1	7	.300000011920929	7
PE051037	1	1	180	2	8	.5	8
PE051037	2	9	180	2	7	.200000002980232	7
PE051038	1	1	180	1	8	1	8
PE051038	2	9	180	1	7	.300000011920929	7
PE051039	1	1	39	2	8	.300000011920929	8
PE051039	2	9	39	2	7	.300000011920929	7
PE051040	1	1	180	2	8	.5	8
PE051040	2	9	180	2	7	.25	7
PE051041	1	1	39	1	8	.5	8
PE051041	2	9	39	1	7	.5	7
PE051041	3	1	52	1	1	1	1
PE051042	1	1	180	1	8	1	8
PE051042	2	9	180	1	7	.300000011920929	7
PE051044	1	1	160	1	8	.5	8
PE051044	2	9	160	1	7	.5	7
PE051045	1	1	180	1	8	.600000023841858	8
PE051045	2	9	180	1	7	.5	7
PE051046	1	1	200	1	3	1	3
PE051046	2	9	200	1	7	.300000011920929	7
PE051048	1	1	200	2	3	1	3
PE051048	2	9	200	2	7	.300000011920929	7
PE051048	3	4	25	3	2	2	2
PE051048	4	5	24	1	1	5	1
PE051048	5	6	24	1	2	2	2
PE051049	1	1	170	1	8	.5	8
PE051049	2	9	170	1	7	.200000002980232	7
PE051051	1	1	170	1	8	.5	8
PE051051	2	9	170	1	7	.200000002980232	7
PE051051	3	1	24	2	6	2.20000004768372	6
PE051051	4	1	24	2	2	1.5	2
PE051052	1	8	8	5	2	1.60000002384186	2
PE051052	2	6	6	1	2	1.5	2
PE051052	3	5	5	1	1	6	1
PE051052	4	1	5	2	2	2	2
PE051058	1	1	200	2	8	1	8
PE051058	2	9	200	2	7	.5	7
PE051058	3	5	7	1	1	6	1
PE051058	4	8	7	1	2	2	2
PE051058	5	6	7	1	2	4	2
PE051059	1	1	39	1	8	.5	8
PE051059	2	9	39	1	7	.5	7
PE051060	1	1	12	3	1	1	1
PE051061	1	1	12	3	1	1	1
PE051061	2	5	12	1	1	5.5	1
PE051061	3	8	12	2	2	1.20000004768372	2
PE051061	4	6	12	1	2	1	2
PE051061	5	1	180	1	8	.5	8
PE051061	6	9	180	1	7	.300000011920929	7
PE051062	1	1	180	1	8	.300000011920929	8
PE051062	2	9	180	1	7	.200000002980232	7
PE051063	1	1	180	1	8	.300000011920929	8
PE051063	2	9	180	1	7	.5	7
PE051064	1	1	12	3	1	1.20000004768372	1
PE051064	2	9	200	1	7	.100000001490116	7
PE051064	3	10	200	1	8	.5	8
PE051065	1	9	160	1	7	.5	7
PE051066	1	1	365	1	3	.5	3
PE051066	2	9	200	1	7	.5	7
PE051066	3	1	200	1	8	.5	8
PE051068	1	1	180	2	8	.300000011920929	8
PE051068	2	9	180	2	7	.200000002980232	7
PE051069	1	1	180	3	8	.5	8
PE051069	2	9	180	1	7	.300000011920929	7
PE051070	1	1	11	1	3	.5	3
PE051070	2	9	11	1	7	.200000002980232	7
PE051071	1	1	48	4	1	1.20000004768372	1
PE051071	2	9	240	2	7	.5	7
PE051071	3	10	240	2	8	1	8
PE051072	1	1	180	1	8	.5	8
PE051072	2	9	180	1	7	.5	7
PE051072	3	10	180	1	9	1.5	9
PE051073	1	10	270	2	5	1	5
PE051073	2	9	270	2	7	.300000011920929	7
PE051074	1	10	8	1	5	.25	5
PE051075	1	1	12	4	6	1	6
PE051075	2	9	39	3	7	.100000001490116	7
PE051075	3	1	39	3	8	1	8
PE051076	1	1	11	6	1	6	1
PE051077	1	1	10	2	1	2	1
PE051077	2	1	180	2	8	.5	8
PE051077	3	9	180	2	7	.200000002980232	7
PE051078	1	1	170	1	8	1	8
PE051078	2	10	120	1	9	2	9
PE051079	1	1	8	1	8	.5	8
PE051079	2	9	8	1	7	.300000011920929	7
PE051080	1	1	24	2	1	1	1
PE051080	2	1	180	1	8	.5	8
PE051080	3	9	180	1	7	.100000001490116	7
PE051081	1	1	7	3	1	1	1
PE051081	2	10	9	1	5	.5	5
PE051082	1	1	160	3	8	.5	8
PE051082	2	9	160	3	7	.200000002980232	7
PE051082	3	8	10	2	2	1.29999995231628	2
PE051082	4	5	10	1	1	4	1
PE051082	5	6	10	1	4	1	4
PE051082	6	4	10	2	2	1	2
PE051082	7	1	24	2	1	1	1
PE051083	1	1	11	1.5	1	1.5	1
PE051084	1	1	4	3	6	2.5	6
PE051084	2	1	180	4	8	.5	8
PE051084	3	9	180	4	7	.200000002980232	7
PE051085	1	1	180	2	8	1	8
PE051085	2	9	180	2	7	.5	7
PE051086	1	9	220	1	7	.300000011920929	7
PE051086	2	1	220	1	8	.200000002980232	8
PE051086	3	1	2	3	2	2	2
PE051086	4	8	3	2	2	1.5	2
PE051086	5	5	2	2	1	5	1
PE051086	6	6	2	1	2	3	2
PE051087	1	1	12	3	6	1	6
PE051087	2	1	180	2	8	.5	8
PE051087	3	9	180	2	7	.200000002980232	7
PE051088	1	1	200	1	8	.5	8
PE051088	2	9	200	1	7	.5	7
PE051088	3	5	12	1	1	5.5	1
PE051088	4	6	12	1	2	2	2
PE051088	5	8	12	2	2	1.79999995231628	2
PE051088	6	4	12	3	2	1.5	2
PE051089	1	1	12	5	1	1	1
PE051089	2	9	39	3	7	.200000002980232	7
PE051089	3	1	39	3	8	.300000011920929	8
PE051090	1	1	200	2	8	.200000002980232	8
PE051090	2	9	200	2	7	.100000001490116	7
PE051091	1	1	52	.5	1	1	1
PE051091	2	9	44	1	7	.200000002980232	7
PE051091	3	1	44	1	8	.300000011920929	8
PE051092	1	1	11	3	1	3	1
PE051093	1	1	170	1	8	.5	8
PE051093	2	9	170	1	7	.200000002980232	7
PE051093	3	5	12	2	1	6	1
PE051093	4	8	24	4	2	1.60000002384186	2
PE051093	5	6	6	1	2	3.5	2
PE051093	6	1	24	4	2	2.5	2
PE051095	1	1	84	1	8	.5	8
PE051095	2	9	84	1	7	.200000002980232	7
PE051097	1	10	140	1	8	1	8
PE051097	2	9	140	1	7	.5	7
PE051097	3	1	12	10	6	1.20000004768372	6
PE051097	4	3	12	5	2	2	2
PE051099	1	1	170	1	8	.5	8
PE051099	2	9	170	1	7	.200000002980232	7
PE051100	1	1	170	1	8	1	8
PE051100	2	9	170	1	7	.200000002980232	7
PE051100	3	1	84	1	1	1.5	1
PE051100	4	5	11	1	1	6	1
PE051100	5	8	11	1	2	2.79999995231628	2
PE051100	6	6	11	1	2	3.5	2
PE051100	7	4	11	2	2	2	2
PE051102	1	1	200	3	3	1	3
PE051102	2	9	200	3	7	.5	7
PE051103	1	1	180	1	8	1	8
PE051103	2	9	180	1	7	.200000002980232	7
PE051104	1	1	198	3	8	.5	8
PE051104	2	9	198	3	7	.200000002980232	7
PE051105	1	3	12	1	2	1	2
PE051105	2	9	180	1	7	.200000002980232	7
PE061003	1	10	3	2	8	1	8
PE061004	1	1	364	1	1	1.5	1
PE061005	1	1	52	3	8	.5	8
PE061005	2	1	4	3	2	2	2
PE061006	1	9	72	1	7	.5	7
PE061006	2	1	72	1	8	.5	8
PE061007	1	1	180	2	8	1	8
PE061007	2	9	180	2	7	.200000002980232	7
PE061008	1	1	365	2	8	.5	8
PE061012	1	1	360	4	8	.300000011920929	8
PE061012	2	8	12	4	2	4.19999980926514	2
PE061015	1	1	90	1	8	.5	8
PE061019	1	1	60	1	6	2	6
PE061028	1	6	1	1	2	1.29999995231628	2
PE061028	2	8	1	1	2	2.20000004768372	2
PE061028	3	5	1	2	1	4	1
PE061028	4	4	1	6	2	1	2
PE061033	1	1	6	8	6	2.70000004768372	6
PE061033	2	11	6	3	2	2.09999990463257	2
PE061034	1	7	1	1	6	8	6
PE061036	1	1	3	2	8	.5	8
PE061049	1	1	60	7	8	.5	8
PE061050	1	1	365	2	8	2	8
PE061051	1	1	52	3	8	.300000011920929	8
PE061051	2	1	12	3	2	2	2
PE061057	1	1	160	1	8	1	8
PE061057	2	9	160	1	7	.5	7
PE061059	1	1	52	1	1	1.5	1
PE061059	2	1	12	3	2	2	2
PE061062	1	1	13	2	8	1.5	8
PE061063	1	1	195	1	8	.5	8
PE061064	1	10	260	1	1	1	1
PE061065	1	1	190	2	8	.5	8
PE061069	1	1	52	1	1	1.5	1
PE061069	2	1	12	3	2	5	2
PE061074	1	7	1	2	6	2.5	6
PE061074	2	5	1	1	1	7	1
PE061074	3	6	1	1	2	3.5	2
PE061074	4	8	1	1	2	2.79999995231628	2
PE061074	5	4	1	2	2	3	2
PE061075	1	1	60	2	8	1	8
PE061075	2	2	60	7	2	1	2
PE061077	1	9	200	1	7	.200000002980232	7
PE061078	1	1	12	2	8	1	8
PE061079	1	10	200	1	8	1	8
PE061079	2	9	200	1	7	.5	7
PE061082	1	1	12	1	2	3	2
PE061083	1	1	200	2	8	1	8
PE061083	2	1	160	1	8	1	8
PE061083	3	9	160	1	7	.5	7
PE061083	4	8	5	2	2	2	2
PE061083	5	5	5	2	1	5	1
PE061083	6	6	5	2	2	2	2
PE061083	7	4	5	6	2	2	2
PE061084	1	6	12	1	2	2	2
PE061084	2	4	12	1	2	2	2
PE061084	3	5	12	1	1	4	1
PE061084	4	1	180	1	8	.5	8
PE061084	5	9	180	1	7	.200000002980232	7
PE061086	1	1	12	2	2	3	2
PE061086	2	1	360	2	8	.5	8
PE061087	1	1	60	2	8	.5	8
PE061088	1	10	60	1	9	2	9
PE061089	1	1	56	1	8	1	8
PE061094	1	1	12	2	8	1	8
PE061094	2	10	9	1	5	1	5
PE061095	1	1	52	4	8	.5	8
PE061095	2	1	52	1	2	2.5	2
PE061095	3	8	12	2	2	1	2
PE061095	4	6	12	1	4	1.79999995231628	4
PE061095	5	5	12	1	1	5	1
PE061095	6	4	12	3	2	2	2
PE061097	1	1	360	2	8	.5	8
PE061099	1	1	220	1	8	1	8
PE061099	2	9	220	1	7	.5	7
PE061103	1	2	44	1	2	3	2
PE061103	2	9	44	1	7	.5	7
PE061103	3	1	52	1	8	.400000005960464	8
PE071009	1	1	365	1	8	.600000023841858	8
PE071009	2	9	365	2	7	.200000002980232	7
PE071014	1	3	2	1	2	3	2
PE071014	2	11	2	1	2	2.40000009536743	2
PE071030	1	10	240	2	8	.5	8
PE071031	1	3	12	1	2	4	2
PE071031	2	11	5	1	4	1	4
PE071034	1	1	350	3	8	.300000011920929	8
PE071034	2	9	350	3	7	.100000001490116	7
PE071035	1	3	12	2	2	4	2
PE071036	1	3	12	1	2	2	2
PE071036	2	11	12	1	2	1.79999995231628	2
PE071036	3	10	176	1	8	.5	8
PE071036	4	9	176	1	7	.5	7
PE071041	1	8	8	50	2	3.5	2
PE071041	2	15	8	50	2	1	2
PE071045	1	1	350	1	8	.300000011920929	8
PE071046	1	1	240	1	8	.5	8
PE071047	1	3	260	1	2	6	2
PE071050	1	10	40	1	8	.5	8
PE071050	2	9	40	1	7	.5	7
PE071052	1	1	28	2	8	.699999988079071	8
PE071056	1	1	12	1	7	3	7
PE071059	1	1	365	1	8	.600000023841858	8
PE071059	2	6	4	1	3	2	3
PE071059	3	3	6	1	3	1	3
PE071077	1	6	12	1	4	1.5	4
PE071077	2	5	12	.25	1	1.5	1
PE071077	3	8	12	1	4	1.5	4
PE071077	4	6	12	1	4	1.5	4
PE071077	5	6	12	1	4	1.5	4
PE071077	6	1	12	1	3	1.5	3
PE071079	1	5	12	1	1	6	1
PE071079	2	6	12	1	2	2	2
PE071079	3	8	12	2	2	2	2
PE071079	4	7	12	2	6	3	6
PE071080	1	1	340	1	8	.5	8
PE071080	2	9	340	1	7	.100000001490116	7
PE071081	1	1	365	1	8	.5	8
PE071081	2	9	365	1	7	.100000001490116	7
PE071082	1	15	9	1	10	6	10
PE071082	2	4	7	2	2	4	2
PE071084	1	1	311	1	3	.699999988079071	3
PE071084	2	9	311	 	7	.400000005960464	7
PE071084	3	4	270	 	8	1	8
PE071084	4	9	270	2	7	.800000011920929	7
PE071087	1	10	65	1	8	.5	8
PE071087	2	9	65	2	7	.5	7
PE071091	1	8	2	1	2	2	2
PE071091	2	15	1	1	3	1	3
PE071091	3	11	1	1	2	1.5	2
PE071091	4	5	1	1	1	1.5	1
PE071093	1	3	12	1	2	3.5	2
PE071096	1	3	12	1	2	4	2
PE071097	1	1	360	3	8	.5	8
PE071100	1	3	24	3.29999995231628	2	1.20000004768372	2
PE071101	1	10	200	1	8	1	8
PE071102	1	3	12	1	2	3	2
PE071103	1	3	12	1	2	3.5	2
PE071103	2	11	3	1	2	1.79999995231628	2
PE071105	1	5	12	1	1	6	1
PE071105	2	6	12	3	2	2	2
PE071105	3	8	12	2	2	2	2
PE071105	4	7	12	2	6	3	6
PE071105	5	10	160	3	9	1.5	9
PE081002	1	4	3	3	2	1.5	2
PE081009	1	8	1	4	2	6	2
PE081009	2	6	1	1	2	2.5	2
PE081009	3	7	1	2	6	5	6
PE081009	4	5	1	1	1	5	1
PE081012	1	10	145	5	9	4	9
PE081014	1	10	10	2	9	5	9
PE081016	1	10	200	2	8	1	8
PE081018	1	15	4	1	10	10	10
PE081019	1	10	15	1	1	1	1
PE081019	2	10	2	2	8	1	8
PE081022	1	3	360	12	8	.300000011920929	8
PE081022	2	1	180	1	1	1	1
PE081025	1	1	90	6	8	3	8
PE081025	2	8	2	2	2	3	2
PE081025	3	6	2	1	3	1	3
PE081025	4	5	2	.5	1	2.40000009536743	1
PE081032	1	10	84	2	9	2.5	9
PE081033	1	1	304	1	8	.200000002980232	8
PE081033	2	10	230	2	8	.200000002980232	8
PE081033	3	9	230	2	7	.300000011920929	7
PE081060	1	10	144	1	9	3.5	9
PE081061	1	10	96	2	9	4	9
PE081063	1	10	108	2	9	3.5	9
PE081065	1	8	1	2	2	4	2
PE081065	2	6	1	2	2	2	2
PE081065	3	5	1	1	1	3	1
PE081072	1	1	1	2	6	2.5	6
PE081072	2	6	1	 	4	2	4
PE081072	3	8	2	 	2	1.79999995231628	2
PE081072	4	5	1	1	1	6	1
PE081073	1	1	180	1	8	1	8
PE081073	2	9	180	1	7	.5	7
PE081078	1	1	225	1	8	.5	8
PE081078	2	9	225	1	7	.5	7
PE081087	1	10	162	2	8	.5	8
PE081087	2	9	162	2	7	.200000002980232	7
PE081093	1	10	141	1	9	3	9
PE091001	1	1	12	3	6	2	6
PE091001	2	3	12	2	2	1.79999995231628	2
PE091002	1	3	10	1.5460000038147	2	2.90000009536743	2
PE091002	2	1	33	3	6	2.5	6
PE091004	1	1	12	4	6	2.5	6
PE091004	2	3	12	2	2	6	2
PE091006	1	3	13	3	4	1.20000004768372	4
PE091006	2	1	12	3	6	2.5	6
PE091006	3	10	200	1	8	.5	8
PE091006	4	9	200	2	7	.25	7
PE091006	5	8	1	4	2	2	2
PE091006	6	5	1	1	1	6	1
PE091006	7	6	1	1	2	3	2
PE091007	1	3	12	1	2	6	2
PE091007	2	1	12	1	6	2.5	6
PE091010	1	1	9	1	2	2	2
PE091010	2	9	150	1	7	.100000001490116	7
PE091010	3	4	11	3	2	1.5	2
PE091010	4	6	12	1	4	1.5	4
PE091010	5	8	12	2	2	3.59999990463257	2
PE091010	6	5	12	.25	1	1.20000004768372	1
PE091010	7	3	12	1	2	3.5	2
PE091011	1	11	2	1	2	2.40000009536743	2
PE091011	2	8	1	1	2	2	2
PE091011	3	15	1	1	2	3.59999990463257	2
PE091012	1	1	12	6	7	 	7
PE091012	2	3	12	2	8	 	8
PE091013	1	8	1	2	2	3	2
PE091013	2	15	1	1	4	1.79999995231628	4
PE091013	3	5	1	1	1	5	1
PE091018	1	1	40	1	2	2	2
PE091018	2	9	200	1	7	.200000002980232	7
PE091019	1	8	1	1	2	2	2
PE091019	2	15	1	1	2	3.59999990463257	2
PE091022	1	8	80	2	2	3	2
PE091022	2	9	180	2	7	.100000001490116	7
PE091023	1	1	216	2	8	1	8
PE091023	2	9	216	2	7	.5	7
PE091025	1	9	184	1	7	.200000002980232	7
PE091025	2	4	4	1	2	1.5	2
PE091029	1	3	12	1	2	1.29999995231628	2
PE091029	2	1	12	2	6	2.29999995231628	6
PE091030	1	10	180	1	8	.5	8
PE091030	2	9	180	1	7	.100000001490116	7
PE091031	1	1	220	1	3	.5	3
PE091031	2	9	220	1	7	.100000001490116	7
PE091033	1	3	12	1	2	1.5	2
PE091033	2	1	12	2	6	2.5	6
PE091033	3	8	2	2	2	1.5	2
PE091033	4	6	2	1	4	1.29999995231628	4
PE091033	5	5	2	.25	1	1.20000004768372	1
PE091033	6	7	12	1	6	1.79999995231628	6
PE091034	1	1	12	15	6	2.5	6
PE091034	2	3	12	6	3	1	3
PE091034	3	8	12	6	3	1	3
PE091035	1	1	12	4	6	2.5	6
PE091035	2	11	12	150	3	.5	3
PE091035	3	8	12	300	3	1	3
PE091035	4	15	12	300	3	.699999988079071	3
PE091035	5	3	12	150	3	1	3
PE091038	1	1	12	4	6	2.5	6
PE091038	2	3	12	1	2	1.5	2
PE091039	1	3	12	1	2	4	2
PE091039	2	1	5	2	6	2.5	6
PE091039	3	7	12	1	6	4	6
PE091039	4	11	12	1	3	.5	3
PE091039	5	4	5	.899999976158142	2	5.59999990463257	2
PE091039	6	8	6	2	2	1.5	2
PE091039	7	6	6	1	4	2	4
PE091039	8	5	6	.5	1	.5	1
PE091039	9	9	221	1	7	.300000011920929	7
PE091040	1	1	195	3	8	.5	8
PE091040	2	9	195	3	7	.300000011920929	7
PE091041	1	10	80	1	5	2	5
PE091041	2	10	120	1	8	.5	8
PE091041	3	9	120	1	7	.200000002980232	7
PE091042	1	1	52	2	4	1	4
PE091042	2	3	52	1	4	1.5	4
PE091042	3	9	90	1	7	.200000002980232	7
PE091043	1	4	12	3	2	4	2
PE091043	2	6	12	1	2	4	2
PE091043	3	5	12	.5	1	2.70000004768372	1
PE091043	4	10	190	2	8	.200000002980232	8
PE091043	5	9	190	2	7	.200000002980232	7
PE091043	6	10	150	1	5	2	5
PE091044	1	3	12	1	2	4	2
PE091044	2	10	220	2	8	.5	8
PE091044	3	9	200	2	7	.100000001490116	7
PE091046	1	1	4	3	6	2.5	6
PE091046	2	3	4	1	2	4	2
PE091047	1	10	130	3	8	.5	8
PE091047	2	9	130	3	7	.200000002980232	7
PE091048	1	7	12	2	6	5	6
PE091048	2	3	12	1	2	3	2
PE091048	3	11	12	1	3	.5	3
PE091048	4	15	12	1	7	3	7
PE091049	1	10	260	2	8	.5	8
PE091049	2	9	260	1	7	.200000002980232	7
PE091050	1	7	12	2	6	5	6
PE091050	2	8	12	1	2	3	2
PE091050	3	8	12	1	2	4.5	2
PE091050	4	5	12	1	1	7	1
PE091050	5	3	12	1	2	2	2
PE091050	6	11	12	1	2	3	2
PE091050	7	11	12	1	3	.5	3
PE091051	1	3	12	1	2	3	2
PE091051	2	1	12	2	6	2.5	6
PE091051	3	11	12	1	3	.5	3
PE091051	4	7	12	1	6	4.5	6
PE091051	5	5	4	1	1	7	1
PE091051	6	6	4	1	2	3.5	2
PE091051	7	8	4	1	2	2	2
PE091052	1	1	195	2	8	.5	8
PE091052	2	9	195	2	7	.100000001490116	7
PE091053	1	10	130	1	8	.5	8
PE091053	2	9	130	1	7	.200000002980232	7
PE091054	1	10	130	2	8	.5	8
PE091054	2	9	130	2	7	.200000002980232	7
PE091054	3	10	120	1	5	2	5
PE091054	4	3	12	1	2	3	2
PE091054	5	1	24	2	6	2.5	6
PE091054	6	7	12	1	6	2	6
PE091055	1	10	200	1	8	.5	8
PE091055	2	9	200	1	7	.200000002980232	7
PE091057	1	3	12	2	2	3	2
PE091057	2	1	12	2	2	2.5	2
PE091057	3	7	12	2	6	4.5	6
PE091057	4	11	12	1	4	.5	4
PE091057	5	5	12	2	1	7	1
PE091057	6	6	12	1	4	2	4
PE091057	7	8	12	1	2	2	2
PE091058	1	1	150	4	8	.5	8
PE091058	2	9	150	4	7	.200000002980232	7
PE091058	3	10	80	1	5	1.5	5
PE091058	4	7	12	1	6	1.5	6
PE091058	5	3	12	2	2	3	2
PE091058	6	1	12	2	6	2	6
PE091059	1	9	20	2	7	.400000005960464	7
PE091060	1	3	24	2	2	4	2
PE091060	2	1	48	4	6	2.5	6
PE091060	3	7	24	2	6	4	6
PE091060	4	9	210	2	7	.200000002980232	7
PE091061	1	8	5	1	2	3	2
PE091061	2	9	60	1	7	.200000002980232	7
PE091062	1	1	180	2	3	1	3
PE091062	2	9	180	2	7	.25	7
PE091063	1	1	12	4	6	2.5	6
PE091063	2	3	12	2	2	4	2
PE091063	3	7	12	2	6	2	6
PE091063	4	11	12	2	3	.5	3
PE091063	5	8	12	4	2	1.70000004768372	2
PE091064	1	1	12	2	6	2.5	6
PE091064	2	3	12	1	2	4	2
PE091064	3	11	12	1	3	.5	3
PE091064	4	7	12	1	6	2	6
PE091065	1	3	12	1	2	3	2
PE091065	2	1	12	2	6	2.5	6
PE091065	3	7	12	1	6	4	6
PE091065	4	11	12	1	3	.5	3
PE091067	1	1	12	10	6	2.5	6
PE091067	2	3	12	5	2	4	2
PE091067	3	11	12	5	3	.5	3
PE091067	4	7	12	5	6	2	6
PE091068	1	9	180	1	7	.200000002980232	7
PE091068	2	1	180	1	8	.5	8
PE091069	1	1	12	4	6	2.5	6
PE091069	2	3	12	2	2	4	2
PE091069	3	11	12	1	3	.5	3
PE091069	4	7	12	2	6	2	6
PE091072	1	10	130	1	9	1	9
PE091072	2	9	187	3	7	.300000011920929	7
PE091073	1	10	39	1	8	.800000011920929	8
PE091074	1	1	24	2	6	2.5	6
PE091074	2	3	12	1	2	4	2
PE091075	1	1	72	3	8	.5	8
PE091076	1	3	12	1	2	3	2
PE091076	2	1	12	2	6	2.5	6
PE091077	1	8	12	1	2	1.5	2
PE091077	2	1	12	2	6	2	6
PE091077	3	10	144	2	9	2	9
PE091077	4	10	180	2	8	.5	8
PE091077	5	9	180	2	7	.200000002980232	7
PE091078	1	1	12	2	6	2.29999995231628	6
PE091078	2	3	12	2	4	2	4
PE091079	1	3	3	2	4	4	4
PE091079	2	1	3	2	6	2.5	6
PE091080	1	1	12	2	6	2.5	6
PE091080	2	3	12	1	2	2	2
PE091080	3	1	180	1	8	.5	8
PE091080	4	9	180	3	7	.200000002980232	7
PE091080	5	10	180	3	9	2	9
PE091081	1	1	120	2	6	2.5	6
PE091081	2	3	12	2	2	1	2
PE091081	3	7	120	1	6	1.5	6
PE091082	1	9	300	2	7	.100000001490116	7
PE091082	2	1	300	2	8	.200000002980232	8
PE091083	1	1	12	4	6	2.29999995231628	6
PE091083	2	3	12	2	2	1.29999995231628	2
PE091088	1	1	3	3	6	2.5	6
PE091088	2	3	3	1	3	1	3
PE091090	1	1	9	1	2	1	2
PE091090	2	9	180	1	7	.100000001490116	7
PE091091	1	3	12	1	2	3	2
PE091091	2	1	48	4	6	1.5	6
PE091091	3	7	24	2	6	1.5	6
