childid	cropid	cropr3	qnthrvr3	qntuntr3
PE091024	1	55	720	2
PE091024	2	99	216	2
PE091024	3	101	288	2
PE091024	4	75	72	2
PE091025	1	44	72	2
PE091025	2	101	55	2
PE091025	3	99	45	2
PE091026	1	75	2	10
PE091028	1	99	6	10
PE091028	2	101	8	3
PE091033	1	84	63	11
PE091034	1	26	6	2
PE091034	2	69	12	2
PE091034	3	50	64	6
PE091034	4	102	60	8
PE091034	5	50	3	2
PE091035	1	44	2	10
PE091035	2	83	15	11
PE091035	3	75	18	2
PE091035	4	92	50	2
PE091035	5	108	20	2
PE091035	6	51	80	2
PE091037	1	99	1	10
PE091037	2	75	1	10
PE091039	1	44	70	2
PE091039	2	5	40	2
PE091039	3	99	24	2
PE091040	1	44	6	10
PE091040	2	96	2	10
PE091040	3	5	2	10
PE091041	1	5	72	2
PE091041	2	55	216	2
PE091041	3	75	72	2
PE091041	4	44	216	2
PE091041	5	89	12	2
PE091041	6	83	4	11
PE091043	1	55	240	2
PE091043	2	75	144	2
PE091043	3	96	216	2
PE091043	4	44	216	2
PE091043	5	83	4	11
PE091045	1	75	13	3
PE091045	2	55	12	3
PE091045	3	108	3	2
PE091047	1	75	350	2
PE091047	2	44	720	2
PE091047	3	96	288	2
PE091047	4	101	24	2
PE091047	5	5	36	2
PE091048	1	75	1	10
PE091048	2	44	1	10
PE091049	1	75	80	2
PE091049	2	44	140	2
PE091050	1	75	1	10
PE091050	2	44	1	10
PE091050	3	55	1	10
PE091050	4	50	20	2
PE091051	1	75	1	10
PE091051	2	96	1	10
PE091051	3	99	1	10
PE091051	4	55	1	10
PE091051	5	44	1	10
PE091052	1	75	2	10
PE091052	2	44	2	10
PE091053	1	75	288	2
PE091053	2	44	360	2
PE091053	3	55	778	2
PE091053	4	96	144	2
PE091053	5	101	24	2
PE091053	6	5	72	2
PE091054	1	75	2	3
PE091054	2	83	3	11
PE091055	1	75	288	2
PE091055	2	44	420	2
PE091055	3	99	72	2
PE091055	4	96	300	2
PE091055	5	5	72	2
PE091056	1	44	2	10
PE091056	2	55	2	10
PE091057	1	75	7	10
PE091057	2	44	8	10
PE091057	3	99	2	10
PE091057	4	55	2	10
PE091057	5	50	1	3
PE091058	1	44	50	2
PE091058	2	75	50	2
PE091059	1	44	2	3
PE091059	2	75	3	3
PE091061	1	75	2	10
PE091061	2	99	2	10
PE091062	1	83	6	11
PE091065	1	44	792	2
PE091065	2	75	792	2
PE091066	1	99	12	3
PE091066	2	44	48	3
PE091066	3	75	36	3
PE091066	4	55	18	3
PE091066	5	50	5	3
PE091067	1	44	300	2
PE091068	1	44	240	2
PE091068	2	75	120	2
PE091068	3	99	120	2
PE091068	4	5	240	2
PE091068	5	69	24	2
PE091068	6	83	600	6
PE091069	1	44	7	10
PE091071	1	83	310	6
PE091072	1	44	24	2
PE091073	1	75	1	10
PE091073	2	99	1	10
PE091073	3	55	10	10
PE091073	4	44	3	10
PE091073	5	89	2	3
PE091073	6	50	6	2
PE091074	1	44	1	10
PE091074	2	75	15	10
PE091074	3	55	7	10
PE091074	4	96	7	10
PE091074	5	86	2	10
PE091074	6	95	2	2
PE091075	1	55	100	2
PE091075	2	44	60	2
PE091075	3	96	60	2
PE091076	1	75	1	10
PE091076	2	44	1	10
PE091076	3	55	2	10
PE091076	4	96	1	10
PE091077	1	75	72	2
PE091077	2	55	228	2
PE091077	3	96	144	2
PE091077	4	44	72	2
PE091077	5	83	4	11
PE091078	1	99	3	3
PE091078	2	44	10	3
PE091078	3	96	2	3
PE091078	4	55	30	3
PE091078	5	75	20	3
PE091079	1	44	72	2
PE091079	2	75	144	2
PE091080	1	99	6	2
PE091080	2	44	6	2
PE091080	3	55	72	2
PE091080	4	75	108	2
PE091080	5	96	36	2
PE091081	1	75	.2	10
PE091081	2	5	.2	10
PE091081	3	96	.3	10
PE091081	4	55	.4	10
PE091082	1	108	300	6
PE091082	2	50	300	6
PE091082	3	102	500	8
PE091082	4	6	100	6
PE091082	5	108	200	2
PE091082	6	108	300	6
PE091082	7	108	1000	6
PE091083	1	55	4	3
PE091083	2	75	2	3
PE091083	3	44	3	3
PE091085	1	55	4	10
PE091085	2	75	3	10
PE091085	3	44	1	10
PE091085	4	101	3	2
PE091086	1	55	2	3
PE091086	2	75	2	10
PE091086	3	5	1	10
PE091087	1	75	2	10
PE091087	2	55	10	10
PE091087	3	44	10	2
PE091087	4	5	1	10
PE091088	1	55	72	2
PE091089	1	55	3	10
PE091089	2	75	1	10
PE091089	3	44	5	10
PE091090	1	86	140	2
PE091090	2	82	6	2
PE091090	3	55	422	2
PE091090	4	75	6	3
PE091090	5	83	5	11
PE091091	1	44	6	3
PE091091	2	75	12	3
PE091091	3	55	60	3
PE091091	4	92	36	2
PE091091	5	50	20	2
PE091091	6	10	24	8
PE091091	7	102	36	8
PE091092	1	96	3	3
PE091092	2	55	6	3
PE091092	3	75	2	3
PE091092	4	44	30	4
PE091093	1	75	2	10
PE091093	2	55	1	10
PE091093	3	86	1	10
PE091093	4	96	1	10
PE091093	5	99	2	10
PE091094	1	55	720	2
PE091094	2	75	144	2
PE091094	3	96	72	2
PE091094	4	99	72	2
PE091094	5	44	36	2
PE091095	1	55	172	2
PE091095	2	96	148	2
PE091095	3	99	120	2
PE091095	4	5	124	2
PE091095	5	86	72	2
PE091095	6	82	12	2
PE091096	1	96	144	2
PE091096	2	55	216	2
PE091096	3	75	74	2
PE091096	4	86	72	2
PE091097	1	82	23	4
PE091098	1	55	6	2
PE091098	2	96	8	2
PE091098	3	86	12	2
PE091098	4	75	12	2
PE091098	5	5	12	2
PE091099	1	96	80	2
PE091099	2	5	60	2
PE091099	3	75	60	2
PE091099	4	82	24	2
PE091099	5	86	66	2
PE091099	6	55	72	2
PE091100	1	75	6	10
PE091100	2	55	3	10
PE091100	3	44	6	3
PE091101	1	75	50	2
PE091101	2	5	60	2
PE091101	3	55	300	2
PE091101	4	96	240	2
PE091101	5	82	12	2
PE091102	1	55	5	10
PE091102	2	5	6	10
PE091102	3	101	1	10
PE091102	4	99	1	10
PE091102	5	96	3	10
PE091102	6	95	2	10
PE091102	7	86	2	10
PE091103	1	75	2	10
PE091103	2	55	5	10
PE101016	1	55	200	2
PE101018	1	99	60	2
PE101018	2	55	140	2
PE101018	3	75	48	2
PE101019	1	5	7	10
PE101019	2	44	5	10
PE101019	3	75	6	10
PE101019	4	55	3	10
PE101019	5	101	4	10
PE101019	6	86	2	10
PE101019	7	96	2	10
PE101032	1	5	5	10
PE101032	2	96	5	10
PE101032	3	55	8	10
PE101032	4	101	8	10
PE101048	1	55	2	10
PE101049	1	55	75	2
PE101049	2	44	1	3
PE101050	1	55	2	10
PE101050	2	96	1	10
PE101050	3	86	24	2
PE101051	1	55	15	10
PE101051	2	75	5	10
PE101051	3	99	1	3
PE101051	4	101	1	3
PE101051	5	96	2	10
PE101051	6	86	2	10
PE101055	1	101	24	2
PE101055	2	75	18	2
PE101055	3	55	1	10
PE101065	1	44	25	2
PE101065	2	75	3	10
PE101071	1	101	24	2
PE101071	2	55	150	2
PE101071	3	50	12	2
PE101071	4	86	12	2
PE101071	5	95	20	2
PE101071	6	82	5	2
PE101071	7	75	100	2
PE101071	8	44	200	2
PE101073	1	55	3	10
PE101073	2	75	2.5	10
PE101073	3	5	1	10
PE101074	1	56	400	2
PE101074	2	108	120	8
PE101074	3	55	1	10
PE101074	4	75	1	10
PE101079	1	55	7	10
PE101079	2	101	3	10
PE101079	3	75	2	10
PE101087	1	44	1	10
PE101088	1	55	1800	2
PE101088	2	101	72	2
PE101088	3	75	72	2
PE101094	1	55	432	2
PE101101	1	55	144	2
PE101101	2	44	72	2
PE101104	1	55	5	10
PE101104	2	75	1	3
PE101104	3	101	12	2
PE111002	1	55	5	10
PE111002	2	44	3	10
PE111002	3	96	3	10
PE111002	4	86	2	10
PE111002	5	95	1	10
PE111003	1	4	20	11
PE111003	2	90	250	2
PE111005	1	44	5	10
PE111005	2	75	1	10
PE111005	3	99	2	3
PE111005	4	5	1	10
PE111005	5	55	3	10
PE111007	1	55	2	10
PE111007	2	44	5	10
PE111007	3	75	3	10
PE111007	4	86	1	10
PE111007	5	96	1	10
PE111008	1	44	50	2
PE111008	2	55	150	2
PE111010	1	44	5	10
PE111011	1	55	400	2
PE111011	2	75	240	2
PE111011	3	5	4	3
PE111011	4	87	3	3
PE111011	5	44	300	2
PE111011	6	96	4	3
PE111011	7	49	3	3
PE111013	1	55	72	3
PE111013	2	44	72	3
PE111013	3	96	18	3
PE111013	4	86	6	3
PE111013	5	75	24	3
PE111013	6	5	3	10
PE111013	74	101	24	3
PE111014	1	55	15	10
PE111014	2	87	20	10
PE111014	3	44	3	10
PE111014	4	5	3	10
PE111014	5	75	1	10
PE111014	6	101	2	10
PE111014	7	96	2	10
PE111015	1	55	4	10
PE111015	2	44	4	10
PE111015	3	75	4	10
PE111015	4	5	2	10
PE111015	5	96	2	10
PE111015	6	86	2	10
PE111015	7	101	2	10
PE111016	1	44	2	10
PE111016	2	75	1	3
PE111016	3	55	4	10
PE111016	4	5	1	10
PE111017	1	44	1	10
PE111017	2	55	2	10
PE111017	3	86	3	10
PE111017	4	96	3	10
PE111017	5	101	2	10
PE111017	6	5	1	10
PE111017	7	75	2	10
PE111020	1	55	10	10
PE111020	2	99	4	10
PE111020	3	5	8	10
PE111020	4	101	5	10
PE111020	5	96	6	10
PE111020	6	86	1	10
PE111020	7	44	6	10
PE111021	1	44	3	3
PE111021	2	55	15	10
PE111021	3	96	10	10
PE111021	4	101	2	3
PE111024	1	44	100	2
PE111024	2	75	2	10
PE111024	3	55	200	2
PE111024	4	101	50	2
PE111024	5	99	50	2
PE111024	6	86	100	2
PE111024	7	96	50	2
PE111028	1	55	10	10
PE111028	2	44	100	2
PE111028	3	99	50	2
PE111028	4	75	3	10
PE111028	5	5	50	2
PE111028	6	86	25	2
PE111028	7	96	25	2
PE111032	1	89	360	2
PE111032	2	44	2000	2
PE111032	3	17	300	2
PE111032	4	4	120000	8
PE111032	5	3	800	2
PE111032	6	85	600	2
PE111033	1	5	3	10
PE111033	2	55	5	10
PE111033	3	96	8	10
PE111033	4	75	2	10
PE111034	1	108	5	3
PE111035	1	55	5	10
PE111035	2	96	3	10
PE111035	3	86	2	10
PE111035	4	95	3	10
PE111035	5	44	6	10
PE111035	6	75	4	10
PE111035	7	5	5	10
PE111035	8	101	2	10
PE111037	1	44	5	3
PE111037	2	75	4	3
PE111037	3	5	2	3
PE111037	4	55	4	9
PE111037	5	101	1	3
PE111038	1	55	20	10
PE111038	2	101	1	10
PE111038	3	44	10	10
PE111038	4	75	3.5	10
PE111038	5	5	6	10
PE111038	6	86	2.5	10
PE111038	7	96	5.5	10
PE111039	1	75	15	2
PE111039	2	44	4	10
PE111039	3	5	1	10
PE111039	4	101	1	10
PE111039	5	55	3	10
PE111039	6	96	2	10
PE111039	7	86	2	10
PE111041	1	53	15	10
PE111041	2	4	7000	8
PE111041	3	85	400	2
PE111041	4	108	100	2
PE111045	1	55	6	10
PE111045	2	75	5	3
PE111045	3	99	1	3
PE111045	4	44	1	10
PE111045	5	5	2	10
PE111046	1	55	5	10
PE111046	2	44	5	10
PE111046	3	75	2	10
PE111046	4	101	3	10
PE111046	5	5	12	10
PE111046	6	96	1	10
PE111047	1	85	104	3
PE111047	2	4	104	11
PE111048	1	101	5	10
PE111048	2	87	1	3
PE111048	3	5	6	10
PE111048	4	55	8	10
PE111048	5	96	3	10
PE111048	6	86	2	10
PE111049	1	55	20	10
PE111049	2	5	20	10
PE111049	3	101	3	10
PE111049	4	96	6	10
PE111049	5	86	3	10
PE111050	1	5	3	10
PE111050	2	49	1	10
PE111050	3	101	2	10
PE111050	4	87	6	3
PE111050	5	55	10	10
PE111050	6	96	3	10
PE111050	7	86	1	10
PE111054	1	55	20	10
PE111054	2	87	6	2
PE111054	3	101	2	3
PE111054	4	96	10	10
PE111054	5	86	25	2
PE111054	6	44	3	10
PE111054	7	75	2	3
PE111056	1	55	250	2
PE111056	2	101	100	2
PE111056	3	5	100	2
PE111056	4	44	50	2
PE111056	5	75	50	2
PE111056	6	99	36	2
PE111057	1	5	6	3
PE111057	2	44	10	3
PE111057	3	101	4	3
PE111057	4	55	3	10
PE111057	5	75	8	3
PE111057	6	96	2	10
PE111057	7	86	6	10
PE111059	1	55	2	10
PE111059	2	101	1	3
PE111059	3	5	1	3
PE111059	4	44	5	2
PE111060	1	55	3	10
PE111061	1	75	1	10
PE111061	2	44	6	10
PE111061	3	101	1	10
PE111061	4	55	8	10
PE111061	5	99	2	3
PE111061	6	5	1	10
PE111061	7	96	3	10
PE111063	1	75	200	2
PE111063	2	44	1	10
PE111063	3	99	3	3
PE111063	4	55	2	10
PE111063	5	5	100	2
PE111065	1	55	5	10
PE111065	2	75	2	10
PE111065	3	101	1	10
PE111065	4	5	2	10
PE111066	1	44	3	3
PE111066	2	55	2	10
PE111066	3	5	2	3
PE111066	4	96	1	10
PE111066	5	86	1	10
PE111067	1	55	12	10
PE111067	2	96	4	10
PE111067	3	5	3	10
PE111067	4	75	3	10
PE111067	5	101	2	10
PE111067	6	95	4	10
PE111068	1	55	640	2
PE111068	2	44	240	 
PE111068	3	75	160	2
PE111068	4	86	240	2
PE111068	5	101	80	2
PE111068	6	87	80	2
PE111068	7	96	80	2
PE111069	1	55	30	10
PE111069	2	44	35	10
PE111069	3	75	15	10
PE111069	4	99	10	10
PE111069	5	101	15	10
PE111069	6	86	10	10
PE111070	1	55	240	2
PE111070	2	75	120	2
PE111070	3	5	60	2
PE111070	4	87	60	2
PE111070	5	44	120	2
PE111070	6	99	48	2
PE111070	7	101	80	2
PE111074	1	44	36	2
PE111074	2	55	600	2
PE111074	3	75	100	2
PE111074	4	99	12	2
PE111074	5	96	500	2
PE111074	6	87	12	2
PE111074	7	86	100	2
PE111076	1	75	6	3
PE111076	2	44	400	2
PE111076	3	87	5	3
PE111076	4	99	5	3
PE111077	1	55	4	10
PE111077	2	44	2	10
PE111077	3	5	3	10
PE111077	4	86	2.5	10
PE111079	1	55	15	10
PE111079	2	96	7	10
PE111079	3	44	10	10
PE111079	4	101	6	10
PE111079	5	5	5	10
PE111079	6	87	3	3
PE111079	7	75	5	10
PE111081	1	55	7	10
PE111081	2	44	3	10
PE111081	3	101	3	3
PE111081	4	5	4	10
PE111081	5	75	4	10
PE111085	1	55	10	10
PE111085	2	96	6	10
PE111085	3	101	1	10
PE111085	4	86	3	10
PE111085	5	5	2	10
PE111087	1	101	36	2
PE111087	2	75	48	2
PE111087	3	55	300	2
PE111087	4	44	48	2
PE111089	1	55	4	10
PE111089	2	86	1	10
PE111089	3	95	2	10
PE111089	4	44	2	10
PE111089	5	99	2	10
PE111089	6	96	3	10
PE111089	7	87	1	3
PE111090	1	44	50	2
PE111090	2	75	24	2
PE111090	3	55	100	2
PE111091	1	101	2	10
PE111091	2	75	8	10
PE111091	3	5	4	10
PE111091	4	55	5	10
PE111092	1	55	10	10
PE111092	2	5	3	10
PE111092	3	75	2	10
PE111092	4	44	2	10
PE111092	5	96	1	10
PE111092	6	86	4	10
PE111093	1	44	4	10
PE111093	2	5	3	10
PE111093	3	55	10	10
PE111093	4	101	2	3
PE111093	5	96	4	10
PE111093	6	86	2	10
PE111093	7	100	1.5	10
PE111094	1	101	50	2
PE111094	2	87	50	2
PE111094	3	55	150	2
PE111094	4	5	60	2
PE111094	5	86	100	2
PE111094	6	96	50	2
PE111095	1	55	2	4
PE111095	2	87	3	3
PE111095	3	101	2	3
PE111095	4	5	5	3
PE111095	5	44	6	10
PE111095	6	86	2	10
PE111095	7	96	1	10
PE111096	1	99	60	2
PE111096	2	101	50	2
PE111096	3	75	100	2
PE111096	4	55	1000	2
PE111096	5	5	150	2
PE111096	6	96	100	2
PE111096	7	86	250	2
PE111097	1	55	1000	2
PE111097	2	96	300	2
PE111097	3	44	200	2
PE111097	4	101	100	2
PE111097	5	5	300	2
PE111097	6	86	400	2
PE111097	7	87	100	2
PE111098	1	55	6	10
PE111098	2	44	4	10
PE111098	3	101	1	10
PE111098	4	86	2	10
PE111099	1	55	1000	2
PE111099	2	10	100	2
PE111099	3	44	500	2
PE111099	4	75	100	2
PE111099	5	5	200	2
PE111099	6	87	100	2
PE111099	7	96	600	2
PE111100	1	99	30	2
PE111100	2	44	450	2
PE111100	3	101	300	2
PE111100	4	55	688	2
PE111100	5	5	416	2
PE111100	6	75	756	2
PE111100	7	82	25	2
PE111101	1	44	360	2
PE111101	2	101	72	2
PE111101	3	99	72	2
PE111101	4	55	720	2
PE111101	5	89	2	10
PE111102	1	101	1	10
PE111102	2	44	6	10
PE111102	3	82	2	3
PE111102	4	96	4	10
PE111102	5	55	4	10
PE111102	6	86	2	10
PE121043	1	55	20	10
PE121043	2	5	4	10
PE121043	3	84	10	10
PE131026	1	55	2	10
PE131026	2	12	3	3
PE131026	3	44	6	10
PE131026	4	108	3000	8
PE131026	5	50	3	10
PE131076	1	44	125	2
PE141085	1	55	200	10
PE141094	1	44	10	10
PE141094	2	89	2	10
PE141094	3	67	432	11
PE151001	1	51	10000	8
PE151001	2	90	10	2
PE151005	1	90	360	2
PE151005	2	85	500	2
PE151006	1	51	60000	2
PE151006	2	44	1000	2
PE151006	3	85	400	2
PE151006	4	4	300	2
PE151009	1	51	120000	8
PE151010	1	4	2400	2
PE151010	2	51	1500000	8
PE151010	3	85	48	2
PE151010	4	3	1200	8
PE151010	5	45	400	8
PE151011	1	44	500	2
PE151011	2	53	12	10
PE151011	3	89	800	2
PE151011	4	85	1000	2
PE151011	5	4	1000	2
PE151011	6	90	20	2
PE151012	1	17	600	2
PE151012	2	51	10000	8
PE151014	1	17	25	10
PE151014	2	4	2400	2
PE151015	1	53	10	10
PE151015	2	45	4	10
PE151016	1	17	200	2
PE151016	2	4	4000	8
PE151016	3	53	100	2
PE151018	1	53	28	10
PE151019	1	85	800	3
PE151019	2	44	2500	2
PE151019	3	4	3000	7
PE151019	4	45	4	10
PE151019	5	53	35	10
PE151020	1	90	500	2
PE151020	2	85	200	2
PE151020	3	4	300	2
PE151020	4	44	200	2
PE151023	1	17	1500	1
PE151023	2	93	100	8
PE151023	3	4	500	7
PE151024	1	53	10	10
PE151024	2	4	50	7
PE151026	1	44	10	10
PE151026	2	17	20	10
PE151026	3	4	15	7
PE151028	1	4	2400	2
PE151028	2	17	150	2
PE151029	1	4	100	7
PE151029	2	90	.5	10
PE151029	3	85	10	3
PE151030	1	51	40000	8
PE151030	2	85	200	2
PE151031	1	90	125	2
PE151031	2	4	250	2
PE151031	3	85	500	2
PE151031	4	44	85	2
PE151031	5	51	1000	8
PE151031	6	45	3000	8
PE151031	7	108	1200	8
PE151033	1	4	500	2
PE151033	2	85	500	3
PE151033	3	17	7	10
PE151033	4	90	1	10
PE151035	1	4	2000	7
PE151035	2	85	600	3
PE151035	3	45	4	10
PE151036	1	17	350	2
PE151036	2	90	30	2
PE151036	3	51	3000	8
PE151036	4	53	200	2
PE151036	5	85	576	8
PE151036	6	4	12	7
PE151036	7	45	1825	8
PE151038	1	17	50	2
PE151038	2	90	900	2
PE151038	3	89	10	2
PE151038	4	53	264	2
PE151038	5	44	8	10
PE151040	1	51	20000	8
PE151040	2	4	100	7
PE151040	3	85	100	3
PE151040	4	44	50	2
PE151040	5	89	20	2
PE151041	1	90	100	2
PE151041	2	4	300	7
PE151041	3	51	18000	2
PE151041	4	51	2000	2
PE151041	5	53	12	10
PE151042	1	90	200	2
PE151042	2	51	7000	8
PE151043	1	90	1000	1
PE151043	2	51	15000	1
PE151043	3	17	500	1
PE151043	4	4	500	7
PE151043	5	51	80000	1
PE151043	6	85	500	3
PE151044	1	90	500	2
PE151044	2	51	5000	8
PE151044	3	4	1440	7
PE151045	1	90	500	2
PE151045	2	4	20	7
PE151045	3	85	40	3
PE151045	4	44	10	10
PE151045	5	51	2000	2
PE151045	6	53	20	10
PE151046	1	90	800	2
PE151046	2	44	1000	2
PE151046	3	4	250	2
PE151047	1	17	250	2
PE151047	2	90	360	2
PE151047	3	4	90	2
PE151047	4	85	630	2
PE151047	5	44	34	2
PE151047	6	89	3	2
PE151048	1	90	700	2
PE151048	2	51	20000	8
PE151052	1	90	100	2
PE151061	1	45	25	2
PE151061	2	90	100	2
PE151061	3	3	10	2
PE151061	4	51	15	2
PE151061	5	4	25	2
PE151061	6	107	5	2
PE151061	7	85	120	2
PE151061	8	53	100	2
PE151063	1	90	1500	1
PE151063	2	107	1800	1
PE151063	3	4	1200	1
PE151063	4	85	3600	1
PE151063	5	51	960	8
PE151063	6	45	200	8
PE151064	1	90	500	2
PE151064	2	51	3540	8
PE151064	3	4	70	2
PE151067	1	90	200	2
PE151067	2	108	30	2
PE151067	3	4	150	7
PE151067	4	67	40000	8
PE151067	5	45	600	8
PE151067	6	51	1000	8
PE151067	7	85	80	3
PE151068	1	44	10	10
PE151068	2	55	15	10
PE151068	3	99	100	2
PE151068	4	101	50	2
PE151070	1	109	 	2
PE151070	2	45	 	2
PE151070	3	93	 	2
PE151070	4	54	 	2
PE151070	5	93	 	2
PE151070	6	54	 	2
PE151072	1	53	7	10
PE151072	2	4	100	11
PE151073	1	90	6	10
PE151073	2	17	6	10
PE151073	3	3	10	10
PE151073	4	4	13000	7
PE151073	5	53	15	10
PE151073	6	85	12	10
PE151074	1	90	1200	2
PE151074	2	4	1800	2
PE151074	3	85	10000	2
PE151074	4	51	20000	8
PE151074	5	53	500	2
PE151074	6	3	1000	8
PE151074	7	89	200	8
PE151075	1	90	3	10
PE151077	1	108	2000	6
PE151080	1	53	10	10
PE151081	1	90	200	2
PE151081	2	51	20	10
PE151082	1	4	3000	2
PE151082	2	17	450	2
PE151082	3	85	65	2
PE151082	4	90	95	2
PE151082	5	67	30	8
PE151083	1	85	1200	3
PE151083	2	90	1200	2
PE151083	3	4	1200	7
PE151083	4	44	5	10
PE151085	1	4	122	7
PE151085	2	51	2000	2
PE151087	1	17	1000	2
PE151087	2	4	4700	2
PE151087	3	45	150	2
PE151087	4	44	1000	2
PE151087	5	85	48	3
PE151088	1	90	2500	2
PE151088	2	17	1200	3
PE151088	3	4	190	2
PE151088	4	51	700	8
PE151088	5	85	500	2
PE151088	6	44	5	10
PE151088	7	53	13	10
PE151091	1	90	20	10
PE151091	2	17	30	10
PE151091	3	85	1000	3
PE151091	4	51	60000	8
PE151091	5	53	15	10
PE151092	1	90	100	2
PE151092	2	4	70	2
PE151092	3	51	20	2
PE151092	4	3	20	2
PE151092	5	45	10	2
PE151094	1	109	480	8
PE151094	2	51	600	8
PE151094	3	108	240	2
PE151094	4	4	168	2
PE151095	1	51	80000	8
PE151095	2	90	1000	2
PE151095	3	44	5000	2
PE151095	4	53	7000	2
PE151095	5	89	500	2
PE151095	6	108	300	8
PE151096	1	17	5	10
PE151096	2	90	2	10
PE151096	3	4	200000	7
PE151097	1	98	5000	2
PE151097	2	4	4800	7
PE151097	3	51	60000	2
PE151099	1	90	13	10
PE151099	2	17	20	10
PE151099	3	45	10	10
PE151099	4	51	10	10
PE151099	5	4	2000	7
PE151099	6	93	200	1
PE151099	7	85	3	10
PE151100	1	17	100	10
PE151100	2	4	300	2
PE151100	3	44	1000	2
PE151101	1	85	5000	2
PE151101	2	4	100	7
PE151101	3	53	100	2
PE151102	1	85	3	3
PE151102	2	44	20	2
PE151102	3	51	20	8
PE151103	1	90	150	2
PE151103	2	85	150	2
PE151103	3	4	50	7
PE151103	4	51	500	2
PE151104	1	90	500	2
PE151104	2	85	400	3
PE151104	3	51	400	2
PE151104	4	4	250	2
PE151104	5	45	250	2
PE151105	1	85	500	3
PE151105	2	17	50	2
PE151105	3	90	18	2
PE151105	4	51	600	8
PE151105	5	4	10	7
PE151106	1	90	800	2
PE151106	2	4	300	2
PE151106	3	85	600	2
PE151108	1	90	50	2
PE151108	2	51	200	10
PE151108	3	85	6	2
PE151109	1	108	300	2
PE151109	2	45	50	2
PE151109	3	4	80	7
PE151109	4	51	100	2
PE151109	5	53	3	10
PE151109	6	85	4	10
PE151109	7	108	6	10
PE151110	1	4	8000	2
PE151110	2	44	3976	2
PE151110	3	17	1552	2
PE151111	1	90	12	10
PE151111	2	85	6	10
PE151111	3	17	3	10
PE151111	4	45	8	10
PE151111	5	53	8	10
PE151111	6	4	10000	10
PE151112	2	4	960	7
PE151112	3	44	3	10
PE161001	1	44	24	2
PE161001	2	55	2	10
PE161002	1	44	10	10
PE161002	2	55	14	10
PE161002	3	5	3	10
PE161002	4	75	2	10
PE161003	1	44	1	10
PE161003	2	5	200	2
PE161003	3	55	500	2
PE161003	4	101	50	2
PE161004	1	55	1000	2
PE161004	2	101	100	2
PE161004	3	5	140	2
PE161004	4	95	100	2
PE161006	1	44	600	2
PE161006	2	55	400	2
PE161006	3	99	20	2
PE161006	4	101	20	2
PE161007	1	44	3	10
PE161007	2	5	1	10
PE161009	1	44	50	2
PE161009	2	101	30	2
PE161009	3	5	100	2
PE161009	4	75	100	2
PE161010	1	75	500	2
PE161010	2	5	3500	2
PE161010	3	44	200	2
PE161010	4	55	900	2
PE161010	5	99	1220	2
PE161010	6	95	130	2
PE161011	1	44	50	2
PE161011	2	55	3	2
PE161011	3	75	2	2
PE161011	4	87	3	3
PE161011	5	86	2	2
PE161011	6	99	3	2
PE161011	7	101	6	2
PE161011	8	5	5	2
PE161012	1	5	3	10
PE161012	2	75	3	10
PE161012	3	44	5	10
PE161012	4	99	30	2
PE161012	5	101	20	2
PE161013	1	75	10	10
PE161013	2	44	5	10
PE161013	3	5	6	10
PE161013	4	99	600	2
PE161013	5	101	1	10
PE161013	6	86	5	10
PE161013	7	55	3	10
PE161014	1	5	3	10
PE161014	2	99	1	10
PE161014	3	101	1	10
PE161014	4	86	1	10
PE161014	5	44	1	9
PE161014	6	75	1	9
PE161015	1	99	1	10
PE161015	2	75	4	10
PE161015	3	5	6	10
PE161015	4	55	25	10
PE161015	5	101	3	10
PE161015	6	44	2	10
PE161015	7	86	1	10
PE161015	8	95	1	10
PE161016	1	55	3300	2
PE161016	2	5	1050	2
PE161016	3	75	300	2
PE161016	4	44	480	2
PE161016	5	86	120	2
PE161016	6	101	4	10
PE161016	7	99	4	10
PE161017	1	44	3	10
PE161017	2	87	1	10
PE161017	3	101	2	2
PE161017	4	5	2	10
PE161017	5	75	1	2
PE161017	6	55	3	10
PE161017	7	86	1	2
PE161018	1	5	100	2
PE161018	2	44	240	2
PE161018	3	101	120	2
PE161018	4	55	280	2
PE161018	5	75	120	2
PE161019	1	55	1000	2
PE161019	2	5	400	2
PE161019	3	99	50	2
PE161019	4	86	4	3
PE161019	5	96	4	3
PE161020	1	44	8	10
PE161020	2	99	5	10
PE161020	3	55	12	10
PE161021	1	5	7	10
PE161021	2	75	70	2
PE161021	3	99	70	2
PE161021	4	55	500	2
PE161022	1	5	6	10
PE161022	2	55	10	10
PE161022	3	99	1	10
PE161022	4	87	1	10
PE161022	5	101	1	10
PE161023	1	55	2200	2
PE161023	2	75	80	2
PE161023	3	5	200	2
PE161023	4	87	6	2
PE161023	5	86	50	2
PE161023	6	95	2	3
PE161023	7	101	1	3
PE161023	8	99	100	2
PE161024	1	44	1	3
PE161024	2	55	75	10
PE161024	3	5	6	10
PE161024	4	99	2	3
PE161024	5	101	1	10
PE161025	1	55	10	10
PE161025	2	5	10	10
PE161025	3	75	2	10
PE161025	4	101	3	10
PE161025	5	96	1	10
PE161025	6	95	1	10
PE161025	7	86	1	10
PE161026	1	5	6	10
PE161026	2	55	1000	2
PE161026	3	87	1	10
PE161026	4	75	3	10
PE161027	1	55	40	10
PE161027	2	105	2	10
PE161027	3	5	12	10
PE161027	4	75	8	10
PE161027	5	87	12	2
PE161027	6	99	12	2
PE161027	7	86	12	2
