childid	cdintday	cdintmth	cdintyr	cdint	cpda	sibling	enrschr3	misschr3	tmabstr3	scwhyr31	scwhyr32	scwhyr33	bstschr3	wrstscr3	cmpothr3	dngschr3	scriskr3	tcphothr3	tcphyur3	chwrkr3	mnpdacr3	mstlkr3	lstlkr3	stnprsr3	ctrustr3	cgovrgr3	csfeowr3	csrvcmr3	cfrnstr3	cleadr3	ctryhdr3	cashshr3	cpldecr3	cftrwrr3	ccltrgr3	cashclr3	cembbkr3	cwrunir3	cbrjobr3	cashwkr3	cnochcr3	numthgr3	ppltrtr3	aresfer3	anyhlpr3	nmfrndr3	leaderr3	incgmer3	hrdtlkr3	hlpchlr3	ftrwrkr3	wusinr31	wusinr32	wusinr33	tmoninr3	hvpetr3	pettypr3	petnmer3	rsppetr3	riskavr3	riskar32	sasday	sasmnt	sasyear	vsimpr3	ppvtlow	ppvthigh	strthrpp	strtmnpp	ppvt001	ppvt002	ppvt003	ppvt004	ppvt005	ppvt006	ppvt007	ppvt008	ppvt009	ppvt010	ppvt011	ppvt012	ppvt013	ppvt014	ppvt015	ppvt016	ppvt017	ppvt018	ppvt019	ppvt020	ppvt021	ppvt022	ppvt023	ppvt024	ppvt025	ppvt026	ppvt027	ppvt028	ppvt029	ppvt030	ppvt031	ppvt032	ppvt033	ppvt034	ppvt035	ppvt036	ppvt037	ppvt038	ppvt039	ppvt040	ppvt041	ppvt042	ppvt043	ppvt044	ppvt045	ppvt046	ppvt047	ppvt048	ppvt049	ppvt050	ppvt051	ppvt052	ppvt053	ppvt054	ppvt055	ppvt056	ppvt057	ppvt058	ppvt059	ppvt060	ppvt061	ppvt062	ppvt063	ppvt064	ppvt065	ppvt066	ppvt067	ppvt068	ppvt069	ppvt070	ppvt071	ppvt072	ppvt073	ppvt074	ppvt075	ppvt076	ppvt077	ppvt078	ppvt079	ppvt080	ppvt081	ppvt082	ppvt083	ppvt084	ppvt085	ppvt086	ppvt087	ppvt088	ppvt089	ppvt090	ppvt091	ppvt092	ppvt093	ppvt094	ppvt095	ppvt096	ppvt097	ppvt098	ppvt099	ppvt100	ppvt101	ppvt102	ppvt103	ppvt104	ppvt105	ppvt106	ppvt107	ppvt108	ppvt109	ppvt110	ppvt111	ppvt112	ppvt113	ppvt114	ppvt115	ppvt116	ppvt117	ppvt118	ppvt119	ppvt120	ppvt121	ppvt122	ppvt123	ppvt124	ppvt125	finhrpp	finmnpp	ceiling	minerr	rawscre	stdscre	ppfwlang	ppcdlang	testlang	sasdate	vrbsthr	vrbstmn	vrbitm01	vrbitm02	vrbenhr	vrbenmn	egrasthr	egrastmn	wridonex	wridread	wridincr	wridcrct	wridsecs	canread	chrdread	chrdincr	chrdcrct	chrdsecs	readps01	readps02	readps03	readps04	readps05	readps06	readps07	readps08	lsntcm01	lsntcm02	lsntcm03	lsntcm04	lsntcm05	lsntcm06	egraenhr	egraenmn	salngad	salngch	salngts	sblngad	sblngch	sblngts	sclngad	sclngch	sclngts	cndsthr	cndstmn	mthitm01	mthitm02	mthitm03	mthitm04	mthitm05	mthitm06	mthitm07	mthitm08	mthitm09	cndenhr	cndenmn	cmpsthr	cmpstmn	mthitm10	mthitm11	mthitm12	mthitm13	mthitm14	mthitm15	mthitm16	mthitm17	mthitm18	mthitm19	mthitm20	mthitm21	mthitm22	mthitm23	mthitm24	mthitm25	mthitm26	mthitm27	mthitm28	mthitm29	mthlst5	mthlst10	cmpenhr	cmpenmn	mthlngad	mthlngch	mthlngts	pr2lngad	pr2lngch	pr2lngts	sibid	sibday	sibmnt	sibyear	sbvsimr3	sppvtlow	sppvthgh	strthrsb	strtmnsb	stvip001	stvip002	stvip003	stvip004	stvip005	stvip006	stvip007	stvip008	stvip009	stvip010	stvip011	stvip012	stvip013	stvip014	stvip015	stvip016	stvip017	stvip018	stvip019	stvip020	stvip021	stvip022	stvip023	stvip024	stvip025	stvip026	stvip027	stvip028	stvip029	stvip030	stvip031	stvip032	stvip033	stvip034	stvip035	stvip036	stvip037	stvip038	stvip039	stvip040	stvip041	stvip042	stvip043	stvip044	stvip045	stvip046	stvip047	stvip048	stvip049	stvip050	stvip051	stvip052	stvip053	stvip054	stvip055	stvip056	stvip057	stvip058	stvip059	stvip060	stvip061	stvip062	stvip063	stvip064	stvip065	stvip066	stvip067	stvip068	stvip069	stvip070	stvip071	stvip072	stvip073	stvip074	stvip075	stvip076	stvip077	stvip078	stvip079	stvip080	stvip081	stvip082	stvip083	stvip084	stvip085	stvip086	stvip087	stvip088	stvip089	stvip090	stvip091	stvip092	stvip093	stvip094	stvip095	stvip096	stvip097	stvip098	stvip099	stvip100	stvip101	stvip102	stvip103	stvip104	stvip105	stvip106	stvip107	stvip108	stvip109	stvip110	stvip111	stvip112	stvip113	stvip114	stvip115	stvip116	stvip117	stvip118	stvip119	stvip120	stvip121	stvip122	stvip123	stvip124	stvip125	finhrsb	finmnsb	sceiling	sminerr	srawscre	sstdscre	sppfwlng	sppcdlng	stestlng	chlang_gr	chsex	ppvtlang2	egralang2	mathlang2	bppvtlang2	wordrec	readflu	egra	math	ppvt	sppvt	egra_co	math_co	rppvt_co	rsppvt_co	regra_co	rmath_co	gegra	gegra_co	rgegra_co	readci	writeci	numerci	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
PE111072	9	3	2010	3/9/2010	0	1	1	0	 	 	 	 	5	30	3	0	 	2	0	1	 	 	 	8	5	2	3	5	4	4	5	5	4	5	4	5	2	5	4	4	5	3	1	1	1	4	1	2	2	1	8	1	 	 	 	1	1	1	1	6	1	9	3	2010	0	38	88	11	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	3	2	1	2	1	4	2	2	4	3	4	2	3	3	4	2	1	2	1	1	3	1	4	1	3	3	1	3	3	2	1	3	4	1	4	2	2	1	3	4	3	3	2	2	4	3	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	54	88	18	70	110	31	31	31	3/9/2010	11	54	4	3	11	56	11	57	1	60	0	60	59	1	84	3	81	 	2	2	1	1	2	2	1	1	1	1	1	2	3	3	12	8	31	31	31	31	31	31	31	31	31	12	9	1	1	1	1	1	1	1	1	1	12	12	12	15	5	5	79	15	67	165	74	21	875	833	624	 	124	125	 	 	 	 	 	 	19	23	12	23	31	31	31	31	31	31	5	9	3	2010	0	1	43	12	30	2	2	1	2	1	4	1	2	4	1	3	4	3	3	2	2	1	4	4	2	4	3	4	3	2	3	1	4	2	3	1	2	1	4	1	4	4	2	2	2	2	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	41	43	19	24	89	31	31	31	 	0	1	1	1	1	61.0169486999512	81	7	18	70	70	7	18	310.461181640625	278.879241943359	293.028533935547	309.067657470703	306.084503173828	306.084503173828	306.548278808594	4	3	1	15.2938642501831	-1.0900000333786	-1.57000005245209	-.200000002980232	0	0	0
PE111074	11	11	2009	11/11/2009	1	1	1	0	 	 	 	 	5	30	2	0	 	1	1	1	 	 	 	5	3	5	4	3	4	5	4	3	4	5	4	5	3	4	5	5	4	2	1	1	1	7	1	1	3	1	29	1	 	 	 	1	10	1	0	1	2	11	11	2009	0	23	60	8	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	3	3	3	4	2	4	1	1	1	4	4	4	4	2	3	3	3	4	1	3	1	4	2	3	1	3	4	2	4	1	2	4	2	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	43	60	14	46	74	31	31	31	11/11/2009	8	43	1	1	8	47	8	48	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	1	3	8	52	31	 	31	 	 	31	31	31	31	8	53	1	1	1	1	1	2	1	2	2	8	58	9	1	5	5	79	15	67	165	3	21	 	 	 	 	 	 	 	 	 	 	 	 	14	17	9	9	31	31	31	31	31	31	17	11	11	2009	0	1	10	9	19	3	1	1	4	4	2	4	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	25	8	7	1	55	31	31	31	1	1	1	1	1	1	0	 	3	14	46	46	3	14	293.940216064453	243.608901977539	285.656036376953	299.627685546875	 	 	 	1	1	0	16.5435523986816	-1.5	-2.65000009536743	.430000007152557	0	0	0
PE111076	16	11	2009	11/16/2009	1	0	1	0	 	 	 	 	19	10	3	0	 	0	0	1	 	 	 	9	2	2	2	4	4	2	4	4	4	4	4	4	2	4	4	4	4	3	1	0	1	14	0	2	2	2	11	1	 	 	 	1	1	1	1	4	1	16	11	2009	0	38	62	15	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	3	2	1	2	1	4	2	2	1	3	4	2	3	3	4	2	2	2	1	2	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	44	62	6	56	93	31	31	31	11/16/2009	15	44	4	2	15	46	15	48	1	12	2	10	 	2	20	3	17	 	 	 	 	 	 	 	 	 	1	1	1	1	3	2	15	58	31	31	31	31	31	31	31	31	31	16	0	1	1	1	1	2	1	1	2	2	16	4	16	7	5	5	79	15	67	165	15	22	865	800	 	 	 	 	 	 	 	 	 	 	16	19	16	15	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	10	0	5	12	56	 	5	12	302.546478271484	 	283.715911865234	295.275909423828	272.95751953125	272.95751953125	273.385925292969	4	2	0	16.3597774505615	-.920000016689301	-1.86000001430511	.439999997615814	0	0	0
PE111077	10	11	2009	11/10/2009	0	1	1	0	 	 	 	 	19	30	2	0	 	1	1	1	 	 	 	8	3	2	2	4	3	2	4	4	4	4	4	4	2	4	4	4	4	3	1	0	1	10	0	2	2	2	8	1	 	 	 	1	1	1	0	1	2	10	11	2009	0	40	74	14	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	2	1	2	1	4	2	3	1	3	4	2	3	3	4	2	1	2	1	2	3	1	4	2	3	3	3	1	3	2	4	3	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	53	74	11	63	97	31	31	31	11/10/2009	14	55	4	3	14	56	14	58	1	35	0	35	 	1	58	1	57	 	2	2	1	1	2	2	2	2	1	1	1	2	1	3	15	7	31	31	31	31	31	31	31	31	31	15	9	1	1	1	1	1	1	1	1	1	15	11	15	15	5	5	79	15	67	165	3	21	875	767	924	45	 	 	 	 	 	 	 	 	18	21	15	23	31	31	31	31	31	31	5	10	11	2009	0	1	18	15	26	2	4	1	2	1	4	3	4	4	2	3	4	3	4	4	3	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	29	18	8	10	74	31	31	31	1	1	1	1	1	1	35	57	6	20	63	63	6	20	307.310668945313	270.580322265625	288.17822265625	313.888092041016	292.520477294922	292.520477294922	292.927459716797	4	3	1	16.4345684051514	-.990000009536743	-1.9099999666214	.360000014305115	0	0	0
PE111079	10	11	2009	11/10/2009	0	1	1	0	 	 	 	 	10	33	2	0	 	1	1	1	 	 	 	4	2	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	2	2	1	1	1	6	0	2	2	1	37	1	 	 	 	1	1	1	1	6	1	10	11	2009	0	8	50	14	9	 	 	 	 	 	 	 	1	4	2	3	3	3	3	2	4	1	3	4	3	3	3	1	4	4	2	1	4	2	1	3	2	4	4	1	2	2	2	3	3	4	1	3	2	3	4	4	3	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	19	23	6	17	55	31	31	31	11/10/2009	14	20	1	1	14	24	14	25	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	3	1	14	30	31	31	31	 	 	 	31	31	31	14	31	1	1	2	1	2	2	1	2	1	14	33	14	36	5	11	55	615	308	614	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	17	14	44	31	31	31	31	31	31	6	10	11	2009	0	1	31	15	22	2	4	1	2	4	4	3	3	4	2	3	2	4	3	4	2	1	2	2	2	4	3	2	2	4	4	2	4	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	31	31	13	18	76	31	31	31	1	0	1	1	1	1	0	 	5	6	17	17	5	6	276.88134765625	275.575042724609	312.429748535156	279.877349853516	 	 	 	1	1	1	20.4430370330811	-.610000014305115	-3.60999989509583	1.92999994754791	0	0	0
PE111080	10	11	2009	11/10/2009	1	1	1	0	 	 	 	 	19	30	2	0	 	1	1	1	 	 	 	3	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	2	1	1	1	8	0	2	3	2	25	1	 	 	 	1	1	1	1	6	2	10	11	2009	0	29	44	9	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	3	2	4	4	1	4	2	2	4	4	4	3	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	57	44	6	38	75	31	31	31	11/10/2009	9	58	4	3	10	0	10	1	1	24	2	22	 	1	24	1	23	 	1	2	2	2	2	2	2	2	1	1	2	2	3	3	10	33	31	31	31	31	31	31	31	31	31	10	34	1	1	1	1	2	2	1	1	1	10	37	10	39	5	5	79	15	67	165	4	21	875	895	624	 	 	 	 	 	 	 	 	 	15	20	10	47	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	22	23	3	16	37	 	3	16	289.4833984375	 	273.724273681641	304.314208984375	277.397155761719	277.397155761719	277.887634277344	4	3	1	16.967113494873	-.300000011920929	-1.5	.769999980926514	0	0	0
PE111081	10	11	2009	11/10/2009	0	1	1	0	 	 	 	 	10	24	3	0	 	2	1	1	 	 	 	4	2	4	2	4	2	2	4	4	2	4	4	4	4	4	4	5	4	1	0	1	1	4	0	1	3	3	14	1	 	 	 	1	1	1	1	6	1	10	11	2009	0	28	43	13	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	4	3	2	4	4	1	3	4	1	2	3	3	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	9	43	6	37	71	31	31	31	11/10/2009	13	9	4	3	13	10	13	10	1	40	2	38	 	1	42	0	42	 	1	2	1	2	1	2	1	2	1	1	1	1	1	3	13	30	31	31	31	31	31	31	31	31	31	13	30	1	1	1	1	2	2	1	2	1	13	34	13	35	5	10	79	15	67	165	3	21	 	 	 	 	 	 	 	 	 	 	 	 	13	17	13	43	31	31	31	31	31	31	3	11	11	2009	0	1	28	9	3	2	2	1	2	3	4	1	1	4	2	3	4	2	1	2	3	4	1	2	2	2	4	2	1	4	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	16	28	13	15	72	31	31	31	1	0	1	1	1	1	38	42	9	13	37	37	9	13	289.867584228516	273.116119384766	301.177032470703	297.552215576172	295.492828369141	295.492828369141	295.227722167969	4	3	1	16.2480659484863	-1.03999996185303	-2.17000007629395	.400000005960464	0	0	0
PE111082	15	11	2009	11/15/2009	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	11	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11/15/2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	15	11	2009	0	1	23	11	37	2	4	1	4	3	4	1	3	4	1	3	2	2	1	2	2	3	2	2	1	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	42	23	13	10	71	31	31	31	1	0	 	 	 	1	 	 	 	 	 	 	 	 	 	267.506652832031	 	 	 	 	 	 	 	 	20.1188831329346	-4.13000011444092	-7.6399998664856	1.96000003814697	0	1	0
PE111083	23	7	2009	7/23/2009	0	0	1	0	 	 	 	 	19	14	2	0	 	0	0	1	 	 	 	6	5	3	4	4	4	3	3	4	3	5	4	5	4	5	4	5	2	2	1	2	1	8	2	2	2	2	25	1	 	 	 	1	2	1	1	2	1	23	7	2009	0	29	68	14	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	3	2	4	4	1	4	2	3	3	3	3	2	1	2	1	4	2	2	1	3	1	2	3	3	1	4	1	3	1	1	1	3	3	2	3	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	47	68	8	60	98	31	31	31	7/23/2009	14	48	4	2	14	50	14	51	1	51	1	50	 	1	79	2	77	 	2	2	1	2	2	2	2	1	2	2	2	2	3	3	15	1	31	31	31	31	31	31	31	31	31	15	2	1	2	1	1	1	2	1	2	2	15	5	15	9	5	5	79	15	67	136	15	69	865	 	735	59	 	 	 	 	 	 	 	 	17	21	15	17	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	50	77	2	10	60	 	2	10	306.158050537109	 	266.739837646484	290.589416503906	293.911407470703	293.911407470703	293.893676757813	4	2	0	15.622145652771	-.759999990463257	-1.27999997138977	-.00999999977648258	0	0	0
PE111085	11	11	2009	11/11/2009	0	1	1	0	 	 	 	 	5	15	3	1	10	2	1	1	 	 	 	4	3	3	2	5	3	1	4	4	5	3	4	3	4	5	3	4	3	2	1	1	1	5	0	2	3	2	37	1	 	 	 	1	2	1	1	3	1	11	11	2009	0	9	50	13	4	 	 	 	 	 	 	 	 	4	2	3	3	3	3	2	2	4	4	4	2	4	3	2	4	4	3	4	4	2	4	3	2	3	4	2	3	1	4	1	3	3	1	3	4	3	4	4	3	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	14	45	14	31	56	31	31	31	11/11/2009	13	16	4	3	13	18	13	19	1	32	7	25	 	1	29	5	24	 	1	2	1	2	2	2	1	2	1	1	2	2	2	3	13	32	31	31	31	31	31	31	31	31	31	13	33	1	1	1	1	2	2	1	2	2	13	36	13	38	5	5	79	15	69	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	14	13	46	31	31	31	31	31	31	16	11	11	2009	1	1	33	13	51	2	3	1	2	1	4	1	2	3	2	2	2	3	3	2	3	1	2	1	1	4	3	2	4	3	4	2	3	2	3	4	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	58	33	15	18	55	31	31	31	1	0	1	1	1	1	25	24	6	9	31	31	6	9	284.565521240234	274.960296630859	288.76025390625	288.112243652344	283.417053222656	283.417053222656	283.939758300781	4	3	0	17.5510234832764	.0199999995529652	-1.16999995708466	.899999976158142	0	0	0
PE111086	10	11	2009	11/10/2009	1	1	1	0	 	 	 	 	5	33	3	0	 	2	2	1	 	 	 	3	4	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	3	2	1	1	1	3	0	2	3	2	11	1	 	 	 	1	1	1	1	2	 	10	11	2009	0	22	39	11	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	3	3	3	4	2	1	3	4	1	4	1	3	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	33	39	7	32	61	31	31	31	11/10/2009	11	33	1	3	11	34	11	35	1	19	1	18	 	1	24	1	23	 	1	2	1	2	1	1	1	2	1	1	2	1	1	3	11	54	31	31	31	31	31	31	31	31	31	11	55	1	1	1	1	2	2	1	2	1	11	57	11	59	5	5	79	15	67	165	3	21	 	905	624	 	 	 	 	 	 	 	 	 	15	19	12	7	31	31	31	31	31	31	17	10	11	2009	79	-79	-79	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-79	-79	 	-79	79	79	79	2	1	1	1	1	 	18	23	9	14	32	 	9	14	285.103424072266	 	300.692016601563	299.627685546875	286.238037109375	286.238037109375	285.731384277344	1	3	1	17.4856128692627	-.319999992847443	-1.67999994754791	1.03999996185303	0	0	0
