childid	rcfid	cocdmove	agemove	whymove
PE138027	2	8888	6	2
PE138027	3	8888	19	13
PE138027	4	8888	31	5
PE138027	5	1	 	 
PE138028	1	1	24	1
PE138028	2	8888	36	3
PE138028	3	8888	38	1
PE138028	4	1	 	 
PE138029	1	1	7	8
PE138029	2	8888	12	8
PE138029	3	1	 	 
PE138030	1	1	18	5
PE138030	2	8888	22	1
PE138030	3	1	 	 
PE138032	1	9999	16	1
PE138032	2	8888	19	1
PE138032	3	8888	23	13
PE138032	4	8888	26	1
PE138032	5	8888	28	1
PE138032	6	8888	29	1
PE138032	7	8888	30	12
PE138032	8	8888	32	19
PE138032	9	8888	33	1
PE138032	10	8888	34	5
PE138032	11	1	 	 
PE138033	1	1	23	7
PE138033	2	1	 	 
PE138034	1	1	7	13
PE138034	2	8888	17	13
PE138034	3	8888	19	8
PE138034	4	8888	31	1
PE138034	5	8888	32	2
PE138034	6	1	 	 
PE138035	1	8	13	10
PE138035	2	8888	17	1
PE138035	3	8888	19	13
PE138035	4	1	 	 
PE138036	1	1	9	1
PE138036	2	8888	16	2
PE138036	3	8888	21	1
PE138036	4	8888	26	1
PE138036	5	8888	31	1
PE138036	6	1	 	 
PE138037	1	1	2	1
PE138037	2	8888	20	5
PE138037	3	1	 	 
PE138038	1	1	5	1
PE138038	2	8888	14	1
PE138038	3	8888	17	5
PE138038	4	1	 	 
PE138039	1	1	26	1
PE138039	2	8888	29	1
PE138039	3	8888	30	1
PE138039	4	1	 	 
PE138040	1	1	4	1
PE138040	2	8888	15	1
PE138040	3	8888	16	1
PE138040	4	8888	20	1
PE138040	5	8888	24	13
PE138040	6	8888	30	5
PE138040	7	1	 	 
PE138041	1	47	15	1
PE138041	2	8888	18	15
PE138041	3	8888	22	10
PE138041	4	1	 	 
PE138042	1	1	8	19
PE138042	2	0	14	2
PE138042	3	8888	25	3
PE138042	4	23	 	 
PE138043	1	1	10	6
PE138043	2	1	 	 
PE138044	1	1	4	3
PE138044	2	8888	16	2
PE138044	3	8888	17	5
PE138044	4	8888	19	1
PE138044	5	8888	23	8
PE138044	6	8888	25	14
PE138044	7	8888	32	14
PE138044	8	1	 	 
PE138045	1	1	6	10
PE138045	2	8888	9	8
PE138045	3	8888	17	5
PE138045	4	8888	25	5
PE138045	5	8888	26	6
PE138045	6	8888	28	5
PE138045	7	1	 	 
PE138046	1	1	2	12
PE138046	2	8888	15	 
PE138046	3	1	 	 
PE138047	1	1	18	2
PE138047	2	8888	28	13
PE138047	3	8888	36	2
PE138047	4	1	 	 
PE138048	1	1	0	 
PE138048	2	8888	14	10
PE138048	3	8888	17	9
PE138048	4	8888	20	5
PE138048	5	1	 	 
PE138049	1	58	16	2
PE138049	2	0	18	13
PE138049	3	1	 	 
PE138050	1	1	8	6
PE138050	2	8888	14	8
PE138050	3	1	 	 
PE138051	1	1	18	1
PE138051	2	8888	29	14
PE138051	3	1	 	 
PE138052	1	1	6	8
PE138052	2	1	 	 
PE138053	1	1	18	13
PE138053	2	8888	20	5
PE138053	3	1	 	 
PE148001	1	22	16	12
PE148001	2	8888	16	15
PE148001	3	8888	17	1
PE148001	4	8888	21	1
PE148001	5	8888	26	13
PE148001	6	1	 	 
PE148002	1	1	18	1
PE148002	2	8888	 	9
PE148002	3	1	 	 
PE148004	1	24	23	9
PE148004	2	1	 	 
PE148007	1	1	6	8
PE148007	2	1	 	 
PE148008	1	1	18	2
PE148008	2	0	23	8
PE148008	3	1	 	 
PE148009	1	1	4	8
PE148009	2	8888	24	13
PE148009	3	8888	28	4
PE148009	4	8888	29	4
PE148009	5	8888	40	5
PE148009	6	1	 	 
PE148010	1	0	8	2
PE148010	2	8888	17	13
PE148010	3	8888	18	14
PE148010	4	1	 	 
PE148011	1	1	11	1
PE148011	2	8888	12	2
PE148011	3	8888	13	1
PE148011	4	8888	13	1
PE148011	5	8888	15	1
PE148011	6	8888	15	13
PE148011	7	8888	17	4
PE148011	8	8888	18	3
PE148011	9	8888	30	3
PE148011	10	1	 	 
PE148012	1	2	6	2
PE148012	2	8888	29	13
PE148012	3	1	 	 
PE148013	1	1	12	1
PE148013	2	8888	16	1
PE148013	3	8888	31	1
PE148013	4	11	 	 
PE148014	1	1	8	2
PE148014	2	8888	18	1
PE148014	3	8888	26	5
PE148014	4	0	28	1
PE148014	5	8888	29	14
PE148014	6	1	 	 
PE148016	1	9999	17	1
PE148016	2	8888	21	18
PE148016	3	8888	23	8
PE148016	4	1	 	 
PE148018	1	9999	30	1
PE148018	2	0	31	8
PE148018	3	1	 	 
PE148020	1	1	6	2
PE148020	2	8888	29	13
PE148020	3	1	 	 
PE148021	1	9999	14	1
PE148021	2	8888	16	1
PE148021	3	8888	18	1
PE148021	4	8888	21	13
PE148021	5	1	 	 
PE148022	1	1	15	15
PE148022	2	8888	17	13
PE148022	3	8888	24	1
PE148022	4	1	 	 
PE148023	1	1	3	1
PE148023	2	8888	23	5
PE148023	3	8888	25	1
PE148023	4	8888	26	1
PE148023	5	8888	32	8
PE148023	6	1	 	 
PE148024	1	34	6	1
PE148024	2	8888	8	6
PE148024	3	8888	15	2
PE148024	4	8888	16	1
PE148024	5	8888	17	1
PE148024	6	8888	22	8
PE148024	7	1	 	 
PE148025	1	6	13	2
PE148025	2	0	19	8
PE148025	3	8888	21	8
PE148025	4	1	 	 
PE148026	1	30	18	12
PE148026	2	1	 	 
PE148027	1	1	12	1
PE148027	2	8888	16	1
PE148027	3	8888	18	1
PE148027	4	8888	19	1
PE148027	5	8888	21	1
PE148027	6	8888	27	1
PE148027	7	1	 	 
PE148028	1	1	14	6
PE148028	2	8888	17	1
PE148028	3	8888	24	6
PE148028	4	1	 	 
PE148030	1	59	17	1
PE148030	2	8888	21	4
PE148030	3	8888	23	13
PE148030	4	0	23	15
PE148030	5	1	 	 
PE148031	1	1	2	1
PE148031	2	8888	18	8
PE148031	3	1	 	 
PE148033	1	1	18	13
PE148033	2	1	 	 
PE148034	1	9999	5	8
PE148034	2	8888	20	1
PE148034	3	8888	22	5
PE148034	4	1	 	 
PE148035	1	1	20	13
PE148035	2	8888	23	19
PE148035	3	8888	23	12
PE148035	4	1	 	 
PE148036	1	1	11	15
PE148036	2	8888	18	1
PE148036	3	8888	22	18
PE148036	4	8888	23	13
PE148036	5	8888	24	5
PE148036	6	1	 	 
PE148038	1	1	16	1
PE148038	2	8888	18	1
PE148038	3	8888	20	13
PE148038	4	8888	29	6
PE148038	5	1	 	 
PE148039	1	19	14	1
PE148039	2	8888	22	1
PE148039	3	8888	25	8
PE148039	4	1	 	 
PE148041	1	1	35	17
PE148041	2	8888	40	15
PE148041	3	1	 	 
PE148043	1	1	14	10
PE148043	2	1	 	 
PE148044	1	22	20	2
PE148044	2	8888	23	13
PE148044	3	8888	29	5
PE148044	4	1	 	 
PE148045	1	1	2	1
PE148045	2	8888	10	2
PE148045	3	8888	11	8
PE148045	4	8888	21	13
PE148045	5	1	 	 
PE148046	1	1	0	4
PE148046	2	8888	18	13
PE148046	3	1	 	 
PE148047	1	1	10	1
PE148047	2	1	 	 
PE148049	1	17	15	1
PE148049	2	8888	29	5
PE148049	3	1	 	 
PE158001	1	9999	15	21
PE158001	2	2	 	 
PE158002	1	2	35	1
PE158002	2	2	 	 
PE158003	1	7	20	13
PE158003	2	8888	23	1
PE158003	3	2	 	 
PE158004	1	9999	11	1
PE158004	2	8888	14	9
PE158004	3	8888	15	1
PE158004	4	8888	22	13
PE158004	5	8888	23	7
PE158004	6	8888	33	6
PE158004	7	26	 	 
PE158005	1	1	15	13
PE158005	2	8888	17	5
PE158005	3	2	 	 
PE158006	1	18	4	1
PE158006	2	8888	6	1
PE158006	3	8888	8	1
PE158006	4	8888	27	9
PE158006	5	2	 	 
PE158007	1	4	5	1
PE158007	2	8888	23	1
PE158007	3	8888	26	1
PE158007	4	8888	29	5
PE158007	5	1	 	 
PE158009	1	23	24	1
PE158009	2	24	 	 
PE158010	1	36	2	15
PE158010	2	8888	15	13
PE158010	3	23	 	 
PE158012	1	1	18	12
PE158012	2	8888	19	19
PE158012	3	8888	38	7
PE158012	4	24	 	 
PE158015	1	19	12	7
PE158015	2	8888	15	1
PE158015	3	8888	17	1
PE158015	4	8888	22	13
PE158015	5	8888	33	1
PE158015	6	1	 	 
PE158018	1	1	10	15
PE158018	2	8888	16	1
PE158018	3	8888	21	1
PE158018	4	16	 	 
PE158020	1	1	29	13
PE158020	2	8888	31	1
PE158020	3	8888	32	1
PE158020	4	8888	34	1
PE158020	5	8888	36	1
PE158020	6	8888	38	1
PE158020	7	8888	39	1
PE158020	8	8888	40	1
PE158020	9	8888	44	1
PE158020	10	1	 	 
PE158024	1	43	17	13
PE158024	2	15	 	 
PE158025	1	2	4	1
PE158025	2	8888	6	1
PE158025	3	15	 	 
PE158026	1	1	5	10
PE158026	2	8888	15	5
PE158026	3	8888	28	15
PE158026	4	15	 	 
PE158032	1	1	11	12
PE158032	2	8888	17	12
PE158032	3	8888	20	1
PE158032	4	8888	22	13
PE158032	5	35	 	 
PE158033	1	0	12	1
PE158033	2	19	 	 
PE158034	1	12	6	5
PE158034	2	8888	7	1
PE158034	3	8888	20	9
PE158034	4	8888	21	13
PE158034	5	8888	23	1
PE158034	6	8888	31	5
PE158034	7	19	 	 
PE158035	1	1	3	19
PE158035	2	8888	13	4
PE158035	3	19	 	 
PE158036	1	35	15	1
PE158036	2	0	19	8
PE158036	3	8888	20	5
PE158036	4	19	 	 
PE158037	1	0	4	1
PE158037	2	8888	12	3
PE158037	3	8888	19	10
PE158037	4	28	 	 
PE158038	1	27	9	9
PE158038	2	8888	10	6
PE158038	3	8888	19	5
PE158038	4	19	 	 
PE158039	1	7	20	13
PE158039	2	8888	44	12
PE158039	3	19	 	 
PE158040	1	15	1	8
PE158040	2	8888	15	8
PE158040	3	8888	19	1
PE158040	4	8888	19	19
PE158040	5	19	 	 
PE158041	1	27	12	1
PE158041	2	8888	27	5
PE158041	3	19	 	 
PE158042	1	1	25	1
PE158042	2	8888	30	2
PE158042	3	19	 	 
PE158043	1	39	8	1
PE158043	2	8888	16	9
PE158043	3	8888	25	1
PE158043	4	8888	27	2
PE158043	5	27	 	 
PE158044	1	1	19	13
PE158044	2	8888	21	5
PE158044	3	28	 	 
PE158046	1	16	12	1
PE158046	2	28	 	 
PE158047	1	1	17	2
PE158047	2	8888	26	1
PE158047	3	19	 	 
PE158048	1	1	10	8
PE158048	2	8888	14	9
PE158048	3	8888	16	13
PE158048	4	28	 	 
PE158049	1	56	17	1
PE158049	2	8888	22	5
PE158049	3	27	 	 
PE158050	1	1	25	5
PE158050	2	8888	45	1
PE158050	3	19	 	 
PE158052	1	17	11	2
PE158052	2	19	 	 
PE158055	1	19	8	1
PE158055	2	35	 	 
PE168001	1	9999	20	13
PE168001	2	88	 	 
PE168005	1	63	17	13
PE168005	2	70	 	 
PE168010	1	95	34	2
PE168010	2	1	 	 
PE168011	1	94	25	13
PE168011	2	95	 	 
PE168012	1	9999	15	13
PE168012	2	8888	23	8
PE168012	3	160	 	 
PE168015	1	89	14	3
PE168015	2	95	 	 
PE168018	1	32	22	8
PE168018	2	66	 	 
PE168019	1	132	36	13
PE168019	2	132	 	 
PE168023	1	140	17	1
PE168023	2	8888	17	13
PE168023	3	132	 	 
PE178001	1	9999	3	1
PE178001	2	1	 	 
PE178002	1	1	30	13
PE178002	2	1	 	 
PE178003	1	9999	13	13
PE178003	2	8888	14	10
PE178003	3	8888	19	1
PE178003	4	8888	24	13
PE178003	5	1	 	 
PE178004	1	1	15	1
PE178004	2	8888	18	13
PE178004	3	8888	21	3
PE178004	4	8888	29	2
PE178004	5	1	 	 
PE178007	1	1	16	1
PE178007	2	8888	19	1
PE178007	3	8888	27	12
PE178007	4	8888	28	4
PE178007	5	1	 	 
PE178010	1	1	8	1
PE178010	2	1	 	 
PE178011	1	9999	22	1
PE178011	2	8888	23	1
PE178011	3	8888	28	1
PE178011	4	1	 	 
PE178013	1	35	7	2
PE178013	2	8888	20	8
PE178013	3	8888	22	1
PE178013	4	8888	28	13
PE178013	5	1	 	 
PE178015	1	1	15	1
PE178015	2	8888	20	12
PE178015	3	64	 	 
PE178021	1	5	33	13
PE178021	2	63	 	 
PE178022	1	46	17	13
PE178022	2	63	 	 
PE178030	1	1	18	13
PE178030	2	5	 	 
PE178036	1	9999	17	13
PE178036	2	1	 	 
PE188001	1	9	14	13
PE188001	2	16	 	 
PE188003	1	21	16	13
PE188003	2	8888	32	7
PE188003	3	8888	33	4
PE188003	4	1	 	 
PE188009	1	16	43	2
PE188009	2	1	 	 
PE188010	1	18	18	13
PE188010	2	11	 	 
PE188013	1	1	5	15
PE188013	2	8888	8	2
PE188013	3	8888	15	13
PE188013	4	9	 	 
PE188014	1	16	42	2
PE188014	2	1	 	 
PE188016	1	17	15	13
PE188016	2	9	 	 
PE188020	1	37	16	13
PE188020	2	9	 	 
PE188024	1	23	12	2
PE188024	2	9	 	 
PE188025	1	10	10	1
PE188025	2	8888	18	13
PE188025	3	8888	21	8
PE188025	4	8888	29	8
PE188025	5	34	 	 
PE198001	1	1	11	10
PE198001	2	8888	36	8
PE198001	3	1	 	 
PE198003	1	2	12	1
PE198003	2	8888	13	1
PE198003	3	8888	15	1
PE198003	4	8888	15	15
PE198003	5	8888	21	1
PE198003	6	8888	23	5
PE198003	7	1	 	 
PE198004	1	1	10	12
PE198004	2	0	17	13
PE198004	3	8888	19	5
PE198004	4	8888	20	1
PE198004	5	8888	30	1
PE198004	6	8888	42	1
PE198004	7	1	 	 
PE198006	1	1	8	10
PE198006	2	8888	14	1
PE198006	3	8888	16	1
PE198006	4	8888	18	1
PE198006	5	1	 	 
PE198007	1	13	7	1
PE198007	2	8888	17	3
PE198007	3	1	 	 
PE198008	1	1	18	1
PE198008	2	8888	18	1
PE198008	3	8888	21	13
PE198008	4	8888	21	1
PE198008	5	1	 	 
PE198009	1	1	1	1
PE198009	2	0	4	1
PE198009	3	8888	7	8
PE198009	4	8888	14	15
PE198009	5	8888	19	1
PE198009	6	8888	21	1
PE198009	7	8888	24	1
PE198009	8	1	 	 
PE198010	1	3	18	13
PE198010	2	8888	23	14
PE198010	3	1	 	 
PE198011	1	1	15	1
PE198011	2	0	22	3
PE198011	3	8888	25	15
PE198011	4	8888	30	1
PE198011	5	1	 	 
PE198012	1	1	18	13
PE198012	2	8888	32	21
PE198012	3	1	 	 
PE198013	1	1	20	13
PE198013	2	1	 	 
PE198014	1	18	14	1
PE198014	2	1	 	 
PE198015	1	1	7	1
PE198015	2	0	9	1
PE198015	3	1	 	 
PE198017	1	9999	20	13
PE198017	2	1	 	 
PE198018	1	12	23	13
PE198018	2	1	 	 
PE198019	1	80	10	8
PE198019	2	0	20	13
PE198019	3	0	21	1
PE198019	4	1	 	 
PE198021	1	1	0	1
PE198021	2	8888	24	5
PE198021	3	1	 	 
PE198024	1	1	7	1
PE198024	2	8888	17	15
PE198024	3	8888	17	1
PE198024	4	8888	18	8
PE198024	5	1	 	 
PE198025	1	1	19	1
PE198025	2	1	 	 
PE198026	1	11	10	1
PE198026	2	1	 	 
PE198027	1	1	5	14
PE198027	2	8888	22	1
PE198027	3	1	 	 
PE198030	1	1	26	13
PE198030	2	8888	33	8
PE198030	3	1	 	 
PE198031	1	30	28	13
PE198031	2	1	 	 
PE208002	1	9999	35	4
PE208002	2	8888	41	6
PE208002	3	1	 	 
PE208003	1	1	5	1
PE208003	2	8888	12	1
PE208003	3	8888	34	1
PE208003	4	1	 	 
PE208006	1	1	18	1
PE208006	2	0	19	1
PE208006	3	8888	21	13
PE208006	4	1	 	 
PE208008	1	14	7	1
PE208008	2	8888	10	2
PE208008	3	8888	14	1
PE208008	4	8888	17	2
PE208008	5	8888	19	4
PE208008	6	8888	25	1
PE208008	7	8888	26	8
PE208008	8	8888	34	1
PE208008	9	1	 	 
PE208009	1	75	10	2
PE208009	2	1	 	 
PE208010	1	1	15	1
PE208010	2	8888	16	2
PE208010	3	1	 	 
PE208011	1	1	7	1
PE208011	2	8888	12	1
PE208011	3	8888	13	1
PE208011	4	1	 	 
PE208012	1	6	20	13
PE208012	2	1	 	 
PE208013	1	24	12	2
PE208013	2	1	 	 
PE208014	1	9999	16	2
PE208014	2	8888	20	13
PE208014	3	8888	24	4
PE208014	4	0	27	12
PE208014	5	1	 	 
PE208015	1	1	24	1
PE208015	2	8888	30	2
PE208015	3	1	 	 
PE208017	1	1	17	9
PE208017	2	8888	25	13
PE208017	3	8888	29	5
PE208017	4	8888	32	8
PE208017	5	1	 	 
PE208018	1	1	18	8
PE208018	2	8888	20	1
PE208018	3	1	 	 
PE208020	1	27	24	13
PE208020	2	1	 	 
PE208021	1	6	6	1
PE208021	2	8888	31	1
PE208021	3	1	 	 
PE208022	1	1	6	1
PE208022	2	8888	12	1
PE208022	3	8888	15	13
PE208022	4	8888	20	1
PE208022	5	1	 	 
PE208023	1	1	7	12
PE208023	2	8888	33	4
PE208023	3	1	 	 
PE208024	1	41	29	1
PE208024	2	1	 	 
PE208025	1	1	18	3
PE208025	2	8888	25	6
PE208025	3	1	 	 
PE208027	1	1	4	10
PE208027	2	8888	16	15
PE208027	3	8888	17	15
PE208027	4	8888	20	8
PE208027	5	1	 	 
PE208028	1	26	18	2
PE208028	2	1	 	 
PE208029	1	1	4	1
PE208029	2	0	9	1
PE208029	3	1	 	 
PE208030	1	14	22	1
PE208030	2	8888	23	15
PE208030	3	8888	24	1
PE208030	4	8888	25	13
PE208030	5	8888	25	1
PE208030	6	8888	29	6
PE208030	7	8888	32	6
PE208030	8	8888	34	6
PE208030	9	1	 	 
PE208031	1	29	20	1
PE208031	2	1	 	 
PE208032	1	9999	20	8
PE208032	2	1	 	 
PE208033	1	1	10	1
PE208033	2	8888	19	13
PE208033	3	1	 	 
PE208034	1	18	6	15
PE208034	2	8888	8	17
PE208034	3	8888	9	2
PE208034	4	8888	19	13
PE208034	5	8888	12	1
PE208034	6	8888	24	5
PE208034	7	8888	26	6
PE208034	8	1	 	 
PE208035	1	14	14	8
PE208035	2	1	 	 
PE208037	1	8	31	1
PE208037	2	1	 	 
PE208038	1	34	17	1
PE208038	2	8888	25	13
PE208038	3	1	 	 
PE208040	1	1	14	4
PE208040	2	8888	28	4
PE208040	3	1	 	 
PE208041	1	15	5	1
PE208041	2	8888	12	2
PE208041	3	8888	17	1
PE208041	4	8888	20	1
PE208041	5	8888	23	13
PE208041	6	8888	25	1
PE208041	7	1	 	 
PE208042	1	1	15	1
PE208042	2	1	 	 
PE208043	1	28	12	1
PE208043	2	0	24	1
PE208043	3	1	 	 
PE208044	1	21	20	1
PE208044	2	8888	21	13
PE208044	3	8888	22	15
PE208044	4	8888	23	1
PE208044	5	8888	34	2
PE208044	6	1	 	 
PE208046	1	1	20	1
PE208046	2	8888	30	1
PE208046	3	8888	30	1
PE208046	4	8888	38	8
PE208046	5	8888	41	8
PE208046	6	1	 	 
PE208047	1	1	20	13
PE208047	2	8888	31	6
PE208047	3	8888	32	8
PE208047	4	1	 	 
PE208048	1	97	5	2
PE208048	2	1	 	 
PE208049	1	8888	2	3
PE208049	2	8888	3	1
PE208049	3	8888	15	8
PE208049	4	8888	32	5
PE208049	5	8888	33	8
PE208049	6	1	 	 
PE208051	1	1	9	1
PE208051	2	1	 	 
