CHILDCODE	LIDR5	GAVCRDR5	WHORCVR5	TKEOUTR5	LOANMTR5	LOANYRR5	AMTCRDR5	INTRTR5	AMTINTR5	FINPAYR5	PYTIMER5	NOBACKR5
131007	1	10	2	4	8	2008	1000	-77	300	0	 	 
131007	2	10	2	19	9	2008	3000	-77	-77	0	 	 
131009	1	10	2	2	2	2009	2000	0	 	0	 	 
131009	2	15	2	7	11	2008	2000	-77	600	0	 	 
131009	3	5	2	4	12	2008	2000	-77	143	0	 	 
131009	4	10	2	2	2	2009	1000	0	 	1	1	 
131011	1	6	2	3	7	2006	1000	15	 	0	 	 
131011	2	10	2	3	8	2008	100	0	 	1	1	 
131012	1	10	2	2	1	2009	300	0	 	0	 	 
131012	2	10	2	2	1	2008	700	0	 	1	1	 
131012	3	10	2	2	4	2007	350	0	 	1	1	 
131016	1	10	1	3	1	2008	1500	0	 	0	 	 
131017	1	15	2	2	3	2006	500	-77	75	1	1	 
131018	1	9	1	7	2	2009	300	0	 	0	 	 
131018	2	9	1	2	1	2009	300	0	 	1	1	 
131020	1	10	2	19	1	2008	2000	-77	200	1	1	 
131021	1	10	2	2	1	2007	700	0	 	1	1	 
131022	1	8	1	7	4	2008	12000	0	 	0	 	 
131022	2	10	1	4	5	2008	5000	-77	1000	0	 	 
131022	3	10	1	4	3	2009	3000	-77	600	0	 	 
131022	4	10	1	2	1	2009	2000	-77	400	0	 	 
131022	5	8	1	6	5	2008	2000	0	 	0	 	 
131024	1	7	4	3	8	2006	4000	15	 	0	 	 
131026	1	7	1	19	8	2007	7900	25	 	0	 	 
131027	1	8	0	2	9	2008	4000	0	 	0	 	 
131027	2	10	0	10	6	2008	3000	0	 	0	 	 
131027	3	8	0	10	1	2008	1000	0	 	1	1	 
131027	4	10	0	2	8	2007	200	0	 	1	1	 
131027	5	10	0	18	1	2007	120	0	 	1	1	 
131029	1	7	2	8	7	2008	8000	-77	1660	0	 	 
131029	2	7	2	8	7	2007	8000	-77	 	1	1	 
131032	1	10	12	19	2	2009	6000	0	 	0	 	 
131032	2	10	12	19	4	2008	3000	0	 	1	1	 
131032	3	10	12	19	3	2007	12000	0	 	1	1	 
131032	4	10	12	19	4	2006	5000	0	 	1	1	 
131035	1	6	1	3	5	2008	2000	5	 	0	 	 
131035	2	6	1	3	2	2009	1500	5	 	0	 	 
131036	1	10	1	7	1	2006	30000	0	 	0	 	 
131036	2	15	2	1	2	2009	2500	-77	625	0	 	 
131037	1	15	2	19	1	2009	10000	-77	400	0	 	 
131037	2	15	2	19	2	2008	7000	-77	280	1	1	 
131038	1	9	1	2	9	2007	6000	0	 	1	1	 
131038	2	10	1	6	8	2007	5000	0	 	1	1	 
131038	3	9	2	8	6	2008	500	0	 	0	 	 
131041	1	7	2	2	1	2009	2000	15	 	0	 	 
131041	2	10	2	2	10	2008	2000	0	 	0	 	 
131041	3	7	2	2	5	2007	2000	15	 	1	1	 
131041	4	10	2	2	1	2009	1000	0	 	0	 	 
131041	5	10	2	2	2	2009	1000	0	 	1	1	 
131041	6	15	2	2	2	2008	1000	-77	240	0	 	 
131041	7	15	2	2	1	2009	500	-77	120	0	 	 
131041	8	10	2	16	1	2008	500	0	 	0	 	 
131042	1	10	2	3	2	2007	2000	0	 	1	1	 
131042	2	10	2	3	1	2008	2500	0	 	1	1	 
131042	3	10	2	3	2	2009	1500	0	 	0	 	 
131043	1	7	2	19	2	2007	80000	15	 	0	 	 
131045	1	10	1	2	2	2009	100	0	 	1	1	 
131048	1	5	1	16	1	2009	10000	3	 	0	 	 
131048	2	2	1	2	1	2009	10000	3	 	0	 	 
131048	3	7	1	7	9	2008	10000	15	 	0	 	 
131048	4	7	1	16	11	2008	10000	6	 	0	 	 
131048	5	7	1	7	1	2007	10000	15	 	1	1	 
131048	6	7	1	2	1	2007	10000	6	 	1	1	 
131048	7	7	1	2	1	2006	10000	15	 	1	1	 
131048	8	7	1	7	1	2006	10000	6	 	1	1	 
131048	9	8	1	16	7	2007	4000	0	 	0	 	 
131048	10	10	2	7	1	2009	3000	0	 	0	 	 
131048	11	10	2	7	10	2008	3000	0	 	0	 	 
131048	12	5	2	2	3	2009	2000	0	 	1	1	 
131048	13	8	1	18	4	2008	2000	0	 	0	 	 
131048	14	8	1	2	3	2006	2000	0	 	0	 	 
131048	15	8	1	7	10	2006	2000	0	 	0	 	 
131048	16	9	2	7	4	2008	1800	0	 	0	 	 
131048	17	8	1	7	6	2008	1800	0	 	0	 	 
131048	18	5	2	2	3	2009	1000	0	 	0	 	 
131048	19	8	1	2	9	2007	1000	0	 	0	 	 
131049	1	10	1	3	8	2008	3000	0	 	0	 	 
131049	2	10	1	2	1	2009	200	0	 	0	 	 
141004	1	7	2	8	1	2007	5000	-77	 	1	1	 
141004	2	7	2	8	6	2008	5000	-77	 	0	 	 
141005	1	10	1	2	2	2006	2000	0	 	1	0	12
141005	2	13	1	16	1	2007	3000	0	 	0	 	 
141005	3	10	2	16	2	2008	1000	0	 	1	1	 
141005	4	10	2	3	77	2006	1800	0	 	1	1	 
141005	5	10	2	3	77	2007	1800	0	 	1	1	 
141005	6	10	2	3	77	2008	1800	0	 	0	 	 
141005	7	10	1	16	1	2009	1000	0	 	0	 	 
141005	8	8	1	16	3	2009	900	0	 	0	 	 
141006	1	10	1	8	11	2008	4000	0	 	0	 	 
141007	1	8	1	8	6	2007	4500	0	 	1	1	 
141008	1	7	2	2	3	2006	4000	10	 	1	1	 
141008	2	7	2	7	3	2007	4000	10	 	1	1	 
141008	3	7	2	2	3	2008	5000	10	 	1	1	 
141009	1	11	1	8	7	2008	150000	15	 	0	 	 
141010	1	7	1	19	3	2007	15000	12	 	1	1	 
141010	2	7	1	19	12	2008	20000	12	 	0	 	 
141013	1	4	1	4	3	2007	250	0	 	1	1	 
141013	2	10	1	16	2	2008	1000	0	 	1	1	 
141016	1	5	1	2	5	2007	600	0	 	1	1	 
141016	2	5	1	8	7	2008	1000	0	 	1	1	 
141017	1	8	1	14	3	2008	5000	0	 	1	1	 
141017	2	8	1	14	2	2009	20000	0	 	0	 	 
141020	1	10	1	10	2	2009	250	0	 	0	 	 
141022	1	10	2	15	4	2008	800	0	 	1	1	 
141022	2	15	2	15	1	2008	500	5	 	0	 	 
141025	1	10	1	2	6	2008	500	0	 	1	1	 
141025	2	10	1	2	9	2007	800	0	 	1	1	 
141026	1	2	1	16	1	2008	30000	9	 	0	 	 
141028	1	2	2	19	1	2008	3000	5	 	0	 	 
141030	1	15	2	2	5	2008	5000	10	 	0	 	 
141031	1	8	1	16	2	2008	300	0	 	0	 	 
141031	2	8	1	16	2	2009	2000	0	 	0	 	 
141033	1	16	1	8	1	2009	20000	0	 	0	 	 
141034	1	8	4	4	1	2007	300	0	 	1	1	 
141034	2	10	4	16	5	2008	250	0	 	1	1	 
141036	1	8	2	18	1	2009	10000	0	 	0	 	 
141038	1	11	4	41	5	2008	100000	12	 	1	1	 
141040	1	10	1	7	3	2007	1000	0	 	1	1	 
141040	2	10	1	40	5	2008	2000	0	 	1	1	 
141040	3	10	2	3	2	2009	2400	0	 	0	 	 
141040	4	6	2	3	1	2009	5000	0	 	0	 	 
141040	5	10	2	3	77	2006	36000	0	 	1	1	 
141040	6	10	2	3	77	2007	62000	0	 	1	1	 
141040	7	10	2	3	77	2009	60000	0	 	1	1	 
141041	1	7	2	18	12	2008	4000	-77	 	0	 	 
141041	2	10	2	3	2	2008	124800	0	 	0	 	 
141041	3	10	1	10	77	2007	30000	0	 	0	 	 
141041	4	8	1	8	77	2007	10000	0	 	0	 	 
141044	1	1	10	1	6	2008	820	15	 	0	 	 
141044	2	7	10	14	11	2008	9200	0	 	0	 	 
141044	3	7	10	19	9	2007	4600	-77	 	1	1	 
141044	4	7	13	2	10	2008	3500	0	 	0	 	 
141045	1	2	7	19	2	2008	2000	-77	320	0	 	 
141045	2	10	6	2	10	2008	1300	0	 	0	 	 
141047	1	15	1	3	2	2009	1500	10	 	0	 	 
141047	2	8	1	2	11	2007	300	0	 	1	1	 
141049	1	7	0	4	1	2009	16000	12	 	0	 	 
151001	1	7	1	8	9	2006	12000	10	 	1	1	 
151005	1	10	21	2	4	2008	500	0	 	0	 	 
151008	1	1	2	1	8	2007	750	6	 	1	1	 
151008	2	6	2	3	6	2008	500	0	 	1	1	 
151010	1	10	1	16	2	2008	7000	0	 	0	 	 
151014	1	8	1	8	7	2008	5000	0	 	1	1	 
151014	2	4	1	2	8	2008	4000	-77	4000	0	 	 
151020	1	11	1	1	5	2007	3000	10	 	1	1	 
151023	1	10	1	2	8	2008	1000	-77	0	0	 	 
151023	2	8	1	2	8	2007	1000	-77	1000	1	1	 
151024	1	1	1	1	8	2008	500	5	 	0	 	 
151025	1	7	18	19	5	2008	2700	-77	60	0	 	 
151026	1	10	1	10	8	2008	1000	0	 	1	1	 
151026	2	7	1	1	7	2008	420	-77	420	1	1	 
151027	1	8	1	3	4	2007	600	0	 	1	1	 
151027	2	7	4	40	8	2008	5000	6	 	0	 	 
151028	1	10	0	40	77	2007	500	0	 	1	1	 
151029	1	7	2	8	4	2007	11727	5	 	1	1	 
151029	2	5	2	16	8	2008	7818	5	 	1	1	 
151032	1	8	1	2	4	2008	500	0	 	1	1	 
151033	1	1	1	1	12	2008	700	-77	-77	0	 	 
151035	1	7	1	19	77	2006	3000	12	 	1	1	 
151039	1	8	19	2	1	2009	1000	0	 	0	 	 
151041	1	7	12	16	3	2007	3000	5	 	0	 	 
151041	2	8	12	2	1	2009	1000	0	 	0	 	 
151043	1	8	3	16	2	2008	500	0	 	1	1	 
151043	2	10	2	16	3	2007	1000	0	 	1	1	 
151045	1	10	0	10	10	2009	100	0	 	0	 	 
151051	1	7	1	1	7	2007	260	-77	443	1	1	 
151051	2	7	1	1	79	2008	266	-77	400	1	1	 
151053	1	1	1	1	9	2008	2450	12	 	1	1	 
151054	1	8	1	1	7	2007	400	0	 	1	1	 
151056	1	1	1	1	8	2006	460	10	 	1	1	 
151058	1	10	17	13	2	2009	1000	0	 	1	1	 
151058	2	8	17	7	7	2006	2500	0	 	1	0	3
151059	1	8	1	3	5	2008	1000	0	 	1	1	 
151059	2	10	1	15	2	2008	400	0	 	1	1	 
151067	1	10	2	2	9	2008	300	0	 	1	1	 
151068	1	8	0	16	2	2008	600	0	 	0	 	 
151068	2	10	0	16	1	2009	300	0	 	0	 	 
161006	1	1	1	1	11	2008	1400	15	 	0	 	 
161006	2	1	1	1	10	2007	700	15	 	1	1	 
161007	1	1	1	1	10	2008	1600	15	 	0	 	 
161007	2	10	1	2	12	2008	500	0	 	0	 	 
161008	1	1	2	1	11	2008	1600	15	 	0	 	 
161008	2	10	2	2	1	2009	300	0	 	0	 	 
161009	1	8	6	1	11	2008	3500	0	 	0	 	 
161009	2	7	6	1	11	2007	1800	15	 	1	1	 
161009	3	10	0	7	1	2008	1400	0	 	1	1	 
161009	4	10	0	16	1	2009	500	0	 	0	 	 
161009	5	7	6	1	11	2008	320	15	 	0	 	 
161010	1	8	1	7	2	2008	10000	0	 	1	1	 
161010	2	10	1	8	2	2009	3000	0	 	0	 	 
161010	3	10	2	3	1	2009	700	0	 	0	 	 
161011	1	1	1	1	10	2008	1600	15	 	0	 	 
161011	2	10	1	2	1	2009	3000	0	 	0	 	 
161013	1	1	1	1	10	2006	2250	15	 	1	1	 
161013	2	1	1	1	10	2007	2200	15	 	1	1	 
161013	3	1	1	1	10	2008	2100	15	 	0	 	 
161016	1	1	2	1	11	2009	800	15	 	0	 	 
161016	2	1	2	1	10	2008	600	15	 	1	1	 
161016	3	1	2	1	10	2007	800	15	 	1	1	 
161018	1	1	1	1	11	2008	800	15	 	0	 	 
161018	2	1	1	1	10	2007	1600	-77	 	1	1	 
161018	3	10	1	2	7	2008	600	15	 	1	1	 
161018	4	10	1	6	1	2009	300	0	 	0	 	 
161019	1	1	1	1	10	2008	3200	15	 	0	 	 
161019	2	10	2	8	1	2009	2300	0	 	0	 	 
161020	1	10	1	2	1	2009	200	0	 	1	1	 
161020	2	8	1	1	2	2009	100	0	 	0	 	 
161020	3	10	2	2	2	2008	100	0	 	0	 	 
161021	1	10	1	2	1	2009	2000	0	 	0	 	 
161021	2	10	1	2	1	2008	2000	0	 	1	1	 
161021	3	10	1	2	1	2007	1500	0	 	1	1	 
161021	4	7	1	1	10	2008	600	15	 	0	 	 
161021	5	10	1	2	2	2009	200	0	 	0	 	 
161021	6	10	1	2	2	2009	100	0	 	0	 	 
161021	7	10	1	2	2	2009	100	0	 	0	 	 
161022	1	10	2	2	5	2007	10000	0	 	0	 	 
161022	2	1	2	1	10	2007	1600	15	 	1	1	 
161024	1	1	1	1	10	2008	8000	15	 	0	 	 
161024	2	10	1	2	1	2008	7000	0	 	0	 	 
161024	3	10	1	7	2	2008	5000	0	 	1	1	 
161025	1	1	1	1	10	2008	850	15	 	1	1	 
161025	2	8	1	2	12	2008	3000	0	 	0	 	 
161029	1	10	1	2	1	2009	2000	0	 	0	 	 
161029	2	10	1	7	8	2008	3000	0	 	1	1	 
161029	3	10	1	7	2	2007	2700	0	 	1	1	 
161030	1	1	7	1	10	2006	3400	15	 	1	1	 
161030	2	1	7	1	10	2007	2130	15	 	1	1	 
161030	3	8	7	10	8	2008	8000	0	 	1	1	 
161031	1	10	22	2	6	2008	3000	0	 	0	 	 
161031	2	8	22	2	5	2006	3000	0	 	1	0	12
161031	3	10	22	7	9	2008	1000	0	 	1	1	 
161031	4	10	22	10	11	2008	1000	0	 	1	1	 
161031	5	10	22	2	1	2008	500	0	 	1	1	 
161031	6	7	22	1	11	2008	600	15	 	0	 	 
161032	1	1	1	1	11	2008	800	15	 	0	 	 
161032	2	7	1	8	4	2008	5000	-77	600	0	 	 
161032	3	7	1	8	5	2007	5000	-77	600	1	1	 
161033	1	10	1	2	1	2009	500	0	 	0	 	 
161034	1	1	1	1	11	2008	600	15	 	0	 	 
161034	2	1	1	1	10	2007	700	15	 	1	1	 
161035	1	1	18	1	11	2008	1400	15	 	0	 	 
161035	2	1	18	1	9	2007	700	15	 	1	1	 
161035	3	7	18	1	4	2008	5000	-77	750	0	 	 
161035	4	7	18	1	7	2007	5000	-77	750	1	1	 
161037	1	1	1	1	10	2007	1500	15	 	1	1	 
161037	2	1	1	1	10	2008	1250	15	 	1	1	 
161038	1	8	10	19	1	2009	10000	0	 	0	 	 
161038	2	8	10	19	11	2008	4000	0	 	1	1	 
161039	1	7	1	1	10	2008	3000	15	 	0	 	 
161039	2	7	1	1	10	2007	2305	15	 	1	0	4
161039	3	7	1	1	10	2006	2305	15	 	1	0	12
161039	4	8	1	2	12	2008	2000	0	 	0	 	 
161039	5	8	1	6	6	2008	1000	0	 	0	 	 
161039	6	8	1	7	10	2008	1000	0	 	0	 	 
161041	1	10	1	2	1	2009	1500	0	 	0	 	 
161041	2	1	1	1	10	2008	800	15	 	0	 	 
161041	3	1	1	1	11	2007	760	15	 	1	1	 
161042	1	1	1	1	10	2007	1500	15	 	1	1	 
161042	2	1	1	1	10	2008	2400	15	 	1	1	 
161043	1	1	1	1	11	2008	700	15	 	0	 	 
161043	2	1	1	1	10	2007	700	15	 	1	1	 
161043	3	1	1	1	10	2006	700	15	 	1	1	 
161043	4	13	1	7	4	2007	16000	0	 	0	 	 
161044	1	7	2	7	8	2008	12000	-77	-77	0	 	 
161044	2	1	2	1	11	2008	2100	15	 	0	 	 
161044	3	1	2	1	10	2007	1400	15	 	1	1	 
161044	4	1	2	1	9	2006	2000	15	 	1	1	 
161045	1	1	0	1	10	2007	1340	15	 	1	1	 
161045	2	1	0	1	10	2008	1700	15	 	0	 	 
161045	3	8	0	2	2	2008	2500	0	 	1	1	 
161046	1	7	1	1	11	2008	350	15	 	0	 	 
161046	2	7	1	1	11	2007	350	15	 	1	1	 
161046	3	10	2	2	4	2008	100	0	 	1	1	 
161046	4	10	2	2	11	2007	100	0	 	1	1	 
161047	1	1	1	1	11	2008	250	15	 	0	 	 
161047	2	8	1	1	4	2008	4000	0	 	0	 	 
161047	3	10	1	7	6	2007	600	0	 	1	1	 
161048	1	7	1	1	11	2008	2500	15	 	0	 	 
161048	2	7	1	1	11	2007	1800	15	 	1	1	 
161048	3	7	1	1	11	2006	1700	15	 	1	1	 
161048	4	10	1	7	1	2008	500	0	 	1	1	 
161048	5	10	3	7	1	2008	500	0	 	1	1	 
161048	6	10	2	2	1	2008	400	0	 	1	1	 
161048	7	10	3	7	2	2007	300	0	 	1	1	 
161049	1	7	18	1	7	2008	5000	18	 	0	 	 
161049	2	7	18	1	11	2008	600	15	 	0	 	 
161049	3	7	1	1	11	2008	600	15	 	0	 	 
161050	1	10	12	2	1	2009	2000	0	 	1	1	 
171003	1	10	9	8	12	2008	22000	0	 	0	 	 
171008	1	7	1	1	9	2007	7000	-77	1000	1	1	 
171009	1	8	0	3	4	2008	80000	0	 	0	 	 
171009	2	8	0	2	1	2008	1900	0	 	1	1	 
171009	3	10	0	2	9	2007	1100	0	 	1	1	 
171012	1	7	1	14	7	2008	5000	15	 	1	1	 
171012	2	7	1	14	6	2006	5000	15	 	1	1	 
171016	1	7	17	8	5	2007	6000	18	 	0	 	 
171019	1	7	9	8	3	2007	10000	18	 	0	 	 
171021	1	7	1	1	9	2006	5000	18	 	1	1	 
171023	1	16	3	1	5	2007	4000	13	 	0	 	 
171023	2	1	3	1	9	2008	800	10	 	1	1	 
171025	1	2	3	1	7	2008	1950	-77	-77	0	 	 
171025	2	6	3	2	7	2006	6000	5	 	0	 	 
171026	1	1	1	1	10	2008	1500	0	 	0	 	 
171028	1	10	2	2	2	2009	500	0	 	1	1	 
171029	1	2	1	1	4	2006	1426	9	 	0	 	 
171032	1	7	1	12	11	2006	10000	15	 	1	1	 
171040	1	7	2	1	9	2008	5000	18	 	0	 	 
171046	1	2	1	1	10	2007	1400	12	 	1	1	 
171048	1	10	2	15	1	2009	180	0	 	1	1	 
171049	1	7	18	1	12	2008	5000	18	 	0	 	 
171050	1	7	19	8	2	2008	10000	-77	1500	0	 	 
181001	1	8	2	1	6	2008	2800	0	 	0	 	 
181001	2	8	2	1	7	2008	100	0	 	1	1	 
181001	3	8	2	1	4	2007	200	0	 	1	0	11
181002	1	7	2	1	10	2006	10000	18	 	1	1	 
181002	2	8	2	1	10	2008	3000	0	 	0	 	 
181004	1	8	1	1	9	2008	1700	0	 	0	 	 
181004	2	8	1	1	9	2008	200	0	 	0	 	 
181004	3	10	1	2	8	2007	200	0	 	1	1	 
181007	1	10	0	4	2	2009	150	0	 	1	1	 
181009	1	10	2	8	12	2008	600	0	 	0	 	 
181009	2	10	2	1	10	2007	1000	0	 	1	1	 
181009	3	10	4	2	1	2009	400	0	 	1	1	 
181010	1	10	2	7	7	2008	1500	0	 	0	 	 
181010	2	7	1	1	9	2007	5000	18	 	0	 	 
181012	1	8	1	7	2	2009	4000	0	 	0	 	 
181012	2	8	1	7	12	2008	4000	0	 	0	 	 
181013	1	8	2	2	12	2008	3000	0	 	1	1	 
181013	2	8	2	2	10	2008	100	0	 	0	 	 
181014	1	13	0	3	1	2009	10000	0	 	1	1	 
181014	2	10	0	3	4	2009	5000	0	 	1	1	 
181014	3	10	3	3	4	2009	7000	0	 	0	 	 
181016	1	10	2	1	9	2006	2000	0	 	1	1	 
181016	2	10	2	1	9	2007	1000	0	 	1	1	 
181016	3	10	2	1	8	2008	1300	0	 	1	1	 
181017	1	8	3	7	6	2008	1000	0	 	0	 	 
181017	2	10	3	1	10	2008	700	0	 	0	 	 
181020	1	8	1	15	2	2009	2000	0	 	0	 	 
181020	2	10	1	3	10	2008	300	0	 	1	1	 
181020	3	10	1	3	4	2008	350	0	 	1	1	 
181020	4	10	1	3	7	2008	300	0	 	1	1	 
181021	1	8	2	2	2	2008	500	0	 	0	 	 
181021	2	8	2	2	3	2008	200	0	 	0	 	 
181022	1	8	18	2	7	2006	600	0	 	1	1	 
181023	1	8	1	2	11	2008	300	0	 	1	1	 
181023	2	10	1	1	9	2007	2007	0	 	1	1	 
181023	3	10	1	7	12	2008	100	0	 	1	1	 
181024	1	8	0	3	3	2009	4000	0	 	1	1	 
181026	1	8	1	2	1	2009	300	0	 	0	 	 
181026	2	8	1	2	2	2008	200	0	 	1	0	11
181026	3	10	1	1	4	2007	100	0	 	1	1	 
181027	1	10	1	10	2	2009	100	0	 	0	 	 
181027	2	8	1	2	12	2008	200	0	 	1	1	 
181027	3	8	1	2	5	2008	400	0	 	1	1	 
181028	1	10	2	2	12	2008	100	0	 	1	1	 
181028	2	8	2	2	12	2007	600	0	 	1	1	 
181031	1	8	1	6	5	2008	300	0	 	0	 	 
181031	2	8	1	7	1	2008	100	0	 	0	 	 
181031	3	1	1	1	10	2006	1950	12	 	1	0	2
181032	1	10	0	11	6	2008	300	0	 	1	0	11
181033	1	10	1	1	10	2008	600	0	 	1	1	 
181033	2	10	2	1	9	2008	1000	0	 	0	 	 
181034	1	8	2	2	11	2008	200	0	 	1	1	 
181034	2	8	2	2	1	2009	3000	0	 	0	 	 
181034	3	8	2	7	1	2008	5000	0	 	1	1	 
181034	4	7	1	2	1	2007	5000	10	 	1	0	2
181037	1	10	1	2	9	2008	800	0	 	0	 	 
181037	2	10	1	1	10	2007	1100	25	 	1	0	11
181037	3	10	1	1	10	2006	3000	10	 	0	 	 
181038	1	10	0	7	3	2009	1000	0	 	0	 	 
181038	2	10	0	2	2	2009	250	0	 	0	 	 
181038	3	10	0	2	2	2009	600	0	 	1	1	 
181040	1	8	1	2	1	2009	100	0	 	1	0	2
181040	2	8	1	1	10	2008	150	0	 	1	1	 
181040	3	12	1	1	10	2008	200	0	 	0	 	 
181041	1	8	1	2	11	2007	400	0	 	0	 	 
181041	2	8	1	2	5	2008	600	0	 	0	 	 
181041	3	10	1	1	10	2008	300	0	 	0	 	 
181043	1	8	0	2	2	2009	1500	0	 	0	 	 
181045	1	8	2	2	11	2008	200	0	 	1	1	 
181045	2	1	1	2	7	2008	300	0	 	0	 	 
181048	1	8	2	7	2	2008	3000	0	 	0	 	 
181048	2	8	2	1	6	2007	1900	0	 	0	 	 
181049	1	10	0	2	10	2008	100	0	 	1	1	 
181050	1	10	0	19	2	2009	20000	0	 	0	 	 
181050	2	10	0	8	2	2007	70000	0	 	1	1	 
181050	3	10	0	19	12	2008	30000	0	 	1	1	 
191001	1	10	1	2	3	2009	1100	0	 	0	 	 
191001	2	1	1	1	10	2008	1700	-77	-77	0	 	 
191004	1	7	0	19	10	2008	20000	15	 	0	 	 
191004	2	16	20	19	10	2007	23000	30	 	1	1	 
191005	1	6	1	3	2	2009	25000	27	 	0	 	 
191005	2	10	1	3	1	2009	2500	0	 	1	1	 
191005	3	10	1	3	12	2009	5000	0	 	1	1	 
191006	1	10	3	3	1	2009	10000	0	 	0	 	 
191006	2	10	3	3	12	2008	30000	0	 	0	 	 
191007	1	7	3	8	2	2008	20000	12	 	0	 	 
191007	2	13	2	2	3	2009	970	0	 	0	 	 
191009	1	8	0	3	2	2009	10000	0	 	0	 	 
191009	2	8	0	3	6	2008	7000	0	 	1	1	 
191010	1	8	2	7	11	2009	800	0	 	0	 	 
191011	1	10	1	3	1	2009	500	0	 	1	1	 
191011	2	10	1	3	2	2009	500	0	 	1	1	 
191011	3	10	1	3	3	2009	500	0	 	1	1	 
191011	4	10	1	3	4	2009	500	0	 	1	1	 
191012	1	10	3	2	9	2008	1700	0	 	1	1	 
191012	2	10	3	2	2	2009	300	0	 	1	1	 
191012	3	10	3	2	1	2008	600	0	 	1	1	 
191013	1	10	0	2	9	2008	200	0	 	1	1	 
191014	1	7	1	19	2	2007	30000	18	 	0	 	 
191014	2	10	1	1	2	2008	1300	0	 	1	0	11
191014	3	10	1	19	4	2009	650	0	 	0	 	 
191014	4	10	1	19	12	2008	750	0	 	1	1	 
191015	1	7	6	3	2	2009	20000	18	 	0	 	 
191015	2	8	6	2	2	2009	1900	0	 	0	 	 
191015	3	8	6	2	11	2008	1900	0	 	1	1	 
191016	1	7	1	3	10	2006	60000	15	 	0	 	 
191017	1	7	1	19	10	2006	10000	18	 	0	 	 
191017	2	10	1	19	1	2009	650	0	 	0	 	 
191017	3	10	1	2	4	2009	100	0	 	1	1	 
191018	1	13	1	3	1	2009	4700	0	 	1	1	 
191018	2	13	1	3	6	2008	4000	0	 	1	1	 
191021	1	8	2	3	8	2008	1000	0	 	1	1	 
191023	1	7	18	3	3	2007	10000	18	 	1	1	 
191024	1	7	2	8	7	2006	12000	15	 	0	 	 
191024	2	10	2	18	2	2009	1500	0	 	0	 	 
191024	3	10	2	1	11	2008	1000	0	 	0	 	 
191024	4	10	2	1	12	2008	1000	0	 	1	1	 
191025	1	7	2	3	1	2009	10000	18	 	0	 	 
191025	2	13	2	2	2	2009	4800	0	 	0	 	 
191025	3	13	2	2	7	2008	2000	0	 	1	1	 
191026	1	7	1	1	9	2007	20000	15	 	0	 	 
191026	2	10	1	1	10	2008	500	0	 	0	 	 
191026	3	10	1	1	6	2008	300	0	 	1	1	 
191027	1	10	19	2	3	2009	100	0	 	1	1	 
191029	1	7	2	19	11	2007	13000	18	 	0	 	 
191030	1	8	2	19	4	2009	1800	0	 	0	 	 
191030	2	10	2	19	1	2009	2000	0	 	0	 	 
191030	3	10	2	2	12	2008	1950	0	 	1	1	 
191032	1	6	1	19	4	2009	5000	0	 	1	1	 
191032	2	6	1	19	1	2009	4000	0	 	0	 	 
191032	3	6	1	19	3	2009	2270	0	 	0	 	 
191033	1	10	1	10	3	2009	200	0	 	1	1	 
191036	1	10	1	2	1	2009	600	0	 	0	 	 
191036	2	7	1	1	7	2006	2708	18	 	0	 	 
191036	3	10	1	2	11	2008	400	0	 	0	 	 
191037	1	14	1	3	1	2007	15000	13	 	0	 	 
191038	1	10	2	2	4	2009	2000	0	 	0	 	 
191039	1	10	1	2	1	2009	200	0	 	1	1	 
191039	2	10	1	2	4	2009	400	0	 	1	1	 
191040	1	10	2	8	6	2007	2200	0	 	1	1	 
191042	1	8	1	2	1	2009	200	0	 	1	1	 
191044	1	8	1	7	1	2009	30000	0	 	0	 	 
191044	2	8	1	7	12	2008	20000	0	 	0	 	 
191044	3	10	1	7	2	2009	20000	0	 	0	 	 
191045	1	7	1	2	6	2007	10000	15	 	0	 	 
191045	2	8	1	7	3	2007	2000	0	 	1	1	 
191046	1	7	0	2	3	2008	20000	18	 	0	 	 
191046	2	7	2	8	6	2006	20000	18	 	1	1	 
191046	3	10	2	2	12	2008	300	0	 	1	1	 
191048	1	8	1	10	3	2008	6000	0	 	1	1	 
191049	1	7	1	3	9	2007	20000	12	 	0	 	 
191049	2	10	2	2	1	2009	2400	0	 	1	1	 
191049	3	10	2	2	3	2009	2400	0	 	0	 	 
191049	4	10	2	2	10	2008	1800	0	 	1	1	 
191049	5	10	2	2	8	2008	1800	0	 	1	1	 
191049	6	10	2	2	6	2008	1700	0	 	1	1	 
191050	1	8	1	3	8	2008	30000	0	 	1	1	 
191051	1	10	19	2	1	2008	1200	0	 	0	 	 
201003	1	7	1	1	7	2006	24000	18	 	1	1	 
201003	2	2	1	1	10	2008	750	9	 	0	 	 
201003	3	2	1	1	10	2007	650	9	 	0	 	 
201011	1	2	1	1	7	2007	3000	10	 	1	1	 
201012	1	8	2	1	2	2009	100	0	 	1	1	 
201020	1	10	5	2	2	2009	4000	0	 	0	 	 
201020	2	10	5	2	2	2009	3000	0	 	1	1	 
201032	1	7	1	1	77	2008	2000	15	 	1	1	 
201035	1	1	1	1	77	2007	3000	15	 	0	 	 
201036	1	2	1	16	6	2008	1000	9	 	0	 	 
201037	1	10	2	2	4	2009	400	0	 	0	 	 
201039	1	10	0	16	3	2009	400	0	 	1	1	 
201050	1	10	16	1	3	2009	1000	0	 	0	 	 
