CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	GETMOMBIRTH	GETCHILDBIRTH	THSVILR5	BURBRLR5	BRNREGR5	BRNZONR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
11032	1	 	1	 	47	50	 	1	1	0	0	 	 	 	 	 	1	0	98	99	1	6	0	 	 	 	 	 	 
11032	2	 	1	 	37	40	 	2	1	0	0	 	 	 	 	0	1	0	98	98	1	28	0	 	 	 	 	 	 
11032	3	 	4	 	31	34	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11032	4	 	4	 	49	52	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11032	5	 	2	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11032	15	 	1	 	14	17	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	6	0	 	8	15
11032	16	 	1	 	11	14	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	8	1	1	 	 
11032	17	 	1	 	8	11	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	4	 	 
11033	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	6	0	 	 	 	 	 	 
11033	1	 	1	 	67	70	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	8	0	 	 	 	 	 	 
11033	2	 	1	 	49	52	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
11033	3	 	4	 	31	34	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11033	4	 	1	 	28	31	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	8	0	 	 	 	 	 	 
11033	6	 	1	 	22	25	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	26	0	 	 	 	 	 	 
11033	7	 	4	 	21	24	 	2	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11033	8	 	4	 	29	32	 	1	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11034	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	23	0	0	3	99	1	26	3	 	 	 	 	 	 
11034	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11034	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11034	3	 	1	 	49	52	 	2	1	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
11034	4	 	4	 	30	33	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11034	5	 	1	 	33	36	 	1	7	0	0	 	 	 	 	23	0	0	3	99	1	6	0	 	 	 	 	 	 
11034	6	 	1	 	17	20	 	1	7	0	0	 	 	 	 	23	0	0	3	99	1	10	0	 	 	 	 	 	 
11034	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	23	0	0	3	99	1	9	1	 	 	 	 	 	 
11034	16	 	4	 	32	35	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11037	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	1	99	1	12	0	 	 	 	 	 	 
11037	1	 	1	 	51	54	 	2	1	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
11037	2	 	1	 	31	34	 	1	9	0	0	 	 	 	 	23	0	0	1	99	1	10	0	 	 	 	 	 	 
11038	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	15	0	0	99	99	1	11	1	 	 	 	 	 	 
11038	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11038	2	 	1	 	51	54	 	2	13	0	0	 	 	 	 	 	0	0	99	98	1	8	0	 	 	 	 	 	 
11038	3	 	2	 	26	29	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11038	4	 	1	 	23	26	 	1	7	0	0	 	 	 	 	15	0	0	99	99	1	8	0	 	 	 	 	 	 
11038	5	 	1	 	5	8	 	2	19	0	0	 	 	 	 	19	 	0	98	98	 	 	 	1	2	1	4	 	 
11039	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	98	1	10	0	 	 	 	 	 	 
11039	1	 	4	 	66	69	 	2	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11039	2	 	1	 	46	49	 	2	1	0	0	 	 	 	 	 	4	0	98	99	0	 	 	 	 	 	 	 	 
11039	15	 	1	 	14	17	 	2	9	0	0	 	 	 	 	23	0	0	2	99	 	 	 	1	9	1	4	 	 
11040	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	1	99	1	9	0	 	 	 	 	 	 
11040	1	 	1	 	39	42	 	2	1	0	0	 	 	 	 	 	3	0	98	99	1	5	0	 	 	 	 	 	 
11040	2	 	1	 	30	33	 	2	13	0	0	 	 	 	 	7	0	0	98	99	1	3	0	 	 	 	 	 	 
11040	3	 	1	 	29	32	 	1	13	0	0	 	 	 	 	7	0	0	98	99	0	 	 	 	 	 	 	 	 
11040	4	 	1	 	23	26	 	2	14	0	0	 	 	 	 	15	0	0	98	98	1	10	0	 	 	 	 	 	 
11040	5	 	1	 	22	25	 	1	14	0	0	 	 	 	 	15	0	0	98	98	1	10	0	 	 	 	 	 	 
11040	6	 	1	 	26	29	 	1	13	0	0	 	 	 	 	7	0	0	98	99	1	8	0	 	 	 	 	 	 
11040	7	 	1	 	13	16	 	2	14	0	0	 	 	 	 	15	0	0	98	98	 	 	 	1	6	1	4	 	 
11041	0	 	1	 	 	22	 	1	0	0	0	 	 	 	 	15	0	0	98	99	1	7	0	 	 	 	 	 	 
11041	1	 	4	 	 	32	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	3	 	1	 	 	40	 	1	13	0	0	 	 	 	 	 	1	0	99	99	1	44	0	 	 	 	 	 	 
11041	4	 	4	 	 	29	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	5	 	4	 	 	27	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	6	 	4	 	 	38	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	7	 	4	 	 	25	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	8	 	4	 	 	25	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	9	 	4	 	 	22	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	15	 	4	 	 	20	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11041	16	 	1	 	 	26	 	2	19	 	 	 	 	 	 	0	1	0	98	98	1	35	0	 	 	 	 	 	 
11042	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	15	0	0	99	99	1	22	1	 	 	 	 	 	 
11042	1	 	1	 	56	59	 	1	13	0	0	 	 	 	 	 	1	0	99	99	1	35	0	 	 	 	 	 	 
11042	2	 	1	 	46	49	 	2	22	0	0	 	 	 	 	0	1	0	98	99	1	12	0	 	 	 	 	 	 
11042	3	 	4	 	38	41	 	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	4	 	4	 	35	38	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	5	 	4	 	34	37	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	6	 	4	 	31	34	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	7	 	4	 	29	32	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	8	 	1	 	25	28	 	2	14	0	0	 	 	 	 	23	0	0	2	1	1	43	0	 	 	 	 	 	 
11042	9	 	4	 	32	35	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	10	 	4	 	9	12	 	2	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11042	11	 	4	 	17	20	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	7	0	0	99	99	1	8	0	 	 	 	 	 	 
11043	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	2	 	4	 	31	34	 	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	3	 	4	 	30	33	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	4	 	1	 	24	27	 	2	7	0	0	 	 	 	 	 	4	0	99	99	1	6	0	 	 	 	 	 	 
11043	5	 	1	 	21	24	 	2	7	0	0	 	 	 	 	7	4	0	99	99	1	6	0	 	 	 	 	 	 
11043	6	 	1	 	18	21	 	1	7	0	0	 	 	 	 	6	0	0	99	99	1	10	0	 	 	 	 	 	 
11043	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	7	0	0	99	99	1	8	1	 	 	 	 	 	 
11043	16	 	4	 	32	35	 	1	16	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	17	 	1	 	6	9	 	1	15	0	0	 	 	 	 	23	 	0	4	98	 	 	 	1	1	1	4	 	 
11043	18	 	1	 	2	5	 	1	15	0	0	 	 	 	 	23	 	0	4	98	 	 	 	0	 	 	 	30	 
11043	19	 	1	 	 	1	 	2	15	 	 	 	 	 	 	15	 	0	5	98	 	 	 	 	 	 	 	 	 
11045	0	 	2	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	1	99	 	 	 	 	 	 	 	 	 
11045	1	 	1	 	43	46	 	2	1	0	0	 	 	 	 	 	3	0	99	99	1	4	0	 	 	 	 	 	 
11045	2	 	1	 	23	26	 	2	9	0	0	 	 	 	 	23	0	0	1	99	1	10	0	 	 	 	 	 	 
11045	3	 	1	 	17	20	 	2	7	0	0	 	 	 	 	23	0	0	1	99	1	22	3	 	 	 	 	 	 
11046	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	98	1	10	0	 	 	 	 	 	 
11046	1	 	4	 	51	54	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11046	2	 	1	 	44	47	 	2	1	1	0	0	2	3	304	 	4	0	99	99	0	 	 	 	 	 	 	 	 
11046	3	 	1	 	29	32	 	2	7	0	0	 	 	 	 	23	0	0	2	98	1	10	0	 	 	 	 	 	 
11046	4	 	4	 	27	30	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11046	5	 	2	 	25	28	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11046	6	 	2	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11046	15	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	2	98	1	8	1	 	 	 	 	 	 
11048	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	99	1	35	1	 	 	 	 	 	 
11048	1	 	3	2007	78	-88	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11048	2	 	1	 	49	52	 	2	1	1	0	0	2	14	1407	 	3	0	99	99	1	28	0	 	 	 	 	 	 
11048	3	 	4	 	32	35	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11048	4	 	1	 	29	32	 	2	7	0	0	 	 	 	 	23	0	0	2	99	1	43	0	 	 	 	 	 	 
11048	5	 	4	 	26	29	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11048	7	 	1	 	25	28	 	1	7	0	0	 	 	 	 	23	0	0	2	99	1	9	0	 	 	 	 	 	 
11048	15	 	1	 	14	17	 	2	19	0	0	 	 	 	 	14	0	0	98	98	 	 	 	1	11	1	4	 	 
11049	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
11049	1	 	1	 	46	49	 	1	1	0	0	 	 	 	 	 	1	0	98	99	1	22	0	 	 	 	 	 	 
11049	2	 	1	 	38	41	 	2	1	0	0	 	 	 	 	0	1	0	98	1	1	8	0	 	 	 	 	 	 
11049	3	 	4	 	25	28	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	4	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	5	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
11049	6	 	1	 	5	8	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	1	1	1	 	 
11050	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	38	1	 	 	 	 	 	 
11050	1	 	1	 	46	49	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	11	0	 	 	 	 	 	 
11050	2	 	1	 	41	44	 	2	1	0	0	 	 	 	 	0	1	0	98	98	0	 	 	 	 	 	 	 	 
11050	3	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	12	0	 	 	 	 	 	 
11050	15	 	1	 	14	17	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	9	0	 	18	16
11050	16	 	4	 	25	28	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11050	17	 	1	 	9	12	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	8	1	4	 	 
11050	18	 	1	 	6	9	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	4	1	1	 	 
11050	19	 	1	 	0	3	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	 	 	 	 	 	 
21002	0	 	1	 	19	21	 	2	0	0	0	 	 	 	 	14	0	0	99	99	1	21	1	 	 	 	 	 	 
21002	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	2	 	4	 	29	-77	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	3	 	4	 	27	-77	 	2	22	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	4	 	4	 	26	-77	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	5	 	4	 	4	-77	 	1	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	6	 	4	 	17	-77	 	2	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	7	 	1	 	25	28	 	1	14	0	0	 	 	 	 	 	1	0	98	98	1	28	0	 	 	 	 	 	 
21002	8	 	4	 	20	-77	 	2	16	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	9	 	1	 	8	14	 	1	15	0	0	 	 	 	 	23	0	0	11	7	 	 	 	1	7	1	4	 	 
21002	10	 	1	 	5	8	 	1	15	0	0	 	 	 	 	23	 	0	11	7	 	 	 	1	1	1	4	 	 
21002	11	 	1	 	 	25	 	2	19	 	 	 	 	 	 	0	1	0	98	98	1	6	0	 	 	 	 	 	 
21003	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	43	0	 	 	 	 	 	 
21003	1	 	1	 	68	71	 	1	1	0	0	 	 	 	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
21003	2	 	1	 	49	52	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
21003	3	 	4	 	33	36	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21003	4	 	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21003	5	 	1	 	27	30	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	9	0	 	 	 	 	 	 
21003	6	 	1	 	26	29	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	10	2	 	 	 	 	 	 
21003	7	 	1	 	25	28	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
21004	0	 	1	 	19	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	34	3	 	 	 	 	 	 
21004	1	 	1	 	71	76	 	1	1	0	0	 	 	 	 	 	1	0	98	99	1	28	0	 	 	 	 	 	 
21004	2	 	1	 	63	65	 	2	1	0	0	 	 	 	 	0	1	0	99	99	1	28	0	 	 	 	 	 	 
21004	3	 	4	 	38	41	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	4	 	4	 	35	38	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	5	 	4	 	33	36	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	6	 	1	 	31	34	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	10	3	 	 	 	 	 	 
21004	7	 	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	8	 	4	 	17	20	 	2	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	9	 	1	 	12	15	 	2	19	0	0	 	 	 	 	19	0	0	98	98	 	 	 	1	5	1	4	 	 
21005	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	7	0	0	99	99	1	21	0	 	 	 	 	 	 
21005	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21005	2	 	4	 	36	39	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21005	3	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21005	4	 	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21005	5	 	1	 	27	30	 	2	7	0	0	 	 	 	 	 	0	0	99	99	1	21	0	 	 	 	 	 	 
21005	6	 	1	 	24	27	 	1	7	0	0	 	 	 	 	7	0	0	99	99	1	3	0	 	 	 	 	 	 
21005	15	 	1	 	15	18	 	1	15	0	0	 	 	 	 	15	0	0	99	98	1	11	1	 	 	 	 	 	 
21005	16	 	1	 	13	16	 	2	15	0	0	 	 	 	 	15	0	0	98	98	 	 	 	1	7	1	4	 	 
21005	17	 	1	 	22	25	 	1	7	0	0	 	 	 	 	8	0	0	98	99	1	10	0	 	 	 	 	 	 
21006	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	1	1	26	0	 	 	 	 	 	 
21006	1	 	1	 	56	59	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	26	0	 	 	 	 	 	 
21006	2	 	1	 	47	50	 	2	1	0	0	 	 	 	 	0	1	0	98	98	1	5	0	 	 	 	 	 	 
21006	3	 	1	 	25	28	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
21006	4	 	1	 	9	12	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	4	 	 
21007	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	1	1	22	1	 	 	 	 	 	 
21007	1	 	1	 	52	56	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	26	0	 	 	 	 	 	 
21007	2	 	1	 	42	45	 	2	1	0	0	 	 	 	 	0	1	0	99	99	1	12	0	 	 	 	 	 	 
21007	3	 	1	 	22	26	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	39	0	 	 	 	 	 	 
21008	0	 	1	 	19	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
21008	1	 	1	 	41	44	 	1	1	0	0	 	 	 	 	 	1	0	98	98	1	9	0	 	 	 	 	 	 
21008	2	 	1	 	36	42	 	2	1	0	0	 	 	 	 	0	1	0	98	99	1	8	0	 	 	 	 	 	 
21008	3	 	2	 	24	27	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	4	 	1	 	21	23	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	8	0	 	 	 	 	 	 
21008	5	 	1	 	16	19	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	11	1	 	 	 	 	 	 
21008	6	 	1	 	7	10	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	1	 	 
21008	7	 	4	 	18	-77	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	8	 	1	 	 	19	 	2	20	 	 	 	 	 	 	20	0	0	98	99	1	5	0	 	 	 	 	 	 
21010	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	99	1	10	0	 	 	 	 	 	 
21010	1	 	3	2008	58	-88	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	2	 	1	 	41	44	 	2	1	0	0	 	 	 	 	 	3	0	99	99	1	2	0	 	 	 	 	 	 
21010	3	 	2	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	15	 	1	 	11	16	 	1	7	0	0	 	 	 	 	23	0	0	2	99	 	 	 	1	6	1	4	 	 
21010	16	 	1	 	9	12	 	1	7	0	0	 	 	 	 	23	 	0	2	99	 	 	 	1	5	1	4	 	 
21010	17	 	1	 	4	8	 	2	14	0	0	 	 	 	 	19	 	0	98	98	 	 	 	1	1	1	4	 	 
21011	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	 	0	0	98	98	1	10	0	 	 	 	 	 	 
21011	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	3	 	4	 	37	-77	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	4	 	4	 	28	-77	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	5	 	4	 	22	-77	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	15	 	2	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	16	 	4	 	10	-77	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	17	 	4	 	2	-77	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	18	 	4	 	35	-77	 	1	16	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	0	1	1	 	18	21	 	1	0	0	0	 	 	 	 	 	1	0	98	99	1	7	0	 	 	 	 	 	 
21012	1	0	4	 	50	53	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	2	2	3	2007	41	-88	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	3	0	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	4	0	4	 	22	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	15	0	4	 	10	13	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	16	0	4	 	8	11	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	17	1	1	 	 	19	 	2	25	 	 	 	 	 	 	0	1	0	99	99	1	7	0	 	 	 	 	 	 
21012	18	1	1	 	 	1	 	1	27	 	 	 	 	 	 	23	 	0	17	0	 	 	 	 	 	 	 	 	 
21013	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	1	99	1	26	3	 	 	 	 	 	 
21013	1	 	1	 	53	56	 	2	1	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
21013	2	 	4	 	31	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21013	3	 	1	 	23	26	 	1	7	0	0	 	 	 	 	23	0	0	1	99	1	35	1	 	 	 	 	 	 
21013	4	 	1	 	20	23	 	1	13	0	0	 	 	 	 	15	1	0	98	98	1	22	3	 	 	 	 	 	 
21013	5	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21013	6	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	1	99	1	13	0	 	 	 	 	 	 
21014	0	1	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	26	0	 	 	 	 	 	 
21014	1	0	4	 	55	58	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	2	0	4	 	52	55	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	3	0	4	 	33	37	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	4	0	4	 	26	29	 	1	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	5	0	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	6	0	4	 	24	27	 	2	19	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	7	0	4	 	35	38	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	8	0	4	 	20	-77	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	9	1	1	 	 	26	 	1	25	 	 	 	 	 	 	 	1	0	98	98	1	10	0	 	 	 	 	 	 
21014	10	1	1	 	 	0	4	1	27	 	 	 	 	 	 	23	 	0	0	9	 	 	 	 	 	 	 	 	 
21015	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	19	0	0	99	99	1	26	0	 	 	 	 	 	 
21015	1	 	1	 	56	59	 	1	19	0	0	 	 	 	 	 	1	0	99	99	1	12	0	 	 	 	 	 	 
21015	2	 	1	 	48	51	 	2	13	0	0	 	 	 	 	0	1	0	98	98	1	6	0	 	 	 	 	 	 
21015	3	 	4	 	22	25	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	4	 	4	 	23	-77	 	2	20	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
