CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	GETMOMBIRTH	GETCHILDBIRTH	THSVILR5	BURBRLR5	BRNREGR5	BRNZONR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
71031	15	0	4	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	16	0	4	 	8	11	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	17	0	4	 	4	7	 	2	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	18	3	1	 	 	24	 	1	25	 	 	 	 	 	 	 	1	0	98	98	1	10	3	 	 	 	 	 	 
71031	19	3	1	 	 	0	4	1	27	 	 	 	 	 	 	23	 	0	0	18	 	 	 	 	 	 	 	 	 
71032	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	14	0	0	99	98	1	21	1	 	 	 	 	 	 
71032	1	 	4	 	89	92	 	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	2	 	3	2007	74	-88	 	2	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	3	 	4	 	24	-77	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	4	 	4	 	19	23	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	5	 	1	 	39	42	 	2	13	0	0	 	 	 	 	 	3	0	99	98	1	6	0	 	 	 	 	 	 
71032	6	 	2	 	23	26	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	7	 	2	 	18	21	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	2	0	0	2	99	1	10	0	 	 	 	 	 	 
71033	1	 	1	 	51	54	 	1	2	0	0	 	 	 	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
71033	2	 	1	 	41	44	 	2	1	0	0	 	 	 	 	0	1	0	98	99	0	 	 	 	 	 	 	 	 
71033	3	 	4	 	26	29	 	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	4	 	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	5	 	4	 	22	25	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	6	 	2	 	20	23	 	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	15	 	1	 	11	14	 	2	9	0	0	 	 	 	 	1	0	0	2	1	 	 	 	0	 	 	 	20	 
71033	16	 	1	 	9	12	 	2	9	0	0	 	 	 	 	1	 	0	2	1	 	 	 	1	3	1	4	 	 
71033	17	 	1	 	6	9	 	1	9	0	0	 	 	 	 	1	 	0	2	1	 	 	 	1	0	1	4	 	 
71034	0	1	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	5	98	1	9	1	 	 	 	 	 	 
71034	1	0	4	 	67	70	 	2	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	2	0	4	 	34	-77	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	3	0	4	 	26	29	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	4	0	4	 	41	44	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	5	1	1	 	32	35	 	2	1	0	0	 	 	 	 	 	4	0	98	98	1	7	0	 	 	 	 	 	 
71034	6	1	1	 	21	24	 	2	7	0	0	 	 	 	 	23	0	0	5	98	1	22	1	 	 	 	 	 	 
71034	7	1	1	 	12	15	 	2	7	0	0	 	 	 	 	23	0	0	5	98	 	 	 	1	6	1	4	 	 
71034	8	1	1	 	10	13	 	1	7	0	0	 	 	 	 	23	0	1	5	98	 	 	 	1	2	1	4	 	 
71034	9	1	1	 	7	10	 	2	7	0	0	 	 	 	 	23	 	0	5	98	 	 	 	1	1	1	4	 	 
71035	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	2	0	0	1	99	1	5	1	 	 	 	 	 	 
71035	1	 	1	 	31	34	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
71035	2	 	4	 	27	30	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71035	3	 	4	 	21	24	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71035	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	3	0	0	1	99	1	7	1	 	 	 	 	 	 
71035	16	 	1	 	8	11	 	2	9	0	0	 	 	 	 	23	 	0	1	17	 	 	 	1	4	1	4	 	 
71035	17	 	1	 	49	52	 	1	2	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
71035	18	 	1	 	5	8	 	2	9	0	0	 	 	 	 	23	 	0	1	17	 	 	 	1	2	1	4	 	 
71035	19	 	1	 	3	6	 	2	9	0	0	 	 	 	 	23	 	0	1	17	 	 	 	0	 	 	 	29	 
71035	20	 	1	 	0	3	 	1	9	0	0	 	 	 	 	23	 	0	1	17	 	 	 	 	 	 	 	 	 
71037	0	 	2	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	7	 	 	 	 	 	 	 	 	 
71037	1	 	1	 	64	67	 	1	1	0	0	 	 	 	 	 	0	0	99	99	0	 	 	 	 	 	 	 	 
71037	2	 	1	 	55	58	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
71037	3	 	4	 	35	38	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	4	 	4	 	33	36	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	5	 	4	 	31	34	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	6	 	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	7	 	1	 	26	29	 	1	7	0	0	 	 	 	 	23	0	1	2	1	1	14	0	 	 	 	 	 	 
71037	15	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
71038	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	3	0	 	 	 	 	 	 
71038	1	 	1	 	68	71	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
71038	2	 	1	 	61	64	 	2	1	0	0	 	 	 	 	0	1	0	98	99	0	 	 	 	 	 	 	 	 
71038	3	 	2	 	23	26	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71038	4	 	2	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71038	7	 	1	 	8	11	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	2	1	4	 	 
71038	15	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	4	1	4	 	 
71038	16	 	3	2007	11	14	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	23	0	0	99	1	1	10	0	 	 	 	 	 	 
71039	1	 	1	 	46	49	 	1	1	0	0	 	 	 	 	 	3	0	98	99	0	 	 	 	 	 	 	 	 
71039	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	3	 	4	 	21	24	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	4	 	1	 	17	20	 	1	7	0	0	 	 	 	 	23	0	0	99	1	1	10	0	 	 	 	 	 	 
71039	15	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	0	0	99	1	 	 	 	1	7	1	4	 	 
71039	16	 	1	 	10	13	 	1	7	0	0	 	 	 	 	23	0	0	99	1	 	 	 	1	3	1	4	 	 
71039	17	 	1	 	1	4	 	1	7	0	0	 	 	 	 	23	 	0	99	1	 	 	 	 	 	 	 	 	 
71040	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	5	0	0	15	98	1	7	3	 	 	 	 	 	 
71040	1	 	1	 	75	78	 	2	5	0	0	 	 	 	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
71040	2	 	4	 	17	20	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71040	15	 	1	 	32	35	 	2	1	0	0	 	 	 	 	23	4	0	1	99	0	 	 	 	 	 	 	 	 
71040	16	 	1	 	5	8	 	2	9	0	0	 	 	 	 	5	 	0	15	98	 	 	 	1	1	1	4	 	 
71042	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	11	1	 	 	 	 	 	 
71042	1	 	1	 	57	60	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
71042	2	 	1	 	49	52	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
71042	3	 	4	 	25	28	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	4	 	4	 	23	26	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	5	 	1	 	21	24	 	2	7	0	0	 	 	 	 	23	0	0	2	1	0	 	 	 	 	 	 	 	 
71042	6	 	4	 	20	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	23	0	0	5	1	1	7	1	 	 	 	 	 	 
71042	16	 	1	 	5	8	 	1	15	0	0	 	 	 	 	19	 	0	5	98	 	 	 	1	1	1	4	 	 
71042	17	 	1	 	3	6	 	2	15	0	0	 	 	 	 	19	 	0	98	98	 	 	 	0	 	 	 	29	 
71043	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	1	0	0	99	1	1	9	1	 	 	 	 	 	 
71043	1	 	1	 	48	51	 	1	1	0	0	 	 	 	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
71043	2	 	 	 	38	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	3	 	4	 	24	27	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	4	 	4	 	23	26	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	5	 	4	 	21	24	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	15	 	3	2008	14	17	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	16	 	1	 	31	34	 	2	2	0	0	 	 	 	 	2	1	0	98	99	0	 	 	 	 	 	 	 	 
71043	17	 	1	 	9	12	 	1	10	0	0	 	 	 	 	2	 	0	16	99	 	 	 	1	3	1	4	 	 
71043	18	 	1	 	3	6	 	2	8	0	0	 	 	 	 	1	 	0	16	1	 	 	 	1	0	1	4	 	 
71043	19	 	1	 	 	0	6	2	8	 	 	 	 	 	 	1	 	0	16	1	 	 	 	 	 	 	 	 	 
71044	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	1	1	0	18	17	1	12	1	 	 	 	 	 	 
71044	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	2	 	1	 	77	80	 	2	5	0	0	 	 	 	 	5	3	0	99	99	0	 	 	 	 	 	 	 	 
71044	3	 	4	 	34	37	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	4	 	4	 	29	32	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	5	 	4	 	23	26	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	15	 	4	 	11	14	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	16	 	4	 	50	53	 	2	22	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	17	 	1	 	 	50	 	1	1	 	 	 	 	 	 	 	1	0	98	98	0	 	 	 	 	 	 	 	 
71044	18	 	1	 	 	40	 	2	1	 	 	 	 	 	 	0	1	0	2	99	0	 	 	 	 	 	 	 	 
71045	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	10	0	 	 	 	 	 	 
71045	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	2	 	4	 	76	79	 	2	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	3	 	4	 	21	24	 	1	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	4	 	1	 	30	33	 	1	25	0	0	 	 	 	 	 	1	0	98	99	1	10	0	 	 	 	 	 	 
71045	5	 	4	 	22	25	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	6	 	1	 	4	7	 	2	27	0	0	 	 	 	 	23	 	0	0	4	 	 	 	1	0	1	4	 	 
71045	7	 	4	 	14	17	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	21	1	 	 	 	 	 	 
71047	1	 	1	 	59	62	 	1	1	0	0	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 
71047	2	 	1	 	41	44	 	2	1	0	0	 	 	 	 	0	1	0	99	99	1	6	0	 	 	 	 	 	 
71047	3	 	4	 	26	29	 	2	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	4	 	2	 	22	26	 	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	15	 	1	 	14	17	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	6	1	4	 	 
71047	16	 	1	 	8	11	 	2	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	3	1	4	 	 
71049	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
71049	1	 	1	 	56	59	 	1	1	0	0	 	 	 	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
71049	2	 	1	 	45	48	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
71049	3	 	4	 	31	34	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	4	 	4	 	27	30	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	5	 	4	 	24	27	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	6	 	1	 	20	23	 	1	7	0	0	 	 	 	 	23	4	0	2	1	1	6	0	 	 	 	 	 	 
71049	7	 	4	 	16	19	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	15	 	1	 	13	16	 	1	15	0	0	 	 	 	 	23	0	0	98	98	 	 	 	1	3	1	4	 	 
71049	16	 	1	 	4	7	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	0	1	4	 	 
71049	17	 	4	 	20	23	 	2	16	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	0	1	1	 	18	21	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	10	0	 	 	 	 	 	 
81001	1	0	4	 	51	54	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	2	0	4	 	36	39	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	3	0	4	 	24	27	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	4	0	4	 	17	20	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	15	0	4	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	16	0	4	 	13	16	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	17	0	4	 	9	12	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	18	0	4	 	4	7	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	19	0	4	 	4	7	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	20	1	1	 	 	27	 	1	25	 	 	 	 	 	 	 	1	0	99	98	1	35	0	 	 	 	 	 	 
81002	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	0	1	0	98	98	1	4	0	 	 	 	 	 	 
81002	1	 	4	 	59	62	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	2	 	4	 	53	56	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	3	 	4	 	33	36	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	4	 	4	 	31	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	5	 	4	 	29	32	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	6	 	4	 	23	26	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	7	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	15	 	4	 	15	18	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	16	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	17	 	1	 	32	35	 	1	25	0	0	 	 	 	 	 	1	0	98	99	1	6	0	 	 	 	 	 	 
81002	18	 	1	 	0	3	 	1	27	0	0	 	 	 	 	23	 	0	0	17	 	 	 	 	 	 	 	 	 
81002	19	 	1	 	 	0	3	2	27	 	 	 	 	 	 	23	 	0	0	17	 	 	 	 	 	 	 	 	 
81003	0	 	1	 	18	21	 	1	0	0	0	 	 	 	 	23	0	0	2	1	1	21	1	 	 	 	 	 	 
81003	1	 	1	 	41	44	 	1	1	0	0	 	 	 	 	 	1	0	98	99	1	8	0	 	 	 	 	 	 
81003	2	 	1	 	36	39	 	2	1	0	0	 	 	 	 	0	1	0	98	99	0	 	 	 	 	 	 	 	 
81003	3	 	4	 	17	20	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	15	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	4	0	 	 	 	 	 	 
81003	16	 	1	 	13	16	 	2	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	7	1	4	 	 
81003	17	 	1	 	8	11	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	1	1	4	 	 
81003	18	 	1	 	11	14	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	1	1	4	 	 
81003	19	 	4	 	22	25	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	20	 	1	 	5	8	 	2	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	1	0	1	4	 	 
81003	21	 	4	 	44	47	 	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	22	 	1	 	1	4	 	1	7	0	0	 	 	 	 	23	 	0	2	1	 	 	 	 	 	 	 	 	 
81004	0	 	1	 	18	21	 	2	0	0	0	 	 	 	 	23	0	0	99	1	1	9	0	 	 	 	 	 	 
81004	1	 	1	 	71	74	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	3	0	 	 	 	 	 	 
81004	2	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	3	 	4	 	21	24	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	4	 	1	 	51	54	 	2	2	0	0	 	 	 	 	0	1	0	99	98	0	 	 	 	 	 	 	 	 
81004	15	 	1	 	15	18	 	2	7	0	0	 	 	 	 	23	0	0	99	1	1	3	0	 	 	 	 	 	 
81004	16	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	0	0	99	1	 	 	 	1	6	1	4	 	 
81004	17	 	1	 	10	13	 	1	7	0	0	 	 	 	 	23	0	0	99	1	 	 	 	1	2	1	4	 	 
81005	0	 	1	 	19	22	 	2	0	0	0	 	 	 	 	7	0	0	99	99	1	5	0	 	 	 	 	 	 
81005	1	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81005	2	 	4	 	31	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81005	3	 	1	 	26	29	 	1	7	0	0	 	 	 	 	 	0	1	99	99	0	 	 	 	 	 	 	 	 
81005	4	 	1	 	20	23	 	2	7	0	0	 	 	 	 	7	0	0	99	99	1	7	0	 	 	 	 	 	 
81005	15	 	1	 	15	18	 	1	7	0	0	 	 	 	 	16	0	0	99	99	1	3	0	 	 	 	 	 	 
81006	0	1	1	 	19	22	 	1	0	0	0	 	 	 	 	 	0	0	98	0	1	3	0	 	 	 	 	 	 
81006	1	0	4	 	49	52	 	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	2	0	4	 	37	40	 	2	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	3	0	4	 	21	24	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	4	0	4	 	16	19	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	15	0	4	 	11	14	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	16	0	4	 	10	13	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	17	0	4	 	9	12	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	18	0	4	 	5	8	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	19	0	4	 	2	5	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	20	0	4	 	0	3	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	0	 	1	 	19	22	 	1	0	0	0	 	 	 	 	23	0	0	3	2	1	3	0	 	 	 	 	 	 
81007	1	 	1	 	69	72	 	2	5	0	0	 	 	 	 	17	3	0	99	99	0	 	 	 	 	 	 	 	 
81007	2	 	1	 	49	52	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	4	0	 	 	 	 	 	 
81007	3	 	1	 	46	49	 	2	1	0	0	 	 	 	 	0	1	0	98	99	1	3	0	 	 	 	 	 	 
81007	4	 	4	 	26	29	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	5	 	4	 	24	27	 	2	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	6	 	1	 	18	21	 	2	7	0	0	 	 	 	 	23	0	0	3	2	1	10	0	 	 	 	 	 	 
81007	15	 	1	 	15	18	 	1	7	0	0	 	 	 	 	23	0	0	3	2	1	4	0	 	 	 	 	 	 
81007	16	 	1	 	13	16	 	2	7	0	0	 	 	 	 	23	0	0	3	2	 	 	 	1	6	1	4	 	 
81007	17	 	1	 	9	12	 	2	7	0	0	 	 	 	 	23	 	0	3	2	 	 	 	1	4	1	4	 	 
81007	18	 	1	 	6	9	 	1	7	0	0	 	 	 	 	23	 	0	3	2	 	 	 	1	0	1	4	 	 
81007	19	 	1	 	3	6	 	1	7	0	0	 	 	 	 	23	 	0	3	2	 	 	 	0	 	 	 	29	 
81008	0	 	1	 	 	20	 	2	0	0	0	 	 	 	 	23	0	0	2	1	1	8	1	 	 	 	 	 	 
81008	1	 	1	 	 	67	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	3	0	 	 	 	 	 	 
81008	2	 	1	 	 	58	 	2	1	0	0	 	 	 	 	0	1	0	99	98	1	1	0	 	 	 	 	 	 
81008	3	 	4	 	 	36	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	4	 	4	 	 	34	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	5	 	4	 	 	31	 	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	6	 	1	 	 	29	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	7	0	 	 	 	 	 	 
81008	7	 	1	 	 	26	 	2	7	0	0	 	 	 	 	23	0	0	2	1	1	10	0	 	 	 	 	 	 
81008	8	 	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	9	 	4	 	 	16	 	1	22	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	10	 	1	 	 	24	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	8	0	 	 	 	 	 	 
81008	15	 	1	 	 	16	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	8	1	4	 	 
81008	16	 	4	 	 	16	 	1	29	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	17	 	1	 	 	10	 	2	29	0	0	 	 	 	 	18	 	0	98	98	 	 	 	1	1	1	1	 	 
81008	18	 	4	 	 	26	 	2	14	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	19	 	4	 	 	24	 	2	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81008	20	 	1	 	 	4	 	1	29	 	 	 	 	 	 	18	 	0	98	98	 	 	 	 	 	 	 	 	 
81009	0	 	2	 	19	22	 	2	0	0	0	 	 	 	 	23	0	0	2	1	 	 	 	 	 	 	 	 	 
81009	1	 	1	 	39	42	 	1	1	0	0	 	 	 	 	 	1	0	99	99	1	4	0	 	 	 	 	 	 
81009	2	 	1	 	36	39	 	2	1	0	0	 	 	 	 	0	1	0	99	99	0	 	 	 	 	 	 	 	 
81009	3	 	1	 	17	20	 	1	7	0	0	 	 	 	 	23	0	0	2	1	1	9	1	 	 	 	 	 	 
81009	15	 	1	 	13	16	 	1	7	0	0	 	 	 	 	23	0	0	2	1	 	 	 	1	8	1	4	 	 
