placeid	rsid	module	section	ageres	sexres	capac	livres
PE80C02	13	1	5	17	2	7	3
PE80C02	14	1	5	17	2	7	5
PE80C02	15	1	5	67	1	7	35
PE80C02	16	1	5	54	2	7	38
PE80C02	17	2	3	43	2	4	25
PE80C02	18	2	3	47	1	4	18
PE80C02	19	2	4	35	1	3	0
PE80C02	20	2	4	31	2	3	6
PE80C02	21	2	5	48	2	8	48
PE80C02	22	2	5	55	1	2	12
PE80C02	23	1	5	50	2	3	18
PE80C03	1	1	1	30	1	1	29
PE80C03	2	1	1	38	1	2	29
PE80C03	3	1	1	40	1	2	21
PE80C03	4	1	1	38	1	1	6
PE80C03	5	1	1	39	1	2	18
PE80C03	6	1	1	42	1	2	21
PE80C03	7	1	5	31	1	7	10
PE80C03	8	1	5	49	2	7	30
PE80C03	9	1	5	35	2	7	35
PE80C03	10	1	5	45	1	7	10
PE80C03	11	1	5	27	1	7	22
PE80C03	12	1	5	46	1	7	24
PE80C03	13	1	5	-99	2	7	-77
PE80C03	14	2	1	37	1	4	27
PE80C03	15	2	2	45	2	8	6
PE80C03	16	2	4	48	2	3	19
PE80C03	17	2	4	32	2	3	1
PE80C03	18	2	3	42	2	4	18
PE80C03	19	2	4	38	1	3	10
PE80C03	20	2	4	35	2	2	26
PE80C03	21	2	4	35	2	3	1
PE80C03	22	2	5	43	1	2	14
PE80C03	23	1	1	45	1	8	27
PE80C03	24	1	1	45	1	8	21
PE80C04	1	1	1	39	1	2	26
PE80C04	2	1	1	34	1	1	12
PE80C04	3	1	1	26	1	1	26
PE80C04	4	1	1	26	1	1	26
PE80C04	5	1	1	40	1	1	20
PE80C04	6	2	4	48	2	3	30
PE80C04	7	2	4	26	2	3	2
PE80C04	8	2	4	42	2	3	10
PE80C04	9	2	3	28	2	4	8
PE80C04	10	2	4	26	2	8	5
PE80C04	11	2	3	37	1	4	37
PE80C04	12	2	5	43	2	2	2
PE80C04	13	2	2	28	2	8	28
PE80C04	14	1	1	27	2	8	2
PE80C04	15	1	5	41	2	7	1
PE80C04	16	1	5	40	2	7	9
PE80C04	17	1	5	26	1	7	25
PE80C04	18	1	5	39	2	7	20
PE80C04	19	1	5	16	2	7	16
PE80C04	20	1	5	18	2	7	18
PE80C04	21	1	5	22	1	7	22
PE80C04	22	2	5	43	1	8	14
PE80C05	1	1	1	60	1	1	10
PE80C05	2	1	1	28	1	2	10
PE80C05	3	1	1	57	1	2	27
PE80C05	4	1	1	40	2	2	21
PE80C05	5	1	5	22	1	7	1
PE80C05	6	1	5	20	2	7	2
PE80C05	7	1	5	40	1	7	18
PE80C05	8	1	5	30	1	7	8
PE80C05	9	1	5	28	1	7	10
PE80C05	10	1	5	21	2	7	10
PE80C05	11	1	5	30	1	7	5
PE80C05	12	1	5	36	1	7	9
PE80C05	13	2	1	43	1	4	43
PE80C05	14	2	2	29	2	8	10
PE80C05	15	2	4	28	2	3	2
PE80C05	16	2	4	32	1	2	32
PE80C05	17	2	4	48	2	2	20
PE80C05	18	2	5	50	2	2	9
PE80C05	19	1	1	49	1	8	49
PE80C05	20	1	1	39	2	8	39
PE80C05	21	1	1	43	2	8	20
PE80C06	1	1	1	40	1	1	5
PE80C06	2	1	1	35	1	2	35
PE80C06	3	1	1	48	2	2	48
PE80C06	4	1	1	56	1	2	56
PE80C06	5	1	5	20	2	7	2
PE80C06	6	1	5	38	1	7	38
PE80C06	7	1	5	34	2	7	34
PE80C06	8	1	5	22	2	7	22
PE80C06	9	1	5	37	1	7	37
PE80C06	10	2	1	51	1	4	3
PE80C06	11	2	2	28	2	8	20
PE80C06	12	2	2	34	2	8	4
PE80C06	13	2	2	39	2	4	6
PE80C06	14	1	5	35	1	7	8
PE80C06	15	1	5	35	1	7	3
PE80C06	16	1	5	41	2	3	8
PE80C06	17	2	4	28	2	3	28
PE80C06	18	2	4	25	1	2	25
PE80C06	19	2	4	46	2	2	21
PE80C06	20	1	1	39	2	8	2
PE80C06	21	2	5	42	2	2	5
PE80C06	22	1	1	50	1	8	50
PE80C06	23	1	1	45	1	8	45
PE80C07	1	1	1	36	2	1	9
PE80C07	2	1	3	37	2	1	9
PE80C07	3	1	1	21	2	8	3
PE80C07	4	2	2	23	2	8	6
PE80C07	5	2	2	32	2	8	27
PE80C07	6	2	1	33	2	4	2
PE80C07	7	1	4	31	2	8	5
PE80C07	8	2	1	55	1	4	14
PE80C07	9	2	1	52	1	4	9
PE80C07	10	1	4	47	2	2	25
PE80C07	11	1	1	48	1	1	22
PE80C07	12	1	5	31	2	3	8
PE80C07	13	2	5	53	1	3	0
PE80C07	14	1	5	47	1	7	6
PE80C07	15	2	4	27	2	3	4
PE80C07	16	1	5	33	2	7	33
PE80C07	17	1	5	41	1	3	7
PE80C08	1	1	1	59	1	8	3
PE80C08	2	2	4	52	2	3	33
PE80C08	3	2	4	38	2	3	38
PE80C08	4	2	4	36	2	3	6
PE80C08	5	2	3	51	2	4	51
PE80C08	6	2	3	52	1	4	52
PE80C08	7	2	3	42	1	4	42
PE80C08	8	2	5	35	1	8	99
PE80C08	9	2	3	24	1	8	14
PE80C08	10	1	5	36	2	7	20
PE80C08	11	1	5	-79	1	7	15
PE80C08	12	2	1	61	1	8	61
PE80C08	13	1	3	27	1	8	3
PE80C08	14	1	3	40	1	8	40
PE80C08	15	1	3	45	1	8	2
PE80C08	16	1	5	24	1	7	12
PE80C08	17	2	1	79	2	 	-77
PE80C09	1	1	1	47	2	8	20
PE80C09	2	2	5	43	2	2	2
PE80C09	3	1	1	45	1	2	14
PE80C09	4	2	2	53	2	2	4
PE80C09	5	1	1	60	2	8	35
PE80C09	6	2	4	38	2	3	11
PE80C09	7	2	4	40	2	3	16
PE80C09	8	2	4	28	2	3	5
PE80C09	9	2	4	45	1	3	13
PE80C09	10	2	1	39	1	4	6
PE80C09	11	2	4	60	1	3	4
PE80C09	12	1	5	54	2	7	30
PE80C09	13	1	5	39	1	7	39
PE80C09	14	1	5	19	1	7	19
PE80C09	15	1	5	18	2	7	18
PE80C09	16	1	5	28	2	7	28
PE80C09	17	1	5	48	1	7	48
PE80C09	18	1	5	18	2	7	18
PE80C09	19	1	5	36	1	7	9
PE80C09	20	1	5	28	1	7	1
PE80C10	1	2	1	44	1	4	29
PE80C10	2	2	1	36	2	4	6
PE80C10	3	1	3	45	2	3	1
PE80C10	4	2	4	24	2	3	0
PE80C10	5	2	2	53	2	8	24
PE80C10	6	2	2	25	2	8	0
PE80C10	7	2	5	49	2	2	7
PE80C10	8	2	4	49	2	3	25
PE80C10	9	1	1	42	1	1	45
PE80C10	10	1	1	57	1	1	48
PE80C10	11	1	3	41	1	2	11
PE80C10	12	1	3	56	1	2	15
PE80C10	13	1	3	43	2	2	43
PE80C10	14	1	4	34	1	2	15
PE80C10	15	1	5	23	2	7	1
PE80C10	16	1	5	22	1	7	1
PE80C10	17	1	5	22	2	7	1
PE80C10	18	1	5	30	2	7	2
PE80C10	19	1	5	21	2	7	1
PE80C10	20	1	5	29	2	7	4
PE80C10	21	1	5	20	2	77	1
PE80C10	22	1	5	45	2	7	5
PE80C10	23	1	5	53	1	7	20
PE80C10	24	1	5	35	2	7	2
PE80C10	25	1	1	57	2	8	57
PE80C10	26	1	2	58	1	8	40
PE80C10	88	 	 	 	 	 	 
