FORMNO	CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R2INDX	IN050061	1	.01	2	1	0	0	88	0	-88	3600	 	 	 	 	 	 
R2INDX	IN050061	2	.01	5	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050061	3	.2	5	5	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050063	1	.01	2	1	0	0	88	0	-88	12000	 	 	 	 	 	 
R2INDX	IN050063	2	.5	1	9	1	1	2	1	3000	0	 	 	 	 	 	 
R2INDX	IN050064	1	.01	2	1	0	0	88	0	-88	5400	 	 	 	 	 	 
R2INDX	IN050065	1	.01	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN050065	2	.3	1	5	1	1	1	1	2500	1800	53	88	88	88	1	0
R2INDX	IN050066	1	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R2INDX	IN050067	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050067	2	.01	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN050068	1	.01	1	1	1	1	1	0	-88	1500	 	 	 	 	 	 
R2INDX	IN050068	2	.55	1	5	1	1	1	1	5000	2400	53	88	30	88	1	0
R2INDX	IN050069	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050069	2	.5	1	5	1	1	2	1	1800	2000	53	88	88	88	1	0
R2INDX	IN050070	1	.01	1	1	1	1	5	0	-88	0	 	 	 	 	 	 
R2INDX	IN050071	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050071	2	.7	1	5	1	1	2	1	2000	3000	53	88	30	88	1	1
R2INDX	IN050072	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050072	2	.8	1	5	1	1	1	1	2500	3000	53	88	30	88	0	88
R2INDX	IN050073	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN050073	2	.5	1	5	1	1	80	1	3360	2000	53	88	88	88	1	1
R2INDX	IN050073	3	.5	1	5	1	1	80	1	3360	2000	53	88	88	88	1	1
R2INDX	IN050073	4	.01	2	16	0	0	88	0	-88	2000	 	 	 	 	 	 
R2INDX	IN050074	1	.01	2	1	0	0	88	0	-88	3600	 	 	 	 	 	 
R2INDX	IN050074	2	.9	4	5	1	1	1	1	5000	0	 	 	 	 	 	 
R2INDX	IN050074	3	.5	4	5	1	1	1	1	2500	0	 	 	 	 	 	 
R2INDX	IN050074	4	.7	4	5	1	1	1	1	3500	0	 	 	 	 	 	 
R2INDX	IN050074	5	.5	4	5	1	1	1	1	2500	0	 	 	 	 	 	 
R2INDX	IN050074	6	2.6	4	7	1	1	1	1	2000	0	 	 	 	 	 	 
R2INDX	IN050075	1	.01	5	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050075	2	.01	5	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050075	3	.2	5	5	1	1	1	1	960	400	53	88	88	88	1	0
R2INDX	IN050075	4	1	5	5	1	1	1	1	6240	4000	53	88	88	88	1	0
R2INDX	IN050075	5	.8	5	5	1	1	1	1	4800	3000	53	88	88	88	1	0
R2INDX	IN050075	6	1	5	5	1	1	1	1	6240	4000	53	88	88	88	1	0
R2INDX	IN050075	7	.01	5	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R2INDX	IN050076	1	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN050077	1	.01	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R2INDX	IN050077	2	.4	1	5	1	1	1	1	8000	5000	67	88	88	88	1	4
R2INDX	IN050077	3	.38	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050078	1	.01	1	1	1	1	1	0	-88	3000	 	 	 	 	 	 
R2INDX	IN050079	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050079	2	.5	1	5	1	1	1	1	2500	4000	53	88	30	88	0	88
R2INDX	IN050080	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050080	2	2	1	5	1	1	4	1	10000	120000	53	88	30	88	1	0
R2INDX	IN050081	1	.03	1	1	1	1	80	0	-88	1000	 	 	 	 	 	 
R2INDX	IN050082	1	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R2INDX	IN050082	2	.4	4	5	1	0	88	1	3500	3000	53	88	88	88	1	0
R2INDX	IN050082	3	.6	4	5	1	0	88	1	13500	8000	67	88	88	88	1	0
R2INDX	IN050083	1	.04	1	1	1	1	80	0	-88	1000	 	 	 	 	 	 
R2INDX	IN050083	2	.5	1	5	1	1	80	1	7000	2300	53	88	30	88	1	4
R2INDX	IN050083	3	.5	1	5	1	1	80	1	7000	2300	53	88	30	88	1	4
R2INDX	IN050083	4	.5	1	5	1	1	80	1	7000	2300	53	88	30	88	1	0
R2INDX	IN050083	5	2	4	5	0	0	88	0	-88	6000	53	88	88	88	0	88
R2INDX	IN050084	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050084	2	.01	1	16	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN050085	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050086	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050086	2	.1	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050087	1	.01	5	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050087	2	.01	5	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050087	3	.5	5	5	1	1	2	1	3840	2000	53	88	88	88	1	0
R2INDX	IN050087	4	.5	5	5	1	1	2	1	2800	1000	32	88	88	88	1	0
R2INDX	IN050088	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050088	2	2	3	1	1	1	2	1	200000	0	 	 	 	 	 	 
R2INDX	IN050089	1	.03	2	1	1	1	80	0	-88	1000	 	 	 	 	 	 
R2INDX	IN050089	2	1	1	5	1	1	80	1	6600	2800	53	88	18	88	1	0
R2INDX	IN050089	3	1	1	5	1	1	80	1	6600	2800	53	88	18	88	1	0
R2INDX	IN050089	4	1	1	5	1	1	80	1	6600	28000	53	88	18	88	1	0
R2INDX	IN050090	1	.01	2	1	0	0	88	0	-88	6000	 	 	 	 	 	 
R2INDX	IN050090	2	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050091	1	.03	2	1	0	0	88	0	-88	16000	 	 	 	 	 	 
R2INDX	IN050092	1	.03	1	1	1	1	80	0	-88	1000	 	 	 	 	 	 
R2INDX	IN050093	1	.01	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN050093	2	.01	1	16	1	1	3	0	-88	600	 	 	 	 	 	 
R2INDX	IN050094	1	.01	2	1	0	0	88	0	-88	3600	 	 	 	 	 	 
R2INDX	IN050094	2	.01	1	11	1	1	5	 	 	 	 	 	 	 	 	 
R2INDX	IN050095	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN050096	1	.01	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN050097	1	.01	2	1	1	1	90	0	-88	6000	 	 	 	 	 	 
R2INDX	IN050098	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050098	2	3	1	5	1	1	1	1	20000	15000	53	88	32	88	1	0
R2INDX	IN050099	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN050099	2	.04	1	5	1	1	1	1	2500	3000	53	88	88	88	1	1
R2INDX	IN050100	1	.03	1	1	1	1	10	0	-88	0	 	 	 	 	 	 
R2INDX	IN050100	2	2	1	5	1	1	10	1	16000	10000	53	88	88	88	0	88
R2INDX	IN060001	1	.02	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN060001	2	.25	2	5	1	1	2	1	2000	1000	53	88	88	88	1	0
R2INDX	IN060001	3	.5	2	5	1	1	2	1	5000	2000	53	88	88	88	1	0
R2INDX	IN060001	4	.25	2	5	1	1	2	1	1500	800	53	88	88	88	1	0
R2INDX	IN060002	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060002	2	12	1	5	1	1	2	1	100000	40000	53	88	30	88	1	2
R2INDX	IN060002	3	4	1	5	1	1	2	1	40000	15000	53	88	88	88	1	0
R2INDX	IN060002	4	4	1	5	1	1	2	1	40000	15000	53	88	88	88	1	0
R2INDX	IN060003	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060003	2	.35	1	5	1	1	1	1	4000	2800	53	30	75	88	1	0
R2INDX	IN060003	3	2	4	5	0	0	88	1	20000	12000	53	88	88	88	1	0
R2INDX	IN060004	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060004	2	.4	1	5	1	1	2	1	3500	2000	53	88	88	88	1	1
R2INDX	IN060004	3	.2	1	5	1	1	2	1	1800	1200	53	88	88	88	1	1
R2INDX	IN060004	4	.4	1	5	1	1	2	1	3500	2000	53	88	88	88	1	1
R2INDX	IN060005	1	.02	1	1	1	1	2	0	-88	0	53	88	88	88	1	0
R2INDX	IN060005	2	.35	1	5	1	1	2	1	2500	1000	53	88	88	88	1	0
R2INDX	IN060005	3	.2	1	11	1	1	2	0	-88	-88	 	 	 	 	 	 
R2INDX	IN060005	4	.1	1	5	1	1	2	1	1000	500	53	88	88	88	1	0
R2INDX	IN060005	5	.1	1	5	1	1	2	1	1000	500	53	88	88	88	1	0
R2INDX	IN060005	6	.1	1	5	1	1	2	1	1000	500	53	88	88	88	1	0
R2INDX	IN060005	7	.12	1	5	1	1	2	1	500	500	53	88	88	88	1	0
R2INDX	IN060006	1	.01	1	1	1	1	6	0	-88	0	 	 	 	 	 	 
R2INDX	IN060006	2	.01	1	11	1	1	6	0	-88	0	 	 	 	 	 	 
R2INDX	IN060007	1	.02	1	1	1	1	1	0	-88	80000	53	88	60	88	1	2
R2INDX	IN060007	2	.2	1	5	1	1	1	1	2250	600	 	 	 	 	 	 
R2INDX	IN060007	3	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN060008	1	.03	1	1	0	1	80	0	-88	500	 	 	 	 	 	 
R2INDX	IN060008	2	.1	1	5	0	1	80	1	720	300	53	88	88	88	1	0
R2INDX	IN060009	1	.07	1	1	0	1	80	0	-88	9000	 	 	 	 	 	 
R2INDX	IN060009	2	.7	1	5	0	1	80	1	4900	2000	53	88	88	88	0	88
R2INDX	IN060009	3	.2	1	5	0	1	80	1	2940	150	53	88	30	88	1	4
R2INDX	IN060010	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060011	1	.02	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R2INDX	IN060011	2	.01	1	16	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060011	3	1.5	1	5	1	1	1	1	21000	11000	53	30	88	88	1	0
R2INDX	IN060011	4	1	1	5	1	1	1	1	12000	7000	53	88	88	88	1	0
R2INDX	IN060011	5	.3	1	5	1	1	1	1	2400	2000	53	88	88	88	1	0
R2INDX	IN060011	6	.1	1	5	1	1	1	1	1200	700	53	88	88	88	1	0
R2INDX	IN060011	7	.4	1	5	1	1	1	1	3600	3200	53	88	88	88	1	0
R2INDX	IN060012	1	.01	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN060012	2	.03	1	1	1	1	90	0	-88	0	 	 	 	 	 	 
R2INDX	IN060013	1	.02	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R2INDX	IN060013	2	.01	1	4	1	1	1	1	0	14000	 	 	 	 	 	 
R2INDX	IN060014	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060015	1	.02	1	1	1	1	5	0	-88	0	 	 	 	 	 	 
R2INDX	IN060015	2	.5	1	5	1	1	5	1	6000	3400	53	88	88	88	1	0
R2INDX	IN060015	3	.2	1	5	1	1	5	1	2500	1000	53	88	88	88	1	0
R2INDX	IN060015	4	.1	1	11	1	1	5	1	1000	500	53	88	88	88	1	0
R2INDX	IN060015	5	.05	1	5	1	1	5	1	500	195	53	88	88	88	1	0
R2INDX	IN060015	6	.5	1	5	1	1	5	1	6000	3400	53	88	88	88	1	0
R2INDX	IN060015	7	.25	1	5	1	1	5	1	3000	1700	53	88	88	88	1	0
R2INDX	IN060015	8	.2	1	11	1	1	5	0	-88	0	 	 	 	 	 	 
R2INDX	IN060016	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060016	2	1	1	5	1	1	1	1	11000	7200	53	88	30	88	1	0
R2INDX	IN060016	3	.3	1	5	1	1	1	1	1750	1305	75	88	88	88	1	0
R2INDX	IN060016	4	.5	1	5	1	1	1	1	6400	4200	53	88	30	88	1	0
R2INDX	IN060016	5	.5	1	5	1	1	1	1	6400	4250	53	88	30	88	1	0
R2INDX	IN060016	6	1	1	5	1	1	1	1	9000	6000	53	88	30	88	1	0
R2INDX	IN060016	7	.25	1	5	1	1	1	1	750	1305	75	88	88	88	1	0
R2INDX	IN060016	8	.3	1	5	1	1	1	1	500	1000	45	88	88	88	0	88
R2INDX	IN060017	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060017	2	.08	1	5	1	1	1	1	450	310	75	88	88	88	1	0
R2INDX	IN060017	3	.23	1	5	1	1	1	1	2000	1500	75	88	88	88	1	0
R2INDX	IN060017	4	.21	1	5	1	1	1	1	1800	1300	75	88	88	88	1	0
R2INDX	IN060018	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060019	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060020	1	.01	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN060021	1	.04	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN060021	2	.5	1	5	1	1	80	1	3840	2500	53	88	88	88	1	2
R2INDX	IN060022	1	.03	1	1	1	1	1	1	1800	1200	53	88	75	88	0	88
R2INDX	IN060022	2	.2	1	5	1	1	1	1	4200	2000	53	88	88	88	1	0
R2INDX	IN060022	3	.6	1	5	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	IN060023	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060023	2	.2	1	5	1	1	1	1	650	700	53	88	88	88	1	0
R2INDX	IN060023	3	.3	4	5	0	0	88	1	2500	3000	53	88	88	88	1	0
R2INDX	IN060023	4	.2	4	5	0	0	88	1	1550	2000	53	88	88	88	1	0
R2INDX	IN060023	5	.15	4	5	0	0	88	1	1500	2000	53	88	88	88	1	0
R2INDX	IN060023	6	.1	4	5	0	0	88	1	1000	500	53	88	88	88	1	0
R2INDX	IN060023	7	.05	4	5	0	0	88	1	550	1000	53	88	88	88	1	0
R2INDX	IN060023	8	.15	4	11	0	0	88	0	-88	0	88	88	88	88	1	0
R2INDX	IN060024	1	.02	1	1	1	1	1	0	-88	0	53	88	30	88	1	1
R2INDX	IN060024	2	1	1	5	1	1	1	1	5000	7500	 	 	 	 	 	 
R2INDX	IN060025	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060025	2	1	1	5	1	1	1	1	10000	8033.3	53	88	88	88	1	0
R2INDX	IN060025	3	.5	1	5	1	1	1	1	4000	3616.7	53	88	30	88	1	2
R2INDX	IN060025	4	2	1	5	1	1	1	1	6500	6020	88	88	88	88	1	0
R2INDX	IN060025	5	.2	1	11	1	1	1	0	-88	0	88	88	88	88	1	0
R2INDX	IN060025	6	.3	1	5	1	1	1	0	-88	0	45	88	88	88	1	0
R2INDX	IN060026	1	.02	1	1	3	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN060026	2	.4	1	5	3	1	3	1	4800	2000	53	88	88	88	1	0
R2INDX	IN060027	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060028	1	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R2INDX	IN060028	2	.3	1	5	1	1	1	1	3532	3800	53	88	88	88	1	0
R2INDX	IN060028	3	.2	1	5	1	1	1	1	3000	3300	53	88	88	88	0	0
R2INDX	IN060029	1	.04	1	1	1	1	80	0	-88	500	 	 	 	 	 	 
R2INDX	IN060029	2	1	1	5	0	1	80	1	26000	8600	53	88	50	30	1	4
R2INDX	IN060030	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060031	1	.02	1	1	0	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060031	2	.5	4	5	0	0	88	1	4840	2300	53	88	30	88	1	4
R2INDX	IN060032	1	.02	1	1	0	1	3	0	-88	10000	 	 	 	 	 	 
R2INDX	IN060032	2	.01	1	1	0	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN060032	3	.18	1	5	0	1	3	1	2400	1000	53	88	30	88	1	4
R2INDX	IN060033	1	.01	1	1	1	1	2	0	-88	-88	 	 	 	 	 	 
R2INDX	IN060034	1	.01	1	1	0	0	88	0	-88	-88	 	 	 	 	 	 
R2INDX	IN060035	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060036	1	.03	1	1	0	1	5	0	-88	600	 	 	 	 	 	 
R2INDX	IN060036	2	2	1	10	0	1	5	1	5000	-88	 	 	 	 	 	 
R2INDX	IN060037	1	.03	1	1	0	1	80	0	-88	500	 	 	 	 	 	 
R2INDX	IN060037	2	.7	1	5	0	1	80	1	7680	5000	53	88	88	88	1	0
R2INDX	IN060037	3	.5	1	5	0	1	80	1	5760	3000	53	88	30	88	1	4
R2INDX	IN060037	4	.5	1	5	0	1	80	1	5760	3000	53	88	88	88	1	0
R2INDX	IN060037	5	.3	1	5	0	1	80	1	3360	1800	53	88	88	88	1	0
R2INDX	IN060038	1	.02	1	1	0	1	80	0	-88	10000	 	 	 	 	 	 
R2INDX	IN060039	1	.02	1	1	0	0	88	0	-88	300	 	 	 	 	 	 
R2INDX	IN060040	1	.05	1	1	0	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060040	2	1	1	10	0	1	2	1	7500	0	 	 	 	 	 	 
R2INDX	IN060040	3	1	1	10	0	1	2	 	 	 	 	 	 	 	 	 
R2INDX	IN060041	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060042	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060042	2	.5	1	5	1	1	1	1	2000	2000	53	88	88	88	1	0
R2INDX	IN060043	1	.04	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN060043	2	.5	1	5	1	1	7	1	4320	2000	53	88	88	88	1	4
R2INDX	IN060044	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060045	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060046	1	.03	1	1	1	1	2	0	-88	1500	 	 	 	 	 	 
R2INDX	IN060046	2	.3	1	5	1	1	2	1	3000	2000	53	88	30	88	1	0
R2INDX	IN060047	1	.04	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060047	2	.5	1	5	1	1	80	1	6060	3000	53	88	30	88	1	0
R2INDX	IN060047	3	.5	1	5	1	1	80	1	4560	3000	53	88	30	88	1	0
R2INDX	IN060047	4	.8	1	5	1	1	80	1	6840	6000	53	88	88	88	1	0
R2INDX	IN060047	5	.2	1	5	1	1	80	1	1542	900	32	88	88	88	1	0
R2INDX	IN060047	6	.5	1	5	1	1	80	1	3857	2000	32	88	88	88	1	0
R2INDX	IN060048	1	.01	1	1	1	1	2	0	-88	2000	 	 	 	 	 	 
R2INDX	IN060048	2	1	1	5	1	1	2	1	3150	700	53	88	88	88	0	88
R2INDX	IN060049	1	.01	1	1	1	1	1	0	-88	150000	 	 	 	 	 	 
R2INDX	IN060049	2	.9	1	5	1	1	1	1	4800	3000	53	88	88	88	1	0
R2INDX	IN060050	1	.05	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN060051	1	.02	1	1	1	1	80	0	-88	400	 	 	 	 	 	 
R2INDX	IN060051	2	.15	1	5	1	1	80	1	3375	400	53	88	88	88	0	88
R2INDX	IN060051	3	.15	1	5	1	1	80	1	3375	400	53	88	88	88	0	88
R2INDX	IN060052	1	.01	1	1	1	1	4	0	-88	200	 	 	 	 	 	 
R2INDX	IN060052	2	.2	1	5	1	1	4	1	2000	800	53	88	88	88	1	0
R2INDX	IN060053	1	.01	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	IN060054	1	.05	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060054	2	.5	1	5	1	1	2	1	4	2000	53	88	88	88	1	0
R2INDX	IN060054	3	1	1	5	1	1	2	1	5.6	5000	53	88	88	88	1	0
R2INDX	IN060055	1	.01	1	1	1	1	3	0	-88	0	53	88	30	88	1	0
R2INDX	IN060055	2	.3	1	5	1	1	3	1	4510	3200	 	 	 	 	 	 
R2INDX	IN060056	1	.02	1	1	1	1	4	0	-88	0	 	 	 	 	 	 
R2INDX	IN060057	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060057	2	.4	1	5	1	1	1	1	3000	2500	53	88	88	88	1	0
R2INDX	IN060058	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060059	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060059	2	.5	1	5	1	1	80	0	4000	1500	53	88	88	88	1	0
R2INDX	IN060060	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060060	2	.3	1	5	1	1	80	1	10000	5000	75	88	88	88	1	4
R2INDX	IN060061	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060062	1	.02	2	1	0	0	88	0	-88	1200	 	 	 	 	 	 
R2INDX	IN060062	2	.02	1	1	1	1	4	0	-88	30000	 	 	 	 	 	 
R2INDX	IN060063	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060063	2	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060063	3	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060064	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060065	1	.01	1	1	1	1	3	0	-88	300	 	 	 	 	 	 
R2INDX	IN060066	1	.01	1	1	1	1	2	0	-88	10000	 	 	 	 	 	 
R2INDX	IN060066	2	.25	1	5	1	1	1	1	2450	1200	53	30	88	88	1	0
R2INDX	IN060066	3	.25	1	5	1	1	1	1	1200	1000	53	88	88	88	1	0
R2INDX	IN060067	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060068	1	.02	1	1	1	1	2	0	-88	200	 	 	 	 	 	 
R2INDX	IN060068	2	.5	1	5	1	1	1	1	4050	3300	53	88	30	88	1	0
R2INDX	IN060068	3	.25	1	5	1	1	1	1	400	200	30	88	88	88	0	88
R2INDX	IN060068	4	.25	1	5	1	1	1	1	0	200	30	88	88	88	0	88
R2INDX	IN060069	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060070	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R2INDX	IN060070	2	.5	1	1	1	1	80	1	5800	2300	53	88	30	88	1	4
R2INDX	IN060070	3	.5	1	1	1	1	80	1	5800	2300	53	88	30	88	1	4
R2INDX	IN060071	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R2INDX	IN060071	2	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R2INDX	IN060071	3	.5	1	5	1	1	1	1	5760	1810	53	88	88	88	1	0
R2INDX	IN060071	4	.5	1	5	1	1	1	1	2500	2140	18	88	88	88	1	0
R2INDX	IN060072	1	.02	1	1	1	1	1	0	-88	4100	 	 	 	 	 	 
R2INDX	IN060072	2	.5	1	5	1	1	1	1	3000	2100	53	88	30	88	1	0
R2INDX	IN060072	3	.4	1	5	1	1	1	1	2700	1900	53	88	30	88	1	0
R2INDX	IN060072	4	.2	1	5	1	1	1	1	0	1500	50	88	88	88	0	88
R2INDX	IN060073	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060074	1	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R2INDX	IN060074	2	.2	1	5	1	1	1	1	1440	700	53	88	88	88	1	0
R2INDX	IN060074	3	.1	1	5	1	1	1	1	800	500	18	88	88	88	1	0
R2INDX	IN060075	1	.04	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN060075	2	.5	1	5	1	1	4	1	3000	1500	53	88	88	88	1	0
R2INDX	IN060075	3	.3	1	5	1	1	4	1	1000	700	53	88	88	88	1	0
R2INDX	IN060075	4	.7	1	5	1	1	4	1	3000	1400	32	88	88	88	1	0
R2INDX	IN060075	5	.02	1	16	1	1	4	0	-88	0	 	 	 	 	 	 
R2INDX	IN060076	1	.01	1	1	1	1	2	0	-88	20000	 	 	 	 	 	 
R2INDX	IN060076	2	.5	1	5	1	1	2	1	5000	2000	53	88	88	88	1	0
R2INDX	IN060076	3	.4	1	5	1	1	2	1	4000	2000	53	88	88	88	1	0
R2INDX	IN060076	4	1	1	5	1	1	2	1	5000	2000	75	88	75	88	1	1
R2INDX	IN060076	5	.01	1	16	1	1	2	0	-88	0	 	 	 	 	 	 
R2INDX	IN060077	1	.04	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN060077	2	.03	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R2INDX	IN060077	3	.03	1	1	1	1	3	0	3000	1500	 	 	 	 	 	 
R2INDX	IN060077	4	10	1	5	1	1	3	1	57000	20000	53	88	88	88	1	0
R2INDX	IN060077	5	5	1	5	1	1	3	1	10000	18000	53	50	88	88	1	0
R2INDX	IN060077	6	2	1	5	1	1	3	1	11400	4000	53	88	88	88	1	0
R2INDX	IN060077	7	2	1	5	1	1	3	1	22400	11500	53	88	16	88	1	2
R2INDX	IN060077	8	1	1	5	1	1	3	1	10700	4500	53	88	30	88	1	2
R2INDX	IN060077	9	.4	1	5	1	1	3	1	2580	3350	53	88	30	88	1	2
R2INDX	IN060077	10	.6	1	5	1	1	3	1	3420	1330	53	88	88	88	1	0
R2INDX	IN060077	11	1	1	5	1	1	3	1	5700	2000	53	88	88	88	1	0
R2INDX	IN060077	12	1	1	5	1	1	3	1	5700	2000	53	88	88	88	1	0
R2INDX	IN060077	13	1	1	5	1	1	3	1	5700	2000	53	88	88	88	1	0
R2INDX	IN060077	14	1	1	5	1	1	3	1	5700	2000	53	88	88	88	1	0
R2INDX	IN060077	15	.5	1	5	1	1	3	1	10000	2000	75	88	88	88	1	0
R2INDX	IN060077	16	.5	1	5	1	1	3	1	12000	2000	72	88	88	88	1	0
R2INDX	IN060077	17	1	1	5	1	1	3	1	5700	2000	53	88	88	88	1	0
R2INDX	IN060077	18	1	1	5	1	1	3	1	5700	2000	53	88	88	88	1	0
R2INDX	IN060078	1	.02	1	1	0	1	80	0	-88	2000	53	88	88	88	0	88
