CHILDCODE	ACTIDR5	ACTR5	ACTMTHR5	ACTDYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	HWPAIDR5	PDPCPRR5	ERNKNDR5	HWKINDR5	PDPCKNR5	PRFACTR5	MTHPRFR5	ACTOWNR5
141026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141027	1	13	3	21	 	 	8	1	15000	4	 	 	 	 	0	 	1
141027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141032	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141032	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141032	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141034	1	19	12	28	 	 	9	1	8000	4	 	 	 	 	1	12	1
141034	2	9	12	28	 	 	4	1	6000	4	 	 	 	 	1	12	6
141034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141035	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141035	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141035	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141037	1	10	2	23	 	 	3	0	 	 	 	 	 	 	1	8	2
141037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141038	1	13	8	20	 	 	8	1	9600	3	 	 	 	 	1	8	3
141038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141041	1	10	5	25	 	 	4	0	 	 	 	 	 	 	0	 	2
141041	2	13	6	24	 	 	9	1	12000	4	 	 	 	 	1	12	1
141041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141043	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141043	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141044	1	19	9	26	 	 	9	1	5000	4	 	 	 	 	1	12	3
141044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141045	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141045	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141045	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141046	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141046	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141046	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141050	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141050	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141050	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151002	1	7	1	30	 	 	3	0	 	 	 	 	 	 	0	 	2
151002	2	13	8	23	 	 	8	1	18000	4	 	 	 	 	1	12	1
151002	3	9	12	1	 	 	1	1	2000	6	1	 	 	 	0	 	6
151003	1	1	12	22	 	 	8	0	 	 	 	 	 	 	1	12	2
151003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151004	1	1	4	13	 	 	8	0	 	 	 	 	 	 	1	2	2
151004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151005	1	1	8	20	 	 	8	0	 	 	 	 	 	 	1	4	2
151005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151006	1	1	6	10	 	 	2	1	150	2	 	 	 	 	1	3	6
151006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151011	1	20	8	22	 	 	8	0	 	 	 	 	 	 	1	7	4
151011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151013	1	13	12	26	 	 	10	1	2000	3	 	 	 	 	1	12	1
151013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151014	1	5	8	20	 	 	8	1	150	2	 	 	 	 	1	9	3
151014	2	1	2	10	 	 	8	0	 	 	 	 	 	 	1	3	2
151014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151015	1	19	1	10	 	 	6	1	100	2	 	 	 	 	0	 	3
151015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151017	1	1	6	20	 	 	8	0	 	 	 	 	 	 	1	5	2
151017	2	11	8	20	 	 	6	0	 	 	 	 	 	 	1	8	3
151017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151018	1	2	8	20	 	 	7	0	 	 	 	 	 	 	1	10	6
151018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151019	1	1	1	15	 	 	2	0	 	 	 	 	 	 	0	 	2
151019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151021	1	2	6	26	 	 	7	3	500	4	 	 	 	 	0	 	2
151021	2	13	2	27	 	 	8	1	4000	4	 	 	 	 	1	6	1
151021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151022	1	13	7	22	 	 	10	1	5000	3	 	 	 	 	1	10	3
151022	2	19	10	15	 	 	1	0	 	 	 	 	 	 	1	9	2
151022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151025	1	1	6	15	 	 	10	0	 	 	 	 	 	 	1	6	6
151025	2	19	6	15	 	 	22	1	600	2	 	 	 	 	1	12	3
151025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151026	1	19	2	28	 	 	12	1	12000	4	 	 	 	 	0	 	3
151026	2	12	4	7	 	 	6	1	250	2	 	 	 	 	0	 	3
151026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151029	1	2	10	11	 	 	7	0	 	 	 	 	 	 	1	10	6
151029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151030	1	1	7	15	 	 	7	0	 	 	 	 	 	 	0	 	2
151030	2	12	5	10	 	 	7	1	200	2	 	 	 	 	1	7	3
151030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151031	1	6	8	28	 	 	9	1	80000	5	 	 	 	 	1	12	3
151031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151032	1	13	6	25	 	 	10	1	3000	4	 	 	 	 	0	 	3
151032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151034	1	1	6	10	 	 	8	0	 	 	 	 	 	 	1	6	6
151034	2	5	3	5	 	 	8	1	120	2	 	 	 	 	1	3	3
151034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151035	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151035	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151035	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151036	1	1	4	8	 	 	8	0	 	 	 	 	 	 	1	5	2
151036	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151037	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151037	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151037	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151038	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151038	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151038	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151039	1	5	5	6	 	 	6	1	250	2	 	 	 	 	1	10	2
151039	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151042	1	1	6	25	 	 	4	0	 	 	 	 	 	 	1	6	6
151042	2	7	4	6	 	 	6	1	200	2	 	 	 	 	0	 	3
151042	3	19	3	4	 	 	4	1	200	6	2	 	 	 	0	 	3
151043	1	1	6	25	 	 	7	0	 	 	 	 	 	 	1	6	6
151043	2	12	6	15	 	 	8	1	6	2	 	 	 	 	1	6	3
151043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151045	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151045	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151045	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151046	1	7	4	15	 	 	4	1	300	2	 	 	 	 	0	 	3
151046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151048	1	13	6	28	 	 	8	1	4000	4	 	 	 	 	0	 	3
151048	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151049	1	19	12	25	 	 	10	1	10000	4	 	 	 	 	1	12	3
151049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161002	1	13	12	25	 	 	8	1	12000	4	 	 	 	 	1	12	1
161002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161004	1	5	6	5	 	 	8	1	150	2	 	 	 	 	1	4	3
161004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161005	1	13	10	30	 	 	8	1	7000	4	 	 	 	 	1	3	1
161005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161007	1	19	12	25	 	 	10	1	9000	4	 	 	 	 	1	12	3
161007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161008	1	5	7	10	 	 	5	0	 	 	 	 	 	 	1	5	2
161008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161010	1	1	6	10	 	 	5	0	 	 	 	 	 	 	1	3	6
161010	2	5	4	10	 	 	8	1	150	2	 	 	 	 	0	3	3
161010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161012	1	5	9	17	 	 	8	1	150	2	 	 	 	 	1	9	3
161012	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161013	1	2	12	30	 	 	4	0	 	 	 	 	 	 	1	5	6
161013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161016	1	2	12	4	 	 	8	0	 	 	 	 	 	 	1	2	2
161016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161017	1	13	7	26	 	 	9	1	6500	4	 	 	 	 	1	12	3
161017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161018	1	1	10	23	 	 	8	0	 	 	 	 	 	 	1	10	6
161018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161019	1	5	3	20	 	 	8	1	150	2	 	 	 	 	0	3	3
161019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161020	1	10	12	27	 	 	5	0	 	 	 	 	 	 	1	12	6
161020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161021	1	5	3	15	 	 	6	0	 	 	 	 	 	 	1	5	2
161021	2	12	3	15	 	 	6	1	100	2	 	 	 	 	1	3	3
161021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161022	1	1	6	15	 	 	8	0	 	 	 	 	 	 	1	6	6
161022	2	5	6	10	 	 	8	3	150	2	 	 	 	 	1	6	3
161022	3	11	8	15	 	 	5	3	1000	4	 	 	 	 	1	5	6
161023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161024	1	2	4	15	 	 	8	0	 	 	 	 	 	 	1	6	6
161024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161025	1	7	9	30	 	 	6	1	70000	5	 	 	 	 	1	9	6
161025	2	5	1	20	 	 	8	1	4000	2	 	 	 	 	0	6	3
161025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161026	1	1	11	20	 	 	8	3	30000	5	 	 	 	 	1	11	6
161026	2	10	12	10	 	 	7	3	5000	4	 	 	 	 	1	12	6
161026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161027	1	20	8	20	 	 	8	0	 	 	 	 	 	 	1	5	4
161027	2	1	4	4	 	 	8	0	 	 	 	 	 	 	0	4	6
161027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161028	1	13	2	25	 	 	9	1	10000	4	 	 	 	 	1	12	1
161028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161029	1	12	8	20	 	 	8	1	250	2	 	 	 	 	1	5	3
161029	2	7	3	20	 	 	5	0	 	 	 	 	 	 	1	5	2
161029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161030	1	1	2	5	 	 	8	0	 	 	 	 	 	 	1	3	2
161030	2	5	3	3	 	 	8	3	150	1	 	 	 	 	0	3	3
161030	3	7	1	5	 	 	6	0	 	 	 	 	 	 	0	0	2
161031	1	1	4	25	 	 	8	0	 	 	 	 	 	 	0	0	88
161031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161032	1	12	6	20	 	 	8	1	120	2	 	 	 	 	1	4	3
161032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161033	1	2	1	10	 	 	8	0	 	 	 	 	 	 	0	1	6
161033	2	9	10	10	 	 	15	1	30000	6	20	 	 	 	1	12	6
161033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161034	1	1	5	8	 	 	9	0	 	 	 	 	 	 	1	5	2
161034	2	12	4	5	 	 	8	1	150	2	 	 	 	 	1	5	3
161034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161035	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161035	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161035	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161037	1	2	11	21	 	 	8	0	 	 	 	 	 	 	1	11	6
161037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161038	1	19	12	27	 	 	12	1	6000	4	 	 	 	 	1	12	3
161038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161039	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161039	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161040	1	13	10	28	 	 	8	1	6000	4	 	 	 	 	1	12	1
161040	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161041	1	1	6	5	 	 	8	0	 	 	 	 	 	 	1	5	6
161041	2	5	5	5	 	 	8	1	150	2	 	 	 	 	0	3	3
161041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161042	1	12	6	10	 	 	6	1	200	2	 	 	 	 	0	0	3
161042	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161043	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161043	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161044	1	6	12	26	 	 	8	1	7000	4	 	 	 	 	1	12	3
161044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161045	1	1	6	4	 	 	8	0	 	 	 	 	 	 	1	4	6
161045	2	5	4	4	 	 	8	1	100	2	 	 	 	 	0	3	3
161045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161046	1	1	10	2	 	 	7	0	 	 	 	 	 	 	1	10	6
161046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161049	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161050	1	13	4	20	 	 	7	1	1500	3	 	 	 	 	1	3	3
161050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171004	1	4	9	29	 	 	1	0	 	 	 	 	 	 	1	12	6
171004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171005	1	13	12	25	 	 	10	1	7000	4	 	 	 	 	1	12	1
171005	2	1	3	4	 	 	8	0	 	 	 	 	 	 	0	6	2
171005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
