childid	plot	larea	lown	luse	luse1
PE151088	1	10000	4	1	88
PE151088	2	10000	4	1	88
PE151088	3	10000	4	1	88
PE151088	4	10000	4	1	88
PE151088	5	10000	4	1	88
PE151088	6	10000	4	1	88
PE151088	7	10000	4	1	88
PE151088	8	10000	4	1	88
PE151089	1	10000	2	1	88
PE151089	2	10000	2	1	88
PE151090	1	120000	4	1	1
PE151091	1	120000	4	1	88
PE151092	1	40000	4	1	2
PE151093	1	5000	3	1	88
PE151094	1	5000	4	1	7
PE151095	1	50000	4	1	7
PE151096	1	10000	4	1	88
PE151096	2	10000	4	1	88
PE151097	1	50000	4	1	7
PE151098	1	50000	4	1	88
PE151099	1	90000	4	1	88
PE151100	1	140000	4	1	88
PE151101	1	15000	1	1	88
PE151101	2	2500	1	1	88
PE151103	1	10000	4	1	88
PE151103	2	10000	4	1	88
PE151103	3	10000	4	1	88
PE151104	1	40000	4	1	88
PE151105	1	10000	4	1	88
PE151105	2	10000	4	1	88
PE151105	3	10000	4	1	88
PE151105	4	10000	4	1	88
PE151105	5	10000	4	1	88
PE151105	6	10000	4	1	88
PE151106	1	40000	4	1	4
PE151108	1	5000	4	1	7
PE151110	1	20000	4	1	88
PE151111	1	10000	4	1	88
PE151111	2	10000	4	1	88
PE151111	3	10000	4	1	88
PE151111	4	10000	4	1	88
PE151111	5	10000	4	1	88
PE151112	1	5000	4	1	7
PE161001	1	200	4	1	88
PE161001	2	100	4	1	88
PE161001	3	50	4	1	88
PE161001	4	50	4	1	88
PE161001	5	50	4	1	88
PE161001	6	50	4	1	88
PE161002	1	1500	1	1	88
PE161002	2	1500	1	1	88
PE161002	3	750	2	1	88
PE161002	4	750	2	1	88
PE161002	5	500	4	1	88
PE161002	6	500	4	1	88
PE161002	7	500	4	1	88
PE161003	1	500	4	1	7
PE161003	2	100	4	1	7
PE161003	3	100	4	1	7
PE161004	1	4999.5	4	1	88
PE161004	2	8332.5	4	1	88
PE161006	1	10000	4	1	88
PE161007	1	20000	4	1	2
PE161009	1	20000	4	1	88
PE161010	1	1000	4	1	2
PE161011	1	1000	4	1	2
PE161012	1	500	4	1	2
PE161013	1	10000	4	1	88
PE161014	1	20000	4	1	88
PE161015	1	13332	4	1	88
PE161016	1	4999.5	2	1	88
PE161017	1	60000	4	1	88
PE161018	1	700	4	1	88
PE161018	2	700	4	1	88
PE161018	3	150	4	1	88
PE161018	4	150	4	1	88
PE161018	5	150	4	1	88
PE161019	1	700	4	1	88
PE161019	2	700	4	1	88
PE161020	1	6666	4	1	2
PE161020	2	200	4	1	2
PE161021	1	20000	4	1	88
PE161022	1	20000	4	1	88
PE161023	1	20000	4	1	88
PE161024	1	1500	3	1	88
PE161024	2	1500	3	1	88
PE161024	3	200	4	1	88
PE161024	4	200	4	1	88
PE161024	5	50	4	1	88
PE161025	1	6666	4	1	7
PE161025	2	3333	4	1	7
PE161025	3	1000	1	1	7
PE161026	1	1000	4	1	88
PE161026	2	1000	4	1	88
PE161026	3	500	4	1	88
PE161026	4	500	4	1	88
PE161026	5	500	4	1	88
PE161027	1	1500	4	1	88
PE161027	2	3000	4	1	88
PE161027	3	700	4	1	88
PE161027	4	700	4	1	88
PE161027	5	700	4	1	88
PE161027	6	700	4	1	88
PE161028	1	3000	4	1	88
PE161028	2	3000	4	1	88
PE161028	3	1500	4	1	88
PE161028	4	1500	4	1	88
PE161028	5	1500	4	1	88
PE161028	6	1500	4	1	88
PE161028	7	1500	4	1	88
PE161028	8	1500	4	1	88
PE161029	1	1000	4	1	2
PE161029	2	6666	4	1	2
PE161029	3	3333	4	1	2
PE161030	1	6000	4	1	88
PE161030	2	6000	4	1	88
PE161030	3	6000	4	1	88
PE161031	1	1000	4	1	88
PE161032	1	1500	4	1	88
PE161032	2	750	4	1	88
PE161032	3	750	4	1	88
PE161032	4	750	4	1	88
PE161032	5	750	4	1	88
PE161032	6	750	4	1	88
PE161032	7	750	4	1	88
PE161032	8	750	4	1	88
PE161033	1	500	4	1	2
PE161033	2	125	4	1	2
PE161033	3	125	4	1	2
PE161033	4	125	4	1	2
PE161034	1	1500	4	1	88
PE161034	2	200	4	1	88
PE161034	3	200	4	1	88
PE161034	4	200	4	1	88
PE161034	5	200	4	1	88
PE161034	6	200	4	1	88
PE161034	7	200	4	1	88
PE161034	8	200	4	1	88
PE161035	1	350	1	1	88
PE161035	2	200	1	1	88
PE161035	3	100	1	1	88
PE161035	4	50	1	1	88
PE161035	5	50	1	1	88
PE161036	1	250	4	1	2
PE161036	2	250	4	1	2
PE161036	3	125	4	1	2
PE161036	4	125	4	1	2
PE161036	5	100	4	1	2
PE161037	1	500	4	1	2
PE161038	1	300	4	1	2
PE161039	1	1000	4	1	88
PE161040	1	2500	4	1	2
PE161041	1	10000	4	1	2
PE161042	1	2000	4	1	88
PE161044	1	15000	4	1	2
PE161045	1	6666	4	1	2
PE161045	2	6666	4	1	2
PE161045	3	125	4	1	2
PE161045	4	125	4	1	2
PE161045	5	125	4	1	2
PE161045	6	50	4	1	2
PE161045	7	50	4	1	2
PE161045	8	50	4	1	2
PE161046	1	1500	4	1	7
PE161046	2	750	4	1	7
PE161047	1	250	2	1	88
PE161047	2	500	2	1	88
PE161048	1	500	4	1	88
PE161049	1	200	2	1	88
PE161050	1	200	2	1	88
PE161051	1	750	4	1	88
PE161052	1	1000	4	1	2
PE161053	1	1500	4	1	2
PE161054	1	2000	4	1	2
PE161055	1	20000	4	1	7
PE161056	1	3000	4	1	88
PE161056	2	1500	4	1	88
PE161056	3	1500	4	1	88
PE161056	4	500	4	1	88
PE161056	5	500	4	1	88
PE161057	1	16665	4	1	88
PE161059	1	19998	4	1	88
PE161060	1	13332	4	1	88
PE161060	2	19998	4	1	2
PE161063	1	6666	4	1	88
PE161064	1	30000	4	3	88
PE161064	2	50000	4	2	88
PE161065	1	200	4	1	88
PE161065	2	200	4	1	88
PE161065	3	200	4	1	88
PE161065	4	200	4	1	88
PE161066	1	100	2	1	88
PE161067	1	20000	2	1	88
PE161068	1	10000	4	1	2
PE161069	1	35000	4	1	2
PE161070	1	50000	4	1	88
PE161071	1	20000	3	1	2
PE161072	1	50000	4	1	2
PE161073	1	20000	4	1	2
PE161074	1	1250	4	1	2
PE161075	1	5000	4	1	2
PE161077	1	30000	4	1	2
PE161078	1	10000	4	1	7
PE161079	1	200	4	1	2
PE161080	1	1000	3	1	88
PE161080	2	300	2	1	88
PE161080	3	150	2	1	88
PE161080	4	150	2	1	88
PE161081	1	1000	4	1	88
PE161081	2	1000	4	1	88
PE161081	3	1000	4	1	88
PE161082	1	1000	4	1	88
PE161082	2	500	4	1	88
PE161082	3	150	4	1	88
PE161082	4	150	4	1	88
PE161082	5	150	4	1	88
PE161082	6	150	4	1	88
PE161082	7	150	4	1	88
PE161082	8	150	4	1	88
PE161083	1	200	4	1	7
PE161084	1	100	4	1	2
PE161085	1	400	3	1	2
PE161086	1	200	2	1	88
PE161086	2	200	2	1	88
PE161087	1	250	4	1	88
PE161087	2	250	4	1	88
PE161087	3	250	4	1	88
PE161087	4	250	4	1	88
PE161087	5	250	4	1	88
PE161087	6	250	4	1	88
PE161088	1	500	4	1	2
PE161088	2	250	4	1	2
PE161088	3	250	4	1	2
PE161089	1	500	4	1	88
PE161089	2	500	4	1	88
PE161089	3	500	4	1	88
PE161089	4	500	4	1	88
PE161089	5	500	4	1	88
PE161090	1	200	4	1	2
PE161090	2	100	4	1	2
PE161091	1	1500	4	1	7
PE161091	2	250	4	1	7
PE161091	3	250	4	1	7
PE161091	4	250	4	1	2
PE161092	1	200	4	1	88
PE161092	2	200	4	1	88
PE161092	3	200	4	1	88
PE161092	4	200	4	1	88
PE161092	5	200	4	1	88
PE161092	6	200	4	2	88
PE161093	1	150	4	1	88
PE161093	2	150	4	1	88
PE161093	3	150	4	1	88
PE161093	4	150	4	1	88
PE161093	5	150	4	1	88
PE161093	6	150	4	1	88
PE161093	7	100	4	2	88
PE161093	8	100	4	2	88
PE161094	1	50	4	1	88
PE161094	2	40	4	1	88
PE161094	3	40	4	1	88
PE161094	4	40	4	1	88
PE161094	5	40	4	1	88
PE161094	6	40	4	1	88
PE161094	7	40	4	1	88
PE161095	1	3000	1	1	2
PE161096	1	1000	4	1	7
PE161096	2	500	4	1	7
PE161097	1	140000	4	1	2
PE161098	1	400	4	1	88
PE161098	2	400	4	1	2
PE161099	1	20000	4	1	2
PE161100	1	10000	4	1	88
PE161101	1	10000	4	1	2
PE161103	1	20000	4	1	2
PE161104	1	140000	4	1	2
PE161105	1	120000	4	1	2
PE161107	1	13332	4	1	2
PE161107	3	6666	4	1	2
PE161107	4	3333	4	1	2
PE161107	5	125	4	1	2
PE161107	6	60	4	1	2
PE161107	7	3333	4	1	2
PE161107	8	6666	4	1	2
PE161108	1	6666	4	1	2
PE161108	2	6666	4	1	2
PE161108	3	3333	4	1	2
PE161108	4	100	4	1	2
PE161108	5	50	4	1	2
PE171002	1	10000	4	1	2
PE171003	1	1000	2	1	2
PE171003	2	1000	3	1	88
PE171004	1	5000	4	1	88
PE171004	2	5000	4	1	88
PE171005	1	10000	3	1	88
PE171007	1	20000	4	1	2
PE171008	1	20000	4	1	88
PE171011	1	3625	3	1	2
PE171013	1	30000	4	1	2
PE171014	1	10000	4	1	2
PE171017	1	5000	2	1	88
PE171018	1	5000	3	1	88
PE171019	1	20000	4	1	88
PE171022	1	20000	3	1	88
PE171023	1	20000	4	1	2
PE171026	1	500	3	1	88
PE171027	1	20000	3	1	2
PE171028	1	30000	4	1	2
PE171030	1	10000	3	1	88
PE171030	2	1000	3	2	88
PE171031	1	2500	3	1	88
PE171032	1	20000	4	1	2
PE171033	1	6666	4	1	88
PE171036	1	10000	4	1	2
PE171039	1	50000	4	1	2
PE171041	1	10000	3	1	2
PE171042	1	500	1	2	88
PE171042	2	15	3	1	88
PE171045	2	13332	4	1	88
PE171045	3	6666	4	1	88
PE171045	4	4999.5	4	1	88
PE171047	1	30000	4	1	2
PE171047	2	5000	4	1	2
PE171047	3	500	4	1	2
PE171048	1	20000	4	1	88
PE171048	2	3333	4	1	88
PE171048	3	1250	4	1	88
PE171048	4	6666	4	1	88
PE171050	1	30000	4	2	7
PE171050	2	600	3	1	2
PE171053	1	500	3	1	88
PE171054	1	5000	4	1	2
PE171055	1	6666	4	1	2
PE171056	1	6666	4	1	88
PE171056	2	4999.5	4	1	88
PE171056	3	3333	4	1	88
PE171057	1	10000	4	1	2
PE171057	2	10000	4	1	2
PE171057	3	6666	4	1	2
PE171057	4	6666	4	1	2
PE171057	5	6666	4	1	2
PE171058	1	250	4	1	2
PE171058	2	240	4	1	2
PE171058	3	250	4	1	2
PE171058	4	250	4	1	2
PE171059	1	3333	4	1	88
PE171059	2	3333	1	1	88
PE171060	1	20000	4	1	2
PE171062	1	10000	4	1	88
PE171062	2	6666	4	1	88
PE171062	3	6666	4	1	88
PE171062	4	6666	4	1	88
PE171062	5	3333	4	1	88
PE171062	6	3333	4	1	88
PE171063	1	100000	4	1	2
PE171064	1	5000	4	1	2
PE171066	1	2500	3	1	2
PE171067	1	10000	4	1	88
PE171067	2	10000	4	1	88
PE171067	3	10000	4	1	88
PE171067	4	10000	4	1	88
PE171068	1	5000	4	1	2
PE171070	1	20000	4	1	7
PE171071	1	10000	4	1	2
PE171072	1	3333	1	1	2
PE171072	2	6666	3	1	2
PE171073	1	5000	4	1	88
PE171073	2	3333	4	1	88
PE171073	3	3333	4	1	88
PE171073	4	6666	3	1	88
PE171073	5	6666	3	1	88
PE171074	1	5000	4	1	7
PE171074	2	5000	4	1	7
PE171074	3	5000	4	1	7
PE171075	1	20000	4	1	2
PE171076	1	500	3	1	88
PE171076	2	200	1	2	88
PE171077	1	7500	4	1	88
PE171077	2	10000	4	1	88
PE171077	3	10000	4	4	88
PE171078	1	10000	4	1	88
PE171078	2	20000	4	1	88
PE171078	3	10000	4	1	88
PE171079	1	3333	4	1	2
PE171080	1	10000	4	1	88
PE171081	1	60000	4	1	2
PE171082	1	3333	3	1	5
PE171083	1	3333	4	1	88
PE171083	2	6666	4	1	88
PE171083	3	3333	4	1	88
PE171083	4	6666	4	1	88
PE171084	1	200	4	1	2
PE171084	2	100	4	1	2
PE171084	3	100	4	1	88
PE171085	1	10000	3	1	88
PE171087	1	6666	4	1	88
PE171087	2	3333	4	1	88
PE171091	1	13332	3	1	2
PE171092	1	5000	4	1	88
PE171093	1	1300	3	1	88
PE171095	1	6666	3	1	88
PE171095	2	6666	3	1	88
PE171095	3	6666	3	1	88
PE171097	1	1000	3	1	88
PE171098	1	3333	3	1	2
PE171099	1	10000	3	1	2
PE171100	1	400	3	1	88
PE171100	2	150	4	1	2
PE171101	1	5000	3	1	2
PE171102	1	1000	3	1	88
PE171103	1	10000	3	1	2
PE171104	1	6666	2	1	2
PE171105	1	10000	4	1	2
PE171106	1	5000	3	1	2
PE181001	1	20000	4	1	88
PE181002	1	5000	4	1	88
PE181003	1	750	4	1	2
PE181003	2	300	4	1	2
PE181003	3	300	4	1	2
PE181004	1	10000	4	1	88
PE181005	1	10000	4	1	2
PE181006	1	10000	4	1	2
PE181007	1	1500	4	1	2
PE181007	2	3000	4	1	2
PE181007	3	1500	4	1	2
PE181007	4	1500	4	1	2
PE181007	5	1500	4	1	2
PE181008	1	1250	4	1	88
PE181008	2	1250	4	1	88
PE181008	3	1250	4	1	88
PE181008	4	1250	4	1	88
PE181009	1	10000	4	1	88
PE181010	1	1000	4	1	88
PE181010	2	800	4	1	88
PE181010	3	800	4	1	88
PE181010	4	600	4	1	88
PE181010	5	1000	4	1	88
PE181011	1	1500	4	1	2
PE181011	2	1500	4	2	7
PE181011	3	600	4	1	2
PE181011	4	600	4	1	2
PE181012	1	600	4	1	88
PE181012	2	625	4	1	88
PE181013	1	700	4	1	88
PE181013	2	1000	4	1	88
PE181013	3	1100	4	1	88
PE181014	1	1250	4	1	88
PE181014	2	1250	4	1	88
PE181014	3	375	4	2	88
PE181015	1	5000	4	1	2
PE181016	1	5000	4	1	88
PE181017	1	5000	4	1	7
PE181018	1	1000	4	1	88
PE181018	2	820	4	1	88
PE181018	3	800	4	1	88
PE181018	4	500	4	1	88
PE181019	1	1200	4	1	2
PE181019	2	750	4	1	2
PE181019	3	750	4	1	2
PE181019	4	750	4	2	88
PE181020	1	300	4	1	2
PE181020	2	50	4	1	88
PE181020	3	25	4	1	88
PE181021	1	10000	4	1	2
PE181022	1	5000	4	1	88
PE181023	1	5000	4	1	2
PE181024	1	1500	4	1	88
PE181024	2	1500	4	1	88
PE181024	3	1500	4	1	88
PE181024	4	1500	4	1	88
PE181024	5	1500	4	1	88
PE181025	1	5000	4	1	88
PE181026	1	1500	4	1	2
PE181026	2	1500	4	1	2
PE181026	3	1500	4	1	2
PE181026	4	1125	4	1	2
PE181026	5	1125	4	1	2
PE181026	6	600	4	1	2
PE181026	7	500	4	1	2
PE181026	8	400	4	1	2
PE181027	1	1000	4	1	88
PE181028	1	10000	4	1	88
PE181029	1	20000	2	1	2
PE181030	1	2000	4	1	2
PE181030	2	900	4	2	88
PE181031	1	800	4	1	2
PE181031	2	800	4	1	2
PE181031	3	800	4	1	2
PE181031	4	120	1	2	88
PE181032	1	1200	4	1	2
PE181033	1	6000	4	1	2
PE181033	2	2450	4	1	2
PE181033	3	1800	4	1	2
PE181033	4	1500	4	1	2
PE181033	5	1500	4	1	2
PE181033	6	1200	4	1	2
PE181033	7	600	4	1	2
PE181033	8	600	4	1	2
PE181034	1	800	4	1	2
PE181035	1	900	4	1	88
PE181035	2	1000	4	1	88
PE181035	3	1000	4	1	88
PE181036	1	1500	4	1	88
PE181036	2	1500	4	1	88
PE181036	3	1500	4	1	88
PE181037	1	750	4	1	2
PE181037	2	750	4	1	2
PE181037	3	750	4	1	2
PE181037	4	750	4	2	7
PE181038	1	400	4	1	88
PE181039	1	750	4	1	7
PE181039	2	750	4	1	7
PE181040	1	1400	4	1	2
PE181040	2	600	4	1	88
PE181040	3	1400	1	1	88
PE181041	1	400	4	1	2
PE181042	1	20000	4	1	88
PE181043	1	2500	4	1	88
PE181043	2	2500	4	1	88
PE181043	3	2000	4	1	88
PE181043	4	2000	4	1	88
PE181043	5	2000	4	1	88
PE181043	6	2000	4	1	88
PE181044	1	5000	4	1	7
PE181044	2	600	4	1	7
PE181044	3	600	4	1	7
PE181044	4	600	4	1	7
PE181045	1	1500	4	1	88
PE181045	2	1000	4	1	88
PE181045	3	1000	4	1	88
PE181045	4	800	4	1	88
PE181045	5	600	4	1	88
PE181046	1	10000	4	7	7
PE181046	2	600	4	1	2
PE181046	3	600	4	1	2
PE181046	4	600	4	1	2
PE181046	5	600	4	1	2
PE181047	1	1000	4	1	88
PE181047	2	800	4	1	88
PE181047	3	1350	4	1	88
PE181047	4	5000	4	1	88
PE181047	5	2500	4	1	88
PE181048	1	10000	4	1	88
PE181049	1	5000	4	1	2
PE181050	1	5000	4	1	2
PE181050	2	600	4	1	88
PE181051	1	2500	2	1	2
PE181052	1	800	4	1	2
PE181053	1	10000	2	1	2
PE181053	2	5000	2	1	2
PE181054	1	20000	2	1	2
PE181055	1	1200	4	1	2
PE181055	2	300	4	1	88
PE181055	3	50	4	1	2
PE181056	1	5000	4	1	88
PE181056	2	1200	4	1	2
PE181057	1	2500	4	1	2
PE181057	2	2500	4	2	88
PE181058	1	2000	4	1	2
PE181058	2	2000	4	1	88
PE181058	3	600	4	1	2
PE181059	1	2500	2	1	2
PE181060	1	400	4	1	88
PE181060	2	400	4	2	88
PE181061	1	600	4	1	88
PE181061	2	1050	4	1	2
PE181062	1	1800	4	1	2
PE181062	2	1800	4	1	88
PE181063	1	350	4	1	88
PE181063	2	350	4	1	88
PE181063	3	350	4	1	88
PE181065	1	2500	1	1	2
PE181066	1	1200	4	1	88
PE181067	1	5000	4	1	2
PE181068	1	5000	4	1	7
PE181069	1	2500	2	1	2
PE181070	1	10000	4	1	2
PE181071	1	10000	2	1	2
PE181072	1	750	4	1	88
PE181072	2	750	4	1	88
PE181073	1	300	4	1	88
PE181073	2	200	4	1	88
PE181073	3	150	4	1	88
PE181073	4	200	4	1	2
PE181074	1	10000	1	1	2
PE181074	2	12500	1	1	2
PE181075	1	5000	2	1	2
PE181076	1	2000	4	1	7
PE181076	2	1000	4	1	7
PE181076	3	500	4	1	7
PE181076	4	300	4	1	7
PE181076	5	300	4	1	7
PE181077	1	2500	4	1	88
PE181077	2	2500	4	1	88
PE181078	1	5000	4	1	88
PE181079	1	1600	4	1	88
PE181080	1	3500	4	1	2
PE181080	2	3000	4	1	2
PE181080	3	1350	4	1	2
PE181080	4	1200	4	1	2
PE181080	5	600	4	1	2
PE181080	6	300	4	1	2
PE181080	7	200	4	2	7
PE181081	1	375	4	1	7
PE181082	1	5000	4	1	2
PE181082	2	5000	4	1	2
PE181082	3	1000	4	1	2
PE181082	4	1000	4	1	2
PE181083	1	9000	4	1	2
PE181084	1	10000	4	2	2
PE181085	1	5000	4	1	88
PE181086	1	5000	2	1	2
PE181087	1	17500	4	1	2
PE181088	1	5000	4	1	2
PE181089	1	5000	4	1	2
PE181090	1	50000	4	1	2
PE181091	1	10000	1	1	2
PE181092	1	10000	4	1	2
PE181093	1	1000	4	1	88
PE181093	2	1500	4	1	88
PE181093	3	600	4	1	88
PE181093	4	600	4	1	88
PE181094	1	600	4	1	7
PE181094	2	600	4	1	7
PE181094	3	500	2	1	7
PE181094	4	500	2	1	7
PE181095	1	10000	4	1	88
PE181095	2	20000	4	1	88
PE181095	3	5000	4	2	88
PE181096	1	10000	2	1	2
PE181097	1	500	4	1	88
PE181097	2	2000	4	1	88
PE181097	3	300	4	1	88
PE181098	1	1000	4	1	88
PE181098	2	1000	4	1	88
PE181098	3	1000	4	1	88
PE181098	4	1000	4	1	88
PE181098	5	1000	4	1	88
PE181099	1	3000	4	1	2
PE181099	2	200	4	2	7
PE181100	1	5000	4	1	7
PE181100	2	700	4	1	2
PE181100	3	576	4	1	7
PE181100	4	450	4	1	7
PE181100	5	125	4	1	7
PE181100	6	60	4	1	7
PE181101	1	15000	4	1	88
PE181102	1	10000	4	1	88
PE181102	2	5000	4	1	88
PE181103	1	10000	4	1	2
PE181104	1	1000	4	1	88
PE181104	2	1200	4	1	88
PE181104	3	1200	4	1	88
PE181104	4	1200	4	1	88
PE181104	5	1200	4	1	88
PE181104	6	180	4	1	88
PE181104	7	180	4	1	88
PE191002	1	17500	1	1	2
PE191005	1	3333	1	1	88
PE191011	1	4999	4	1	88
PE191012	1	10000	1	1	88
PE191013	1	10500	4	1	88
PE191023	1	833	4	1	88
PE191024	1	24500	4	1	88
PE191027	1	5000	4	1	88
PE191031	1	60000	4	1	88
PE191032	1	7000	4	1	88
PE191036	1	200000	4	1	2
PE191051	1	3333	4	1	2
PE191056	1	24500	4	1	88
PE191057	1	20000	4	1	88
PE191065	1	7000	4	1	88
PE191066	1	3333	4	1	88
PE191067	1	17498	4	1	88
PE191073	1	5000	1	1	2
PE191076	1	10500	1	1	88
PE191076	2	105000	4	1	88
PE191080	1	10000	1	1	88
PE191084	1	17500	4	1	2
PE191086	1	3500	4	1	88
PE191087	1	31500	4	1	88
PE191088	1	14000	4	1	88
PE191088	2	3500	1	1	88
PE191090	1	10000	4	1	7
PE191096	1	20000	4	1	88
PE191097	1	20000	4	1	88
PE191100	1	17500	4	1	2
PE191101	1	60000	4	1	2
PE191104	1	17500	1	1	2
PE201003	1	100	2	1	88
PE201004	1	100	4	1	2
PE201005	1	300	3	1	88
PE201007	1	5000	4	1	88
PE201007	2	1500	4	8	88
PE201011	1	100	4	1	7
PE201014	1	10000	3	1	5
PE201016	1	5000	4	1	2
PE201022	1	100	2	1	88
PE201023	1	5000	4	1	88
PE201030	1	10000	4	1	88
PE201037	1	10000	4	1	88
PE201041	1	150000	4	2	88
PE201042	1	30000	4	1	88
PE201042	2	30000	4	1	88
PE201042	3	30000	4	1	88
PE201048	1	30000	1	1	2
PE201054	1	300	4	1	88
PE201054	2	200	4	1	88
PE201054	3	200	4	1	88
PE201054	4	200	4	1	88
PE201054	5	200	4	1	88
PE201056	1	100	2	1	88
PE201057	1	1550	4	1	2
PE201057	2	1479	4	1	2
PE201057	3	1512	4	1	2
PE201057	4	1145	4	1	2
PE201057	5	1232	4	1	2
PE201057	6	1068.75	4	1	2
PE201057	7	1091.25	4	1	2
PE201057	8	1008	4	1	2
PE201064	1	100	4	1	88
PE201065	1	1000	1	1	88
PE201066	1	3000	4	1	88
PE201066	2	3000	4	1	88
PE201066	3	3000	4	1	88
PE201066	4	3000	4	1	88
PE201066	5	3000	4	1	88
PE201066	6	3000	4	1	88
PE201066	7	3000	4	1	88
PE201066	8	3000	4	1	88
PE201068	1	240	4	1	88
PE201074	1	60000	3	1	88
PE201075	1	150	4	1	88
PE201075	2	50	4	1	88
PE201075	3	50	4	1	88
PE201075	4	150	4	1	88
PE201075	5	50	4	1	88
PE201077	1	200	4	1	88
PE201077	2	600	4	1	88
PE201077	3	200	4	2	88
PE201082	1	4000	4	1	88
PE201082	2	3000	4	1	88
PE201082	3	4000	4	1	88
PE201082	4	4000	4	1	88
PE201082	5	4000	4	1	88
PE201082	6	4000	4	1	88
PE201082	7	4000	4	1	88
PE201082	8	4000	4	1	88
PE201083	1	70000	4	1	88
PE201084	1	500	4	1	88
PE201084	2	250	4	1	88
PE201086	1	25000	4	2	88
PE201086	2	200	4	1	2
PE201086	3	21	4	1	2
PE201087	1	20000	4	1	88
PE201093	1	10000	4	1	88
PE201093	2	600000	4	2	88
PE201094	1	20000	4	1	2
PE201095	1	10000	4	1	88
PE201099	1	20000	4	1	88
PE201100	1	200	4	1	88
