childid	id	age	sex	relate	still	yrschool	disabled	care	support	edinicial	grado	anhos
PE071042	11	25	1	4	2	34	2	2	2	 	88	4
PE071042	12	24	2	4	1	36	2	2	2	 	88	3
PE071042	15	4	1	5	88	88	2	88	88	1	88	88
PE071042	16	3	1	6	88	88	2	88	88	2	88	88
PE071042	17	1	1	6	88	88	2	88	88	2	88	88
PE071043	1	37	1	1	2	33	2	2	1	 	88	5
PE071043	2	35	2	1	2	33	2	1	2	 	88	5
PE071043	3	7	1	5	1	33	2	2	2	 	2	88
PE071043	4	89	2	4	2	33	2	1	2	 	88	1
PE071043	5	18	2	6	2	34	2	1	2	 	88	5
PE071044	1	24	1	1	2	34	2	1	1	 	88	5
PE071044	2	24	2	1	2	34	2	1	1	 	88	2
PE071045	1	30	2	1	2	33	2	1	1	 	5	88
PE071045	2	9	2	5	1	33	2	1	2	 	4	88
PE071045	3	7	2	6	1	33	2	1	2	 	2	88
PE071045	4	24	2	4	2	34	2	1	2	 	88	4
PE071045	5	20	1	4	2	34	2	1	2	 	88	1
PE071046	1	21	2	1	2	34	2	1	2	 	88	3
PE071046	2	50	1	3	2	33	2	2	1	 	88	5
PE071046	3	46	2	3	2	34	2	1	2	 	88	3
PE071046	4	10	2	4	1	33	2	2	2	 	4	88
PE071046	5	5	2	4	2	0	2	2	2	 	88	88
PE071047	1	31	1	1	2	34	2	1	1	 	88	5
PE071047	2	25	2	1	2	34	2	1	1	 	88	5
PE071047	3	58	1	3	2	0	2	1	1	 	88	88
PE071047	4	52	2	3	2	0	2	1	2	 	88	88
PE071047	5	25	1	4	2	36	2	1	1	 	88	3
PE071047	6	28	1	4	2	34	2	2	1	 	88	5
PE071047	7	22	2	4	2	33	2	2	2	 	6	88
PE071047	8	6	2	6	1	32	1	1	2	 	88	88
PE071047	15	3	1	5	88	88	2	88	88	1	88	88
PE071047	16	1	2	6	88	88	2	88	88	2	88	88
PE071048	1	38	1	1	1	37	2	1	1	 	88	5
PE071048	2	36	2	1	2	36	2	1	1	 	88	5
PE071048	3	8	1	5	1	33	2	2	2	 	3	88
PE071048	4	69	1	3	2	33	2	2	2	 	88	5
PE071048	5	67	2	3	2	33	2	1	1	 	88	5
PE071048	6	42	2	4	2	33	1	2	2	 	88	5
PE071048	7	30	2	4	2	38	2	2	2	 	88	99
PE071048	8	28	2	4	2	36	2	2	2	 	88	3
PE071048	9	23	2	4	1	35	2	2	2	 	88	4
PE071048	10	32	1	4	2	36	2	2	2	 	88	3
PE071048	11	38	1	4	2	38	2	2	2	 	88	99
PE071048	12	21	2	4	2	34	2	2	2	 	88	5
PE071048	15	1	1	6	88	88	2	88	88	2	88	88
PE071049	1	24	2	1	2	38	2	1	1	 	88	5
PE071049	2	48	1	3	2	34	2	1	1	 	88	5
PE071049	3	42	2	3	2	34	2	1	1	 	88	5
PE071049	4	23	2	4	2	34	2	1	1	 	88	5
PE071049	15	3	1	4	88	88	2	88	88	2	88	88
PE071050	1	31	1	1	2	34	2	2	1	 	88	5
PE071050	2	32	2	1	2	33	2	1	1	 	1	88
PE071050	3	7	1	5	1	33	2	2	2	 	1	88
PE071051	1	29	2	1	2	33	2	1	1	 	3	88
PE071052	1	34	1	1	2	36	2	1	1	 	88	5
PE071052	2	31	2	1	2	34	2	1	2	 	88	3
PE071052	3	9	2	5	1	33	2	1	2	 	4	88
PE071052	4	6	1	5	1	0	2	1	2	 	88	88
PE071052	5	35	1	4	2	33	2	2	2	 	88	5
PE071053	1	33	1	1	2	34	2	2	1	 	88	5
PE071053	2	27	2	1	2	33	2	1	2	 	6	88
PE071053	3	8	1	5	1	33	2	2	2	 	3	88
PE071054	1	24	1	1	2	33	2	1	1	 	6	88
PE071054	2	24	2	1	2	34	2	1	2	 	88	1
PE071054	3	5	2	10	1	32	2	2	2	 	88	88
PE071054	4	45	1	3	2	33	2	1	1	 	88	2
PE071054	5	46	2	3	2	0	2	1	2	 	88	88
PE071054	6	16	2	4	1	33	2	1	1	 	6	88
PE071054	7	9	2	4	1	33	2	1	2	 	4	88
PE071054	8	13	1	4	1	33	2	1	2	 	3	88
PE071054	9	6	2	4	1	32	2	2	2	 	88	88
PE071054	10	5	2	4	1	0	2	2	2	 	88	88
PE071054	15	3	1	5	88	88	2	88	88	4	88	88
PE071054	16	1	1	4	88	88	2	88	88	2	88	88
PE071055	1	27	2	1	2	33	2	1	2	 	4	88
PE071055	2	29	1	1	2	33	2	1	1	 	6	88
PE071055	3	9	1	5	1	33	2	1	2	 	3	88
PE071055	4	6	2	5	1	0	2	1	2	 	88	88
PE071055	15	3	2	5	88	88	2	88	88	1	88	88
PE071056	1	28	1	1	2	34	2	1	1	 	88	5
PE071056	2	29	2	1	2	34	2	1	2	 	88	5
PE071056	3	7	1	5	1	33	2	1	2	 	1	88
PE071056	4	50	2	3	2	33	2	1	1	 	88	1
PE071056	5	26	1	4	2	34	2	2	2	 	88	5
PE071056	6	19	2	4	2	34	2	1	1	 	88	5
PE071056	7	11	1	4	1	33	2	1	2	 	4	88
PE071057	1	34	1	1	2	36	2	2	1	 	88	4
PE071057	2	26	2	1	2	34	2	1	2	 	88	5
PE071057	3	9	1	5	1	33	2	2	2	 	3	88
PE071057	4	7	1	5	1	33	2	2	2	 	1	88
PE071057	5	6	1	5	1	32	2	2	2	 	88	88
PE071058	1	33	1	1	2	36	2	2	1	 	88	3
PE071058	2	34	2	1	2	34	2	1	1	 	88	3
PE071058	3	80	2	3	2	0	2	2	2	 	88	88
PE071058	4	15	2	5	1	34	2	2	2	 	88	3
PE071058	5	12	1	5	1	33	2	2	2	 	6	88
PE071059	1	24	1	1	2	34	2	2	1	 	88	5
PE071059	2	28	2	1	2	33	2	1	2	 	6	88
PE071060	1	23	1	1	2	34	2	1	1	 	88	5
PE071060	2	25	2	1	2	34	2	1	2	 	88	5
PE071061	1	33	1	1	2	33	2	1	1	 	6	88
PE071061	2	34	2	1	2	33	2	1	2	 	6	88
PE071061	3	12	1	5	1	33	2	2	2	 	5	88
PE071061	4	34	1	4	2	34	2	2	1	 	88	5
PE071061	5	35	2	4	2	34	2	1	2	 	88	5
PE071061	6	12	1	6	1	34	2	2	2	 	88	1
PE071061	7	11	1	6	1	33	2	2	2	 	5	88
PE071061	8	8	2	6	1	33	2	2	2	 	3	88
PE071061	15	2	1	6	88	88	2	88	88	2	88	88
PE071062	1	44	1	2	2	37	2	1	1	 	88	3
PE071062	2	31	2	1	2	0	2	1	2	 	88	88
PE071063	1	20	1	1	2	34	2	1	1	 	88	1
PE071063	2	20	2	1	2	34	2	1	2	 	88	3
PE071063	3	65	2	3	2	0	2	1	1	 	88	88
PE071063	15	3	2	5	88	88	2	88	88	2	88	88
PE071064	1	18	1	1	1	34	2	1	1	 	88	3
PE071064	2	17	2	1	2	34	2	1	1	 	88	2
PE071064	3	45	1	3	2	34	2	1	1	 	88	3
PE071064	4	36	2	3	2	33	1	1	1	 	88	5
PE071064	5	15	1	4	1	33	2	1	2	 	6	88
PE071064	6	12	2	4	1	33	2	1	2	 	5	88
PE071064	7	10	2	4	1	33	2	1	2	 	3	88
PE071064	8	8	1	4	1	33	2	2	2	 	2	88
PE071065	1	33	1	1	1	34	2	2	1	 	88	5
PE071065	2	25	2	1	2	35	2	1	2	 	88	2
PE071065	3	56	2	3	2	33	2	1	2	 	88	3
PE071065	15	3	2	5	88	88	2	88	88	1	88	88
PE071066	1	21	1	1	2	33	2	1	1	 	6	88
PE071066	2	21	2	1	2	33	2	1	1	 	6	88
PE071066	3	23	1	4	2	33	1	1	1	 	2	88
PE071066	4	18	1	4	2	33	2	1	1	 	6	88
PE071067	1	30	1	1	2	36	2	1	1	 	88	3
PE071067	2	22	2	1	2	34	2	1	1	 	88	5
PE071067	3	48	1	3	2	34	2	1	1	 	88	5
PE071067	4	44	2	3	2	33	2	1	1	 	88	3
PE071067	5	26	1	4	2	34	2	2	2	 	88	5
PE071067	6	24	1	4	2	34	2	2	2	 	88	5
PE071067	7	19	1	4	1	35	2	1	2	 	88	3
PE071068	1	21	1	1	1	37	2	2	1	 	88	2
PE071068	2	20	2	1	2	34	2	1	2	 	88	5
PE071068	3	42	1	3	2	34	2	2	1	 	88	5
PE071068	4	38	2	3	2	34	2	2	1	 	88	5
PE071068	5	15	2	4	1	34	2	2	2	 	88	3
PE071069	1	21	1	1	2	36	2	1	2	 	88	5
PE071069	2	23	2	1	2	36	2	1	1	 	88	5
PE071069	3	47	1	3	2	34	2	2	1	 	88	5
PE071069	4	45	2	3	2	34	2	2	1	 	88	5
PE071069	5	25	1	4	1	37	2	2	2	 	88	4
PE071069	6	26	2	4	2	34	2	2	2	 	88	5
PE071069	15	3	2	5	88	88	2	88	88	2	88	88
PE071069	16	3	2	6	88	88	2	88	88	1	88	88
PE071069	17	0	1	6	88	88	2	88	88	2	88	88
PE071070	1	23	2	1	2	34	2	1	2	 	88	5
PE071070	2	29	1	1	2	34	2	1	1	 	88	5
PE071070	3	54	1	3	2	34	2	1	1	 	88	4
PE071070	4	48	2	3	2	33	2	1	1	 	88	2
PE071070	5	27	1	4	2	34	2	2	2	 	88	3
PE071070	6	25	1	4	2	34	2	1	2	 	88	5
PE071070	7	19	2	4	2	34	2	1	1	 	88	5
PE071070	8	17	1	4	1	34	2	1	2	 	88	4
PE071070	9	15	1	4	1	34	2	1	2	 	88	1
PE071070	10	11	2	4	1	33	2	1	2	 	2	88
PE071071	1	20	1	1	2	34	2	2	1	 	88	2
PE071071	2	21	2	1	2	35	2	1	2	 	88	1
PE071072	1	46	1	1	2	34	2	1	1	 	88	3
PE071072	2	40	2	1	2	34	2	1	1	 	88	3
PE071072	3	22	1	5	1	37	2	1	2	 	88	3
PE071072	4	18	1	5	1	37	2	1	2	 	88	1
PE071072	5	12	1	5	1	33	2	1	2	 	5	88
PE071072	6	13	1	6	1	33	2	1	2	 	6	88
PE071073	1	27	2	1	1	35	2	1	1	 	88	5
PE071074	1	35	1	1	2	34	2	1	1	 	88	5
PE071074	2	30	2	1	2	34	2	1	1	 	88	5
PE071074	3	9	1	5	1	33	2	2	2	 	3	88
PE071074	4	8	2	5	1	33	2	2	2	 	2	88
PE071075	1	25	2	4	2	33	2	1	1	 	5	88
PE071075	2	51	1	3	2	0	2	1	2	 	88	88
PE071075	3	46	2	3	2	0	2	1	1	 	88	88
PE071075	4	9	2	4	1	33	2	2	2	 	1	88
PE071076	1	23	1	1	2	34	2	1	1	 	88	5
PE071076	2	30	2	1	2	37	1	1	2	 	88	5
PE071076	3	5	1	5	1	0	1	2	2	 	88	88
PE071077	1	18	1	1	2	33	2	1	1	 	4	88
PE071077	2	16	2	1	2	33	2	1	2	 	4	88
PE071077	3	37	1	3	2	34	2	2	1	 	88	5
PE071077	4	16	1	4	2	33	2	1	2	 	3	88
PE071078	1	21	2	1	1	37	2	1	1	 	88	1
PE071078	2	25	1	1	2	34	2	1	1	 	88	5
PE071079	1	29	2	1	2	33	2	1	1	 	4	88
PE071079	2	32	1	1	2	34	2	1	1	 	88	1
PE071079	3	12	1	5	1	33	2	1	2	 	4	88
PE071079	4	10	1	5	1	33	2	1	2	 	2	88
PE071079	5	76	2	3	2	0	1	1	2	 	88	88
PE071080	1	26	1	1	2	34	2	1	1	 	88	5
PE071080	2	23	2	1	2	33	2	1	2	 	5	88
PE071081	1	20	1	1	2	34	2	1	1	 	88	5
PE071081	2	19	2	1	2	34	2	1	2	 	88	5
PE071081	3	39	2	3	2	34	1	1	1	 	88	2
PE071082	1	31	1	1	2	33	2	1	1	 	4	88
PE071082	2	30	2	1	1	37	2	1	2	 	88	4
PE071082	3	9	1	5	1	33	2	2	2	 	3	88
PE071082	4	58	2	3	2	0	2	2	1	 	88	88
PE071083	1	23	1	1	2	34	2	2	1	 	88	5
PE071083	2	27	2	1	2	33	2	1	1	 	3	88
PE071083	3	5	2	5	2	0	2	99	2	 	88	88
PE071083	4	52	2	3	2	0	1	1	2	 	88	88
PE071083	5	60	1	3	2	33	2	2	2	 	2	88
PE071083	6	19	1	4	2	34	2	2	2	 	88	5
PE071083	7	14	1	4	1	33	1	1	2	 	6	88
PE071084	1	32	1	1	2	35	2	1	1	 	88	3
PE071084	2	27	2	1	2	35	2	1	2	 	88	3
PE071084	15	4	1	5	88	88	2	88	88	1	88	88
PE071085	1	24	1	1	1	37	2	1	1	 	88	4
PE071085	2	22	2	1	2	35	2	1	2	 	88	1
PE071086	1	26	1	1	2	35	2	1	1	 	88	2
PE071086	2	22	2	1	1	35	2	1	2	 	88	2
PE071087	1	18	2	1	2	34	2	1	1	 	88	5
PE071087	2	45	2	3	2	34	2	1	2	 	88	5
PE071087	3	14	1	4	1	34	2	2	2	 	88	3
PE071087	4	10	1	4	1	33	2	2	2	 	3	88
PE071088	1	23	1	1	2	34	2	1	1	 	88	5
PE071088	2	21	2	1	2	34	2	1	1	 	88	5
PE071089	1	28	1	1	2	34	2	2	1	 	88	4
PE071089	2	28	2	1	2	33	2	1	1	 	4	88
PE071089	3	8	1	5	1	33	2	2	2	 	1	88
PE071089	4	7	1	5	1	33	2	2	2	 	1	88
PE071090	1	33	2	1	2	36	2	1	1	 	88	3
PE071090	2	65	1	3	2	33	2	1	1	 	88	3
PE071090	3	69	2	3	2	33	2	1	1	 	88	3
PE071090	4	22	1	6	1	37	2	1	2	 	88	1
PE071090	5	31	1	4	2	34	2	1	2	 	88	5
PE071091	1	23	1	1	2	33	2	1	1	 	6	88
PE071091	2	24	2	1	2	33	2	1	1	 	6	88
PE071091	3	7	2	5	1	33	2	2	2	 	1	88
PE071091	4	69	2	3	2	0	2	2	2	 	88	88
PE071092	1	24	1	1	2	34	2	2	1	 	88	5
PE071092	2	23	2	1	2	35	2	1	2	 	88	4
PE071092	3	50	1	3	2	33	2	2	2	 	88	5
PE071092	4	45	2	3	2	33	2	1	2	 	88	5
PE071092	5	16	1	4	2	34	2	2	2	 	88	5
PE071093	1	23	1	1	2	33	2	1	1	 	6	88
PE071093	2	19	2	1	2	0	2	1	2	 	88	88
PE071093	3	24	2	4	2	34	2	1	1	 	88	5
PE071093	4	19	2	4	2	34	2	1	1	 	88	5
PE071093	5	14	2	4	1	33	2	1	2	 	5	88
PE071093	6	11	1	4	1	33	2	1	2	 	3	88
PE071093	7	9	2	4	1	33	2	1	2	 	2	88
PE071094	1	23	1	1	2	35	2	1	1	 	88	1
PE071094	2	22	2	1	2	35	2	1	1	 	88	1
PE071094	15	3	2	5	88	88	1	88	88	3	88	88
PE071095	1	33	1	1	2	36	2	2	1	 	88	3
PE071095	2	22	2	1	2	34	2	1	2	 	88	5
PE071096	1	40	1	1	2	34	2	1	1	 	88	5
PE071096	2	27	2	1	2	36	2	1	2	 	88	1
PE071096	15	3	2	5	88	88	2	88	88	1	88	88
PE071097	1	23	1	1	2	33	2	1	1	 	6	88
PE071097	2	20	2	1	2	33	2	1	2	 	6	88
PE071097	15	2	2	5	88	88	2	88	88	2	88	88
PE071098	1	42	1	1	2	34	2	1	1	 	88	3
PE071098	2	42	2	1	2	0	2	1	1	 	88	88
PE071098	3	9	2	5	1	33	2	1	2	 	2	88
PE071098	4	8	2	5	1	32	2	1	2	 	88	88
PE071098	15	2	2	5	88	88	2	88	88	2	88	88
PE071099	1	22	1	1	2	34	2	1	1	 	88	5
PE071099	2	18	2	1	2	34	2	1	2	 	88	2
PE071099	15	3	2	5	88	88	2	88	88	2	88	88
PE071100	1	28	1	1	2	34	2	1	1	 	88	5
PE071100	2	23	2	1	2	33	2	1	2	 	5	88
PE071100	15	3	2	5	88	88	2	88	88	2	88	88
PE071101	1	17	2	1	2	33	2	1	2	 	6	88
PE071101	2	48	1	3	2	34	2	2	1	 	88	3
PE071101	3	45	2	3	2	0	1	2	1	 	88	88
PE071101	4	19	1	4	1	34	2	2	2	 	88	4
PE071101	5	15	2	4	1	33	2	2	2	 	4	88
PE071101	6	12	2	4	1	33	2	2	2	 	1	88
PE071102	1	19	2	1	2	34	2	1	1	 	88	5
PE071102	2	23	1	1	2	34	2	1	1	 	88	5
PE071102	3	17	1	4	1	34	2	1	2	 	88	3
PE071103	1	35	1	1	2	34	2	1	1	 	88	5
PE071103	2	30	2	1	2	33	2	1	1	 	6	88
PE071103	3	15	1	5	1	34	1	1	2	 	88	3
PE071103	4	9	1	5	1	33	2	2	2	 	3	88
PE071104	1	37	2	1	2	36	2	1	1	 	88	3
PE071104	2	44	1	1	2	38	2	1	1	 	88	5
PE071104	3	6	2	5	1	32	2	1	2	 	88	88
PE071104	4	63	1	3	2	33	2	1	2	 	88	5
PE071104	5	16	2	7	1	34	2	1	2	 	88	4
PE071104	15	1	2	5	88	88	2	88	88	2	88	88
PE071105	1	22	2	1	2	33	1	1	1	 	6	88
PE071105	2	52	2	3	2	33	1	1	1	 	88	4
PE071105	3	20	2	4	2	34	2	2	2	 	88	1
PE071105	4	19	1	4	1	34	1	2	1	 	88	1
PE071105	5	16	1	4	1	33	2	2	2	 	6	88
PE071105	6	21	2	4	2	33	2	2	2	 	3	88
PE071105	7	20	1	4	2	33	2	2	1	 	6	88
PE071105	15	1	2	6	88	88	2	88	88	4	88	88
PE071106	1	28	1	1	2	34	2	1	1	 	88	5
PE071106	2	19	2	1	2	34	2	1	2	 	88	5
PE071106	3	47	2	3	2	37	1	1	2	 	88	2
PE071106	15	3	2	10	88	88	2	88	88	4	88	88
PE071109	1	27	1	1	2	34	1	2	1	 	88	5
PE071109	2	24	2	1	2	34	2	1	1	 	88	5
PE081001	1	32	1	1	2	34	2	1	1	 	88	5
PE081001	2	31	2	1	2	34	2	1	2	 	88	5
PE081001	3	12	1	5	1	34	2	1	2	 	88	1
PE081002	1	17	2	1	2	0	2	1	1	 	88	88
PE081002	2	59	2	3	2	0	2	1	1	 	88	88
PE081002	3	41	1	4	2	34	2	1	2	 	88	5
PE081002	4	20	1	4	2	33	2	1	2	 	4	88
PE081003	1	26	1	1	2	34	2	1	1	 	88	4
PE081003	2	23	2	1	2	34	2	1	2	 	88	4
PE081003	3	6	2	5	1	33	2	1	2	 	1	88
PE081003	4	18	1	4	1	34	2	1	2	 	88	4
PE081004	1	22	1	1	2	34	2	1	1	 	88	5
PE081004	2	21	2	1	2	35	2	1	1	 	88	3
PE081005	1	34	1	1	2	34	2	2	1	 	88	5
PE081005	2	34	2	1	2	35	2	1	2	 	88	1
PE081005	3	7	2	5	1	33	2	2	2	 	1	88
PE081005	4	10	1	5	1	33	2	2	2	 	5	88
PE081005	5	36	2	4	2	33	2	2	2	 	88	5
PE081005	6	29	2	4	2	36	2	2	2	 	88	3
PE081005	7	37	1	4	2	34	2	2	2	 	88	5
PE081006	1	26	1	1	2	34	2	1	1	 	88	5
PE081006	2	25	2	1	2	34	2	1	2	 	88	5
PE081006	3	53	2	3	2	33	2	1	2	 	88	4
PE081006	4	15	2	4	1	34	2	1	2	 	88	3
PE081006	5	7	1	5	1	32	2	2	2	 	88	88
PE081007	1	32	1	1	2	33	2	2	1	 	6	88
PE081007	2	34	2	1	2	34	2	1	1	 	88	5
PE081007	3	10	2	5	1	33	2	1	2	 	4	88
PE081007	15	3	1	5	88	88	2	88	88	2	88	88
PE081008	1	26	1	1	2	34	2	1	1	 	88	4
PE081008	2	21	2	1	2	35	2	1	2	 	88	2
PE081009	1	27	1	1	2	34	2	1	1	 	88	5
PE081009	2	24	2	1	2	34	2	1	2	 	88	5
PE081009	3	5	2	5	1	0	2	1	2	 	88	88
PE081010	1	22	1	1	2	34	2	1	1	 	88	5
PE081010	2	27	2	1	2	35	2	1	2	 	88	2
PE081011	1	55	1	1	2	33	2	2	1	 	6	88
PE081011	2	42	2	1	2	34	2	1	1	 	88	5
PE081011	3	20	1	5	2	36	2	2	2	 	88	3
PE081011	4	8	1	5	1	33	2	2	2	 	1	88
PE081011	5	72	1	3	2	33	2	2	2	 	88	5
PE081011	6	42	1	4	2	34	2	2	2	 	88	3
PE081011	7	37	2	4	2	34	2	2	2	 	88	5
PE081011	8	12	1	6	1	33	2	2	2	 	6	88
PE081011	9	8	1	6	1	33	2	2	2	 	3	88
PE081012	1	18	1	1	2	34	2	1	1	 	88	2
PE081012	2	19	2	1	2	34	2	1	1	 	88	5
PE081012	3	42	1	3	2	33	2	2	1	 	88	4
PE081012	4	41	2	3	2	34	2	2	1	 	88	1
PE081012	5	23	1	4	2	34	2	2	1	 	88	1
PE081012	6	21	1	4	1	35	2	1	2	 	88	1
PE081012	7	12	1	4	1	33	2	2	2	 	6	88
PE081012	8	11	1	4	1	33	2	2	2	 	3	88
PE081012	9	65	1	13	2	33	2	2	2	 	88	4
PE081012	15	4	2	4	88	88	2	88	88	2	88	88
PE081013	1	23	2	1	2	36	2	1	2	 	88	3
PE081013	2	29	1	4	2	35	2	1	1	 	88	1
PE081013	3	28	1	4	2	34	2	1	2	 	88	5
PE081013	4	24	1	4	2	34	2	1	1	 	88	5
PE081013	5	14	1	4	1	34	2	1	2	 	88	1
PE081014	1	19	1	1	2	33	2	2	1	 	6	88
PE081014	2	20	2	1	2	34	2	1	2	 	88	3
PE081014	3	46	1	3	2	33	2	2	1	 	88	5
PE081014	4	45	2	3	2	33	2	1	2	 	88	5
PE081014	5	19	2	4	2	34	2	2	2	 	88	5
PE081014	6	16	2	4	1	34	2	2	2	 	88	3
PE081014	7	10	1	4	1	33	2	2	2	 	3	88
PE081014	8	6	1	4	1	0	2	2	2	 	88	88
PE081014	9	17	1	4	1	34	2	2	2	 	88	5
PE081015	1	44	2	1	2	34	2	1	2	 	88	1
PE081015	2	44	1	1	2	34	2	1	1	 	88	1
PE081015	3	24	2	5	2	34	2	1	1	 	88	5
PE081015	4	23	1	5	2	34	2	1	1	 	88	5
PE081015	5	22	1	5	2	34	2	1	2	 	88	2
PE081015	6	17	2	5	1	34	2	1	2	 	88	4
PE081015	7	17	2	5	1	34	2	1	2	 	88	5
PE081015	8	9	2	5	1	33	2	1	2	 	2	88
PE081015	9	24	1	11	2	34	2	1	1	 	88	3
PE081015	10	7	1	9	1	33	2	1	2	 	1	88
PE081015	11	5	2	9	1	0	2	2	2	 	88	88
PE081016	1	24	1	1	2	33	2	1	1	 	6	88
PE081016	2	28	2	1	2	37	2	1	2	 	88	4
PE081017	1	29	1	1	2	34	2	1	1	 	88	5
PE081017	2	22	2	1	2	34	2	1	2	 	88	3
PE081017	3	42	2	4	2	33	2	1	2	 	88	5
PE081017	4	21	1	6	2	34	2	2	1	 	88	2
PE081017	5	18	1	6	2	34	2	1	1	 	88	5
PE081017	6	15	1	6	1	34	2	1	1	 	88	2
PE081017	7	9	1	6	1	33	2	1	2	 	3	88
PE081018	1	38	1	1	2	33	2	2	1	 	88	5
PE081018	2	27	2	1	2	34	2	1	2	 	88	5
PE081018	3	6	2	5	1	32	2	2	2	 	88	88
PE081019	1	29	1	1	2	34	2	1	1	 	88	5
PE081019	2	23	2	1	2	34	2	1	2	 	88	5
PE081019	3	55	1	3	2	33	2	2	2	 	88	2
PE081019	4	18	1	4	2	34	2	1	2	 	88	2
PE081019	5	14	2	4	1	33	2	2	2	 	5	88
PE081019	6	11	1	4	1	33	2	1	2	 	4	88
PE081020	1	37	2	1	2	34	2	1	2	 	88	3
PE081020	2	18	2	5	1	34	2	2	2	 	88	5
PE081020	3	16	2	5	1	34	2	2	2	 	88	4
PE081020	4	13	1	5	1	34	2	2	2	 	88	1
PE081020	5	10	2	6	1	33	2	2	2	 	1	88
PE081020	6	65	2	3	2	33	2	2	2	 	88	5
PE081020	7	15	1	6	1	34	2	2	2	 	88	3
PE081021	1	21	2	1	2	34	2	1	1	 	88	3
PE081021	2	59	1	3	2	33	2	1	1	 	88	1
PE081021	3	49	2	3	2	33	2	1	1	 	88	5
PE081021	4	24	1	4	2	34	2	2	1	 	88	5
PE081021	5	18	1	4	1	34	2	1	2	 	88	4
PE081021	6	13	2	4	1	34	2	1	2	 	88	1
PE081022	1	28	2	1	2	34	2	1	1	 	88	1
PE081022	2	28	1	1	2	33	2	1	1	 	6	88
PE081022	3	7	1	5	1	0	2	1	2	 	88	88
PE081022	4	6	1	5	2	0	2	1	2	 	88	88
PE081022	15	3	2	5	88	88	2	88	88	2	88	88
PE081023	1	19	2	1	2	33	2	1	1	 	5	88
PE081023	2	23	1	4	2	34	2	1	1	 	88	3
PE081023	3	18	1	4	2	34	2	1	1	 	88	4
PE081023	4	8	1	4	1	33	2	1	2	 	2	88
PE081023	5	21	2	4	2	34	2	1	1	 	88	4
PE081023	6	48	2	3	2	34	2	1	1	 	88	1
PE081023	15	3	1	6	88	88	2	88	88	2	88	88
PE081024	1	20	1	1	2	34	2	1	1	 	88	5
PE081024	2	21	2	1	2	34	2	1	1	 	88	5
PE081024	3	49	1	3	2	33	2	2	1	 	88	4
PE081024	4	48	2	3	2	34	2	1	1	 	88	4
PE081024	5	23	1	4	2	34	2	2	1	 	88	4
PE081024	6	13	1	4	1	34	1	1	2	 	88	1
PE081025	1	21	1	1	2	34	2	1	1	 	88	3
PE081025	2	28	2	1	2	33	2	1	1	 	3	88
PE081025	15	2	1	5	88	88	2	88	88	2	88	88
PE081026	1	36	1	1	2	36	2	1	1	 	88	3
PE081026	2	34	2	1	2	33	2	1	1	 	88	4
PE081026	3	15	2	5	1	33	2	1	2	 	6	88
PE081026	4	14	2	5	1	33	2	1	2	 	6	88
PE081026	5	12	2	5	1	33	2	1	2	 	5	88
PE081026	6	5	1	5	1	0	2	1	2	 	88	88
PE081027	1	46	1	1	2	38	2	1	1	 	88	6
PE081027	2	42	2	1	2	36	2	1	1	 	88	5
PE081027	3	21	2	5	1	37	2	1	2	 	88	2
PE081027	4	19	1	5	1	34	2	1	2	 	88	1
PE081027	5	13	2	5	1	34	2	1	2	 	88	1
PE081027	6	89	2	3	2	0	1	2	2	 	88	88
PE081027	7	58	2	4	2	34	2	1	2	 	88	5
PE081027	15	4	2	5	88	88	2	88	88	1	88	88
PE081028	1	27	1	1	2	34	2	1	1	 	88	5
PE081028	2	20	2	1	2	34	2	1	2	 	88	5
PE081028	3	65	1	3	2	34	2	1	1	 	88	2
PE081028	4	60	2	3	2	33	1	2	2	 	88	3
PE081028	5	29	1	4	2	34	2	1	1	 	88	5
PE081028	6	85	2	13	2	0	2	1	2	 	88	88
PE081029	1	27	1	1	2	34	2	1	1	 	88	3
PE081029	2	20	2	1	2	33	2	1	1	 	6	88
PE081029	3	42	1	3	2	34	2	2	2	 	88	3
PE081029	4	39	2	3	2	34	2	2	2	 	88	4
PE081029	5	23	1	4	2	33	2	2	2	 	4	88
PE081029	6	14	1	4	2	33	2	1	2	 	3	88
PE081029	7	15	1	4	2	33	2	2	2	 	4	88
PE081029	8	5	2	4	1	0	2	2	2	 	88	88
PE081029	9	68	1	13	2	34	2	2	2	 	88	5
PE081030	1	29	1	1	2	36	2	1	1	 	88	3
PE081030	2	20	2	1	2	34	2	1	2	 	88	5
PE081030	3	51	1	3	2	34	2	2	2	 	88	3
PE081030	4	50	2	3	2	33	2	2	2	 	88	5
PE081030	5	27	2	4	2	38	2	2	2	 	88	6
PE081030	6	17	2	4	1	37	2	2	2	 	88	1
PE081030	7	13	2	4	1	34	2	2	2	 	88	1
PE081031	1	30	1	1	2	35	2	2	1	 	88	2
PE081031	2	32	2	1	2	34	2	1	2	 	88	5
PE081031	3	11	2	5	1	33	2	1	2	 	5	88
PE081031	4	54	2	3	2	33	1	2	2	 	88	3
PE081032	1	28	1	1	2	34	2	1	1	 	88	5
PE081032	2	28	2	1	2	37	2	1	2	 	88	3
PE081032	3	7	1	5	1	33	1	2	2	 	1	88
PE081032	4	5	1	5	1	0	2	2	2	 	88	88
PE081032	15	3	2	5	88	88	2	88	88	2	88	88
PE081033	1	23	1	1	2	34	2	1	1	 	88	5
PE081033	2	21	2	1	2	33	2	1	2	 	6	88
