PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN032	8	1	5	 	 	45	1	4	3	45
IN032	9	1	5	 	 	48	1	4	3	40
IN032	10	1	5	 	 	45	1	4	8	45
IN032	11	1	5	 	 	45	1	4	8	45
IN032	12	1	5	 	 	52	1	4	8	52
IN032	13	1	5	 	 	47	2	4	8	47
IN032	14	1	5	 	 	38	1	4	8	38
IN032	15	1	5	 	 	33	1	4	8	33
IN032	16	2	2	 	 	57	1	4	3	33
IN032	17	2	2	 	 	25	2	4	3	2
IN032	18	1	4	 	 	45	1	2	1	45
IN032	19	1	4	 	 	40	1	4	2	40
IN032	20	1	4	 	 	27	2	2	4	6
IN032	21	2	1	 	 	45	1	2	1	45
IN032	22	2	1	 	 	40	1	4	2	40
IN032	23	2	1	 	 	27	2	2	4	6
IN033	1	1	1	2	3	35	1	4	1	35
IN033	2	1	1	2	3	40	2	3	4	10
IN033	3	1	1	2	3	42	2	4	6	25
IN033	4	1	5	 	 	25	1	3	8	25
IN033	5	1	5	 	 	38	1	4	8	20
IN033	6	1	5	 	 	35	1	4	8	20
IN033	7	1	5	 	 	53	1	4	8	53
IN033	8	1	5	 	 	40	1	4	8	40
IN033	9	1	5	 	 	45	1	4	8	45
IN033	10	1	5	 	 	38	1	4	8	20
IN033	11	1	5	 	 	33	2	3	8	8
IN033	12	1	5	 	 	38	1	4	8	38
IN033	13	1	5	 	 	39	1	4	8	39
IN033	14	1	5	 	 	40	1	4	8	40
IN033	15	1	5	 	 	45	1	4	8	45
IN033	16	2	2	 	 	28	2	2	3	4
IN033	17	2	2	 	 	26	2	2	3	2
IN033	18	1	4	 	 	35	1	4	1	35
IN033	19	1	4	 	 	40	2	3	4	10
IN033	20	1	4	 	 	42	2	4	6	25
IN033	21	2	1	 	 	35	1	4	1	35
IN033	22	2	1	 	 	40	2	3	4	10
IN033	23	2	1	 	 	42	2	4	6	25
IN034	1	1	1	2	3	43	1	4	1	40
IN034	2	1	1	2	3	34	2	3	4	34
IN034	3	1	1	2	3	41	1	3	8	35
IN034	4	1	5	 	 	38	1	4	8	38
IN034	5	1	5	 	 	35	1	3	8	30
IN034	6	1	5	 	 	35	1	3	8	35
IN034	7	1	5	 	 	36	1	4	8	5
IN034	8	1	5	 	 	30	1	4	8	30
IN034	9	1	5	 	 	45	1	3	8	25
IN034	10	2	2	 	 	38	1	4	3	2
IN034	11	2	2	 	 	37	1	3	3	3
IN034	12	1	5	 	 	38	1	4	8	20
IN034	13	1	5	 	 	42	1	4	8	42
IN034	14	1	5	 	 	53	1	3	8	25
IN034	15	1	5	 	 	45	1	4	8	15
IN034	16	1	4	 	 	43	1	4	1	40
IN034	17	1	4	 	 	34	2	3	4	34
IN034	18	1	4	 	 	41	1	3	8	35
IN034	19	1	5	 	 	30	1	4	8	35
IN034	20	1	5	 	 	33	2	4	8	30
IN034	21	2	1	 	 	43	1	4	1	40
IN034	22	2	1	 	 	34	2	3	4	34
IN034	23	2	1	 	 	451	1	3	8	35
IN035	1	1	1	2	3	40	1	4	1	40
IN035	2	1	1	2	3	45	1	3	9	5
IN035	3	2	1	2	 	24	1	3	7	24
IN035	4	1	1	2	 	28	1	3	7	28
IN035	5	1	2	3	4	25	1	3	8	25
IN035	6	1	2	3	4	24	1	3	8	24
IN035	7	2	1	2	 	48	1	3	8	48
IN035	8	1	1	2	3	55	2	3	6	40
IN035	9	1	1	2	4	50	2	3	6	38
IN035	10	1	2	4	 	22	1	1	8	22
IN035	11	1	2	4	 	26	1	3	8	26
IN035	12	1	2	4	 	55	1	1	8	55
IN035	13	1	5	 	 	45	1	4	8	45
IN035	14	1	5	 	 	52	1	4	8	52
IN035	15	1	5	 	 	35	1	4	8	35
IN035	16	1	5	 	 	40	1	3	8	40
IN035	17	1	5	 	 	42	1	4	8	42
IN035	18	1	5	 	 	38	1	3	8	38
IN035	19	2	1	 	 	20	1	3	8	20
IN035	20	2	1	 	 	18	1	1	8	18
IN035	21	2	2	 	 	36	1	3	8	6
IN035	22	2	2	 	 	39	1	3	8	4
IN035	23	2	2	 	 	29	2	3	8	2
IN036	1	1	1	2	4	38	1	4	8	38
IN036	2	1	1	2	3	60	1	3	8	60
IN036	3	1	1	2	3	54	1	3	7	54
IN036	4	1	1	3	4	75	1	3	7	75
IN036	5	1	2	3	4	30	1	3	8	30
IN036	6	1	2	3	4	28	1	3	8	28
IN036	7	1	2	3	4	35	1	3	8	35
IN036	8	1	2	3	4	33	1	3	8	33
IN036	9	1	1	2	3	52	1	4	9	6
IN036	10	2	1	2	 	34	2	1	4	34
IN036	11	2	1	2	 	35	1	4	4	35
IN036	12	1	5	 	 	45	1	4	8	45
IN036	13	1	5	 	 	52	1	4	8	52
IN036	14	1	5	 	 	35	1	4	8	35
IN036	15	1	5	 	 	40	1	3	8	40
IN036	16	1	5	 	 	42	1	4	8	42
IN036	17	1	5	 	 	38	1	3	8	38
IN036	18	1	5	 	 	52	2	1	8	52
IN036	19	2	1	 	 	21	1	1	8	21
IN036	20	2	1	 	 	18	1	3	8	18
IN036	21	2	1	 	 	20	1	3	8	20
IN036	22	2	2	 	 	37	1	4	8	3
IN036	23	2	2	 	 	34	2	1	8	15
IN036	24	2	2	 	 	42	2	3	8	3
IN037	1	1	1	2	3	53	1	3	7	53
IN037	2	1	1	2	3	55	2	4	1	35
IN037	3	2	1	2	 	35	2	1	4	15
IN037	4	1	1	2	3	52	1	3	7	52
IN037	5	1	2	3	4	25	2	1	8	25
IN037	6	1	2	3	4	50	1	4	8	50
IN037	7	1	2	3	4	38	1	3	8	38
IN037	8	1	2	3	4	45	1	1	8	45
IN037	9	2	1	2	 	33	1	4	8	33
IN037	10	1	1	2	4	44	2	3	6	30
IN037	11	1	2	3	4	38	2	1	8	22
IN037	12	1	5	 	 	42	1	3	8	42
IN037	13	1	5	 	 	45	1	4	8	45
IN037	14	1	5	 	 	35	1	4	8	35
IN037	15	1	5	 	 	40	1	3	8	40
IN037	16	1	5	 	 	42	1	4	8	42
IN037	17	1	5	 	 	38	1	3	8	38
IN037	18	1	5	 	 	52	2	1	8	52
IN037	19	1	5	 	 	48	2	3	8	48
IN037	20	2	1	 	 	22	1	1	8	22
IN037	21	2	1	 	 	20	2	3	8	20
IN037	22	2	1	 	 	18	2	3	8	18
IN037	23	2	2	 	 	37	1	4	8	3
IN037	24	2	2	 	 	34	2	1	8	15
IN037	25	2	2	 	 	42	2	3	8	3
IN038	1	1	1	1	3	36	1	3	1	36
IN038	2	1	1	2	1	45	1	1	7	29
IN038	3	1	1	2	4	39	1	3	7	30
IN038	4	1	1	2	3	35	2	3	4	35
IN038	5	1	1	2	3	30	1	3	4	30
IN038	6	1	1	2	3	42	1	3	1	42
IN038	7	1	2	3	4	8	1	1	8	48
IN038	8	1	1	3	4	39	1	1	8	39
IN038	9	1	1	3	4	41	1	2	8	41
IN038	10	1	2	3	4	36	2	3	8	20
IN038	11	2	1	2	 	62	2	3	6	44
IN038	12	2	1	2	 	36	1	3	4	36
IN038	13	1	5	 	 	55	1	3	8	55
IN038	14	1	5	 	 	52	1	3	8	52
IN038	15	1	5	 	 	55	1	4	8	55
IN038	16	1	5	 	 	60	1	4	8	60
IN038	17	1	5	 	 	35	2	3	8	35
IN038	18	1	5	 	 	41	1	4	8	41
IN038	19	2	1	 	 	18	1	3	8	18
IN038	20	2	1	 	 	20	1	3	8	20
IN038	21	2	2	 	 	50	2	3	8	1
IN038	22	2	2	 	 	42	1	3	8	13
IN038	23	2	2	 	 	55	2	3	8	18
IN040	1	1	1	2	3	35	1	3	1	35
IN040	2	1	1	2	3	28	1	3	7	28
IN040	3	1	1	2	3	45	1	3	8	45
IN040	4	1	1	2	4	38	1	3	8	38
IN040	5	1	2	3	4	55	1	1	8	55
IN040	6	1	2	3	4	44	1	1	8	44
IN040	7	1	1	2	4	42	1	4	7	42
IN040	8	1	1	2	4	38	1	3	8	38
IN040	9	1	2	3	4	48	1	3	8	48
IN040	10	1	1	2	4	35	1	4	7	35
IN040	11	2	1	2	 	36	2	3	4	25
IN040	12	1	2	3	4	30	2	3	8	15
IN040	13	1	5	 	 	40	1	3	8	40
IN040	14	1	5	 	 	46	1	1	8	46
IN040	15	1	5	 	 	55	1	4	8	55
IN040	16	1	5	 	 	60	1	4	8	60
IN040	17	1	5	 	 	35	2	3	8	18
IN040	18	1	5	 	 	41	1	4	8	41
IN040	19	2	1	 	 	20	1	1	8	20
IN040	20	2	1	 	 	22	1	3	8	22
IN040	21	2	2	 	 	50	2	3	8	1
IN040	22	2	2	 	 	42	1	3	8	13
IN040	23	2	2	 	 	55	2	3	8	18
IN041	1	1	1	2	3	45	1	4	1	45
IN041	2	1	1	2	3	65	1	4	8	65
IN041	3	1	1	3	4	45	1	3	8	45
IN041	4	1	1	2	4	60	1	4	7	60
IN041	5	1	1	2	3	35	1	3	8	35
IN041	6	1	1	2	4	50	1	3	8	50
IN041	7	1	1	2	4	68	1	1	8	68
IN041	8	2	1	2	 	45	1	3	8	40
IN041	9	1	2	3	4	70	1	3	8	70
IN041	10	1	1	2	4	35	1	3	8	35
IN041	11	2	1	2	 	40	1	4	7	40
IN041	12	1	1	2	4	45	1	1	8	45
IN041	13	1	5	 	 	35	1	4	8	35
IN041	14	1	5	 	 	45	1	4	8	45
IN041	15	1	5	 	 	42	1	4	8	42
IN041	16	1	5	 	 	55	1	4	8	40
IN041	17	1	5	 	 	38	1	4	8	7
IN041	18	1	5	 	 	55	1	4	8	10
IN041	19	1	5	 	 	55	1	4	8	55
IN041	20	1	5	 	 	50	1	3	8	50
IN041	21	1	5	 	 	45	1	4	8	45
IN041	22	1	5	 	 	46	1	4	8	46
IN041	23	2	1	 	 	22	1	3	8	22
IN041	24	2	1	 	 	23	1	3	8	23
IN041	25	2	2	 	 	43	2	3	8	2
IN041	26	2	2	 	 	30	1	3	8	2
IN041	27	2	2	 	 	33	1	4	8	1
IN042	1	1	1	2	3	38	1	3	1	38
IN042	2	1	1	2	3	40	1	3	8	40
IN042	3	1	1	2	3	38	1	3	8	38
IN042	4	2	1	2	 	39	1	4	8	39
IN042	5	1	1	2	4	55	1	4	8	55
IN042	6	1	1	2	4	45	1	4	8	45
IN042	7	1	1	2	4	45	1	3	8	45
IN042	8	1	1	2	4	25	1	4	8	25
IN042	9	1	1	2	3	35	2	4	6	15
IN042	10	2	1	2	3	33	2	1	4	33
IN042	11	1	1	2	4	50	1	1	7	50
IN042	12	1	5	 	 	66	1	4	8	58
IN042	13	1	5	 	 	58	1	4	8	58
IN042	14	1	5	 	 	32	1	4	8	32
IN042	15	1	5	 	 	50	1	3	8	50
IN042	16	1	5	 	 	45	1	3	8	45
IN042	17	1	5	 	 	55	1	4	8	55
IN042	18	1	5	 	 	40	1	4	8	40
IN042	19	1	5	 	 	44	1	3	8	44
IN042	20	2	1	 	 	26	1	4	8	26
IN042	21	2	2	 	 	33	2	3	8	2
IN042	22	2	2	 	 	37	1	2	8	2
IN043	1	1	1	2	3	54	1	3	1	54
IN043	2	1	1	2	3	78	1	3	8	78
IN043	3	2	1	2	 	28	2	1	4	10
IN043	4	1	1	2	4	51	1	1	8	51
IN043	5	1	1	2	4	30	2	1	8	20
IN043	6	1	1	3	4	28	2	1	8	13
IN043	7	1	2	3	4	44	1	3	8	44
IN043	8	2	1	2	 	25	2	3	8	10
IN043	9	1	3	4	 	32	1	1	8	32
IN043	10	1	2	3	4	44	1	1	8	44
IN043	11	2	2	 	 	23	2	4	3	1
IN043	12	1	2	3	4	49	1	4	8	49
IN043	13	1	2	3	4	28	1	4	8	28
IN043	14	1	5	 	 	45	1	3	8	45
IN043	15	1	5	 	 	38	1	4	8	38
IN043	16	1	5	 	 	40	1	3	8	40
IN043	17	1	5	 	 	42	1	4	8	42
IN043	18	1	5	 	 	40	1	3	8	40
IN043	19	1	5	 	 	51	1	4	8	51
IN043	20	1	5	 	 	41	2	4	8	41
IN043	21	1	5	 	 	42	2	4	8	2
IN043	22	2	1	 	 	15	1	3	8	15
IN043	23	2	1	 	 	18	2	3	8	18
IN043	24	2	1	 	 	16	1	3	8	16
IN043	25	2	2	 	 	50	1	4	8	1
IN043	26	2	2	 	 	62	1	4	8	3
IN044	1	1	1	2	3	64	1	4	9	10
IN044	2	1	1	2	3	48	2	4	1	35
IN044	3	1	1	2	3	39	1	3	8	39
IN044	4	1	1	2	4	60	1	4	8	60
IN044	5	1	2	3	4	22	2	3	8	39
IN044	6	1	2	3	4	52	1	1	8	52
IN044	7	1	1	2	4	22	2	3	8	22
IN044	8	1	2	3	4	50	1	3	8	50
IN044	9	1	1	2	4	45	1	1	8	45
IN044	10	1	1	2	3	32	2	3	4	32
IN044	11	2	1	2	 	30	2	4	4	30
IN044	12	1	1	2	3	28	1	1	4	24
IN044	13	1	5	 	 	50	1	4	8	50
IN044	14	1	5	 	 	32	1	3	8	32
IN044	15	1	5	 	 	28	1	3	8	28
IN044	16	1	5	 	 	45	1	3	8	45
IN044	17	1	5	 	 	44	1	4	8	44
IN044	18	1	5	 	 	46	1	3	8	46
IN044	19	1	5	 	 	40	2	4	8	40
IN044	20	1	5	 	 	42	2	4	8	42
IN044	21	2	1	 	 	20	1	3	8	20
IN044	22	2	1	 	 	21	1	1	8	21
IN044	23	2	2	 	 	56	1	4	8	1
IN044	24	2	2	 	 	27	2	4	8	3
IN045	1	1	1	2	3	48	1	3	1	48
IN045	2	2	1	2	 	35	1	3	8	35
IN045	3	1	1	2	3	35	2	3	1	35
IN045	4	1	1	2	3	32	2	3	8	20
IN045	5	2	1	2	 	38	1	3	8	38
IN045	6	1	1	2	4	50	1	3	5	50
IN045	7	1	2	3	4	28	1	1	8	28
IN045	8	1	2	3	4	42	1	1	8	42
IN045	9	1	1	2	4	58	1	3	8	58
IN045	10	1	1	3	4	36	2	3	6	25
IN045	11	1	1	3	4	50	2	1	6	35
IN045	12	1	2	3	4	42	1	1	8	42
IN045	13	1	5	 	 	32	1	3	8	32
IN045	14	1	5	 	 	30	1	3	8	30
IN045	15	1	5	 	 	45	1	4	8	45
IN045	16	1	5	 	 	48	1	3	8	45
IN045	17	1	5	 	 	55	1	4	8	45
IN045	18	1	5	 	 	48	1	3	8	45
IN045	19	2	1	 	 	20	1	4	8	20
IN045	20	2	1	 	 	22	1	3	8	22
IN045	21	2	2	 	 	50	1	4	8	1
IN045	22	2	2	 	 	62	1	4	8	3
IN046	1	1	1	2	3	55	1	3	1	55
IN046	2	1	2	3	4	38	1	4	8	38
IN046	3	1	2	3	4	34	1	1	8	34
IN046	4	1	1	3	4	50	1	1	8	50
IN046	5	1	2	3	4	40	1	3	8	40
IN046	6	1	1	2	4	41	1	3	8	41
IN046	7	1	1	3	4	40	1	3	8	40
IN046	8	1	4	2	3	25	1	1	8	25
IN046	9	1	4	2	3	32	1	1	8	32
IN046	10	1	3	2	4	35	2	3	8	12
IN046	11	1	1	3	4	30	2	3	6	30
IN046	12	1	1	3	4	35	2	1	6	18
IN046	13	1	2	3	4	30	2	1	8	30
IN046	14	1	5	 	 	32	1	3	8	32
IN046	15	1	5	 	 	30	1	3	8	30
IN046	16	1	5	 	 	45	1	4	8	45
IN046	17	1	5	 	 	48	1	3	8	48
IN046	18	1	5	 	 	55	1	4	8	55
IN046	19	1	5	 	 	48	1	3	8	48
IN046	20	2	1	 	 	24	1	1	8	24
IN046	21	2	1	 	 	22	1	3	8	22
IN046	22	2	2	 	 	50	1	4	8	1
IN046	23	2	2	 	 	62	1	4	8	3
IN047	1	1	1	2	1	50	1	4	1	50
IN047	2	1	1	2	3	48	1	1	8	20
IN047	3	1	2	3	4	46	1	4	8	15
IN047	4	1	3	4	5	50	1	4	2	50
IN047	5	1	3	4	5	62	1	3	7	62
IN047	6	1	3	4	5	40	2	3	8	15
IN047	7	1	4	5	 	52	1	3	8	52
IN047	8	1	4	5	 	55	1	4	8	55
IN047	9	1	4	5	 	47	1	4	8	47
IN047	10	1	5	 	 	55	1	4	8	20
IN047	11	1	1	2	3	45	2	3	8	25
IN047	12	1	5	 	 	35	1	3	8	15
IN047	13	1	5	 	 	36	1	4	8	10
IN047	14	2	2	 	 	45	2	3	8	15
IN047	15	2	2	 	 	35	2	4	8	10
IN047	16	2	2	 	 	40	2	3	3	20
IN047	17	2	1	 	 	50	1	4	4	15
IN047	18	2	1	 	 	45	2	3	4	10
IN048	1	1	1	2	3	45	1	1	1	45
IN048	2	1	1	2	3	48	1	1	1	48
IN048	3	1	3	4	5	50	1	3	8	50
IN048	4	1	2	3	4	35	1	1	2	35
IN048	5	1	2	4	5	30	2	1	6	10
IN048	6	1	1	2	3	60	1	3	7	60
IN048	7	1	3	4	5	46	1	4	2	46
IN048	8	2	1	2	 	45	1	4	4	5
IN048	9	2	1	2	 	35	2	3	3	15
IN048	10	2	1	2	 	48	1	3	8	10
IN048	11	1	5	 	 	40	1	1	8	40
IN048	12	1	5	 	 	45	1	4	8	45
IN048	13	1	5	 	 	55	1	4	8	55
IN048	14	1	5	 	 	42	1	3	8	12
IN048	15	1	5	 	 	46	2	1	8	26
IN048	16	1	5	 	 	50	1	4	8	50
IN048	17	1	4	 	 	45	1	3	8	15
IN049	1	1	1	2	3	50	1	4	1	50
IN049	2	1	1	2	3	45	1	4	1	45
IN049	3	1	1	2	3	62	1	4	7	62
IN049	4	1	3	4	5	48	1	4	8	48
IN049	5	1	3	4	5	40	1	4	1	40
IN049	6	1	1	2	3	35	2	2	6	15
IN049	7	1	4	5	 	46	1	3	8	20
IN049	8	1	3	4	5	65	1	2	7	65
IN049	9	1	1	2	5	48	2	4	8	48
IN049	10	1	5	 	 	45	1	3	8	15
IN049	11	2	2	 	 	40	2	4	8	8
IN049	12	2	2	 	 	32	2	3	3	11
IN049	13	1	5	 	 	46	1	3	8	20
IN049	14	1	5	 	 	37	1	4	8	15
IN049	15	1	5	 	 	43	1	3	8	22
IN049	16	1	5	 	 	55	1	4	8	55
IN049	17	1	4	 	 	45	1	4	8	25
IN049	18	2	1	 	 	50	1	3	4	10
IN050	1	1	1	2	3	40	2	3	1	23
IN050	2	1	1	2	3	55	1	4	9	8
IN050	3	1	1	2	3	50	1	3	8	5
IN050	4	1	1	2	5	35	2	3	8	15
IN050	5	1	1	3	5	41	2	4	6	23
IN050	6	1	4	5	 	55	1	1	8	55
IN050	7	1	2	3	5	60	1	4	8	60
IN050	8	1	2	3	5	51	1	3	7	51
IN050	9	1	4	5	 	48	1	4	8	48
IN050	10	1	1	2	4	42	2	3	3	24
IN050	11	2	2	 	 	35	2	4	8	5
IN050	12	1	5	 	 	30	1	4	8	5
IN050	13	1	5	 	 	37	1	3	8	4
IN050	14	1	3	4	5	42	1	3	8	42
IN050	15	1	3	4	5	36	1	3	8	10
IN050	16	1	5	 	 	45	1	4	8	15
IN050	17	1	5	 	 	58	1	4	4	20
IN050	18	1	5	 	 	48	1	3	8	48
IN051	1	1	2	3	4	39	1	3	1	39
IN051	2	1	1	2	3	50	1	1	1	50
IN051	3	1	1	2	3	55	1	4	9	5
IN051	4	1	1	2	3	45	1	3	8	5
IN051	5	1	2	3	4	69	1	3	7	69
IN051	6	1	2	3	4	50	1	3	8	50
IN051	7	1	2	3	1	28	2	3	6	28
IN051	8	1	2	3	4	35	2	1	6	25
IN051	9	1	4	5	1	48	1	1	4	15
IN051	10	2	1	2	 	30	2	3	3	10
IN051	11	2	2	 	 	35	2	4	8	5
IN051	12	1	5	 	 	30	1	4	8	10
IN051	13	1	5	 	 	48	1	3	8	5
IN051	14	1	5	 	 	45	1	4	8	10
IN051	15	1	3	4	5	40	1	1	8	40
IN051	16	2	2	1	5	30	2	4	8	30
IN051	17	1	3	4	5	45	1	3	8	45
IN051	18	1	5	 	 	50	1	4	8	50
IN052	1	1	2	3	4	60	1	1	1	60
IN052	2	1	1	2	4	48	1	3	8	5
IN052	3	1	1	3	2	39	1	4	9	4
IN052	4	1	1	2	4	55	1	4	8	55
IN052	5	2	2	 	 	32	2	3	8	5
IN052	6	1	1	2	4	65	1	4	8	65
IN052	7	2	1	 	 	68	1	2	8	68
IN052	8	1	1	4	5	40	1	4	7	40
IN052	9	1	2	4	5	74	1	3	8	74
IN052	10	1	5	 	 	28	1	4	8	28
IN052	11	2	2	 	 	35	2	4	8	5
IN052	12	1	1	2	5	45	1	3	8	45
IN052	13	1	5	 	 	50	1	4	8	50
IN052	14	2	1	 	 	45	1	4	4	45
IN052	15	2	1	 	 	52	1	3	4	10
IN052	16	1	5	 	 	45	1	4	8	15
IN052	17	1	5	 	 	35	1	4	8	10
IN052	18	1	5	 	 	42	1	4	8	12
IN053	1	1	1	2	3	65	2	4	1	50
IN053	2	1	1	2	3	39	1	4	9	2
IN053	3	1	1	2	4	48	1	4	8	2
IN053	4	1	1	3	5	38	1	4	7	38
IN053	5	2	2	5	 	48	1	4	4	48
IN053	6	1	2	3	5	40	2	1	6	25
IN053	7	1	2	3	5	55	1	1	8	55
IN053	8	1	1	2	5	55	1	3	8	55
IN053	9	1	2	3	4	40	1	1	8	40
IN053	10	1	2	3	4	40	1	1	8	40
IN053	11	2	2	 	 	32	2	3	8	5
IN053	12	2	2	 	 	35	2	4	8	5
IN053	13	2	1	 	 	45	1	4	4	45
IN053	14	2	1	 	 	52	1	3	4	10
IN053	15	2	1	 	 	40	2	4	4	5
IN053	16	1	3	4	5	37	1	3	8	37
IN053	17	1	5	 	 	40	1	3	8	40
IN053	18	1	5	 	 	35	1	3	8	35
IN055	1	1	1	2	 	42	1	3	1	42
IN055	2	1	1	2	3	46	2	3	8	12
IN055	3	1	1	2	3	48	2	3	3	14
IN055	4	1	4	 	 	50	1	3	2	50
IN055	5	1	1	4	5	48	1	4	2	36
IN055	6	1	3	5	 	36	1	4	8	12
IN055	7	1	5	 	 	39	1	3	8	16
IN055	8	1	5	1	 	43	1	3	8	13
IN055	9	1	5	 	 	29	1	3	8	8
IN055	10	1	5	 	 	37	1	3	8	30
IN055	11	2	1	2	 	42	1	3	1	42
IN055	12	2	1	2	 	46	2	3	3	12
IN055	13	2	1	 	 	43	1	3	3	13
IN056	1	1	1	2	3	48	1	3	9	4
IN056	2	1	1	2	3	53	1	1	2	53
IN056	3	1	1	2	3	65	1	4	7	65
IN056	4	1	1	2	3	38	1	4	2	38
IN056	5	1	1	2	3	50	1	4	7	50
IN056	6	2	2	 	 	46	2	3	8	12
IN056	7	2	2	 	 	48	2	3	3	14
IN056	8	2	1	 	 	36	1	4	8	12
IN056	9	2	1	 	 	39	1	3	8	16
IN056	10	2	2	 	 	43	2	3	8	13
IN056	11	2	1	2	 	29	1	3	8	8
IN056	12	2	1	2	 	37	1	3	8	30
IN056	13	1	4	 	 	48	1	3	9	4
IN056	14	1	4	 	 	38	1	4	7	38
IN056	15	1	4	 	 	50	1	4	7	50
IN056	16	2	1	2	 	50	1	4	7	50
IN057	1	1	1	2	3	55	1	4	2	55
IN057	2	1	1	2	3	38	2	3	1	3
IN057	3	1	1	2	3	55	1	3	8	9
IN057	4	1	4	 	 	38	1	3	9	3
IN057	5	1	5	 	 	55	1	4	8	55
IN057	6	2	2	 	 	46	2	3	8	12
IN057	7	2	2	 	 	48	2	3	3	14
IN057	8	1	5	 	 	28	1	4	8	18
IN057	9	1	5	 	 	36	1	4	8	24
IN057	10	1	4	 	 	38	1	3	8	12
IN057	11	2	2	 	 	43	1	4	8	18
IN057	12	1	4	 	 	38	2	3	1	3
IN057	13	2	1	2	 	38	2	3	1	3
IN057	14	2	1	2	 	55	1	4	2	55
IN057	15	2	1	2	 	43	1	4	8	18
IN058	1	1	1	2	3	55	2	1	1	40
IN058	2	1	2	3	4	50	1	4	8	1
IN058	3	1	1	2	3	45	1	4	9	5
IN058	4	1	2	3	4	65	1	4	8	65
IN058	5	1	1	2	3	52	1	4	7	52
IN058	6	1	3	4	5	45	1	1	8	45
IN058	7	1	3	4	5	30	1	3	8	30
IN058	8	1	5	1	2	35	2	3	3	15
IN058	9	1	4	5	1	45	2	3	8	25
IN058	10	2	2	 	 	46	2	3	8	12
IN058	11	2	2	 	 	48	2	3	8	14
IN058	12	1	2	3	1	40	2	1	6	20
IN058	13	1	5	 	 	50	1	4	8	50
IN058	14	1	5	 	 	45	1	3	8	45
IN058	15	1	5	 	 	42	1	4	8	42
IN058	16	1	5	 	 	50	1	4	8	50
IN058	17	2	1	2	 	35	2	3	3	15
IN058	18	2	1	 	 	45	2	3	4	25
IN058	19	2	1	 	 	40	2	1	6	20
IN061	1	1	1	3	4	28	2	3	1	28
IN061	2	1	1	2	5	65	1	3	7	65
IN061	3	1	2	3	4	35	1	4	4	35
IN061	4	2	1	2	 	28	1	4	4	8
IN061	5	1	4	5	3	75	1	4	4	75
IN061	6	2	1	2	 	65	1	3	7	65
IN061	7	2	1	2	 	28	2	3	1	28
IN061	8	1	1	2	3	85	1	4	7	85
IN061	9	1	1	2	3	25	1	4	4	8
IN061	10	1	4	5	 	50	2	1	8	35
IN061	11	1	4	 	 	50	1	2	8	50
IN061	12	1	4	 	 	45	2	1	8	20
IN061	13	1	5	 	 	23	1	4	8	23
IN061	14	1	5	 	 	26	1	3	8	26
IN061	15	1	5	 	 	46	1	3	8	46
IN061	16	1	5	 	 	36	1	3	8	36
IN061	17	1	5	 	 	40	1	3	8	40
IN061	18	1	5	 	 	34	1	3	8	34
IN061	19	2	2	 	 	28	1	2	3	2
IN061	20	1	5	 	 	45	1	4	8	45
IN061	21	1	5	 	 	45	1	4	8	10
IN061	22	1	5	 	 	35	1	3	8	35
IN062	1	1	1	3	4	55	2	3	1	45
IN062	2	1	1	3	 	30	2	3	4	19
IN062	3	1	1	3	 	46	2	3	4	25
IN062	4	1	5	 	 	45	1	4	8	45
IN062	5	1	5	4	 	44	1	3	8	44
IN062	6	1	5	3	 	34	1	3	8	34
IN062	7	2	2	1	 	30	2	3	4	9
IN062	8	2	2	1	 	46	2	3	4	25
IN062	9	2	1	2	 	55	2	3	1	45
IN062	10	1	3	2	5	38	1	3	8	38
IN062	11	2	2	 	 	38	1	3	8	38
IN062	12	1	4	3	2	35	1	1	8	35
IN062	13	1	4	5	 	50	1	3	8	50
IN062	14	1	3	 	 	60	1	3	8	60
IN062	15	2	1	 	 	40	1	1	4	7
IN062	16	1	5	 	 	23	1	4	8	23
IN062	17	1	5	 	 	26	1	3	8	26
IN062	18	1	5	 	 	46	1	3	8	46
IN062	19	1	5	 	 	36	1	3	8	36
IN062	20	1	5	 	 	40	1	3	8	40
IN062	21	1	5	 	 	34	1	3	8	34
IN062	22	2	2	 	 	28	1	2	3	2
IN063	1	1	1	3	4	30	1	1	8	30
IN063	2	1	1	3	 	41	1	3	1	41
IN063	3	1	1	2	5	60	1	3	7	60
IN063	4	2	1	 	 	30	1	1	8	30
IN063	5	2	1	 	 	41	1	3	1	41
IN063	6	2	1	 	 	60	1	3	7	60
IN063	7	2	1	 	 	54	1	3	4	3
IN063	8	1	4	5	 	42	1	4	8	42
IN063	9	1	1	2	3	50	2	3	4	32
IN063	10	2	1	 	 	50	2	3	4	32
IN063	11	2	1	 	 	33	2	4	4	13
IN063	12	1	3	 	 	50	1	3	8	50
IN063	13	1	5	 	 	45	1	4	8	45
IN063	14	1	5	 	 	35	2	3	8	15
IN063	15	1	5	 	 	70	2	4	8	56
IN063	16	1	5	 	 	30	1	3	8	30
IN063	17	1	5	 	 	40	1	4	8	40
IN063	18	1	5	 	 	23	1	4	8	23
IN063	19	1	5	 	 	26	1	3	8	26
IN063	20	1	5	 	 	46	1	3	8	46
IN063	21	1	5	 	 	36	1	3	8	36
IN063	22	1	5	 	 	40	1	3	8	40
IN063	23	1	5	 	 	34	1	3	8	34
IN063	24	2	2	 	 	28	1	2	3	2
